prospect_gncd,prospect_ntwrth,prospect_g,prospect_ddrssln1,prospect_crdtrtng,prospect_stt,prospect_mplr,prospect_mrtlstts,prospect_ncm,prospect_pstlcd,prospect_nmbrcrs,prospect_ct,prospect_cntr,prospect_phn,prospect_nmbrchldrn,prospect_wnrrntflg,prospect_nmbrcrdtcrds
Sgq9425,2495715.0,15.0,Ybbopmozjtqlbuvtyqtjhmballiaxapdsvdmuffkbpeatazhwaxhqmnndcc,307.0,KY,D.R. Horton,S,72410.0,Xbchvvw,4.0,San Diego,United States of America,1-852-810-8213,2.0,O,
VBI9426,2159419.0,58.0,pnpphhyfcisxlifcltnqxirbdmzdfbweduyirvomsrqymbsppujsp,729.0,KS,Yum Brands,M,53233.0,Rwbnz,4.0,Philadelphia,,1-815-234-9736,3.0,O,8.0
Mjy9427,1071328.0,45.0,QTAEBN,656.0,TX,CB Richard Ellis Group,S,246776.0,Timxvejl,0.0,Palmdale,United States of America,1-802-548-9072,3.0,O,9.0
JDI9428,501427.0,57.0,YGUKAIMCESZBTSST,810.0,NV,Paychex,D,474229.0,Jcluvsj,2.0,Las Vegas,United States of America,1-234-384-0542,,R,3.0
Jgv9429,1364129.0,13.0,,613.0,MD,FirstEnergy,M,346332.0,Estobq,,Fontana,United States of America,1-283-018-9240,3.0,R,8.0
WZF9430,2773908.0,11.0,NIYGALBCIGQOHYCQUMAUJVFTHHISHSRNCEYMGIEPEKORXSHHSBODGDANLITR,486.0,CA,,W,,xgjluovvlfrw,2.0,Saint John,United States of America,1-314-259-1147,4.0,O,2.0
Ise9431,3953127.0,75.0,Yvuwegaqkrvghlnmxeljvddebncvgplszgynabweadvbziiwqcg,,FL,Varian Medical Systems,W,32728.0,Pkyeawndh,0.0,Santa Ana,Canada,1-434-880-1350,3.0,R,6.0
HRJ9432,2931206.0,83.0,Wzqjuplvbdkusgeaojieayboslsxrugixmsmuptxhepcadmqwvvcarpxgkljkqdvxagu,418.0,LA,Tiffany & Co,M,313671.0,Uvuru,0.0,Riverside,United States of America,1-219-743-5408,4.0,O,9.0
mcu9433,1090819.0,77.0,Ucwkiiogjpvlhcmutteosoiqjownbmbjikbbxotujdgodpdp,,ME,,M,275885.0,Rwljk,,Richmond,Canada,1-779-496-4262,,O,9.0
Hqp9434,,46.0,VCVMTMMLL,759.0,SD,Fleetwood Enterprises,W,220493.0,Gbqvsqudu,3.0,Louisville,United States of America,1-439-159-8222,1.0,O,4.0
OQK9435,1121482.0,32.0,Qlgzpzdwofzzvawkmvadammmazodrwebvtmjftgyhebpzzgfxiuqr,404.0,CO,FedEx,M,213252.0,Fptwdytytr,1.0,Rockford,United States of America,1-179-752-3528,5.0,O,4.0
KRG9436,1687602.0,51.0,,544.0,WY,Assurant,M,83831.0,Exigdjhq,0.0,Simi Valley,United States of America,1-309-866-3200,1.0,O,4.0
Que9437,863567.0,58.0,Iuucregtvplbunmpiywryxsmjhahcyseqqnvzbagreebjxvporgidpamfhuxqtvtsiws,385.0,FL,Vectren,M,157956.0,Ueisrinj,,Billings,United States of America,1-520-320-1879,1.0,O,10.0
oes9438,1915336.0,1.0,Lwqlllxczdpr,649.0,KY,National Semiconductor,,,Thnsvqbm,4.0,Iqaluit,United States of America,1-014-926-9892,4.0,O,1.0
Cuf9439,1108967.0,16.0,CMJRCR,703.0,AK,Sonic Automotive,,,Ewhto,3.0,Paterson,United States of America,1-249-938-4154,3.0,O,2.0
Omv9440,1564637.0,28.0,RMHAZXNXXVPBITZHJPHWGRERATOUHMKPEGPTTPTAVIPIOOEAWXXNETCKWM,,WV,Nucor,S,467572.0,Rztawdh,3.0,Grand Rapids,United States of America,1-665-361-7531,1.0,O,0.0
Jgw9441,2698242.0,33.0,Gbczfijciqijpgobbai,369.0,NE,MeadWestvaco,U,43184.0,Hvpywoo,5.0,Saint John,,1-538-466-2026,2.0,O,4.0
pus9442,3827700.0,83.0,QBIJUJRYRGDCVRNTYXVPKMJMVZJVCNARVQLXNZGX,735.0,ND,Goodyear Tire & Rubber,M,182367.0,fcwtfphemdq,2.0,Albuquerque,Canada,1-394-462-5885,4.0,O,1.0
ILQ9443,,0.0,hbfaaqnvtbtroqomyhdgkbgryqdpvklhbcizzsyjfijwcicjubueybkwfgcaupfnvavqjfkmxemjw,805.0,NJ,,U,94040.0,SSZUQOFTI,2.0,Grand Rapids,United States of America,1-469-273-2200,3.0,,
Jgk9444,3966122.0,,Syixuxmcpeqzotnmnnugkidkexsjfsmnmazfrrjivddarmpqroucbaemoymvzgwwumabsiblf,641.0,HI,BE Aerospace,S,77740.0,Ommar,5.0,Peoria,United States of America,1-327-499-8383,4.0,U,2.0
Dwc9445,3248589.0,65.0,ggtrfwgvjirilowvoiacbqojagpubuwdyravocvibfrizhouenfkhqijswodkuhkwsuebwitclwtokv,730.0,WV,Hertz Global Holdings,M,404963.0,ELUOIEOVOAN,0.0,Newark,United States of America,1-123-547-4916,4.0,U,5.0
dqt9446,1543885.0,63.0,Suceiidxnihsxueo,834.0,OR,Whirlpool,U,330058.0,Ijfre,2.0,London,United States of America,1-651-484-3426,1.0,R,2.0
VCR9447,2846842.0,5.0,dtxphhutopsxjnbtrilrdrhbwxyiwhqlqnarnrolcjfrxaoxtoprmteuxeddbmxdqzmetomaoties,424.0,Saskatchewan,AbitibiBowater,S,417458.0,Trqdrtjgju,3.0,Norfolk,United States of America,1-075-885-3063,3.0,O,9.0
VMX9448,,80.0,iyivizsrlldprtqsotwsmdlmprzdcuvhqba,711.0,NM,,U,278446.0,UZIOATICDZ,1.0,San Jose,Canada,1-264-616-2616,5.0,O,4.0
ovr9449,2354544.0,19.0,Xjbdqspxkjvrkehubdgbqscdarxxeismwxujpibunvfxjexiqpnsgbowlolktjuukeekliljjo,651.0,UT,Raymond James Financial,W,350443.0,WCDTBYLXRS,4.0,St. Catharines,Canada,1-926-759-2026,5.0,O,7.0
Hqp9450,,97.0,Ddxrtsbmzvwbpqtknhjwm,781.0,TX,Republic Services,W,137583.0,RFZTUQESEY,0.0,Phoenix,Canada,1-248-868-5643,1.0,O,10.0
YUP9451,1417768.0,,HIZHXHRMXQLMLBINEBXLUICAGVTCROVBNCOZMIYIBPANBCA,796.0,HI,Hill-Rom Holdings,U,241037.0,Tjkwza,5.0,Jackson,United States of America,1-557-404-4027,2.0,O,2.0
Idi9452,2519470.0,69.0,Jfzoezvvubwudkugiyxgdybfoiuiqbezzdpfvdlmnbkydelhtssqekblrbpnezqrdhhcneuj,644.0,UT,Perini,S,399863.0,Fyfzmls,3.0,Edmonton,United States of America,1-836-310-0994,1.0,O,8.0
Tqb9453,2955446.0,92.0,xoiovaipujzsandrtoxmehmtptx,401.0,Newfoundland,Colgate-Palmolive,M,,Ydolkqmvi,4.0,Chicago,United States of America,1-843-949-1842,1.0,O,9.0
Aes9454,3586672.0,17.0,Ruvmi,,WA,Fiserv,M,88608.0,Zudhwij,0.0,Jersey City,United States of America,1-321-626-7500,5.0,O,10.0
Epf9455,2939478.0,49.0,KMJJDQLYFSCXDRMJCRCYDSIHFBCJQVIYYQRKCQOEYCPBYTHEGHWWJNJOXBKWNPEDONZS,655.0,PA,Belk,M,206395.0,Wcjnkvquhm,1.0,San Buenaventura,Canada,1-081-367-6586,4.0,R,9.0
Ffn9456,2827456.0,69.0,vdacewsgdm,435.0,MT,Atmos Energy,W,446935.0,tkyqjp,4.0,Eugene,United States of America,1-476-410-7306,3.0,O,9.0
pap9457,17134.0,15.0,Urfhbodrfcuzcpqsmrhingzvhefpadbvkaeuvipirsqtfujuzutwdxmj,674.0,CA,American Express,U,51971.0,jfxftl,2.0,Alexandria,United States of America,1-306-138-1852,3.0,O,5.0
Nkg9458,3886166.0,21.0,TSGBEVSFDAUMQQYSYVRMFLKOPYDQUHBUOWNGATWPQLXZYKAXUYXSKNKNFNXHPYNRAWVITXJBWX,760.0,OR,Teledyne Technologies,M,369850.0,vhaqt,,Vancouver,United States of America,1-738-679-1863,1.0,O,1.0
ufh9459,191154.0,34.0,Jcrrxtpxqnwgjrqqffchkzsbnlyjptraszsvdtbhgaguhzhkreibsphdmdqcdihuclbypmrtaiwwnfsn,496.0,VT,Integrys Energy Group,,38251.0,Dhoilzaxk,0.0,Hull,United States of America,1-250-092-6595,2.0,O,1.0
tmt9460,1856083.0,55.0,fwcsrknoauqvnvgvqrtsxnnyqlrbjuhibqkrmcobalqc,493.0,AZ,ON Semiconductor,S,206315.0,Xfejhubxlrp,,Spokane,Canada,1-137-415-0657,1.0,R,5.0
rnl9461,1001341.0,100.0,Dmmqwjrlmpdqwzrtuigtejvlijdxqbziajirturxenuleffnmpnhtlrxnxmeoipvglhjapw,786.0,VA,WGL Holdings,S,164978.0,Wqtrdfcxu,1.0,Oxnard,United States of America,1-218-529-4942,0.0,O,6.0
pit9462,1537954.0,59.0,Jxfhlnkwohygdyq,662.0,CO,Urban Outfitters,W,166099.0,clvhdpzs,1.0,Rochester,United States of America,1-757-529-1404,0.0,,3.0
ykm9463,1683196.0,21.0,JOFNWCQDANVRVHDQCPQIWCQRWIJUUFB,758.0,UT,Beazer Homes USA,W,151735.0,Fegrbe,4.0,Baltimore,Canada,1-816-003-1563,3.0,O,6.0
Ieo9464,3685385.0,64.0,Hnlaljnwesbjnd,,HI,Consol Energy,S,273278.0,dyselvuahblw,3.0,Stamford,United States of America,1-347-832-1748,1.0,O,3.0
XPB9465,2095651.0,58.0,SBOGNVDIRHGLMOZBYVXKMFKEPLENJRAOUFZMWGFUVBJ,403.0,NM,Lexmark International,M,306611.0,URQIVEGJZA,3.0,San Buenaventura,Canada,1-408-519-8134,1.0,U,7.0
UDI9466,1897205.0,20.0,abbnmexzct,567.0,AL,MetLife,S,213721.0,,1.0,Aurora,United States of America,1-264-254-6090,1.0,O,6.0
VYR9467,3278747.0,19.0,Ntpgriczqskpyuspejivzweqrtxorwdhqgirrkiydcsyyhaimwlan,513.0,NM,Electronic Arts,M,69496.0,qncpmaonbdzm,2.0,Los Angeles,,1-178-515-6978,4.0,O,8.0
Csj9468,1675180.0,37.0,ZIEOILUSAVSTOIATTLFARKJFUXWGEKRQLLPJPRUAWCUQDJUPLRNCHBVBG,312.0,KY,FreeportMcMoRan Copper & Gold,M,4312.0,Lxybxcbe,1.0,Irvine,United States of America,1-276-993-0775,5.0,O,1.0
vln9469,1925476.0,32.0,XOWOTCEPJQ,484.0,NM,Textron,S,449247.0,XGKTLHUTNIZK,5.0,Warren,United States of America,,5.0,O,8.0
GPW9470,1648142.0,60.0,Attkgirnhdrvoxazqviyytppdcemybeqore,701.0,DE,Celgene,W,462540.0,Flhlvy,2.0,Coral Springs,Canada,1-257-160-4273,5.0,R,9.0
shm9471,2596913.0,78.0,hlwrmniqomhffksgsaimapviuvphmobcxbnjtzfajlymxrsxmbqjuwrnflknaemfgakagcxh,777.0,CA,Hertz Global Holdings,S,123281.0,Qajvkl,3.0,Burlington,United States of America,1-205-906-8735,0.0,O,7.0
Kih9472,506192.0,55.0,jwuvlgjhanbzpiiddljfugqkpkihnhnbdpjewmbrzolbrcmflmd,699.0,Alberta,,M,488130.0,GRRNYFLQYZ,3.0,Louisville,United States of America,1-397-809-0257,4.0,R,6.0
Nof9473,2492527.0,52.0,TBAIRDCOHWFEXSKZLNOKZUUPUPADPODXRPYNQDJNKQCMMORYRUYTE,449.0,NJ,Fred's,U,231999.0,Pnfic,2.0,St. Louis,United States of America,1-952-727-5786,3.0,O,8.0
Lnx9474,1273348.0,0.0,Rxocuctevltzjpuoquoxseyvo,461.0,NH,American Express,M,452141.0,FSLPNNGWPMO,1.0,Akron,United States of America,1-832-870-1417,1.0,O,10.0
Esi9475,3466631.0,,gunqxpfcjigconajwxmuslpbankanceahcpgstwuicbgrvg,542.0,WY,Massey Energy,M,395563.0,Mvcwhcq,0.0,Austin,United States of America,1-883-550-6487,3.0,O,7.0
ADN9476,2791594.0,45.0,uhohppexqsfelcqipr,365.0,NM,Sunoco,S,193652.0,Qtmsrjoym,4.0,Bakersfield,United States of America,,3.0,O,10.0
sri9477,1242476.0,89.0,Sogptbuxoue,603.0,PA,FirstEnergy,S,270460.0,XVPUMDL,4.0,St. Petersburg,United States of America,1-801-531-1913,5.0,U,2.0
jyk9478,507823.0,38.0,AMLRVMIGSMAWXKTKGHLEYFDRLMGFLMMFHXOCMXDYTDIXVLXKXUGAT,495.0,HI,Mutual of Omaha Insurance,W,485810.0,qwfiyhgbq,5.0,Anchorage,United States of America,1-972-313-0974,4.0,R,0.0
hoe9479,471703.0,1.0,SJZSFCVPMOTEUEQCOLEAFYLFTLNTUNTTWOPNXBNVMSFIAZUZTYYMUKUR,359.0,MD,Goldman Sachs Group,M,263744.0,lilonqfd,2.0,Evansville,United States of America,1-298-597-6992,3.0,O,9.0
Qzp9480,3392701.0,2.0,Nissplekhbhadhtxqwbgeob,402.0,PA,Con-way,M,64117.0,VRBFJZD,0.0,Virginia Beach,United States of America,1-568-249-4995,2.0,R,2.0
Wfv9481,336336.0,18.0,cabrgcdiwievbnmpjtybkmczqxwpmki,362.0,Alberta,Oshkosh,S,229941.0,Bfqacgjl,5.0,Eugene,United States of America,1-002-996-9327,,R,
Tpp9482,3133893.0,91.0,MLLYY,812.0,AL,Cameron International,M,,CHUVHXD,4.0,Fort Worth,,1-401-933-0040,3.0,R,1.0
Klq9483,3715814.0,97.0,Gzwrqaekpfatpvnvwlcdtvpzlimbhqeyyc,580.0,DC,Idearc,U,158070.0,auissiprllz,5.0,Dallas,United States of America,1-744-027-1339,3.0,R,
Hfa9484,3526834.0,60.0,Bqwaphomktjjavqgggfwzciptnuvuyundbhpjnmm,763.0,MA,Oceaneering International,W,497002.0,EGWJXLSMA,,Thousand Oaks,United States of America,1-990-209-1115,5.0,R,3.0
VBM9485,2526231.0,30.0,Qotjuogwwgwcofaencrarbgcqnfwkcszjktlhkkaapwbtmvwlyoobfmtwkmantxuxmtsqjefw,823.0,OK,,M,335685.0,Qtvqy,5.0,Honolulu,United States of America,1-101-422-8097,2.0,R,8.0
Lsu9486,2534383.0,84.0,qjeodgbgoyqpiywwzg,551.0,Ontario,Ameren,M,281035.0,Ttyqnesuvi,5.0,Dayton,United States of America,,4.0,R,1.0
Hme9487,3156142.0,21.0,lzwbmsutlepgrkevntutxfxadgzogtjakb,473.0,DE,Varian Medical Systems,W,147416.0,egswl,4.0,Hayward,United States of America,1-844-124-5250,0.0,O,4.0
Bnz9488,3838059.0,3.0,Afysoxhbbutokdmjscyobgccbavduvvqctbq,328.0,MA,Hess,S,387521.0,cjjmjwd,5.0,San Antonio,Canada,1-879-912-0700,5.0,O,10.0
Wxa9489,3283829.0,55.0,Shgijigpajfpwiuhfzwsqqsyqkdpsz,368.0,FL,Icahn Enterprises,M,57312.0,Ervxzcz,1.0,Seattle,United States of America,1-576-723-5565,0.0,O,8.0
Seb9490,,,Hnbcckbsqowqxhgsheaxakjhmguryedibipjbhhpqhodhpdjhdetazcnbqpkv,386.0,NE,Procter & Gamble,M,360779.0,Ewgxs,4.0,Irvine,United States of America,1-088-841-1426,0.0,R,4.0
qxx9491,3518557.0,85.0,Jibocqwiasetfpgvlbmiqpqcwkxkpcknqwcddvycmigjsdtkfjkqubedboxgxuz,560.0,NJ,BorgWarner,W,126400.0,KRYKTFOBLSOD,3.0,Albuquerque,,1-562-385-1787,3.0,R,10.0
Lis9492,1027508.0,98.0,Erohdgxsfvtsogqligjahfljrgwivwaofslaiwiihpewvbrguiqpuofwhpenfhpctdgsmq,362.0,OH,Crown Holdings,M,298516.0,izyrvgewim,1.0,Grand Prairie,United States of America,1-517-796-9701,1.0,,2.0
nwd9493,3327641.0,33.0,hobpeooxafabekrebrqfuuoamwuhgr,,IN,Affiliated Computer Services,S,235487.0,HTHXTM,4.0,Hayward,Canada,1-362-203-7159,5.0,O,5.0
fnx9494,1816348.0,9.0,Eewdqmpadwhravltiaumbrgeemanohflompvkjaijgjkiltclsysruzugicwmq,496.0,PA,,S,491115.0,Ktwng,4.0,Shreveport,United States of America,1-884-559-1729,4.0,O,7.0
xgl9495,,1.0,Qkdastidobuhiogyoepdaxppzqptcwuzyhdmvkdsttqkqbcqgatxhpivflfmxx,748.0,VA,LandAmerica Financial Group,M,256666.0,gvvshn,4.0,Evansville,,1-725-024-5182,2.0,R,1.0
Psv9496,3435022.0,74.0,xotuwemogf,792.0,MI,Kindred Healthcare,S,286893.0,YNNVY,3.0,St. Paul,United States of America,1-308-338-7519,1.0,O,3.0
ODJ9497,156473.0,34.0,EECZFSWXTLCMRCCXZDEYXZKLCFITLNQPTY,699.0,OH,Buildings Materials Corp.,M,288389.0,Wgkwqaxh,2.0,Richmond,United States of America,1-741-219-6035,,O,9.0
GIO9498,484180.0,95.0,Ywckijppzilxrewmocgnyxwatwdvztwqazxcvblqbwxtmhhbsxmhxnefnthzvlzlfu,,NY,Mueller Water Products,S,213958.0,Vofudytah,5.0,Grand Rapids,United States of America,1-739-791-3178,0.0,R,9.0
Syt9499,3122213.0,,lfberiectxbowjnwzrohugjucfhnwhwtonhcxwtikg,722.0,VT,Icahn Enterprises,W,36584.0,Oyhcglbo,0.0,Raleigh,United States of America,1-138-297-2263,4.0,R,5.0
Xtu9500,,76.0,SIOXPYRGBXCBFPZIUWCQQORMJOHTQWAGEAXLUCJJO,435.0,WI,A. Schulman,U,433090.0,Mycdwr,1.0,Iqaluit,United States of America,1-407-422-0343,4.0,O,0.0
Lkg9501,3449474.0,73.0,wtzjomvzpewpupbpvjgynhuxnxkelzazaclsbpdcejejkxgwaenrkrutuzk,816.0,TN,Allegheny Energy,W,480247.0,Knnxrinui,1.0,Naperville,United States of America,1-213-805-8297,5.0,R,5.0
wgw9502,2102334.0,82.0,Kkihbu,693.0,Ontario,Cintas,U,311882.0,BRCYWIHVZO,0.0,Columbus,United States of America,1-293-053-3055,5.0,O,
Scx9503,3280769.0,45.0,Cqrmgiuyvcvsdxmxgjxklguvpfydrdhkmxkcbfhat,723.0,MD,Public Storage,M,195215.0,Dgblofbac,5.0,Richmond,United States of America,1-372-926-4609,2.0,O,9.0
xcc9504,,21.0,YTCMCWHRHLXFWNIPGSEJWHPTTNAHLJHMWYMSFWRGVFJYXNMRAWQQACC,597.0,WV,Watson Wyatt Worldwide,M,377759.0,Pxltw,0.0,Bismarck,United States of America,1-306-312-4894,3.0,O,2.0
kpm9505,2576901.0,82.0,Sgrwhetuqefhicwsbpxslawoghnmetqfxssktivixiepwcosfbpnybmygspm,747.0,ME,,U,444654.0,wvezgjmcohf,1.0,Warren,United States of America,1-775-115-5430,,O,9.0
BKE9506,3502928.0,7.0,rcwkqeazogxxvwzrbhygzerqtclyidhrjdp,391.0,GA,Constellation Energy,D,20521.0,EORSP,2.0,Jackson,United States of America,1-593-713-6307,0.0,O,6.0
Ayt9507,,38.0,kgvqnpkkpoihwacshftkuawedhrcrwddelnuica,584.0,CT,United Technologies,M,136656.0,Pnaibukwjx,4.0,Phoenix,,,4.0,O,1.0
Qhc9508,713120.0,59.0,FELBQVWJKZEIRXVNGMWBPPQRJ,391.0,TX,Reynolds American,U,434474.0,Jwetxmtjfxu,3.0,Paterson,United States of America,1-695-441-1442,3.0,U,0.0
Eyf9509,67828.0,99.0,exgprlepalpyfakithh,797.0,WV,Computer Sciences,M,7450.0,ESFZUZ,,New Haven,United States of America,1-376-518-0976,0.0,R,10.0
btq9510,1044199.0,48.0,Bpvcfipdcolgdrudgvbxbovbydrwhvabzlxrlwlcuctdstezdemajbmubmv,588.0,SC,OM Group,S,336413.0,jwugjkyaqdop,5.0,Elizabeth,United States of America,1-394-033-1715,1.0,O,0.0
Udy9511,2450172.0,9.0,Hktymsvtwhgjaujjvealqlmcipkixsvbfqitjnylcwydaknrxocuxamaociup,627.0,PA,Perot Systems,M,115331.0,PUOQHA,5.0,Overland Park,United States of America,1-036-501-5452,3.0,O,5.0
XSS9512,111571.0,46.0,JMDMEJXCVVRGKDSWWQQQZDNU,771.0,WA,Energy Transfer Equity,D,343939.0,jcvmarlcly,4.0,Fullerton,United States of America,1-544-882-9655,3.0,O,10.0
SCX9513,1473285.0,51.0,OSUIPJAMGUOLNCNLHOSFDF,519.0,AZ,New Jersey Resources,D,294758.0,Vjoyvd,2.0,Anchorage,United States of America,1-162-662-4252,5.0,O,8.0
Pwy9514,1763265.0,77.0,NPXEJYWQCPDZLLZPEZEIFAVKANEGPDZTRSZOCMQEY,351.0,DE,Burlington Northern Santa Fe,U,420820.0,XIHUVUHXZ,5.0,Columbia,United States of America,1-482-008-2988,1.0,,0.0
yce9515,2590140.0,93.0,Pcmsgmiacpppzlquayxsepcodwfhtxttpr,519.0,MT,Andersons,W,,aszgyiuacq,0.0,Memphis,United States of America,1-641-614-4165,2.0,O,9.0
Kiy9516,2830890.0,54.0,SDFVVOZJQDCKCYHDXNNSXEVLIGLUNAQEPMITVPAUQJJW,308.0,HI,Forest Laboratories,D,114636.0,Ywwatikt,1.0,El Monte,United States of America,1-394-241-2808,,O,7.0
fau9517,1473229.0,,DWGAKUKVAMVKHQLRFPTENWIB,757.0,NV,Staples,U,177716.0,Xlnkqcsdb,2.0,Pomona,Canada,1-273-121-4926,1.0,O,6.0
Cak9518,1713820.0,51.0,UUQKMMOGTNSSCUVQKISDGHKOJJVGVSGAYPSDPQYHITRFXFEMVDI,725.0,DC,Waste Management,U,197479.0,Duaxmmxe,3.0,Boston,Canada,1-905-452-9414,4.0,O,6.0
WOI9519,3557413.0,1.0,gbjygzsudqgepamlalgrimfhpdqoeebeqywunrafdamuswrys,844.0,Alberta,,M,219143.0,Sezwvnbs,4.0,Pittsburgh,United States of America,1-989-371-3149,4.0,R,0.0
Flg9520,3315382.0,68.0,Qtyrdtfibdfzydechmqunovbwbpfvznn,787.0,ID,Entergy,D,338480.0,Pnusdh,4.0,Santa Rosa,United States of America,1-993-885-9527,2.0,R,0.0
Hbr9521,991552.0,75.0,eylagojbtjclfpcmidqnfgknbzbggvyduqtxubncklvrcwq,740.0,Quebec,XTO Energy,,53545.0,Dkponakif,4.0,Anchorage,United States of America,1-553-253-2612,5.0,O,1.0
XDG9522,1132095.0,61.0,DDIJAMVKFUK,601.0,WI,H&R Block,U,102688.0,Xxryb,1.0,Fayetteville,United States of America,1-215-413-6363,1.0,R,5.0
kkt9523,1503092.0,,Fexnprcjrmdkkoulxbwjagvbfulfsuegahujakoojowyxhpsilpoakhnbfqo,685.0,Manitoba,Olin,D,484439.0,Xbyvh,2.0,Jacksonville,United States of America,1-845-154-9153,4.0,O,8.0
dvr9524,3272166.0,52.0,Qnqthqwq,725.0,SD,Brunswick,D,373412.0,XVFXZX,0.0,Jacksonville,Canada,1-781-987-8972,2.0,O,4.0
Lcn9525,1810930.0,60.0,Waitogrcivfgmmfprkuvcjhbvrrnyicijbvizibgit,759.0,NJ,CC Media Holdings,M,438674.0,thrsonqvfapf,3.0,Chesapeake,United States of America,1-560-532-0833,2.0,O,2.0
whn9526,721498.0,26.0,NHNPAPFRJDFPQZDIOUFXBCXMJLCVZMXFULZAUSZKELSDOIWBCPOENFKEH,433.0,Saskatchewan,BMC Software,D,207133.0,VTOSSEELNGV,4.0,Fort Worth,United States of America,1-982-881-0154,1.0,O,3.0
Ybh9527,2814573.0,16.0,atmsevmx,369.0,IA,Rowan Cos.,U,278778.0,xqipnwp,0.0,Irvine,Canada,1-407-512-5719,4.0,O,4.0
Qmy9528,2108915.0,65.0,KYMJIUMVPZIKYKA,510.0,FL,W.R. Grace,S,157989.0,OYCGIIJBYMU,4.0,Allentown,United States of America,1-914-367-1741,4.0,O,3.0
Ujk9529,3439434.0,39.0,,660.0,HI,Cardinal Health,S,148832.0,MTCNU,4.0,Lakewood,United States of America,1-740-453-4690,5.0,R,3.0
Lcu9530,252999.0,29.0,Smayydcjhiulwsqvvltzrwqfjpxhzijupdzuaagesydjbqolvimchc,640.0,NJ,Old Republic International,U,240358.0,Yrxvz,1.0,Allentown,Canada,1-623-300-6425,4.0,U,4.0
Lnq9531,166120.0,14.0,WHZNLHMNNSHBWWYOUPNTVTLFWNFLXGYHY,531.0,VT,Foot Locker,U,114774.0,Bpkjoosn,1.0,Escondido,United States of America,1-833-301-8303,3.0,R,3.0
Syj9532,1963169.0,28.0,TJUIHKQYISDWOCAOZSKXGUUDMAPFUIIILOBAJBXHHIRKXQTOKTUKSGIBIMUOZILRNXZ,690.0,NY,Stanley Works,D,479458.0,Jlxrqihpiocz,5.0,Savannah,United States of America,1-623-880-5407,5.0,O,2.0
las9533,3306961.0,10.0,IVYICJCENUWXCKZMBQSDHYJLRKVBYOU,613.0,SD,Pep Boys,S,165085.0,gstgjolgxnr,1.0,Rochester,United States of America,1-571-629-3781,4.0,O,8.0
WGM9534,774888.0,55.0,jraporeutynrrlmbbfajkfvdy,610.0,Newfoundland,Cognizant Technology Solutions,W,,Unhwb,0.0,Henderson,United States of America,1-108-758-1356,3.0,O,8.0
pcw9535,2006421.0,77.0,JNMAQFUAWOASVOQKVFIRDAXMGHTDZXXFPZUDQBBDGTDOYFBQADLWDBMVEOBCI,598.0,NM,Dean Foods,M,15031.0,Gsuyxassa,3.0,Windsor,United States of America,1-843-168-2446,0.0,O,6.0
Hfq9536,2523553.0,41.0,Srnxitreylnkhayythbazxddwmxrbwrybuugktjaplphaqbdjxqlrqnusznxaj,531.0,VA,McDonald's,M,3124.0,Mkidmm,5.0,Corpus Christi,United States of America,1-360-653-8595,5.0,O,9.0
Hix9537,3271342.0,74.0,Smbbdltfjostkpytkykabxfu,673.0,Prince Edward Island,Microsoft,U,428891.0,wtqkkpvi,,Virginia Beach,United States of America,1-796-626-0062,5.0,O,0.0
CSE9538,2547937.0,40.0,GIWCMUFHOIYGVVPTGPZVZLSAJDBUZGXNCJPEXIFLL,369.0,IN,Ferrellgas Partners,S,255697.0,FQBFOQI,4.0,Bellevue,United States of America,1-101-816-4142,0.0,,10.0
Bpl9539,2050507.0,7.0,idpufvonioqxzcakheannlxptivhdnfoxhyulihl,350.0,OK,Dell,M,359642.0,Fcgjulorpcmx,0.0,Provo,United States of America,1-678-039-3665,4.0,O,10.0
QTO9540,537965.0,58.0,xblshhqucrzzqvuzdjocqazkmapwrgoekhucfkbvqgovifsgdsamvubchdvdzfdrfa,825.0,ME,Simon Property Group,M,297738.0,Yxheyqzr,5.0,Oklahoma City,United States of America,1-364-201-2596,5.0,R,6.0
HDF9541,1890962.0,61.0,COHDBOBBNDSVNIJMEYNHSOROLDJJRKAEKTGOICYHSLWRGSMZUUKKNZKPTAEZFXOCSCYDUXTKY,622.0,British Columbia,Pactiv,S,,Xysxk,4.0,Rapid City,United States of America,1-665-961-7967,2.0,R,10.0
YWM9542,2743742.0,84.0,KULWLIOKJDFOPBTGYHESFKCWDDHNPKBWJRMVKTZEBJSBAZGFUSNRQMLFWFLNIRXUGNITU,842.0,British Columbia,Liberty Global,,54311.0,,3.0,Huntsville,United States of America,1-441-739-2755,2.0,R,7.0
Faw9543,3414260.0,39.0,ailqdqukludmajymvbvonbskjqfwhkxyeosbzvbfdcchzpdhilchjbaevnsbchfkwxb,638.0,MN,Seaboard,S,409026.0,sjqwqetqqa,3.0,Tallahassee,Canada,1-141-542-6570,4.0,O,5.0
YEL9544,2081460.0,51.0,Gqvucpccmwfovcxxbxarmgvryujvqtroyebhxwgwssepuaebn,399.0,MO,NYSE Euronext,U,213527.0,duikdby,2.0,Fairbanks,United States of America,1-001-648-8073,4.0,O,2.0
Dpa9545,1285744.0,40.0,Jsmdsuudmeegjqjfjaytzgxzzdbynuzq,486.0,WY,VWR Funding,M,3742.0,DCFIFWWNMGO,1.0,Ann Arbor,United States of America,1-987-622-5771,3.0,O,3.0
