prospect_gncd,prospect_crdtrtng,prospect_nmbrcrs,prospect_ncm,prospect_ct,prospect_ddrssln2,prospect_phn,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
ben3900,394.0,4.0,473084.0,Riverside,,1-838-092-4224,5.0,M,100.0,R,,,1324485.0
COV3901,509.0,5.0,220065.0,Charlotte,,1-643-328-5107,0.0,U,6.0,O,Zale,3.0,2078134.0
Bho3902,836.0,0.0,87849.0,Sudbury,,1-441-458-8686,5.0,,15.0,R,Aleris International,8.0,91450.0
WIL3903,396.0,1.0,82316.0,Winnipeg,,1-846-316-8097,1.0,M,49.0,O,Avon Products,7.0,2755178.0
FRA3904,372.0,2.0,273497.0,Tempe,,1-502-134-4049,5.0,S,53.0,O,Vectren,0.0,1440455.0
bir3905,413.0,4.0,282351.0,Rancho Cucamonga,,1-486-876-9883,2.0,U,66.0,O,Analog Devices,2.0,3349714.0
FRI3906,821.0,3.0,113830.0,St. Catharines,,1-804-620-6818,2.0,M,41.0,O,Weyerhaeuser,0.0,3019581.0
KRI3907,639.0,0.0,194304.0,Knoxville,,1-907-455-0581,3.0,W,13.0,O,Liberty Media,0.0,2647195.0
Eri3908,830.0,1.0,102159.0,Raleigh,APT. 78,1-130-136-5098,2.0,D,26.0,O,Thomas & Betts,6.0,1918730.0
Sho3909,368.0,4.0,311142.0,Irvine,,1-424-597-8300,5.0,M,,O,Steelcase,6.0,3736822.0
Nic3910,305.0,1.0,342202.0,Hay River,,1-018-018-7407,2.0,W,68.0,O,Coca-Cola Enterprises,3.0,976614.0
she3911,438.0,5.0,233113.0,Syracuse,,1-288-551-4212,3.0,D,97.0,U,PNM Resources,2.0,2097622.0
FRO3912,,2.0,440435.0,St. Paul,Apt. 426,1-448-685-9720,3.0,U,37.0,U,AutoZone,3.0,
Fer3913,632.0,3.0,366296.0,Portland,,1-176-111-9133,4.0,M,76.0,R,Southwestern Energy,6.0,1248568.0
Bou3914,562.0,3.0,433223.0,Bellevue,,1-982-536-3150,5.0,M,8.0,O,Ashland,4.0,3358998.0
rad3915,545.0,4.0,366205.0,Abilene,,1-591-246-9915,0.0,S,19.0,O,Sigma-Aldrich,2.0,3577509.0
cha3916,367.0,1.0,453808.0,Boston,,1-903-469-7304,,M,1.0,O,Lennar,10.0,2130635.0
Pan3917,751.0,0.0,327524.0,Fort Wayne,apt. 177,1-626-945-9512,1.0,M,2.0,O,Nalco Holding,6.0,3711680.0
Log3918,447.0,4.0,311317.0,San Francisco,Apt. 797,1-407-504-6058,4.0,D,12.0,O,Cognizant Technology Solutions,10.0,1420308.0
Shu3919,339.0,3.0,82497.0,Chattanooga,,1-186-185-9717,1.0,M,48.0,O,Kansas City Southern,0.0,3155784.0
Mai3920,403.0,4.0,391356.0,Tacoma,,1-725-482-5852,1.0,,82.0,O,Calpine,2.0,1441087.0
Ket3921,633.0,4.0,499696.0,Casper,,1-837-211-6674,0.0,M,30.0,U,Snap-On,2.0,2662065.0
ODE3922,393.0,3.0,161893.0,Los Angeles,,1-686-789-5126,5.0,D,12.0,,Integrys Energy Group,1.0,3747381.0
Cau3923,528.0,,215675.0,Fremont,,1-355-475-1952,3.0,M,1.0,O,Lender Processing Services,5.0,2215804.0
Jen3924,638.0,2.0,401722.0,Lincoln,,1-360-449-2033,0.0,M,18.0,O,Dollar General,2.0,3544338.0
aik3925,487.0,1.0,493159.0,Lancaster,,,1.0,M,76.0,R,Qwest Communications,5.0,1029002.0
Hin3926,306.0,,459955.0,Vancouver,,1-582-774-6626,0.0,U,40.0,O,Steel Dynamics,9.0,1864694.0
CRA3927,592.0,,158871.0,Shreveport,,1-184-794-1705,1.0,M,52.0,O,Aon,6.0,2378722.0
Set3928,342.0,0.0,370280.0,Baltimore,APT. 577,1-324-585-5119,2.0,W,37.0,R,Service Enterprise Group,8.0,221463.0
Szi3929,331.0,1.0,463910.0,Alexandria,,1-894-221-7612,2.0,S,55.0,O,Dominion Resources,5.0,2487053.0
rio3930,378.0,4.0,399940.0,Paterson,,1-284-963-6768,1.0,U,85.0,O,Washington Post,4.0,1730310.0
Pil3931,792.0,1.0,396032.0,Fayetteville,Apt. 715,1-423-548-3498,,S,26.0,R,American National Insurance,7.0,2530570.0
Tom3932,707.0,2.0,254696.0,Costa Mesa,,1-766-526-1298,0.0,M,99.0,O,Brookdale Senior Living,5.0,2850980.0
CAL3933,580.0,3.0,26831.0,Concord,,1-475-892-8133,0.0,M,100.0,R,Tellabs,1.0,3856183.0
Emm3934,497.0,3.0,34809.0,Akron,,,2.0,U,78.0,O,Hayes Lemmerz,2.0,
boe3935,694.0,0.0,263380.0,Yonkers,,,,M,24.0,U,DaVita,8.0,880657.0
OST3936,768.0,3.0,,Tallahassee,,1-034-601-0217,2.0,U,47.0,R,Markel,6.0,3619387.0
ROL3937,580.0,5.0,242269.0,Paterson,,1-620-404-0230,3.0,M,16.0,R,Questar,0.0,3052784.0
PIL3938,630.0,4.0,30954.0,Mobile,,1-098-370-7188,0.0,M,74.0,O,Tesoro,10.0,3745778.0
JEL3939,837.0,0.0,,Oklahoma City,,1-061-955-3556,0.0,,90.0,O,Texas Instruments,3.0,3032403.0
Wil3940,750.0,2.0,259894.0,North Las Vegas,Apt. 982,1-002-097-0775,1.0,M,94.0,O,Rent A Center,4.0,3100585.0
ISH3941,701.0,1.0,206827.0,Santa Clarita,,1-607-620-3362,1.0,M,69.0,O,,8.0,3751681.0
Mut3942,725.0,,263376.0,Baton Rouge,,1-500-464-5663,1.0,M,40.0,O,Berry Plastics,,2683569.0
kon3943,352.0,1.0,319554.0,Washington,,1-064-509-5894,4.0,S,6.0,O,Regis,6.0,3308201.0
Us3944,578.0,1.0,33576.0,Lexington,,1-851-752-7679,2.0,S,58.0,R,AES,7.0,3884938.0
Gra3945,358.0,3.0,194669.0,Irving,,1-830-590-8448,1.0,M,,O,Mattel,6.0,97029.0
Sha3946,325.0,1.0,256396.0,Buffalo,,1-671-578-7526,2.0,W,18.0,O,Jacobs Engineering Group,,2309423.0
mir3947,510.0,0.0,46561.0,Sterling Heights,,1-820-990-0149,5.0,D,13.0,O,Patterson-UTI Energy,1.0,2314556.0
col3948,449.0,3.0,1785.0,Nashville,,1-209-755-3127,3.0,S,9.0,O,Shaw Group,9.0,2644252.0
ami3949,397.0,0.0,376713.0,Montgomery,,1-080-867-3893,2.0,,76.0,O,Hudson City Bancorp,10.0,3069378.0
ozm3950,588.0,1.0,376130.0,Rapid City,apt. 109,1-110-962-4203,2.0,M,60.0,O,Urban Outfitters,,1800381.0
Pas3951,496.0,1.0,63161.0,Santa Clarita,,1-992-095-4081,0.0,S,,O,NRG Energy,5.0,1649674.0
GIR3952,457.0,3.0,396509.0,Moncton,,1-554-221-2405,1.0,,74.0,U,Western & Southern Financial,10.0,420547.0
jes3953,605.0,4.0,321626.0,Ottawa,,1-907-926-0522,2.0,S,89.0,O,Limited Brands,8.0,1847978.0
hai3954,785.0,2.0,444492.0,Hollywood,,1-034-844-6319,5.0,S,45.0,R,Sun Microsystems,7.0,3938607.0
Flo3955,340.0,2.0,228329.0,Providence,,1-678-968-4810,1.0,D,16.0,R,ManTech International,9.0,1206584.0
Boe3956,721.0,5.0,131394.0,Chicago,,1-429-001-8142,0.0,U,21.0,O,Praxair,8.0,1247667.0
LAN3957,395.0,0.0,245170.0,Rochester,,1-462-303-0750,3.0,S,86.0,O,First American Corp.,8.0,274109.0
Bak3958,524.0,3.0,405317.0,Lubbock,,1-852-100-7891,4.0,M,65.0,O,Great Plains Energy,0.0,2606422.0
Del3959,581.0,4.0,279856.0,Long Beach,,1-805-457-3150,2.0,M,27.0,R,Universal,1.0,756962.0
Ozy3960,346.0,5.0,161831.0,Sherbrooke,,1-238-633-3985,5.0,U,91.0,O,Cigna,3.0,719749.0
pel3961,482.0,2.0,39056.0,Boise,,1-623-751-2273,2.0,S,12.0,O,Airgas,9.0,3305090.0
ENG3962,720.0,2.0,378335.0,Overland Park,,1-553-328-8828,5.0,W,8.0,O,Illinois Tool Works,2.0,3614970.0
STA3963,438.0,1.0,134684.0,Rapid City,,1-257-658-1258,1.0,S,87.0,O,Sunoco,1.0,2807277.0
ID3964,772.0,,276397.0,Ontario,,1-321-886-1589,2.0,M,32.0,R,Fidelity National Information,5.0,2469670.0
POU3965,666.0,5.0,79060.0,St. Johns,APT. 68,1-961-257-0037,2.0,U,14.0,O,Pinnacle West Capital,2.0,
Atw3966,350.0,2.0,118184.0,Glendale,,1-478-381-3761,3.0,S,87.0,U,Polaris Industries,1.0,526735.0
cuc3967,,5.0,198281.0,Lexington,,1-784-966-2618,1.0,M,79.0,O,,5.0,1716488.0
FUL3968,516.0,,11460.0,Las Cruces,,1-157-547-5695,0.0,M,14.0,U,AutoNation,9.0,3261923.0
ben3969,587.0,3.0,20606.0,Evansville,,1-166-052-1797,0.0,W,54.0,O,Lennox International,5.0,1286840.0
Cha3970,526.0,2.0,344872.0,Erie,,1-610-322-3860,5.0,M,17.0,U,Weyerhaeuser,0.0,2122327.0
goh3971,,1.0,377262.0,Saskatoon,,1-849-383-5394,1.0,M,23.0,O,Best Buy,7.0,1357173.0
CHU3972,758.0,5.0,207647.0,Knoxville,,1-405-183-3667,5.0,U,27.0,R,Textron,10.0,3113971.0
CLI3973,588.0,4.0,483910.0,El Monte,Apt. 290,1-577-408-3915,0.0,M,30.0,O,Costco Wholesale,5.0,942092.0
KIR3974,432.0,0.0,466783.0,Huntsville,,1-231-574-0969,0.0,,48.0,R,Charter Communications,3.0,1381151.0
Too3975,713.0,3.0,452720.0,Bridgeport,,1-997-889-7057,2.0,U,36.0,O,Applied Industrial Tech,4.0,2109715.0
gur3976,368.0,4.0,51837.0,Costa Mesa,,1-008-315-1267,0.0,M,95.0,O,T. Rowe Price,4.0,
WIL3977,398.0,2.0,170774.0,Pueblo,,1-558-934-6087,0.0,U,92.0,O,Oceaneering International,10.0,570722.0
Gue3978,811.0,3.0,400931.0,Charlotte,,,1.0,S,25.0,,NiSource,9.0,3941173.0
Twi3979,775.0,3.0,,Bellevue,,1-673-785-6710,,S,35.0,O,Ralcorp Holdings,2.0,3741149.0
WAL3980,412.0,1.0,82039.0,Beaumont,,1-420-526-2912,3.0,U,0.0,U,PepsiAmericas,8.0,2586017.0
lap3981,475.0,3.0,352038.0,Houston,,1-731-052-7796,1.0,M,62.0,R,J.B. Hunt Transport Services,2.0,484973.0
LER3982,367.0,5.0,36373.0,Elizabeth,,1-510-737-3915,3.0,D,58.0,O,SunGard Data Systems,3.0,2717981.0
ger3983,359.0,5.0,22175.0,Modesto,,1-830-371-3451,2.0,S,36.0,O,Graphic Packaging Holding,5.0,752424.0
sta3984,784.0,2.0,277009.0,Buffalo,,1-370-304-8127,5.0,W,58.0,O,Zimmer Holdings,8.0,3849058.0
pom3985,593.0,2.0,,Tampa,,1-364-870-4999,3.0,M,89.0,O,Ferro,7.0,3402885.0
Pel3986,687.0,0.0,246412.0,Grand Prairie,,1-815-594-5189,2.0,U,64.0,O,Mueller Industries,9.0,533815.0
Lan3987,712.0,3.0,92549.0,Fremont,,1-569-715-0430,3.0,,58.0,O,General Mills,8.0,326691.0
Sho3988,,2.0,100037.0,Hollywood,,1-744-862-3642,2.0,U,8.0,O,Huntington Bancshares,4.0,126862.0
Kho3989,689.0,4.0,213713.0,Sterling Heights,,1-233-692-0025,1.0,U,29.0,O,Tellabs,1.0,1946078.0
clo3990,576.0,3.0,367113.0,Hartford,,1-506-367-9031,,M,83.0,O,Visa,8.0,3730072.0
FIT3991,459.0,0.0,17515.0,El Monte,,1-653-529-6897,4.0,M,24.0,O,BJ Services,5.0,1991214.0
FIN3992,482.0,1.0,255997.0,Las Vegas,apt. 736,1-526-445-9081,2.0,S,,U,Brookdale Senior Living,1.0,375112.0
LAD3993,337.0,5.0,13610.0,Providence,,1-498-474-6229,0.0,S,89.0,O,Pactiv,3.0,1767460.0
pie3994,818.0,5.0,119073.0,Columbus,,,3.0,U,100.0,O,Computer Sciences,7.0,2867499.0
TOS3995,771.0,,301077.0,Miami,,1-624-558-6210,4.0,S,,R,Hasbro,2.0,385584.0
VON3996,418.0,2.0,77058.0,Garland,,1-854-358-9904,1.0,M,58.0,O,First Horizon National Corp.,8.0,
Qua3997,642.0,5.0,379730.0,Norfolk,,1-067-258-7214,5.0,U,96.0,O,Lexmark International,2.0,2943663.0
lor3998,,4.0,409641.0,Jersey City,,1-824-988-7349,3.0,M,18.0,O,Radian Group,1.0,779054.0
Bas3999,484.0,,229000.0,Corona,,1-542-828-3396,4.0,W,85.0,,Spansion,10.0,3120358.0
bra4000,535.0,1.0,124001.0,Rapid City,Apt. 824,1-467-066-6489,2.0,W,77.0,O,Donaldson,,2341527.0
Wor4001,612.0,3.0,379147.0,Spokane,,1-871-384-7803,3.0,M,80.0,R,American Financial Group,6.0,2782085.0
COR4002,480.0,4.0,114641.0,Sudbury,,,5.0,D,85.0,O,Huntsman,3.0,3413330.0
Sar4003,433.0,0.0,267170.0,Sacramento,,1-668-250-5068,2.0,D,89.0,O,Virgin Media,5.0,1126950.0
ZYB4004,663.0,5.0,469234.0,Richmond,,1-448-715-9301,,U,57.0,O,Lear,5.0,733749.0
NAI4005,790.0,2.0,352425.0,Berkeley,,1-513-733-2567,2.0,S,38.0,R,Core-Mark Holding,1.0,761253.0
GEW4006,,4.0,161993.0,Syracuse,,1-401-873-7223,4.0,S,12.0,O,Covance,2.0,31815.0
Del4007,791.0,2.0,,Atlanta,,1-790-669-8853,0.0,S,26.0,,,2.0,36312.0
ack4008,305.0,3.0,414158.0,Stockton,,1-607-460-4911,4.0,M,39.0,O,Advance Auto Parts,10.0,197925.0
had4009,749.0,1.0,112713.0,Bellevue,,1-569-939-2806,5.0,M,37.0,O,Dresser-Rand Group,7.0,1724245.0
Gro4010,563.0,5.0,165131.0,Kansas City,Suite 184,1-191-679-3908,1.0,S,79.0,O,Lockheed Martin,7.0,1893046.0
Van4011,312.0,5.0,63511.0,Wichita,,1-538-606-4444,4.0,D,71.0,O,Virgin Media,2.0,3254995.0
Caz4012,323.0,3.0,425652.0,Jersey City,,1-260-198-3496,,M,66.0,R,World Fuel Services,8.0,1926378.0
Tom4013,563.0,5.0,394187.0,Lakewood,,1-239-977-5031,5.0,,15.0,R,Group 1 Automotive,5.0,464198.0
SKA4014,600.0,4.0,433288.0,Columbus,,1-635-837-1230,2.0,U,0.0,U,Embarq,9.0,1905166.0
sho4015,585.0,5.0,193666.0,Tempe,,1-367-402-9797,1.0,M,50.0,O,Helmerich & Payne,6.0,2748850.0
ran4016,649.0,1.0,449971.0,Coral Springs,,1-143-275-0168,0.0,M,43.0,O,,2.0,1402496.0
San4017,618.0,0.0,163390.0,Oklahoma City,,1-263-810-9919,1.0,S,48.0,O,Select Medical Holdings,2.0,1979127.0
Cuf4018,710.0,4.0,253179.0,Salem,,1-955-139-8035,2.0,S,83.0,O,Liz Claiborne,3.0,2480166.0
Moy4019,663.0,5.0,324753.0,Flint,,1-580-212-1528,4.0,M,58.0,O,MEMC Electronic Materials,6.0,2867916.0
Pon4020,556.0,1.0,361037.0,Torrance,suite 162,1-328-171-3261,3.0,S,58.0,O,Sears Holdings,10.0,3730616.0
Tar4021,,5.0,123638.0,Yellow Knife,,1-136-386-2465,0.0,S,78.0,U,CH2M Hill,5.0,3768966.0
cos4022,718.0,5.0,479583.0,Henderson,,1-885-073-8146,3.0,U,85.0,O,Exelon,10.0,1443888.0
Tol4023,693.0,4.0,278703.0,Birmingham,,1-178-952-5730,4.0,,,O,Flowserve,8.0,1834092.0
Mik4024,546.0,4.0,438251.0,Newark,,1-396-476-0883,1.0,M,56.0,O,Worthington Industries,4.0,3063187.0
Hay4025,697.0,3.0,472021.0,Sandy,Suite 184,1-038-310-3305,0.0,D,41.0,O,Duane Reade Holdings,9.0,3997424.0
Dou4026,489.0,2.0,140542.0,Phoenix,,1-922-371-2403,2.0,S,29.0,O,Ross Stores,4.0,1582897.0
izz4027,312.0,2.0,429374.0,Livonia,,1-998-145-0144,1.0,U,0.0,R,Domtar,4.0,3581555.0
pop4028,565.0,4.0,221942.0,Toledo,,1-193-565-4540,2.0,S,95.0,O,Pool,6.0,2492396.0
SAB4029,547.0,3.0,22478.0,Winnipeg,,1-887-018-7566,0.0,S,70.0,O,Ecolab,6.0,3854799.0
Pep4030,725.0,5.0,415121.0,Berkeley,,1-736-121-9856,5.0,M,32.0,U,J.B. Hunt Transport Services,8.0,1276175.0
Cal4031,771.0,3.0,108080.0,Stamford,,1-904-074-3105,3.0,U,12.0,O,Henry Schein,7.0,300373.0
nie4032,382.0,2.0,22941.0,Charleston,,1-708-668-9380,,W,63.0,U,Norfolk Southern,9.0,973615.0
Sye4033,611.0,0.0,461906.0,Escondido,,1-558-011-9605,4.0,U,,O,KAR Holdings,9.0,3348701.0
Zei4034,,5.0,254588.0,Gary,,,1.0,W,,O,Republic Services,9.0,
mtl4035,802.0,1.0,53713.0,Thousand Oaks,,1-580-791-1264,,M,51.0,O,Snap-On,0.0,3028597.0
sto4036,495.0,1.0,75654.0,Vancouver,,1-515-807-3078,,D,22.0,O,Southern Union,5.0,3575020.0
Pip4037,493.0,5.0,,Stamford,,1-625-437-8250,5.0,S,74.0,O,Qwest Communications,1.0,3840989.0
Anz4038,730.0,3.0,56924.0,Palmdale,,1-202-439-5169,5.0,W,33.0,O,Waste Management,1.0,1940278.0
SCH4039,,1.0,493126.0,San Francisco,,1-125-850-5098,2.0,U,43.0,O,CVR Energy,0.0,976204.0
LIZ4040,412.0,0.0,200294.0,Lubbock,,1-796-245-7818,1.0,M,52.0,O,WellCare Health Plans,10.0,778048.0
Ser4041,316.0,1.0,250239.0,Anchorage,,1-757-848-6370,0.0,M,2.0,O,Yum Brands,6.0,2296951.0
Rol4042,563.0,4.0,205935.0,Vallejo,,1-489-500-2055,3.0,M,81.0,R,Fidelity National Information,10.0,2951418.0
TUR4043,530.0,5.0,492181.0,Fontana,,1-193-723-4445,1.0,U,73.0,R,Solo Cup,9.0,1019295.0
LOU4044,831.0,4.0,22461.0,Thousand Oaks,,1-366-952-3917,1.0,S,10.0,,Morgan Stanley,8.0,1393374.0
VAN4045,744.0,2.0,219992.0,San Diego,,1-851-478-4790,5.0,S,30.0,O,WGL Holdings,0.0,3058017.0
bou4046,632.0,0.0,320891.0,Thousand Oaks,,1-209-352-1776,2.0,,84.0,U,Oneok,8.0,3953247.0
MCG4047,669.0,2.0,357063.0,Saskatoon,,1-595-465-2111,4.0,M,79.0,O,Wendy's/Arby's Group,7.0,2773930.0
Bru4048,467.0,5.0,482633.0,Tempe,,1-125-959-3563,0.0,U,98.0,O,Scholastic,8.0,1459793.0
WOE4049,491.0,4.0,433558.0,Yellow Knife,,1-101-861-4722,4.0,U,95.0,O,UAL,9.0,2416792.0
Hei4050,385.0,0.0,86156.0,Winston-Salem,,1-960-061-5616,5.0,D,38.0,O,Quanta Services,,729539.0
Web4051,527.0,1.0,239327.0,Pembroke Pines,,1-229-854-3962,2.0,D,24.0,O,Western & Southern Financial,1.0,1267673.0
Sch4052,579.0,4.0,405312.0,Carrollton,,1-538-900-9786,1.0,M,28.0,O,Packaging Corp. of America,3.0,315603.0
hea4053,417.0,,,Carrollton,,1-582-654-0873,3.0,M,25.0,O,Gap,4.0,2059550.0
Way4054,581.0,3.0,372365.0,Orlando,apt. 607,1-984-780-3406,4.0,M,23.0,U,KBR,7.0,1734628.0
Fai4055,461.0,0.0,383051.0,Salem,,1-139-053-3320,3.0,U,35.0,O,Ruddick,3.0,2577258.0
LAK4056,686.0,3.0,21342.0,Knoxville,,1-058-773-0358,1.0,M,36.0,O,BlueLinx Holdings,0.0,594282.0
For4057,512.0,3.0,457939.0,Missoula,apt. 679,1-814-693-8315,0.0,D,65.0,O,,5.0,2411228.0
bea4058,436.0,,431899.0,Hollywood,,1-557-326-7339,5.0,U,30.0,R,Radian Group,5.0,
Cla4059,,3.0,3510.0,Riverside,,1-140-156-4619,4.0,,,U,Pactiv,10.0,2958918.0
Dib4060,616.0,3.0,213559.0,Durham,,1-747-369-5500,4.0,S,41.0,R,Sun Microsystems,6.0,3918266.0
STE4061,717.0,3.0,443594.0,Oceanside,,1-324-458-4438,1.0,M,15.0,O,Oceaneering International,4.0,90067.0
Bas4062,678.0,0.0,301332.0,Plano,Apt. 981,1-655-662-1095,4.0,M,56.0,R,Graham Packaging,1.0,912069.0
Wel4063,306.0,3.0,225557.0,Fairbanks,,1-641-251-7069,2.0,U,56.0,O,,0.0,2467113.0
Ver4064,,0.0,45827.0,Philadelphia,,,4.0,D,1.0,O,Inergy Holdings,9.0,3826451.0
Mos4065,581.0,,252174.0,Missoula,,1-920-722-2876,5.0,S,30.0,R,Williams-Sonoma,0.0,1669577.0
Kei4066,644.0,5.0,289228.0,Orlando,,1-449-173-1110,3.0,M,52.0,O,Granite Construction,5.0,
Per4067,761.0,5.0,464149.0,Wichita,,1-337-939-7446,0.0,U,26.0,O,Beckman Coulter,5.0,1027764.0
ROS4068,358.0,1.0,471157.0,Oakland,,1-316-040-0817,2.0,M,69.0,,Oracle,6.0,3425163.0
Dur4069,440.0,1.0,33786.0,Dover,,1-095-725-0866,2.0,M,26.0,O,Dell,2.0,3250209.0
Bro4070,,0.0,486035.0,Hampton,,1-059-422-2998,1.0,M,23.0,O,Weis Markets,0.0,1814709.0
Lau4071,401.0,1.0,55932.0,Escondido,,1-858-960-4807,,,97.0,O,Charter Communications,0.0,2614552.0
Di 4072,305.0,4.0,469440.0,Anchorage,,1-752-463-3373,4.0,S,42.0,O,Thrivent Financial,9.0,3564076.0
BET4073,302.0,5.0,346593.0,Buffalo,,1-095-352-7289,3.0,S,27.0,R,Aon,1.0,
Bea4074,407.0,5.0,84889.0,Jackson,,1-680-887-5820,1.0,M,82.0,O,Con-way,8.0,1476646.0
Mat4075,829.0,4.0,332764.0,Springfield,,1-532-008-6606,1.0,S,28.0,O,Jacobs Engineering Group,3.0,2236250.0
Mus4076,690.0,2.0,318564.0,Fayetteville,,1-687-905-0569,1.0,M,60.0,R,SkyWest,8.0,540185.0
Fic4077,556.0,0.0,362277.0,West Covina,,1-981-775-0399,1.0,M,17.0,R,Con-way,,2367794.0
koa4078,393.0,0.0,336716.0,Jackson,,1-935-029-4556,0.0,U,52.0,O,Brunswick,10.0,587375.0
Mok4079,611.0,4.0,423253.0,Durham,,1-019-788-1192,3.0,U,100.0,U,Belk,6.0,2563811.0
oly4080,663.0,5.0,151756.0,Richmond,,1-289-050-2059,5.0,M,53.0,O,Paychex,3.0,3245611.0
HOW4081,673.0,4.0,220669.0,Jersey City,,1-740-440-0374,1.0,M,63.0,U,Dean Foods,9.0,2638856.0
KEN4082,570.0,1.0,91277.0,Philadelphia,,1-546-624-5037,1.0,M,,R,Parker Hannifin,4.0,1774676.0
bar4083,693.0,2.0,466590.0,Mobile,,1-008-475-6493,0.0,M,14.0,O,Fidelity National Information,3.0,
MAS4084,536.0,3.0,1720.0,Las Vegas,,1-546-501-1179,5.0,M,13.0,O,Ameriprise Financial,3.0,2993913.0
LAM4085,699.0,3.0,264450.0,Chesapeake,,1-740-612-9335,4.0,M,87.0,O,LSI,4.0,1030016.0
bed4086,318.0,1.0,295553.0,Fullerton,Apt. 568,1-528-186-4538,3.0,M,90.0,O,Pitney Bowes,8.0,1152514.0
Del4087,774.0,,420630.0,Burlington,,1-442-555-8416,0.0,W,55.0,R,Valspar,10.0,1678577.0
raf4088,596.0,2.0,98201.0,Amarillo,,1-617-028-5718,4.0,S,87.0,O,PPG Industries,7.0,3810059.0
MAR4089,640.0,5.0,294620.0,Manchester,,1-084-089-3712,1.0,S,76.0,O,Neiman Marcus,5.0,1705624.0
Orr4090,398.0,5.0,97606.0,Abilene,,1-835-389-8330,4.0,W,25.0,R,,8.0,956183.0
Id4091,456.0,2.0,355125.0,Dayton,,,1.0,M,87.0,O,Cablevision Systems,1.0,361209.0
Chi4092,529.0,2.0,490465.0,Chicago,,1-828-306-6075,2.0,M,36.0,O,ConAgra Foods,10.0,3747082.0
pyr4093,479.0,1.0,386131.0,Indianapolis,,,1.0,M,15.0,O,Coach,3.0,3167044.0
Cam4094,712.0,2.0,322716.0,Jersey City,,1-702-379-8533,3.0,M,74.0,O,Celgene,8.0,2946519.0
GOL4095,814.0,1.0,242986.0,Buffalo,,1-301-261-3694,0.0,,2.0,O,WABCO Holdings,0.0,1890351.0
EDM4096,427.0,3.0,37155.0,Peoria,,1-837-156-7580,5.0,M,2.0,O,Micron Technology,0.0,1377011.0
Dow4097,623.0,1.0,191965.0,San Jose,,1-342-935-6256,5.0,S,35.0,R,Avon Products,7.0,1981931.0
Hni4098,841.0,,158296.0,Toronto,,1-126-139-5416,5.0,W,27.0,R,Piedmont Natural Gas,3.0,3091217.0
Nun4099,335.0,1.0,122963.0,Jersey City,,1-284-485-4611,1.0,U,22.0,R,Cytec Industries,4.0,1468251.0
KEL4100,433.0,1.0,70711.0,Fremont,,1-129-301-2363,2.0,U,56.0,O,CarMax,5.0,2853044.0
Dur4101,479.0,2.0,233605.0,Montreal,,1-497-552-1858,1.0,D,48.0,O,First Data,9.0,2783674.0
Wit4102,749.0,3.0,410143.0,Phoenix,,1-577-669-4598,5.0,M,80.0,O,Wesco International,4.0,3745151.0
CLA4103,827.0,2.0,330347.0,Riverside,,1-204-636-6690,0.0,M,60.0,O,Arrow Electronics,0.0,2031944.0
Kel4104,788.0,0.0,17137.0,Lansing,APT. 763,1-351-172-4950,4.0,M,18.0,O,Amerco,,1751930.0
Por4105,447.0,4.0,252546.0,Warren,,1-475-017-3927,1.0,S,73.0,R,Radian Group,1.0,447127.0
Kan4106,318.0,4.0,208035.0,Carrollton,,1-253-850-9876,0.0,,45.0,O,Cisco Systems,0.0,188862.0
cow4107,588.0,5.0,253491.0,Chula Vista,,1-234-346-8698,0.0,S,49.0,O,Asbury Automotive Group,3.0,2894863.0
War4108,576.0,2.0,4590.0,Rochester,,1-160-080-2456,,M,78.0,O,Inergy Holdings,10.0,3932277.0
Kir4109,847.0,0.0,45281.0,Sherbrooke,,1-349-432-6586,1.0,M,94.0,O,First American Corp.,6.0,1050183.0
mar4110,593.0,5.0,497411.0,Springfield,,1-131-420-5710,3.0,S,15.0,R,FPL Group,3.0,2338246.0
JAG4111,455.0,4.0,375350.0,Shreveport,,1-791-193-2909,0.0,M,48.0,U,Harris,4.0,1207954.0
bor4112,532.0,1.0,255039.0,Portland,,1-778-408-6797,0.0,M,25.0,O,Allegheny Energy,6.0,1911664.0
Ive4113,812.0,4.0,436358.0,Sterling Heights,apt. 703,1-985-897-9080,0.0,M,76.0,R,Macy's,1.0,3841622.0
Atk4114,733.0,4.0,347468.0,St. Catharines,,1-734-817-9602,0.0,M,28.0,O,Comerica,9.0,3081542.0
sto4115,549.0,5.0,247341.0,Boise,,1-469-421-7717,3.0,M,0.0,O,Centene,3.0,1190647.0
Wil4116,307.0,0.0,221311.0,Manchester,Apt. 350,1-231-569-1705,1.0,W,25.0,O,TJX,7.0,2477548.0
per4117,770.0,5.0,487332.0,Tucson,,1-663-576-3780,2.0,M,17.0,R,SPX,6.0,1944781.0
sur4118,820.0,,342333.0,Fayetteville,,1-777-674-5794,0.0,,51.0,O,General Motors,6.0,2863230.0
Sok4119,602.0,0.0,208103.0,Fremont,,1-008-849-1954,2.0,U,80.0,U,Genworth Financial,8.0,1605110.0
COM4120,830.0,3.0,488334.0,Fort Lauderdale,,1-747-448-2102,2.0,M,97.0,O,Southern Union,2.0,1663223.0
min4121,829.0,2.0,362640.0,Washington,,1-096-048-9676,2.0,M,31.0,O,Norfolk Southern,6.0,1286989.0
