prospect_AgID,prospect_MaSt,prospect_CreRa,prospect_Co,prospect_In,prospect_St,prospect_OORFl,prospect_FiNa,prospect_LaNa,prospect_MidIn,prospect_Pho,prospect_NuChil,prospect_Ag,prospect_Ci,prospect_AddLi1,prospect_NuC,prospect_Em,prospect_NuCreCar,prospect_NeWor
Llp8324,U,793.0,,253317.0,NJ,O,nasaqtzcqgqnlxtysufcu,Llpkdnfyvejkuzs,,1-033-611-0110,1.0,24.0,Kansas City,yneevqbenlioynffaijzeyrwrqzifig,1.0,AnnTaylor Stores,,2573716.0
Yie8325,D,587.0,United States of America,67122.0,MA,R,hedlqjbfdfovwgogbghrcdmj,Yiesvhhjzcnuvhqwe,Z,,3.0,63.0,London,Hbpdpqgcrqzwhsqzybhyyrhhneeclltkv,1.0,,6.0,2891892.0
Lsj8326,M,816.0,Canada,271302.0,IL,O,Vndhsbjqkelocefehhdhnjpnsocv,Lsjthwnwdvecoafq,,1-223-574-4581,4.0,77.0,Madison,mylzcclnsen,3.0,,8.0,3542416.0
dcy8327,S,662.0,Canada,117685.0,HI,O,ZLPOP,dcyvonrjqimravkpjrw,M,1-286-662-5149,5.0,12.0,Atlanta,mfcfevj,1.0,PNM Resources,5.0,340613.0
Goq8328,S,324.0,United States of America,353676.0,MN,R,Zrduepvymcsudkymoqcxusswh,Goqycxzqhppgamftitcbroejtbzcg,F,1-376-958-1811,4.0,61.0,Cedar Rapids,Asiouqhqvtkjlbauoirtrjourbbsypgtbuvoaheglfixjimgyncibgomrocilysg,5.0,Fidelity National Information,10.0,1620653.0
qfq8329,S,,Canada,256196.0,LA,U,Dpyldrfmhckidoom,qfqbhmvadftqdmdpzoxqbdbedaq,U,1-074-357-6659,4.0,66.0,Dayton,eesunuxqgydeoqlvusoepewahf,3.0,Expeditors International,4.0,469588.0
sea8330,,825.0,Canada,319544.0,British Columbia,O,Wllmwfujsonnngqaboimuwalstj,seapngdaxdwrhnkps,,1-838-734-6644,,98.0,Baton Rouge,Ebtkaodqgbtbjtnccmyxbiwirzlnakluwgprdbtbszcoqfdpskarcvszrxailrpnio,3.0,Target,0.0,628952.0
Brx8331,M,768.0,United States of America,55879.0,ND,O,Axrfrf,Brxosgqkrb,A,,,32.0,McAllen,ZXWUAEPUKRKQJIWTMEHTATPFOJPWFAQURO,0.0,Watson Pharmaceuticals,4.0,2627200.0
Udh8332,D,506.0,United States of America,74233.0,Quebec,R,kpcmntroczd,Udhqoqeu,L,1-417-441-6704,3.0,14.0,Saskatoon,Jrunkwyghraugithczuzkfrwoqrccwxqowrxsuwfhzpjhltegbrgfypvhwrwmctdmfszrsnypaybrq,0.0,AnnTaylor Stores,,1162079.0
Jsj8333,M,,United States of America,36850.0,Newfoundland,O,Wiqbmltkpqztvxomqkcamznflmav,Jsjjwtzzngwcg,,1-217-642-9000,,78.0,Fargo,aipwbibipksssoorbsezarcoefaikpvdashim,2.0,Cigna,1.0,603942.0
Ghx8334,M,700.0,United States of America,12494.0,FL,O,evkgpqjffugnufnzkxvjspga,Ghxfbjlntlonxmimsiifn,U,1-119-538-1837,4.0,27.0,Charleston,Vassqnvuoo,0.0,ConocoPhillips,,2528598.0
Edz8335,U,354.0,Canada,51667.0,PA,R,Agscwxstfahmfggjmmgzpalr,Edzaeupfofuqnk,,1-790-202-9336,0.0,12.0,Augusta,Pjcyvm,,Leap Wireless International,6.0,3459874.0
Fun8336,D,661.0,Canada,380580.0,SC,O,Ebgidqbwfb,Funorixyeffotlhqyqseoud,S,1-373-451-3779,0.0,33.0,Hialeah,yagsmleiqpjxbdsrhostcxrfimhdyrhuaytcuuyhztefgfwr,5.0,SPX,2.0,2834186.0
SOZ8337,U,609.0,Canada,123348.0,CT,R,Khvqsgykl,SOZSIFGRLTXRSYUEL,,1-100-752-8483,0.0,74.0,Toronto,Mcviusptfwedntfysbknpbjblbwabof,5.0,BE Aerospace,4.0,3505753.0
buf8338,M,846.0,Canada,429014.0,UT,O,Auksjodbgrfwdgoccjbbjdhwvszym,bufzmajy,,1-843-287-9110,2.0,70.0,Lowell,eiektdlgnmvje,2.0,Western & Southern Financial,0.0,1592317.0
Maa8339,W,709.0,United States of America,374158.0,SC,O,FULEDRRKUTHJASZVK,Maadmuxajjvmewuvpud,M,1-545-551-5882,2.0,93.0,Philadelphia,Sybamiqdnfwrxjhdpvfcfsbciwqtuakvomjdgensrti,1.0,Medtronic,1.0,2404099.0
pwo8340,S,402.0,,156741.0,WY,O,ESUOR,pwoweizu,,1-556-545-4106,2.0,27.0,Billings,Cqclzjhxgdtokgsgj,1.0,,4.0,
vei8341,M,594.0,United States of America,19121.0,NM,,nxsgbnkatgwsyaeqejygpf,veinqzhqgbn,,1-711-159-0030,2.0,96.0,Las Vegas,Ngkknfuzinwrqsufvvlxijznltwdpbcsrhouiu,0.0,MetLife,4.0,3281237.0
Big8342,M,717.0,United States of America,129753.0,SD,O,Ozybrvxztlgtocgsjw,Bigxvdal,,1-571-456-8029,1.0,35.0,St. Petersburg,Obmgewgvhhyemqircchhvrgqslqzzufogwrkcvvqu,4.0,,7.0,3191520.0
Gwl8343,M,416.0,United States of America,126899.0,KY,O,Yevbnmpeuuugm,Gwllvjplgqxy,n,1-375-881-9626,0.0,79.0,Virginia Beach,Syfzgdaotk,3.0,EMC,1.0,1098160.0
UJD8344,M,489.0,United States of America,171924.0,GA,O,ebnndieeluiiuqsiopqvtypgaty,UJDDXUKMICPQEJMWMAWVRJFJFSB,,1-502-145-4210,2.0,81.0,Coral Springs,Cqomhokmrvyerexzwbbnmmwetthdyvhvozzfhbzofvdhjoxwgx,5.0,International Paper,10.0,3216384.0
TJA8345,U,435.0,United States of America,411993.0,VT,O,Nnvkqgggyyjvnw,TJAIEHEBAKUTHKUCNO,,1-978-773-4788,4.0,78.0,Richmond,Offsxhhssvdcczwtid,1.0,Bemis,9.0,33574.0
Lqn8346,M,645.0,United States of America,160887.0,OR,R,kbrsajutj,Lqnldewyb,L,1-305-742-1412,1.0,19.0,Overland Park,Ibhedhjeydbqhdhhpwuooabdouwzsnkuaknj,3.0,Dresser-Rand Group,9.0,574125.0
Sjv8347,M,594.0,Canada,377310.0,AR,O,Yuvsw,Sjvxqwywraaiesxxwitstfsfctoscm,h,1-425-281-0871,4.0,88.0,Nashua,Slpmhlbl,0.0,AT&T,0.0,3712135.0
XOS8348,U,779.0,United States of America,294968.0,WY,O,Cenkpugxblzucfnbq,XOSROZ,,1-201-283-9289,1.0,68.0,Las Cruces,Xpsfissdabqzvpdoeqtcwgknqnvtujcvrgaslbccpdziakkuejlp,1.0,Pentair,9.0,477424.0
Tsn8349,U,635.0,United States of America,264331.0,Saskatchewan,R,UYNREPABHTWQPPTYBUWCQH,Tsnuqzyhxhwvvcfhcufbypo,E,1-370-140-5115,4.0,15.0,Rochester,tvcpxocnqqcmfrwyqdiydbauxzenvhmflimtevaframlkzvmypbgxw,0.0,Ball,8.0,2296151.0
aqb8350,S,407.0,United States of America,336093.0,CA,,ahnyqtixdzmgtawgkioiru,aqbkfpcytchaixjswnlxptcdrbsc,a,1-213-108-9032,5.0,66.0,Gary,Zoqbpmqaueqzcnjtwstwdclmiwmszlhcllljfjvnerxifagwnqanuitmk,3.0,C.H. Robinson Worldwide,6.0,1205049.0
Tog8351,D,667.0,United States of America,319157.0,British Columbia,R,Egrsrwlehsunqceeckabrokavsagna,Toghj,,1-935-846-7322,3.0,44.0,Fort Lauderdale,Cdpsaqchjnkxppwcjcmdw,3.0,ConocoPhillips,,612942.0
Srm8352,M,475.0,United States of America,204546.0,Quebec,O,HOANBCIG,Srmbflnfirveafyihmib,u,1-850-099-0773,4.0,40.0,Hull,Ucrdtznpfsyllgtntdwqpjoxdkxcidobenuvwavopjxafzxbjfxhutobxzveeyiloxxkanj,0.0,Mueller Industries,2.0,1691044.0
Zmu8353,W,370.0,United States of America,493168.0,MD,O,rlbpkzeqgjflj,Zmueuzidkqvzcenhbhyfcnvuwuozh,,1-180-375-8501,1.0,69.0,St. Louis,OTXAYKLNSLFHHEKJPFFQPHKGQVKSOCZYENMMGKXIGEOXKP,5.0,VWR Funding,8.0,
Ajy8354,M,543.0,United States of America,170982.0,Prince Edward Island,U,Bjufjpcztatydnorhkssfqnxymfc,Ajyxfteev,,1-968-516-8394,3.0,23.0,Cleveland,Ziatmdhmgtxxfihytusqdpamulknclpibbeqkyfmxphdejgldtiiyxlz,3.0,Aleris International,9.0,820347.0
pqp8355,M,591.0,United States of America,167544.0,IL,O,bzbuhghcwcxfzdilhztfqeknaowb,pqpjnxcgulodnwpbvdmytluedk,,1-545-055-0628,1.0,61.0,Sudbury,OSVPPQTRMMWTFZUWXGVOJQVQGJGQAFOGITUFKERAAKTLCZUUFVUBWGZCRPKGGTCMZZSVUXGR,4.0,Expeditors International,9.0,241622.0
Yby8356,D,721.0,Canada,10320.0,DC,O,zddvhtkxpczfsrtnwwwkm,Ybyzlhpcxnhqoqvolgfldsqvnro,E,,0.0,28.0,Modesto,RMKBJYWHLNFLBVQJSXSSBJJAJLYTTOWBAZABEPIZPNCMGFAYUDGREGRDKHXPCFIYGGKSZG,1.0,Annaly Capital Management,6.0,3727576.0
QUL8357,S,672.0,United States of America,210885.0,CA,U,UJSZMXKRT,QULOVRVSZAEFXOTDMWLZK,y,1-132-543-2018,5.0,49.0,Tallahassee,ytgnsxjqjqeazvunylrsexbpjitmipnhbmndiz,3.0,United Rentals,8.0,3445443.0
Bkl8358,W,802.0,Canada,269090.0,VT,R,ebrcqkqhtgcerhj,Bklpsvparhrwjx,O,1-183-609-4097,3.0,88.0,Independence,Uthmicfwjygtzjk,3.0,Cognizant Technology Solutions,5.0,3664506.0
Itq8359,U,462.0,United States of America,410313.0,DC,O,Ombfpcr,Itqzr,i,1-814-402-9485,2.0,13.0,Dayton,VXEFZIRCIPIWHAACIWNMBTJQHQSBINHVVKZOHSSXALOXEZYVYMGAASFANNXPQUPJNOKYKVQVFNCLRHM,,Loews,5.0,3877077.0
Atw8360,W,849.0,United States of America,24725.0,Saskatchewan,O,Vfnpmpkfcbwgvhlejhecatkbtuo,Atwupxhvhwf,,1-781-242-8797,,12.0,Edmonton,Tiarkxvctcvzmisnwtqcigylxuiqvhwtjxxutaijyhvrwfqvmyddbx,1.0,Franklin Resources,6.0,1889529.0
PPN8361,U,728.0,Canada,375140.0,CT,R,lncrtgpbjlrondwtnjpkpbkg,PPNZHIWSIZMUQVTUCJTAD,I,1-403-835-3507,,52.0,Fremont,RREZAEWDKWHGNUEHJPCXZPFVOTSHKJTHHKBKJYAXTISRZKLPYG,0.0,Graybar Electric,6.0,3941350.0
UZE8362,M,850.0,United States of America,90376.0,AR,O,Ffslgsp,UZERAEYLCA,B,1-143-481-5966,1.0,64.0,New Orleans,UZNTBUKNRJTPXDW,2.0,NVR,,3404582.0
axv8363,S,626.0,United States of America,74761.0,DC,O,Iyzdxswzofsifrrrpypmtjtagh,axveczdhzvdxtuswo,K,1-982-060-6980,2.0,16.0,Flint,faaspgmihqsvdnveqxwvosrs,2.0,State Street Corp.,2.0,1209089.0
Ynt8364,U,771.0,Canada,254262.0,WA,O,LYGGTWHBGVQWQJRFBDIJLCX,Yntckeitt,,1-429-687-3197,1.0,74.0,Torrance,Sjtexsd,4.0,Warnaco Group,5.0,106272.0
Msz8365,U,702.0,United States of America,270354.0,SD,R,Ovkxiurare,Mszvcqhplyknab,m,1-892-535-9912,1.0,,Montpelier,Fglkkcioofsqfrcrueqefgecalfgpywrvqfwqkuduxaomdsqkiobjevwdmbdqjtvxgsdef,1.0,Lam Research,2.0,429019.0
Jlr8366,M,824.0,Canada,395379.0,CT,O,OEDDXRGXLBVLHEOCIQ,Jlrblhzt,,1-570-429-8936,2.0,30.0,Phoenix,xflnbrkalaxssxamnxhezniactzkrrldpespwefegvqramczermglngthczivdul,4.0,Owens-Illinois,5.0,1825720.0
PXR8367,U,528.0,United States of America,222496.0,WV,O,Mubegmrkuxttvaeehq,PXRHERGGKVRTU,Z,1-569-120-9777,3.0,71.0,Palmdale,SPTHXBOXMDHKVKYESLDFZDNWDNCKWQVILDQMBVZAJCQAPJDCKOME,0.0,Superior Energy Services,2.0,117460.0
ipw8368,W,681.0,United States of America,290102.0,DE,O,XDRUOKDWQQGXMSVKKNZET,ipwkwgxufan,,1-826-296-7269,1.0,92.0,Savannah,OVLSAUQGYXHNUNRSGNPRXMEFTHLQADWMJFYCSEEGHWFUOJMASLWUDYR,0.0,Pfizer,2.0,837365.0
nah8369,M,834.0,United States of America,380542.0,KS,O,Fonzctskongoieioghnqnrepnpc,nahagncxtaxmqwmskfltd,B,1-883-280-1630,5.0,10.0,Thousand Oaks,Jzdzpxpkinatfffd,1.0,HNI,2.0,1213636.0
YXS8370,M,749.0,United States of America,293577.0,NJ,R,IJDYNMNNGWNCH,YXSLQZJQGWHWWF,,1-755-650-0981,0.0,89.0,Glendale,Pencyxvsmkxchrlvkxflulsksgm,4.0,Applied Biosystems,10.0,1705534.0
QKK8371,M,609.0,United States of America,115659.0,AR,O,FZRIRYCNCUIYNQWEPEHIVJZOVOYK,QKKFKWFCH,,1-754-361-9055,5.0,87.0,Tempe,Szbsboehlyerksmpqlxkgceifmhsuaooeehqiqjlqzgazqurndabxjnmphbmgrtiochyygzhqfi,3.0,Dentsply International,,2121657.0
Dtq8372,,836.0,United States of America,485918.0,Newfoundland,O,MTFXEDIJJHYYWEQE,Dtqwpvaxmfgsspsuthdzgmwibbh,,1-934-013-5103,5.0,40.0,Fullerton,Bpqoodqquxqjazstmbrtsptldtghkaqgiucn,3.0,Eli Lilly,7.0,3158778.0
LDT8373,W,319.0,United States of America,200901.0,NV,O,IFDFUOQFDLFOQ,LDTGNWDNMF,v,1-088-782-5558,0.0,36.0,Arlington,Vzttnitxqykzijcjmmuqzclhfnddhbrdb,5.0,PSS World Medical,6.0,589798.0
Smg8374,D,482.0,United States of America,286826.0,OH,O,Vkondpmlivtewfezvvcdzcjibpebib,Smgyjsurampohoaodastthilehzwy,,1-772-284-8663,1.0,63.0,Tucson,Btnscgytsmtpdsjuqgnjyeoeoaccnqcsveixpbqlarzochdvohvavpvmqkysrpqbtclly,1.0,Country Financial Services,4.0,2934120.0
Ymi8375,M,539.0,United States of America,348662.0,IA,O,Evrqysjpmuupomolsdemmw,Ymiqjuifzogvcxf,B,1-538-848-0859,0.0,67.0,Louisville,Nveoxjqdijmzxmlvcjxduwmtymkembernjdivxcmyhozxfanxqjcty,5.0,Applied Biosystems,3.0,1928438.0
Utm8376,D,847.0,United States of America,318853.0,TX,O,BVMVEJZTUQDFUPHMXXZGM,Utmod,,1-062-279-5052,4.0,93.0,Alexandria,pekbzvqhsrheggmoaaebnojnaasjaludlnzwpbjimefifvtfdofgqlrgkuvfavjowgdatu,2.0,AGCO,4.0,680023.0
qir8377,W,714.0,United States of America,105361.0,SC,O,Swyqt,qirkarmmdglaspt,P,1-659-414-8987,1.0,95.0,Fort Wayne,Lrslzuiqtzochhhbugytdlbfhooislsocekwhljjjajajydzyrdarclkaplsmft,2.0,Global Partners,0.0,1561052.0
YKD8378,,467.0,United States of America,399550.0,SC,O,obplzxguh,YKDDPMOJYRWS,,1-153-531-2572,0.0,29.0,Santa Ana,Qnpdsiwlvejxmviowcrhsckvoowmgmqgyqifrojijespbtrlweuanjpmrfymvjigsrvlazktaljqwuoq,4.0,Capital One Financial,,3504669.0
eac8379,U,497.0,United States of America,299806.0,FL,O,ZPBYZZEQWPZQXRXSDZD,eacfmkqmcvcrvihwlno,,1-370-965-6732,1.0,30.0,Oshawa,Yefcwgthlsgvplrcorlghrhxwftzovlsjulgaqxwcnncidrchtbhrej,2.0,KBR,6.0,1226388.0
Snc8380,U,604.0,United States of America,213536.0,WA,O,RJRPC,Snckts,Y,,4.0,86.0,Pembroke Pines,,5.0,Symantec,4.0,2047050.0
lyc8381,M,698.0,United States of America,289455.0,AR,O,Dymyvqmsoanmerwqfwdivwunubwful,lycabofxbzsspswazmxjjhf,U,1-557-860-1422,1.0,22.0,Hartford,Sjnnmpbjxswxkuajyiofozbtxhowavnltuzgzpwmxfnjbruzvhzeacmpmffagu,5.0,Saks,3.0,1174967.0
Hyb8382,M,403.0,United States of America,237620.0,WY,O,Wjmhmdnpdwogv,Hybafphfxhqmgjekz,H,1-960-310-4747,2.0,5.0,Warren,YODOTA,1.0,Medtronic,1.0,3278883.0
cjz8383,M,714.0,United States of America,293766.0,LA,O,wqkhtwpqyjbbihninbasoqyxc,cjzuuqflkmfhuhkvtguhahg,,1-451-504-7655,,90.0,Brownsville,Lyexhpmoxkpzayxslysyuopasnjneagbzrtqc,0.0,Dean Foods,5.0,2537363.0
Nqx8384,S,455.0,United States of America,136793.0,Manitoba,O,Wmehiitjuocngl,Nqxtpdfqrjsikhtsueta,y,1-715-920-8523,5.0,73.0,Albuquerque,XTFBHDSWBEQNOETPCIHJGHWBHODQZYCVDINNUDIXLVOOAGPBGGKLKDZGATWCASBODLYTTLGQTP,4.0,Ford Motor,,1146313.0
Oeq8385,M,642.0,United States of America,418283.0,WI,O,Yazklpskjjxhqjzmuivsdvhzitu,Oequgorbpnbnrpaugvhcdzkjv,s,1-387-767-8789,2.0,94.0,Pasadena,Jvgdgfryryfxfluufcluirjvfeoubxqlxtasgbobcgu,4.0,Icahn Enterprises,5.0,2583488.0
Aiz8386,W,328.0,United States of America,28204.0,Ontario,U,Arlfzpooinbvlgsutvmrydzfqgk,Aizrsbkxbpvxtyfydfxavluwrqimb,,1-985-351-5515,4.0,73.0,Dayton,OKHRAOFEPBJDLASSIJSAMACIGQEJLWUOKEXQPYEAZICUPHBBQJ,1.0,Roper Industries,4.0,3399031.0
STH8387,M,489.0,United States of America,269022.0,ME,U,oqbskuyi,STHPLJWGYSVBWF,y,1-243-615-9288,4.0,8.0,Durham,Zefzbcsjzfkw,4.0,Saks,4.0,2430620.0
Gmo8388,U,835.0,United States of America,31831.0,NY,O,vvyzqhopqku,Gmozvtbtfqstezfmwoxffillvsb,,1-899-541-2808,5.0,51.0,Sacramento,gyxfcsaragslfdcnammwilwvakruhpqnrijctv,1.0,Mueller Water Products,0.0,385940.0
VVF8389,M,567.0,United States of America,416623.0,KY,O,qtepnpjsnugatwypgl,VVFMEYKSUIXTJYAELSWTSLVNMY,r,1-547-489-0555,5.0,90.0,Mount Pearl,Dshazchakrdxhabrswuphesiyufogykqfiafttjtvqnnhycuyyt,5.0,Molson Coors Brewing,5.0,1164249.0
Bwc8390,,310.0,United States of America,123110.0,AR,U,elnsrgmsqsytyasyf,Bwcjerjyexznlinovsddmlv,T,1-604-437-1307,2.0,62.0,Sudbury,Pyndfueartjfumiigholgohekscsgbsvaddhjrwuujsvqzbcmhowgmcsna,3.0,Dun & Bradstreet,0.0,
Gab8391,W,366.0,United States of America,246022.0,KS,O,Cajntwfj,Gabjfphzqxwmbhkhskfltcjh,M,1-247-691-9458,1.0,80.0,Oklahoma City,ggcrfrqlepyqzhounfeibmfjoemrjqsuatntlteplooxvkpt,4.0,Volt Information Sciences,0.0,857850.0
fzc8392,M,,United States of America,114486.0,MS,,Nfvpbl,fzcpbidsgsxxtlzbib,d,1-129-363-1252,3.0,28.0,Mesa,CRLGDRJKAGHPLTUM,4.0,AMC Entertainment,,198683.0
EKN8393,M,425.0,United States of America,435741.0,AZ,O,Bcablagx,EKNWSLGDRFNUQIQSPHT,,1-923-899-8748,4.0,51.0,Pembroke Pines,Tjqrurcptbshqoicqdyoomkudulhspvqqshokwmzlabyuqrmkixxgpqjnstuedsfubnbpyzyawm,1.0,ConAgra Foods,6.0,3677526.0
KMK8394,D,593.0,United States of America,127447.0,SD,R,Sznhpffyfcatleezqjkcja,KMKINXAQDLEXCWVHQ,,1-368-868-2476,5.0,40.0,Independence,rmqwutuehljwlgebovutwmkmjtcxjopsgnlmvjkpjhuefgbxyrophkydxxpbfrihkaezqmrfdv,5.0,,2.0,845549.0
FZF8395,M,,Canada,69855.0,SD,O,dvwejcwpbjvnjioefwj,FZFASAXLEKKUNJH,,1-077-276-3707,0.0,1.0,Fort Lauderdale,Tjbrxcmjkdedrqsygourscomwufewfjxfvvddeurksnbunwgzp,2.0,Clorox,10.0,2989701.0
len8396,M,661.0,United States of America,488405.0,AZ,O,FYHXZDOFAANUFJJC,lenhjrudmytkneorbo,M,1-219-422-8866,5.0,44.0,Tucson,,3.0,Flowers Foods,1.0,2724881.0
VLM8397,W,494.0,United States of America,473.0,ID,O,FFVCZAQWTGLKEPOTSXK,VLMFUXKLZXTSNBRBGWJRDGKXSUQMHQ,,1-838-203-9428,2.0,41.0,Lansing,SOPMVXFCRSFPCWUWGQMMXMOJ,4.0,Hewitt Associates,2.0,2228585.0
mav8398,M,324.0,United States of America,78269.0,MA,O,Jbfxwfxi,mavqvomfnqcyj,,1-742-373-5597,1.0,69.0,Saskatoon,Jnvgdieertjieijbl,0.0,Cablevision Systems,8.0,2411133.0
SFQ8399,W,801.0,United States of America,133210.0,VA,R,njgquchh,SFQQLQGOXLPWLZBTQKHCKQVADKC,,,2.0,34.0,Santa Clara,Pczybyndnnjrbkujgulqilefqudcyhqcmpqlotlfwurvqwaomertr,4.0,Vought Aircraft Industries,0.0,2006554.0
NFI8400,U,430.0,United States of America,398312.0,OH,O,Jdfjfzvpvjojmoxrauyjawe,NFIHXHCJJSQBOZTSX,W,1-622-811-1744,4.0,11.0,Honolulu,MVFFMXVYUACZVARVJASVGTIYOKXEQGJCIYVBBCIXI,3.0,Scotts Miracle-Gro,,1105583.0
Pqm8401,U,590.0,United States of America,346267.0,DE,O,vkwsjveychrkcjregcd,Pqmbfpeadazglhkjghngevpssfewep,,1-113-760-1602,1.0,40.0,Escondido,ynchwgatjnbmwdcxocktfzpggzaelbsqgcdswsyuzsybchchnncjqxaskrkzpyduxvhrs,1.0,Pactiv,8.0,2450714.0
ZPN8402,U,617.0,Canada,246402.0,UT,O,PJVKALJGYA,ZPNEYUDLRHMCSNUHUSCBNTDUHJPZB,,1-516-447-4852,1.0,1.0,Lowell,ivihtiucfbudmsptplvihxirzecmyaykiwwggoqebvc,,Nasdaq OMX Group,1.0,1367113.0
Fht8403,M,594.0,United States of America,355336.0,Manitoba,O,XSVEREAACN,Fhtfajkgtkegirnvmxqqreunza,a,1-560-613-4348,2.0,93.0,Des Moines,mmkpqyfnjonemwxefqk,3.0,Timken,0.0,1458300.0
xmv8404,U,,United States of America,277343.0,NC,O,Ycywterdmnbkuihvgkfyigghdvofxh,xmvkfaeebkabnvasfhzld,l,1-905-127-4490,0.0,94.0,Costa Mesa,Sgfttqbbawgjswynchhgblanjpftvea,5.0,Catalyst Health Solutions,1.0,2153900.0
kuo8405,W,411.0,,448803.0,DE,O,TGNZQLP,kuolpmuplanqtkroeriidghvitkfpg,,1-122-808-3486,2.0,44.0,Lewiston,XIXDXEUTYGFWKMBTZSADATTMERGSDCTNRUPAQGI,2.0,DynCorp International,1.0,693726.0
Gnx8406,,541.0,United States of America,494763.0,Alberta,O,Deeceotemeru,Gnxcpekaoavtafalndszen,,1-621-293-7749,,6.0,Hampton,APAJBOTETSM,0.0,Pulte Homes,1.0,1456507.0
NBI8407,U,618.0,United States of America,219917.0,CT,U,wjepvbz,NBITRHRBOVKTMRYQHHKGCC,,1-503-406-8132,5.0,78.0,Durham,IWLOHMEJNYCQENPSXGANRCOPJBHELDABEOWXMGLICOLWRW,4.0,Pantry,6.0,613257.0
tci8408,W,487.0,United States of America,275576.0,NJ,O,BTEKZJKQVRNICWNJFITACV,tcitchvfs,N,1-447-068-8633,1.0,3.0,Salem,Ynjfkyvemyweqxvzzcadefprduldpxoderhspsybgdfmoxphwuxwbdlfnabxmpgxe,5.0,SAIC,3.0,545439.0
lad8409,M,733.0,United States of America,313667.0,WI,O,ADQUISMISR,ladtpkm,,1-281-225-2506,4.0,75.0,Iqaluit,Uycwekapqddljhapqbzdxjfzjpbibtkgvsiixnytnzfknpsyasalcygqnmo,0.0,Service Enterprise Group,5.0,2352979.0
Gsv8410,S,788.0,United States of America,117546.0,ME,O,Mbpjwqtwhuuomoot,Gsvwgxjrthucokaridabgutkj,j,1-585-185-9026,2.0,64.0,Pembroke Pines,Iqkhkwlrmgurnownvehdgzaeahontkphucejyrqoeeepqddtffddlznkpnvdnublcpihwilhwv,0.0,Level 3 Communications,1.0,2662579.0
Fkc8411,U,393.0,United States of America,61410.0,MN,O,knuqbvebtxykgteuwqgdqabb,Fkcuenwvmgfeifnvvitai,,1-044-374-1808,5.0,85.0,Cedar Rapids,iqeczirncglzjlppnozyimjkjofolaudmqd,5.0,Safeway,6.0,313104.0
ntt8412,W,412.0,United States of America,193365.0,IN,O,agenveimvhiitvav,nttyfybokywtx,,1-808-485-8256,0.0,17.0,Savannah,Amqpjrownrhhsqllsczkqkbvbpoqojjqqzfi,1.0,CACI International,2.0,3015714.0
Enq8413,S,557.0,United States of America,99313.0,NE,R,vetrvncfyfxxawfbbbokvqsw,Enqpjoqtqevbbscgswpeoo,i,1-229-706-6736,3.0,,Erie,Sxaim,1.0,Land O'Lakes,8.0,614942.0
Zxq8414,M,397.0,United States of America,186026.0,MS,,Wmixcfxpsqkqudizcdno,Zxqfrxln,o,1-183-936-9819,4.0,66.0,Las Vegas,Gqqphepzxowutlfnpkqiesvmddetdfnrafclcafgaejcwfgqjrxxlh,5.0,Zions Bancorp.,2.0,1471593.0
CQV8415,M,561.0,United States of America,288720.0,NM,R,SRZTWMPOKKMQTRECMCZAPXKNCZXVD,CQVUHNSTCLRIGTDMRTLAXJRZK,b,1-469-487-5771,2.0,19.0,Windsor,Glzbpewpqkvxnsmhamivuxssrctflexwlolidhaolnkqxxibdzemzlswqznqtppmihtwkhpugno,4.0,Career Education,3.0,
BEZ8416,,516.0,United States of America,183068.0,ME,O,Xkjyheggatnawc,BEZYUWPFA,Q,1-104-525-7246,5.0,91.0,Windsor,KGVTRWHIRNSKDHMUQNLCKFLXRYFXUZJODSWFLOVRRQWGVTLPCZVHAVK,3.0,Apple,8.0,1353127.0
Yul8417,M,764.0,United States of America,406673.0,VA,O,Jjbfnct,Yuldcmtvrenhglivxbqo,f,1-082-889-7946,2.0,,Akron,qpmuyt,3.0,Mutual of America Life,3.0,488073.0
Jtb8418,M,725.0,United States of America,322767.0,WV,O,towplhdtqclh,Jtbfhxrlekfqxnq,,1-040-266-5438,3.0,69.0,Lowell,fgqmjqqhnbtshvvkhrfvujeankbupboamzbvjskrjxoryngzkvxkbxhpjoiunbuk,1.0,H.J. Heinz,,1770822.0
Hqd8419,S,463.0,Canada,41575.0,ME,O,MYPMTPLITIPFUVPJWKQWIXZILSXRPJ,Hqdfkhkiz,v,1-782-124-0009,0.0,39.0,Akron,Cqcegjcswkgilvihtmnvkzxfizamlttiphjrpaxxaqrjmkdumfadeivnskhkmudgx,1.0,Herman Miller,6.0,3349478.0
Vrn8420,D,774.0,United States of America,65319.0,New Brunswick,O,SSZDDQADLPA,Vrnmc,,1-729-495-5713,,67.0,Eugene,Hbkfardqbwjteotrgcxpcrkfnpersviflccbtlskdzfvdcwqaxuczfjqnwbjglta,5.0,RSC Holdings,7.0,3343920.0
WDU8421,M,654.0,United States of America,50132.0,MI,R,YQQVUJEPYSIB,WDURDRRH,c,1-363-125-6743,4.0,41.0,Savannah,HSNPNTOBOGUYTNAJIKEQVEFLYF,3.0,News Corp.,3.0,1500921.0
uab8422,S,329.0,Canada,491132.0,CA,O,Szwmbzzkrkuqvfmu,uabzeyax,,1-967-194-0873,4.0,99.0,Durham,unfmjhccokffuezzjlxhhidpaulfzkuvtcxcmefypebjotzpjtobtkqwuzxpsukicpvhdyzsfjp,2.0,Tenneco,9.0,3704032.0
