gncd,wnrrntflg,frstnm,mrtlstts,pstlcd,ntwrth,phn,ncm,nmbrcrs,nmbrchldrn,g,crdtrtng,mplr,nmbrcrdtcrds
lgv9814,O,Jegufq,S,Bzihvvbyqf,2451777.0,1-984-027-7433,129017.0,1.0,3.0,42.0,842.0,M&T Bank Corp.,6.0
Vvl9815,R,Mzlrbnvqnusktzk,M,PQRUO,776583.0,1-157-236-7700,430025.0,0.0,3.0,3.0,347.0,Automatic Data Processing,0.0
Ugw9816,O,Brziwasyvwgap,S,Gdmdlbnjbt,2562495.0,1-656-109-1600,97349.0,2.0,1.0,40.0,551.0,Mettler-Toledo International,10.0
Ryu9817,O,Telyhqnytndyakqmkwuljwe,D,Luplgst,3652078.0,1-635-447-3318,393547.0,3.0,3.0,55.0,565.0,Jarden,5.0
Vlp9818,U,Chrkbunk,S,ywozoerkq,557439.0,1-393-830-5416,182351.0,2.0,2.0,56.0,301.0,Brookdale Senior Living,0.0
lfx9819,U,Vpaqwunhlszalapqofoznrcmj,S,SXPPXJXUPKA,3406094.0,1-441-296-2469,416999.0,3.0,0.0,51.0,572.0,Airtran Holdings,3.0
JLW9820,O,Pfmdwmo,U,Jnnfard,,1-673-121-3558,417268.0,1.0,5.0,43.0,328.0,Packaging Corp. of America,
AMX9821,R,Unxcykhddddeqpavwcm,S,Wprqtaiifpi,2569171.0,1-405-616-8440,8210.0,4.0,0.0,24.0,318.0,Health Net,5.0
Uax9822,O,Qkxodimnmc,M,KDWZDFHPK,,,310092.0,2.0,0.0,87.0,397.0,Coca-Cola Enterprises,
eth9823,O,RWYDALURPXEGFFELJBZKJIRYLEEQEA,M,LZSRWIUVTD,3800745.0,1-062-969-9915,308220.0,1.0,1.0,2.0,755.0,UAL,4.0
Yes9824,,Dbxanxqyetewm,U,Rowrnedbgdvp,2501119.0,1-237-403-1731,13133.0,1.0,5.0,82.0,726.0,,6.0
KWC9825,,ixhyxmpbyjdysfh,U,ONURDXOYLBJD,2719500.0,1-763-307-9397,324723.0,,0.0,27.0,599.0,McGraw-Hill,9.0
Tqi9826,O,fmcmhcuyrlfknebswqajndwxdfs,U,Nsvqzlwwfjfb,2076148.0,1-354-555-1031,85424.0,5.0,1.0,83.0,418.0,Chemtura,1.0
Wpa9827,O,Vjfqioksqrywpwlvyaoizevsjjwmei,U,Gxvmaymhdz,3893034.0,1-913-677-8025,156722.0,2.0,2.0,50.0,807.0,Church & Dwight,4.0
gpm9828,O,gafdmvpbjyoeingukgxjy,U,Ftiviokemot,3870783.0,1-368-266-8562,220136.0,5.0,0.0,32.0,549.0,Family Insurance Group,5.0
prv9829,O,Zfjqxgyfas,W,VZRUAF,2179066.0,1-244-489-1174,398813.0,4.0,4.0,17.0,633.0,Kraft Foods,3.0
Ytv9830,O,Mgdmcbkntjmmlfjlbp,U,Noexilytzfe,3916822.0,1-801-737-7051,32185.0,4.0,5.0,54.0,300.0,Anadarko Petroleum,5.0
Ttl9831,O,Vmjzdsfyq,M,Kvzrp,1771227.0,1-628-498-6046,380312.0,3.0,1.0,68.0,383.0,Fortune Brands,7.0
Kkh9832,O,Fxvlxzcvyiawnvkdnbmsriofaejsna,U,Pbwequhd,2911392.0,1-520-341-5913,286646.0,4.0,4.0,98.0,598.0,PC Connection,7.0
LES9833,O,TULIDBTUGYZFSEDAGZICXMFGEL,M,Iykvwpxhik,2302082.0,1-955-867-3416,255157.0,5.0,0.0,23.0,351.0,,5.0
Kbn9834,O,Ubfbxjfpwiklmeqhnfgvnlcqclxihc,M,kajgselxyhsd,3809157.0,,151929.0,5.0,1.0,6.0,757.0,Fortune Brands,9.0
VNB9835,O,Luxsgxilotbdrrymsvrxckzpwso,U,Bopfksow,1780094.0,1-413-207-9887,416186.0,4.0,5.0,11.0,,Philip Morris International,8.0
mog9836,O,umqivnscuqkhuwzrt,M,Ojhblexfg,2476975.0,1-975-288-7412,248338.0,1.0,3.0,86.0,539.0,Oil States International,6.0
XOZ9837,O,Vowueiydaejbujfzxihgjf,M,ADPLLPPFTK,890294.0,1-540-846-0942,86514.0,3.0,3.0,50.0,,Northern Trust Corp.,7.0
Ixh9838,O,Dmiosnpltzyshfniwgzxclbtixrkm,W,jromb,2635253.0,1-252-815-0749,247336.0,4.0,0.0,93.0,819.0,Health Net,8.0
Awr9839,O,Vtcnf,S,ejvdrmfih,496823.0,1-196-424-5054,309440.0,,5.0,81.0,831.0,Pantry,8.0
RMI9840,R,wnaynxsyovn,M,UCHFZOP,362621.0,1-601-649-3790,486563.0,1.0,2.0,25.0,514.0,Publix Super Markets,1.0
iff9841,O,Ggebrpopiymiirz,M,xxqfqmsnoado,2966858.0,1-820-566-0356,408888.0,2.0,5.0,47.0,480.0,Smith International,9.0
Moj9842,O,lojnrkbbbbagplcua,M,chlacgze,2439916.0,1-362-942-1548,172886.0,1.0,4.0,,526.0,Cytec Industries,3.0
dnf9843,O,DFPDXKWHEKNP,S,PSEHMK,1037920.0,1-214-875-8476,499374.0,4.0,5.0,,706.0,Virgin Media,1.0
Kwl9844,O,Mmrndbqulakkmdjzpfpdyasqgp,D,Plrahvyojds,1071787.0,1-993-409-1963,360279.0,2.0,2.0,20.0,394.0,FPL Group,9.0
agh9845,O,Pfwnqlfxj,S,Evdsexkixjc,1964285.0,1-552-189-4153,479794.0,3.0,2.0,30.0,461.0,Honeywell International,4.0
Ikq9846,O,Idjmninve,M,Dnovenprqjm,905620.0,1-089-839-7520,,,3.0,13.0,390.0,Precision Castparts,10.0
Tcc9847,,EAUVPJARXMODLUOPKIBLGMDHKGPID,U,,358003.0,1-540-949-5084,417999.0,3.0,4.0,13.0,747.0,Cintas,7.0
Phc9848,,Karlbcuzgextmwtpexvvecgfm,M,Wgoqxoxzbo,2726548.0,1-864-528-6133,356581.0,0.0,1.0,16.0,671.0,L-3 Communications,10.0
dah9849,,auqmdubzsxoieudbzikuiwzudpm,M,RCRXZUMEWNHD,810916.0,1-860-284-0921,285031.0,2.0,3.0,32.0,631.0,Magellan Health Services,1.0
fyy9850,R,MEKONPERUJJOGQCVAOUSVGS,S,dqrhlbk,619755.0,,57300.0,0.0,5.0,74.0,634.0,Bristol-Myers Squibb,6.0
cia9851,U,Ovcfdhzptrunbrvyrbwxcxswt,M,Hjovsweta,2239170.0,1-717-655-6253,290970.0,3.0,0.0,70.0,492.0,Fifth Third Bancorp,9.0
Rup9852,O,Wbfsjecfdlutyladpiniisjtsot,S,Eimawihtsvb,892128.0,1-035-155-5723,103512.0,1.0,0.0,83.0,413.0,United Rentals,7.0
JEK9853,R,uxaolpgggeteeivpzldpicfxvuexs,S,EDMHYQMEEQ,3130806.0,,297632.0,,5.0,91.0,619.0,Michaels Stores,0.0
SGG9854,R,Gzqqjlcklmiwdtfnmu,M,Fmwtwfq,3473479.0,1-549-547-9329,239655.0,2.0,,99.0,446.0,Agilent Technologies,
rmn9855,O,Vtrhmoqpavtvbtaenjoirgqhyf,D,Xcurw,100195.0,1-754-004-1808,366997.0,4.0,2.0,84.0,767.0,NewPage Holding,5.0
BUP9856,O,Wouburmrwpyx,M,oapuiec,106595.0,1-336-478-8193,73136.0,4.0,4.0,73.0,428.0,General Cable,3.0
akt9857,O,Qiliqhbmqjzojcwjcsfpkrxjackjt,M,Xsrfq,817817.0,1-270-703-6913,92343.0,2.0,3.0,84.0,528.0,YRC Worldwide,8.0
PJS9858,O,fmupnxnlmnpn,M,btfjjlgouhus,2802149.0,1-256-718-0489,283951.0,5.0,1.0,54.0,523.0,NV Energy,4.0
Puy9859,R,Ehcphehiu,M,Sgefxjev,506871.0,1-417-894-7081,37154.0,0.0,5.0,34.0,658.0,Sun Microsystems,7.0
hoq9860,O,Cdhhruknuuyotrtqmvnhiqjsi,M,cvktzjmnneb,1405175.0,1-185-319-8207,96303.0,2.0,5.0,48.0,475.0,,5.0
Rqx9861,O,gaemcecciayvyfhcin,D,,2650306.0,1-450-615-4188,430997.0,3.0,3.0,76.0,678.0,Lowe's,10.0
Qmb9862,O,Vogsqmmzmtagryezlc,M,WMALOJGPTYQN,1956097.0,1-871-896-6899,428569.0,2.0,2.0,10.0,469.0,Total System Services,
ert9863,O,Aaeklti,W,Nbwqyjg,973923.0,1-346-609-8684,304381.0,1.0,3.0,74.0,595.0,Integrys Energy Group,1.0
sjl9864,U,IHZXQHG,D,Rfsxjhdg,2446019.0,1-983-655-0855,422144.0,5.0,4.0,96.0,749.0,Collective Brands,2.0
LCR9865,O,vciftdutcvobokkfvktjtj,M,VXSAUAAUZTKF,,1-595-433-8361,385918.0,2.0,2.0,43.0,344.0,Snap-On,1.0
Vjb9866,O,Gytohga,U,LGBNYJHKAJ,2169049.0,1-409-001-1296,46320.0,0.0,3.0,74.0,337.0,Applied Biosystems,6.0
fhb9867,O,Yoavs,S,DHODFOBH,2566691.0,1-819-971-2152,355052.0,1.0,3.0,75.0,841.0,Watson Wyatt Worldwide,4.0
Vzn9868,O,rbnor,U,dsboanrla,2356764.0,1-193-083-0580,335409.0,,1.0,97.0,544.0,R.R. Donnelley & Sons,3.0
Niq9869,R,gycvmjgjlnursxlosbhklusknt,U,zvefwpsyvm,2465932.0,1-784-700-1830,353085.0,0.0,3.0,25.0,574.0,FreeportMcMoRan Copper & Gold,5.0
Lza9870,O,Btueqzhhiqfeezgipt,M,EGOSCWCL,838029.0,1-944-696-1094,,0.0,2.0,88.0,411.0,Smith International,3.0
nyp9871,U,Tqkbngqvnboymexlypxjchufopdnv,M,FQWVNRBM,1194315.0,1-467-923-4156,15241.0,1.0,5.0,53.0,428.0,RPM International,2.0
YKS9872,R,Jrtizmicwhzfdnrlnjbxtrwsstbuf,S,Jxfgaesdyfks,896952.0,1-551-393-7913,201461.0,5.0,4.0,21.0,768.0,YRC Worldwide,2.0
Miu9873,R,PMKGJJLMCABGQDEHKKGIRA,D,Hwivicvow,1449534.0,1-419-879-0272,175251.0,4.0,5.0,91.0,841.0,Newmont Mining,4.0
MGY9874,O,Dvfuiiptyienhaawgk,U,cjaegfcwx,2836067.0,1-069-537-7174,179654.0,4.0,5.0,51.0,698.0,PSS World Medical,1.0
Gez9875,U,MTVROYES,M,xneikr,3528220.0,1-889-695-7999,228684.0,1.0,2.0,56.0,,Southern,10.0
Pmm9876,O,onvni,M,lovzfaqou,844644.0,1-210-900-6565,363168.0,1.0,3.0,9.0,656.0,Perini,
APL9877,O,STDJM,M,Mfrulfcbz,3620604.0,1-607-512-2320,403522.0,0.0,4.0,19.0,565.0,Ecolab,5.0
jlx9878,O,oymhqcn,M,Qhgrb,400095.0,1-749-491-3569,69468.0,1.0,4.0,,371.0,United Natural Foods,6.0
CXM9879,U,HCJDCFMHQQ,W,Ejkjaust,847663.0,1-348-668-6049,217571.0,4.0,2.0,26.0,753.0,First Data,4.0
aah9880,,Tojyz,S,Jpdqbh,2345473.0,1-486-450-1008,137162.0,1.0,3.0,2.0,615.0,New York Times,7.0
Huy9881,U,Lqojfrjhll,W,Gpgoazrimgpx,3395353.0,1-979-047-5794,497380.0,3.0,5.0,18.0,405.0,Olin,10.0
QZC9882,O,XLXRZG,M,Vmwtekqmi,1433403.0,1-493-543-3043,,1.0,4.0,88.0,731.0,Con-way,10.0
HGM9883,O,gnfxkrsstu,U,ipohwfmjkju,563734.0,1-632-596-9700,27599.0,3.0,2.0,46.0,795.0,Pfizer,4.0
ebf9884,,Ydmjvbfpqjxjxnkuvlrxvpcpxgdye,W,Cubvu,2116224.0,1-083-018-8740,153424.0,4.0,1.0,94.0,826.0,Liberty Global,2.0
GIQ9885,O,bbvwbzes,S,,95894.0,1-273-786-5182,161673.0,4.0,4.0,68.0,768.0,Pentair,2.0
Csi9886,U,Smgnvmplsk,S,ymguyfrfe,2002783.0,1-159-822-5035,466318.0,3.0,0.0,71.0,,CF Industries Holdings,4.0
Iev9887,R,cliyceyftqfemphbqvihpazchbf,M,Kmldwrttlu,2439845.0,1-416-527-7417,304015.0,1.0,4.0,74.0,485.0,CACI International,1.0
zau9888,O,Kbbgjie,U,Pqwojlxycnuc,2342350.0,1-797-409-8765,130884.0,0.0,3.0,98.0,463.0,New York Life Insurance,3.0
Bxb9889,O,Bihmokrtdfevfolufixldgooovadj,M,PLVXNFBEM,2694839.0,1-490-149-9176,480167.0,2.0,3.0,60.0,769.0,,6.0
Gmm9890,O,Olxbzqlycx,W,Nqodtedd,1486843.0,1-368-070-9973,133671.0,3.0,,40.0,556.0,Timken,4.0
lii9891,O,Avjjhwnxofhdmi,M,Rpguxpxl,3037943.0,1-277-087-0426,480094.0,4.0,4.0,66.0,505.0,Michael Foods,10.0
mep9892,O,SRXLROSWGNUAJMOPJ,W,Tybpku,,1-279-864-8716,38745.0,2.0,4.0,56.0,393.0,Idearc,5.0
jiq9893,O,Fczuvcdhmabwi,M,Gkvwdz,524271.0,1-439-540-3593,216278.0,0.0,2.0,68.0,710.0,Paccar,2.0
Smg9894,R,Xhsyjxmlalukdubttqgsay,U,Dlnqdnjdddpk,1364045.0,1-446-000-6052,159431.0,4.0,4.0,65.0,499.0,Aventine Renewable Energy,10.0
hlv9895,R,Oczxjvwjvcgdqbwsmmzdvxmgl,U,Dtnixiyknwp,,1-241-295-6865,19888.0,1.0,4.0,23.0,503.0,Boise,10.0
Umi9896,O,Tcpkhab,,Gsqam,1640714.0,1-050-189-4873,256100.0,5.0,5.0,96.0,664.0,Erie Insurance Group,
UIQ9897,O,pnldkvvspujybaicizguk,S,Kbgmrcyx,1149542.0,1-897-005-0822,218532.0,0.0,0.0,38.0,580.0,Rite Aid,5.0
fpi9898,O,Uxfidecozcdoojdcsmgzdywmadeqq,U,gtrgrvy,,1-785-431-3324,448600.0,3.0,5.0,0.0,381.0,Owens & Minor,4.0
TMU9899,O,KVXDTESZRHPYXUKKTCORQJPVGE,U,Mxecghvm,2850504.0,1-777-561-6436,248667.0,1.0,2.0,2.0,325.0,,1.0
AWQ9900,O,Hytocvtejysavmhtxojpcxmkjeu,M,Lvlvvzvmrva,1927935.0,1-780-406-7547,421362.0,1.0,2.0,9.0,613.0,Rockwell Collins,7.0
Koc9901,R,VEXWF,U,Twmycupggzzj,3088112.0,1-967-103-9377,321585.0,3.0,1.0,58.0,326.0,Pep Boys,6.0
Dds9902,O,UHOKTZGPPQAXMAKJPPRNQRP,U,,1745256.0,1-026-018-4555,265660.0,3.0,3.0,62.0,304.0,RSC Holdings,10.0
Rss9903,O,Nvxywjxxptxv,S,jnuadqdor,3478614.0,1-794-707-6361,256894.0,5.0,1.0,22.0,841.0,Analog Devices,9.0
IHF9904,O,Qifjpngclpbtqlfxkksmpy,M,kmzdrxzjp,2203683.0,1-809-289-7249,217120.0,1.0,5.0,57.0,456.0,,10.0
Mmr9905,O,Gzsuxxtbpavsnm,U,LQYHN,389491.0,1-971-340-2739,359626.0,3.0,1.0,72.0,322.0,CC Media Holdings,9.0
TAQ9906,O,Hwmsszycqojevkbvtcgrtrf,M,Ygffjgf,2084364.0,1-997-869-5483,232875.0,3.0,2.0,48.0,749.0,Constellation Brands,
yyp9907,O,DYURNLKAOFDPLYBHLATE,M,nzqrg,3727741.0,1-652-023-8483,335620.0,0.0,0.0,84.0,592.0,Great Plains Energy,9.0
Kmg9908,R,KFIPNGPHDASUONXLEVWQ,M,Htihxemq,15865.0,1-537-733-8366,75247.0,5.0,5.0,46.0,665.0,Henry Schein,7.0
jnr9909,R,Dtyozq,U,Swkmbxesg,1627406.0,,458699.0,5.0,0.0,70.0,621.0,Calpine,1.0
Urv9910,R,Hykhrtdemgxpey,,IWFCQJDOKDR,43053.0,1-287-654-2438,333343.0,4.0,5.0,98.0,840.0,Lockheed Martin,1.0
PVD9911,O,THJFEXOCOBBORRNNACADSA,D,Ffhdpmbhkkbp,3870271.0,1-485-106-8017,141104.0,3.0,3.0,73.0,806.0,Tenneco,6.0
MKQ9912,O,Rujdxilpigmugmkhtxwsj,M,Airgadp,2916832.0,1-248-843-8017,6992.0,0.0,5.0,12.0,766.0,,3.0
AFB9913,O,Dtaeroklwtyiyl,D,kwvjagvihwka,1104262.0,1-708-984-9780,309180.0,4.0,0.0,89.0,341.0,PepsiAmericas,0.0
Twb9914,R,Xbhvqraybuaernzatbosvwnbde,M,Ncrffko,667902.0,1-328-471-4213,,3.0,0.0,11.0,570.0,OGE Energy,6.0
lfz9915,O,wnvartjntxrvsmdkw,,HHHCZQC,1873427.0,1-182-809-0312,246734.0,4.0,3.0,99.0,642.0,Gap,10.0
CPH9916,O,Qxwuxtlmv,S,Gkvovhb,3464870.0,1-870-707-8696,92762.0,3.0,4.0,22.0,363.0,Family Insurance Group,8.0
Mbh9917,O,Uonkncmclphyixsninpwrnlfg,U,Mjifeeva,813850.0,1-652-374-2595,321743.0,0.0,2.0,68.0,813.0,Parker Hannifin,7.0
Xep9918,O,Bnwnz,M,nszbhfawdhr,207598.0,1-423-169-1051,298505.0,4.0,4.0,,738.0,NCR,10.0
Pgq9919,R,Gugxxpxnthcfsxplempdizrtspjivh,M,Nzhoxj,1983672.0,1-718-318-5063,472587.0,0.0,2.0,35.0,700.0,ConocoPhillips,7.0
ZRY9920,O,RVTCCCFIHGQWTSOTUYTECIIE,U,andwd,,1-653-791-2483,84781.0,4.0,3.0,,511.0,Honeywell International,1.0
lhb9921,O,Vhrkcrjnnkcgvwt,,Qnssykij,2629512.0,1-574-075-7346,,0.0,1.0,64.0,408.0,RPM International,3.0
tco9922,O,KROEQLBZDNYCDLIEHGKCZR,M,Sohikqsfpu,468793.0,1-109-000-5273,439717.0,,5.0,81.0,403.0,Zimmer Holdings,0.0
rrx9923,U,Mwgrjkjsxkatgciijrsojabxrwah,M,Rlplrfskjlu,3229310.0,1-818-102-2606,211844.0,0.0,4.0,15.0,,,0.0
Yws9924,,Ekani,M,GKGYUBJ,3004304.0,1-589-331-4934,,5.0,1.0,63.0,531.0,AutoNation,9.0
DCG9925,R,Thzjidothkikijmkcuqcrqautn,M,PVKSFOIF,1617848.0,1-284-446-8984,95032.0,3.0,,41.0,519.0,Universal Health Services,9.0
pys9926,O,Hjtqydvkbbjgfidzzsc,W,LPCDTD,769693.0,1-124-118-0596,138163.0,1.0,0.0,13.0,313.0,Systemax,8.0
ihx9927,O,Pczln,M,UXCUHPMU,1154495.0,1-360-376-8323,446526.0,4.0,3.0,65.0,579.0,Sprint Nextel,8.0
slt9928,O,Fdwjwioledpmtphkklcisodgum,U,Whwlhsjkolxo,1054531.0,1-666-477-6134,69393.0,0.0,4.0,23.0,530.0,NYSE Euronext,10.0
EOM9929,O,FVODCXQYOU,W,JCBQU,3360669.0,1-208-351-1734,14073.0,3.0,2.0,52.0,355.0,NuStar Energy,3.0
Ctt9930,U,KAEJYMFMS,M,fqlvyaoup,2842734.0,1-229-318-2971,294077.0,0.0,3.0,40.0,313.0,,0.0
YKK9931,,Rxnjhpdtnxalyl,U,Lfjpcisgup,457529.0,1-773-149-4206,185014.0,1.0,2.0,69.0,396.0,Abercrombie & Fitch,5.0
Acp9932,O,Vxodobgpowkzgvheggillwr,S,Xezmsgewdh,3529994.0,1-283-835-0166,291320.0,5.0,4.0,56.0,792.0,Vectren,1.0
Svn9933,O,JLRCYKLKDGORHNDA,M,Talpokv,2134962.0,1-499-794-9314,258469.0,0.0,3.0,,600.0,Cinemark Holdings,8.0
KSB9934,O,Yiwqbrcfddouynpqdc,D,cllhjdabw,3439269.0,1-411-165-8892,279488.0,1.0,1.0,95.0,344.0,Furniture Brands International,1.0
glz9935,U,Yjcdma,,hmvope,1089291.0,1-450-611-8246,283927.0,3.0,3.0,31.0,664.0,Carpenter Technology,8.0
Qwz9936,R,KCJLTJRY,W,WHHYW,1186944.0,1-711-879-0121,54913.0,0.0,4.0,54.0,746.0,Costco Wholesale,5.0
Ooj9937,O,Huivdqiyblw,M,Krisipluczq,354550.0,1-607-189-9575,65141.0,0.0,1.0,42.0,795.0,Cooper Tire & Rubber,10.0
ojf9938,O,XOEZWVTIQJJLZYUQDNONWDVIMXAWAE,W,Uzaehqnuqm,2954808.0,1-703-570-3406,25073.0,1.0,2.0,32.0,,General Electric,7.0
Kwz9939,O,oyyolzonxnwmsghngupjuhvv,S,Akeuduipay,486311.0,1-788-584-4878,222766.0,2.0,4.0,33.0,832.0,A.O. Smith,7.0
FVX9940,O,TDOEJIPGMAHQPHBDKMWWFUKI,D,Vqzklzfjj,,1-837-966-7016,257636.0,3.0,3.0,94.0,365.0,Enterprise GP Holdings,3.0
Sdh9941,O,XWADAMSPVJR,M,Kipggcgkduau,1641768.0,1-764-781-9763,,1.0,5.0,20.0,827.0,,1.0
QTG9942,,Eqzxwmlfbsirvassmouqudt,D,UKENILG,2148413.0,1-639-737-7537,14337.0,3.0,0.0,13.0,575.0,Cabela's,4.0
JFX9943,U,Lilwhirpimhwuvjovm,W,uljzncnomb,968265.0,1-220-082-0931,171557.0,3.0,4.0,88.0,832.0,Dynegy,2.0
WMS9944,O,Ihmiacm,U,wintebwcrdl,285248.0,1-999-016-8444,492359.0,1.0,3.0,95.0,524.0,Invacare,8.0
Bka9945,O,pthwkenfgqxc,M,IEVMFKN,1978929.0,1-382-217-3884,348574.0,5.0,2.0,15.0,545.0,Interactive Brokers Group,5.0
Qlu9946,O,Rldyrhpndzhhxhisxmv,W,usfbbsvwv,228156.0,1-991-923-9235,403628.0,4.0,2.0,97.0,560.0,W.W. Grainger,6.0
Lsi9947,O,Udhqnbgtxiueap,M,XRUIJTLQCOUO,1831564.0,1-650-223-6393,343117.0,3.0,0.0,56.0,335.0,Adobe Systems,2.0
cwz9948,O,PNFOGF,U,xmuhrb,1779473.0,1-057-448-9870,79562.0,2.0,5.0,51.0,499.0,Pfizer,6.0
KIM9949,O,Jxiguuta,M,SPLKNGRAG,860482.0,1-597-448-6618,469154.0,5.0,0.0,8.0,342.0,Capital One Financial,7.0
WIV9950,O,Jgrkxejukoulngxbviknapz,M,Kskgg,3622268.0,1-035-171-4038,476233.0,4.0,4.0,79.0,802.0,Anadarko Petroleum,1.0
uxg9951,R,Qmmrvzwchuecuudbcodzbgqivjksah,D,Afzahjljbc,1138798.0,,195396.0,5.0,4.0,13.0,426.0,Pepsi Bottling,0.0
vvt9952,O,Hfgxehkfjknkwjobaelwnfvokft,S,Hnvjmseju,922109.0,1-432-890-3579,448092.0,2.0,4.0,47.0,421.0,Allstate,3.0
HJY9953,O,Hgglzsgwkauyjzmedd,S,Cysafkafm,646544.0,1-845-292-6913,342147.0,1.0,4.0,9.0,530.0,Teleflex,9.0
NOB9954,R,gvniwounfdakxfpij,M,GMNBPEQHD,3760420.0,1-336-381-6195,93335.0,3.0,4.0,68.0,452.0,Harley-Davidson,4.0
Wpi9955,O,gdfbddim,U,fdcsecw,780192.0,1-411-418-8803,251230.0,3.0,4.0,24.0,672.0,Marshall & Ilsley Corp.,2.0
WPW9956,R,Dqijevbyfxmnwsmhwwhnoces,M,Oiqehef,2787515.0,1-474-116-8712,84409.0,5.0,1.0,63.0,504.0,Smurfit-Stone Container,0.0
Wbr9957,R,Htoxjzjlccxs,W,VDXNUG,244252.0,,47384.0,4.0,5.0,31.0,841.0,Terra Industries,0.0
AEV9958,O,Htwumkbbazrp,W,Yzyzinag,3528341.0,1-665-795-4500,476045.0,4.0,2.0,64.0,695.0,Halliburton,2.0
Avp9959,O,AGKIXBSZMPECHHHQUKLNHOKEOLFK,S,SHFINJYGD,1994954.0,1-262-644-2459,2655.0,3.0,0.0,4.0,369.0,Host Hotels & Resorts,9.0
Ngf9960,R,PDQNJUUUUCCIUOCJXWJ,M,Gyear,1336108.0,1-971-200-4914,253846.0,4.0,5.0,23.0,658.0,Liz Claiborne,
XNP9961,O,BVPDLRZCPLRMGLDOIXRFGXECYUXIV,D,,1817303.0,1-660-892-0870,486272.0,5.0,4.0,60.0,709.0,Annaly Capital Management,6.0
pey9962,O,Czpwjfdja,M,JENWLEGFCZBM,3454142.0,,274933.0,4.0,0.0,13.0,545.0,Franklin Resources,4.0
Tjs9963,O,cgngwgvsyqfwquq,U,Kanju,198600.0,1-362-620-3196,194656.0,1.0,3.0,78.0,363.0,,0.0
uir9964,O,Ofyfxqpaasoidvl,D,Ddzjdlecfxs,1428445.0,1-835-776-9979,182149.0,3.0,5.0,,752.0,MetroPCS Communications,4.0
Yhy9965,O,Toxoxanquhdceertldkbc,M,nvvqc,,1-995-775-1277,476300.0,5.0,3.0,13.0,631.0,,7.0
Kil9966,O,Orjdntjfplbqakbuxmmthknr,W,Iungcnk,3102320.0,,96472.0,0.0,3.0,60.0,428.0,StanCorp Financial,2.0
sdl9967,U,Ulcqxstmvfgqcfhpscaslrjon,S,Dxtwds,3031369.0,1-893-384-4849,231626.0,0.0,3.0,19.0,325.0,Northwestern Mutual,1.0
gmu9968,O,YLHRUHNRNWICILUPAHKSVGNOTO,S,CPTSUVEJ,1077981.0,1-373-728-1522,49098.0,1.0,5.0,88.0,612.0,Applied Industrial Tech,6.0
Zro9969,O,KJNUKPOCKHCAHXCIVBDIUOB,W,ddbjz,2325514.0,1-108-469-7278,344614.0,0.0,0.0,75.0,,NetApp,7.0
Oyl9970,,GBMAFFRZEEHNHYUY,W,Akqvrokxmmmm,970103.0,1-964-738-6809,256466.0,5.0,5.0,56.0,687.0,Belk,6.0
Xfq9971,U,Lmsxmfqiowccgxolpxasmkko,M,Ezoogaxbmym,1769681.0,1-896-585-9857,246431.0,3.0,0.0,88.0,750.0,Pepsi Bottling,7.0
Cst9972,O,Bhalpuavzynqdvtjouzflfkzofjko,U,hbpijmq,1024654.0,1-950-666-3504,416080.0,0.0,2.0,,673.0,AT&T,9.0
YGS9973,O,Vnqvrsdgcgulndyqnfz,M,Ygvgmkqlchj,249951.0,1-492-758-0108,232546.0,4.0,3.0,52.0,623.0,Humana,
URW9974,O,Qpyrtyoqacwtedrhzr,M,UZGWBPZQITNZ,1630478.0,1-469-855-0684,176152.0,5.0,1.0,86.0,792.0,Beazer Homes USA,8.0
LGE9975,O,evbqtprgifjogzlh,S,XBGNCB,2736671.0,1-906-550-1449,99224.0,4.0,1.0,78.0,777.0,Great Atlantic & Pacific Tea,9.0
SPK9976,O,WQZGL,D,ptjdxhlx,3677397.0,1-492-565-4758,143783.0,2.0,5.0,89.0,377.0,Western Digital,6.0
svm9977,O,ZSOLSRA,W,PRBLHY,2341352.0,1-571-166-0406,305447.0,4.0,,27.0,667.0,Caterpillar,0.0
TJH9978,O,Gvrybqsjawbhdq,M,Pdana,2405463.0,1-135-469-2934,75007.0,5.0,2.0,78.0,458.0,Michaels Stores,10.0
Jjq9979,O,QJETMDNHN,U,xxgqurpbj,3969807.0,1-983-117-8717,256518.0,4.0,0.0,96.0,804.0,,10.0
iaw9980,U,Noxnbiwwddjdmlqnfhmmkumpr,M,Xnuzpcfugxmk,3988978.0,1-702-773-3515,387592.0,3.0,3.0,23.0,366.0,Del Monte Foods,3.0
Ucx9981,O,KVBBBKYGPK,S,Aitedhev,2553164.0,1-546-881-8509,346508.0,2.0,3.0,18.0,665.0,Alpha Natural Resources,2.0
Ebv9982,O,JXWYQUMZBZY,M,bnamauukrllz,3391162.0,1-002-192-0661,408235.0,,4.0,73.0,554.0,CarMax,9.0
qje9983,O,ITJALLECYDTCBZTPBRY,M,Bxfoiru,2598686.0,,315970.0,5.0,0.0,86.0,,Interstate Bakeries,7.0
HRV9984,O,TIBCWEQZYLONGLUJEKSKDHZ,U,aiuengu,3820785.0,1-426-470-5366,189077.0,0.0,3.0,77.0,600.0,HCA,10.0
oju9985,O,wkeaoomrj,M,Mlffays,1453831.0,1-472-071-7502,314101.0,4.0,3.0,90.0,,eBay,6.0
Uxd9986,O,Hgdmleltixaulnjdpznjlbi,M,KABEEZC,276003.0,1-280-630-5078,491753.0,4.0,5.0,91.0,617.0,Plains All American Pipeline,10.0
