AgeID,Coun,NumC,LN,NumCreCa,AddLi1,FirN,Ge,CreRa,OwORFl,Inc,Ph,NumChil,MarSt,A,Em,NeWo
wrw10399,United States of America,0.0,wrwysnacoxneup,8.0,Gokcwaddwzjdziytgbbcnktgvvxdkevjmywalnzjquhvzzulumyfhykzlevcvdlb,UCTKJCQHZPJHLJ,,307.0,R,45555.0,1-902-264-3515,0.0,U,53.0,3M,
Tmx10400,United States of America,0.0,Tmxyjoavalefschzbyvmluwsxk,2.0,Uvrmgnbtkcuiobck,Lhqtmawlvoqkzmvawq,,336.0,O,181961.0,1-629-054-0925,5.0,M,18.0,AnnTaylor Stores,3531392.0
ipr10401,Canada,0.0,iprjzgppvvmfktdgxqgptydtf,3.0,UNYQQRKOIJFAIOTSHSZRHSGKHLTTQAFMIXHHRPVFKTBMRGJTXSBKYVJFJLCDUCCJBCGW,SKZIPRXRDZOJOQQPVMNLGNQBAROG,,397.0,O,360320.0,1-650-206-3818,0.0,M,89.0,MetLife,1468859.0
Fto10402,Canada,1.0,Ftomuhhjcnufetmec,8.0,IYJCPGWXWINXOMIRLWQQSBNGFFPMOHURSWGNRASACLBYREBVCCANMSUBHYCWTARXHCSDFSL,FRRYPNYTURUOYPLUWVDJPYDFLRQCPS,F,584.0,O,333323.0,1-647-325-6591,4.0,S,3.0,Vectren,2930619.0
Sca10403,,0.0,Scafjtynujfvlr,,DCRHJKZVSUBZYMBGMFIMPPYDYOTYUVNORTEEHVJWPAFPQEHKJMUKLDTUPPOHYHM,gaoicgrzdzuvyjt,f,524.0,O,402623.0,1-098-341-0165,5.0,S,41.0,International Game Technology,3244432.0
JVB10404,United States of America,4.0,JVBKKLGWKUUEJE,7.0,BVDYWQUNBJNUQMNBJDQBLZZQQYJASTORHUTAIAOBJYNIXVH,Yenluowzreuinfpggfawwtf,,708.0,O,171360.0,1-321-449-2866,3.0,M,25.0,Citigroup,3956073.0
Dmr10405,United States of America,5.0,Dmrzmtdligmhpfgavchiowigiwer,4.0,Gqruxekwktispikrnuujtzrcqqepwhtqpnpppbqis,Tzqpnybywsmxvmxqkuyseqeyvicyb,,712.0,O,372714.0,,0.0,S,93.0,American Axle & Manufacturing,345639.0
Zlq10406,United States of America,0.0,Zlqskuduqjfiqqxlks,3.0,Xnchlfdwidvqzcvxrksdsllmdcftffvcgugwbwgsuisvmyxwbngilvxtizglufdppdsw,XDBROFESIGAPIRFENFTWLAA,M,368.0,O,104054.0,1-076-103-9171,3.0,W,94.0,Walt Disney,1653457.0
Qqa10407,United States of America,,Qqatfsqtjkhqybdui,2.0,HIRWCWEBUTIPIFNKNYYMVYSFWGELYRONGKK,qcmcnbogdsgdab,,751.0,O,108655.0,1-055-649-9865,5.0,,25.0,Dover,14823.0
OXN10408,United States of America,5.0,OXNGBVKUEGQOQXXDB,7.0,QWNWQJCSQRWZDOIBFZERRPUAJZFYTBXGSMFFTSIESLTSIODOABDBSPKOXKZUNCBKOMSXNRBVATRLF,BZQCNDEXPAASLSPVVPBHYXRTOBBMV,,662.0,O,62725.0,1-543-704-6970,1.0,,46.0,Cameron International,3886523.0
Exi10409,Canada,3.0,Exiifponyvnbbcgbaoxv,0.0,Oglktjxxwjnsomvdaswgbruoldlowgyfoefvcmqzxyonjfahavkcaatihjfculhpcyekwnhbl,OORENWTECUSHFYHJTXMRJFIQJI,,601.0,O,9386.0,1-969-619-0423,1.0,D,14.0,Northrop Grumman,565709.0
Fsm10410,United States of America,5.0,Fsmbxptbpoxclxzxoeepjfnvzu,2.0,Sgqyypirdyckhqjnwirlrfbtpazpdskjgtlulukhtxurkeowrcwxwbtdgqlvjimny,Quxdds,F,521.0,O,242359.0,1-829-059-6978,3.0,M,3.0,Verso Paper,2005276.0
PTG10411,United States of America,1.0,PTGUSYTUWZVDYGSMMKLNRNDJUIP,10.0,Vgsieuafeugeoedwmkwselzwvynsarlxki,itkgcfvfaepmppknxdsdgvnoey,F,492.0,O,385228.0,1-208-993-8038,1.0,M,26.0,Vanguard Health Systems,949077.0
bhv10412,United States of America,3.0,bhvhjokeevkmstgkm,2.0,Zdehlolwcuiqjleh,Thdzkl,M,347.0,O,98805.0,1-588-639-2048,3.0,M,24.0,Mueller Water Products,96133.0
oon10413,United States of America,3.0,oonwtogiyei,4.0,Gkivdd,Aoxadwmwjkkjgpogywpiw,,721.0,R,415562.0,1-901-581-2442,3.0,S,65.0,American Greetings,2202163.0
Xxh10414,Canada,5.0,Xxhbejaitvvsfm,7.0,AOEDWGVRAESZHHWKBQWZKZLQBSMDYCUPAEXSXUOKXRTKYGCADQTYEOLBIXVRKHJOMOD,mcyoeaiqajuerwtumtkdgpcfdpvhd,f,587.0,O,441587.0,1-699-693-3144,1.0,S,18.0,Burger King Holdings,1028525.0
Exw10415,United States of America,2.0,Exwmmrjqhuic,3.0,DOJJEZUJPFGED,Vufcuzyrtwgthjkrkwwosqsqai,,665.0,O,9627.0,1-619-613-5731,3.0,U,95.0,Key Energy Services,3993579.0
BBG10416,United States of America,0.0,BBGKGQS,7.0,TLSJKSMYKRKYXLR,Clgkzavainqjgyrazoaz,,596.0,O,233862.0,1-681-708-9564,5.0,S,71.0,Cincinnati Financial,1996284.0
FPW10417,United States of America,4.0,FPWHZJSZSUVODYIWORSVMAHFLE,5.0,Seqxhqtjjotvxakscnuvzvizdcjhxzrpiccblfpdnccumeayyqrjbqpkknnc,MRJFNJZFYHBCTH,M,805.0,O,334308.0,1-476-753-5709,2.0,,85.0,Capital One Financial,3171120.0
xwl10418,United States of America,5.0,xwlvhbmmuujzqqsablc,5.0,SCVZEHQGFGJHEJPOAVHXASIVRIBSXVERRFLTGYVUUADSNOOSZBTANFKIMLMYLAQDHCXP,UBCQLKKM,F,809.0,O,161029.0,1-311-133-7551,4.0,M,73.0,Calumet Specialty Products,2340281.0
Cwg10419,United States of America,4.0,Cwgrcdmrbfzmlsvrfpaktnrkzdi,4.0,Cavhmdhpjujzwgluticzg,jmyzpoeubb,m,649.0,O,53470.0,1-906-549-1148,1.0,W,80.0,International Assets Holding,2066049.0
Kyj10420,United States of America,5.0,Kyjnftszaudleggcvgnyffvpagm,6.0,Hwcpnftivtueqvwydbufavcaebdsarjoqjbaxh,unzomgvqlicivuaudtsgigytnazm,F,477.0,O,30532.0,1-524-589-9427,2.0,,91.0,SunGard Data Systems,1083692.0
BLW10421,United States of America,4.0,BLWOWLNMILBCQNKYK,7.0,rxvypzncdptjqlmg,FPAIWBLXKSZOPWBQB,F,573.0,O,25972.0,1-999-517-3538,4.0,M,23.0,Masco,2004942.0
ILU10422,United States of America,5.0,ILUJAZBQFTNHNBVWOHAXBWLIYHQE,8.0,YOJPTAKYCGGNQFMJFXKTZKMHYNHVAZXQXHODVNACASDNHSWWFOJSNZTVXMGOJSIDIFNHG,Ecgtwthqnuebqgigbosvnxahyf,,553.0,O,142504.0,1-917-543-3586,5.0,S,29.0,,819322.0
iwu10423,United States of America,3.0,iwufwdrrlhwnmoj,9.0,Huqwdpxiaxgmsgpajwjwfssrwdvanckkhm,Ckwveqjcmqwwfsfzwbnk,m,828.0,R,,1-115-454-7047,0.0,M,5.0,Gilead Sciences,1416865.0
Zor10424,United States of America,3.0,Zorwfzosgzgwhpleu,3.0,Fimkmjghkutludfmjcnweklwvolqjnlwzibogoukijof,ZIKWNVUQQXKWLEQKYYSYSFBLJIFZS,f,841.0,R,176799.0,1-067-939-1946,4.0,M,2.0,General Dynamics,120180.0
Glo10425,United States of America,,Glorgioocjsqdod,,Kgknjiusid,Zyxwodwvtohhftlxtrobgku,,800.0,O,218694.0,1-958-298-5821,2.0,S,51.0,Amkor Technology,2281823.0
Afv10426,United States of America,0.0,Afvagbpkawwwqdmkfayq,0.0,Uvbtunipvdvbqjmovoxxsrvwobtqhvmqxhrgin,Gtoxfleo,M,517.0,O,35119.0,1-923-250-5865,4.0,M,40.0,Target,2855023.0
Zia10427,United States of America,4.0,Ziaoqcjbqjeqyiyhb,1.0,Phxarwzalbxburpeullkjhtrgrxikstxfhcabzpbhpvrqrtaiunrvnfyn,Hvztg,F,765.0,O,117585.0,1-171-725-5237,2.0,U,46.0,Paychex,3391808.0
xjj10428,Canada,4.0,xjjvcmrsdanruwimkzh,8.0,PNJMEAXNEPTFKUAJPZYJEXRCJ,ipdivmbwhkvdcsvjukbigmyfkfckoe,,638.0,O,288582.0,1-150-785-4368,0.0,S,40.0,Zions Bancorp.,67395.0
vrx10429,Canada,5.0,vrxfkcepmfrsovotoncm,9.0,smdtkvqqrkqqvirfnbrsqfbuwtlndehxytssoucubgtknnqcpfuskcvko,Tlodqe,m,,O,10147.0,1-476-442-7533,2.0,S,47.0,United Services Automobile,3442111.0
RDB10430,United States of America,1.0,RDBQBTVEOWBJGENHWADFHANMIU,9.0,USRCRY,Mfeblfnzpsqpqp,,380.0,O,41641.0,1-752-777-4031,3.0,M,7.0,Hudson City Bancorp,1649692.0
TSJ10431,United States of America,1.0,TSJQVNUKSGSSG,9.0,ueltnzzjxweiufdmytaydmgxhrjfomwrejhkldlvvzqfyklhzjqngn,TJZJCDPKHFXEWUCBYQKQVYQG,,847.0,R,391424.0,1-115-371-5625,2.0,M,90.0,Priceline.com,152265.0
Vwr10432,United States of America,2.0,Vwrvllqvcfareueiele,9.0,Zrsgjjkwonxnqdekbpjetxoimmiocwqve,Flpbxggnimyynej,f,445.0,O,152743.0,1-190-860-4262,5.0,U,14.0,Westlake Chemical,3469374.0
AXP10433,United States of America,3.0,AXPWSLWJIJLVHXXSWMZYDHUI,7.0,YZRPUOVFACMMYKBX,Eophfzrb,,357.0,O,347733.0,1-378-556-6756,2.0,S,71.0,JetBlue Airways,140492.0
qdk10434,United States of America,3.0,qdkqpnroetwdk,6.0,Yfabcbehohwkeybtsyufgxdmvadxbiwqygnjecmxkwwdonvzuzlimishziebhkeq,NDOYJJ,,378.0,O,419510.0,1-044-151-0978,5.0,M,40.0,First American Corp.,3132606.0
Vnz10435,Canada,0.0,Vnzcopf,6.0,ytncnyglgjvrtucpfkllkhckylfndfbprcnioavxpqjicazkr,kmpvmvpzetwqjba,m,,U,178999.0,1-500-468-0513,1.0,S,33.0,Comcast,617163.0
Djj10436,Canada,5.0,Djjwbyotmwjitdtqj,3.0,Zpydfcvyutfbjeailuvsjeowptjtlsbujromzmrxmswvlomvjjcurd,Ztlhewpiopwirlivpnmyrm,F,544.0,R,170619.0,1-857-347-4606,0.0,M,27.0,NBTY,403190.0
Wlf10437,United States of America,1.0,Wlfgadyzfirisuxzdhuifv,5.0,Wnqgulgxxpandmcsqjpezrzdxatdvuoukrorsctsogwuilgutqpqmdrjx,gsturcflmnkwcqhrquusoqkesqq,M,817.0,R,442368.0,1-269-222-6002,0.0,U,21.0,Fluor,993123.0
txj10438,Canada,0.0,txjhnstfoezovlaaa,6.0,arcrjhlchwuylf,Dqtqeodulhuxnctzybrjzsfwtnmpsw,M,470.0,R,34616.0,1-109-673-4602,4.0,M,15.0,Cracker Barrel Old Country,735356.0
Emm10439,United States of America,2.0,Emmviwoec,2.0,Nfrlwkoxkccvjiovxktqjfjcorssszkjdflqagqcodemp,rcxiyxceid,f,821.0,O,219049.0,1-442-356-0443,1.0,D,96.0,Halliburton,1322910.0
BDI10440,United States of America,0.0,BDINYAF,0.0,,UPBQQHDRAKNWEQGUND,F,730.0,O,255269.0,1-454-240-0915,0.0,W,52.0,McGraw-Hill,3909029.0
Law10441,,0.0,Lawalw,5.0,Waljiyseasfstgtqkcbkkvbpheeaqsqttwcqvt,Rysnsdmbv,,781.0,,499588.0,1-630-000-9915,1.0,M,76.0,SPX,
Ebh10442,United States of America,4.0,Ebhjdgwivyzl,8.0,QHPVPNIBJDCGBDONTSXKJVOYEKEEJNPWRHTHZSEHJYECIWGKDHLGMVX,Yyczvkuctsdxhfbebjdzfw,M,345.0,O,303820.0,1-549-008-1034,1.0,M,77.0,DTE Energy,
ZEZ10443,United States of America,0.0,ZEZTKIQLMDTGDEZVUU,7.0,PUQUGRHYPYONRCKDYGHSAJPRVTQHKDGHLXWSFFCOILVLXTRPW,Mmrpyvobvgxhwqfhmbdezqv,,739.0,O,362649.0,1-057-297-6062,3.0,M,24.0,StanCorp Financial,314023.0
Dyt10444,Canada,1.0,Dyttgskmmkcwovbxosqabobl,10.0,nffgbcsnfenjcvljbmrjrezxkschyezcbkpdqxfrhq,Rohbtbiumlkqugxfjtxjekhkja,,519.0,O,286978.0,,1.0,U,74.0,Sunrise Senior Living,955190.0
Jtt10445,United States of America,5.0,Jttbqcwjuhlwuyhksllb,2.0,wqedlxknh,GSZCPTSRHLNLFAVRKAJSP,,382.0,O,264611.0,1-399-310-5467,3.0,M,42.0,Rowan Cos.,674210.0
QCJ10446,United States of America,0.0,QCJXNXYZQJPMMGGITNHLNSPRTO,0.0,rnronjhoxtjuuybpgfnqwtyzzmzjmabvigejjykjbohsoetxavjhthc,whxzewdqbwfesho,m,381.0,O,234490.0,1-551-178-2679,0.0,M,50.0,,3206817.0
pdq10447,United States of America,0.0,pdqhtvhtslhhhjtineoyag,1.0,FDIPNISNZDVXILJISFIJWPOACJSCQHFWVKUXNPGFJJAHAPLJXPPVDVBTWZKOQAPTFNDVIONLQ,LQTDCF,M,800.0,O,497008.0,1-815-494-0854,0.0,,87.0,Laclede Group,1305568.0
sfy10448,United States of America,2.0,sfydchitxlzaudezumttng,,RBVAWSOPCKEJZQYPNHGULQDWWNABUGJRTWCGPRJOIXICWFWNVW,Gkbrvczgpfhauwxsoxmt,,703.0,O,431282.0,1-605-535-6914,2.0,M,65.0,Union Pacific,1547543.0
xum10449,United States of America,3.0,xumtfhoqyjqunxcakgqhsky,7.0,Btkkaafctovdtxflidqnilrtkurtnkxqmcqdxlgpdykzlcmsuvhlhupwwivupveumrzdhoqmwp,btglmbgvqpiygrmwjsmloprtcbdekb,,775.0,R,130656.0,1-997-882-5084,0.0,U,44.0,Dean Foods,2581376.0
Teq10450,Canada,0.0,Teqfkgemesmolovoiwycuqiedvilh,5.0,WGJCOTGTAVMMCWZTHNJRIHRBLSGGUNVPOKPCCORZMFDVTTDSTI,LZEOLKZOPEXXHJ,,734.0,U,118601.0,1-708-982-8407,3.0,W,66.0,Fidelity National Information,2470460.0
Wna10451,United States of America,3.0,Wnatduekwtkwichjlkgsvzidwyb,7.0,Rjxduosfbuscqdvln,Gpavcdoigtwovvofydoylcmkjpqhy,m,822.0,O,404836.0,1-153-115-2465,5.0,M,89.0,Fred's,3028843.0
Ceu10452,United States of America,0.0,Ceupyqqkrdnvycaiycbix,10.0,rbifaldziqrlpa,FKXXMVUB,f,306.0,U,468427.0,1-691-646-0674,1.0,W,3.0,AES,1477492.0
Ggx10453,,4.0,Ggxkue,1.0,Usutcktuoyiazwmjsmyrobweoaeclgaykwhzcp,DSSMHYEDARSRKZBWHJHQGSOWDE,f,,O,442185.0,1-001-292-3158,0.0,M,98.0,Simon Property Group,3242879.0
FHO10454,United States of America,0.0,FHOFYXGNWCFK,9.0,uwautgwlaikoxatelxootqjdibe,VAUYWUAEQNAKL,,464.0,O,282469.0,1-786-668-5284,5.0,D,53.0,Parker Hannifin,2946449.0
Rnc10455,United States of America,2.0,Rncxgursygsuowstvwwmkogrv,10.0,GAPTROCRLLXHXBXDAWJAROQTPGLYVKMAWBWXXAQXHPXPIFMWSPFHSYXUPPUXSCKV,Bdrdbjzaevoplsgwzbxdlvcuda,,355.0,O,13045.0,1-914-426-0640,1.0,M,46.0,Family Dollar Stores,692671.0
bto10456,United States of America,3.0,btogpohibzft,2.0,,Uulruihhpdzeaettuoejuqlj,,744.0,R,393038.0,1-320-490-7828,3.0,M,1.0,Masco,1596067.0
Jej10457,United States of America,4.0,Jejnxkwpuikc,7.0,mwhmxgvnhdajxzskqcxbiqvieqgmudpq,KUFLSFTPR,,379.0,O,417904.0,1-920-476-1894,4.0,S,77.0,Raytheon,3498981.0
Nze10458,United States of America,5.0,Nzeyqmniftdrtpjhxwoa,5.0,YPCVEUADBEUOYVWQCAEPENGHJDIFCDKMXGEKJKR,Bbekvykpnuzfbr,,779.0,O,303311.0,1-462-885-6089,5.0,M,49.0,WellPoint,1329646.0
Noc10459,,1.0,Nocoeftgxraxidxxy,9.0,ugcrjrfqlgrimuajoiimldtfyauaybefsss,glrtrcngcljswommpqnqowzoiwn,,,O,416069.0,1-971-127-5937,0.0,U,8.0,,1012510.0
Low10460,United States of America,2.0,Lowsdpfjylkzqsvv,8.0,ICPDVCBNAVNPUYDJXPKRJLAOJJMNMLKNDRJQE,EXWOYLUSUQVWHRTEDOLSSJOEAFQBTY,f,442.0,O,45720.0,1-778-748-6906,2.0,D,23.0,Harris,300874.0
QXX10461,United States of America,1.0,QXXBFASXGRUFDAWRJNFUJ,9.0,Ghggtkwjpeolfkqpyfofrtwnvuphddhritmqtruqqzvawhmwghac,Zgulvkhmay,,447.0,R,191472.0,1-646-722-9864,1.0,M,17.0,Polaris Industries,2588995.0
wja10462,United States of America,,wjabqggdrjgjtsvfptxxuz,8.0,Fcvziphziduvjxksbpodwpcpmmstndublkqkui,ETCZAWTAVXFCOFA,,339.0,O,277693.0,1-292-450-9532,2.0,M,10.0,Church & Dwight,1864152.0
KVX10463,United States of America,3.0,KVXETVVCRSABDQYAMYTEIJB,10.0,DXVVIUMPLPDMWZCKMGMKSHVGPCK,Gwfyabtcgetgmjzhm,M,369.0,O,123681.0,1-168-162-2548,5.0,U,11.0,Pepsi Bottling,1753166.0
dsz10464,Canada,5.0,dszeppsq,5.0,Idocfarcvygecpozdpohdcpdhwosrmjsmhdxighbjdwkgtsocccsghzxbroxiilunztaz,Wxrciexjphyjclthixnasgevm,,764.0,O,346955.0,1-009-878-2716,0.0,M,17.0,Piedmont Natural Gas,892466.0
ash10465,United States of America,0.0,ashyjcqxgtrkxwjbuyulyvtqm,10.0,FRJBVHOBMBCCQCBELSFKPQHJEXFTFNEUBQHJNTZOKYWPPIGZRI,Jznriolrvg,,552.0,O,449591.0,1-668-916-0990,4.0,M,14.0,Leap Wireless International,820298.0
Exr10466,United States of America,0.0,Exriiajacorhm,3.0,Ftkfyrryoyvgqoczjsjunvncndenqupxhfyeiswdjghlcigpgtmlbtdsuhffrdgemkucpq,Ediqmztstdcpknjturps,,516.0,O,282531.0,1-352-195-7073,5.0,D,74.0,Interstate Bakeries,3691811.0
LGN10467,Canada,4.0,LGNECMXPWXMSUOJXBCKQLEWCDANMSQ,,VBBUP,FKADETYDMFNSSURISJTJFMMFCPE,,472.0,R,334904.0,1-336-295-6618,0.0,M,59.0,Expeditors International,3022699.0
ADC10468,United States of America,1.0,ADCMKUDDRPHSEPEVMQUZDRYAVZU,3.0,Qcqvghvhzfmkeoehbiaudmucqvenjlqekuq,mqqmrnrmlwwkirdjpl,f,599.0,O,396256.0,1-252-406-8683,2.0,M,53.0,NTK Holdings,2966366.0
gjb10469,United States of America,0.0,gjbgshy,8.0,ssojrphclfmqbzihvjsneklntpp,tgeejsromhfbtqng,,820.0,O,,1-659-207-6264,2.0,D,72.0,U.S. Bancorp,3152210.0
TJP10470,United States of America,2.0,TJPQMMNSTJVFSFOEGYQAJILSOQZP,9.0,wygjpgnldhfieiebjfpeyqhvaqvzbgitkwfflhfcccvzetumtwysnlevsbu,irdsbdeequycjhcahzuy,,694.0,O,372180.0,,0.0,U,5.0,Analog Devices,917067.0
Gxd10471,United States of America,0.0,Gxdflqjtzvykvzaimvkopbrkckidm,3.0,Ykckixupxunpatgrusgw,jsobvwssxrpggtawyolituwflkrwl,,686.0,O,265501.0,1-266-615-2663,3.0,D,1.0,Avis Budget Group,2265942.0
EXB10472,United States of America,4.0,EXBAOOZCHDHWMPRCSTUDNMPXZNXLOM,2.0,QEKDORTISXTXJABJCPBNGCHTTGVRFZQUJVUIXMEFKXCBOMSHYNTA,ZFEKWEJYQFLMCFSAMISMC,,526.0,,153751.0,1-078-159-1786,0.0,U,56.0,Ingles Markets,2249963.0
Uab10473,United States of America,2.0,Uabyzjcsuysegklkwrrrcqidq,0.0,Nbmujfikrdnkioppywqjzxwfvuhxcdxjqdxyq,Rfmlesoteoebemkdtfcpqistnnejsj,m,651.0,O,278860.0,1-694-724-2982,0.0,U,42.0,Marathon Oil,892022.0
VMU10474,United States of America,2.0,VMUPEIRHKZJCJTR,3.0,TITFLSNCINOKYCKAIMRWQLASAJ,Uvnxmmgqxsetnfrydpdmckkeoeukn,F,586.0,,219172.0,1-537-619-3188,1.0,M,75.0,Weis Markets,3250265.0
SQW10475,Canada,2.0,SQWIGGHJJ,,PSINATSBFNRBHRRWHGJKLRFDTODOXRA,Kloyaiffsredpuudztckasvec,f,693.0,O,184886.0,1-432-253-7865,3.0,U,37.0,Tenet Healthcare,
ecw10476,United States of America,0.0,ecwkbofeehfqcxyjkboerolea,5.0,LBNKROMHBRHLABJQUKIFL,Alqjzmvdvqxeejd,f,837.0,,320403.0,1-203-159-4639,4.0,M,17.0,Sunoco,492719.0
Ryb10477,United States of America,2.0,Rybdjaugieevcqbutk,1.0,Yywigwphxxfeowpvmmigvmhjjs,Ujsbnfddthryttiyyixtvv,,566.0,O,159136.0,1-538-685-4002,3.0,S,33.0,Graphic Packaging Holding,142197.0
QVL10478,United States of America,2.0,QVLZKFXLNEOUQTZALKBOGQP,5.0,Iupdghqdtxsjsfpyqjfbatvntojhrmmcivjndymjftmzmlyfgfpjcbwip,YMKBPNO,m,761.0,R,370758.0,1-553-254-8990,2.0,S,6.0,Asbury Automotive Group,3960916.0
Hfl10479,Canada,2.0,Hflfvnjppu,5.0,Abqwihddzfxffwkmgzvulpfrhiktqrmgdosyrjeailzdcdxzmngcyzeilqlpy,Frakcfmwjpevrpqs,,451.0,O,157135.0,1-482-663-3113,0.0,U,,J.M. Smucker,3838072.0
Elm10480,United States of America,0.0,Elmygdafnjbjmzcbhvbvessysqlnd,3.0,MBPZPQQWJFGLLYIRUOMEDEMJDYTOFCJIBDKRWHUEXYBCBYHLOOGDTDZTPHMTUCITULQXMJWXJF,Fvwujxnjudoybsuazk,F,,R,73196.0,1-516-213-2705,,M,1.0,Group 1 Automotive,1141464.0
Unl10481,Canada,0.0,Unlttgkk,6.0,ASLRQXJFTROTIRJWKHJOOTSGAGQCMVVSLZIOICXCGDYYVHMRPPDJDOSVMLFAZMIGHSYANGSTXMREO,Brxbniwcuihuxonecgdc,M,399.0,,123929.0,1-208-073-7226,2.0,D,13.0,Asbury Automotive Group,1869632.0
VSO10482,United States of America,5.0,VSOELPNNF,5.0,OQTKSFIGDJITGOK,mwofjtepvsjusfoxyk,m,506.0,U,241010.0,1-672-735-8071,4.0,S,78.0,Dole Food,975838.0
QOO10483,Canada,3.0,QOOTFRSWNGGLKYPMHVDUFEEGN,9.0,fwmzjdxncwdvhhluhfpotomfsvqueez,bqhtqytfokrohjvrbsx,f,403.0,R,261831.0,1-047-024-6509,0.0,U,59.0,PHH,3147273.0
LLL10484,United States of America,5.0,LLLHCOQMAZWMLZHMA,2.0,LCCASVIDHXJILCUGYRNSYLW,FMSVJERBEFULRZOQOU,,797.0,O,92300.0,1-665-791-4227,1.0,S,,Kansas City Southern,1466924.0
Igl10485,United States of America,4.0,Iglditljlmcqvpaqkdcgyqgfsw,1.0,zarkbpgauklhllkyyucyrdqbfhhhwlgfcmoerabviuzpyjnpofjcjfbgjbctgkzmdyjswfn,OLJUZOZLOCL,,764.0,O,2100.0,1-686-732-0895,3.0,M,97.0,Northern Trust Corp.,2988300.0
Qdc10486,United States of America,0.0,Qdckaqipwfuncxabpfg,10.0,RSZTJPWKPULGPOLBOWLCJJKJHPPWGRTKPRSCKULJXJWDHDOZKGKEYKN,dscrlmrehlhg,,821.0,R,355124.0,1-195-878-4378,0.0,U,79.0,Kennametal,1128525.0
oiy10487,Canada,,oiyzwg,0.0,yfnyqzqxzkbiqxnwdb,Ikhfbaqnazgdcmcwpynclvlujxkysg,M,304.0,O,365963.0,1-093-417-5014,0.0,U,89.0,Complete Production Services,311354.0
Qql10488,United States of America,0.0,Qqlxvdtefphpyxfe,0.0,Necjbabdwfmfksdrhwluqrhhlvidryjwjvhaxxafpzgbfvnzdgkszmbsbmkivurjgmkpxoazbnge,Dfuvthpog,,751.0,O,56692.0,1-162-727-6072,3.0,M,72.0,Harley-Davidson,3129482.0
dbm10489,,5.0,dbmgrkxfqawypsfjfuvkehypb,1.0,Rovyrdhrslxslassjxxijzavayoqflqqfuuxoqipxkvaeihutmhxqhoshehwflyeejnwmrvqhfpefqfy,CFGNGBMDASKUJVXQP,,690.0,O,149062.0,1-440-019-3506,1.0,,34.0,Baxter International,1256546.0
RKZ10490,United States of America,0.0,RKZHSILJSOS,8.0,bmceqozphikeqlvbqslxbl,PMQBQWFOPFUBEFG,f,648.0,O,26552.0,1-359-752-9970,1.0,U,38.0,Family Insurance Group,3759146.0
SRC10491,United States of America,1.0,SRCPBPID,7.0,Sanooliqxgrkapfhlcypg,Hfltequozjmdnylkfnbucuzcv,M,312.0,U,400993.0,1-002-835-6543,3.0,M,98.0,SunGard Data Systems,777785.0
Dvz10492,Canada,4.0,Dvzveo,3.0,GLRLDMVHPXQEWNRRENBHDDKNLYVWWKWRCQHELGVUXQKTROGQAEBQLRZWKRYCISKATHUOPMSVPISF,ismdllildi,,588.0,O,205214.0,1-490-362-7884,1.0,U,99.0,Hovnanian Enterprises,332113.0
Lrw10493,United States of America,2.0,Lrwhmoopnxgizaejfgi,5.0,,Vcvwhqcwkbtsg,M,577.0,O,44352.0,1-317-297-5660,3.0,M,35.0,Annaly Capital Management,723469.0
CAW10494,United States of America,2.0,CAWUDRMSDNGCRPZU,7.0,Swqbwxktokgystenygorsduunqocwaisrpikogtkklhjaeclbodqueaaeteuwhrnsagujwglou,Rgbvhrohisiixo,,437.0,U,462500.0,1-930-001-4625,2.0,M,51.0,Apple,1925817.0
Jnx10495,,0.0,Jnxowgqjofv,2.0,Ojjufcwwqpfkbawzfvugyuhrvtkffrvhbwrggppksvipsxjyxlfsullkefvinjvzzkjmdgvksynshal,Legurpdyakjxv,,632.0,R,25966.0,1-143-039-7450,5.0,,44.0,Kla-Tencor,1304451.0
Tlw10496,United States of America,2.0,Tlwagkffuoskqtcjuzzfxds,2.0,Diirxqamjmlghsbpqhjndpgqehvatvrat,DXPDFZDJAWEIGUOCT,f,509.0,O,121914.0,1-314-434-3785,2.0,M,49.0,Starbucks,2996386.0
rpc10497,Canada,3.0,rpcqsxwmuauacvhstzgnx,5.0,,Tbulrdbplcvzaxdrrnslxfsfwv,,427.0,O,351571.0,1-131-333-0387,4.0,M,55.0,Commercial Metals,
owh10498,United States of America,3.0,owhbtubfpdjsvobtgiyzsioloemy,10.0,Ozioppjgq,YMYVRTMRYATXNUNRZDN,,586.0,U,293214.0,1-359-181-6492,2.0,U,31.0,Oracle,2621354.0
mxm10499,,5.0,mxmylnyllesks,,LAVANNJMICRCCFNPLEHZTEZMAMAAFOGXSMMSVVOFUEBFRENUPHHPFUHVSXXFGNHVJJGJ,Hcfocrttoeewhyutbdxrv,,841.0,O,,1-064-322-7920,2.0,M,0.0,Bio-Rad Laboratories,1131976.0
bql10500,United States of America,2.0,bqlsyqbw,,Uxnfndlozed,twoersifywsyhdvzhmdpstmae,F,826.0,O,445755.0,1-106-764-1275,2.0,M,11.0,Applied Materials,2051517.0
Rdm10501,United States of America,4.0,Rdmgimxxaavwtvuuhc,1.0,FSDWARJLLTYTRBPXOCDYLIZFEHCTGQLZXMURLHOJOUAYTFQECEIYAMQ,Cjndmnvbavp,,714.0,U,386941.0,1-393-849-8422,5.0,M,13.0,NYSE Euronext,41155.0
Ztu10502,United States of America,3.0,Ztuueox,7.0,Qhlratefcerdpvog,aellv,f,346.0,O,480153.0,1-955-979-2702,5.0,S,72.0,Thrivent Financial,2555211.0
