NumberCreditCards,LastName,MaritalStatus,NetWorth,Age,FirstName,NumberCars,NumberChildren,State,Country,CreditRating,Income,AddressLine2,Phone,Employer,City,Gender,MiddleInitial,PostalCode,AddressLine1,OwnOrRentFlag,AgencyID
1.0,ucsnvvgljxganmzacwgpivdpsetm,D,1471628.0,,kudagatmiorbpxrcol,2.0,,AK,United States of America,558.0,,Wtpoehtrsafwtqupkvytekkthratrqvjmfqh,,W.R. Berkley,Sherbrooke,,,UMKKBRXCQSE,wgsdovccdfayg,O,ucs5392
6.0,HGTJWTYXWMHVUUNBLTYPUM,M,3391363.0,,fzkwztffthecdrjgzzktdizulv,4.0,5.0,ME,United States of America,440.0,414739.0,WUWBCZZVNAYTRSJEFEXKTGYPSASYVTQUNCXWAARY,1-107-115-0302,Genworth Financial,Dayton,F,d,tlqscmggf,CDKLEIQZHUFCEYYIWEIIGJALDBRHVMDJRCTDQEQZFFHGIIVECMMCUOVQR,O,HGT5393
3.0,wdcmhmgosttbpmktaiukbtpp,W,466387.0,68.0,bfcfnit,1.0,,MD,United States of America,507.0,189773.0,Cthrargzvzajrzi,1-098-626-1286,Sysco,Long Beach,,,mpjqduwiy,Bqnfqptlxohujegcifngtnupnayrvvgxoxdqqkjshcktvz,O,wdc5394
8.0,Rpxzftaesfngiwiuiggagnk,M,2486724.0,13.0,isasijytbvipfoo,2.0,4.0,Prince Edward Island,United States of America,626.0,14965.0,Kllxwjemckacbulgpwlalkiwjiosiesscc,1-038-038-5360,Pactiv,Corpus Christi,,C,Hlgihurumy,Qlwjwgzkpbuwwkabrlxwdtdgfvjbyilkmdwcstiqpejexvwwscdlynz,O,Rpx5395
7.0,Pwjzc,S,3491216.0,65.0,SPUAVGASDCQH,5.0,4.0,OH,United States of America,794.0,291261.0,Whhkvnwdaxpsmlwxyezgozyuxcnqothyluhvgsupwoosyhwwiwjngillszwnixntb,1-586-695-1606,Insight Enterprises,Burlington,m,,Ezvswbmw,RAWYDCKIEBERTWLAPUDESZWFIMVJZJHNGMPCBHNQDXCLAYTZLNOOSHVEWSTMBOQQI,O,Pwj5396
0.0,Phqbzxyup,S,795419.0,21.0,mictkemchlpjgrfiyv,4.0,0.0,IL,United States of America,405.0,143885.0,LREJEAOFOVHUJREUWOMUPLAFA,1-377-116-1735,Pantry,Sudbury,m,,kszyluyb,zvkegplhgjpwxecsrfyurowrnhyopbqvrdakqrdbiyhutclinobqnvatgremiwknrxkjscdastmmokyd,O,Phq5397
7.0,okolycuxaqibouuondyswfq,M,1816427.0,1.0,Zetbwwtevbtyppcqzaljlv,2.0,2.0,PA,United States of America,433.0,99670.0,sswsxnpobcocdeiszfcquqsrhxxdnuugcupg,1-142-449-3972,Rockwood Holdings,Virginia Beach,f,X,Jfosziq,Ylagqmmgpjvtspwmwovujznkgpkchdnkzbaqtwcphroxaaojegmrwadbnl,O,oko5398
1.0,Xtedlwdkbdifomhgbdvymydhldhm,S,3458714.0,,Bqqhcmegqkzvqvfpdewlmq,5.0,5.0,LA,Canada,370.0,340041.0,nssrtv,1-054-578-5011,World Fuel Services,West Covina,f,,ghrkrfmdtvq,Eozburzonbpljaebgdzctkcwvncxscpysliiamlbtjneqstkqbefodghpnbdfiyxqwvxvgc,O,Xte5399
2.0,pkrjqlmwfucikwsevop,,,24.0,YBATDIFNZGEOLWXQKUHFKO,0.0,3.0,Quebec,United States of America,413.0,319345.0,Oeaecufwutwteb,1-582-985-7220,McDonald's,Frederick,,Q,Cyweg,bubickmmxrzkpfsyfxssvlntzesktrhvaemsa,O,pkr5400
9.0,wgieglkayxqrjbqjfzqwmcogex,S,3561675.0,65.0,Tokupkrkoxznpkeodrwazbtfycndd,1.0,1.0,MN,,463.0,249597.0,SMTDDHDQGHRW,1-123-931-7822,Activision Blizzard,Hilo,F,,Lsepzbeowln,HDOOVCGCTHKJOXFDTBLKMVHUSMFGYQAWVKQCDHDASRHJLGNKVIMLNWYRJWJSHORHLI,O,wgi5401
10.0,ydklfmzxsaditi,D,138044.0,95.0,Crutuqundzsvewwdxhbghlq,5.0,2.0,HI,Canada,742.0,300939.0,Cqwiopzmfpgacsmfaxncrdifwaoh,1-160-213-5768,Guess,Sydney,,,Zqkqib,AWCYGLSUGMQOJDQDHXKIJCOEHJENWJUGWJCXC,O,ydk5402
2.0,hrlvzdmtxnnndiznikxu,D,2338703.0,91.0,wkhbsfhh,0.0,2.0,VA,Canada,365.0,,EWDXEWQPBNNOKXMJHYUJGKK,1-153-166-9670,DuPont,Bakersfield,,,Nfgrarozuqme,Jqfiuketfmpdvdqhcwkmfamwyhqljgjsqljtdcyxkrsqxvgxrpdwzwmjrz,R,hrl5403
8.0,yeisedntdhxowrdhkqirksh,U,3030742.0,88.0,LTHMISOOFPWPS,,3.0,MD,United States of America,322.0,356309.0,Kjiyvoafxghedwvlg,1-651-062-9937,O'Reilly Automotive,Chula Vista,,p,EZDYAZRSE,Uprpppihjcwytfywuiorowjooqslvnltjrjojokvxrybwfddkdaquwfseytognclu,O,yei5404
3.0,PSXENWCWODWWXOYECSVXB,U,641311.0,74.0,Wnupijvwvvstsxuliocfznue,0.0,5.0,WA,,527.0,339854.0,JKVQVNRJJDYPEVFHQ,,Dole Food,Plano,,c,Elfonccxyxih,Qmuxch,,PSX5405
1.0,MNVPDKLZDOTVYTDKKQZSZQTUWAZA,S,3574698.0,,GHOOEQFHLUIHCIIXZLMISBFINUOCS,3.0,4.0,SD,United States of America,466.0,71496.0,Fufnogrkbilufgapawhgnvavcbdxhticnpkk,1-672-131-8696,Best Buy,Rochester,,,Ccwamoxonq,vodixdxolebwtezttnzmc,O,MNV5406
8.0,tofrdo,M,3040397.0,6.0,pmaxwxzarehjgrbxifp,2.0,0.0,DC,United States of America,441.0,122984.0,zgimtoercomwifvwdmaljmziuqsqtmmgqugs,1-714-032-5105,Mylan,Las Cruces,,t,ILNIQRXHOWT,PGNTTWJFWMWPFCD,O,tof5407
4.0,Dskqnpgyoyzxfmtsuqaspagxzje,M,2802790.0,47.0,fxigkcwdgwfi,4.0,,WA,United States of America,386.0,324007.0,WVTMWNQINWRZAXHDSIPLZUUUG,1-736-267-5910,NetApp,Spokane,,X,Mhcznsnfbv,ppxrgs,U,Dsk5408
1.0,fnnxilwqdgnxzu,M,1044080.0,12.0,FXPMGQBQ,0.0,3.0,UT,Canada,546.0,494658.0,Hgpumwuqbliaxrpntmcsxnvcmxabeldwjxffqcdsegsbkuscvivvfhyfrbidp,1-512-260-1322,Teleflex,Edmonton,F,,Tpnsfksa,Zloumxprtoocnrcmjamaixzimqujehqrrzbcpycoxrrbibgzfhhllita,U,fnn5409
8.0,amdjsgmjxqb,S,1471669.0,23.0,XOMGOFGONNJDBNHB,0.0,,ID,United States of America,555.0,495992.0,Ywrveeartzzsiy,1-449-721-1511,CVS Caremark,Hayward,m,,qtxchdqcum,twrvkrmmqqmwrtmtveufndrvhanuooopsykqzrruaojrgifvpdqvv,O,amd5410
0.0,zjfawxpsoicvvnevojnazmy,M,2789064.0,29.0,Mezflreqtqp,2.0,0.0,Newfoundland,,342.0,291374.0,Aieicenpgejgiihhs,1-947-543-5903,Cigna,Frederick,M,S,pmrmmxs,dvxgvoklmamcqkpstanxdrxvaakmedtgluoaxdbgsnnjuoudz,O,zjf5411
0.0,Rpfcpxmkplzpuovyawuicouvwlneze,M,3701486.0,91.0,Oetno,2.0,2.0,WI,United States of America,563.0,233847.0,Kgdljknslmzqwlrdynvwcjqlvmoaerafsituewvbowccfphzmwnqkjduxa,1-668-939-4626,Source Interlink Cos.,Irving,F,,retdjxbgmxe,Wkwinrmdpqrbnlfcedpgthpjnttiqizgaapjxshwliuegyrih,O,Rpf5412
5.0,Jtljqr,M,3339518.0,18.0,Inrgfzxmagdzpbrrukd,1.0,4.0,British Columbia,,586.0,31909.0,nzghajgdjzfqulqonahhw,1-279-773-4266,Hudson City Bancorp,Inglewood,,q,Cbzrysxph,Dqkfwvqazvslbjtxevgnllewoecpggkphmfvrxchtukmtuvbboipkfgjentysnzazufmfvny,U,Jtl5413
2.0,xujdbxolvovsdatjjcfxvaz,W,778590.0,94.0,Fzuanaylodejvjhnejzwklisest,2.0,2.0,RI,United States of America,800.0,413568.0,EGEGVVMOTRXLKZYFEJCPRNUQTWSGWSWKYXOWLTWLKPOXCINUXZRZVFQIEKSLZ,,,Flint,,,,USCXINVV,O,xuj5414
0.0,RZCHXJCSGUXSTHIRFEJDC,M,211400.0,32.0,Brhnidauhdhilzytjuelwtetrx,3.0,0.0,MS,Canada,630.0,370653.0,Pbxmapxpkrbsgqixx,1-788-748-0312,Alliant Techsystems,Jersey City,F,,Rybjbo,JRVIIKWJMQQVCKEBVTBWTBKNWMNYJYSXTTTETWIKMUGESBPITPBISBHTKPQMVBCZCXLRECETSUIZZEMU,U,RZC5415
0.0,ogsrpdnwpwadljvqzwimioclafwdfn,M,2076564.0,82.0,QZHCTPYVREEENGNHSEVTEYIVQA,5.0,2.0,ME,Canada,315.0,34919.0,Chlaxklztrdlkzdnmvus,1-087-561-4519,TJX,Raleigh,M,K,Woqrw,Skpoxkuwvfoilmgxkjmz,U,ogs5416
3.0,Bmhyyskvg,D,3625553.0,,Xioicmxvcukbdg,4.0,1.0,OH,Canada,726.0,384605.0,XNMEPUNLKYAPSWSTLWFGNOZQUPKPAMSJFB,1-938-625-9297,Costco Wholesale,Des Moines,,F,GQTXOOZKB,FESEAREAMWPDRXPXZJTVNRSPASGSEOOVXDJCIUJFQSCFHUROTIZMD,R,Bmh5417
1.0,Tabwanaq,M,2472184.0,83.0,Kymjlyvl,2.0,2.0,AK,United States of America,707.0,7652.0,HTFAFKLRQSTUBFJPJNGEVTYFMZTWYOBUJVFSDSLOVXGTWYMQIBFSBBJRXGGZQKWWHSSMAAQVNWYUIL,1-635-563-0464,Cablevision Systems,Hollywood,m,,Thflvgy,Dgeavqezk,O,Tab5418
7.0,esgybqep,W,38001.0,79.0,Eihglvowdcevmuxzu,4.0,1.0,DC,United States of America,703.0,224137.0,Figbwxgvwdsfavnlrotecjjrkxalkcheuthakfhkegvtlxgnnqj,1-723-572-2121,Fidelity National Information,Worcester,,,WAFCBXUGQF,jjebjfmvepnmeuccoiiw,O,esg5419
10.0,Eehnf,U,3707935.0,23.0,Wwtgqpwjlnssgrvuis,2.0,1.0,SC,United States of America,707.0,118621.0,Tnzdwkbrohrnbgznckgxqos,,Gardner Denver,Overland Park,M,,AXANOU,ZHBDLQKRSBSPHSUZFJTMTBDPEYUCLVMSHOXPHXXHJIKKL,O,Eeh5420
10.0,Lfnpninfqehgebkixaablglsytwmll,M,2848964.0,31.0,PIQCJTNBQMWXJBGKXUUGQHLZAQKVS,,5.0,SD,United States of America,,4091.0,Nmhuvsovgquycaxuvwtaicbblytuaeoplgdwtnhcynqorrgcyxampmbqrjnscfoosutglywd,1-299-847-8906,NV Energy,Louisville,,,Yiofarng,Kmmysilerhckxhlhiaewvmoxauiqo,R,Lfn5421
0.0,Djgmq,U,2565058.0,52.0,OVUHCFAOTCJN,4.0,0.0,SC,United States of America,612.0,321761.0,AEIROPJVAGAIDUYBPTQCM,1-734-209-5295,Sherwin-Williams,Boston,,,Rvnrw,uoqdnnoxphydnxiraaebsrcfjaxiwlfvrexurcolrkx,O,Djg5422
1.0,Fonoccys,W,2050797.0,41.0,Vdeaydhrtljzwwimbbmilpp,3.0,1.0,MS,United States of America,546.0,192629.0,Oqsgdrmbry,1-745-158-5268,Freddie Mac,New York,,e,Cpqzwmslaict,Qgicouidpmjqliuisdtajljdbtfuyseimopgockcihmitowqeskd,O,Fon5423
3.0,XWUCOXVHUSZGGBLA,S,2052036.0,32.0,vvclzcjmonxtfgr,4.0,1.0,TX,United States of America,797.0,330326.0,DGWIGAUZQSROUQCYOUTGHBXTREVPTGKEXHGQOHHGIXXEZAZNLMQNQHTUDIDOFXXXJCGZTKWVPC,1-793-394-0887,Time Warner,Warwick,f,Q,QZBUCJ,Iuaxcwduduwqejqbtvbsd,O,XWU5424
7.0,NBOQHTAXKINNKHFETFCU,M,708356.0,37.0,LVMQBRVPVXZPQVDEABNINUBSLADE,2.0,4.0,MN,Canada,570.0,93980.0,fvdvfsxhbwyeenlbsrzuuqbqieubbbjqtnseogydmkhvvdsrlxsxyptmch,,CommScope,Savannah,,t,gyigyehw,jenvikbjsdnsvzpildqvrxulnrlvfrfgvfbikpkkswichfjtllnckew,O,NBO5425
9.0,TTEIHAGBIYZ,S,2770988.0,60.0,Eqjomwfb,5.0,5.0,AL,United States of America,364.0,72079.0,Qweoxuqdsagsnyhrvaflzrchclvhmimzlfqiiphnxtjcotqqyjivfrurwqvsepnjprlpyuc,1-844-194-8732,NYSE Euronext,Newport News,F,,fdkwrel,Zywrxtmdxsgcckrbnqfrwulxmxb,O,TTE5426
9.0,Zlrcpzk,S,2861918.0,69.0,Wdgpqxopqpajzdsgplcjdwropliqf,5.0,,NH,Canada,305.0,213425.0,,,Kellogg,Garden Grove,M,V,KHSRMUPGXKOD,RRXSVAHJWUDSSPCAJQRHQRHVRKDWDOBCQNEWFCHHGZBVLWXUG,R,Zlr5427
10.0,Vxzmoxrgxdbacktimjmj,M,,92.0,Dfeag,2.0,2.0,MA,United States of America,302.0,409903.0,SULXFTCFNGCDWNLRHBCCOYQYFTKDWSGTWKVTXJTJRKXYMFWTATRIWSOOQWIAYOMAHZ,1-392-172-4484,MDU Resources Group,Lancaster,,,VUWINDWYXHU,XHQKWWPPEODAPQHDZGSNNXIJIUOVNMTVVIOTSGBAEJMEDNTBJATPSZZAAVCDSKQQFGQCGNKM,O,Vxz5428
9.0,nayelblee,M,647555.0,1.0,tabpvoi,2.0,2.0,Saskatchewan,United States of America,714.0,202089.0,,1-197-619-1607,Pacific Life,Baton Rouge,,,DIJOYGU,bmmshriuenkzkdhszirpxexxdzvnuniafzhyfuhxyozwnfqxvpkvwumhvwfkouwmetbsnspa,,nay5429
6.0,Rvcylphdxyiblzmljdxiekxwzu,S,808503.0,92.0,zezwflxblhfhscmz,2.0,0.0,WI,United States of America,585.0,,Gvudrpcmbmzjlncneqttrdlyovgtzaotuoccfkyxzpczhmpcsjfhauljmyyfsawne,1-507-695-2073,Phoenix,Pasadena,F,x,Jduzeerebvk,vwjqpxkllin,O,Rvc5430
4.0,Hkonfhjdvcgfxrqiujodmkgmzgefp,D,1801625.0,44.0,Hrtgskrbaxnsxkouhxnsyguudi,,5.0,MD,United States of America,387.0,411765.0,Tuychcehoovfndgbvnpiewqdhapegkqkxuwmbpyjirjtfbamugvhflncpzofjmrahqbjhw,1-947-679-3907,CVR Energy,Long Beach,,E,Rlxbk,pxyirwdubyrquhkcmehcktnshdtvymyejabsalrfgfiovpcake,O,Hko5431
10.0,Ejypnmptdahdoqojcqnnorooifzav,S,2399278.0,,uclpshfhpchamyoznfwibxs,2.0,1.0,DE,United States of America,846.0,482731.0,EDMNGHLAJPRFNRAIDDZVMKIKDETWEXFDLSTTDFQFSNJIPVHJAFZ,1-996-881-5076,Joy Global,Anaheim,,r,VFRFXNFATLA,Zansbimupnaxflmwlsneqekagq,O,Ejy5432
0.0,Etuyltniiwnfhovhcgvpx,W,870485.0,56.0,Dwyaglt,1.0,2.0,WV,United States of America,549.0,41032.0,Vwksxsuwieoykfrqrkkbvwboppahzlrvycikndpakkkewlenxog,1-150-020-0640,Pantry,Billings,,,Lrsiysffabk,Smqtikhoacoilumqqvudsgluikdprapghywokihebveifxavgxeihuwxsglfhdjjrevef,O,Etu5433
3.0,DJHCRWWSCMPMR,D,2942331.0,67.0,TYNNNWQYDBEMEQAHCTEWYQRCHL,5.0,3.0,NV,United States of America,655.0,243426.0,Pdabjblzweoaizlxmjsqhjkd,,Dick's Sporting Goods,Erie,,,Zoaagohirlt,Bbckxwjnkpyphr,,DJH5434
2.0,Qahwyafzljxdxarlhickpyz,S,692674.0,62.0,igggneeof,3.0,2.0,Quebec,United States of America,347.0,437953.0,QYALERAEXLIJKDNGOPKQAMDXJIUQISPWYOZJTFKZHLUKWNUXGMNKQEZBLMTXSCRUAQYWH,1-779-275-3016,Psychiatric Solutions,Newark,m,Q,,Bmuxvqorflhlgiooslwtjnpzstjifjblivifwzavhjxrndruiljbxda,O,Qah5435
10.0,Eldumutnlr,W,2940057.0,41.0,szcupl,3.0,4.0,AR,United States of America,546.0,190863.0,Ghhcvbsbacjgrsvhxjes,1-431-869-5143,,Louisville,,,FYYBSEUPQ,ziaafwtvgkfxyqkwdckmuysnjomqaumjvsdjfjkuyebpuicdvfornpbrblxbrvmgjrbvhroumkumpf,O,Eld5436
4.0,Oidyxkpqlnwjlfvwrgonzfvuskv,S,1128272.0,100.0,GGPTXYZTMZHOQQDHPPQ,0.0,2.0,MN,Canada,629.0,445633.0,RIZIXZQBCLDVMRNPWILKILWLQJWLHLYXBTWCIDBQGZNRZXEILRIZGRVDMHVRF,1-785-845-0432,Lockheed Martin,Chula Vista,m,L,NHDPVJDU,rxghmochbrajcaxvbnbchkkmkcxzkxpimwxfsdxfzcvxbi,O,Oid5437
4.0,UDWJILQAZXZ,S,1650427.0,18.0,Bqeaokjxnusmquvxynkxzskoxobxhu,5.0,5.0,NH,United States of America,488.0,224741.0,Bizgpttdebctaschtzhjnejvjagzyqhw,1-759-255-1310,Lincoln Electric Holdings,Tulsa,m,B,khuvfy,Ihdiztmmynafjqffugrjzypcgtrdpdphbzkw,U,UDW5438
,BLHGDAGZKWIB,D,2568550.0,26.0,TQKUBMAOAOBTVEGU,3.0,,IN,United States of America,743.0,371108.0,tcagvpgldpubgidskzxtvdmtaf,1-539-380-4170,Scholastic,Charleston,f,,BVLXJBJGDF,VZLHTYIZXFUEWHXTQJHDBLIGIRKMVJATIMPSHMRGOZUBQSQJUZWCOHSSZRMFLELSUXAQMHMJMSYOMR,U,BLH5439
7.0,Tzauvnfmzabchfrrqyf,U,1341079.0,100.0,Smrjs,4.0,3.0,MT,United States of America,629.0,278877.0,Nlifjodbndyrueqdvszuvormyhyvmxiacktdkiztjisnztfwlndkvxmfoucbqxjlwi,1-908-845-5200,Allegheny Energy,Laredo,M,N,qhlbgsgrx,Yshjlnvlbklkxeywgnugivnqvhnvwchlsa,U,Tza5440
6.0,Guhsh,W,1046252.0,72.0,TMITVJWQ,2.0,5.0,AZ,United States of America,,85839.0,Dtgzjclpwwtmhfmrvfarzdggkejldsvunmqdxessa,1-497-234-0646,Donaldson,Norfolk,,E,,Euxiczvgbnwyfplrpwhw,O,Guh5441
8.0,lqfkpobjvckiqwgtoreissx,S,3902708.0,20.0,osyddtd,3.0,0.0,FL,United States of America,436.0,366930.0,Pqmhclfzyatnvoyftbundxmdqhhumlyblinwyohkhfxfmpawvjbrkuxeuczkghqx,1-633-185-7270,,Lafayette,m,h,,,O,lqf5442
,HCHZWMJQMEWZZWDKIGJKEWRUJ,W,3849338.0,64.0,Bcqdzfujgm,4.0,5.0,HI,Canada,307.0,16046.0,Ufeqrypwffjmfqraazvzyxdldejlhqoywuppjqrnypcrqmsbx,1-961-728-7298,Bristol-Myers Squibb,Virginia Beach,,z,AAOVYXPNIW,,,HCH5443
4.0,bqnkjfonxjjfwrroquiqk,U,1239592.0,16.0,RUTKY,1.0,2.0,MO,United States of America,698.0,68650.0,lygiwpwpqdsmcpbynpdmawwppnvoloubqbfffcwwfipezctlpqbgcxzd,1-725-426-7239,Southern Union,Garden Grove,,z,,Wefdkssqiaftgrlflxzuwiccjlfegwjdniprjldzawwcwxqwjseb,O,bqn5444
2.0,Mznkwygjbrjdpgsuqyesy,W,2146341.0,58.0,Nygfgejvc,5.0,3.0,NH,,624.0,210141.0,Tbhqpwulwdzladtwjaiiwrfrjbwfhrrpspzxmdsqs,1-785-410-8245,Northrop Grumman,Hay River,,,svjgdkj,Hfxbfdwjtlvgynxhwxudlbkegxolcfxattrasoggfdicoeibsvcyjotfrz,R,Mzn5445
2.0,vtwhp,S,1703086.0,31.0,locfxicryvotogjeebugkb,5.0,1.0,NJ,Canada,,237469.0,bhumjrqpapwhxpifncxsijvxowcjmhidfaxgihnvudktvwtifzpwiyeu,1-930-588-2686,Torchmark,St. Johns,f,N,BOUCUZOSK,MHRGMRAXVUZAXUMNXPACOTAPHWSOPHZGMFLMQSPETGQRDUYIDVRXDVVBXQMVJEBWUHBLTELSHIXVLGB,R,vtw5446
0.0,ILFQUP,S,1222335.0,89.0,Jhiewhjjmfkehcq,5.0,4.0,NY,United States of America,672.0,279141.0,Maggxbtzthdlplblefnypoauufxdmhzxdjueqctodrqbzxfdjawbhmgeyeoqisgobpmmwkkyzvo,1-183-893-5519,Lennox International,Pueblo,,,rtdsysaqlqal,Exnfoseelbtwagqjtmotolxlvlspwkeninmb,R,ILF5447
0.0,SLIRFZVHXVYYQVSKJKHQZBLAMH,M,3258664.0,59.0,MBTDFPSJSBTWZHA,3.0,5.0,SC,United States of America,773.0,326217.0,AJSJUXHVVRKCTPZLCZOSFOUTRXUNJLFZYKZOB,1-100-235-4881,Kraft Foods,Oakland,,U,IQFMSR,TWOMYUMFMEHFJQRTXTJNHWLAUKP,O,SLI5448
5.0,Pcaqrkpfqjesfigwjbnjzeuykp,S,2986226.0,17.0,Hhjktgmipkcoblahgfulotflaaut,3.0,5.0,WA,Canada,639.0,55139.0,JXHPLB,1-125-348-8436,Limited Brands,Savannah,f,,BXYQXU,Qrmguxylrdbyluwnzumlrwwqxjcsrwwgeyjcuwtefdzbuhzbnfopgmhefsvpketjwztnvtw,U,Pca5449
10.0,Zczjqobi,M,2533223.0,76.0,wnouqgqabsnx,1.0,3.0,KY,United States of America,602.0,329264.0,Rxophewowvmjlyemqsnvafkuabvtxtozjath,1-491-715-9734,T. Rowe Price,Biloxi,,H,Kxwxbydav,Oaayiujacika,R,Zcz5450
10.0,SLBCEKECVJ,S,1790474.0,74.0,Qfbigdchdelunfzhpmbv,4.0,1.0,MT,United States of America,310.0,413885.0,Coswwvn,1-850-981-0759,Raymond James Financial,Worcester,m,,Tojicxcruc,CJCFGMHOLBIQGOVSWPOALSNQLRHWJPHBUCSBSBXYZPZAAYZCCSFHWMKOGMBZFVR,,SLB5451
6.0,Qtwlznzzxhnm,M,998913.0,21.0,Vogstnckdiy,3.0,0.0,British Columbia,,793.0,70724.0,zpesmjnuaq,1-863-974-6938,Cytec Industries,Regina,M,,Gsmtidpumb,Mxmdnpfpupokwbghzwgujkqogdicfamdqdazjgkzbhgzorzhwve,O,Qtw5452
6.0,yctxyhcptjrpzz,M,1358592.0,95.0,opcpbps,5.0,2.0,New Brunswick,United States of America,565.0,301058.0,Jfiitvyzzcfidhajcjytuesoxooqnuepbjbxd,1-420-794-0713,El Paso,Santa Clara,m,,Urnkfbcdahh,GMTGCIAQROFYRJMVBLIAMKMWNYTIKGNLOBPXPRNJQAOZZWWW,O,yct5453
4.0,Vqabwkawwqvzqwt,W,2620095.0,85.0,QCQHWMZMVUVSRRFELJHLANOSTXHTO,5.0,,CA,United States of America,782.0,431556.0,Zesvhbxgprvlpkbczkwmzrxhoddqvaoifhwotpusixzubpuorayndwrlebrueb,,Magellan Health Services,Chicago,,p,AXPLVMDC,tcqksirmaapuqpxuoxuknrpsckshffewbmpdksmfygvmowzfilwoyqesdjlkgwhugb,O,Vqa5454
0.0,eayeufprzitq,,1924320.0,74.0,xtnkonheierkun,5.0,4.0,ID,United States of America,630.0,77691.0,zjdenwxhfmrflpagaowhdscotyfiwbpqoslvyfxx,1-657-328-5367,McKesson,Saskatoon,,p,Mdsovshx,tibpoqft,R,eay5455
5.0,adzmstvalvomxdh,,1547194.0,88.0,Evdfkzqsdcitvcjzgivnbvqkszrua,4.0,2.0,Prince Edward Island,,404.0,109667.0,BEZLKSIAHDLDHYCVRIRNXTBKQMFNRNACGSDM,1-848-688-9668,Xcel Energy,Salt Lake City,,,BHIYKQ,Aawabubyaeemwgh,O,adz5456
10.0,csftzasrvibpvayqucvcabmn,D,2399695.0,5.0,Rgdpf,1.0,2.0,MN,United States of America,347.0,308107.0,JSYTEIPBBBKSHIPKTNYV,1-267-861-0443,Cinemark Holdings,Mesa,,A,Ggupmjwsejcw,Lgcbyvcu,O,csf5457
6.0,Eusdwnqhfxjbctuohokopc,S,961080.0,45.0,HCOTUAEMWPQPNKLGNIYQPZKIVEQC,,0.0,VA,United States of America,805.0,54478.0,knxhjpatjrdceaelorzmgdcyppwmtruznvyfisjumnldcnljazsaoskceramzstfjqlesrvlsid,1-238-607-7919,Teradata,Charlotte,,n,Drlkqe,bmuzvbphkderpjyoglaplqxllbbujwzcdvllcipigwpzfxamgbrpwlixkyxdmirxve,U,Eus5458
7.0,Ihilyzbmmlnfvnqexroqj,M,2992287.0,29.0,SCBHXRXHSDOXQALHNDSLNPUFTHMZ,3.0,5.0,DE,United States of America,420.0,305227.0,Oytilvuqw,1-382-012-1344,Con-way,Berkeley,,O,Kqbvqhrmbamj,Jiwmtxwkpthgzjpymmenemiriviom,O,Ihi5459
0.0,hwocdewlcuayua,M,3912733.0,48.0,EBCIFGWGIABS,4.0,0.0,MO,United States of America,560.0,206264.0,uumtuzjmrqeyaleiqza,1-084-021-9890,Radian Group,London,M,,Wwbcvb,,U,hwo5460
0.0,BTMPTAUUCOBNNIOITNTHD,U,1248714.0,78.0,Kjjewfdybxhkceybhqlehbipnkrr,,2.0,MD,United States of America,315.0,425333.0,UJUGPW,1-745-132-0280,Nacco Industries,Austin,,,Uwypi,Wpfaoape,U,BTM5461
9.0,pxtntzondghkiyjkfkgaxzbt,D,2127964.0,29.0,tidtuijtowkzwe,5.0,5.0,OK,Canada,409.0,404577.0,SBOUANH,1-342-608-3524,Procter & Gamble,Dawson City,f,d,Dzumqwus,Edhkhkaqebbvumganquviamyotuzjtouqrualiplndvjireqph,O,pxt5462
10.0,Tdtmpxuov,U,2706243.0,20.0,apjqnweyckh,1.0,5.0,ID,United States of America,652.0,498062.0,Gvrlduqdfodjjvdugbhcjlhodzcifvwlhtpvypqpocndiwzwwwdomdzxbmfzhpkcshyugratnb,1-607-060-9410,Regions Financial,Hayward,m,,Ojftunehwf,vfkejlkagguhsstrdhctdzjemfgdzitkjyfizgmwerldyjzctpztqexmpoihtvoimwdeyalubsdwxgp,O,Tdt5463
5.0,Mnwuumgvniznwmhvlqjphb,M,3248346.0,45.0,UTFLUYGFNLAWCSLFIAXMCHSGCYR,1.0,5.0,SC,United States of America,708.0,83196.0,Tjzmlpcrneonyhvujo,1-969-268-0738,Black & Decker,Missoula,,g,Gepsmpoc,Llxkzmxctykohvirmqoxdgmdjbivsfkjbupzkjepfvjsjjda,O,Mnw5464
10.0,Tfeuopk,D,3441222.0,84.0,Uyqejdtz,1.0,5.0,RI,United States of America,785.0,451030.0,stwdfxspbifwfqwxhfhdctiruhnrhfy,1-676-177-6465,Global Partners,Anaheim,f,,Gttvahfwnvz,,O,Tfe5465
0.0,Sgkbvulqm,M,2156839.0,,CGLLJYBPFFCQAYTOMMCCA,3.0,5.0,UT,United States of America,591.0,23216.0,Hkclmgzuelbefgnvld,1-671-327-8968,,Nashville,F,j,wdved,Aipjcvfdaxztfjxufep,U,Sgk5466
4.0,EWEPTAQONGAVXMRUONZPDKVBPFOA,M,3461203.0,52.0,RSZSLJG,5.0,4.0,Quebec,United States of America,523.0,174978.0,,1-430-910-8166,Electronic Arts,San Bernardino,F,V,Mhhbyalts,Lkfscxskigkuaccmvkldsyimfenhkimqrbddgxf,O,EWE5467
10.0,Arcpoybdywqrnskzhsngygukssqhy,M,903386.0,21.0,Gccogqkysgoxumdkx,3.0,4.0,Ontario,United States of America,449.0,47677.0,ktfeliltzqopsai,1-450-461-2920,Zale,Columbus,M,P,Qmlyibp,nnckmholcxhicvdhfxhqhuxgyghziivjsaqumvoorotalwfvwomxnh,,Arc5468
