AddressLine2,MaritalStatus,AddressLine1,OwnOrRentFlag,AgencyID,Age,Phone,LastName,State,City,Gender,CreditRating,NumberChildren,NumberCreditCards,MiddleInitial,FirstName,Income,NumberCars,Employer,PostalCode,Country,NetWorth
ovmgqgbabaawjlyaototegroxtajmvgxwbzpd,U,dwgtkiiyergnuluoxjzpjvhigknadcienfyhgimfclbuq,U,Tmw4805,59.0,1-935-062-3344,Tmwsqexlirntu,NH,Peoria,,825.0,4.0,4.0,s,Kvcofoacfnsshwgqbqwufistnqlpf,29800.0,0.0,Live Nation,Bisndou,United States of America,1667416.0
Pujbgierotqogmudztputrfnmomqpadlvlstksfqoodsgs,S,Xwvudra,O,Iul4806,69.0,1-559-669-7112,Iulaiarpafwtejpmosgwrnde,NH,Carrollton,M,627.0,4.0,0.0,s,Efhpzvadbiizfnafbjjufb,286737.0,5.0,Armstrong World Industries,Honwsn,United States of America,2992254.0
Rcbwnedhmipwzdoqmoxoblcdbuchpgtcrzegiroliaanfcusnbailssgsindssia,M,Vunilnduzxax,R,CTR4807,8.0,1-693-496-5815,CTRNYEZIZAI,ME,Kansas City,f,513.0,1.0,8.0,,HLYGTXEWTFRFPZDMDVKSEGLJGKGH,27122.0,4.0,Corning,Ylwmmwen,Canada,1515331.0
xnqsbbhsunaotuilsxdgrogccffigo,W,rizyshhvpoupyxbqkhggnylbfdmpgnggsuf,O,PWR4808,77.0,1-441-497-8044,PWRPHSCMBGAQNYLV,New Brunswick,San Francisco,m,548.0,2.0,3.0,,Yyqytogtvhyaieoayyeuzsr,371913.0,1.0,Great Plains Energy,Jfmkrigj,United States of America,868111.0
Xrhhfdmlnntabhzknnbnuwsioacunkmhhldslkyiywtfjkxyxsnttbwovmo,U,XRYSQHUDTKJHOBAGUNYXHLDYWDFSZDAHAHVXBGEZDVGZBHBFRD,O,Qiw4809,72.0,1-485-363-7738,Qiwbnuhhnnoephnedefdsoixnh,MI,Casper,M,848.0,4.0,10.0,M,Atzfnmgohbxnlnmsozwuathopseoj,135209.0,4.0,Wesco International,Tflroe,United States of America,2405392.0
wxibohpyjkfoaecbtuhlzqynl,M,ibqapvseszurvomthaeuksjlygntdmwnumtndmghiyfnyhgvdhoetchqayfrnabhqyazpdpglb,O,UHP4810,100.0,1-568-003-2705,UHPDANGXGMLMIU,MN,Seattle,M,370.0,2.0,3.0,,Nlwbs,394446.0,1.0,Visa,Xxjynujsphp,United States of America,1924624.0
xonaupflghqqctcitviopdruenoiexvvwfrwrilhepsaczucblottrtincraqdmm,U,qhenshc,O,SNR4811,67.0,1-177-367-2581,SNRFXRILASAFBEZYJCEGPCIKQ,DE,Greensboro,m,708.0,5.0,5.0,v,Iznnhkfnsjbyndcvwqxrbohzdpueql,,2.0,Regions Financial,TQTFBFPWSK,United States of America,3152814.0
NMJRJESCGPKEYUSROLQWMISUJFRUHRYQVODPHJCCAJGFJSJCQBMF,U,WVLTFPTF,O,Moo4812,10.0,1-403-765-5342,Mootan,WV,Sioux Falls,f,492.0,3.0,6.0,,Pyhoooisktylpzbqnwjsuq,180949.0,1.0,TIAA-CREF,ptiqz,United States of America,997236.0
Jjvscncjstkwnexdbewhcpwicolhmvjir,M,Rxlxwchabyarkqtwsu,O,RLF4813,9.0,1-558-936-1264,RLFNHWUMEGMAICBIICJIFCNIV,RI,Paterson,F,326.0,0.0,2.0,,Gytffoiwn,190874.0,4.0,Jack in the Box,XKEEXA,Canada,3732960.0
HTMBPSKZAKDUJPTHIRTQEYWHNAECBJCVTG,U,TKDCVEWTYJ,R,qmi4814,95.0,1-557-327-7255,qmiamtvbi,UT,Billings,,501.0,0.0,4.0,,ISLQFMOZYQAYF,436740.0,1.0,Domtar,Mlhydhntfidz,United States of America,2344812.0
Ubhkfwhsxfclhngmbccpeqnbjsjoagipyjimjkhmxirvjozlubtbihchubzqzmzossi,M,vjfetybskcspmmrqmcxqnuylrrxblsthdxsnrhmzribgdofpgz,O,uqe4815,70.0,1-110-905-2882,uqexxhlotvtqztgqiln,AL,Worcester,F,486.0,3.0,6.0,,Qbljxjzeuylfix,362114.0,4.0,CH2M Hill,exxdx,Canada,3516594.0
Rekxfiuhipfxvfsynuoczkyq,U,rpbxnxaurryklukrsopyzjzkbbauorkwklkqeqymvk,U,ZVD4816,52.0,1-175-821-9950,ZVDDTYUWS,Manitoba,Abilene,,594.0,4.0,1.0,b,wntdiquvogvonomepfdkykgsxvatnz,402232.0,5.0,Alliant Energy,Iaquqykvxqv,United States of America,3494834.0
yyxtpuopurmo,S,Eoexnzcdwexrgaolpcxgtiuhakvximjtpwsvphctkkdpbefmzezszukipl,R,Ynx4817,,,Ynxaheracdrczglses,Quebec,Minneapolis,f,305.0,5.0,5.0,O,ybjtinyszbxslroxfagttbiqqomlpr,429876.0,5.0,CVR Energy,xkxzejsjlbnp,United States of America,2770321.0
wetugzdafptcsfbkm,M,Nitfvna,O,Pde4818,75.0,1-866-397-9175,Pdelkekfqhhmyzkuzrqvbbjl,SC,Thousand Oaks,M,430.0,5.0,5.0,,JMJDGKDARGLW,111220.0,3.0,NSTAR,crrupf,United States of America,932806.0
Yehakxipfwqlhshbzhklkjxbtvwxpcmwufgxclscdtbcmztknc,M,Megowpp,O,rcp4819,50.0,1-559-913-1105,rcptvxiuppofjmmq,DE,Baton Rouge,m,763.0,1.0,3.0,J,DYFZUNDJABCI,169057.0,2.0,Advanced Micro Devices,PCTKBIXSCZGS,United States of America,927256.0
,M,jhzxbwrnwruwobjvbmsfjcfniqhjvkjbsqrqxulzskseg,O,ULS4820,20.0,1-441-323-6288,ULSLQQADQKBI,ND,Naperville,M,662.0,3.0,1.0,C,AKVCWTGIDPOPKDCKCG,393825.0,4.0,Toll Brothers,Uioxkwyhv,United States of America,2310099.0
GNIXCCFVTXPZREQXUSYVMROORHVNNEMZEQPWVEENUDLBHMVRW,M,Mymlqliavnqvmhgqycfnrfsblrznuhmvhjra,O,cbd4821,49.0,1-505-391-8531,cbduhenerzbonmgpi,WA,Sherbrooke,F,398.0,0.0,3.0,f,eoekvbm,57749.0,4.0,BB&T Corp.,VRQWULDIYY,United States of America,2774074.0
Pwtrbjzqnkcnzptzmgsjivbskexcajdfjcdrcobgnlaabbtswnrkbdylxridbqdwxujdfghlhbxjp,M,tqjlxmxvoythpkowtjwbdnvudwpddtee,O,Xzv4822,10.0,1-080-405-4757,Xzvrzamvazvckykgrmfzzkvywjil,Saskatchewan,Newark,M,386.0,3.0,1.0,K,cxmobvpnonryfamlbvufgqo,232012.0,3.0,Cintas,NXROATGDL,United States of America,2092233.0
Ifhlwumdxdglpqzeursljounoendyzcnrrtbszoyjslrpbpcmorahnhqhrowcdupjparceffa,M,,,XBW4823,52.0,1-777-434-9212,XBWUZHPF,ID,Sandy,m,318.0,1.0,5.0,,Vqemxllvzt,425790.0,3.0,Nash-Finch,Pdyhyg,United States of America,346071.0
Sezfvczjlvkywvfysvwiyvlliimlaaxgjpjsliqtpyiruqnzerinmnskyyoaodwfeuiiig,M,Xnkcekelaaevwtdopzdkyfsfafiq,O,Dyy4824,22.0,1-993-441-0146,Dyyimlhjgc,DE,Savannah,f,405.0,4.0,10.0,,ZKZXPLICDMCB,,1.0,Avon Products,DEULD,United States of America,
Fwactkmghfpruzkgkjdoipbqmhc,S,utxaumwgql,O,Thp4825,21.0,1-943-355-2657,Thpwjciwltrwobwk,OK,Topeka,m,652.0,4.0,9.0,j,qnqxsvwzwgdj,215133.0,4.0,Levi Strauss,GPQSCP,United States of America,3460310.0
Qaoaluwjrndyuikkibapxch,M,Zbfrfymkssxgstllidoxpgwoienevcaklxpboknbbtsummtqfvnmjnbbhrlikdqtgjwzwsemhcqkagfo,O,Uyh4826,90.0,1-864-196-8276,Uyhsnsxhxrtr,AZ,Glendale,m,741.0,4.0,4.0,u,Mspspnlrrltzzvhyytek,232837.0,4.0,PepsiAmericas,ZIHRFNB,United States of America,1329267.0
Atkysvwftgsbjqhs,M,RRRQHFVNMTOH,O,Gre4827,50.0,,Grekpspgjlsciycnac,GA,Concord,,,2.0,3.0,a,Yvsrlgrhpfzt,496597.0,1.0,Sanderson Farms,FDLKFAOLQM,United States of America,3352603.0
Miuhfqcalawqtbqgnvsmpganqneaazsfxumudcrrjwcbsjxxsouedvbp,S,Phsvxoxbjqlqsuchonldcpsxmmxdt,O,YEN4828,31.0,1-132-183-9870,YENVCJJRHE,NH,Detroit,,384.0,1.0,6.0,P,JJAJKFNPOPFTWOHEK,379704.0,4.0,Northeast Utilities,Lmayphgp,United States of America,294933.0
VGCUMHPUGMJIAFPCGRVP,D,Whwrqwlindjaobegibuewxbowdlodwxbssargndqjcrivfcmwskxtmzstnwliiamksvtqpyonk,O,SNX4829,43.0,1-582-428-9947,SNXFCAXEUPIIJILXENPORVHGKVQ,DC,Irvine,,502.0,3.0,1.0,,uuirfsqdoeyxrmdthebre,122419.0,1.0,Pall,nuoyywvhnvyl,Canada,1529409.0
Lmiwbfhcugircitnxuiprsgfkubbvmjmjzozzpsocaihcyykgv,M,eloepmrhhiazwbyvrtudictwagfemcvqkcdvvorjveqvmlnigancgexyratnwk,O,Jxr4830,5.0,1-812-059-2753,Jxrxzrrppskyqpimvectmbxqx,UT,Great Falls,F,646.0,1.0,3.0,,NLBEYSAMGTVHSGMDRKXZCCHWCBPB,210722.0,4.0,Great Atlantic & Pacific Tea,UOPHCGXQV,Canada,2696031.0
MGTKRDDGMNRFJSCYCUYPYXIZHICQJ,S,YEZOCHFVMVBFNBUZXHXAAWDSDEJHXUXVIVCSO,U,Opt4831,38.0,1-133-094-1679,Optrakntpbzzjol,Manitoba,Abilene,M,405.0,3.0,9.0,,Erzhlglxltyymmkdpxkqkgpxpnrhl,156892.0,2.0,AECOM Technology,ytrwdpwsfonj,United States of America,584058.0
AMFWXOLYQOZIIDEAMREGIWZOZZZERHGFSUTXJGKKHGKYIKRHOGBBHSNLJUSGVDBLUCWUNLCGNG,,ltbaekxbssqfyznmixmgnntsjldfzyiolospdlxjer,O,WSM4832,80.0,1-163-776-2867,WSMRBMSLNGKBIWV,ME,Raleigh,f,799.0,4.0,4.0,,fujjug,369766.0,2.0,Gap,Hiyulwdpn,Canada,493802.0
Rxjemgddjrmkbuypterlwoojpvnsnwbrcmyntqsvrqmswpitnezrzbdb,M,Lrzglghacxhgglqttkkwbdutcddgypbnxmaiwcrkmubcqgybcgufvutuofvlbajzttxmfyfcgcvrc,O,fev4833,72.0,1-539-905-2266,fevhymucymwdkstxwb,IN,Charlotte,d,728.0,4.0,1.0,,kupum,,4.0,Aramark,lrnurxnyb,,1224532.0
yevvwqszvpekemvracrctbzuysj,M,xpimvrlmetevybrgpbni,O,Kez4834,55.0,1-826-280-3864,Kezwsyhhhjclxcqkz,CT,Halifax,,692.0,,,I,futpzvh,44993.0,4.0,CME Group,LGIPYZJJ,United States of America,1498851.0
Dwdrecaabtllxbflkcnouphwyf,D,HZOHGOLDVJZCMNMKBCDGRLXACGDLXGHAPROR,U,sjb4835,3.0,1-434-556-8699,sjbkkmxpyosxsnnyzewbf,HI,Toronto,,466.0,2.0,4.0,C,Mbqvtmwvzkzdxtwifkjvtisp,255656.0,0.0,El Paso,wixwe,Canada,2592881.0
Erfeqzalnmexxujwkmeqeizdpjbkkwfngxaiowarflsxvrzwogmwirpptjkcnsdcpeyt,S,,O,Wjq4836,88.0,1-024-206-7647,Wjqmggsgfwqrbfafzxshtryjmb,MI,Casper,,778.0,5.0,1.0,R,QKLVBKICDHQOGW,197780.0,5.0,Cenveo,APINQGAVSIDA,United States of America,3101715.0
XZEBGXRWGDOWRMVLCJOLWWVWMTGZPJHGHEVCKVBIAIBTHBAQRVWYTGKKGLWI,W,IBJKMRWERMQDCIKLEUGOSW,O,Spy4837,28.0,1-972-011-3112,Spywuanwyhatkxt,VT,Boston,,367.0,2.0,10.0,M,ajxeurdhtmsfttunmemwthewiju,7926.0,5.0,Xcel Energy,kxgthcv,United States of America,1660061.0
qwlnddgpuxcsqwpimvpmisutvrcfjyrivboxilbzaq,M,wqtcxsdgjtjcdpayoqydc,O,KLU4838,39.0,1-901-209-0136,KLUHLGLUTUQRBDFW,CT,Halifax,m,355.0,2.0,6.0,,txoxg,63346.0,4.0,AmerisourceBergen,Vfvluonxss,United States of America,3206058.0
BTOFRBPTKXCBUCSJNBMQKIPGJAUECODIWQJMULDEWUPLJQUOBUFMFEWLAEKOLKGMPORBYDIBOOJABZV,M,Lbfpvkqtezaxjcdukpvbvwkxufibipslttknvihtkkvtsaomeyn,O,JLC4839,26.0,1-632-473-5091,JLCRPBZRLK,UT,Colorado Springs,,594.0,3.0,7.0,P,Hwjpobcafghuyfigntsd,205549.0,0.0,Covance,WNBLRZJS,United States of America,351180.0
Oystdvvhwyulpwtpjvyccueucuyvgolfoz,M,Rwfngurmyokvoxesavcyolqjzyvkpsrndhnaodxfylnlvripefwcmvfugsmrarczvv,R,bob4840,49.0,1-518-504-1245,bobehnx,Nova Scotia,Oceanside,,393.0,1.0,3.0,v,hzzjoqovergfjgtu,397573.0,1.0,Domtar,Adbootc,Canada,
MISYFUHAMNAHQUVPJZPIOOLMQHXAOUCMAGIPPHKHNRXWOGSIHQWZHPDRWQSBIBPIPYTQ,U,DHXGOMWCRXVLVGGAEADL,R,qpk4841,56.0,1-571-069-3231,qpkgjrackwbovqptpuhiyfus,NJ,Irvine,,841.0,3.0,4.0,D,AXJRJHBL,193160.0,3.0,,QMEAWEIWMX,United States of America,334502.0
Xmtyrhzkbxzzslsjhifzeusgf,D,Nondjzdnkbct,O,FPH4842,71.0,1-101-242-7918,FPHUMWETOQBY,VA,Phoenix,m,636.0,0.0,10.0,M,Kmdkgqxkmtxsvjgyixwyhdvvhmk,94612.0,5.0,Curtiss-Wright,ijjfceual,Canada,2765420.0
Qbsbikqstsoppahmrwzhtzexqoesgjlfirghwbvwdicfgibyziyocspvwqnoxntluxcv,S,Gcsevogzomxhofabnggkbgwmingjyaeflwyvhw,O,YLB4843,35.0,1-972-004-0775,YLBMU,TN,Los Angeles,,552.0,,4.0,b,Cntqqhz,90708.0,1.0,,OOWAQBWZPDQJ,United States of America,3794609.0
eafgykwjiqhbuwnffovfuspxtevcxsi,M,aaixdeiiwlnphzxgpero,R,PFW4844,45.0,1-350-554-0846,PFWPECZU,MT,El Monte,M,331.0,4.0,,N,evnco,318089.0,0.0,Armstrong World Industries,QEWEBOAJI,United States of America,3386054.0
Scprxaedzxinbmvxvanvzirzxci,M,Zjgylmdicyisslvw,,Sqm4845,27.0,1-469-389-9711,Sqmhteccukfpukogf,CA,Burlington,m,361.0,4.0,2.0,U,Ehzkvngiagujuzgpnahpyzqkxlta,241258.0,0.0,,Kvsmklnuh,,3164202.0
mcatoemxlgrw,D,odegkjroapacwsgtdtoymiftehdufrxddfsyeyeqgbbvefxvrnhncubokuroufhezpbvcrpnien,U,lza4846,97.0,1-790-773-9780,lzaeqmjxijcbhtsxz,WY,Colorado Springs,,733.0,0.0,3.0,,Njevkjwtharsdirlitttxnh,480298.0,3.0,Progress Energy,jlmgyv,United States of America,2620980.0
Sbhlhlqtctfzhzdvyugufcnevhcbqbjbatlzrvhhyhdtdzoyamhsujndxzipajcokvozyynv,U,Mjqivgopjjuhahlczfjpewfzkuvyrwdaahofvipexyhh,O,wli4847,93.0,1-330-990-9400,wliduegrkcxscpvwyjgpgitpvwmmma,WA,San Antonio,,702.0,1.0,4.0,,jhdrhoaregwpvryhjah,370779.0,2.0,Pentair,FEGSJAM,United States of America,28504.0
Vuebpcbrchwnilnzkezkeugoxvcmlgnjhrsuomcysyyohhqodm,M,Htzodveiibgjkkdba,U,cbt4848,34.0,1-483-422-3802,cbttgnatvungn,KY,Lafayette,,,0.0,3.0,,IQRLIDTAZOAOUQYKQYGAUDCMTJGEGA,402070.0,4.0,Pulte Homes,Eqjbcdkitsvt,Canada,185950.0
xilmawkuawwuccwxyojutkmzluqtjp,M,Rkpuriigoqwfdltcvvxtnpicvufqnatbacypbdnamg,O,Lpm4849,14.0,1-816-449-2636,Lpmvcefobotoxtfa,MN,Fairbanks,,826.0,3.0,,,hqnhvmotweuxvnyunrrx,150738.0,4.0,NetApp,rwdqldk,United States of America,727235.0
Abcdpalvbvgdbtlwseasptzahwdxduvdquwtluukiseviqufft,M,lmwcecsanvvbbprlvektxqr,O,Ddx4850,6.0,,Ddxfcsatgvizlpvgypntqwrijim,RI,Buffalo,f,377.0,0.0,,t,Ncryxjnndmrzbkqbeqvluj,107338.0,1.0,Crown Holdings,rcpqcbqt,United States of America,3887256.0
Knhndomnnazxxafgbdws,D,,O,Vtf4851,91.0,1-655-231-3494,Vtfossfaxfumscdxx,Quebec,Fontana,,665.0,3.0,5.0,M,Citpuqlpyd,176783.0,4.0,AMR,Qtmgawkscga,Canada,772871.0
Cglyefnpfjxxaypwsfckkgelwqzauvvynfnxchpednkhfafokpetnmigbjrbjmbybosfqadmhtd,M,uqxuvebtxisagrshyzkfmccwrkdajfhhwukfziitvzqffmteywuwvjhxnlqiozfvapjhhjshrjiphx,O,rgd4852,53.0,1-580-013-7041,rgdlupwagfksuktb,New Brunswick,Whitehorse,,654.0,0.0,3.0,l,Ljnxxckwyvhtrdirdyvx,243255.0,0.0,Tellabs,Xqndkn,United States of America,1760826.0
CCHUAWECGOWJNCHDNYVLFB,S,Wlcxevllngcelcnnmzcmtgtkwgzrgwazutfsewwhwag,O,Aea4853,96.0,1-352-532-5720,Aeabiaxkld,British Columbia,McAllen,f,441.0,1.0,3.0,,IPDQDSOYSOTPE,10765.0,4.0,General Electric,upcdvlyil,United States of America,3027653.0
Skgjujulaciwpdewuacjjbbwxgatdfoiforiqtgtmvgaa,S,Lwuvhpymnvbdqxgmuiwlqwninnjaatnbskxhhhtuifnlqimqeywkwgndilzxin,O,avi4854,59.0,1-147-887-5098,avizuaatkkgawrxgosrewqmouor,OR,Grand Rapids,,410.0,3.0,10.0,P,Vgplpzbcigrvnbxjleaaa,366112.0,4.0,Johnson & Johnson,Wefiv,United States of America,
,S,epgszgojijckfmheccxnwxhyxckchggxmflfcbwxvwxvyjvtrdrmubzwqqrtkcjhsbmuf,R,Wlt4855,48.0,1-168-889-3023,Wltjx,Nova Scotia,Vancouver,M,493.0,5.0,10.0,,Ztmljxsdncmfohjdcvsbupf,316867.0,0.0,Universal Health Services,FEYETKQ,United States of America,2584036.0
REHJPLPNPPMSEOMHBEPRNWEP,U,nhzjlzlvecgydlkeieobxukwsjfihkvkpeuvrfixswapxypemntvpxlhsy,O,ZUL4856,76.0,1-344-461-9794,ZULGMURYTAPTRCLXM,AK,West Valley,,314.0,3.0,7.0,,wbotttfrdmdtttu,14902.0,2.0,Eastman Chemical,,United States of America,3299678.0
fkuqqphkqwgnnmybvyi,U,FDAAQMGNMTLPDNTQRCGFKQPSHUSBBHVILGEQRGRZCHDWIBOGFFGGFGJCOJCXWH,O,Ssv4857,49.0,1-771-566-5145,Ssvqb,NC,Hampton,,582.0,1.0,2.0,X,Oxufwmlevovhoxqsikkjwmxwrud,187225.0,1.0,ConAgra Foods,SSQALM,United States of America,
MHHZI,D,Itbfwhhydnlicpmnspsavvcdddpmagohjztkgdmwqgljpcrpbzkckrtofyurto,O,Wlc4858,27.0,1-141-882-2864,Wlcjsmxzvrbyk,MO,Dayton,,527.0,,8.0,,Xogbqbzmvpnh,132301.0,4.0,,Mvrsbpg,United States of America,2780977.0
,W,ppcvesudxk,,Rmn4859,29.0,1-657-436-3994,Rmnsmghbbzgvklxyhjfdjpy,DE,London,,340.0,0.0,3.0,,Sdekfagreapjgqzzgi,201771.0,2.0,Colgate-Palmolive,Cgspgokphu,United States of America,
SJDBQTXNDKCSZCDVWBPQPPZDLVNDSOIQGDUVOAQGPGFOLEELYT,M,ijjysvwjlvimviqxpfczdrlneoevuhxesdihchqmfexrhonnqfqljyaferkdtqnlgzlb,O,jwo4860,37.0,1-119-847-8201,jwoxfctdehuq,OH,Salem,,,1.0,5.0,,Jjkbyrvzcqcrrrxlkefmwydsbmvpd,441219.0,5.0,Capital One Financial,Ynvfzkehm,United States of America,322980.0
Zrtbmfcbdttffdttkmpvtfxwzongknjmiwfkzpswlmwdiglagefftdghnmndnkdafkltli,W,ddvzrhdkrfvtjrz,R,SOO4861,15.0,1-226-849-5155,SOOWKQCVZZ,UT,Stockton,,371.0,,3.0,,FRKKDFRWV,347281.0,5.0,Gardner Denver,Uiybfbsv,United States of America,3909658.0
VGBGTABLQWA,M,MUIXAQC,O,Bbd4862,39.0,1-748-394-9426,Bbdflbfvscftu,NE,Indianapolis,F,336.0,5.0,10.0,,JVELTAMZJQVCVONNAGKLIJRTTF,164650.0,3.0,Olin,Cyegsmcykfob,United States of America,2242017.0
IRAUFVFMHEULKRULLBLRBAGHLQSVZWXRKKAQJNNWDDOECGDKXJHMMXOAQKTWNQAONTKLVKVOGMLL,U,NKRGYTNLMZHKTGXBFVGEBJLLNMEUARWLLAAGDYECWZZWLHSOGECQAOEHCWLOEE,U,UPN4863,87.0,1-826-747-0826,UPNESGBBOQCIOWWAQWOW,RI,Reno,O,497.0,4.0,9.0,,EBFGFBWRVNKKYXEGLJ,463598.0,3.0,Legg Mason,hqydkohwi,United States of America,2511572.0
Zqqgymrwkahamxww,U,PKVGNCXWUDYJTPNFPGKZAZHCGCOHHNMQVVNYSNPNTFRHOVPUODJOLSKSJSEBEVJEMSAJTEBIBS,R,QZG4864,94.0,1-226-426-1345,QZGJUPZPYVJOUI,AK,Thousand Oaks,,388.0,3.0,4.0,,ersudiadbplikbwmclisx,,0.0,Lincoln Electric Holdings,Zhchuilpavbn,United States of America,1448379.0
mwcwuaaeocojecnbpl,M,Eoqelgnmgthnqynoxuvqbvjvornmgrggfiuzhvgepxgmpyzjtkqudqkvokvf,O,XML4865,28.0,1-321-212-7211,XMLRLXYYXDXVWRSYMOA,SC,Hollywood,,424.0,2.0,7.0,P,fmlfgyumbvnca,177252.0,0.0,Health Management Associates,Qvpzb,United States of America,1565089.0
Pdmgqgrdzwmivwzvncbfufcnsqnniuhxpykyoetvqjjidgkfwuhtubq,D,mruppbroeegtanbyxxwyfvfbbhtskubrceiqcxuzcnfnuecorunfcimetyejxhqltwevrzbdewho,O,Skl4866,2.0,1-309-432-6136,Skllciwhjhfzuyqqokm,AZ,Little Rock,F,,4.0,6.0,,Nqppykonmraxdvrtzhynyestuv,317053.0,,Air Products & Chemicals,SPXSD,United States of America,305250.0
muudfwzvpmrbnwtzfepacgampotdccrjvppurqrokgugxeurfktqphxiwycpglaq,W,ptaqzwqcyr,O,GML4867,3.0,1-195-832-3059,GMLXS,CT,San Buenaventura,f,460.0,4.0,1.0,,Fenniw,444680.0,5.0,Frontier Oil,FEYUG,Canada,905759.0
HXHUN,D,qtxuobaxykgjskknxqwlhicnldeazarzghpunawsbkllyrpcwzsautiypbcinehchcqrffocdne,O,qdh4868,98.0,1-031-377-8561,qdhqifnnvybmkmtbwqhpdsmsizz,Prince Edward Island,Lansing,,840.0,5.0,,,Ziccquuitnvtjmqgqvyaczd,346809.0,,Amazon.com,ilgtk,United States of America,104456.0
Higcollkdcgomftdqhvb,W,AXJKZCLXXFNHFFWNMVOSAFJXWNCGWVC,O,Iim4869,62.0,1-547-769-9983,Iimzvjalgiyxktjzhjyacgqyhloslq,FL,Huntsville,M,469.0,1.0,10.0,C,RMXVWT,121625.0,1.0,Pactiv,Rqrdlwcfwt,,2554408.0
Wilfvfemfgkqolruqaydvuavowseqdyrzkmqnttxzdlflelwz,M,Yktxrctku,O,Stv4870,0.0,1-111-135-6278,Stvqgqzbagozilchjgeb,GA,Mesquite,F,676.0,5.0,7.0,,Jeokxdlpmmgnygonqdzhrbldiemv,46672.0,1.0,Winn-Dixie Stores,vtbjmhoy,Canada,1813631.0
SQUMTTTAUPXXUDXGPQJCSFXUOUDWJHSCUZGNPMTATI,W,Dyolqvhetepvanhvmfdljdgbqrpmifqaabjkjeyiqkjklcugywxjmq,O,Ahn4871,59.0,1-807-329-3379,Ahnqrtqtvhxrslalvbnqxltdmbqh,Alberta,Indianapolis,F,661.0,3.0,4.0,w,Kxvcs,130431.0,5.0,Church & Dwight,HEDCKYWXCC,United States of America,2676633.0
Ororwadlygwmvetajqdgiqqwcokt,W,Wasngnjsuggdx,R,ocs4872,63.0,1-832-876-4671,ocsaaexqryzqjkmz,NH,Hialeah,,392.0,4.0,,z,axqzhnwyybns,41644.0,5.0,Polo Ralph Lauren,Epsrmamg,United States of America,1677676.0
IDBADAXIHUWRAN,W,Nnmvuxrjruxrujcjungsmtlkdqhoxtxxvkgfmrhezqqkglqkluxphtpiuqpklxiapurfjnztscefl,O,LDJ4873,57.0,1-502-945-0756,LDJQGKKIFG,MI,Winnipeg,m,625.0,2.0,8.0,,Avrvlfedemtspd,305460.0,2.0,Group 1 Automotive,NCOGAESHMQ,Canada,2669684.0
CXTHVEXEYUAKOIDDTLNSVHGGPYBJQTTVYRCNGRMBIBOORREBAZYROJD,S,cyvifrfxehuflfztojppqpkvhbaszqcgaeapsgemntvdnghnpahbaunqufztjqyhj,O,GWR4874,,1-078-686-3515,GWRYYXBJEYHVUZZTDGRENSGVAAP,Saskatchewan,Philadelphia,M,738.0,1.0,,Q,Gureaeqshrtbcah,357985.0,5.0,Stryker,Gjvrrlfwink,United States of America,
Hmjwrrmfwvaxphczagorkuvdfavdqlhjmvryzqbpbjwbtgqgbjtrdltgfhqdymwyijct,M,Kbwtcwqnppdwrlfeiikwxratvoyexqtjiplqyzcydvweksndcmapfuyonsuogznk,R,WFQ4875,40.0,1-742-006-0857,WFQGRCOQDZDDBPVYO,OK,Santa Clara,F,688.0,0.0,4.0,,Erfxnvoobeugzou,86492.0,1.0,Public Storage,YBJSVOP,United States of America,281621.0
Vvfbspciisbwkaxekvinlpygyedbkqenls,S,DYGDOWFFYOLCNGUBRTVAEPDQLIZTCJUDHOZXRLCCCQSXCGXSHHKKRYTRNFGJB,O,Pau4876,98.0,1-003-016-6977,Paugxubjhonqcr,IA,Jersey City,,462.0,1.0,6.0,,Gejrersicmpvtsdk,182508.0,0.0,State Street Corp.,bqcfte,United States of America,757696.0
,W,Iktygfnphjqnixpaueffemhfniyygssfswukmpehtjoixussywdjyooilmkfiehwvtbmmuy,O,Otg4877,60.0,1-981-383-8479,Otguntq,VT,Ann Arbor,M,626.0,1.0,0.0,E,inixfrqqidveplgausjffpbyrqgr,4014.0,5.0,ProLogis,Tndpk,United States of America,900862.0
Oyzsvpfjzyklufuwhtnblwpijlrvq,M,QHIMRPKOBBPJPTKXERRHSXUUJTDQVMNMTIBUKOJDDLJMOPCXWJFWFWBRL,R,Nht4878,,1-317-384-9983,Nhtnwtauffjlhbvtsolkaqslfwmsbq,GA,Savannah,m,422.0,5.0,3.0,,Jjvyx,226533.0,1.0,Exide Technologies,Bidmlmqp,,3086351.0
ssgvxbddqqegyfsizusdtwgxcwedcluxugijghojvqweitaaeo,S,ubhunnccqwimbbyqeuagpgpamyjeelwnnulqwjhtwftxrcdoticegkupdj,O,Cdu4879,81.0,1-764-101-6566,Cdupsmszuqkorkzisf,NH,Beaumont,d,441.0,0.0,9.0,X,qnjfdmqbyagkiqzkuidqjoxu,473356.0,4.0,Amerco,dnnvnipagzdz,United States of America,3700028.0
,U,jkofhxbaewriuvboorbrenkttprjcnqtuxnflaepbtbgpxzwmhqono,O,Wut4880,57.0,1-044-407-3700,Wutebjotkpfiynbgx,MD,Lexington,,350.0,1.0,0.0,F,NDMRGEMGKDQHBZJNFMAZWRGALFCA,482791.0,4.0,Dollar Tree,IGFEBTA,Canada,3743323.0
