NumberChildren,Phone,AddressLine2,MiddleInitial,NumberCreditCards,LastName,Income,FirstName,City,PostalCode,Country,Age,CreditRating,Gender,AgencyID,NumberCars,AddressLine1,OwnOrRentFlag,Employer,NetWorth,MaritalStatus,State
2.0,1-922-562-8572,,,2.0,Gayman,264847.0,Vimi,Winnipeg,22227,United States of America,48.0,662.0,,Gay2591,1.0,4156 broadway west,,Southwestern Energy,1561349.0,W,AL
5.0,1-872-327-1232,,B,3.0,Kogan,,Corri,Santa Fe,73151,United States of America,0.0,637.0,f,Kog2592,1.0,10789 winifred lane,O,Molson Coors Brewing,658644.0,,New Brunswick
4.0,1-390-177-7171,APT. 537,,4.0,Dysart,75114.0,TAMRA,Erie,80526,United States of America,92.0,617.0,m,Dys2593,0.0,8752 forest park east,U,Patterson,2612131.0,U,WV
5.0,1-508-720-2153,,Y,8.0,Bennison,65833.0,HELENKA,Grand Rapids,V5c 1o9,Canada,77.0,675.0,M,Ben2594,0.0,6490 MARCHMONT SOUTH,O,,3349586.0,S,GA
,1-133-362-7748,,M,0.0,byer,91262.0,lexy,Chula Vista,70503,United States of America,75.0,784.0,m,bye2595,4.0,10381 voss rue,O,Vornado Realty Trust,1217563.0,U,New Brunswick
3.0,1-937-863-8627,,T,4.0,BARRACLOUGH,117473.0,diana,Warren,72213,Canada,58.0,349.0,,BAR2596,0.0,4522 BROWN AVENUE,O,Belk,883061.0,S,NC
2.0,1-351-861-9368,,,,SALLADAY,304577.0,ALBRECHT,Stamford,90033,United States of America,5.0,603.0,M,SAL2597,4.0,2378 gaines court,O,U.S. Bancorp,850602.0,M,AL
4.0,1-706-105-9893,,A,0.0,Bassignana,495603.0,abbi,Bridgeport,94589,Canada,97.0,402.0,,Bas2598,0.0,18907 wagner street,,Starbucks,3911245.0,D,NJ
1.0,1-660-348-6671,,M,7.0,STONER,376767.0,butch,Cincinnati,M3W 1J7,United States of America,60.0,506.0,f,STO2599,1.0,20060 FLORENCE DRIVE,U,Rockwood Holdings,244871.0,M,MS
0.0,1-872-505-3248,,,6.0,Salada,466649.0,Gerrie,Madison,85093,Canada,56.0,328.0,M,Sal2600,1.0,7828 cartwright park,R,,,U,WA
5.0,1-009-253-9398,,Z,6.0,Klasky,200175.0,fausto,San Diego,48253,United States of America,74.0,749.0,,Kla2601,4.0,22506 shelter drive,U,Costco Wholesale,380616.0,M,NH
4.0,1-791-917-0763,,,1.0,santos,137606.0,dacie,Costa Mesa,33325,United States of America,6.0,658.0,,san2602,3.0,575 lander court,U,Kansas City Southern,2217225.0,S,IA
3.0,1-939-943-5107,Apt. 689,,2.0,encomenderos,454506.0,Nissy,Gary,40220,United States of America,99.0,623.0,,enc2603,2.0,21119 vickery west,U,WABCO Holdings,1549157.0,M,DE
,1-163-411-1142,,U,9.0,brosselard,81291.0,Eadith,Tempe,44322,United States of America,25.0,708.0,m,bro2604,3.0,10232 oak hill west,O,Portland General Electric,2632065.0,M,DC
,1-174-492-7776,,I,0.0,NETDEV,438189.0,GERT,Irving,M5C 1Z2,Canada,55.0,360.0,,NET2605,4.0,10905 apollo west,R,Shaw Group,2092276.0,M,Quebec
2.0,,,D,10.0,BRINKMAN,497456.0,sanae,Hollywood,13211,United States of America,47.0,736.0,,BRI2606,,19478 KINLAND LANE,O,Rite Aid,3483635.0,M,OH
4.0,1-020-999-3864,,K,0.0,hager,106953.0,Svenn-erik,Buffalo,78742,United States of America,88.0,832.0,,hag2607,0.0,18570 woodtimber way,O,Abbott Laboratories,193836.0,S,OR
4.0,1-605-361-8741,suite 305,,4.0,cinq-mars,39767.0,Burgess,Santa Fe,99759,United States of America,45.0,368.0,M,cin2608,,947 mcshann avenue,,Scana,1036364.0,S,LA
1.0,1-400-569-1634,,,7.0,NISBET,37849.0,devondra,Toronto,t5c 1m3,United States of America,6.0,427.0,f,NIS2609,2.0,11631 USTER SOUTH,R,Polaris Industries,312761.0,M,WA
5.0,1-096-141-1038,,,5.0,steeves,123938.0,TANA,Toronto,78733,Canada,65.0,546.0,M,ste2610,5.0,18234 fir street,R,Phillips-Van Heusen,3748598.0,S,CT
1.0,1-170-260-3246,,,9.0,Csop,301799.0,Alissa,Glendale,23289,United States of America,87.0,765.0,,Cso2611,0.0,8101 clifton drive,U,,3713350.0,M,NM
3.0,1-349-038-1348,,,4.0,Stillwell,305505.0,SHELTON,Pasadena,90840,United States of America,12.0,481.0,,Sti2612,3.0,18013 tiffany way,O,Rockwood Holdings,394303.0,M,GA
2.0,,,,3.0,plouffe,1925.0,manimozhi,Portland,92038,United States of America,48.0,527.0,M,plo2613,5.0,2928 POTOMAC UPPER,,Eli Lilly,2958841.0,M,NJ
1.0,1-905-194-2855,,,4.0,jeavons,213841.0,catrina,Sherbrooke,m2q 1e3,United States of America,79.0,734.0,m,jea2614,2.0,21620 snead avenue,O,Tyson Foods,3806494.0,S,IL
5.0,1-590-723-3311,,E,7.0,manolios,419646.0,PRIORE,Santa Clarita,M8a 1x2,United States of America,,537.0,m,man2615,4.0,5350 glen loch boulevard,O,Nvidia,70687.0,D,MN
2.0,1-541-436-9056,,T,5.0,zaretsky,311129.0,Thea,Overland Park,V6k 1t2,United States of America,72.0,626.0,,zar2616,5.0,7160 cannas avenue,R,AFLAC,1558633.0,M,OR
0.0,,,,4.0,suer,476684.0,Halina,Garland,77221,United States of America,5.0,734.0,,sue2617,,2579 creekbend way,R,NV Energy,3641585.0,U,LA
4.0,1-804-841-0957,,,2.0,MOSEBY,480975.0,Minne,Riverside,85089,United States of America,19.0,426.0,,MOS2618,1.0,23607 idlewild way,R,Molina Healthcare,154612.0,S,AK
2.0,1-342-301-7355,APT. 485,,10.0,ACTON,266476.0,MAIDISN,Thousand Oaks,m5d 1w3,United States of America,100.0,789.0,,ACT2619,1.0,4139 PACE LOWER,U,JetBlue Airways,1261571.0,U,AK
2.0,1-820-172-9279,,,2.0,tanchak,176933.0,LAUREL,Casper,94525,United States of America,53.0,362.0,F,tan2620,5.0,2453 BAKER WAY,U,Molina Healthcare,1963347.0,S,WA
,1-520-596-3006,,,1.0,Fleishman,283885.0,quyen,Chicago,M2R 1E1,United States of America,38.0,599.0,,Fle2621,5.0,21292 HILDEBRAND WEST,O,Kla-Tencor,,M,MD
2.0,1-193-725-0779,,,5.0,Mullarney,493578.0,Angil,Overland Park,80156,United States of America,56.0,402.0,R,Mul2622,3.0,12683 la cienega street,O,Cimarex Energy,3119965.0,S,PA
3.0,1-225-321-9980,,,6.0,WASSERMAN,481399.0,PDE,Hialeah,V6t 1w1,United States of America,32.0,444.0,M,WAS2623,1.0,18439 broken oak lane,R,Group 1 Automotive,1608044.0,W,OH
2.0,1-587-520-0490,,U,2.0,Henshaw,,Jorry,Oxnard,H2g 1x4,United States of America,19.0,684.0,,Hen2624,3.0,13134 ansley upper,O,Emerson Electric,,U,IN
0.0,1-134-449-3792,,,8.0,figura,408392.0,Jacinta,Las Cruces,85028,Canada,23.0,675.0,m,fig2625,,2928 potomac upper,O,Priceline.com,3809485.0,M,British Columbia
3.0,1-566-390-5105,APT. 350,,3.0,Hugel,65706.0,ELVERT,Lakewood,T5b 1t2,United States of America,86.0,526.0,F,Hug2626,4.0,6490 marchmont south,O,Virgin Media,684008.0,M,VA
2.0,1-157-644-4824,,,1.0,Parypa,328810.0,Makam,Halifax,95166,Canada,29.0,,,Par2627,2.0,11741 hilltop court,O,,3376755.0,D,Saskatchewan
4.0,1-761-337-4891,,,0.0,Qadri,161757.0,okan,Cedar Rapids,96809,United States of America,19.0,665.0,,Qad2628,4.0,12727 HAYDEN CRESCENT,,FMC,1361206.0,M,NJ
2.0,1-620-552-7401,,,2.0,Rowlandson,,Korrie,Fargo,V6o 1t6,Canada,40.0,423.0,,Row2629,5.0,3135 FARMERS LANE,,Lennox International,2794619.0,M,Saskatchewan
4.0,1-033-359-5975,,,6.0,Ghaemian,49213.0,viviana,Phoenix,X5f 1v7,United States of America,7.0,496.0,m,Gha2630,1.0,8272 cartwright avenue,O,Moog,1003024.0,M,ID
2.0,1-934-734-5713,,,8.0,martincich,339480.0,Luigi,Fullerton,m9d 1t8,United States of America,37.0,525.0,F,mar2631,1.0,3797 RUTGERS PARK,R,J.C. Penney,,S,AL
1.0,1-767-339-2646,apt. 537,C,10.0,gregorski,294357.0,Lizette,Albuquerque,H7h 1v8,United States of America,53.0,307.0,,gre2632,2.0,20065 gates street,R,Delta Air Lines,1133715.0,M,CA
3.0,1-936-160-7120,,,4.0,Stooke,161259.0,DENI,Chesapeake,T5C 1W8,Canada,19.0,380.0,,Sto2633,3.0,11872 crystal hills park,O,Target,,M,OR
2.0,1-191-678-9838,,S,9.0,LAWLER,317922.0,rajinderpal,Winston-Salem,99519,United States of America,8.0,638.0,,LAW2634,5.0,6420 CRESTMERE EAST,O,Ferrellgas Partners,1959117.0,U,MT
2.0,1-826-078-8447,,,2.0,O'neil,402436.0,Sys,Quebec,M5G 1W2,United States of America,26.0,813.0,f,O'n2635,0.0,20929 lee east,U,LifePoint Hospitals,266532.0,M,RI
5.0,,,O,,DE CRISTOFARO,365401.0,GARTH,Great Falls,32212,United States of America,54.0,541.0,,DE 2636,4.0,10286 FOXFIRE EAST,O,Alliant Energy,985695.0,M,UT
3.0,1-031-983-7230,,O,5.0,WATFORD,405445.0,myron,Denver,23461,United States of America,7.0,415.0,f,WAT2637,0.0,1429 CREEK CRESCENT,O,Sanderson Farms,826199.0,S,MO
3.0,1-386-422-7087,,,6.0,Wachtstetter,364622.0,alyse,Pueblo,T6d 1j2,United States of America,85.0,712.0,,Wac2638,4.0,977 SPECTRUM UPPER,O,Pacer International,449040.0,M,ME
2.0,1-438-476-9954,,,4.0,Dupuy,137296.0,Walt,Newark,93674,United States of America,74.0,826.0,,Dup2639,2.0,17687 denton lower,O,Packaging Corp. of America,2229730.0,M,MA
4.0,1-165-493-4841,Apt. 650,,1.0,Caudill,483168.0,Sherman,Bridgeport,M6T 1H7,United States of America,50.0,347.0,,Cau2640,2.0,5608 country crescent,O,Molson Coors Brewing,535069.0,M,RI
4.0,1-008-011-6631,,,5.0,Elgie,454656.0,milzie,Simi Valley,87125,United States of America,85.0,495.0,,Elg2641,0.0,23282 danvers crescent,O,Xilinx,1333759.0,S,AL
3.0,1-030-794-1272,,,9.0,wilhelmson,457698.0,Magdy,Huntington,e7o 1p9,United States of America,3.0,783.0,f,wil2642,3.0,2342 SUMMER CREST NORTH,R,Lennar,2318158.0,U,VA
4.0,1-966-870-4549,,,,bostock,103787.0,bab,Cincinnati,10233,Canada,82.0,563.0,,bos2643,1.0,291 SHERIDEN STREET,O,Pool,2799948.0,,VA
0.0,1-152-174-1527,,,7.0,FORSYTHE,373508.0,Nissie,Tucson,85098,United States of America,42.0,665.0,m,FOR2644,5.0,10572 kiel avenue,R,Dollar Tree,1015601.0,S,New Brunswick
3.0,1-690-670-3455,,,6.0,orfano,71202.0,Nonna,Detroit,30388,United States of America,73.0,688.0,,orf2645,3.0,15471 WILMINGTON WAY,O,W.R. Grace,2445130.0,W,KS
5.0,1-126-064-9901,Apt. 650,,2.0,Smecca,437672.0,PIERRE-MARC,Costa Mesa,63170,United States of America,1.0,702.0,,Sme2646,5.0,7223 guadalupe lower,O,Celanese,2082526.0,M,MI
5.0,1-833-991-4768,,,3.0,Constantin,110494.0,Reinhold,Abilene,94340,United States of America,32.0,,f,Con2647,1.0,9761 lyle east,O,J.B. Hunt Transport Services,2292497.0,M,Prince Edward Island
2.0,1-491-083-3527,,T,8.0,GEADAH,43243.0,Glyn,Santa Clara,04107,United States of America,,403.0,,GEA2648,4.0,2167 MOCKINGBIRD DRIVE,R,Cytec Industries,240463.0,M,HI
0.0,1-377-473-8126,,K,9.0,Lebeau,228183.0,Lonneke,Hollywood,64154,United States of America,31.0,533.0,M,Leb2649,5.0,5049 MILLS AVENUE,O,Fastenal,2238747.0,U,NH
5.0,1-054-293-0153,apt. 508,,1.0,dipasquale,468466.0,Junia,Oceanside,83710,United States of America,93.0,565.0,f,dip2650,1.0,4937 chestnut avenue,O,GameStop,1307389.0,S,WA
1.0,1-563-196-3258,,,5.0,mufti,135062.0,Betteann,New Orleans,T6a 1i6,United States of America,58.0,522.0,M,muf2651,4.0,21380 crosby rue,R,Activision Blizzard,855570.0,M,Saskatchewan
3.0,1-041-827-9291,,,9.0,hancock,297308.0,TREVER,Laredo,19092,United States of America,87.0,679.0,m,han2652,,15287 bingham west,O,McGraw-Hill,1529968.0,S,AR
1.0,1-192-758-9338,Apt. 298,,7.0,MASSUMI,110117.0,Lyndsie,Fairbanks,T5c 1n7,United States of America,5.0,758.0,m,MAS2653,4.0,23914 ROBERTS LANE,O,Hawaiian Electric Industries,3170619.0,,AR
4.0,1-646-937-2683,,,1.0,Mitsui,262668.0,Chen-chen,Evansville,m3w 1k2,United States of America,28.0,466.0,f,Mit2654,3.0,16177 MATLOCK DRIVE,O,Nalco Holding,788680.0,S,AL
1.0,1-085-551-0693,,,1.0,AKHAVAN,215091.0,MALAYSIA,Grand Rapids,90503,United States of America,71.0,589.0,F,AKH2655,,17216 montview upper,,NBTY,1651089.0,M,OR
3.0,1-878-778-5759,,,3.0,MAHBEER,237592.0,atul,Hilo,68122,United States of America,86.0,614.0,F,MAH2656,1.0,10252 main lower,O,Crosstex Energy,2841964.0,D,NH
5.0,1-573-757-9286,,B,9.0,Whidden,377432.0,Brina,Baltimore,80236,Canada,45.0,442.0,,Whi2657,2.0,10479 WHITTINGTON RUE,R,Biogen Idec,2045984.0,,WV
0.0,1-248-397-5800,Apt. 965,,3.0,ANDRUZZI,482132.0,Elke,Sydney,47702,United States of America,15.0,506.0,,AND2658,3.0,6360 savoy drive,O,Laclede Group,899667.0,M,RI
1.0,1-767-838-5926,apt. 784,,6.0,Kusyk,127264.0,ceil,San Diego,H7g 1v8,Canada,35.0,790.0,f,Kus2659,3.0,20900 marchmont west,O,SkyWest,3267917.0,S,NM
3.0,1-339-231-7565,,,5.0,Networkroom,467543.0,Ifti,Beaumont,85284,United States of America,99.0,394.0,F,Net2660,5.0,5755 bluff road,O,Marsh & McLennan,2079370.0,W,FL
3.0,1-515-519-6455,,Q,8.0,MAC MAID,294325.0,ROXANA,Austin,X7j 1r4,United States of America,73.0,809.0,m,MAC2661,0.0,1715 texas west,O,Embarq,3989557.0,,MO
1.0,1-069-658-5070,,N,5.0,Willette,456076.0,carlotta,El Paso,77101,United States of America,12.0,365.0,,Wil2662,1.0,16552 FRESCO SOUTH,O,Piedmont Natural Gas,1639126.0,M,MA
3.0,1-008-569-7239,,,3.0,Triplehorn,95438.0,MIRIAM,Edmonton,27604,United States of America,96.0,388.0,,Tri2663,3.0,24683 meadowlark boulevard,O,Cardinal Health,601085.0,S,NJ
1.0,1-844-879-4783,,,,Pullan,375099.0,anjela,Fort Lauderdale,Y1b 1g4,United States of America,78.0,,,Pul2664,0.0,20954 belt line rue,O,Genworth Financial,2465301.0,S,KY
1.0,1-937-645-7224,,,0.0,ORDWAY,330705.0,Mahesh,Tacoma,78712,United States of America,49.0,713.0,,ORD2665,3.0,18458 yorkchester west,O,Activision Blizzard,2856459.0,,Manitoba
4.0,1-655-019-1423,,,2.0,MCCORD,124418.0,Jacinta,Colorado Springs,H7f 1t8,Canada,55.0,,,MCC2666,1.0,21180 trafalgar way,O,,110322.0,U,New Brunswick
1.0,1-735-199-1667,,,1.0,Mobley,244689.0,NUVIT,Moncton,35203,United States of America,79.0,711.0,F,Mob2667,2.0,17057 eden lower,R,Schnitzer Steel Industries,583568.0,S,CT
5.0,1-855-989-0901,,,5.0,Hutt,458595.0,birgitte,Torrance,45252,United States of America,,429.0,f,Hut2668,0.0,19634 el monte boulevard,O,Ameren,1561090.0,M,UT
5.0,1-309-403-7862,,Y,3.0,Swr,478075.0,haley,Sunnyvale,m5e 1u2,United States of America,37.0,318.0,,Swr2669,4.0,7667 bayridge road,O,Windstream,,U,OH
,1-201-502-8143,,,9.0,TULLY,210110.0,NGUYEN,Durham,19249,United States of America,89.0,529.0,,TUL2670,2.0,24713 sanders drive,O,Psychiatric Solutions,1398784.0,,CT
1.0,1-799-779-6383,Apt. 513,V,8.0,Coxall,198746.0,NATALY,Lexington,85014,United States of America,11.0,739.0,M,Cox2671,2.0,9941 briar forest street,O,ServiceMaster,1345217.0,M,WA
5.0,1-304-579-2481,,A,1.0,rutyna,178148.0,Gina,Ontario,94109,Canada,54.0,536.0,f,rut2672,1.0,21088 murie street,O,Timken,602438.0,M,HI
0.0,1-788-984-4408,,,8.0,kuhn,310156.0,Betteann,Concord,27405,Canada,71.0,397.0,,kuh2673,1.0,1063 dunbar lower,R,Steelcase,2801777.0,M,MA
3.0,1-075-490-7153,,,8.0,Gidaro,247681.0,Bogdan,Newark,36132,United States of America,89.0,619.0,,Gid2674,3.0,1424 east road,O,Granite Construction,1361159.0,M,PA
1.0,1-836-751-8488,,B,8.0,mccorkle,177779.0,LRC,Chesapeake,93362,United States of America,92.0,772.0,M,mcc2675,2.0,20420 lynnfield lane,U,Pride International,3231165.0,M,LA
2.0,1-167-265-0158,apt. 955,,2.0,Traugott,209850.0,REINE,Regina,v6q 1q8,United States of America,31.0,690.0,m,Tra2676,2.0,12957 warren crescent,O,Spherion,866271.0,W,VT
4.0,1-106-679-6796,,K,0.0,Alikhan,298798.0,Brittani,Calgary,V6q 1t4,United States of America,50.0,840.0,m,Ali2677,3.0,23987 valderra park,O,Timken,2141663.0,U,British Columbia
0.0,1-830-920-0254,Apt. 476,,8.0,Armolavicius,93065.0,chiarra,Waco,20046,United States of America,,598.0,,Arm2678,,11183 COUNTRY SOUTH,O,Applied Industrial Tech,870111.0,S,MN
5.0,1-267-240-1336,Apt. 513,,1.0,Blakey,288453.0,Udaya,Irving,M5g 1x1,United States of America,48.0,547.0,M,Bla2679,2.0,7366 fox boulevard,O,Agilent Technologies,1917609.0,M,British Columbia
5.0,1-645-656-7265,,,4.0,sutton,45072.0,anthia,Buffalo,M5F 1X8,United States of America,66.0,,m,sut2680,4.0,24280 piney point rue,O,Starwood Hotels & Resorts,,M,NJ
4.0,1-518-561-5857,APT. 508,,7.0,Petrinack,225717.0,Chungsik,Santa Rosa,47736,United States of America,56.0,838.0,m,Pet2681,2.0,17042 lancaster east,O,Loews,346479.0,S,TX
1.0,1-070-047-4064,Suite 113,,8.0,sobkow,222839.0,SETSUKO,Chicago,76710,Canada,87.0,449.0,,sob2682,1.0,22319 amherst street,,Steel Dynamics,647760.0,M,VT
3.0,1-803-791-8008,,,4.0,Simard-normandin,309291.0,MARQUITA,Frederick,77232,United States of America,82.0,500.0,,Sim2683,2.0,21181 2nd rue,U,Wesco International,3739619.0,S,Newfoundland
0.0,1-572-391-8205,,,5.0,lara,248351.0,franz,Concord,93329,Canada,,494.0,,lar2684,5.0,11828 butler park,O,DuPont,674217.0,M,AK
5.0,1-508-321-5863,,,8.0,Battershill,163421.0,aurlie,Phoenix,77223,United States of America,81.0,,m,Bat2685,,24438 cedar springs avenue,O,Edison International,,S,Saskatchewan
0.0,1-313-064-1613,,,4.0,Herak,393289.0,lacey,Detroit,98113,United States of America,44.0,569.0,,Her2686,5.0,13892 jennings road,R,Cracker Barrel Old Country,,W,AZ
1.0,1-287-082-2410,SUITE 48,,9.0,Veilleux,363868.0,Rhoda,Simi Valley,H2c 1w1,United States of America,25.0,414.0,f,Vei2687,3.0,16648 ALEXIS AVENUE,O,Guess,3181769.0,U,Ontario
2.0,1-252-529-0102,,,5.0,Prichard,369608.0,Iris,Cincinnati,23287,United States of America,70.0,814.0,,Pri2688,3.0,2240 appleby road,U,Sally Beauty Holdings,,M,MS
3.0,,,U,4.0,Pcbtools,131105.0,Natasha,Huntington Beach,E7n 1h8,United States of America,87.0,416.0,F,Pcb2689,5.0,3202 powers lower,U,Virgin Media,1184778.0,U,NH
2.0,1-751-961-1617,,,4.0,Taki,64311.0,Nikolia,Springfield,40516,Canada,22.0,782.0,f,Tak2690,0.0,11516 tanner street,O,Zale,2501478.0,U,Prince Edward Island
0.0,1-088-530-9154,,,9.0,saundercook,495659.0,ADEL,Regina,77112,United States of America,96.0,735.0,,sau2691,,17411 vandenburg north,R,Pinnacle West Capital,2902400.0,U,VA
2.0,1-442-096-8433,,D,4.0,turkovic,276647.0,Marcos,Jackson,V6q 1t8,United States of America,,555.0,,tur2692,5.0,4373 NEVILLE NORTH,,Lincoln Electric Holdings,2493211.0,M,Saskatchewan
1.0,1-258-389-6827,,Q,,Au-yeung,202431.0,suellen,Spokane,h2b 1u1,Canada,78.0,,,Au-2693,5.0,16064 TOWERWOOD CRESCENT,R,NBTY,965733.0,M,OR
,1-953-932-0318,,S,8.0,Verification,256659.0,etienne,Provo,27614,United States of America,24.0,657.0,,Ver2694,5.0,12460 CLAYTON STREET,O,Philip Morris International,1403848.0,M,SD
2.0,1-702-756-2516,,X,7.0,REISER,219099.0,Richardson,Lowell,85770,Canada,95.0,722.0,,REI2695,0.0,3234 pasadena boulevard,R,OfficeMax,2104839.0,U,UT
0.0,1-585-583-0294,,R,7.0,Osborne,124595.0,Marko,Orange,85225,Canada,84.0,611.0,,Osb2696,5.0,3146 HOWSER LANE,O,Charming Shoppes,2042347.0,D,UT
1.0,1-079-912-0788,,C,4.0,Brashear,271755.0,ariel,Newport News,46215,United States of America,2.0,645.0,m,Bra2697,,14853 COMMERCE PARK,R,First Data,,S,LA
5.0,1-163-941-8955,,L,8.0,CICCARELLI,78637.0,lex,Shreveport,78416,United States of America,17.0,373.0,,CIC2698,3.0,21448 HAMPTON BOULEVARD,O,Spectra Energy,1039251.0,D,DC
3.0,1-479-857-1392,,,1.0,kausche,380592.0,STARSDPS,Moncton,99575,United States of America,51.0,718.0,,kau2699,1.0,3833 princeton crescent,O,Bank of New York Mellon Corp.,154620.0,M,NH
1.0,1-377-554-5670,,Q,2.0,LOYOLA,245969.0,DINO,Great Falls,93340,United States of America,13.0,680.0,F,LOY2700,,21370 king rue,U,IAC/InterActiveCorp,156457.0,W,Newfoundland
5.0,1-152-372-9888,,,0.0,newnam,435461.0,Ivan,Hull,37231,United States of America,16.0,739.0,,new2701,3.0,2086 weller road,O,Dick's Sporting Goods,2377134.0,U,VT
2.0,1-677-325-7582,,,8.0,marchetti,323412.0,angelle,Gary,v5b 1p2,Canada,8.0,777.0,,mar2702,5.0,18955 spruce street,,Harley-Davidson,732018.0,D,AL
5.0,1-426-645-9381,,,2.0,braverman,386727.0,Lorelei,Des Moines,V6c 1q1,United States of America,29.0,679.0,,bra2703,1.0,23012 wathan court,O,Raytheon,3354690.0,W,Manitoba
5.0,1-093-167-3015,,,0.0,MEFFE,274587.0,Kass,Inglewood,64157,Canada,38.0,633.0,v,MEF2704,0.0,24653 leon west,R,NYSE Euronext,2761479.0,M,SD
3.0,1-935-788-0668,,A,9.0,Lienemann,358418.0,milka,Louisville,90877,United States of America,47.0,482.0,,Lie2705,2.0,4708 EDWARDS WAY,R,Ruddick,1911700.0,D,NJ
1.0,1-944-701-6840,,,6.0,Tiu,466250.0,yukinaga,Biloxi,94343,United States of America,16.0,460.0,f,Tiu2706,4.0,21422 INGERSOLL EAST,O,NCR,3251087.0,M,KS
2.0,1-075-887-2122,,L,3.0,mahoney,,Bobbe,Manchester,38113,United States of America,84.0,747.0,,mah2707,1.0,11678 NEWPORT NEWS LOWER,O,,35775.0,U,Saskatchewan
2.0,1-974-657-4277,,A,3.0,Robb,138085.0,LAURETTE,El Monte,90508,United States of America,7.0,476.0,,Rob2708,1.0,15645 sabine rue,R,Activision Blizzard,1867993.0,S,MA
3.0,1-366-521-5512,,,,Desharnais,257816.0,Koressa,Fontana,V6c 1q7,United States of America,93.0,663.0,M,Des2709,1.0,10906 runyan east,O,American National Insurance,654796.0,M,MN
5.0,1-557-981-2400,,,5.0,Cooke,93116.0,Prudence,Irvine,V6t 1t7,United States of America,29.0,384.0,F,Coo2710,0.0,24683 MEADOWLARK BOULEVARD,R,Quiksilver,1256017.0,M,WI
5.0,1-516-047-4782,,P,0.0,halicki,208050.0,AACCF,Miami,60769,United States of America,60.0,426.0,M,hal2711,4.0,19342 wycliffe park,O,NII Holdings,1078838.0,M,KY
0.0,1-708-351-7149,,K,4.0,Bolton,385632.0,meriline,Pomona,99760,United States of America,19.0,576.0,,Bol2712,3.0,24468 brooks lane,R,Costco Wholesale,3860556.0,M,AK
2.0,1-365-026-3585,,,5.0,fatica,499635.0,Celie,Toronto,V6f 1s4,United States of America,80.0,610.0,,fat2713,0.0,20798 baltic north,U,Toro,2259832.0,U,TN
1.0,1-736-669-1694,,,2.0,BROUILLETTE,130775.0,HAMID,Fort Wayne,90051,United States of America,58.0,346.0,F,BRO2714,2.0,10863 wisteria south,O,Raymond James Financial,1322088.0,M,NY
4.0,1-037-733-0728,,E,2.0,REETZ,29313.0,SOUPHALACK,Yellow Knife,e7o 1q2,United States of America,1.0,581.0,M,REE2715,2.0,2579 CREEKBEND WAY,O,Cognizant Technology Solutions,317101.0,W,CA
1.0,1-355-638-5202,,,5.0,Moschopoulos,61536.0,bachittar,St. Petersburg,60649,United States of America,62.0,335.0,,Mos2716,4.0,5935 MCAFEE PARK,O,Aon,1701693.0,D,ND
5.0,1-829-849-8415,,,2.0,canada,232556.0,jaclyn,Waco,92135,United States of America,30.0,361.0,m,can2717,0.0,15465 cliffbrook west,R,Bon-Ton Stores,534690.0,M,ID
5.0,1-029-612-0075,,,9.0,Kordik,65894.0,OPER,Virginia Beach,31208,Canada,30.0,490.0,,Kor2718,4.0,8447 hoke upper,O,RadioShack,3187351.0,M,HI
5.0,1-009-000-6688,,G,9.0,Tschaja,331919.0,GINEVRA,Brownsville,55430,United States of America,95.0,582.0,,Tsc2719,2.0,13429 spring crescent,O,HealthSouth,1406816.0,M,LA
3.0,1-714-464-1102,,B,2.0,macmillan-brown,185828.0,Lorita,West Covina,v6u 1t2,United States of America,32.0,552.0,f,mac2720,3.0,19554 olmos upper,O,Pepsi Bottling,1303951.0,M,FL
1.0,1-147-962-0382,,,3.0,Gascho,42992.0,brandea,Orange,19113,Canada,8.0,549.0,,Gas2721,1.0,7477 cone way,O,Perini,3933534.0,W,New Brunswick
3.0,1-268-499-0563,,M,5.0,Siu-kwok,6555.0,BLINNIE,Provo,h2g 1u6,United States of America,62.0,779.0,,Siu2722,4.0,24558 pampas north,R,CB Richard Ellis Group,571633.0,U,OK
5.0,,,,0.0,reckhard,,Jazmin,Corpus Christi,V6R 1R3,United States of America,30.0,639.0,,rec2723,2.0,10474 hickorybark court,R,MDU Resources Group,1316638.0,U,Saskatchewan
1.0,1-242-537-7924,,,10.0,Hewitt,352112.0,Goldwyn,Eugene,70166,United States of America,79.0,540.0,f,Hew2724,2.0,6156 holmes court,U,Peabody Energy,3905111.0,W,GA
2.0,1-231-088-7172,,,7.0,PANESAR,313996.0,Felecia,Pembroke Pines,H7f 1v2,United States of America,83.0,735.0,M,PAN2725,,14546 LA PEER DRIVE,O,Western Refining,2930990.0,M,New Brunswick
4.0,1-458-609-9778,apt. 288,,10.0,DENNEY,401286.0,ANNA-MARIA,Nashua,80106,United States of America,68.0,763.0,F,DEN2726,3.0,4078 lexington north,O,Precision Castparts,1880672.0,U,AK
2.0,1-622-867-9342,,,3.0,creecy,233170.0,Lil,Charlotte,31211,Canada,34.0,447.0,,cre2727,5.0,4655 bay upper,O,Cigna,385773.0,U,MA
2.0,1-666-364-2284,,,1.0,Doughty,413483.0,EMYLEE,Hamilton,h2d 1u1,Canada,,314.0,,Dou2728,2.0,15201 beale east,O,Bed Bath & Beyond,1411936.0,W,Newfoundland
