Employer,Age,NumberChildren,NumberCars,MaritalStatus,NetWorth,State,AddressLine1,Gender,FirstName,LastName,PostalCode,AgencyID,Income,MiddleInitial,Country,AddressLine2,OwnOrRentFlag,CreditRating,NumberCreditCards,City,Phone
Retail Ventures,27.0,3.0,1.0,U,3643942.0,NH,8072 hughes west,M,KONSTANZE,MCBROOM,48154,MCB2754,27860.0,,United States of America,,O,552.0,8.0,Huntsville,1-737-521-1134
Safeway,44.0,4.0,5.0,W,3815932.0,AZ,18065 FOUR POINTS DRIVE,f,Hilliard,Nance,43645,Nan2755,19124.0,V,United States of America,,O,370.0,7.0,Stockton,1-421-526-3315
Int. Flavors & Fragrances,74.0,1.0,1.0,M,2508022.0,MN,755 MAYWIND SOUTH,f,Gerard,CONDURELIS,23606,CON2756,385674.0,,United States of America,,O,357.0,8.0,Hull,1-586-979-0879
Principal Financial,,2.0,3.0,U,2699359.0,KS,22480 lenwood street,f,Mami,Fillmore,67217,Fil2757,105231.0,,Canada,,U,742.0,0.0,Hull,1-113-655-0754
Buildings Materials Corp.,55.0,3.0,1.0,S,3846524.0,NJ,8288 TARTAN WEST,f,Kwok-lan,VOIGHT,21237,VOI2758,221540.0,,United States of America,,R,512.0,3.0,Los Angeles,
,88.0,1.0,2.0,S,1122175.0,SC,8617 woodcrest north,,UDAY,Vieregge,68120,Vie2759,241374.0,M,United States of America,,O,441.0,6.0,Thousand Oaks,1-514-126-5667
Cabot,34.0,0.0,3.0,S,1229357.0,MD,21782 miller south,,Kaz,Hempinstall,28223,Hem2760,323298.0,,United States of America,,O,438.0,2.0,Quebec,1-545-836-7453
General Growth Properties,46.0,3.0,5.0,M,2702576.0,WY,13904 MAHONIA BOULEVARD,M,amelita,tyda,19152,tyd2761,48708.0,,United States of America,,O,403.0,6.0,Greensboro,1-477-145-8072
Coach,30.0,5.0,4.0,M,3643357.0,WV,17491 roswell south,D,Chick,GERME,99202,GER2762,29427.0,G,United States of America,,O,489.0,5.0,Berkeley,1-464-079-9711
Hasbro,99.0,5.0,2.0,S,115352.0,SC,6488 APPLEWOOD DRIVE,,Nang,Decker,94661,Dec2763,282381.0,,United States of America,,O,633.0,8.0,Irving,1-441-807-1287
Wesco International,93.0,3.0,1.0,S,2704409.0,Manitoba,19106 brielle way,f,krysta,THEODORE,76148,THE2764,60527.0,,United States of America,,O,632.0,10.0,Henderson,1-222-161-3033
Praxair,67.0,4.0,3.0,U,353835.0,DE,13147 YOHAN ROAD,M,Lona,Chene,47718,Che2765,170873.0,,United States of America,,U,762.0,2.0,Lexington,
Procter & Gamble,92.0,1.0,3.0,M,2567637.0,NJ,13070 PANTHER CREEK EAST,,NALANI,Alspaugh,35846,Als2766,27830.0,P,United States of America,,O,716.0,0.0,Fort Wayne,1-373-005-0101
Great Atlantic & Pacific Tea,57.0,3.0,2.0,M,757772.0,British Columbia,18673 BURGOYNE EAST,F,radford,FRANCOEUR,91225,FRA2767,347411.0,W,United States of America,,R,845.0,3.0,Omaha,1-873-695-5709
Goldman Sachs Group,78.0,0.0,1.0,,2039631.0,NH,17216 montview upper,,Toyanne,Keeler,99618,Kee2768,84601.0,,United States of America,Suite 459,R,778.0,7.0,Berkeley,1-897-157-1787
Reliance Steel & Aluminum,97.0,2.0,4.0,U,355283.0,IL,14930 griffin upper,,Gypsy,PORTIGAL,M2p 1d8,POR2769,64970.0,,Canada,,R,601.0,1.0,Knoxville,1-555-735-3043
Harman International Ind.,,,1.0,S,2486748.0,HI,19199 keene park,,SELESTINA,Dido,h5j 1q9,Did2770,335069.0,,United States of America,,O,775.0,,Mesa,1-917-611-5624
Apple,37.0,0.0,5.0,U,2249552.0,NE,20644 BIRCHWOOD WAY,f,KAROLE,WELHAM,43613,WEL2771,220731.0,E,Canada,,U,420.0,3.0,Concord,1-020-514-2847
Perini,27.0,4.0,1.0,M,1784669.0,AZ,11797 howser court,,Jonelle,Sicotte,T5C 1M3,Sic2772,174.0,,United States of America,,O,780.0,10.0,New Haven,1-591-901-3546
Verso Paper,2.0,1.0,4.0,S,2703466.0,KS,14830 edgewood road,m,GORDY,Rosewell,33178,Ros2773,160521.0,,United States of America,,O,392.0,0.0,Las Cruces,1-307-128-4738
Jones Lang LaSalle,56.0,1.0,1.0,M,1406107.0,SC,20775 SHELTER WEST,,mahmood,biard,20058,bia2774,91310.0,S,United States of America,,O,544.0,1.0,Costa Mesa,1-126-139-9254
General Dynamics,5.0,4.0,0.0,S,3925508.0,IL,19817 rosedale road,M,lacey,Jenner,72295,Jen2775,204636.0,,United States of America,,U,593.0,1.0,Jacksonville,1-075-724-5598
Visa,79.0,3.0,5.0,M,2665528.0,Saskatchewan,5118 MONTVIEW COURT,,Syd,mayne,99676,may2776,122932.0,,United States of America,,U,637.0,9.0,Montpelier,
HealthSouth,72.0,4.0,2.0,M,3794546.0,AL,19604 hawkins park,,Sibyl,blanchet,90820,bla2777,393850.0,,United States of America,,O,436.0,8.0,Salinas,1-592-384-8657
Burlington Coat Factory,16.0,0.0,0.0,M,2820670.0,New Brunswick,21434 robertson south,F,Lib,gavidia,06613,gav2778,253885.0,,United States of America,,O,686.0,9.0,Escondido,1-977-759-2142
Family Insurance Group,27.0,0.0,0.0,,923356.0,WI,15729 FONDREN STREET,,Clayton,Tamura,64173,Tam2779,329721.0,,United States of America,,O,526.0,10.0,Mesa,1-902-444-2845
Universal American,96.0,0.0,1.0,W,3645128.0,MS,15065 bellaire crescent,,Shelia,Rorie,78259,Ror2780,,,United States of America,suite 185,U,561.0,1.0,Costa Mesa,1-313-791-5628
Applied Biosystems,74.0,4.0,5.0,M,2805795.0,VA,287 woodland park court,F,Amato,Susanto,47715,Sus2781,95876.0,G,United States of America,,U,616.0,8.0,Simi Valley,1-613-592-9537
ABM Industries,17.0,2.0,1.0,M,2742974.0,Saskatchewan,1796 dairy ashford court,f,prem,Flanders,92505,Fla2782,253801.0,T,United States of America,,,557.0,7.0,Wilmington,1-517-536-6719
Whole Foods Market,,4.0,1.0,U,3431574.0,CT,18008 FURTH LANE,,shamshad,Raschig,T5d 1z7,Ras2783,,,United States of America,,O,337.0,3.0,Pueblo,1-627-368-6737
Cabot,61.0,5.0,5.0,S,1369576.0,RI,8954 bagby north,,jean-normand,dephoure,80081,dep2784,230879.0,,Canada,,R,716.0,10.0,Denver,1-980-408-7472
Avery Dennison,9.0,1.0,1.0,M,860377.0,Alberta,303 montfort way,m,asia,Karp,93697,Kar2785,139470.0,,Canada,,U,812.0,10.0,Stamford,1-943-040-3512
Scholastic,59.0,5.0,4.0,S,2062659.0,IN,9179 EAGLE WAY,,SILE,allan,H6c 1x2,all2786,446539.0,,United States of America,,O,766.0,7.0,St. Johns,1-137-577-4177
KeyCorp,13.0,3.0,3.0,U,1555819.0,SC,7217 wise lower,,Goldwyn,Leathers,94661,Lea2787,406698.0,,United States of America,,O,729.0,6.0,Oxnard,1-727-717-3916
Frontier Oil,,3.0,5.0,S,,KY,9448 elle lee north,,NEILE,Majumdar,M3X 1L7,Maj2788,332473.0,X,United States of America,,O,776.0,10.0,Fairbanks,1-916-670-8313
Brightpoint,36.0,1.0,,S,1576639.0,IL,7706 bluff avenue,m,Imelda,Sarma,v6n 1p6,Sar2789,343524.0,,Canada,,O,327.0,1.0,Mobile,1-794-143-2061
National Oilwell Varco,85.0,5.0,0.0,M,2324580.0,DC,14210 CHARLOTTE WAY,,Audivox,CRUTCHFIELD,92624,CRU2790,30627.0,,United States of America,,R,311.0,6.0,Rancho Cucamonga,1-032-862-6420
Office Depot,51.0,1.0,0.0,M,709004.0,OH,7216 gates avenue,M,Carolina,porterfield,91766,por2791,165611.0,J,United States of America,,O,497.0,1.0,Jacksonville,1-629-962-4095
,74.0,,5.0,M,3248474.0,NY,19424 verde street,M,Xiao-ming,Bayley,T5A 1P2,Bay2792,243127.0,,United States of America,,R,413.0,7.0,Greensboro,1-359-059-6488
AptarGroup,66.0,4.0,5.0,S,2597801.0,FL,20809 cecil upper,M,Jabir,Kneese,21220,Kne2793,311964.0,,United States of America,,O,578.0,6.0,Little Rock,1-643-661-0033
CHS,38.0,4.0,3.0,M,83853.0,MT,8158 watts crescent,,Genovera,GONIOTAKIS,80155,GON2794,479458.0,J,United States of America,,R,339.0,4.0,Independence,1-028-272-1343
Alaska Air Group,59.0,1.0,2.0,,2742068.0,ND,15361 halle lane,,Fulvia,Cheval,33010,Che2795,470731.0,,United States of America,,O,685.0,5.0,Gary,1-858-637-1379
CommScope,28.0,1.0,1.0,W,550171.0,VA,1726 clearwater drive,,erning,Pleydon,E7O 1Q6,Ple2796,439644.0,,United States of America,,O,,7.0,Charleston,1-256-222-1289
Biomet,16.0,0.0,3.0,S,1708569.0,WA,7820 harrington park,F,inderjit,handforth,v6c 1s7,han2797,5334.0,,United States of America,,O,474.0,7.0,Pueblo,1-189-523-2887
BJ's Wholesale Club,15.0,0.0,0.0,M,3297782.0,MT,10314 presido way,,RICHELLE,Al bud,35841,Al 2798,134663.0,X,Canada,,O,475.0,1.0,Ann Arbor,1-016-298-5259
Hospira,84.0,2.0,0.0,M,2633134.0,IL,2077 DARLINGTON CRESCENT,f,glynda,Reaume,X1h 1t9,Rea2799,480479.0,I,United States of America,,U,534.0,9.0,Elizabeth,1-579-501-6843
Guess,62.0,2.0,3.0,M,3804734.0,AR,21064 nolan west,,Api-ecm,Bergman,C2B 4W6,Ber2800,392225.0,Q,United States of America,,R,458.0,8.0,Dayton,1-425-236-9130
Carlisle,4.0,5.0,0.0,M,552114.0,NY,12473 LONG BRANCH EAST,F,Katusha,chilibeck,h2f 1v2,chi2801,374566.0,,United States of America,,R,555.0,8.0,Long Beach,1-107-602-2717
Laboratory Corp. of America,32.0,1.0,3.0,M,2648893.0,MT,5631 camelot crescent,f,verghese,edmunds,72917,edm2802,158765.0,K,United States of America,,O,471.0,2.0,Oshawa,1-207-238-9012
SanDisk,94.0,3.0,2.0,M,629763.0,AZ,10369 gemini way,,BO,Plastina,75014,Pla2803,391907.0,,United States of America,,R,702.0,10.0,Gary,1-696-109-7802
,93.0,3.0,4.0,S,2373961.0,MD,7079 COLLINWOOD WEST,,Joanna,Tsang,23667,Tsa2804,269547.0,,United States of America,,O,766.0,7.0,St. Louis,1-011-653-0785
Vishay Intertechnology,81.0,5.0,0.0,S,1627428.0,LA,6130 powers rue,,jordan,ESLER,91729,ESL2805,451250.0,Z,Canada,,O,436.0,3.0,Dover,1-311-281-2758
Goodrich,33.0,0.0,1.0,M,3747322.0,NH,7052 alamo street,,Evangeline,RIX,92701,RIX2806,409328.0,D,United States of America,,R,693.0,0.0,Birmingham,1-021-831-0910
Sherwin-Williams,98.0,4.0,0.0,D,1396711.0,NM,21404 sheriden south,f,KRIS,denman,31403,den2807,21381.0,K,United States of America,,R,831.0,5.0,Victoria,1-661-518-0064
M&T Bank Corp.,2.0,1.0,4.0,M,2757526.0,GA,13385 colby park,,MICHELINA,Hensen,89157,Hen2808,121342.0,O,United States of America,,O,705.0,4.0,Halifax,1-238-615-1857
TJX,3.0,3.0,0.0,S,3690897.0,NM,17194 VALITA WEST,,MIKLOS,Vandenberg,89109,Van2809,440868.0,,Canada,,R,453.0,0.0,San Jose,
Emerson Electric,32.0,0.0,3.0,S,2057869.0,WA,19509 seward lane,,KLAZINA,andrassy,44322,and2810,385097.0,F,United States of America,,O,707.0,5.0,Baton Rouge,1-483-241-6818
Intuit,64.0,4.0,2.0,,3442739.0,Quebec,19655 9th rue,,Christy,ROMERO,55160,ROM2811,284662.0,,Canada,,O,519.0,4.0,Coral Springs,1-310-979-1751
Henry Schein,51.0,1.0,5.0,M,347359.0,AZ,22682 rio grande south,F,Kylen,Wildman,63157,Wil2812,47715.0,E,United States of America,,O,751.0,7.0,Allentown,1-679-296-1848
Tyson Foods,58.0,3.0,2.0,M,2681051.0,CT,1758 seip way,,Jean-yves,Rogers,10151,Rog2813,370518.0,,United States of America,,R,387.0,5.0,Milwaukee,1-800-229-2124
Regis,46.0,0.0,4.0,S,2097965.0,New Brunswick,23571 harley park,,Chung,Dace,V6Q 1W9,Dac2814,,,United States of America,,O,420.0,2.0,Lubbock,1-643-084-1032
Amgen,,3.0,3.0,S,663213.0,PA,22387 camden lower,,Trudie,Ezekiel,29408,Eze2815,138002.0,M,United States of America,,O,783.0,4.0,St. Catharines,1-389-799-7633
Patterson,13.0,0.0,2.0,D,2246010.0,MA,3918 shadowbriar street,,Jayant,Miranda,75052,Mir2816,43509.0,,United States of America,Apt. 948,O,462.0,1.0,Rochester,1-475-003-6730
Fleetwood Enterprises,61.0,3.0,0.0,,369224.0,WI,15079 DECATUR RUE,,BRIANNE,Gerald,V6f 1p9,Ger2817,106832.0,,United States of America,,O,,8.0,St. Louis,1-634-883-1046
Wells Fargo,84.0,0.0,1.0,M,3051224.0,DE,10176 pinesap court,F,Lenka,MILIAN,h6c 1y8,MIL2818,469279.0,,United States of America,,O,595.0,0.0,San Antonio,1-738-821-2854
Varian Medical Systems,88.0,1.0,2.0,M,1506363.0,HI,18002 cantrell upper,,PRAFULA,bonney,M9D 1S3,bon2819,345891.0,,United States of America,,O,734.0,7.0,Buffalo,1-815-524-9427
CBS,38.0,1.0,1.0,M,2191649.0,New Brunswick,12214 burgoyne avenue,M,kiah,nunold,H5J 1Q1,nun2820,127336.0,I,United States of America,,O,386.0,2.0,Escondido,
Aetna,54.0,2.0,4.0,U,335576.0,MD,453 RIVER TERRACE WEST,,bibbye,gaylord,64123,gay2821,447132.0,,United States of America,,O,363.0,7.0,Abilene,1-322-945-9351
Spherion,63.0,1.0,1.0,M,,UT,3135 farmers lane,,MARIE,kelsay,T5A 1Q8,kel2822,179453.0,,United States of America,,R,570.0,2.0,Biloxi,1-886-667-3750
MSC Industrial Direct,40.0,5.0,0.0,M,3572643.0,British Columbia,23654 candlelight avenue,M,lishe,Dobbs,74168,Dob2823,39332.0,,United States of America,,O,756.0,2.0,Cleveland,1-650-261-7339
Sovereign Bancorp,43.0,1.0,2.0,M,2159857.0,FL,18716 GREENE DRIVE,F,VRINDA,Vitacco,60818,Vit2824,235485.0,,Canada,,O,646.0,9.0,El Monte,1-906-940-0241
Fleetwood Enterprises,85.0,3.0,,M,3395934.0,NH,13153 jefferson road,,Deloris,Szkarlat,10068,Szk2825,252493.0,F,Canada,,U,542.0,4.0,Victoria,1-431-030-1421
Analog Devices,19.0,1.0,2.0,U,118556.0,WA,2097 HARRIS WEST,,olympie,Parr,E7N 1G1,Par2826,125911.0,,Canada,APT. 936,O,355.0,3.0,Miami,1-147-598-4984
Children's Place Retail Stores,42.0,,2.0,,,NY,9934 BEARD DRIVE,,Letisha,SCHACHTLER,95115,SCH2827,289467.0,,United States of America,,O,492.0,7.0,Calgary,1-987-480-1926
Iasis Healthcare,,,0.0,U,2931650.0,Manitoba,21908 ashford hollow north,,Eirik,tallett,h7f 1v1,tal2828,287611.0,,United States of America,,U,816.0,5.0,Beaumont,1-592-152-2508
Symantec,23.0,5.0,3.0,S,2025791.0,IL,15404 queen street,F,Luther,Saumure,T6d 1f5,Sau2829,258580.0,J,United States of America,,O,800.0,5.0,Portland,1-970-656-6217
Mohawk Industries,1.0,1.0,3.0,S,3260297.0,SC,18008 bigwell lane,M,Zanni,clocklab,75252,clo2830,,,United States of America,,R,366.0,7.0,Orange,1-542-595-2812
PharMerica,73.0,3.0,3.0,U,2567863.0,PA,22176 flint south,f,Fulvia,o'heocha,90137,o'h2831,385233.0,,Canada,,R,330.0,9.0,Oceanside,1-703-271-7640
Ruddick,68.0,2.0,1.0,M,3384764.0,MN,10511 yorktown street,,STONE,Pachek,45204,Pac2832,321608.0,,Canada,,O,456.0,4.0,Nashua,1-207-679-3345
Express Scripts,42.0,1.0,5.0,U,3054275.0,WV,3064 shelter boulevard,f,ALVIN,Lavigne,v6g 1v3,Lav2833,339091.0,,United States of America,APT. 90,O,847.0,0.0,Lowell,1-345-284-0774
Abbott Laboratories,17.0,3.0,5.0,M,2638497.0,TX,15293 forest avenue,M,john-paul,Unsoy,30339,Uns2834,97802.0,,United States of America,,O,762.0,10.0,Windsor,1-797-099-6493
New York Times,53.0,1.0,2.0,U,974593.0,TN,13644 chateau west,F,DAFFIE,Dicaprio,07507,Dic2835,153840.0,,United States of America,,O,445.0,9.0,Austin,1-439-296-6996
Celgene,41.0,3.0,0.0,M,1697229.0,KY,4245 miller court,m,Harvey,eberle,20081,ebe2836,76064.0,J,United States of America,,O,343.0,5.0,Jackson,1-816-028-8772
PHH,44.0,3.0,1.0,S,1539496.0,MS,7082 5th north,f,charman,CZYCHUN,H2b 1y6,CZY2837,86967.0,,United States of America,,R,375.0,9.0,Vancouver,1-517-941-8430
MGM Mirage,34.0,0.0,1.0,M,2117172.0,UT,4628 TRINITY UPPER,,Kate,Walford,90799,Wal2838,199783.0,,United States of America,,U,746.0,3.0,Topeka,1-445-182-0083
Starwood Hotels & Resorts,59.0,3.0,4.0,M,111600.0,KS,19588 keswick drive,,mignon,tippett,v6l 1v9,tip2839,250035.0,,Canada,,O,411.0,4.0,Salem,1-176-155-4396
ServiceMaster,89.0,2.0,0.0,D,2524580.0,Saskatchewan,22712 beach upper,m,RUCHEL,Olynyk,33020,Oly2840,124370.0,,United States of America,,O,550.0,5.0,Lewiston,1-520-880-6227
Trinity Industries,22.0,1.0,0.0,M,,British Columbia,11645 kimberley crescent,,bcspatch,Goh,94251,Goh2841,242073.0,,United States of America,,O,319.0,9.0,West Covina,1-585-103-4781
Amazon.com,,1.0,0.0,W,223196.0,FL,16236 jack north,,shantee,Stensrud,h6b 1y7,Ste2842,468205.0,,Canada,,U,,10.0,Oakland,1-113-212-0974
AGCO,3.0,2.0,4.0,M,,MD,9179 EAGLE WAY,,Lucia,PETZOLD,v6w 1q4,PET2843,359137.0,,Canada,,R,436.0,6.0,Tampa,1-111-883-5760
Exterran Holdings,,3.0,2.0,M,2866007.0,HI,21686 jackson south,,sabuson,agnihotri,V6i 1s2,agn2844,363994.0,,Canada,,O,598.0,5.0,Pomona,1-494-343-1679
Applied Materials,58.0,0.0,2.0,M,1985180.0,NH,22963 hanover road,m,NELLY,mizerk,99587,miz2845,159429.0,,United States of America,,U,635.0,1.0,St. Louis,1-932-568-9614
XTO Energy,32.0,3.0,3.0,M,2354310.0,Ontario,14930 griffin upper,,BUCKLIN,RAHMANI,60618,RAH2846,179370.0,,United States of America,,O,392.0,,Rockford,1-856-207-2833
Sanderson Farms,38.0,1.0,1.0,,2472375.0,IL,11656 denton boulevard,,DJENANA,Boeyen,M8c 1v4,Boe2847,,,United States of America,,R,,3.0,Evansville,1-940-387-6618
Pulte Homes,88.0,5.0,1.0,S,,OH,13689 gulfton drive,F,Dasha,Severns,v6l 1v1,Sev2848,,,United States of America,,O,508.0,0.0,Santa Clara,1-487-945-7758
Radian Group,32.0,3.0,4.0,M,3233143.0,Manitoba,23665 DEERWOOD PARK,,LYNDSEY,Fwpco,M7n 1b3,Fwp2849,125404.0,,Canada,,U,725.0,5.0,Corpus Christi,1-254-812-3808
Valero Energy,18.0,0.0,4.0,S,1644405.0,FL,16647 purdue north,,HELGA,Wark,87505,War2850,166067.0,,United States of America,,O,782.0,6.0,Boston,1-703-427-9440
Allegheny Energy,56.0,4.0,4.0,M,3079061.0,LA,23664 cherry court,,errol,Elson,22321,Els2851,92707.0,,United States of America,,R,478.0,4.0,Laredo,1-876-160-0696
Mutual of America Life,68.0,0.0,4.0,M,3132569.0,New Brunswick,15692 essington rue,,CHOCS,o'toole,v5d 1m6,o't2852,61260.0,B,United States of America,,O,595.0,,Frederick,1-329-701-2983
Scana,61.0,2.0,1.0,M,1873951.0,VA,18258 CLAYTON WEST,,merl,hilton,H2e 1y3,hil2853,454111.0,,United States of America,,O,709.0,8.0,Erie,1-284-178-5128
Applied Materials,30.0,2.0,5.0,D,2126735.0,MI,6148 KIMBERLEY RUE,,Seanna,MCSHEFFREY,94224,MCS2854,146089.0,,United States of America,,O,540.0,2.0,Waterbury,1-019-364-1006
US Airways Group,76.0,0.0,3.0,S,3422623.0,TX,3690 PLUMB BOULEVARD,F,STCLAIR,FIXSEN,M9d 1t6,FIX2855,65170.0,N,United States of America,,O,521.0,7.0,Warwick,1-569-911-0786
Int. Business Machines,21.0,4.0,4.0,U,2701470.0,AR,17491 roswell south,,PRITY,Guin,h2b 1x8,Gui2856,190985.0,K,Canada,,U,,1.0,Honolulu,1-026-137-9303
Lubrizol,23.0,3.0,0.0,U,1570802.0,FL,4623 ramsey lane,,Kaela,Javed,H2a 1x6,Jav2857,213007.0,L,United States of America,,O,358.0,7.0,New Haven,1-106-891-5243
Winn-Dixie Stores,98.0,0.0,0.0,W,3718595.0,DE,408 johnson ferry avenue,M,Keelia,huntley,89508,hun2858,479733.0,,Canada,,O,427.0,5.0,Lafayette,1-272-213-3128
PHH,100.0,3.0,4.0,S,1603433.0,CT,17739 SUMMIT RUE,f,TRUDA,Hogeboom,25331,Hog2859,196776.0,,United States of America,,R,373.0,3.0,Newark,1-609-296-8206
JetBlue Airways,87.0,0.0,4.0,S,1833417.0,PA,15305 concord west,M,elysee,Bartolucci,M4j 1o9,Bar2860,6628.0,,Canada,,R,796.0,1.0,Fort Worth,1-660-682-6100
Capital One Financial,99.0,0.0,2.0,S,3473994.0,NE,12481 hayden lower,,Cilka,Cullipher,99581,Cul2861,15674.0,,United States of America,,O,824.0,9.0,Indianapolis,1-126-413-5341
PSS World Medical,54.0,5.0,1.0,M,2202772.0,CT,10566 SIENNA EAST,,Marloes,Berryhill,36618,Ber2862,42065.0,O,Canada,Apt. 913,O,389.0,3.0,Iqaluit,1-473-895-8875
Shaw Group,64.0,3.0,4.0,S,,NE,22767 misty street,,Kerri,Bono,91191,Bon2863,74711.0,,United States of America,,O,440.0,,Vancouver,1-438-985-0768
Emcor Group,2.0,1.0,0.0,M,3910797.0,ID,2446 forest lane,m,Rheal,mansell,83726,man2864,17399.0,,Canada,,O,648.0,7.0,Brownsville,1-453-953-4176
Alliance Data Systems,21.0,5.0,5.0,U,3242791.0,MD,20673 SANDPOINT NORTH,,WAI-HUNG,Nishith,H5j 1o9,Nis2865,370768.0,S,United States of America,,O,,9.0,Hamilton,1-926-142-0571
Pride International,35.0,1.0,4.0,M,3554902.0,WV,9205 burton rue,,verine,Rastogi,V6x 1u2,Ras2866,244111.0,,United States of America,,O,804.0,0.0,Sioux Falls,1-715-002-2054
Brookdale Senior Living,,3.0,0.0,S,1033119.0,Saskatchewan,22776 canoas lower,m,Hazem,humiston,93821,hum2867,,B,United States of America,,O,838.0,0.0,Lakewood,1-381-650-6100
Valmont Industries,43.0,2.0,,M,1582447.0,SC,3329 SIMPSON EAST,f,Caterina,Leroux,70182,Ler2868,286730.0,A,Canada,,O,757.0,2.0,Vancouver,1-194-761-3708
T. Rowe Price,45.0,2.0,2.0,D,,ID,24400 sycamore school boulevard,,Estele,ABELL,e7n 1p2,ABE2869,204195.0,,United States of America,,O,848.0,2.0,San Francisco,1-673-128-7210
Centene,54.0,0.0,2.0,M,3503665.0,OH,17576 alpine west,,Bobbette,JUBB,C2b 4w6,JUB2870,366879.0,,United States of America,,O,583.0,6.0,Omaha,1-322-743-0090
,19.0,5.0,5.0,S,1726931.0,WY,23701 pelican way,,carlye,DEVOUGES,92707,DEV2871,192330.0,Z,United States of America,,O,833.0,8.0,Durham,
PolyOne,17.0,4.0,0.0,S,1863124.0,British Columbia,18231 flint river lane,,nerti,RAVES,s7d 1m8,RAV2872,366433.0,F,United States of America,,O,645.0,10.0,Sunnyvale,1-926-048-0610
Williams-Sonoma,65.0,5.0,1.0,M,737325.0,ID,16872 norden north,,Shawnee,zhong,95222,zho2873,62475.0,,Canada,,R,481.0,5.0,Stamford,1-201-171-8004
MeadWestvaco,45.0,2.0,3.0,S,1680618.0,MN,12393 grant avenue,,Hollyanne,Whaley,V6v 1v4,Wha2874,211517.0,,United States of America,,O,689.0,9.0,Ann Arbor,1-401-992-4939
,18.0,2.0,1.0,M,1589210.0,VA,14117 ROXBORO STREET,,APURVE,foss,V6E 1T1,fos2875,187457.0,,Canada,,O,532.0,3.0,Toronto,1-084-535-9019
Goldman Sachs Group,25.0,3.0,3.0,S,2978108.0,UT,16768 regency north,,Dinesh,Gerritse,M8a 1w2,Ger2876,,U,United States of America,,O,629.0,3.0,Billings,1-963-452-7096
Chevron,,2.0,0.0,M,2549089.0,DC,8980 ORINDA EAST,m,Pars,GORTON,E7N 1Q2,GOR2877,499718.0,,United States of America,,O,453.0,7.0,Winston-Salem,1-813-790-8599
United Natural Foods,41.0,5.0,4.0,M,864414.0,AL,19131 LULLWOOD PARK,,AUDRYE,Tabbert,m2p 1e9,Tab2878,421364.0,,United States of America,,U,615.0,8.0,Newport News,1-036-862-5730
Centene,40.0,0.0,0.0,M,3881507.0,PA,16844 leon south,,griet,mclemore,99606,mcl2879,,M,United States of America,,O,624.0,10.0,Casper,1-763-036-4794
Temple-Inland,24.0,5.0,3.0,M,2532578.0,DC,2500 abbott street,m,Fei,Ledu,92809,Led2880,308963.0,,United States of America,Suite 430,O,494.0,3.0,Ann Arbor,1-514-845-9628
Del Monte Foods,48.0,4.0,2.0,M,2671228.0,VA,23423 sakowitz street,M,ALPINE,DALL'OSTE,43612,DAL2881,162380.0,P,United States of America,,O,707.0,3.0,Indianapolis,1-003-620-2943
Vulcan Materials,51.0,2.0,5.0,S,2928062.0,DC,14301 BATTERY WEST,f,ardelis,chamayou,19217,cha2882,11400.0,,United States of America,,O,331.0,4.0,Virginia Beach,1-315-419-0753
Medco Health Solutions,97.0,3.0,2.0,D,2998778.0,MN,10256 BROWNWAY NORTH,M,Amnish,valentin,H2c 1w1,val2883,81126.0,,United States of America,,O,428.0,2.0,Boston,1-807-532-2116
Hawaiian Electric Industries,43.0,5.0,0.0,M,1337757.0,MT,4768 BELLADONNA STREET,m,Roderick,Breuer,h2a 1v6,Bre2884,145366.0,,United States of America,,U,423.0,3.0,Vallejo,1-947-678-0198
Service Corp. International,44.0,2.0,1.0,M,,Alberta,7661 grant way,,Jaya,Fleskes,31416,Fle2885,143562.0,,United States of America,,O,775.0,7.0,Eugene,1-996-511-5615
Itron,60.0,1.0,5.0,M,836718.0,PA,14635 greene rue,F,Elora,Tonelli,38165,Ton2886,22543.0,,United States of America,,R,774.0,8.0,Shreveport,1-748-297-3496
Alliance One International,68.0,2.0,1.0,S,1014967.0,Nova Scotia,14805 bonneville street,,Corabelle,NOEL,68130,NOE2887,299737.0,,United States of America,,R,565.0,5.0,Columbia,1-951-852-8745
Steelcase,4.0,,2.0,,3950955.0,ND,12971 ATLANTIC LOWER,F,Sibley,Kogan,T6c 1f3,Kog2888,301559.0,,United States of America,,,847.0,2.0,Cleveland,1-049-439-4492
Eastman Kodak,79.0,1.0,4.0,M,2167703.0,DC,18978 BELLEVUE PARK,,Marielle,Clacher,75236,Cla2889,268673.0,,United States of America,,O,743.0,6.0,Columbus,
Group 1 Automotive,49.0,5.0,3.0,W,449606.0,Quebec,14482 kirby south,m,LESLIE,DANILOWICZ,14233,DAN2890,168657.0,S,Canada,,R,400.0,3.0,Corona,1-071-853-3289
American International Group,83.0,5.0,,S,2087536.0,RI,2928 potomac upper,f,eada,mraz,53219,mra2891,244153.0,S,United States of America,,R,301.0,2.0,Dawson City,1-434-730-2019
United Stationers,58.0,1.0,5.0,M,35847.0,NM,1270 hughes lane,F,Nathaniel,Cohea,78234,Coh2892,339777.0,,United States of America,,O,494.0,3.0,Erie,1-939-258-7141
MasterCard,35.0,4.0,2.0,D,3272016.0,Ontario,11850 BELLBROOK WAY,,MARTGUERITA,Orr,77221,Orr2893,30779.0,,United States of America,,O,553.0,3.0,Dayton,1-434-565-1105
