prospect_AgeID,prospect_AddrL1,prospect_MiIni,prospect_NumCreCa,prospect_LN,prospect_Ph,prospect_NumC,prospect_NuCh,prospect_MaSta,prospect_Ag,prospect_CrRa,prospect_OORF,prospect_Em,prospect_NWo
Jih5595,Rixribriecxywjlzpeiwavyzggigycibzmwmifvtqrsmyqciskravxiowgdeuoxnjrdjfb,E,5.0,Jihjqnsdsncfrlyile,1-745-315-3619,0.0,2.0,D,86.0,446.0,O,Nash-Finch,3398277.0
EBB5596,alxzywvximwbrddixcasfwqtzttocryggrmarcidgnd,q,7.0,EBBFUUHJPXNSUHAQVXCVDDGPLJJRZ,1-535-618-7178,0.0,2.0,M,13.0,685.0,O,McCormick,253410.0
HOD5597,,,1.0,HODQCJWGWCGF,1-895-050-3398,1.0,3.0,,91.0,517.0,O,Advanced Micro Devices,3494679.0
Ltm5598,Fnutcmwrqnpunkkktx,,4.0,Ltmvnajiyloxvdhsjbfohmlownrkog,1-962-000-4644,5.0,4.0,U,22.0,534.0,R,Xilinx,3748658.0
xry5599,lskuvysgrlmgwxdfyrvlptqlexgjtlednbabwhkozjhsq,,1.0,xryfwyjdaovagz,1-698-154-9259,5.0,2.0,M,4.0,320.0,,AutoNation,2178819.0
vah5600,kgfkiygeveozerbwcynyboujzxs,,3.0,vahnisiodbbaanfucppkwahumso,1-788-508-0558,5.0,4.0,W,6.0,747.0,O,Becton Dickinson,
JDN5601,bbenjkyjyvyonumqfvudlfnuhjkaegfigdlwybzowgtavnvxphztyxzkgrspfti,,5.0,JDNGCLNISIBSNLSCBDBLGCEGCAXIKJ,1-389-454-1879,5.0,,M,,668.0,,eBay,851394.0
cei5602,,L,1.0,ceipaallpmnvyacuckny,,4.0,4.0,U,40.0,453.0,O,Fiserv,1988026.0
Exo5603,Xnwmecdmdgcxmhlathrpmocatrlrlbsbyyarnbfogxkoxpkxjoiqskhrsh,Q,10.0,Exobmxvsfre,1-772-899-4571,3.0,5.0,D,98.0,,,,3772954.0
Dho5604,Lkdowfpdbitpndvnmirz,,0.0,Dhoghxkktxsqgqssnzukighc,1-338-021-6200,2.0,5.0,U,6.0,505.0,O,Bon-Ton Stores,2400176.0
Hno5605,Odkkeydomknygisuhhptrammuctuqdmjtiavesfvmgnvlsmlmluwpjllwqojgsxbjhi,Y,4.0,Hnotfmgamyenckdpiguhj,1-489-813-9402,5.0,5.0,M,36.0,583.0,O,Bank of America Corp.,1114900.0
Sqw5606,rpabokcyojexumyffpsgnfkqpjngpbmlepdwlskxxaeyqdmgvflkywaodwfiygtubiznhmrlmjdqzm,W,8.0,Sqwcoimnzwqsfcjzw,1-660-871-8361,1.0,3.0,M,26.0,740.0,O,Alliant Techsystems,1663807.0
CQU5607,XSSTPPSKNDOUZPPYIUEAGJ,F,1.0,CQUZMALERICAJZKEADVJAHDD,1-992-758-8149,4.0,4.0,S,24.0,622.0,U,Visa,3265032.0
Tnk5608,savlujiibvjbdfbxwoqfkitxcywidcrcertnvtocxogkgfcozjfkyvike,,4.0,Tnknwptumubuxdibjnlmeqdph,1-700-185-4572,2.0,2.0,M,96.0,695.0,R,Borders Group,1216096.0
Ehr5609,Vajia,E,2.0,Ehrvtvlupvnwqmpndltgvlftgmkld,1-644-492-3264,3.0,1.0,W,22.0,342.0,O,Cincinnati Financial,1957999.0
Aqj5610,tpwtudmslpbvvrueeppnecvpokffezeelolow,w,5.0,Aqjiogbindcafyfwyitximrwiq,1-431-705-4300,1.0,0.0,S,57.0,301.0,O,PSS World Medical,
OFI5611,Bchccfkczxoipihzsifospyoagliuyzvqfmqulthpnrtwteogbwjevun,,6.0,OFIXEUKJHFCMLPLFKDJOTEWILN,1-014-757-9167,1.0,3.0,W,35.0,647.0,R,,2124213.0
Wmn5612,dwacplkqepevqqwnbnbixvsfamjjy,,,Wmnowqqwttnyryntqp,1-432-338-6107,3.0,4.0,M,,433.0,U,Belden,2515751.0
Mzk5613,najamqaaduewtunuqujjjpyhqtouyimocregua,,5.0,Mzkmumblxtc,1-437-100-8918,3.0,2.0,U,54.0,422.0,O,Pentair,2953465.0
Sgy5614,Vwgckwpbmqmrbcpkxfuewziklpgiibmxd,z,6.0,Sgyoquevdpoxkesdkxqmqqsap,1-581-611-5923,0.0,5.0,,77.0,402.0,O,,101929.0
EPM5615,ANKUUZDWFQQUTT,S,4.0,EPMNKAWKJCUAPPHMB,1-673-716-3334,3.0,1.0,M,,583.0,O,Biogen Idec,1776855.0
TUQ5616,mttcalyfrimryvutkylileqh,,4.0,TUQYMHIWECNPWBK,1-100-491-9856,3.0,4.0,S,81.0,764.0,O,Best Buy,
zxn5617,,H,0.0,zxnmgxxtytfuhufrnpplbwu,1-831-413-1296,5.0,3.0,M,68.0,363.0,R,General Mills,2381883.0
Hph5618,DECDOBNXRKGMKVYORCHWKENBSBCUSSVCHBHZGTMWKD,,6.0,Hphmagftooxgzvheieurhugjm,1-087-420-8806,3.0,3.0,M,4.0,649.0,O,Quest Diagnostics,266540.0
Rcu5619,Haqtqsibirpjgtmgsxkbylceuyolsmqnncc,,1.0,Rcukosrgadlyxdbjqvnx,1-720-676-8182,1.0,5.0,U,10.0,800.0,O,Health Management Associates,3692291.0
qgu5620,aacbvcozfdqmpxfjwshwyakcdpdcidtvoyajrmwgenqbeeuuoplkamsopvuunxambldxnjyfgntgqifz,f,0.0,qguanbpcaeyqujraqlenuyh,1-491-344-8393,1.0,1.0,U,100.0,423.0,R,Perini,1113569.0
fsl5621,Hndetekwdketmenwqbfkuhinqlmc,I,9.0,fslthnbpfgdowfkfdewqzjfithh,1-211-892-2517,0.0,1.0,M,61.0,588.0,O,Ross Stores,3897077.0
omw5622,Iqkmszejgrxe,,0.0,omwjy,1-117-250-5034,5.0,1.0,M,54.0,474.0,O,"Toys ""R"" Us",255767.0
ccs5623,,K,7.0,ccsidxnjzjpvnsaibgelbnqtnelp,1-846-359-5099,2.0,4.0,M,,671.0,O,Boeing,3608309.0
Yag5624,loaofzekmyumnckhpqcmvktothvhrxjnzkehubwjuibonbdbmrkkqjjppvbmclmnagnoovmgr,N,6.0,Yagej,1-812-587-1694,0.0,0.0,M,17.0,713.0,,PC Connection,1525141.0
yta5625,Rfrqmfbptamfvdomrrukdrsxkyrodnmsibmncgqoxugyiuhdlnsknk,,10.0,ytamhfcr,1-939-029-6648,0.0,4.0,S,15.0,338.0,O,Walt Disney,1104094.0
Cmj5626,Aedsbshkbntegfsdiqajdpadmoatugslijqjxkjjfmyjvrqk,,6.0,Cmjktjoxuxaqe,1-786-894-2802,2.0,4.0,S,,547.0,U,Dollar General,3800773.0
qbt5627,Uvjnacmxnlyasopgydzxpwokqzldridsnhcdaui,,6.0,qbtfgqvuendk,1-038-443-1897,1.0,1.0,M,52.0,387.0,O,Sauer-Danfoss,3465106.0
Pcb5628,Lrgvhsrpfntvdflraghamxgcmxngspbgdrktshguzwecfwpar,,5.0,Pcbixeuquot,1-617-977-7679,5.0,2.0,U,89.0,516.0,O,Black & Decker,3767956.0
icj5629,Krgmokjqzfslivfmyagfppzgtksnoflosznllpiunfbbosenllunrpo,A,6.0,icjojzbdabdxjayjxgkhoyfazlape,1-936-747-1850,2.0,2.0,S,18.0,432.0,O,HealthSouth,2981320.0
pat5630,Jommzpilwycepkspzkbofzhefhngrqnllsaqmqhiktnepfvglwyrqdwbu,l,5.0,patlrybxietkadypkhzcz,1-207-463-9024,3.0,3.0,M,57.0,708.0,U,T. Rowe Price,647216.0
Pqn5631,CPAQHRCHBJVTKYRGKGVJBKVTZBLI,,2.0,Pqnbzhgsjfdejxvikbnqcfbr,1-465-124-2386,4.0,0.0,U,26.0,695.0,R,Liz Claiborne,3817136.0
Aoc5632,OUNONSOLPVIKKXXGYRAUFGRZBKMDINEHAEBPKGQBZC,J,,Aocyfvyxfuwtwtbomkbcnietj,1-182-586-9614,3.0,2.0,M,28.0,531.0,R,NetApp,2811021.0
Nlv5633,Pklxekbzvi,,7.0,Nlvakuaqgozmscmgicioxilobxlp,1-929-731-4233,,1.0,W,29.0,661.0,R,Vought Aircraft Industries,2294930.0
Afj5634,DNQRHBNKBQMKBQEVMDUKH,v,9.0,Afjgqhwqfuazvggeohph,1-706-728-0236,1.0,3.0,M,49.0,624.0,O,Universal,3210066.0
Hay5635,Sksqywvzhvkhuztfbycbelvlcwftbjtfavmixdwopedieeonqfhmjddsjnonbeqdubcniiikjkmthl,,4.0,Haypuhiehmxhizh,,4.0,2.0,D,76.0,632.0,O,Darden Restaurants,2832620.0
bou5636,Sogvjltapkipuws,a,8.0,bouhkl,1-474-410-9716,5.0,0.0,M,13.0,398.0,R,Sentry Insurance Group,3304050.0
Lvm5637,woqpxtcvxwhzlvqtkhkthpszngfmoslnkzjmhqtlcairrdnkoxaollextguvcnnjawuijfj,a,1.0,Lvmvcwtlggmlzbxxhpvrlix,1-659-929-2482,4.0,4.0,D,8.0,725.0,O,Lennox International,3477836.0
jnl5638,jktxkigfzwbxncoxhntkimtnaszwnjwpbgcthvidks,,4.0,jnlcpdlqzoijbsxachnfvjztjujbts,1-966-135-1212,4.0,0.0,M,52.0,749.0,O,Clorox,954644.0
TZV5639,jxzknvacgistmgxiwaypbbidtoawfygdeiiqeplqufxyrtqpgihuuhrbhqxckmgjagfftyhei,,4.0,TZVMUJBLMRLMPYWXVGNNDAKEVEUR,1-072-734-9389,0.0,0.0,U,14.0,617.0,O,United Services Automobile,1646314.0
xjb5640,fbzeephqvwfzmxznwwsxhpzsccmgvqkuumupidmctpfhyvrzvezomvbaojkxzrooidugt,,,xjbvwijkemauafriuzfzifruo,1-577-868-1088,4.0,0.0,S,64.0,662.0,O,Solo Cup,1291662.0
QKN5641,GEMGLEVDTXBHOUDHVGSJYOD,,4.0,QKNIBWHKKLOOGJTDNAKMXYAKA,1-253-146-2281,3.0,0.0,,74.0,313.0,O,Pilgrim's Pride,1852586.0
Pqb5642,mppufjvdpwurgomqobhrsotxnamfiexck,,0.0,Pqbgtqdoqyilijqfbszrztnfvjwa,1-535-391-3854,3.0,4.0,M,55.0,815.0,O,M&T Bank Corp.,2787382.0
Gfg5643,fdqruftmgfhhpfphegvvxailqvlkovfdrl,,4.0,Gfgzakhwilmnxftydzwzgevumhoqq,1-026-859-4232,3.0,1.0,M,44.0,364.0,O,Massey Energy,3034910.0
Guh5644,Dktxwstgqsnhqtjuydqfjvonwslvuukpzfmzugcamqsygixsjydrqktmpejierovtxfgaqskpbhmvcq,,7.0,Guhxtlchbzx,1-102-010-5210,0.0,,W,82.0,329.0,R,Boeing,3350984.0
lmh5645,,,7.0,lmhkofinpq,1-809-669-7896,4.0,4.0,U,41.0,342.0,O,Sunrise Senior Living,
Rfp5646,LFPJPBOXWBRPLPPSBTDDDXIAVTGJIOHXMVGPGHAQSRAK,E,9.0,Rfppackocjgiiwlhhjgounizpkaq,1-956-609-4341,0.0,4.0,M,25.0,769.0,U,Oracle,1535623.0
SSR5647,Njufqvyxlbam,X,7.0,SSRQEMTOZBUX,1-815-532-6790,4.0,0.0,M,11.0,370.0,O,Northwestern Mutual,739619.0
ahq5648,,Y,4.0,ahqxarchyugsonnpsxnmzdpjkwun,1-087-083-2340,3.0,2.0,M,89.0,,R,Spectra Energy,296677.0
Qsw5649,Fbtrlnycxqupvjpbkwgkmosihexnzprliusjgmkcgzup,,5.0,Qswdfiltf,1-961-685-4122,3.0,4.0,U,57.0,596.0,O,Phillips-Van Heusen,3610459.0
xfo5650,TBTYCPUYFSLAXNQTHQUKXIATIPMWOE,H,4.0,xfoekjbxukhsyv,1-447-126-2190,1.0,0.0,U,39.0,767.0,,,2058019.0
Yrm5651,mpkjvurnnqiylviyifkkihmp,c,4.0,Yrmjf,1-130-795-1238,0.0,2.0,M,7.0,434.0,U,,2529205.0
nwh5652,skshowrygw,,6.0,nwhqwgmnswzujqftstwpu,1-568-252-0994,3.0,2.0,M,45.0,726.0,O,DynCorp International,998880.0
dok5653,YWQJHMRRVHHBQMKOPAYDSFGDCKZFOCVVALBQDMQKZFCHCNLWX,,0.0,dokphwbdkovvgjitunis,1-164-319-5163,0.0,3.0,S,37.0,379.0,O,Century Aluminum,2365602.0
fea5654,fpdwlftpfjjqsjckjyifgrvewtyshfdnnctxezdxftamnhyzxtnjfqsowj,,7.0,feabsxccqjndkzsmmgjpsbb,1-370-785-7781,0.0,0.0,D,93.0,527.0,O,Kellogg,983638.0
Wzo5655,syaidccosemwujeivuqtimttwogkkgxfwukfeoqxpgrachvugm,,5.0,Wzolvwddwphdrostkdwehpvye,1-432-313-9309,3.0,3.0,S,56.0,663.0,O,West,2379828.0
JWO5656,SMFOBFNDGTOIVMGARAJXXCTPBPFUMDONWFFFFFEOCAWNLSFAN,t,5.0,JWOQNZRQXVTAOYXJYWHIAPR,1-729-696-0262,4.0,5.0,M,97.0,426.0,O,Landstar System,208614.0
BOZ5657,YWHLCWAXUCVXUA,,0.0,BOZDCPSWMMHEUHQ,1-622-678-9852,3.0,5.0,D,4.0,324.0,O,Dover,3837038.0
OOV5658,LQTSKHGBLDWMIVODEAEVIDIQIIACZZHCXODUCDBZZBMVNEIKGBYVXG,T,1.0,OOVHHWDKYNFCZEEXDPAZYMXTGRSDTM,1-279-689-2570,1.0,1.0,W,22.0,441.0,O,Shaw Group,3493130.0
FAA5659,Awklqgvtuostovlowievlticzebqppkneyngmwioudlmwxnjwg,M,10.0,FAASLQRNGFGNA,1-375-803-0394,0.0,0.0,M,39.0,579.0,R,Hawaiian Electric Industries,1508968.0
Fxa5660,Qduutqucsotrxjswlddtkamoqsscfjfuoigujsonmtvqtbjzjdfkbpjirafgnfavskczwbbrv,U,4.0,Fxadiqdvgediplqmlxqulgcewano,1-492-945-8201,1.0,3.0,S,35.0,750.0,O,M&F Worldwide,2738021.0
Nsc5661,Lcizmwumyhssndddcggdpawzlwpiqltayjp,W,5.0,Nscndrdbtqimngmseyaeqhuuynm,1-842-099-1610,3.0,3.0,S,49.0,794.0,R,,3433946.0
Yjv5662,Eygmuhobrxfpiivcxzaedwbtdppwstciewirghmunndevwdshqznxicuafzzduohuqfmkhqgjbm,X,0.0,Yjvgxedfuqemnpunaarmg,1-545-199-8716,5.0,2.0,M,74.0,690.0,O,Hexion Specialty Chemicals,1179132.0
tul5663,LOMFISXWYRSMMUUYLDVACEJPCDROCNKOHJBULPUSGBFIUEXTAYFRXTVWOSBQTUZMQHXTQPYBBN,,0.0,tuluqfipinbdato,1-348-984-5755,5.0,5.0,M,,708.0,O,Wyndham Worldwide,887648.0
ypr5664,Kfprgqmpsldleutnqxuqrjjqhnkrvcfuupxgmsmpxzdlkc,,9.0,yprjwsgnaryfdyddwfx,1-463-154-6355,3.0,,W,75.0,,O,Scana,981285.0
pce5665,,,0.0,pceluzbyvelvwqbwwtgcxqvn,1-268-993-0776,4.0,0.0,D,47.0,357.0,O,IDT,2687642.0
Ilv5666,Gnkzwmmdcwvwsuisqtnlfytxbkvoluyiobohwupccnbfsstwuqaysxi,O,1.0,Ilvrghxptzfeotroeamuqkbrrksmq,1-332-310-8921,0.0,2.0,D,,414.0,R,Sherwin-Williams,674599.0
Eor5667,Tuootvdqwxvdxiwk,q,3.0,Eorntydyolvm,1-881-185-9873,4.0,5.0,W,4.0,493.0,,Valero Energy,3501351.0
Xgk5668,Dhsvcmnteaslboswinpq,k,6.0,Xgkwwcnniogaytfzfbulxzfijodc,1-857-570-0069,3.0,3.0,S,67.0,763.0,O,Sonoco Products,1247364.0
UBM5669,Moctv,,,UBMDTL,1-757-990-0515,2.0,5.0,W,86.0,763.0,R,UAL,2829203.0
Noo5670,apzfusirxuzgiaqogbbgiovsgqpkqpggeorc,I,8.0,Noocziskjcffwriwxdjuiatvlaob,1-225-057-6376,5.0,3.0,M,74.0,743.0,O,BJ's Wholesale Club,645925.0
bou5671,Pwxgufvsvdzlxriylwcfxwrkcdiueverbftratlzsldchyaedudlsoennedmv,q,4.0,boukqqk,1-396-118-7641,1.0,5.0,W,27.0,667.0,R,Inergy Holdings,3713794.0
WQJ5672,Lqbgqafbafuakdleefhfiqjkxlxuwpkpvntqopgmghvpczssoscva,z,10.0,WQJWLSIAPALXRE,1-879-717-8964,1.0,0.0,M,83.0,,U,Gap,1447236.0
Ard5673,hxqwlnxowtlguebpdytqdkhfmfrplrebanmxkcdrurkqnnjclmrvkf,Z,2.0,Ardriocfqceercdxorgxqeoifzizm,1-107-828-1193,0.0,3.0,S,43.0,586.0,R,HealthSouth,3839319.0
fue5674,UKICCNUCFSCTYGRRIRQIHJXFLKYDWPWYMKVLNIWBZDAWXBDFIXUFGMMLGCNSJLXJOYUDAWUUZQKC,,9.0,fuekitgwgnpykmdd,1-774-049-0069,0.0,5.0,M,6.0,309.0,R,Harsco,2609964.0
mpt5675,Rnhymondiiryvdytuexphgocmjlyjetovantjogxspdlfmheycpgmhopmqwfsulc,,2.0,mptygvoygawlpxz,,5.0,4.0,S,97.0,440.0,O,Chesapeake Energy,1073246.0
Ybt5676,Sxkqecdahkqgzslq,x,3.0,Ybtqbavpjqq,1-876-987-2013,3.0,0.0,M,12.0,718.0,,Steel Dynamics,208489.0
Fot5677,TEVKWKNIKIGFITDDBIBQSHDSQHZFBHGHHEGEFEYDPQQUZEVJVGJEDEYQGMSSPAJ,,2.0,Fotsainw,1-845-989-9320,2.0,4.0,U,59.0,849.0,O,Northern Trust Corp.,3274838.0
wbd5678,,,10.0,wbdvdaulbkwf,1-621-897-0614,1.0,5.0,U,41.0,727.0,O,Family Dollar Stores,3661160.0
fjr5679,Trgoatnetbwoudecnadfmanpgofkawxmfhpoytbomtnrkcmasdhfdqiasiroxut,,2.0,fjrvcekdarkjesm,1-354-743-2313,1.0,1.0,M,42.0,,R,Martin Marietta Materials,3864630.0
Xvg5680,fqatoasxeajpojdfpmpefgclmxjgltdlhpyvytreejlftbzacryubscnioec,,8.0,Xvgbjejnddwjxqwvgpay,1-928-320-0984,2.0,5.0,M,96.0,629.0,O,Cummins,
Jdk5681,Roynkiosppwffhfxkhefovgjyptokoamsgvrnwnzhlgvibrtavdcztepbjxgctckjgbtfamsgqfiqmps,R,2.0,Jdkbciyiedevaahwowag,1-454-788-6445,2.0,1.0,M,34.0,392.0,R,Hayes Lemmerz,1392383.0
Rse5682,VSUZKXEBXSZGBYGKXHPYBYCLCAXXHIBOJTSYRQXCGHEYDYLHISJJ,,5.0,Rseesfnasqg,1-928-259-1852,0.0,0.0,M,43.0,423.0,O,Nucor,
ZJH5683,UQNUNCDCWLODHOWEQCRXNJBQPIZTBGOHCATHUVBLNIWYZVK,,2.0,ZJHYTJDVIDSU,1-847-399-3723,4.0,4.0,U,13.0,792.0,O,Vishay Intertechnology,503167.0
MNC5684,Zzpzssdbiycnkildygkxkuxqktxddjsidjzksfipgajlcfeqckzgzwhtbpfukdazzb,,4.0,MNCBRHCCTXUTRDYRYPNYAKXL,,,4.0,U,23.0,434.0,O,Level 3 Communications,3715755.0
Wwl5685,Vmrkaabijdnealcgtffnolwiwnjezwqzoqwnrkczeqrxxy,,8.0,Wwlraipwrwaeniqrntj,1-502-015-2545,5.0,5.0,D,72.0,558.0,O,ManTech International,
cmd5686,,,7.0,cmddmzxqtvofdy,1-536-634-4085,,0.0,,10.0,304.0,O,Freescale Semiconductor,41459.0
FFM5687,IXMIRNGIPOOKLHXAYLWMWJNCHFWMAFVEGUPLPUFMZWOYMUCSQUQPCBX,,9.0,FFMVVXNTQFSQJVPRTMZGNU,1-326-784-6297,1.0,2.0,,49.0,,O,Itron,128976.0
ecq5688,JPMASFMTMXVBZWYLCPXANLRHLFQQKUOSDTXWSJOGTASQXHORGVJVPZOFZIDINRRYYUSRP,R,1.0,ecqgshtvqibypppabiet,1-536-430-8187,0.0,0.0,M,4.0,478.0,O,Micron Technology,2292873.0
Uqd5689,Luoudifuwdgrypsxhcqajinjwcpbnfzetqihgzdaonwnjviznplipiqjwycilxbxg,,6.0,Uqdxjbtft,1-159-441-1426,3.0,3.0,M,50.0,641.0,,Casey's General Stores,2906159.0
Nho5690,Wktecdffapfvoiiqorpimchndinlfgfircdywdhpqaejgge,,8.0,Nhodkmazwceatgdjkpriysl,1-705-820-3189,4.0,4.0,,0.0,320.0,O,AbitibiBowater,2769979.0
Bch5691,Vwgzdhvafflenjasxppzsaqcgijihzneyjqgeyfbxwlrja,,9.0,Bchsjxhinzevyjmcjikanh,1-174-257-5390,4.0,,D,47.0,,O,,3211216.0
HSK5692,Uonxgoslehqujlimhkihluti,,9.0,HSKAOGMBDOEARSGRZWIHXNQFKZIYX,1-238-974-3458,0.0,1.0,W,55.0,,O,Southern,583085.0
vwo5693,Lsfeelwvmzwcyaeigzkh,,5.0,vwovznlyaljnfzyfbmwkdarbxeg,1-157-170-3044,2.0,4.0,M,39.0,436.0,O,Atlas America,3901029.0
Kvi5694,Rlohtpwe,,6.0,Kvihycxqhmucm,1-328-927-9815,5.0,0.0,U,10.0,504.0,O,Systemax,1884566.0
yir5695,BOHALCEOAYRXCIARFWBOMCEDGBVQGNXMIHFSU,,0.0,yirvcjxofpbgwhlnegmkheiqvvpaex,1-993-167-9767,4.0,2.0,U,39.0,524.0,O,Ruddick,
HDI5696,okmgeagzkawwzdewincw,,6.0,HDITTXWECPTBJFNMEOAQT,1-984-893-0323,5.0,,W,4.0,541.0,O,Limited Brands,1242648.0
vkk5697,xalamniowinbkiywkfrfbrrzcmkqhbbctmfjtu,,10.0,vkkauhnivehhmwgnosdsl,1-590-276-4607,3.0,5.0,M,63.0,782.0,R,Mattel,1516935.0
GSQ5698,QOGDCASINCPFUXDDTNXUVDGTVDWBPULOEWZAZUQZQDNWBHTMXIRALXGAAGFUPKOTZOCTX,,3.0,GSQVPFNMVGDAZWOMGDSTUGQNZWLC,1-529-512-3141,1.0,0.0,W,43.0,460.0,O,Marshall & Ilsley Corp.,2260163.0
PQS5699,FSOUGICDKBDRXKHWAWKBOLPCDYHVHMJTVDCSKAI,,3.0,PQSQDPHJAMEOUD,1-010-185-7763,,1.0,W,33.0,343.0,R,Estee Lauder,3502238.0
Ekk5700,Pynprhugl,,6.0,Ekkvspgxrbximdnsvxbkyhqlpnxgr,1-188-242-8701,2.0,1.0,S,20.0,674.0,U,New York Times,436587.0
Gjp5701,ptxfpdenkljlwjeeyxvcilrzkcmdbzrhhnwuqxobbvuerggnetqlkpcuwmssuittdmnqiqk,,2.0,Gjpqyxcgvmpnrsebqse,1-051-948-8215,5.0,1.0,M,94.0,301.0,R,KBR,608914.0
xyr5702,Prqgvrpenrgthvudkjhuubugamogwuqeqdpmyopgvwvfddzulvsifxujmrm,,0.0,xyrcbpo,1-519-427-4964,5.0,0.0,D,54.0,594.0,O,General Electric,1818530.0
AKE5703,Kyydeiicmqocqojqgprradtbdprmlxlttmobetyzngnohtfaqwftnncydakoyaekthkncane,o,7.0,AKEEKZLBNRUIIWHW,1-822-832-4340,2.0,1.0,W,18.0,728.0,O,WellCare Health Plans,2813358.0
tjz5704,UHDNC,,8.0,tjzqtuv,,5.0,3.0,S,72.0,471.0,O,State Street Corp.,549077.0
Twc5705,VGNSIXEMTAFCRCEHURPADRABALD,T,,Twcesbfwvov,1-100-063-0812,5.0,4.0,D,17.0,418.0,O,Neiman Marcus,3428464.0
Hji5706,gkafdjvewmqgsiypkevxevcflyhfwlrxaxbsjkjjjcbtxzo,u,1.0,Hjihkjdvrqplcoqe,1-162-398-9990,4.0,1.0,S,75.0,744.0,O,Bio-Rad Laboratories,1503296.0
Hul5707,qijypfyt,a,9.0,Hulxixbalbqqbpqslltdtd,1-214-932-2937,5.0,5.0,U,90.0,,O,Allergan,3997287.0
Hcn5708,Szyonbfnjmtvnbtdxfuuajmxtedbn,c,4.0,Hcnzjzjsw,1-053-963-4655,2.0,5.0,M,90.0,488.0,R,Family Dollar Stores,2462454.0
Dyz5709,WONUKDKMTHENXBVMDKJIGNCXZCPJDOLHMNZYLCSEBTZMLSTVIWWWD,n,0.0,Dyzbrwngiketvjpcs,1-101-054-0208,,5.0,U,36.0,422.0,U,Amgen,1567296.0
djm5710,,,6.0,djmfleh,1-350-217-3333,2.0,2.0,D,62.0,774.0,,Corning,1605917.0
UZK5711,jmduhootmoqrdoarpbbrlgdweuadxllydyilisaumuuhohqxjaurrgobkalinobni,Q,,UZKSOKRRXNBOLETX,,,5.0,S,52.0,814.0,R,West,789705.0
QGV5712,smsdmjgqetgcmcrhsazxxdjffuulapkmsmecyefmunddvbaasgiloghjlrfmpcbmttwihuoafuji,,6.0,QGVSATXSS,1-072-087-2861,4.0,4.0,U,79.0,742.0,O,Michaels Stores,236764.0
GKY5713,Bmgrvlkrrhevzmmorqyarehsialjcilxjzcogrk,,5.0,GKYKZLUKQJJEGRVVZZS,1-832-236-5619,3.0,5.0,U,54.0,619.0,O,Molson Coors Brewing,1730811.0
PMG5714,MZYECNBSGFSHGZIBPAMLIBVSAHHSMJACNKHF,,3.0,PMGHFRNMLCRAHXUJXKCYSND,1-796-092-3556,0.0,0.0,S,40.0,785.0,,Cliffs Natural Resources,2477469.0
Mes5715,,G,,Mesdmzorc,1-601-011-3202,1.0,5.0,S,51.0,491.0,O,Southwestern Energy,2319418.0
Hde5716,WMRIQNGALOTNTIUVGOALJHYXMJXIVQEWTIUFHOIDEQDAEXUUNCCUZTQYSEOEVAMRDT,z,8.0,Hdehadvymtxabcmfoom,1-952-874-2238,5.0,0.0,U,11.0,428.0,,Owens & Minor,1784650.0
Ccf5717,Ddgebnswhftaotbctz,,2.0,Ccftgdumllgmhemvuztplbhmehhbkp,1-685-683-1626,3.0,1.0,W,19.0,706.0,U,SPX,405634.0
YVK5718,vkjilaaponlkuvnwo,Y,10.0,YVKPFFPLTNDIH,1-005-247-2918,0.0,0.0,U,100.0,850.0,O,Time Warner,
Uch5719,Ubabfnagzkdsqnxjzgyhppqbvrefplghqvmph,x,10.0,Uchargqacbh,1-093-075-5837,5.0,4.0,S,96.0,750.0,O,MDU Resources Group,3999781.0
vat5720,hbhxohruskzckgtpy,E,8.0,vatad,1-730-353-1270,,,S,100.0,476.0,O,Peter Kiewit Sons',1523202.0
Efi5721,,B,9.0,Efiiukbnwidxwbhozpnsfcflx,1-287-815-2045,1.0,2.0,M,36.0,810.0,O,Sara Lee,75107.0
avl5722,Tbusispuwzhebamtdgmgrtvxhbhkiqgqflw,,,avlgwumjhr,1-924-239-7513,0.0,3.0,D,72.0,,O,Southwest Airlines,1747854.0
Egi5723,ZPBTMDEYQKTWGNZCNPDDIUOFSMMXPOWTNHRZUFIAONVNVQHDLPAFZGYDEPEHMLHQWFIVH,,2.0,Egilxhnewrctsdqlgvfuiwmosv,1-366-563-4373,3.0,4.0,U,87.0,423.0,U,,3335935.0
Qnf5724,JYROCJICGXHAVYXHDSAKRMJCCIJKRQVMPQSZJBLXCDDGCAMTJWYUDZPA,,7.0,Qnffir,1-325-462-7272,5.0,0.0,S,71.0,841.0,O,Rite Aid,856446.0
Lhd5725,ATRLXVUWVYMTMI,,4.0,Lhdfvjj,1-862-582-1674,0.0,3.0,M,,838.0,O,Sanmina-SCI,2821434.0
Qgr5726,tikvpqeywxwwzzxidkhabcvxnsaptbnsnguauhlnyfifyrpbsqoygsv,,5.0,Qgrytkgcbquxto,1-437-327-9308,5.0,0.0,M,24.0,329.0,O,Leap Wireless International,2217921.0
Wpl5727,edvccmrurkreengrvqtasudevvcl,E,1.0,Wplfqgwfiruaobmivfbrnk,1-817-078-8020,2.0,4.0,S,40.0,403.0,O,Holly,2497821.0
jjd5728,,,0.0,jjdflsvntjucp,1-299-268-4362,3.0,4.0,U,100.0,687.0,O,,3752584.0
