prospect_nmbrcrdtcrds,prospect_ncm,prospect_wnrrntflg,prospect_ntwrth,prospect_gndr,prospect_ddrssln1,prospect_nmbrchldrn,prospect_gncd,prospect_frstnm,prospect_nmbrcrs,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_pstlcd,prospect_lstnm,prospect_ddrssln2,prospect_ct,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_stt,prospect_phn
7.0,350443.0,O,2354544.0,,Xjbdqspxkjvrkehubdgbqscdarxxeismwxujpibunvfxjexiqpnsgbowlolktjuukeekliljjo,5.0,ovr9449,Sitiqoswakjeudtf,4.0,19.0,W,Canada,WCDTBYLXRS,ovrucmqrllox,gwxcljsdsutgrjxixfjaaoopfogvzvbetbyuzehuwzpxodknihcpmdqgwerdnmutlyckar,St. Catharines,K,Raymond James Financial,651.0,UT,1-926-759-2026
10.0,137583.0,O,,,Ddxrtsbmzvwbpqtknhjwm,1.0,Hqp9450,CBNTFGVWTOCLAABCILCP,0.0,97.0,W,Canada,RFZTUQESEY,Hqpvvbwtyhqixswunihqgwvndvgp,JHLBHAPSJT,Phoenix,N,Republic Services,781.0,TX,1-248-868-5643
2.0,241037.0,O,1417768.0,M,HIZHXHRMXQLMLBINEBXLUICAGVTCROVBNCOZMIYIBPANBCA,2.0,YUP9451,IEZOGRRKGXXVUFTVQLQIWTW,5.0,,U,United States of America,Tjkwza,YUPHKGVDQJUFDZVKRIAKMVFVCVY,QWVORWRXGLOADIEOBZQRQFLTQDEQFELOEUUQVUGPMYEMDDAYJJPGEKMSOMJNJIPEE,Jackson,c,Hill-Rom Holdings,796.0,HI,1-557-404-4027
8.0,399863.0,O,2519470.0,M,Jfzoezvvubwudkugiyxgdybfoiuiqbezzdpfvdlmnbkydelhtssqekblrbpnezqrdhhcneuj,1.0,Idi9452,Vizklyikfbedxljosvqwtprsufgpxz,3.0,69.0,S,United States of America,Fyfzmls,Idihdaepojqihgngbu,Dcvbolsompklmffgssvltgvhbqjwvdqexy,Edmonton,y,Perini,644.0,UT,1-836-310-0994
9.0,,O,2955446.0,,xoiovaipujzsandrtoxmehmtptx,1.0,Tqb9453,IHADRUISJBT,4.0,92.0,M,United States of America,Ydolkqmvi,Tqbnafjciinsspdafhmgpeoa,tqcisssbsnsulykfimndvhfcjuuvyxgfedjmmdpcblewuiblkixsttgncp,Chicago,I,Colgate-Palmolive,401.0,Newfoundland,1-843-949-1842
10.0,88608.0,O,3586672.0,f,Ruvmi,5.0,Aes9454,VAQQGJGWOFQSGXDHIHJGQZC,0.0,17.0,M,United States of America,Zudhwij,Aesfusoyrm,PMVHYGEYSYOKUYCKJLQQCSJWBGNLHWHBOJSXSA,Jersey City,,Fiserv,,WA,1-321-626-7500
9.0,206395.0,R,2939478.0,m,KMJJDQLYFSCXDRMJCRCYDSIHFBCJQVIYYQRKCQOEYCPBYTHEGHWWJNJOXBKWNPEDONZS,4.0,Epf9455,Xklndzkubdihalq,1.0,49.0,M,Canada,Wcjnkvquhm,Epfpbqvlgmjxtcxbyuqsc,RSHMNCIRQOUYAPZIQYIOLDIKMMQ,San Buenaventura,,Belk,655.0,PA,1-081-367-6586
9.0,446935.0,O,2827456.0,,vdacewsgdm,3.0,Ffn9456,ztvixiwgn,4.0,69.0,W,United States of America,tkyqjp,Ffnhg,Ptdachogmyujkmwuewuqlqryytkugbmnymw,Eugene,P,Atmos Energy,435.0,MT,1-476-410-7306
5.0,51971.0,O,17134.0,,Urfhbodrfcuzcpqsmrhingzvhefpadbvkaeuvipirsqtfujuzutwdxmj,3.0,pap9457,Wgyhjwhkwwynavgxerzvnimnjgt,2.0,15.0,U,United States of America,jfxftl,papshbksextrzddaejcnpntii,Grdikszasbmbblhqtxzsdyfljgvzxjiht,Alexandria,,American Express,674.0,CA,1-306-138-1852
1.0,369850.0,O,3886166.0,,TSGBEVSFDAUMQQYSYVRMFLKOPYDQUHBUOWNGATWPQLXZYKAXUYXSKNKNFNXHPYNRAWVITXJBWX,1.0,Nkg9458,Vdbmvczmfacictfnrnwjibxcllr,,21.0,M,United States of America,vhaqt,Nkgzwsemgwvrogfbnlojpqfxet,hbcvtgaargxxdxdkllatdfwmfxcainjcgrrhbrxhggkhxcbmfyjzosenrft,Vancouver,,Teledyne Technologies,760.0,OR,1-738-679-1863
1.0,38251.0,O,191154.0,f,Jcrrxtpxqnwgjrqqffchkzsbnlyjptraszsvdtbhgaguhzhkreibsphdmdqcdihuclbypmrtaiwwnfsn,2.0,ufh9459,EKDDYPCTHOTJQPTCHEQZWIPPW,0.0,34.0,,United States of America,Dhoilzaxk,ufhrukyazauhneec,FLTBIOLOV,Hull,N,Integrys Energy Group,496.0,VT,1-250-092-6595
5.0,206315.0,R,1856083.0,m,fwcsrknoauqvnvgvqrtsxnnyqlrbjuhibqkrmcobalqc,1.0,tmt9460,TUSBQIOXUJHLHBMLHJLDEWIESG,,55.0,S,Canada,Xfejhubxlrp,tmtqbjshieprffq,vpblmzntvizvrteqinrciklbxjkqoxnzgxtclardbpffpbdrwkyusqsmquclhqigshu,Spokane,,ON Semiconductor,493.0,AZ,1-137-415-0657
6.0,164978.0,O,1001341.0,M,Dmmqwjrlmpdqwzrtuigtejvlijdxqbziajirturxenuleffnmpnhtlrxnxmeoipvglhjapw,0.0,rnl9461,ksest,1.0,100.0,S,United States of America,Wqtrdfcxu,rnlkvcckzxdvyhbvrota,UPKNMENMNTYIDQEZFBCBYNEEUCPZADDTNPDEEESNTKQFHVPENCV,Oxnard,,WGL Holdings,786.0,VA,1-218-529-4942
3.0,166099.0,,1537954.0,,Jxfhlnkwohygdyq,0.0,pit9462,Dlnlbdigigwdujievmrsavrjnso,1.0,59.0,W,United States of America,clvhdpzs,pitwjqvlegfyvpaxdgdubsoat,,Rochester,d,Urban Outfitters,662.0,CO,1-757-529-1404
6.0,151735.0,O,1683196.0,F,JOFNWCQDANVRVHDQCPQIWCQRWIJUUFB,3.0,ykm9463,dfmsbcstmymsxxuxtkucprdbvx,4.0,21.0,W,Canada,Fegrbe,ykmbdtn,Yscgaotfllwpwapnndteuwcnjrnfgnazkwh,Baltimore,,Beazer Homes USA,758.0,UT,1-816-003-1563
3.0,273278.0,O,3685385.0,M,Hnlaljnwesbjnd,1.0,Ieo9464,Yhierprljgnifrqiotob,3.0,64.0,S,United States of America,dyselvuahblw,Ieowh,ukptoeebgahmwcxwwtsllkdumyvddggxggvvddrklfvoqacvfpdppipdgdlqwvbawtinygxasdfuef,Stamford,,Consol Energy,,HI,1-347-832-1748
7.0,306611.0,U,2095651.0,f,SBOGNVDIRHGLMOZBYVXKMFKEPLENJRAOUFZMWGFUVBJ,1.0,XPB9465,RVGXVZCYXYRD,3.0,58.0,M,Canada,URQIVEGJZA,XPBECHFKGQRNMIV,Rnldxhxhfwv,San Buenaventura,m,Lexmark International,403.0,NM,1-408-519-8134
6.0,213721.0,O,1897205.0,m,abbnmexzct,1.0,UDI9466,Pfjdqvshodu,1.0,20.0,S,United States of America,,UDINZQZLPJTZWURBI,Qmexlnlscgxodgfsluwtjjvqhsqrgwwahcvffeerivnxrcwddabipy,Aurora,,MetLife,567.0,AL,1-264-254-6090
8.0,69496.0,O,3278747.0,m,Ntpgriczqskpyuspejivzweqrtxorwdhqgirrkiydcsyyhaimwlan,4.0,VYR9467,Choeewhpbzmqdbdoogchmdeczbwjl,2.0,19.0,M,,qncpmaonbdzm,VYRIJK,jtoqgliwzcoonhthq,Los Angeles,u,Electronic Arts,513.0,NM,1-178-515-6978
1.0,4312.0,O,1675180.0,f,ZIEOILUSAVSTOIATTLFARKJFUXWGEKRQLLPJPRUAWCUQDJUPLRNCHBVBG,5.0,Csj9468,Jqyuyhnjwqpbq,1.0,37.0,M,United States of America,Lxybxcbe,Csjwgbdxtx,nszckvvdbmncxmqnpgztczlvorumsfopljntuki,Irvine,E,FreeportMcMoRan Copper & Gold,312.0,KY,1-276-993-0775
8.0,449247.0,O,1925476.0,m,XOWOTCEPJQ,5.0,vln9469,TQQWJOIOPZOFKLNXQAF,5.0,32.0,S,United States of America,XGKTLHUTNIZK,vlnagqrdgtzrlxrw,Ngnahninesbvcmkqjeesbeqmufgpqnulvkezqvpumywhkpwop,Warren,r,Textron,484.0,NM,
9.0,462540.0,R,1648142.0,m,Attkgirnhdrvoxazqviyytppdcemybeqore,5.0,GPW9470,GIHIY,2.0,60.0,W,Canada,Flhlvy,GPWTSJMPNSAQUXMVFMWWUTLEQCWAQ,Pwilbmgicbfnlvgvfvipcwsxxkrjtyccpqxirjuuiklxkbq,Coral Springs,,Celgene,701.0,DE,1-257-160-4273
7.0,123281.0,O,2596913.0,M,hlwrmniqomhffksgsaimapviuvphmobcxbnjtzfajlymxrsxmbqjuwrnflknaemfgakagcxh,0.0,shm9471,Qbvltihnnmdbuqsu,3.0,78.0,S,United States of America,Qajvkl,shmux,EPCSYSOPZXTAHMKAASXQKHUUHHWQWHKCGGQMTOWWUDNOWHMYASOLT,Burlington,,Hertz Global Holdings,777.0,CA,1-205-906-8735
6.0,488130.0,R,506192.0,f,jwuvlgjhanbzpiiddljfugqkpkihnhnbdpjewmbrzolbrcmflmd,4.0,Kih9472,ADUGIWADATKHDXXKMRHHRQPWSEOLM,3.0,55.0,M,United States of America,GRRNYFLQYZ,Kihkgmyjnxvahtfjkqryxiffttzeec,,Louisville,,,699.0,Alberta,1-397-809-0257
8.0,231999.0,O,2492527.0,F,TBAIRDCOHWFEXSKZLNOKZUUPUPADPODXRPYNQDJNKQCMMORYRUYTE,3.0,Nof9473,JKAFYBFJTVUVYLSLKFFGHGNSZDOMF,2.0,52.0,U,United States of America,Pnfic,Nofqemprfnhdvddjluuimrqf,,St. Louis,l,Fred's,449.0,NJ,1-952-727-5786
10.0,452141.0,O,1273348.0,m,Rxocuctevltzjpuoquoxseyvo,1.0,Lnx9474,Bisoa,1.0,0.0,M,United States of America,FSLPNNGWPMO,Lnxmwo,VPYNTQCMOTWEBGULGKKKVTNLKFOSJBABDFGVRFNTLIJVXFJHLWKBTPMGGSBUNTQFTMPZBYBJHRPUKSTI,Akron,F,American Express,461.0,NH,1-832-870-1417
7.0,395563.0,O,3466631.0,,gunqxpfcjigconajwxmuslpbankanceahcpgstwuicbgrvg,3.0,Esi9475,Uruxnkwwdzuhvixjwraaox,0.0,,M,United States of America,Mvcwhcq,Esixggpdfpj,urxrlfbovejofkbjheqfiftatcwqzyxigebuogbyvhzmauzrmesbckooxvg,Austin,d,Massey Energy,542.0,WY,1-883-550-6487
10.0,193652.0,O,2791594.0,,uhohppexqsfelcqipr,3.0,ADN9476,Dbdzdvmvcbrdtmfvbwyjrkwjyt,4.0,45.0,S,United States of America,Qtmsrjoym,ADNUWHXJRORUGKVTZGNUKHJGMI,Iuittsqyecyuxbmzjyidgovmgzyo,Bakersfield,,Sunoco,365.0,NM,
2.0,270460.0,U,1242476.0,f,Sogptbuxoue,5.0,sri9477,Kihalpie,4.0,89.0,S,United States of America,XVPUMDL,sritusawpfx,Fsywbvjibbvmwruslxcwkbio,St. Petersburg,K,FirstEnergy,603.0,PA,1-801-531-1913
0.0,485810.0,R,507823.0,F,AMLRVMIGSMAWXKTKGHLEYFDRLMGFLMMFHXOCMXDYTDIXVLXKXUGAT,4.0,jyk9478,Oyhnuackylbzucvioksdwqpl,5.0,38.0,W,United States of America,qwfiyhgbq,jykaoqadsstwkhlhaaipuugtqedfq,Wtkrprxkurxdibjllvqrharosvf,Anchorage,,Mutual of Omaha Insurance,495.0,HI,1-972-313-0974
9.0,263744.0,O,471703.0,,SJZSFCVPMOTEUEQCOLEAFYLFTLNTUNTTWOPNXBNVMSFIAZUZTYYMUKUR,3.0,hoe9479,Gqgfgq,2.0,1.0,M,United States of America,lilonqfd,hoedkn,HTNDSKISOTMRTLTXEHXENOMZUNVEWYSPFBKQUHJW,Evansville,t,Goldman Sachs Group,359.0,MD,1-298-597-6992
2.0,64117.0,R,3392701.0,,Nissplekhbhadhtxqwbgeob,2.0,Qzp9480,Lhwxz,0.0,2.0,M,United States of America,VRBFJZD,Qzpvmmnyaskcklfucuqaauc,bxbhnzxymxyiuriujrvlimudsazupvqpvouaiqagfncxhhatjizdztl,Virginia Beach,,Con-way,402.0,PA,1-568-249-4995
,229941.0,R,336336.0,,cabrgcdiwievbnmpjtybkmczqxwpmki,,Wfv9481,BHXIDQPDBPBFIMPMXFAXUVKM,5.0,18.0,S,United States of America,Bfqacgjl,Wfvbxuuerdnomzbt,Yjwoyvzcegpirdmmwopbbeelqdruiikgpiufnrdhparlfuqgbuxkjplloowxtspdeuhvbyur,Eugene,H,Oshkosh,362.0,Alberta,1-002-996-9327
1.0,,R,3133893.0,,MLLYY,3.0,Tpp9482,cardcxmifrbtb,4.0,91.0,M,,CHUVHXD,Tppbjeleo,LFYIRIUSBOBUHMMSVYJZOFAACTGBPUGGNWAINXDCWAWADMYE,Fort Worth,e,Cameron International,812.0,AL,1-401-933-0040
,158070.0,R,3715814.0,,Gzwrqaekpfatpvnvwlcdtvpzlimbhqeyyc,3.0,Klq9483,Tnwhwuwujob,5.0,97.0,U,United States of America,auissiprllz,Klqowby,crwcmsikb,Dallas,,Idearc,580.0,DC,1-744-027-1339
3.0,497002.0,R,3526834.0,,Bqwaphomktjjavqgggfwzciptnuvuyundbhpjnmm,5.0,Hfa9484,Hdfmrozegpzk,,60.0,W,United States of America,EGWJXLSMA,Hfaqeumemjvqjyrllolclsc,DHOZQRUVOPSHZICBGLKFMIO,Thousand Oaks,X,Oceaneering International,763.0,MA,1-990-209-1115
8.0,335685.0,R,2526231.0,M,Qotjuogwwgwcofaencrarbgcqnfwkcszjktlhkkaapwbtmvwlyoobfmtwkmantxuxmtsqjefw,2.0,VBM9485,cecswjuysqrev,5.0,30.0,M,United States of America,Qtvqy,VBMPPDKMTVZBRMRLGEKHYMYNB,Aqcwfuzcnkbpogvpcjqr,Honolulu,,,823.0,OK,1-101-422-8097
1.0,281035.0,R,2534383.0,,qjeodgbgoyqpiywwzg,4.0,Lsu9486,CHSATXLJVRUDBPGWJKYRYQRMUGLCB,5.0,84.0,M,United States of America,Ttyqnesuvi,Lsubpcdak,Nhxczbtukjhaak,Dayton,,Ameren,551.0,Ontario,
4.0,147416.0,O,3156142.0,m,lzwbmsutlepgrkevntutxfxadgzogtjakb,0.0,Hme9487,Bdleoq,4.0,21.0,W,United States of America,egswl,Hmeebxkoswnuxkpjpixirjqwqbx,Eglhqchhhntpjakiiokmcxvslrrpxubtlseyykvrnuxwqpkpeqoqdgttozm,Hayward,L,Varian Medical Systems,473.0,DE,1-844-124-5250
10.0,387521.0,O,3838059.0,f,Afysoxhbbutokdmjscyobgccbavduvvqctbq,5.0,Bnz9488,ckedmlgsjvva,5.0,3.0,S,Canada,cjjmjwd,Bnzgcsjajnxhotpubgatqhpgvxbut,jbxeajfpimbimlxehlaekebikuklzbxxxdkxvgeuyfnezzuxfeyptvdfdto,San Antonio,J,Hess,328.0,MA,1-879-912-0700
8.0,57312.0,O,3283829.0,,Shgijigpajfpwiuhfzwsqqsyqkdpsz,0.0,Wxa9489,diidsgtr,1.0,55.0,M,United States of America,Ervxzcz,Wxaejxrztdyl,gbsnvuimxjyjsfguetrslcpmvjxtbnvtqaqcuszjlzgzuyvnhkiocvfsdzouwekxdihcshowjzzc,Seattle,K,Icahn Enterprises,368.0,FL,1-576-723-5565
4.0,360779.0,R,,,Hnbcckbsqowqxhgsheaxakjhmguryedibipjbhhpqhodhpdjhdetazcnbqpkv,0.0,Seb9490,KIVSZDVIZ,4.0,,M,United States of America,Ewgxs,Sebakgeajwyvqycvkxaqzmuvgwbkyt,tirxceuepnxmulsrlreanhrjkatatbpmtdegccrelmwcuzrmnrevmikofcxknhexvyu,Irvine,,Procter & Gamble,386.0,NE,1-088-841-1426
10.0,126400.0,R,3518557.0,,Jibocqwiasetfpgvlbmiqpqcwkxkpcknqwcddvycmigjsdtkfjkqubedboxgxuz,3.0,qxx9491,lnzvvavvcvxsizugwr,3.0,85.0,W,,KRYKTFOBLSOD,qxxsmifgcmroawqtyvmomn,HVRGBDNSKARUMPKEPKRPQVDBJNMAUQPOEBW,Albuquerque,Q,BorgWarner,560.0,NJ,1-562-385-1787
2.0,298516.0,,1027508.0,,Erohdgxsfvtsogqligjahfljrgwivwaofslaiwiihpewvbrguiqpuofwhpenfhpctdgsmq,1.0,Lis9492,ZXMJATT,1.0,98.0,M,United States of America,izyrvgewim,Listrxiu,AUIENURQHLOYHDNDGRBACIXSEDFSSEJVJV,Grand Prairie,U,Crown Holdings,362.0,OH,1-517-796-9701
5.0,235487.0,O,3327641.0,F,hobpeooxafabekrebrqfuuoamwuhgr,5.0,nwd9493,Txjmlarkrczqgnnhlcbwu,4.0,33.0,S,Canada,HTHXTM,nwdzacwzaaemt,KKZZWTSNPIGGBTPFWJLIBJOPSQDMAIPEJMJSKFLVKMROXNEAQBWGUOMMKWAGLOLKNGCUCIU,Hayward,,Affiliated Computer Services,,IN,1-362-203-7159
7.0,491115.0,O,1816348.0,,Eewdqmpadwhravltiaumbrgeemanohflompvkjaijgjkiltclsysruzugicwmq,4.0,fnx9494,ILILMVTEUCJYLPNZOWRRJVPZG,4.0,9.0,S,United States of America,Ktwng,fnxcpeweuvzcctztnewbb,Jlknmqmiunblahivqwbsdzcaoekirrnhpundbwatmirjyubdojkeljzrdreiuhuvg,Shreveport,O,,496.0,PA,1-884-559-1729
1.0,256666.0,R,,M,Qkdastidobuhiogyoepdaxppzqptcwuzyhdmvkdsttqkqbcqgatxhpivflfmxx,2.0,xgl9495,TPOLWGNSIPDZNHKFPOTSPYQXTEHI,4.0,1.0,M,,gvvshn,xglhedljc,ejizjkxphcwetojwbfdrniiduwtarqtevimzvip,Evansville,,LandAmerica Financial Group,748.0,VA,1-725-024-5182
3.0,286893.0,O,3435022.0,,xotuwemogf,1.0,Psv9496,Fqczqnlshdxgxptfqntxi,3.0,74.0,S,United States of America,YNNVY,Psvqblfovrmkpgtuqcykaqtfilcwnr,FGEWHUXGOVWFFLR,St. Paul,,Kindred Healthcare,792.0,MI,1-308-338-7519
9.0,288389.0,O,156473.0,M,EECZFSWXTLCMRCCXZDEYXZKLCFITLNQPTY,,ODJ9497,Fjkqdehhyecbfjolf,2.0,34.0,M,United States of America,Wgkwqaxh,ODJJLCHLESVHUKVKRCUVC,XFWSJJDDVSJQYAFWCSGTHTXSGHXCFCVFXONFCTVJYELGNAB,Richmond,G,Buildings Materials Corp.,699.0,OH,1-741-219-6035
9.0,213958.0,R,484180.0,,Ywckijppzilxrewmocgnyxwatwdvztwqazxcvblqbwxtmhhbsxmhxnefnthzvlzlfu,0.0,GIO9498,Boruvwogralvzujhm,5.0,95.0,S,United States of America,Vofudytah,GIOWUOZUZOAWRYHE,QIMUPZEJXCJJLIZEUKSSXDCRVJZXQPSNSBHNJ,Grand Rapids,d,Mueller Water Products,,NY,1-739-791-3178
5.0,36584.0,R,3122213.0,F,lfberiectxbowjnwzrohugjucfhnwhwtonhcxwtikg,4.0,Syt9499,ABVFXVEHDLRXTYQ,0.0,,W,United States of America,Oyhcglbo,Sytkboioxgvavywcag,Wiwmbgwufcgjaurlevccrhqauifofonwvompxyxtedhhtvhraisbhqsykyjdde,Raleigh,,Icahn Enterprises,722.0,VT,1-138-297-2263
0.0,433090.0,O,,F,SIOXPYRGBXCBFPZIUWCQQORMJOHTQWAGEAXLUCJJO,4.0,Xtu9500,PNGARPSQF,1.0,76.0,U,United States of America,Mycdwr,Xtunrszypketlsrmfemffczef,Chttgystgxrwheofkewiwrccdcweodakjkstmjescxpzotwremvtfjwe,Iqaluit,j,A. Schulman,435.0,WI,1-407-422-0343
5.0,480247.0,R,3449474.0,F,wtzjomvzpewpupbpvjgynhuxnxkelzazaclsbpdcejejkxgwaenrkrutuzk,5.0,Lkg9501,Bwynsjpiqwnrrygdvwfk,1.0,73.0,W,United States of America,Knnxrinui,Lkgcnm,Ivftvzwhyobvqqtzrqntwcbkbbfktqnmkuaeasnxiscgohhjlzwnqrilwltlgizkfppdvi,Naperville,U,Allegheny Energy,816.0,TN,1-213-805-8297
,311882.0,O,2102334.0,,Kkihbu,5.0,wgw9502,JCNOLPDAANBE,0.0,82.0,U,United States of America,BRCYWIHVZO,wgwtntknbftkvzrhqumibzmqxvhqpg,trfsawnznjpeqncwyxg,Columbus,f,Cintas,693.0,Ontario,1-293-053-3055
9.0,195215.0,O,3280769.0,m,Cqrmgiuyvcvsdxmxgjxklguvpfydrdhkmxkcbfhat,2.0,Scx9503,egunlngewxmbnccnhjeuloi,5.0,45.0,M,United States of America,Dgblofbac,Scxmfojarprupa,Spfqrlyookxqapklzuxufwrnkhservxjveskbul,Richmond,R,Public Storage,723.0,MD,1-372-926-4609
2.0,377759.0,O,,,YTCMCWHRHLXFWNIPGSEJWHPTTNAHLJHMWYMSFWRGVFJYXNMRAWQQACC,3.0,xcc9504,MOPZPKINEBFZILDIBXZFMDNUQZKKGH,0.0,21.0,M,United States of America,Pxltw,xccxwbzhowjgznvhjkiqmqzknhd,Pvxcxcdzxyxtysmdtccwyrsasltqvnvsgkkqcclzrjmwyhchfqdeddqopbgkohyfibcj,Bismarck,N,Watson Wyatt Worldwide,597.0,WV,1-306-312-4894
9.0,444654.0,O,2576901.0,,Sgrwhetuqefhicwsbpxslawoghnmetqfxssktivixiepwcosfbpnybmygspm,,kpm9505,rbtugfjvexhogfkgrxowjmfc,1.0,82.0,U,United States of America,wvezgjmcohf,kpmyiffepmio,Tjqkdudlhksu,Warren,d,,747.0,ME,1-775-115-5430
6.0,20521.0,O,3502928.0,,rcwkqeazogxxvwzrbhygzerqtclyidhrjdp,0.0,BKE9506,rjswvwansmgiinzb,2.0,7.0,D,United States of America,EORSP,BKEDWOJCUHJKGEIFAVXWXFTCJQZECF,AUVEXGUVBQWSGHENATLKLJEBYMVIUZBHMQLYWQCBPYTRGBXRODOXLDIWFKVPXJZJQSVDIZYW,Jackson,,Constellation Energy,391.0,GA,1-593-713-6307
1.0,136656.0,O,,,kgvqnpkkpoihwacshftkuawedhrcrwddelnuica,4.0,Ayt9507,Swfvoswmtv,4.0,38.0,M,,Pnaibukwjx,Aytorpalghgcqgrzlcci,onmfce,Phoenix,,United Technologies,584.0,CT,
0.0,434474.0,U,713120.0,M,FELBQVWJKZEIRXVNGMWBPPQRJ,3.0,Qhc9508,Kduhxyidhpsslqdbkuinishahbz,3.0,59.0,U,United States of America,Jwetxmtjfxu,Qhcjbnibxwviegnmjjkedzfnhwbbb,Pmvetvzowtlnjehkrtmilhiiqydgqlqmvupfesufyc,Paterson,p,Reynolds American,391.0,TX,1-695-441-1442
10.0,7450.0,R,67828.0,m,exgprlepalpyfakithh,0.0,Eyf9509,vyywbazlxp,,99.0,M,United States of America,ESFZUZ,Eyfohiuxcoozmxcslavpico,Szzgpannzjajmtxzemhxwtsvlswwbydxoivfcuhllw,New Haven,T,Computer Sciences,797.0,WV,1-376-518-0976
0.0,336413.0,O,1044199.0,,Bpvcfipdcolgdrudgvbxbovbydrwhvabzlxrlwlcuctdstezdemajbmubmv,1.0,btq9510,Jhsyjrojeliemyyryled,5.0,48.0,S,United States of America,jwugjkyaqdop,btqcolqalyvct,Mqrkfqlralnyexhztkufhbgpdzlgnsggodgwcfeveefwaoatxlubwuskhhnq,Elizabeth,d,OM Group,588.0,SC,1-394-033-1715
5.0,115331.0,O,2450172.0,m,Hktymsvtwhgjaujjvealqlmcipkixsvbfqitjnylcwydaknrxocuxamaociup,3.0,Udy9511,graeyjzmnehtocnoda,5.0,9.0,M,United States of America,PUOQHA,Udycelke,UMHMKJIWUGJFRCHYNWOPTPQDUXWKZIBZSKXGOVSYIYGGQUSHJNSWAGINIVGMWSMRRJI,Overland Park,,Perot Systems,627.0,PA,1-036-501-5452
10.0,343939.0,O,111571.0,,JMDMEJXCVVRGKDSWWQQQZDNU,3.0,XSS9512,Vddsnjalxbv,4.0,46.0,D,United States of America,jcvmarlcly,XSSAXNXFDOOPSMVCLMENSKPIUS,XNVTJOLZMHVSMAILRKXTXXEOLOWZMTFWOFRHSXGHOJNH,Fullerton,L,Energy Transfer Equity,771.0,WA,1-544-882-9655
8.0,294758.0,O,1473285.0,m,OSUIPJAMGUOLNCNLHOSFDF,5.0,SCX9513,Rahhlcgufnmugcbaca,2.0,51.0,D,United States of America,Vjoyvd,SCXLWIUWLOXDQDYQPAAH,Puovcribyssecroruuubracbrqgrkjadivdvkobxerqprgivc,Anchorage,E,New Jersey Resources,519.0,AZ,1-162-662-4252
0.0,420820.0,,1763265.0,,NPXEJYWQCPDZLLZPEZEIFAVKANEGPDZTRSZOCMQEY,1.0,Pwy9514,Hrcpggdnlrkdfqrgtwnrihkdelqt,5.0,77.0,U,United States of America,XIHUVUHXZ,Pwymuaf,Ztuodvfayjsmjdtdapmfqfsukcgzrjpknrojpvyscuynvsbdvroxmihscqofffgwtlzikqsr,Columbia,P,Burlington Northern Santa Fe,351.0,DE,1-482-008-2988
9.0,,O,2590140.0,f,Pcmsgmiacpppzlquayxsepcodwfhtxttpr,2.0,yce9515,Psuzqehfevhxlhfilrkcg,0.0,93.0,W,United States of America,aszgyiuacq,yceyvppbehjnodndbsnzda,mrqgmkdqlcnzuecvncxzbpyijcghglbkezge,Memphis,,Andersons,519.0,MT,1-641-614-4165
7.0,114636.0,O,2830890.0,,SDFVVOZJQDCKCYHDXNNSXEVLIGLUNAQEPMITVPAUQJJW,,Kiy9516,PXYEXXEENWOHUANR,1.0,54.0,D,United States of America,Ywwatikt,Kiyahzr,Niumtfr,El Monte,,Forest Laboratories,308.0,HI,1-394-241-2808
6.0,177716.0,O,1473229.0,f,DWGAKUKVAMVKHQLRFPTENWIB,1.0,fau9517,Kxvvmhwjuctalcgm,2.0,,U,Canada,Xlnkqcsdb,fauaxwqcsaezzaclbjnmrpy,Htlsgwtgeuriwzcsd,Pomona,,Staples,757.0,NV,1-273-121-4926
6.0,197479.0,O,1713820.0,f,UUQKMMOGTNSSCUVQKISDGHKOJJVGVSGAYPSDPQYHITRFXFEMVDI,4.0,Cak9518,FDFUWVLTXUMBFRPEXU,3.0,51.0,U,Canada,Duaxmmxe,Cakfxmahfutxobwlmdtnco,tghlvzrlytlmttwqcqfdmucsbjpdytgqrqlaeldkfoosbprpdnrdvst,Boston,h,Waste Management,725.0,DC,1-905-452-9414
0.0,219143.0,R,3557413.0,,gbjygzsudqgepamlalgrimfhpdqoeebeqywunrafdamuswrys,4.0,WOI9519,UDSBQN,4.0,1.0,M,United States of America,Sezwvnbs,WOIBVIRGNI,Wjtowgrjtldrznpwomu,Pittsburgh,,,844.0,Alberta,1-989-371-3149
0.0,338480.0,R,3315382.0,,Qtyrdtfibdfzydechmqunovbwbpfvznn,2.0,Flg9520,Imkknfqooyllziraq,4.0,68.0,D,United States of America,Pnusdh,Flgzboogxvvsgecziocbfnoqbvvls,VNAZOTOMKGEFSCRYKMUTINRKPXAONHCFXCJG,Santa Rosa,e,Entergy,787.0,ID,1-993-885-9527
1.0,53545.0,O,991552.0,,eylagojbtjclfpcmidqnfgknbzbggvyduqtxubncklvrcwq,5.0,Hbr9521,Lsdxohossqtarsksnjxjheqh,4.0,75.0,,United States of America,Dkponakif,Hbrraubcextbxpk,KDCQPAQZKSFAVGNJVNYXFHATLLODWZKXJADFZLIKEHOPJVHGCEITVJSLVGLAFQPXBPFELXYXXQR,Anchorage,V,XTO Energy,740.0,Quebec,1-553-253-2612
5.0,102688.0,R,1132095.0,,DDIJAMVKFUK,1.0,XDG9522,QTIPLXMVMS,1.0,61.0,U,United States of America,Xxryb,XDGFADCCVWGYOJHIZL,lmadgpwggyfw,Fayetteville,,H&R Block,601.0,WI,1-215-413-6363
