gncd,ntwrth,frstnm,mddlntl,crdtrtng,lstnm,nmbrcrs,mplr,phn,ct,ddrssln1,ddrssln2,cntr,g,mrtlstts,ncm,nmbrchldrn,wnrrntflg,nmbrcrdtcrds
Kip5199,2663603.0,PNJKVKRYST,K,386.0,Kipnqrxcpnyrgph,4.0,Emerson Electric,1-754-604-1434,Las Vegas,BHCGKUILQKVEHCLXMINJXH,bgzmcfhrrdcwsjtogiykigkeqgagowjmgkoplldrnmkqzj,United States of America,90.0,S,380158.0,4.0,R,4.0
aur5200,1769008.0,Sjtdhwnkfjumabhopbspdrbtllc,,693.0,aurhjiawpaaihjilso,,PPL,1-795-767-0410,Mesa,Naiwf,Zkyis,United States of America,29.0,M,11342.0,2.0,R,4.0
Pay5201,2494794.0,rffksrhtemwozvgrh,,425.0,Payqojqpzobrxrabpljandiaauegug,5.0,FPL Group,1-705-487-9664,Austin,Aqbgvncffzopmfydgxgmgibrthsjxviistlgeehefvuwjnqysrt,kbwwtdsljuzxcnsygearnwdfrrxxrvtsxlqcawuczzwbalfc,Canada,87.0,W,224145.0,0.0,O,
tzq5202,2184144.0,wpcnhjqeskplsjguophkopin,,470.0,tzqdauiicgsmprbhggerbpuxracjvt,2.0,Core-Mark Holding,1-395-847-8072,Vancouver,FWLOFLZQEDOZGVMMEYZCTJTDDJJYD,FULNQWRASKUJMWSVAIGPGDVXFLSMZIZTZLLLELWFZYCWBPGIRLOYHAJDJKSWWBOCELCLAQQWOSECWWX,United States of America,85.0,U,,1.0,O,7.0
Tzz5203,2175684.0,Bmouokrfe,y,556.0,Tzzhpnvcvoxipahokirlry,5.0,United Parcel Service,1-967-775-3735,Santa Clarita,Yskuwcquadhhtwglxbpibkkcjthxeilmsurqshxewufgkbbwguhvnmpxaycp,rzcooijihxqerddejtiuhilxygiagklqndhhlltjnwoebdw,United States of America,52.0,M,343839.0,5.0,O,1.0
Kcq5204,3309455.0,Gwycevbsytxedmdokwktsgzqtd,,747.0,Kcqnkqqedxsdqywcyakctgzgm,2.0,NSTAR,1-452-052-5011,New Orleans,kpkblaujjqgjhzkheijtbmzetmcutz,yyyteswjmwddzqyoslthrmztrxaqwidhshwhjjqkkcupiwnjakodnammlmhcx,United States of America,,U,32012.0,2.0,O,8.0
Cbg5205,2907241.0,Oednaenvbskuynvucoftafylfvusz,z,,Cbguriymrjxhjuyouazipkkj,3.0,TD Ameritrade,1-322-605-2545,Lakewood,torfosyeszmrqmbehvsoegkydwxpsvbu,YGPHJJYLIHBYLFNPYICCQUMEUK,United States of America,,M,499036.0,5.0,O,6.0
Bbv5206,3574784.0,Jxnxprcdiuolygb,,592.0,Bbvnohxhswcezy,1.0,YRC Worldwide,1-601-323-4581,Portland,ftgjwaglhaihjjrnsfsfsdhrvotlkxmpnlzbtjafabetdqieeulnhaurlradicwvhujeewxareaohdg,Jwnurypkbgenjwqvibijdbgpkoxyygvsxruubjjxlobvpiidzmfardaeuomfezpbjfsgrevqecfraee,Canada,6.0,W,483339.0,5.0,O,5.0
TZN5207,3099630.0,owcmwfedxsvwilsjedrnvbr,e,534.0,TZNHJWTOONPCAGEZQBCILLBIKQH,1.0,Hess,1-708-369-3285,Norfolk,Epoamjdcepbkeudmjurigkxceobrbwzjkwyonnsvpbqsvsamjyfbxxhkwobcwvdgsbqunkhjmy,FEGXYBZNQOZYMR,United States of America,79.0,D,333216.0,0.0,O,4.0
RVS5208,1031447.0,Dsmmerysrahkjr,,772.0,RVSFRHMHNNKRTEGMSZPFJNR,2.0,NSTAR,1-553-833-2788,Jackson,Ldfuyoyunivkqnylzceunbvwmxmrrf,Ajedfzsxhtgvdpaxmmwvugiulbwuewwnureaktjqykepcycwmdrnqczdtsrnklblujzftcuyhfh,United States of America,0.0,M,416707.0,1.0,O,7.0
Oze5209,3455113.0,QYIPYSPRUYNUHNSZTJKNOGR,Z,824.0,Ozemhbfpterhjclmtdqzcrlig,1.0,NewPage Holding,1-644-034-8204,Mount Pearl,Shaigbpxwkbcnytofqtzqvbqoiwbtrfbfbxbziasyhdalzsirfhe,,United States of America,43.0,S,250144.0,1.0,O,9.0
Qjb5210,2066307.0,Izjxukxwoshaehzg,,581.0,Qjbtwlmiijepczowhngoa,3.0,,1-929-832-2138,San Diego,Ztvsegghsmvldzwxqyrbylsgjpmgdbfphgzowwhqocndwhctlmjpfafznrtn,Vghakuynjqvxscdezvxd,United States of America,83.0,,259893.0,5.0,O,2.0
Hef5211,1673757.0,Pbpxqxngaytuptcgndyxluqqcbqrci,,361.0,Heftksgqojcgarekhexzygcby,2.0,Bucyrus International,1-053-435-0317,London,mvfunwbjnjojakgcscjejovumcxticttvfykkkzglcrgqwyvzlyflek,CLXWXJEALTLIYRNUYIWGMYCAD,United States of America,86.0,,433889.0,4.0,R,3.0
Nbv5212,634220.0,Qicfnxpqhfqpqqhlnpmcj,Z,635.0,Nbvfmebzxpnvpm,5.0,Lockheed Martin,,Lansing,PNXTMWEPGZNNNIJOUFFXYPULFPRVWRNPQKKTVLRNXGIDXU,Lyrnxmlhxrzjxtgjafxosxqbnbwy,United States of America,47.0,M,37992.0,4.0,O,9.0
Avv5213,3677277.0,Ydionmpoaugawfv,,726.0,Avviymxtfssewknudvvglojurayjb,5.0,CommScope,1-305-243-4803,Naperville,phwplgicfgxdktnlvweanqzizpfgfjwhkokbiognznkqcqgtfqfutptqbuw,ANAGYPEJCDE,United States of America,31.0,S,490311.0,4.0,O,6.0
xnq5214,2158104.0,Rydzmubki,V,696.0,xnqmlcqgaxwis,0.0,Zimmer Holdings,1-237-133-2916,Salem,Qjqblqkjrabhhubbc,Jkwvdnapogfiwoejvoculjcgi,United States of America,97.0,M,449517.0,3.0,O,10.0
jlt5215,228730.0,UOGBHVCQYPBSZXXIQKJOW,J,825.0,jlteoggrnpobsogrghv,2.0,Telephone & Data Systems,1-901-669-0908,Edmonton,PSOBMXUGOTBWTBTGHG,Hotwbeyujqfluygveilngbginevjqpxfnq,,64.0,U,268759.0,2.0,O,7.0
Leu5216,3950096.0,Nouqh,Y,797.0,Leuhutgehhlrmru,0.0,SPX,1-925-598-8625,Nashville,nekblbvybcfstlvixtmmckdfcobgiwgqdauskjugwplcl,PGLGIMOUROMPOMEPKONFTRNRREJYSAWGIGCELBSYBASXISFZICANYZWSHOMCYGQE,Canada,3.0,M,325374.0,0.0,O,9.0
sar5217,3302140.0,Vmiqrgfzkjbfvlkzpgke,,698.0,sarbvwtsmlpawqktivs,3.0,Insight Enterprises,1-514-005-0015,Ann Arbor,hhhskfbcmzbymtkwqjxdmoixrtxykomrnhfcbllparmhihhaxqfrsrdyasxbexinehvjj,sveqcvlwibaexeicxkroiitmpwzpzuslslrdenlgcycdzyxtzitqsogirdxfgyzfdwogczhbcgrgwlou,Canada,77.0,W,65074.0,5.0,O,6.0
Kdx5218,3870042.0,IMGCDGHKHFLIL,v,572.0,Kdxlnmpn,4.0,,1-655-031-7619,Ottawa,cbzrtteczb,CFGGPIKMXLDHBSQSBMXPRQMCAIVVUTYIKYXRYNIDZKJHWTXIYQKJHLYRBIWUOXIWWNLLVLDQFOGBLB,United States of America,54.0,U,322241.0,3.0,O,3.0
GLN5219,3348747.0,SRKHPXJQWPRCQEY,,658.0,GLNCCWSLQWPJCBFCDZFG,3.0,AES,1-304-278-0402,Worcester,txhcyucbxegpnaseq,Jmrvowpbuqllenidjlhfiywlsbfwkilcegeirbnscrbkiwdmhxbfgww,United States of America,97.0,M,359904.0,0.0,U,
Ywd5220,3446218.0,XQAXFSKCSBMHNKJIBAEVNXT,,689.0,Ywdzskjqctdykodffzqrs,5.0,Universal American,1-265-581-7293,Lakewood,Anrclxkgdontgqetzvrzoypxbpfjbiocapqoicshhhoplucrueqpdlkuhtnwor,xunqjzjvkrirhaameyegpfewpu,United States of America,4.0,,75727.0,1.0,U,1.0
Pfk5221,547053.0,ialviywppsxrmt,r,737.0,Pfkexlruzlsgssxfjgihvnvwbn,5.0,Genworth Financial,1-913-187-5308,Washington,PLAGNBOXQOFAVLRUPRXCBWMLL,EJQOUOPQTJAVNXSKNXSSGQZNBLBEVREFOVWKTIUDOJEEWPOICQVRNIIZAJODPIECHAV,,97.0,S,88206.0,0.0,O,2.0
hpd5222,2641409.0,gmwkhkjcriaocmxasuufum,D,713.0,hpdfwchrzhjwxen,5.0,Alexander & Baldwin,1-486-454-1084,Syracuse,,Rxjkpiqxpsdbweuynsxydgdo,United States of America,100.0,M,160466.0,4.0,O,0.0
plg5223,3394648.0,unhjgetcrn,,459.0,plganiolusttpm,3.0,Affiliated Computer Services,1-849-385-8857,Lewiston,kboedjfnfnhomzsgsarrgqcnqxfrsevlxmxvfgosvrzhnzgvokapjhgnhwjqzchdnhrgtqlijkldld,YUXQBVZUBMXRWWJUOQADPBRVAEJPBXUXWNAIZNGBKPWAYL,Canada,21.0,M,266748.0,3.0,O,7.0
pjf5224,1285921.0,dkxjcgwia,W,749.0,pjfoelrttukfyjdkpeudoagdrctg,5.0,Trinity Industries,1-017-736-7837,Boston,dfdhulxvmzevkchpbinonlznspzteidospupphkrmixnfbjafltzumxxhilvvsojddaaygoekbyyuou,Uethszorftquvhjzvaprwhvcgiewytccldenboxvorl,Canada,72.0,,,0.0,O,3.0
Miz5225,3893266.0,Jsrhnddgfvvphzmsgqusfhiqm,G,412.0,Miznlmcpdciforkopxcuqgt,5.0,National Semiconductor,1-885-139-2329,Orange,Wtehglmxhxemuwpayqxtgokitvgfbcqyzwmkaxxovgalp,Orwmettlaapsutxqnldaltiptzleihqsiadbwcpyxjuljocfgjzhekmrbkjhjv,United States of America,17.0,M,39159.0,1.0,R,4.0
ZSK5226,3188950.0,Uegssdnljaefycddeohqeshhfridr,W,456.0,ZSKVQLERADUQSTZUQ,0.0,DISH Network,1-995-435-1708,Memphis,Ldkcccneweqfkbkgwsgvjbnlihjczkqmbnpdkzovbnlqgbenvynlrzwhwxkcbogqa,Xkauegnulvslglhcfpqrkc,,6.0,M,290196.0,2.0,U,7.0
AOQ5227,1910568.0,qsbtdnnnbhocrblywfatsgwvmgxicm,,423.0,AOQQWGVWIAUSTP,0.0,Hanover Insurance Group,1-192-113-3818,Winston-Salem,mvlxeuymyhshtvkkpzgipjinrjsujfauekoypbvddncignoubnhcfeyjrypattvxjnbnjnttqzlg,Ejaitvujmiljevhizqnpxmncvep,United States of America,55.0,S,454911.0,4.0,O,2.0
UFT5228,3061524.0,Xkhqgeamnakdlkszgjdzm,i,392.0,UFTGXLUMIQZJVGJDTGGGPUW,3.0,Southern Union,1-582-527-2240,Oshawa,Jharbwjbuxxdbcrukwabsbjhbjtefbuadvewbudkicjgedcdvwccdqxsotekzshubkuigaclflpfidt,ASYWTVTPFF,Canada,18.0,M,18171.0,4.0,O,2.0
PVC5229,1350346.0,Layrpedfkpvwriwpxidej,,530.0,PVCPNMGQEDPHYJVWGXXASUNVPH,0.0,Archer Daniels Midland,1-161-114-7127,Arlington,Rxcpuxjjsrz,Zoywtyxnlfpvuvu,United States of America,98.0,M,129291.0,4.0,O,2.0
Cke5230,686413.0,XONCUWWRKRW,,650.0,Ckewhgjlzzlrbj,0.0,Teledyne Technologies,1-002-015-4190,Minneapolis,Tqsawpraqfafjpiiljlqabehkwrtuufqlkplfiffqlopfpshjvocayixvzh,Ypmiqgwsftzwxi,United States of America,11.0,M,394710.0,4.0,R,5.0
zvj5231,3536447.0,ehjoqpvhfpxxlavczcsnymrl,q,786.0,zvjvcgfhifw,5.0,Cognizant Technology Solutions,1-073-669-4014,Bellevue,CSVGSIXQEPQYMFEQLOPLHAFMMF,Hsilqmkccsk,United States of America,21.0,U,123811.0,3.0,U,4.0
IZK5232,1822492.0,AGATBAWFISMVRDO,C,729.0,IZKEPSIS,1.0,Fiserv,1-018-195-5431,Moncton,JECYVUSDWWCPIUPMESMJLZXJBHQGBQS,ODCQBDOBHWRYGNKEXUEBTGCAKHXQQFIWRJZMZZQROCOKDXBQLDAQGKSTCCFRFXVDZEOHCNR,United States of America,33.0,U,351588.0,2.0,O,3.0
FQH5233,,CAQFCNNAGX,,723.0,FQHMNVRRCRZFQGXNLYOFIDI,4.0,Public Storage,1-773-597-2926,Cincinnati,Khztmttalilb,Mgipmrvcnajbsqcxo,United States of America,11.0,W,328034.0,2.0,O,4.0
Oiz5234,1462691.0,Ltuzqnmliih,,467.0,Oizgaganh,0.0,HealthSpring,1-396-221-2948,Missoula,MAXXMKUXLFCTIDLBSJXEDKASQOWIQXGZINOWKLKPZWSVXKOOGOIPEQMDZYMLLTAFE,BQDMGXZMGRJTZYZZJOCHCTCXPCOTT,United States of America,16.0,,80142.0,4.0,R,3.0
Ncr5235,1953600.0,Pvlsihhqd,,618.0,Ncrooomeihysxztxeopntz,5.0,Biogen Idec,1-177-827-7459,Carrollton,Npevssyhkfsquajgffehpeeikvzvcfxlut,Dtohrckomxchagzkuksdfanbfezabazzituiwpuouakzvwlgqhdxsnhxlt,United States of America,2.0,U,166315.0,0.0,O,6.0
YSA5236,150494.0,aywticrsg,,394.0,YSAXLU,4.0,Ralcorp Holdings,1-385-095-4365,El Monte,rvkiiifynxuejcdqbhlqidihsijgjfd,bjgembrkgrbdbsrqiejuabqcvmlvbgpfuin,,99.0,M,438902.0,1.0,O,9.0
Acg5237,2590010.0,AKDCVMIXXNWQ,,541.0,Acgtqw,1.0,SAIC,1-647-247-4980,Mobile,lxungetamozpikclhccbsfjkeqrmnmvofgojxspqi,gkkkltullkqdboopv,United States of America,95.0,M,485543.0,1.0,O,7.0
Kfv5238,2919849.0,aauthvbajtxkvo,b,721.0,Kfvojqjdsougnaigkcwbierctd,3.0,Pinnacle West Capital,1-046-763-6607,Newport News,ttajrwjfwwixbhohfsmgxm,Kyvleaxswaovlirqzqk,United States of America,64.0,M,87872.0,3.0,O,7.0
obv5239,1945176.0,Orhqpndwl,x,625.0,obvjlgywguuntymijomvtkgi,4.0,CF Industries Holdings,1-883-330-7373,Hollywood,SGFVVP,fuwmlyowcpgbjgkplleakdnembtazw,Canada,20.0,S,,5.0,,5.0
QSI5240,2761295.0,ENNVUQYUFDYIDHYW,G,304.0,QSIYNQMIXNHXFXORIQDJZLYJY,2.0,Eagle Rock Energy Partners,1-605-578-8531,Des Moines,Ekfihxwlvtwlrsgdxumzahgwgiabjwzlssslovdexcpfqkcgiwciexqkjilanacaycftmtx,rndebnscihnougelxkxmgszdakxiodpazgfsllh,United States of America,23.0,M,225157.0,0.0,O,2.0
Rrf5241,2209204.0,BKOUGJTNCJZWTUILKDPAN,j,470.0,Rrfrphzlnfihwquw,5.0,Sanmina-SCI,1-383-104-2436,Buffalo,iaoumkqytnfanqg,Pkowxluzhlbctjbxfyfyhqojwmbce,United States of America,0.0,,447503.0,3.0,U,8.0
ICL5242,1468553.0,CEHUMNVXUHZVQRDBINJP,,710.0,ICLMINKKBNZVF,1.0,Alexander & Baldwin,1-492-214-0596,New Orleans,Crlfewobxjaftvmwjowlzkrwthlpnrdaljakxgw,WSGTXGKDJLOYHNSCRFIQYJOBYUBQFGDSQTSRVXJXHXOKFCUVKVTLJXAZZEYGG,United States of America,70.0,W,,0.0,U,4.0
Tij5243,130481.0,eldqcmqrxupma,,336.0,Tijddfobwapoujtyigxz,2.0,,1-937-268-3237,Charlottetown,zxenwnwrwsirkoszivbhsehpopqgpqfrdbnbmuvakoctqbemqrwyyxxat,JOEYORUDFSSWBHGIIGEMROLXBUWOEFEITXXWUIAPEKQAEIEOSXQMNEVNZRUJKBVJC,United States of America,85.0,D,228899.0,3.0,O,7.0
Yyn5244,1738457.0,KJVJAMIDPBVDXRNAXBHUAQLVCZ,,525.0,Yyngun,1.0,Ametek,1-013-009-8527,Lansing,gsdjluhlofu,JHZONCPMGUZOHTBPQVCJVNIKZBMQWOXWDGXTFBBUCPMPDHFNXFLFCGCWIOOSBT,United States of America,26.0,M,415453.0,0.0,O,2.0
Tfm5245,3315356.0,Syrijhgkokvop,,759.0,Tfmeifsbhohlaorbhbpod,5.0,Amgen,1-782-163-7490,West Valley,Crgvndjcyvkxyhpwtcpcxsiigfwntucwaeagieepylinwvjhpvechoytido,qovahirurzljobcojxcnnhbebfvpuwsfufqxvolvyhhblrxwbkziybbukmmxdrvsxxvhchqcqcl,Canada,37.0,S,499620.0,3.0,O,6.0
ykv5246,390153.0,Fejgpfgqevzwiwe,z,332.0,ykvtzurgqqhoeowhorjujdidalrbj,,Berkshire Hathaway,1-057-384-1396,Garland,Jfebvioyvxyazjyn,KPYRHCIXKILKQSDXQXOPXGUJDUCQO,United States of America,,M,128125.0,1.0,O,1.0
kcz5247,3755999.0,OLGOLVSF,K,801.0,kczdkqf,0.0,New York Life Insurance,1-741-095-4697,San Diego,ZWLLT,okopnmqvxwfvpiakekbtyadqxqzqmw,United States of America,73.0,U,414950.0,1.0,O,9.0
ome5248,3179478.0,Cvelmxrtblwztxongcmeoh,,334.0,omemqfqnbbjm,,MSC Industrial Direct,1-215-281-4794,Baltimore,Xsupcsqlenal,Syzozihpakyorzqnmlvngnljbibcnuvubglveftcamdpemkz,United States of America,56.0,U,394561.0,,O,4.0
Vrc5249,3232955.0,hnkbjiasglvvyzwf,X,315.0,Vrclyjpnhxisrrwddnbyga,0.0,International Game Technology,,Wichita,Gklaqlolbdaxqqvwsrvkksnklvkcteurmwldtfkxxa,fftypfilmy,United States of America,69.0,W,8576.0,0.0,R,0.0
OZL5250,1799715.0,vmzbtphwxq,H,439.0,OZLJKG,1.0,TIAA-CREF,1-956-467-1185,West Covina,lqbbtestlkmehaxnwmglypkgzgbpjy,Yrgwoes,United States of America,93.0,S,272465.0,0.0,O,6.0
Hos5251,3179247.0,mitokvukgcufejkxfoaskmwt,,572.0,Hosvajcmsqbizyirowark,5.0,First Data,1-752-307-4521,Bismarck,Frtludwwllhldedegljiatsvirwqomaupakidrwmkxoyhebwmapjzvqeioa,ckutbpepzdarxloqdbectxyugfcjhmngktzjxwulvqbjqoklgofqkuawkrlchtceduhjzhatbhkrhlnb,,0.0,W,70648.0,3.0,O,3.0
DVM5252,3134326.0,EVRENB,P,685.0,DVMRTWEJRWYXXOLKQFUJL,0.0,Emcor Group,1-900-350-6546,Dallas,,Ubjglbofohpuxlnuh,United States of America,40.0,M,207846.0,3.0,O,9.0
Jwm5253,587560.0,Ehcgcskvjvphttxvxnl,,314.0,Jwmjmskqweqdv,1.0,Cardinal Health,1-263-443-9640,Providence,YMIDTXJHFJVLYOONJFHYKMWTQJCDVUNBETPL,WEPHNHPXJZAPNYJWEUYMRRQWRGJAGSBBQRDIRZFYNCCPVBNKUVDNTPIAJDVMPWTEGTE,Canada,79.0,U,447928.0,4.0,U,8.0
fye5254,2279108.0,OUIXSOURNRCSTUTXD,w,421.0,fyextjyzy,3.0,Saks,1-684-832-1397,Hay River,kpiphdggtoqyjzaidqqnyvbbfdncbcbmedjimbsxgmyhupntmebahhfzuosfqrdrph,odjonlgrpfxmlpshxukjfychivvdpivfpgnyqrjdcrfydrgeebslaxgokhbrjhwx,United States of America,37.0,D,222495.0,2.0,O,0.0
fdv5255,3688637.0,gdrtkkkjvvjmimuqjrhefefxexioiv,,731.0,fdvubx,3.0,Goodrich,1-881-551-0819,Kansas City,YIUOLKJRVLIUMIGL,Xrftgkgg,,30.0,D,245645.0,5.0,O,9.0
WNT5256,1364973.0,Rgdeba,,839.0,WNTBUNKGSUXGRXXVC,1.0,Blockbuster,1-557-993-8368,Portland,Wjybubjxnmfkxxqpvjpmkhfoagixwgydcvatgsegschtchfebjnrdncjxekhjfxwmouqjt,hrcxtzbxbswhlemcyseobsbatvcnoikmyjssrhcxheslduyxakg,,17.0,M,185655.0,2.0,O,2.0
Pdb5257,1602824.0,UENBOLFVJHEDTHDQOXNSTK,,455.0,Pdbursltqwdbymrbifofolb,1.0,Calumet Specialty Products,1-279-541-5894,Knoxville,Ydrjxujbrvtwynczkvyrqeyxtaewpm,sumubjuxfajpkhyoybgpkau,United States of America,48.0,W,296919.0,2.0,O,7.0
Nea5258,3421962.0,Dmcmecmeg,,575.0,Neaiipkilkrtwzbcmvsrtjuge,0.0,Telephone & Data Systems,1-164-318-9718,Peoria,Vtjrreuppvfqvsmyjajilaxwesjk,Nlxbbhpknzvtyxewxzviccgqakdef,United States of America,78.0,W,370762.0,5.0,O,9.0
IKO5259,1618035.0,TZFWTAISUNDUF,A,611.0,IKOBNYXWUUGCBRAADKYMDCOJDXXGB,0.0,Sara Lee,1-549-109-0890,Boston,jwivrhptsutgzwytqpuydxpgnkpjvspwntdtuewybixedmdecvtynzz,Plhzfalcvwlltrerwxooavlmxtwfxvqpiadtmgynfmsx,Canada,99.0,M,193005.0,2.0,O,8.0
Thk5260,298871.0,Isvbzkhdqjwinvlmu,e,646.0,Thkkapjskuneiumceilrxywtoxcau,3.0,Bank of New York Mellon Corp.,1-475-970-8722,Lansing,CRDDHTPPMLOLQSVMFDDILSQPEHJTLJNXMOOELMB,YKHYEBNCVWMNFBP,,98.0,S,111673.0,4.0,R,4.0
LOZ5261,3918610.0,GOWVMFFAVTQOBEAHRNNHQXR,h,443.0,LOZFAQHAWZUI,,SunTrust Banks,1-773-362-3021,Pueblo,Shqvahbokjpootfebvuwytiylcqyatda,Pqeloreyahkmzznknafizoepcghngjlwrzp,United States of America,84.0,M,248232.0,2.0,O,2.0
Tzk5262,1037654.0,Kdglxaaq,,325.0,Tzkgwnrnevnzxqsotomvbkai,5.0,Dynegy,1-248-511-3601,El Paso,visprtoou,yxeozfqunfuvgmwlevpghslnwrgitnfzokrpxjeihagjgbfygyihddkbfbmitsdreawlwlbdta,United States of America,12.0,M,84331.0,5.0,O,1.0
JIS5263,192475.0,eijlhvafcqmbkytjzkroxprhw,f,488.0,JISSRIWSYGNOECRORTSJLUKQOVGMME,5.0,American International Group,1-035-212-9589,Plano,Jhkfwyawegcbbqczbqabuvuteihnrmzjseluvyvppivdzbbllipshiniieuqv,jiizgmfwrzlgja,United States of America,90.0,W,201572.0,,O,2.0
Lrv5264,3768260.0,TVWNKJLNDKLIKNFKOIOCFFCPDHCQOX,,570.0,Lrvegtdcuatefv,0.0,Ferro,1-312-125-8356,Sacramento,NRWMBXEMLKBZKJQRVIQYLFKGKIQKRKCLWFFIVTOTF,BXPHQDZQKQSNNK,,72.0,M,237978.0,0.0,O,8.0
SNO5265,904691.0,JUEVCUYPKXRNQQBPOHBO,c,392.0,SNOTMYOTFVNXVNFU,,FedEx,1-490-047-9527,Santa Clara,wuxhrxhclgfchzbpimwrnhqxeaq,,United States of America,98.0,S,157959.0,0.0,,10.0
Rvc5266,1512806.0,nooytwuamnsubwideowehntexkudk,g,318.0,Rvcqjbdgsmzmnswbxtorah,4.0,Modine Manufacturing,1-004-108-8904,Portland,Yyightjjlcwhlmfurhnpcexl,Ghbgdedvvpxmwrsrxtkpnbekbhmnzlivzfmfqpqzwncuwenkbkrwb,Canada,48.0,U,108922.0,2.0,O,7.0
LDX5267,3905374.0,Qvxzqlvrjx,Q,362.0,LDXRKORRVVCXRSIQQVCVRBXFNAQ,5.0,Insight Enterprises,1-214-067-4405,Stamford,JIMZQLSMULYRICWKJRKHJYJOVSZOWIKXLAAHFIYKLWQLYOAGUK,Ewzmocmiwgcbaexmxgvevcmgxfmqkckkifnsyzjxfgtbtzmids,United States of America,10.0,D,415372.0,0.0,O,2.0
Sfl5268,523100.0,Pdtwtm,,571.0,Sflplktffigowgeva,2.0,Xilinx,1-786-074-8473,Boston,Mrgjxfqqvyxvegaocavvffoyvmoaogvfejcuyxsjvs,bzjntgznurfmuzxcxthfdsguxqsqmwdgdelkxtyfrujbqvuovvfbrollhbnr,Canada,49.0,M,276248.0,2.0,O,5.0
Nwq5269,921264.0,Mnwaphcphkdmvbhiknmcjhmblli,,598.0,Nwqblftiwcavcv,5.0,Sanmina-SCI,1-841-166-4621,Tampa,AXLVHWJKBIYUWBHQBOAJOAYPWYIMJURDZCCLKNAXKIKTUJTKEYSKGB,LCGOUECBMJOWYZGHBVOONFKJPAGNARTGJFMMHKWXXOWNJWCZCV,United States of America,26.0,S,293419.0,,U,8.0
UBO5270,54629.0,tmaeuabklimhudpmswtrrfmf,V,446.0,UBOIALHMIRYKGDQPAXZPHFFQHWEPN,5.0,Alliant Techsystems,1-677-860-6915,Moreno Valley,,Nlxutdeoxqejnxbfgyrtj,United States of America,70.0,S,355746.0,4.0,O,1.0
Rpq5271,3393993.0,QYSCLNEVYLU,,603.0,Rpqjwwqcax,,Jack in the Box,1-707-804-9796,Huntington Beach,WFQJCRYZPFYUAHMTJOFSAPPXQEIRFWEEPFWSDXZDNFXPSNHRFKXTPXTQ,CLZSOFYEZPSNMINWCLAAVDOYENYLFKUUINDVKJEXVIMN,United States of America,5.0,S,336735.0,3.0,O,7.0
BQF5272,817350.0,Vbddgjnrpoggbuzckalaj,V,360.0,BQFPNETRTOOBDTLSCHYYPMHWTLKL,2.0,National Fuel Gas,1-730-437-6858,St. Louis,Pmwubdmdytrtbzifbqyowyslphvwvikfaubrnpci,Mksoltjekvviftkanbqtkcmnspnrhwvctdidckingddjnsryfeugpsliz,United States of America,54.0,D,499804.0,,O,6.0
ssd5273,2712320.0,Elrtwxpbmha,A,453.0,ssdefodwrhlrdjwxvevvpxv,3.0,Stater Bros. Holdings,1-092-395-4131,Naperville,LNOWNNHVIKJYZBBFGXKSIIQJALFLM,,United States of America,8.0,M,348072.0,1.0,R,7.0
Vxk5274,2560196.0,SIFGKMHRMPUKSPAVYKKKZEXOPVRN,,735.0,Vxkwhazkxwidktrye,3.0,Diebold,1-981-434-9462,Boston,Gbgymowhgtuxtpef,Vcdmrgaffxybzotimhpecwwxetkftzichsqmeljtbeovbyasdajylskswxijzmyofrjjpodnnzopqhbv,Canada,58.0,U,188999.0,4.0,O,9.0
ALG5275,,Qjfqg,s,750.0,ALGXBNMAT,4.0,,1-438-169-9915,Billings,,Rvoplsesxixvhamfpxwzpnnxglclthzvbegkmcwgfydvnipltwwzydcnrqimgafdgygkrdhz,United States of America,15.0,U,200483.0,2.0,O,0.0
Fwo5276,3185416.0,Zpdxnsehgxfni,,,Fwovhwwhcvtzvtjxvxmkzgmbbecdhe,5.0,UnitedHealth Group,1-206-432-0364,St. Johns,NFGHLK,ewhvrhvqhhpajsqdgex,United States of America,77.0,,65517.0,2.0,O,7.0
Sce5277,3855931.0,ejqycn,,775.0,Sceec,2.0,Sally Beauty Holdings,1-852-109-3438,Winnipeg,Anlcclitgcufqoucqkxvid,,United States of America,3.0,M,311750.0,3.0,O,8.0
ZSP5278,1654458.0,Bfgkkmxgiyzwnohszomoc,C,450.0,ZSPFGB,3.0,Quanta Services,1-259-762-4592,North Las Vegas,aoagrpemcuqxppnovvvuir,eeaabrljrhsngzbvzgzqpzqkmwhrrmswhsjgxtdslywzzyjiaefbjivfeigtyv,,42.0,M,,1.0,O,4.0
piw5279,1112207.0,Kiirwkfgyzbxbzoavbaurtcmzo,,445.0,piwwkecglaao,1.0,Washington Post,1-754-771-4330,Rockford,QKRQCOXLLUSXBJGKOBUVVFVICCEWXTLICLMH,UCQURWMWXBTVPWQCIJXVUKYURNIHNUFISZKMPFEXLEKTROCHNZHOGQTJA,Canada,30.0,W,83152.0,4.0,O,7.0
Oka5280,2663385.0,esrbhcsumc,,415.0,Okaxyebqflqquwxtrxltequzpsiwa,4.0,Hovnanian Enterprises,1-067-071-3035,Santa Clara,Bkpnzmbwux,Hqmbpqacgectzupcejyjrfnzjvwmlabmbwq,,99.0,S,477604.0,3.0,O,
