NeWo,FiN,Ci,Ag,AgeID,AdLi2,CrRat,MidInit,Ph,NuCreCa,Coun,PosC,NumC,Inc,NuCh,Ge,Em,Sta,LaN,MariSta,OOReFl,AdL1
1564637.0,Xxxdzcxkofsngdfyqxmdqu,Grand Rapids,28.0,Omv9440,Dafcoqeydbkb,,,1-665-361-7531,0.0,United States of America,Rztawdh,3.0,467572.0,1.0,M,Nucor,WV,Omvgtouw,S,O,RMHAZXNXXVPBITZHJPHWGRERATOUHMKPEGPTTPTAVIPIOOEAWXXNETCKWM
2698242.0,DQQMRTM,Saint John,33.0,Jgw9441,Dxuuxjqicgkwamumhymtqufjraqglloeplgxchgu,369.0,,1-538-466-2026,4.0,,Hvpywoo,5.0,43184.0,2.0,M,MeadWestvaco,NE,Jgwrghkaifnpcggyklb,U,O,Gbczfijciqijpgobbai
3827700.0,Lvovfmwbm,Albuquerque,83.0,pus9442,cgtnomvhwiuwwcvefxsqxepmpttxvxbpwfruwlgoyaw,735.0,,1-394-462-5885,1.0,Canada,fcwtfphemdq,2.0,182367.0,4.0,M,Goodyear Tire & Rubber,ND,pusbz,M,O,QBIJUJRYRGDCVRNTYXVPKMJMVZJVCNARVQLXNZGX
,Njbvefsvabsdztbvfagpduagposr,Grand Rapids,0.0,ILQ9443,Uimrehaelpmtkhiejncykz,805.0,J,1-469-273-2200,,United States of America,SSZUQOFTI,2.0,94040.0,3.0,,,NJ,ILQWYQNDHHOGREWAQHFJYHVKHV,U,,hbfaaqnvtbtroqomyhdgkbgryqdpvklhbcizzsyjfijwcicjubueybkwfgcaupfnvavqjfkmxemjw
3966122.0,LLQYTRNU,Peoria,,Jgk9444,Pjtxjyivgcsnmfsoysonjpahbrpugsunsjocloerygslzvimykcgorjyzhmjzn,641.0,,1-327-499-8383,2.0,United States of America,Ommar,5.0,77740.0,4.0,,BE Aerospace,HI,Jgkzbqbgmgeklikjdwbwvi,S,U,Syixuxmcpeqzotnmnnugkidkexsjfsmnmazfrrjivddarmpqroucbaemoymvzgwwumabsiblf
3248589.0,VNPEKNSNKKUZSITGZGIZEFA,Newark,65.0,Dwc9445,Thmlaixqnrb,730.0,,1-123-547-4916,5.0,United States of America,ELUOIEOVOAN,0.0,404963.0,4.0,F,Hertz Global Holdings,WV,Dwcmwsexkefzscbdvacirjchyvpt,M,U,ggtrfwgvjirilowvoiacbqojagpubuwdyravocvibfrizhouenfkhqijswodkuhkwsuebwitclwtokv
1543885.0,HYVPZJJGCUVFKH,London,63.0,dqt9446,Whdxbfgtkdsdtgooqqgqosgrnycuelwomsihimewswungxbxxx,834.0,X,1-651-484-3426,2.0,United States of America,Ijfre,2.0,330058.0,1.0,m,Whirlpool,OR,dqtwzvwvzntfbbcwfdgl,U,R,Suceiidxnihsxueo
2846842.0,zcfojvgupocngfr,Norfolk,5.0,VCR9447,pbywoxhqsagqtlqxnhybgvuulkrsvscjtjuwbpxutwcqlikasqcxgox,424.0,W,1-075-885-3063,9.0,United States of America,Trqdrtjgju,3.0,417458.0,3.0,M,AbitibiBowater,Saskatchewan,VCRSCJQZZUBVRDPSNBWJF,S,O,dtxphhutopsxjnbtrilrdrhbwxyiwhqlqnarnrolcjfrxaoxtoprmteuxeddbmxdqzmetomaoties
,Wjtjeendyac,San Jose,80.0,VMX9448,Tlxoyaglycyvsgjoeqesfhzrafscywgzheveseerzozaplntxoupysotmscmoajsnwqztvumjk,711.0,W,1-264-616-2616,4.0,Canada,UZIOATICDZ,1.0,278446.0,5.0,,,NM,VMXKXNYRULQJLUDOATCMDHT,U,O,iyivizsrlldprtqsotwsmdlmprzdcuvhqba
2354544.0,Sitiqoswakjeudtf,St. Catharines,19.0,ovr9449,gwxcljsdsutgrjxixfjaaoopfogvzvbetbyuzehuwzpxodknihcpmdqgwerdnmutlyckar,651.0,K,1-926-759-2026,7.0,Canada,WCDTBYLXRS,4.0,350443.0,5.0,,Raymond James Financial,UT,ovrucmqrllox,W,O,Xjbdqspxkjvrkehubdgbqscdarxxeismwxujpibunvfxjexiqpnsgbowlolktjuukeekliljjo
,CBNTFGVWTOCLAABCILCP,Phoenix,97.0,Hqp9450,JHLBHAPSJT,781.0,N,1-248-868-5643,10.0,Canada,RFZTUQESEY,0.0,137583.0,1.0,,Republic Services,TX,Hqpvvbwtyhqixswunihqgwvndvgp,W,O,Ddxrtsbmzvwbpqtknhjwm
1417768.0,IEZOGRRKGXXVUFTVQLQIWTW,Jackson,,YUP9451,QWVORWRXGLOADIEOBZQRQFLTQDEQFELOEUUQVUGPMYEMDDAYJJPGEKMSOMJNJIPEE,796.0,c,1-557-404-4027,2.0,United States of America,Tjkwza,5.0,241037.0,2.0,M,Hill-Rom Holdings,HI,YUPHKGVDQJUFDZVKRIAKMVFVCVY,U,O,HIZHXHRMXQLMLBINEBXLUICAGVTCROVBNCOZMIYIBPANBCA
2519470.0,Vizklyikfbedxljosvqwtprsufgpxz,Edmonton,69.0,Idi9452,Dcvbolsompklmffgssvltgvhbqjwvdqexy,644.0,y,1-836-310-0994,8.0,United States of America,Fyfzmls,3.0,399863.0,1.0,M,Perini,UT,Idihdaepojqihgngbu,S,O,Jfzoezvvubwudkugiyxgdybfoiuiqbezzdpfvdlmnbkydelhtssqekblrbpnezqrdhhcneuj
2955446.0,IHADRUISJBT,Chicago,92.0,Tqb9453,tqcisssbsnsulykfimndvhfcjuuvyxgfedjmmdpcblewuiblkixsttgncp,401.0,I,1-843-949-1842,9.0,United States of America,Ydolkqmvi,4.0,,1.0,,Colgate-Palmolive,Newfoundland,Tqbnafjciinsspdafhmgpeoa,M,O,xoiovaipujzsandrtoxmehmtptx
3586672.0,VAQQGJGWOFQSGXDHIHJGQZC,Jersey City,17.0,Aes9454,PMVHYGEYSYOKUYCKJLQQCSJWBGNLHWHBOJSXSA,,,1-321-626-7500,10.0,United States of America,Zudhwij,0.0,88608.0,5.0,f,Fiserv,WA,Aesfusoyrm,M,O,Ruvmi
2939478.0,Xklndzkubdihalq,San Buenaventura,49.0,Epf9455,RSHMNCIRQOUYAPZIQYIOLDIKMMQ,655.0,,1-081-367-6586,9.0,Canada,Wcjnkvquhm,1.0,206395.0,4.0,m,Belk,PA,Epfpbqvlgmjxtcxbyuqsc,M,R,KMJJDQLYFSCXDRMJCRCYDSIHFBCJQVIYYQRKCQOEYCPBYTHEGHWWJNJOXBKWNPEDONZS
2827456.0,ztvixiwgn,Eugene,69.0,Ffn9456,Ptdachogmyujkmwuewuqlqryytkugbmnymw,435.0,P,1-476-410-7306,9.0,United States of America,tkyqjp,4.0,446935.0,3.0,,Atmos Energy,MT,Ffnhg,W,O,vdacewsgdm
17134.0,Wgyhjwhkwwynavgxerzvnimnjgt,Alexandria,15.0,pap9457,Grdikszasbmbblhqtxzsdyfljgvzxjiht,674.0,,1-306-138-1852,5.0,United States of America,jfxftl,2.0,51971.0,3.0,,American Express,CA,papshbksextrzddaejcnpntii,U,O,Urfhbodrfcuzcpqsmrhingzvhefpadbvkaeuvipirsqtfujuzutwdxmj
3886166.0,Vdbmvczmfacictfnrnwjibxcllr,Vancouver,21.0,Nkg9458,hbcvtgaargxxdxdkllatdfwmfxcainjcgrrhbrxhggkhxcbmfyjzosenrft,760.0,,1-738-679-1863,1.0,United States of America,vhaqt,,369850.0,1.0,,Teledyne Technologies,OR,Nkgzwsemgwvrogfbnlojpqfxet,M,O,TSGBEVSFDAUMQQYSYVRMFLKOPYDQUHBUOWNGATWPQLXZYKAXUYXSKNKNFNXHPYNRAWVITXJBWX
191154.0,EKDDYPCTHOTJQPTCHEQZWIPPW,Hull,34.0,ufh9459,FLTBIOLOV,496.0,N,1-250-092-6595,1.0,United States of America,Dhoilzaxk,0.0,38251.0,2.0,f,Integrys Energy Group,VT,ufhrukyazauhneec,,O,Jcrrxtpxqnwgjrqqffchkzsbnlyjptraszsvdtbhgaguhzhkreibsphdmdqcdihuclbypmrtaiwwnfsn
1856083.0,TUSBQIOXUJHLHBMLHJLDEWIESG,Spokane,55.0,tmt9460,vpblmzntvizvrteqinrciklbxjkqoxnzgxtclardbpffpbdrwkyusqsmquclhqigshu,493.0,,1-137-415-0657,5.0,Canada,Xfejhubxlrp,,206315.0,1.0,m,ON Semiconductor,AZ,tmtqbjshieprffq,S,R,fwcsrknoauqvnvgvqrtsxnnyqlrbjuhibqkrmcobalqc
1001341.0,ksest,Oxnard,100.0,rnl9461,UPKNMENMNTYIDQEZFBCBYNEEUCPZADDTNPDEEESNTKQFHVPENCV,786.0,,1-218-529-4942,6.0,United States of America,Wqtrdfcxu,1.0,164978.0,0.0,M,WGL Holdings,VA,rnlkvcckzxdvyhbvrota,S,O,Dmmqwjrlmpdqwzrtuigtejvlijdxqbziajirturxenuleffnmpnhtlrxnxmeoipvglhjapw
1537954.0,Dlnlbdigigwdujievmrsavrjnso,Rochester,59.0,pit9462,,662.0,d,1-757-529-1404,3.0,United States of America,clvhdpzs,1.0,166099.0,0.0,,Urban Outfitters,CO,pitwjqvlegfyvpaxdgdubsoat,W,,Jxfhlnkwohygdyq
1683196.0,dfmsbcstmymsxxuxtkucprdbvx,Baltimore,21.0,ykm9463,Yscgaotfllwpwapnndteuwcnjrnfgnazkwh,758.0,,1-816-003-1563,6.0,Canada,Fegrbe,4.0,151735.0,3.0,F,Beazer Homes USA,UT,ykmbdtn,W,O,JOFNWCQDANVRVHDQCPQIWCQRWIJUUFB
3685385.0,Yhierprljgnifrqiotob,Stamford,64.0,Ieo9464,ukptoeebgahmwcxwwtsllkdumyvddggxggvvddrklfvoqacvfpdppipdgdlqwvbawtinygxasdfuef,,,1-347-832-1748,3.0,United States of America,dyselvuahblw,3.0,273278.0,1.0,M,Consol Energy,HI,Ieowh,S,O,Hnlaljnwesbjnd
2095651.0,RVGXVZCYXYRD,San Buenaventura,58.0,XPB9465,Rnldxhxhfwv,403.0,m,1-408-519-8134,7.0,Canada,URQIVEGJZA,3.0,306611.0,1.0,f,Lexmark International,NM,XPBECHFKGQRNMIV,M,U,SBOGNVDIRHGLMOZBYVXKMFKEPLENJRAOUFZMWGFUVBJ
1897205.0,Pfjdqvshodu,Aurora,20.0,UDI9466,Qmexlnlscgxodgfsluwtjjvqhsqrgwwahcvffeerivnxrcwddabipy,567.0,,1-264-254-6090,6.0,United States of America,,1.0,213721.0,1.0,m,MetLife,AL,UDINZQZLPJTZWURBI,S,O,abbnmexzct
3278747.0,Choeewhpbzmqdbdoogchmdeczbwjl,Los Angeles,19.0,VYR9467,jtoqgliwzcoonhthq,513.0,u,1-178-515-6978,8.0,,qncpmaonbdzm,2.0,69496.0,4.0,m,Electronic Arts,NM,VYRIJK,M,O,Ntpgriczqskpyuspejivzweqrtxorwdhqgirrkiydcsyyhaimwlan
1675180.0,Jqyuyhnjwqpbq,Irvine,37.0,Csj9468,nszckvvdbmncxmqnpgztczlvorumsfopljntuki,312.0,E,1-276-993-0775,1.0,United States of America,Lxybxcbe,1.0,4312.0,5.0,f,FreeportMcMoRan Copper & Gold,KY,Csjwgbdxtx,M,O,ZIEOILUSAVSTOIATTLFARKJFUXWGEKRQLLPJPRUAWCUQDJUPLRNCHBVBG
1925476.0,TQQWJOIOPZOFKLNXQAF,Warren,32.0,vln9469,Ngnahninesbvcmkqjeesbeqmufgpqnulvkezqvpumywhkpwop,484.0,r,,8.0,United States of America,XGKTLHUTNIZK,5.0,449247.0,5.0,m,Textron,NM,vlnagqrdgtzrlxrw,S,O,XOWOTCEPJQ
1648142.0,GIHIY,Coral Springs,60.0,GPW9470,Pwilbmgicbfnlvgvfvipcwsxxkrjtyccpqxirjuuiklxkbq,701.0,,1-257-160-4273,9.0,Canada,Flhlvy,2.0,462540.0,5.0,m,Celgene,DE,GPWTSJMPNSAQUXMVFMWWUTLEQCWAQ,W,R,Attkgirnhdrvoxazqviyytppdcemybeqore
2596913.0,Qbvltihnnmdbuqsu,Burlington,78.0,shm9471,EPCSYSOPZXTAHMKAASXQKHUUHHWQWHKCGGQMTOWWUDNOWHMYASOLT,777.0,,1-205-906-8735,7.0,United States of America,Qajvkl,3.0,123281.0,0.0,M,Hertz Global Holdings,CA,shmux,S,O,hlwrmniqomhffksgsaimapviuvphmobcxbnjtzfajlymxrsxmbqjuwrnflknaemfgakagcxh
506192.0,ADUGIWADATKHDXXKMRHHRQPWSEOLM,Louisville,55.0,Kih9472,,699.0,,1-397-809-0257,6.0,United States of America,GRRNYFLQYZ,3.0,488130.0,4.0,f,,Alberta,Kihkgmyjnxvahtfjkqryxiffttzeec,M,R,jwuvlgjhanbzpiiddljfugqkpkihnhnbdpjewmbrzolbrcmflmd
2492527.0,JKAFYBFJTVUVYLSLKFFGHGNSZDOMF,St. Louis,52.0,Nof9473,,449.0,l,1-952-727-5786,8.0,United States of America,Pnfic,2.0,231999.0,3.0,F,Fred's,NJ,Nofqemprfnhdvddjluuimrqf,U,O,TBAIRDCOHWFEXSKZLNOKZUUPUPADPODXRPYNQDJNKQCMMORYRUYTE
1273348.0,Bisoa,Akron,0.0,Lnx9474,VPYNTQCMOTWEBGULGKKKVTNLKFOSJBABDFGVRFNTLIJVXFJHLWKBTPMGGSBUNTQFTMPZBYBJHRPUKSTI,461.0,F,1-832-870-1417,10.0,United States of America,FSLPNNGWPMO,1.0,452141.0,1.0,m,American Express,NH,Lnxmwo,M,O,Rxocuctevltzjpuoquoxseyvo
3466631.0,Uruxnkwwdzuhvixjwraaox,Austin,,Esi9475,urxrlfbovejofkbjheqfiftatcwqzyxigebuogbyvhzmauzrmesbckooxvg,542.0,d,1-883-550-6487,7.0,United States of America,Mvcwhcq,0.0,395563.0,3.0,,Massey Energy,WY,Esixggpdfpj,M,O,gunqxpfcjigconajwxmuslpbankanceahcpgstwuicbgrvg
2791594.0,Dbdzdvmvcbrdtmfvbwyjrkwjyt,Bakersfield,45.0,ADN9476,Iuittsqyecyuxbmzjyidgovmgzyo,365.0,,,10.0,United States of America,Qtmsrjoym,4.0,193652.0,3.0,,Sunoco,NM,ADNUWHXJRORUGKVTZGNUKHJGMI,S,O,uhohppexqsfelcqipr
1242476.0,Kihalpie,St. Petersburg,89.0,sri9477,Fsywbvjibbvmwruslxcwkbio,603.0,K,1-801-531-1913,2.0,United States of America,XVPUMDL,4.0,270460.0,5.0,f,FirstEnergy,PA,sritusawpfx,S,U,Sogptbuxoue
507823.0,Oyhnuackylbzucvioksdwqpl,Anchorage,38.0,jyk9478,Wtkrprxkurxdibjllvqrharosvf,495.0,,1-972-313-0974,0.0,United States of America,qwfiyhgbq,5.0,485810.0,4.0,F,Mutual of Omaha Insurance,HI,jykaoqadsstwkhlhaaipuugtqedfq,W,R,AMLRVMIGSMAWXKTKGHLEYFDRLMGFLMMFHXOCMXDYTDIXVLXKXUGAT
471703.0,Gqgfgq,Evansville,1.0,hoe9479,HTNDSKISOTMRTLTXEHXENOMZUNVEWYSPFBKQUHJW,359.0,t,1-298-597-6992,9.0,United States of America,lilonqfd,2.0,263744.0,3.0,,Goldman Sachs Group,MD,hoedkn,M,O,SJZSFCVPMOTEUEQCOLEAFYLFTLNTUNTTWOPNXBNVMSFIAZUZTYYMUKUR
3392701.0,Lhwxz,Virginia Beach,2.0,Qzp9480,bxbhnzxymxyiuriujrvlimudsazupvqpvouaiqagfncxhhatjizdztl,402.0,,1-568-249-4995,2.0,United States of America,VRBFJZD,0.0,64117.0,2.0,,Con-way,PA,Qzpvmmnyaskcklfucuqaauc,M,R,Nissplekhbhadhtxqwbgeob
336336.0,BHXIDQPDBPBFIMPMXFAXUVKM,Eugene,18.0,Wfv9481,Yjwoyvzcegpirdmmwopbbeelqdruiikgpiufnrdhparlfuqgbuxkjplloowxtspdeuhvbyur,362.0,H,1-002-996-9327,,United States of America,Bfqacgjl,5.0,229941.0,,,Oshkosh,Alberta,Wfvbxuuerdnomzbt,S,R,cabrgcdiwievbnmpjtybkmczqxwpmki
3133893.0,cardcxmifrbtb,Fort Worth,91.0,Tpp9482,LFYIRIUSBOBUHMMSVYJZOFAACTGBPUGGNWAINXDCWAWADMYE,812.0,e,1-401-933-0040,1.0,,CHUVHXD,4.0,,3.0,,Cameron International,AL,Tppbjeleo,M,R,MLLYY
3715814.0,Tnwhwuwujob,Dallas,97.0,Klq9483,crwcmsikb,580.0,,1-744-027-1339,,United States of America,auissiprllz,5.0,158070.0,3.0,,Idearc,DC,Klqowby,U,R,Gzwrqaekpfatpvnvwlcdtvpzlimbhqeyyc
3526834.0,Hdfmrozegpzk,Thousand Oaks,60.0,Hfa9484,DHOZQRUVOPSHZICBGLKFMIO,763.0,X,1-990-209-1115,3.0,United States of America,EGWJXLSMA,,497002.0,5.0,,Oceaneering International,MA,Hfaqeumemjvqjyrllolclsc,W,R,Bqwaphomktjjavqgggfwzciptnuvuyundbhpjnmm
2526231.0,cecswjuysqrev,Honolulu,30.0,VBM9485,Aqcwfuzcnkbpogvpcjqr,823.0,,1-101-422-8097,8.0,United States of America,Qtvqy,5.0,335685.0,2.0,M,,OK,VBMPPDKMTVZBRMRLGEKHYMYNB,M,R,Qotjuogwwgwcofaencrarbgcqnfwkcszjktlhkkaapwbtmvwlyoobfmtwkmantxuxmtsqjefw
2534383.0,CHSATXLJVRUDBPGWJKYRYQRMUGLCB,Dayton,84.0,Lsu9486,Nhxczbtukjhaak,551.0,,,1.0,United States of America,Ttyqnesuvi,5.0,281035.0,4.0,,Ameren,Ontario,Lsubpcdak,M,R,qjeodgbgoyqpiywwzg
3156142.0,Bdleoq,Hayward,21.0,Hme9487,Eglhqchhhntpjakiiokmcxvslrrpxubtlseyykvrnuxwqpkpeqoqdgttozm,473.0,L,1-844-124-5250,4.0,United States of America,egswl,4.0,147416.0,0.0,m,Varian Medical Systems,DE,Hmeebxkoswnuxkpjpixirjqwqbx,W,O,lzwbmsutlepgrkevntutxfxadgzogtjakb
3838059.0,ckedmlgsjvva,San Antonio,3.0,Bnz9488,jbxeajfpimbimlxehlaekebikuklzbxxxdkxvgeuyfnezzuxfeyptvdfdto,328.0,J,1-879-912-0700,10.0,Canada,cjjmjwd,5.0,387521.0,5.0,f,Hess,MA,Bnzgcsjajnxhotpubgatqhpgvxbut,S,O,Afysoxhbbutokdmjscyobgccbavduvvqctbq
3283829.0,diidsgtr,Seattle,55.0,Wxa9489,gbsnvuimxjyjsfguetrslcpmvjxtbnvtqaqcuszjlzgzuyvnhkiocvfsdzouwekxdihcshowjzzc,368.0,K,1-576-723-5565,8.0,United States of America,Ervxzcz,1.0,57312.0,0.0,,Icahn Enterprises,FL,Wxaejxrztdyl,M,O,Shgijigpajfpwiuhfzwsqqsyqkdpsz
,KIVSZDVIZ,Irvine,,Seb9490,tirxceuepnxmulsrlreanhrjkatatbpmtdegccrelmwcuzrmnrevmikofcxknhexvyu,386.0,,1-088-841-1426,4.0,United States of America,Ewgxs,4.0,360779.0,0.0,,Procter & Gamble,NE,Sebakgeajwyvqycvkxaqzmuvgwbkyt,M,R,Hnbcckbsqowqxhgsheaxakjhmguryedibipjbhhpqhodhpdjhdetazcnbqpkv
3518557.0,lnzvvavvcvxsizugwr,Albuquerque,85.0,qxx9491,HVRGBDNSKARUMPKEPKRPQVDBJNMAUQPOEBW,560.0,Q,1-562-385-1787,10.0,,KRYKTFOBLSOD,3.0,126400.0,3.0,,BorgWarner,NJ,qxxsmifgcmroawqtyvmomn,W,R,Jibocqwiasetfpgvlbmiqpqcwkxkpcknqwcddvycmigjsdtkfjkqubedboxgxuz
1027508.0,ZXMJATT,Grand Prairie,98.0,Lis9492,AUIENURQHLOYHDNDGRBACIXSEDFSSEJVJV,362.0,U,1-517-796-9701,2.0,United States of America,izyrvgewim,1.0,298516.0,1.0,,Crown Holdings,OH,Listrxiu,M,,Erohdgxsfvtsogqligjahfljrgwivwaofslaiwiihpewvbrguiqpuofwhpenfhpctdgsmq
3327641.0,Txjmlarkrczqgnnhlcbwu,Hayward,33.0,nwd9493,KKZZWTSNPIGGBTPFWJLIBJOPSQDMAIPEJMJSKFLVKMROXNEAQBWGUOMMKWAGLOLKNGCUCIU,,,1-362-203-7159,5.0,Canada,HTHXTM,4.0,235487.0,5.0,F,Affiliated Computer Services,IN,nwdzacwzaaemt,S,O,hobpeooxafabekrebrqfuuoamwuhgr
1816348.0,ILILMVTEUCJYLPNZOWRRJVPZG,Shreveport,9.0,fnx9494,Jlknmqmiunblahivqwbsdzcaoekirrnhpundbwatmirjyubdojkeljzrdreiuhuvg,496.0,O,1-884-559-1729,7.0,United States of America,Ktwng,4.0,491115.0,4.0,,,PA,fnxcpeweuvzcctztnewbb,S,O,Eewdqmpadwhravltiaumbrgeemanohflompvkjaijgjkiltclsysruzugicwmq
,TPOLWGNSIPDZNHKFPOTSPYQXTEHI,Evansville,1.0,xgl9495,ejizjkxphcwetojwbfdrniiduwtarqtevimzvip,748.0,,1-725-024-5182,1.0,,gvvshn,4.0,256666.0,2.0,M,LandAmerica Financial Group,VA,xglhedljc,M,R,Qkdastidobuhiogyoepdaxppzqptcwuzyhdmvkdsttqkqbcqgatxhpivflfmxx
3435022.0,Fqczqnlshdxgxptfqntxi,St. Paul,74.0,Psv9496,FGEWHUXGOVWFFLR,792.0,,1-308-338-7519,3.0,United States of America,YNNVY,3.0,286893.0,1.0,,Kindred Healthcare,MI,Psvqblfovrmkpgtuqcykaqtfilcwnr,S,O,xotuwemogf
156473.0,Fjkqdehhyecbfjolf,Richmond,34.0,ODJ9497,XFWSJJDDVSJQYAFWCSGTHTXSGHXCFCVFXONFCTVJYELGNAB,699.0,G,1-741-219-6035,9.0,United States of America,Wgkwqaxh,2.0,288389.0,,M,Buildings Materials Corp.,OH,ODJJLCHLESVHUKVKRCUVC,M,O,EECZFSWXTLCMRCCXZDEYXZKLCFITLNQPTY
484180.0,Boruvwogralvzujhm,Grand Rapids,95.0,GIO9498,QIMUPZEJXCJJLIZEUKSSXDCRVJZXQPSNSBHNJ,,d,1-739-791-3178,9.0,United States of America,Vofudytah,5.0,213958.0,0.0,,Mueller Water Products,NY,GIOWUOZUZOAWRYHE,S,R,Ywckijppzilxrewmocgnyxwatwdvztwqazxcvblqbwxtmhhbsxmhxnefnthzvlzlfu
3122213.0,ABVFXVEHDLRXTYQ,Raleigh,,Syt9499,Wiwmbgwufcgjaurlevccrhqauifofonwvompxyxtedhhtvhraisbhqsykyjdde,722.0,,1-138-297-2263,5.0,United States of America,Oyhcglbo,0.0,36584.0,4.0,F,Icahn Enterprises,VT,Sytkboioxgvavywcag,W,R,lfberiectxbowjnwzrohugjucfhnwhwtonhcxwtikg
,PNGARPSQF,Iqaluit,76.0,Xtu9500,Chttgystgxrwheofkewiwrccdcweodakjkstmjescxpzotwremvtfjwe,435.0,j,1-407-422-0343,0.0,United States of America,Mycdwr,1.0,433090.0,4.0,F,A. Schulman,WI,Xtunrszypketlsrmfemffczef,U,O,SIOXPYRGBXCBFPZIUWCQQORMJOHTQWAGEAXLUCJJO
3449474.0,Bwynsjpiqwnrrygdvwfk,Naperville,73.0,Lkg9501,Ivftvzwhyobvqqtzrqntwcbkbbfktqnmkuaeasnxiscgohhjlzwnqrilwltlgizkfppdvi,816.0,U,1-213-805-8297,5.0,United States of America,Knnxrinui,1.0,480247.0,5.0,F,Allegheny Energy,TN,Lkgcnm,W,R,wtzjomvzpewpupbpvjgynhuxnxkelzazaclsbpdcejejkxgwaenrkrutuzk
2102334.0,JCNOLPDAANBE,Columbus,82.0,wgw9502,trfsawnznjpeqncwyxg,693.0,f,1-293-053-3055,,United States of America,BRCYWIHVZO,0.0,311882.0,5.0,,Cintas,Ontario,wgwtntknbftkvzrhqumibzmqxvhqpg,U,O,Kkihbu
3280769.0,egunlngewxmbnccnhjeuloi,Richmond,45.0,Scx9503,Spfqrlyookxqapklzuxufwrnkhservxjveskbul,723.0,R,1-372-926-4609,9.0,United States of America,Dgblofbac,5.0,195215.0,2.0,m,Public Storage,MD,Scxmfojarprupa,M,O,Cqrmgiuyvcvsdxmxgjxklguvpfydrdhkmxkcbfhat
,MOPZPKINEBFZILDIBXZFMDNUQZKKGH,Bismarck,21.0,xcc9504,Pvxcxcdzxyxtysmdtccwyrsasltqvnvsgkkqcclzrjmwyhchfqdeddqopbgkohyfibcj,597.0,N,1-306-312-4894,2.0,United States of America,Pxltw,0.0,377759.0,3.0,,Watson Wyatt Worldwide,WV,xccxwbzhowjgznvhjkiqmqzknhd,M,O,YTCMCWHRHLXFWNIPGSEJWHPTTNAHLJHMWYMSFWRGVFJYXNMRAWQQACC
2576901.0,rbtugfjvexhogfkgrxowjmfc,Warren,82.0,kpm9505,Tjqkdudlhksu,747.0,d,1-775-115-5430,9.0,United States of America,wvezgjmcohf,1.0,444654.0,,,,ME,kpmyiffepmio,U,O,Sgrwhetuqefhicwsbpxslawoghnmetqfxssktivixiepwcosfbpnybmygspm
3502928.0,rjswvwansmgiinzb,Jackson,7.0,BKE9506,AUVEXGUVBQWSGHENATLKLJEBYMVIUZBHMQLYWQCBPYTRGBXRODOXLDIWFKVPXJZJQSVDIZYW,391.0,,1-593-713-6307,6.0,United States of America,EORSP,2.0,20521.0,0.0,,Constellation Energy,GA,BKEDWOJCUHJKGEIFAVXWXFTCJQZECF,D,O,rcwkqeazogxxvwzrbhygzerqtclyidhrjdp
,Swfvoswmtv,Phoenix,38.0,Ayt9507,onmfce,584.0,,,1.0,,Pnaibukwjx,4.0,136656.0,4.0,,United Technologies,CT,Aytorpalghgcqgrzlcci,M,O,kgvqnpkkpoihwacshftkuawedhrcrwddelnuica
713120.0,Kduhxyidhpsslqdbkuinishahbz,Paterson,59.0,Qhc9508,Pmvetvzowtlnjehkrtmilhiiqydgqlqmvupfesufyc,391.0,p,1-695-441-1442,0.0,United States of America,Jwetxmtjfxu,3.0,434474.0,3.0,M,Reynolds American,TX,Qhcjbnibxwviegnmjjkedzfnhwbbb,U,U,FELBQVWJKZEIRXVNGMWBPPQRJ
67828.0,vyywbazlxp,New Haven,99.0,Eyf9509,Szzgpannzjajmtxzemhxwtsvlswwbydxoivfcuhllw,797.0,T,1-376-518-0976,10.0,United States of America,ESFZUZ,,7450.0,0.0,m,Computer Sciences,WV,Eyfohiuxcoozmxcslavpico,M,R,exgprlepalpyfakithh
1044199.0,Jhsyjrojeliemyyryled,Elizabeth,48.0,btq9510,Mqrkfqlralnyexhztkufhbgpdzlgnsggodgwcfeveefwaoatxlubwuskhhnq,588.0,d,1-394-033-1715,0.0,United States of America,jwugjkyaqdop,5.0,336413.0,1.0,,OM Group,SC,btqcolqalyvct,S,O,Bpvcfipdcolgdrudgvbxbovbydrwhvabzlxrlwlcuctdstezdemajbmubmv
2450172.0,graeyjzmnehtocnoda,Overland Park,9.0,Udy9511,UMHMKJIWUGJFRCHYNWOPTPQDUXWKZIBZSKXGOVSYIYGGQUSHJNSWAGINIVGMWSMRRJI,627.0,,1-036-501-5452,5.0,United States of America,PUOQHA,5.0,115331.0,3.0,m,Perot Systems,PA,Udycelke,M,O,Hktymsvtwhgjaujjvealqlmcipkixsvbfqitjnylcwydaknrxocuxamaociup
111571.0,Vddsnjalxbv,Fullerton,46.0,XSS9512,XNVTJOLZMHVSMAILRKXTXXEOLOWZMTFWOFRHSXGHOJNH,771.0,L,1-544-882-9655,10.0,United States of America,jcvmarlcly,4.0,343939.0,3.0,,Energy Transfer Equity,WA,XSSAXNXFDOOPSMVCLMENSKPIUS,D,O,JMDMEJXCVVRGKDSWWQQQZDNU
1473285.0,Rahhlcgufnmugcbaca,Anchorage,51.0,SCX9513,Puovcribyssecroruuubracbrqgrkjadivdvkobxerqprgivc,519.0,E,1-162-662-4252,8.0,United States of America,Vjoyvd,2.0,294758.0,5.0,m,New Jersey Resources,AZ,SCXLWIUWLOXDQDYQPAAH,D,O,OSUIPJAMGUOLNCNLHOSFDF
