AddressLine2,LastName,MiddleInitial,PostalCode,NumberChildren,Employer,Income,OwnOrRentFlag,Gender,Age,CreditRating,FirstName,AddressLine1,NetWorth,AgencyID,State,City,Country,MaritalStatus,NumberCars,NumberCreditCards,Phone
HTMBPSKZAKDUJPTHIRTQEYWHNAECBJCVTG,qmiamtvbi,,Mlhydhntfidz,0.0,Domtar,436740.0,R,,95.0,501.0,ISLQFMOZYQAYF,TKDCVEWTYJ,2344812.0,qmi4814,UT,Billings,United States of America,U,1.0,4.0,1-557-327-7255
Ubhkfwhsxfclhngmbccpeqnbjsjoagipyjimjkhmxirvjozlubtbihchubzqzmzossi,uqexxhlotvtqztgqiln,,exxdx,3.0,CH2M Hill,362114.0,O,F,70.0,486.0,Qbljxjzeuylfix,vjfetybskcspmmrqmcxqnuylrrxblsthdxsnrhmzribgdofpgz,3516594.0,uqe4815,AL,Worcester,Canada,M,4.0,6.0,1-110-905-2882
Rekxfiuhipfxvfsynuoczkyq,ZVDDTYUWS,b,Iaquqykvxqv,4.0,Alliant Energy,402232.0,U,,52.0,594.0,wntdiquvogvonomepfdkykgsxvatnz,rpbxnxaurryklukrsopyzjzkbbauorkwklkqeqymvk,3494834.0,ZVD4816,Manitoba,Abilene,United States of America,U,5.0,1.0,1-175-821-9950
yyxtpuopurmo,Ynxaheracdrczglses,O,xkxzejsjlbnp,5.0,CVR Energy,429876.0,R,f,,305.0,ybjtinyszbxslroxfagttbiqqomlpr,Eoexnzcdwexrgaolpcxgtiuhakvximjtpwsvphctkkdpbefmzezszukipl,2770321.0,Ynx4817,Quebec,Minneapolis,United States of America,S,5.0,5.0,
wetugzdafptcsfbkm,Pdelkekfqhhmyzkuzrqvbbjl,,crrupf,5.0,NSTAR,111220.0,O,M,75.0,430.0,JMJDGKDARGLW,Nitfvna,932806.0,Pde4818,SC,Thousand Oaks,United States of America,M,3.0,5.0,1-866-397-9175
Yehakxipfwqlhshbzhklkjxbtvwxpcmwufgxclscdtbcmztknc,rcptvxiuppofjmmq,J,PCTKBIXSCZGS,1.0,Advanced Micro Devices,169057.0,O,m,50.0,763.0,DYFZUNDJABCI,Megowpp,927256.0,rcp4819,DE,Baton Rouge,United States of America,M,2.0,3.0,1-559-913-1105
,ULSLQQADQKBI,C,Uioxkwyhv,3.0,Toll Brothers,393825.0,O,M,20.0,662.0,AKVCWTGIDPOPKDCKCG,jhzxbwrnwruwobjvbmsfjcfniqhjvkjbsqrqxulzskseg,2310099.0,ULS4820,ND,Naperville,United States of America,M,4.0,1.0,1-441-323-6288
GNIXCCFVTXPZREQXUSYVMROORHVNNEMZEQPWVEENUDLBHMVRW,cbduhenerzbonmgpi,f,VRQWULDIYY,0.0,BB&T Corp.,57749.0,O,F,49.0,398.0,eoekvbm,Mymlqliavnqvmhgqycfnrfsblrznuhmvhjra,2774074.0,cbd4821,WA,Sherbrooke,United States of America,M,4.0,3.0,1-505-391-8531
Pwtrbjzqnkcnzptzmgsjivbskexcajdfjcdrcobgnlaabbtswnrkbdylxridbqdwxujdfghlhbxjp,Xzvrzamvazvckykgrmfzzkvywjil,K,NXROATGDL,3.0,Cintas,232012.0,O,M,10.0,386.0,cxmobvpnonryfamlbvufgqo,tqjlxmxvoythpkowtjwbdnvudwpddtee,2092233.0,Xzv4822,Saskatchewan,Newark,United States of America,M,3.0,1.0,1-080-405-4757
Ifhlwumdxdglpqzeursljounoendyzcnrrtbszoyjslrpbpcmorahnhqhrowcdupjparceffa,XBWUZHPF,,Pdyhyg,1.0,Nash-Finch,425790.0,,m,52.0,318.0,Vqemxllvzt,,346071.0,XBW4823,ID,Sandy,United States of America,M,3.0,5.0,1-777-434-9212
Sezfvczjlvkywvfysvwiyvlliimlaaxgjpjsliqtpyiruqnzerinmnskyyoaodwfeuiiig,Dyyimlhjgc,,DEULD,4.0,Avon Products,,O,f,22.0,405.0,ZKZXPLICDMCB,Xnkcekelaaevwtdopzdkyfsfafiq,,Dyy4824,DE,Savannah,United States of America,M,1.0,10.0,1-993-441-0146
Fwactkmghfpruzkgkjdoipbqmhc,Thpwjciwltrwobwk,j,GPQSCP,4.0,Levi Strauss,215133.0,O,m,21.0,652.0,qnqxsvwzwgdj,utxaumwgql,3460310.0,Thp4825,OK,Topeka,United States of America,S,4.0,9.0,1-943-355-2657
Qaoaluwjrndyuikkibapxch,Uyhsnsxhxrtr,u,ZIHRFNB,4.0,PepsiAmericas,232837.0,O,m,90.0,741.0,Mspspnlrrltzzvhyytek,Zbfrfymkssxgstllidoxpgwoienevcaklxpboknbbtsummtqfvnmjnbbhrlikdqtgjwzwsemhcqkagfo,1329267.0,Uyh4826,AZ,Glendale,United States of America,M,4.0,4.0,1-864-196-8276
Atkysvwftgsbjqhs,Grekpspgjlsciycnac,a,FDLKFAOLQM,2.0,Sanderson Farms,496597.0,O,,50.0,,Yvsrlgrhpfzt,RRRQHFVNMTOH,3352603.0,Gre4827,GA,Concord,United States of America,M,1.0,3.0,
Miuhfqcalawqtbqgnvsmpganqneaazsfxumudcrrjwcbsjxxsouedvbp,YENVCJJRHE,P,Lmayphgp,1.0,Northeast Utilities,379704.0,O,,31.0,384.0,JJAJKFNPOPFTWOHEK,Phsvxoxbjqlqsuchonldcpsxmmxdt,294933.0,YEN4828,NH,Detroit,United States of America,S,4.0,6.0,1-132-183-9870
VGCUMHPUGMJIAFPCGRVP,SNXFCAXEUPIIJILXENPORVHGKVQ,,nuoyywvhnvyl,3.0,Pall,122419.0,O,,43.0,502.0,uuirfsqdoeyxrmdthebre,Whwrqwlindjaobegibuewxbowdlodwxbssargndqjcrivfcmwskxtmzstnwliiamksvtqpyonk,1529409.0,SNX4829,DC,Irvine,Canada,D,1.0,1.0,1-582-428-9947
Lmiwbfhcugircitnxuiprsgfkubbvmjmjzozzpsocaihcyykgv,Jxrxzrrppskyqpimvectmbxqx,,UOPHCGXQV,1.0,Great Atlantic & Pacific Tea,210722.0,O,F,5.0,646.0,NLBEYSAMGTVHSGMDRKXZCCHWCBPB,eloepmrhhiazwbyvrtudictwagfemcvqkcdvvorjveqvmlnigancgexyratnwk,2696031.0,Jxr4830,UT,Great Falls,Canada,M,4.0,3.0,1-812-059-2753
MGTKRDDGMNRFJSCYCUYPYXIZHICQJ,Optrakntpbzzjol,,ytrwdpwsfonj,3.0,AECOM Technology,156892.0,U,M,38.0,405.0,Erzhlglxltyymmkdpxkqkgpxpnrhl,YEZOCHFVMVBFNBUZXHXAAWDSDEJHXUXVIVCSO,584058.0,Opt4831,Manitoba,Abilene,United States of America,S,2.0,9.0,1-133-094-1679
AMFWXOLYQOZIIDEAMREGIWZOZZZERHGFSUTXJGKKHGKYIKRHOGBBHSNLJUSGVDBLUCWUNLCGNG,WSMRBMSLNGKBIWV,,Hiyulwdpn,4.0,Gap,369766.0,O,f,80.0,799.0,fujjug,ltbaekxbssqfyznmixmgnntsjldfzyiolospdlxjer,493802.0,WSM4832,ME,Raleigh,Canada,,2.0,4.0,1-163-776-2867
Rxjemgddjrmkbuypterlwoojpvnsnwbrcmyntqsvrqmswpitnezrzbdb,fevhymucymwdkstxwb,,lrnurxnyb,4.0,Aramark,,O,d,72.0,728.0,kupum,Lrzglghacxhgglqttkkwbdutcddgypbnxmaiwcrkmubcqgybcgufvutuofvlbajzttxmfyfcgcvrc,1224532.0,fev4833,IN,Charlotte,,M,4.0,1.0,1-539-905-2266
yevvwqszvpekemvracrctbzuysj,Kezwsyhhhjclxcqkz,I,LGIPYZJJ,,CME Group,44993.0,O,,55.0,692.0,futpzvh,xpimvrlmetevybrgpbni,1498851.0,Kez4834,CT,Halifax,United States of America,M,4.0,,1-826-280-3864
Dwdrecaabtllxbflkcnouphwyf,sjbkkmxpyosxsnnyzewbf,C,wixwe,2.0,El Paso,255656.0,U,,3.0,466.0,Mbqvtmwvzkzdxtwifkjvtisp,HZOHGOLDVJZCMNMKBCDGRLXACGDLXGHAPROR,2592881.0,sjb4835,HI,Toronto,Canada,D,0.0,4.0,1-434-556-8699
Erfeqzalnmexxujwkmeqeizdpjbkkwfngxaiowarflsxvrzwogmwirpptjkcnsdcpeyt,Wjqmggsgfwqrbfafzxshtryjmb,R,APINQGAVSIDA,5.0,Cenveo,197780.0,O,,88.0,778.0,QKLVBKICDHQOGW,,3101715.0,Wjq4836,MI,Casper,United States of America,S,5.0,1.0,1-024-206-7647
XZEBGXRWGDOWRMVLCJOLWWVWMTGZPJHGHEVCKVBIAIBTHBAQRVWYTGKKGLWI,Spywuanwyhatkxt,M,kxgthcv,2.0,Xcel Energy,7926.0,O,,28.0,367.0,ajxeurdhtmsfttunmemwthewiju,IBJKMRWERMQDCIKLEUGOSW,1660061.0,Spy4837,VT,Boston,United States of America,W,5.0,10.0,1-972-011-3112
qwlnddgpuxcsqwpimvpmisutvrcfjyrivboxilbzaq,KLUHLGLUTUQRBDFW,,Vfvluonxss,2.0,AmerisourceBergen,63346.0,O,m,39.0,355.0,txoxg,wqtcxsdgjtjcdpayoqydc,3206058.0,KLU4838,CT,Halifax,United States of America,M,4.0,6.0,1-901-209-0136
BTOFRBPTKXCBUCSJNBMQKIPGJAUECODIWQJMULDEWUPLJQUOBUFMFEWLAEKOLKGMPORBYDIBOOJABZV,JLCRPBZRLK,P,WNBLRZJS,3.0,Covance,205549.0,O,,26.0,594.0,Hwjpobcafghuyfigntsd,Lbfpvkqtezaxjcdukpvbvwkxufibipslttknvihtkkvtsaomeyn,351180.0,JLC4839,UT,Colorado Springs,United States of America,M,0.0,7.0,1-632-473-5091
Oystdvvhwyulpwtpjvyccueucuyvgolfoz,bobehnx,v,Adbootc,1.0,Domtar,397573.0,R,,49.0,393.0,hzzjoqovergfjgtu,Rwfngurmyokvoxesavcyolqjzyvkpsrndhnaodxfylnlvripefwcmvfugsmrarczvv,,bob4840,Nova Scotia,Oceanside,Canada,M,1.0,3.0,1-518-504-1245
MISYFUHAMNAHQUVPJZPIOOLMQHXAOUCMAGIPPHKHNRXWOGSIHQWZHPDRWQSBIBPIPYTQ,qpkgjrackwbovqptpuhiyfus,D,QMEAWEIWMX,3.0,,193160.0,R,,56.0,841.0,AXJRJHBL,DHXGOMWCRXVLVGGAEADL,334502.0,qpk4841,NJ,Irvine,United States of America,U,3.0,4.0,1-571-069-3231
Xmtyrhzkbxzzslsjhifzeusgf,FPHUMWETOQBY,M,ijjfceual,0.0,Curtiss-Wright,94612.0,O,m,71.0,636.0,Kmdkgqxkmtxsvjgyixwyhdvvhmk,Nondjzdnkbct,2765420.0,FPH4842,VA,Phoenix,Canada,D,5.0,10.0,1-101-242-7918
Qbsbikqstsoppahmrwzhtzexqoesgjlfirghwbvwdicfgibyziyocspvwqnoxntluxcv,YLBMU,b,OOWAQBWZPDQJ,,,90708.0,O,,35.0,552.0,Cntqqhz,Gcsevogzomxhofabnggkbgwmingjyaeflwyvhw,3794609.0,YLB4843,TN,Los Angeles,United States of America,S,1.0,4.0,1-972-004-0775
eafgykwjiqhbuwnffovfuspxtevcxsi,PFWPECZU,N,QEWEBOAJI,4.0,Armstrong World Industries,318089.0,R,M,45.0,331.0,evnco,aaixdeiiwlnphzxgpero,3386054.0,PFW4844,MT,El Monte,United States of America,M,0.0,,1-350-554-0846
Scprxaedzxinbmvxvanvzirzxci,Sqmhteccukfpukogf,U,Kvsmklnuh,4.0,,241258.0,,m,27.0,361.0,Ehzkvngiagujuzgpnahpyzqkxlta,Zjgylmdicyisslvw,3164202.0,Sqm4845,CA,Burlington,,M,0.0,2.0,1-469-389-9711
mcatoemxlgrw,lzaeqmjxijcbhtsxz,,jlmgyv,0.0,Progress Energy,480298.0,U,,97.0,733.0,Njevkjwtharsdirlitttxnh,odegkjroapacwsgtdtoymiftehdufrxddfsyeyeqgbbvefxvrnhncubokuroufhezpbvcrpnien,2620980.0,lza4846,WY,Colorado Springs,United States of America,D,3.0,3.0,1-790-773-9780
Sbhlhlqtctfzhzdvyugufcnevhcbqbjbatlzrvhhyhdtdzoyamhsujndxzipajcokvozyynv,wliduegrkcxscpvwyjgpgitpvwmmma,,FEGSJAM,1.0,Pentair,370779.0,O,,93.0,702.0,jhdrhoaregwpvryhjah,Mjqivgopjjuhahlczfjpewfzkuvyrwdaahofvipexyhh,28504.0,wli4847,WA,San Antonio,United States of America,U,2.0,4.0,1-330-990-9400
Vuebpcbrchwnilnzkezkeugoxvcmlgnjhrsuomcysyyohhqodm,cbttgnatvungn,,Eqjbcdkitsvt,0.0,Pulte Homes,402070.0,U,,34.0,,IQRLIDTAZOAOUQYKQYGAUDCMTJGEGA,Htzodveiibgjkkdba,185950.0,cbt4848,KY,Lafayette,Canada,M,4.0,3.0,1-483-422-3802
xilmawkuawwuccwxyojutkmzluqtjp,Lpmvcefobotoxtfa,,rwdqldk,3.0,NetApp,150738.0,O,,14.0,826.0,hqnhvmotweuxvnyunrrx,Rkpuriigoqwfdltcvvxtnpicvufqnatbacypbdnamg,727235.0,Lpm4849,MN,Fairbanks,United States of America,M,4.0,,1-816-449-2636
Abcdpalvbvgdbtlwseasptzahwdxduvdquwtluukiseviqufft,Ddxfcsatgvizlpvgypntqwrijim,t,rcpqcbqt,0.0,Crown Holdings,107338.0,O,f,6.0,377.0,Ncryxjnndmrzbkqbeqvluj,lmwcecsanvvbbprlvektxqr,3887256.0,Ddx4850,RI,Buffalo,United States of America,M,1.0,,
Knhndomnnazxxafgbdws,Vtfossfaxfumscdxx,M,Qtmgawkscga,3.0,AMR,176783.0,O,,91.0,665.0,Citpuqlpyd,,772871.0,Vtf4851,Quebec,Fontana,Canada,D,4.0,5.0,1-655-231-3494
Cglyefnpfjxxaypwsfckkgelwqzauvvynfnxchpednkhfafokpetnmigbjrbjmbybosfqadmhtd,rgdlupwagfksuktb,l,Xqndkn,0.0,Tellabs,243255.0,O,,53.0,654.0,Ljnxxckwyvhtrdirdyvx,uqxuvebtxisagrshyzkfmccwrkdajfhhwukfziitvzqffmteywuwvjhxnlqiozfvapjhhjshrjiphx,1760826.0,rgd4852,New Brunswick,Whitehorse,United States of America,M,0.0,3.0,1-580-013-7041
CCHUAWECGOWJNCHDNYVLFB,Aeabiaxkld,,upcdvlyil,1.0,General Electric,10765.0,O,f,96.0,441.0,IPDQDSOYSOTPE,Wlcxevllngcelcnnmzcmtgtkwgzrgwazutfsewwhwag,3027653.0,Aea4853,British Columbia,McAllen,United States of America,S,4.0,3.0,1-352-532-5720
Skgjujulaciwpdewuacjjbbwxgatdfoiforiqtgtmvgaa,avizuaatkkgawrxgosrewqmouor,P,Wefiv,3.0,Johnson & Johnson,366112.0,O,,59.0,410.0,Vgplpzbcigrvnbxjleaaa,Lwuvhpymnvbdqxgmuiwlqwninnjaatnbskxhhhtuifnlqimqeywkwgndilzxin,,avi4854,OR,Grand Rapids,United States of America,S,4.0,10.0,1-147-887-5098
,Wltjx,,FEYETKQ,5.0,Universal Health Services,316867.0,R,M,48.0,493.0,Ztmljxsdncmfohjdcvsbupf,epgszgojijckfmheccxnwxhyxckchggxmflfcbwxvwxvyjvtrdrmubzwqqrtkcjhsbmuf,2584036.0,Wlt4855,Nova Scotia,Vancouver,United States of America,S,0.0,10.0,1-168-889-3023
REHJPLPNPPMSEOMHBEPRNWEP,ZULGMURYTAPTRCLXM,,,3.0,Eastman Chemical,14902.0,O,,76.0,314.0,wbotttfrdmdtttu,nhzjlzlvecgydlkeieobxukwsjfihkvkpeuvrfixswapxypemntvpxlhsy,3299678.0,ZUL4856,AK,West Valley,United States of America,U,2.0,7.0,1-344-461-9794
fkuqqphkqwgnnmybvyi,Ssvqb,X,SSQALM,1.0,ConAgra Foods,187225.0,O,,49.0,582.0,Oxufwmlevovhoxqsikkjwmxwrud,FDAAQMGNMTLPDNTQRCGFKQPSHUSBBHVILGEQRGRZCHDWIBOGFFGGFGJCOJCXWH,,Ssv4857,NC,Hampton,United States of America,U,1.0,2.0,1-771-566-5145
MHHZI,Wlcjsmxzvrbyk,,Mvrsbpg,,,132301.0,O,,27.0,527.0,Xogbqbzmvpnh,Itbfwhhydnlicpmnspsavvcdddpmagohjztkgdmwqgljpcrpbzkckrtofyurto,2780977.0,Wlc4858,MO,Dayton,United States of America,D,4.0,8.0,1-141-882-2864
,Rmnsmghbbzgvklxyhjfdjpy,,Cgspgokphu,0.0,Colgate-Palmolive,201771.0,,,29.0,340.0,Sdekfagreapjgqzzgi,ppcvesudxk,,Rmn4859,DE,London,United States of America,W,2.0,3.0,1-657-436-3994
SJDBQTXNDKCSZCDVWBPQPPZDLVNDSOIQGDUVOAQGPGFOLEELYT,jwoxfctdehuq,,Ynvfzkehm,1.0,Capital One Financial,441219.0,O,,37.0,,Jjkbyrvzcqcrrrxlkefmwydsbmvpd,ijjysvwjlvimviqxpfczdrlneoevuhxesdihchqmfexrhonnqfqljyaferkdtqnlgzlb,322980.0,jwo4860,OH,Salem,United States of America,M,5.0,5.0,1-119-847-8201
Zrtbmfcbdttffdttkmpvtfxwzongknjmiwfkzpswlmwdiglagefftdghnmndnkdafkltli,SOOWKQCVZZ,,Uiybfbsv,,Gardner Denver,347281.0,R,,15.0,371.0,FRKKDFRWV,ddvzrhdkrfvtjrz,3909658.0,SOO4861,UT,Stockton,United States of America,W,5.0,3.0,1-226-849-5155
VGBGTABLQWA,Bbdflbfvscftu,,Cyegsmcykfob,5.0,Olin,164650.0,O,F,39.0,336.0,JVELTAMZJQVCVONNAGKLIJRTTF,MUIXAQC,2242017.0,Bbd4862,NE,Indianapolis,United States of America,M,3.0,10.0,1-748-394-9426
IRAUFVFMHEULKRULLBLRBAGHLQSVZWXRKKAQJNNWDDOECGDKXJHMMXOAQKTWNQAONTKLVKVOGMLL,UPNESGBBOQCIOWWAQWOW,,hqydkohwi,4.0,Legg Mason,463598.0,U,O,87.0,497.0,EBFGFBWRVNKKYXEGLJ,NKRGYTNLMZHKTGXBFVGEBJLLNMEUARWLLAAGDYECWZZWLHSOGECQAOEHCWLOEE,2511572.0,UPN4863,RI,Reno,United States of America,U,3.0,9.0,1-826-747-0826
Zqqgymrwkahamxww,QZGJUPZPYVJOUI,,Zhchuilpavbn,3.0,Lincoln Electric Holdings,,R,,94.0,388.0,ersudiadbplikbwmclisx,PKVGNCXWUDYJTPNFPGKZAZHCGCOHHNMQVVNYSNPNTFRHOVPUODJOLSKSJSEBEVJEMSAJTEBIBS,1448379.0,QZG4864,AK,Thousand Oaks,United States of America,U,0.0,4.0,1-226-426-1345
mwcwuaaeocojecnbpl,XMLRLXYYXDXVWRSYMOA,P,Qvpzb,2.0,Health Management Associates,177252.0,O,,28.0,424.0,fmlfgyumbvnca,Eoqelgnmgthnqynoxuvqbvjvornmgrggfiuzhvgepxgmpyzjtkqudqkvokvf,1565089.0,XML4865,SC,Hollywood,United States of America,M,0.0,7.0,1-321-212-7211
Pdmgqgrdzwmivwzvncbfufcnsqnniuhxpykyoetvqjjidgkfwuhtubq,Skllciwhjhfzuyqqokm,,SPXSD,4.0,Air Products & Chemicals,317053.0,O,F,2.0,,Nqppykonmraxdvrtzhynyestuv,mruppbroeegtanbyxxwyfvfbbhtskubrceiqcxuzcnfnuecorunfcimetyejxhqltwevrzbdewho,305250.0,Skl4866,AZ,Little Rock,United States of America,D,,6.0,1-309-432-6136
muudfwzvpmrbnwtzfepacgampotdccrjvppurqrokgugxeurfktqphxiwycpglaq,GMLXS,,FEYUG,4.0,Frontier Oil,444680.0,O,f,3.0,460.0,Fenniw,ptaqzwqcyr,905759.0,GML4867,CT,San Buenaventura,Canada,W,5.0,1.0,1-195-832-3059
HXHUN,qdhqifnnvybmkmtbwqhpdsmsizz,,ilgtk,5.0,Amazon.com,346809.0,O,,98.0,840.0,Ziccquuitnvtjmqgqvyaczd,qtxuobaxykgjskknxqwlhicnldeazarzghpunawsbkllyrpcwzsautiypbcinehchcqrffocdne,104456.0,qdh4868,Prince Edward Island,Lansing,United States of America,D,,,1-031-377-8561
Higcollkdcgomftdqhvb,Iimzvjalgiyxktjzhjyacgqyhloslq,C,Rqrdlwcfwt,1.0,Pactiv,121625.0,O,M,62.0,469.0,RMXVWT,AXJKZCLXXFNHFFWNMVOSAFJXWNCGWVC,2554408.0,Iim4869,FL,Huntsville,,W,1.0,10.0,1-547-769-9983
Wilfvfemfgkqolruqaydvuavowseqdyrzkmqnttxzdlflelwz,Stvqgqzbagozilchjgeb,,vtbjmhoy,5.0,Winn-Dixie Stores,46672.0,O,F,0.0,676.0,Jeokxdlpmmgnygonqdzhrbldiemv,Yktxrctku,1813631.0,Stv4870,GA,Mesquite,Canada,M,1.0,7.0,1-111-135-6278
SQUMTTTAUPXXUDXGPQJCSFXUOUDWJHSCUZGNPMTATI,Ahnqrtqtvhxrslalvbnqxltdmbqh,w,HEDCKYWXCC,3.0,Church & Dwight,130431.0,O,F,59.0,661.0,Kxvcs,Dyolqvhetepvanhvmfdljdgbqrpmifqaabjkjeyiqkjklcugywxjmq,2676633.0,Ahn4871,Alberta,Indianapolis,United States of America,W,5.0,4.0,1-807-329-3379
Ororwadlygwmvetajqdgiqqwcokt,ocsaaexqryzqjkmz,z,Epsrmamg,4.0,Polo Ralph Lauren,41644.0,R,,63.0,392.0,axqzhnwyybns,Wasngnjsuggdx,1677676.0,ocs4872,NH,Hialeah,United States of America,W,5.0,,1-832-876-4671
IDBADAXIHUWRAN,LDJQGKKIFG,,NCOGAESHMQ,2.0,Group 1 Automotive,305460.0,O,m,57.0,625.0,Avrvlfedemtspd,Nnmvuxrjruxrujcjungsmtlkdqhoxtxxvkgfmrhezqqkglqkluxphtpiuqpklxiapurfjnztscefl,2669684.0,LDJ4873,MI,Winnipeg,Canada,W,2.0,8.0,1-502-945-0756
CXTHVEXEYUAKOIDDTLNSVHGGPYBJQTTVYRCNGRMBIBOORREBAZYROJD,GWRYYXBJEYHVUZZTDGRENSGVAAP,Q,Gjvrrlfwink,1.0,Stryker,357985.0,O,M,,738.0,Gureaeqshrtbcah,cyvifrfxehuflfztojppqpkvhbaszqcgaeapsgemntvdnghnpahbaunqufztjqyhj,,GWR4874,Saskatchewan,Philadelphia,United States of America,S,5.0,,1-078-686-3515
Hmjwrrmfwvaxphczagorkuvdfavdqlhjmvryzqbpbjwbtgqgbjtrdltgfhqdymwyijct,WFQGRCOQDZDDBPVYO,,YBJSVOP,0.0,Public Storage,86492.0,R,F,40.0,688.0,Erfxnvoobeugzou,Kbwtcwqnppdwrlfeiikwxratvoyexqtjiplqyzcydvweksndcmapfuyonsuogznk,281621.0,WFQ4875,OK,Santa Clara,United States of America,M,1.0,4.0,1-742-006-0857
Vvfbspciisbwkaxekvinlpygyedbkqenls,Paugxubjhonqcr,,bqcfte,1.0,State Street Corp.,182508.0,O,,98.0,462.0,Gejrersicmpvtsdk,DYGDOWFFYOLCNGUBRTVAEPDQLIZTCJUDHOZXRLCCCQSXCGXSHHKKRYTRNFGJB,757696.0,Pau4876,IA,Jersey City,United States of America,S,0.0,6.0,1-003-016-6977
,Otguntq,E,Tndpk,1.0,ProLogis,4014.0,O,M,60.0,626.0,inixfrqqidveplgausjffpbyrqgr,Iktygfnphjqnixpaueffemhfniyygssfswukmpehtjoixussywdjyooilmkfiehwvtbmmuy,900862.0,Otg4877,VT,Ann Arbor,United States of America,W,5.0,0.0,1-981-383-8479
Oyzsvpfjzyklufuwhtnblwpijlrvq,Nhtnwtauffjlhbvtsolkaqslfwmsbq,,Bidmlmqp,5.0,Exide Technologies,226533.0,R,m,,422.0,Jjvyx,QHIMRPKOBBPJPTKXERRHSXUUJTDQVMNMTIBUKOJDDLJMOPCXWJFWFWBRL,3086351.0,Nht4878,GA,Savannah,,M,1.0,3.0,1-317-384-9983
ssgvxbddqqegyfsizusdtwgxcwedcluxugijghojvqweitaaeo,Cdupsmszuqkorkzisf,X,dnnvnipagzdz,0.0,Amerco,473356.0,O,d,81.0,441.0,qnjfdmqbyagkiqzkuidqjoxu,ubhunnccqwimbbyqeuagpgpamyjeelwnnulqwjhtwftxrcdoticegkupdj,3700028.0,Cdu4879,NH,Beaumont,United States of America,S,4.0,9.0,1-764-101-6566
,Wutebjotkpfiynbgx,F,IGFEBTA,1.0,Dollar Tree,482791.0,O,,57.0,350.0,NDMRGEMGKDQHBZJNFMAZWRGALFCA,jkofhxbaewriuvboorbrenkttprjcnqtuxnflaepbtbgpxzwmhqono,3743323.0,Wut4880,MD,Lexington,Canada,U,4.0,0.0,1-044-407-3700
Yigdtnd,Jdvinnxsytjpdgaiasxyayh,J,Qawvst,1.0,Omnicom Group,174991.0,O,,90.0,398.0,Kvndzhzvltqdxtbceegpmrcj,ILSKMNHKDAGJF,3734013.0,Jdv4881,WV,Alexandria,Canada,,2.0,3.0,1-709-478-0510
Gdcfcbvzhuesofmgiiznfkoxfwfibolpuepycnrzpfclx,nutjbxyxojgqrctqgep,T,KBCFTAQHBGDR,0.0,Fidelity National Financial,51326.0,O,M,34.0,635.0,Fhknzda,Njzgtlrkkqbnitktbmiojdifudxopwnhghfqktyjqfsvkpvinejttiiwgwjftkm,3447380.0,nut4882,WA,Sherbrooke,United States of America,W,1.0,4.0,1-560-442-6150
Xitrxpjd,ycsczyflvxuzegatjgnupgosvuw,Q,FSHQLCU,0.0,Staples,34188.0,U,,8.0,605.0,EUBZIJ,MSFXUOPPTKHKZFYUHNCOAMGXNKNYWLVNGSMFG,3659581.0,ycs4883,Nova Scotia,Akron,United States of America,M,1.0,7.0,1-485-996-4318
Wgxwybdnnjbkijywqvpnmfzhzblxmqveugkrosvujavdqylv,Qzvkn,,Gdculkqvngkj,0.0,Adams Resources & Energy,185726.0,O,,10.0,373.0,fdlbfcfjeiqz,mcgjkshkv,2007689.0,Qzv4884,IN,Bakersfield,,M,4.0,0.0,1-812-709-8687
Uomqmzmfmqsumtdbxuzcvrccqdyyhhuuwqhyqilscfcpipmibsznssqndxoiftptvv,Oikjqumadmx,,EVVXNJSFEUW,,Kindred Healthcare,109040.0,O,,72.0,453.0,Shueoxsujjhgcsxyanaxq,xnvvavboxcrxkwlkefoqsfkhdbaxvrheaplwkenovtytzghqgnv,2133345.0,Oik4885,NY,Lancaster,United States of America,U,4.0,3.0,1-480-588-2178
Gfskzypcbywhmijdumol,Fjjagdsaajnbrklacszox,Y,Fjaov,4.0,Fidelity National Financial,53517.0,O,m,76.0,702.0,vrsexgvdc,lawtksrpiqhdnmotdwqkourdksp,1235117.0,Fjj4886,DC,Flint,United States of America,W,0.0,7.0,1-393-751-2356
nywvnpjtuswqlfoydesblxibgmxucupmwpardylyuuvwojyppngtobweyhjsiqapcsbvtkbwc,Vkgvpnobsrpyrhmctgmrt,,Rllrpmcdrxx,4.0,Ametek,420418.0,O,,,782.0,Hxpyuxk,Eaqxasqhlzcnnwzioldqdlhfsdklqvyqvoudaneehsnfnnwnkoqddckgspqqdak,1726713.0,Vkg4887,KY,Toronto,United States of America,D,4.0,9.0,1-392-601-0233
Hfvygtmejtyzbvtqtmrkrgxuhupnceokqsmiuddtn,skolkczcrodsvnjrjxbyqgwb,,IGBIJFFZ,2.0,Tupperware Brands,464946.0,O,,99.0,606.0,Xeksteqxuxrhouq,Rbjtfmctukwwsllschtgcsfntlfomkgojifvppueojiwt,2235440.0,sko4888,MD,Paterson,United States of America,D,3.0,10.0,1-762-887-2645
Bahlqusrgwfxglbvoqmletbhgrppxqkrtexduc,Hioohrgfxoqju,,GESFSRNFJYJC,1.0,Johnson Controls,278220.0,O,F,61.0,617.0,voxqrtl,OGOHBGMNQGDKIDKDREVNDRMPMCWJI,552580.0,Hio4889,British Columbia,Huntsville,United States of America,M,5.0,5.0,1-647-622-8251
