prospect_OwORF,prospect_NuCh,prospect_MarSta,prospect_AgID,prospect_Empl,prospect_Ge,prospect_NumCreCa,prospect_CrRat,prospect_FiN,prospect_Cou,prospect_AdL2,prospect_A,prospect_NuC,prospect_Ph,prospect_Ci,prospect_MidIni,prospect_PosC,prospect_AddrL1,prospect_LNa,prospect_St,prospect_NWor,prospect_Inc
O,2.0,W,Vjm9595,M&T Bank Corp.,n,1.0,407.0,GUNPTONZNHODKGDFUXV,Canada,,45.0,5.0,1-694-681-6738,Hayward,O,ciyacdio,Pefgmeuqwlvuiouqwoskhnroovcvsavbdaofxnfwpwrgxbetga,Vjmtpccuavvdckvihfztzupicsolws,IA,1813521.0,111228.0
O,0.0,M,Dnq9596,PG&E Corp.,m,9.0,694.0,cnkmob,United States of America,TQLBWNMBLCOSFXFRXLOIHPKQIUHCYXHUWGNZCPNYBFGWQTAOLEFHQBXDCTUNFTMVXQJMOP,82.0,0.0,,Grand Rapids,,dcwfvgty,gnsaenxsyboqifgznissezpdmeodqcsvfymximvyoifiptegthjprbuwkjwfjvappreefspunxwj,Dnqfybqijkwnrzwowtjgiimzmtm,Nova Scotia,,129040.0
U,1.0,S,Jxj9597,Peter Kiewit Sons',M,6.0,566.0,JTKTZC,Canada,Wqwdppkjbncmyuyrumdxcirmdxvkudoubfbnvxn,15.0,2.0,1-450-992-8755,Fargo,,Yxkdw,Dxctelmugglxdhjhxtwomgjoumqpzcoyehqsqlxxcyhycqgqnrauxfoupfoeulgfai,Jxjjwbbgsqcfdeerleaswmxlfdt,Saskatchewan,1835226.0,305340.0
O,4.0,M,PYR9598,AGL Resources,m,8.0,626.0,fppixcu,United States of America,fjfpudhxckkqjgixinhfrseikxnjfsqrnuyeyasimpotewzzshbhluzrkkokkzwnbagosr,1.0,2.0,1-996-648-6019,Fort Wayne,A,LLUSTFOPGWLV,nsbusopkifiqevnuesmdbzwlgrixxczqglm,PYRQVSQMEFYLQWRLQX,KS,280212.0,59865.0
O,1.0,U,UFD9599,Rohm & Haas,M,0.0,794.0,PHTUJBR,United States of America,lvhleknvptgwwicnseknkpdjbkimudovwgrtjxwmnfhwljhtzrr,74.0,3.0,1-491-567-4129,Chicago,,OLARRGMXJPT,FYJFWRPMGRPQDAUPVNIOPQNXYHLAMLBOLNQCWGMJBULF,UFDZQYLIFDDB,NE,947447.0,358175.0
O,0.0,U,rlf9600,Progress Energy,F,2.0,639.0,Wswezhpsgbv,United States of America,Dnjmdrotakxsgndolxnrqtgcsain,44.0,2.0,1-819-998-9209,Hamilton,N,Jhieredm,wqpbgabjdpeicuusedwkryzqmphzgvkxxhvxygnxqpcrpjfjhmhrjdoqyhntoxtdzgva,rlfscelaaknihrkaxwijqsdbqmmd,NE,1796353.0,284583.0
U,5.0,M,Hik9601,Lincoln Electric Holdings,,7.0,595.0,xlauir,United States of America,Cmlolmheigogxipoydwegluxxiairdcxlotxpvccbpmiwvhtkaw,9.0,3.0,1-704-621-9062,Louisville,,jnnulkcoahhn,svnqswxcedigkhhtmorneurrpdcwbcwxwkgvqn,Hikzxecogc,CT,766911.0,147469.0
R,5.0,S,UER9602,Vishay Intertechnology,M,6.0,539.0,Efqzdipjtitxffgu,Canada,,60.0,4.0,1-469-302-8928,Lexington,,Shqbwvhrbfh,KGJAXQEADLSRCNVKPICGDRWTFM,UERBNDILPZPQPQPGAZMEIMN,RI,50549.0,164412.0
O,5.0,S,Pne9603,Select Medical Holdings,,5.0,672.0,Ywtnkioxsqndzzswdzdfled,United States of America,bhisjrttbqymxenqsxasvkxoecavijyzgkkxvjftrlqevwcxztajoedvsqjqgilpc,74.0,0.0,1-962-082-4168,Sterling Heights,S,Kduuenuudj,Wrsszhmrscxnrjtwmybwrxtqjvwiqotb,Pnetkjnr,MD,1509000.0,60820.0
U,5.0,S,lqs9604,Erie Insurance Group,F,3.0,570.0,NOHMQAALAHJKEKJGD,Canada,kpigvltudtddqvefrwapvkqoxxcjcqmowoqewyiypciahafgkla,45.0,1.0,1-775-715-3803,El Paso,,GQNUS,Xtdakoppqlicucmtxvxkvmamufgrmzfudxo,lqstkx,CA,2054169.0,401822.0
R,0.0,M,ppr9605,Union Pacific,F,2.0,350.0,Euobgg,Canada,Vebqkbgvmyqlbjgnjhiluieurciwgylonnnleqbbeetnvlhunlhflkseudv,24.0,1.0,1-921-672-3046,Pueblo,,NFKLNZXC,IVIFUTZJVRUEIUCIPSVLMVRUSNWGVXAFUNMMEQSMJJLGCZBHTNAEWRTNWBGWVPNDKD,pprezrnzsnhptavalprgpo,Quebec,,266517.0
O,1.0,D,JVU9606,EOG Resources,,0.0,521.0,OWORMPTTTUJSVJHYGRGJOK,United States of America,Ybjgmlycdhgxfsngxzsqoltmfuahqqrdmpbysmduxuntalpywccsegafvei,29.0,5.0,1-775-339-9138,Chattanooga,,HYUBJUXXRQBG,nyjdqefglslst,JVUVCDQVKQMAMXAKWNIWW,Manitoba,,236621.0
R,4.0,D,Ctn9607,Wynn Resorts,f,4.0,426.0,HLPSJIKXMU,United States of America,Irjeneymsajdyrhroqmbntyfhcxmdrhtcxwsixrudqy,63.0,4.0,1-297-283-2223,Vancouver,r,WQIFQOX,rdbgoamihavtfyhvdwimoyaraysupqjkuqgrtqhdkxnqfqbanianskk,Ctnrliqyccfcfsyaftbbtdyhdrcsyt,UT,1991727.0,410609.0
O,0.0,M,qlm9608,Hanesbrands,,5.0,823.0,Myzgpxghj,United States of America,BKXOEKCBPUJTAEQPECWICZTITNEJSEWNWRHFLWAPBATQBJYYSHIDICPXHEAIAKMEMVOWYNVSX,83.0,1.0,1-354-529-3892,Sacramento,R,GDUXT,Nffidxzjdszntagrdoeyhlwfmumgeiwb,qlmfa,CO,30888.0,
R,2.0,M,jha9609,,,9.0,548.0,Mpgxeyjrchkkxfamv,United States of America,PRXXIPWAAFBNUMHADTMXHCYACVNCTFJQTYEWRUMXEOPPNFJGGEWOOQUGVZOEONYV,75.0,2.0,1-115-583-3844,Jacksonville,J,Ezmrnolwl,Tproadybwetcifrhyuttrga,jhaveyhqxlcexposez,KS,3932732.0,429711.0
U,5.0,M,Uku9610,Jabil Circuit,,2.0,850.0,Lbnwcmkmtkehqmzfgbyfxzsec,Canada,YNMGEFVUNGCMDTYBRJAKLHIQNNANEVWJOPZSTKRXDRNRLNWLTXUPOEYGVOBVCHFDSPHUPR,52.0,3.0,1-570-847-9762,Denver,,WPWIUCSPC,NQSXTPCWBGFXFL,Ukutzkbddzfnoscgtdftcahhtkc,RI,3816349.0,25462.0
O,2.0,S,ZVX9611,Imation,f,0.0,,Kmfbjwihfwovoypvulmyikdpp,United States of America,Cjnetclltbrfaspwovhpwpxgkpoltilfartddcgwghclnhojnwmg,28.0,0.0,,Rockford,q,CTBRL,Dlstpxtzknvffyzfphkjhrjjmstwsrkgtmufzhirmwxpgcjhdjkurolncqjj,ZVXXIIBOMHQTVGOVVBFJLUBBDATWSF,NV,1524003.0,200012.0
O,4.0,,srx9612,Coventry Health Care,,4.0,825.0,tbhpfrhlaudrlfbiwkffirneho,United States of America,JKJOGEQBMRIAAYNLZUBAVCSLOUKRPJE,45.0,4.0,1-117-699-8077,Naperville,,TXLAOXTGQBHB,Ejgkxibrfsvudwhpqshahrflxmpqcuicosdvskcnvucdslahepu,srxyobcs,WA,1604876.0,359501.0
R,3.0,M,ens9613,Blockbuster,,5.0,684.0,WVWHFNPOQHNJGBSZXH,United States of America,Dclkyoxlgqhoevlvvqypsakysfaivjdwpwmucm,8.0,3.0,1-330-169-0786,San Francisco,c,ljeatulp,Kfookxkkovchtemaqggeupgwadzckebkxfwjf,ensrsaizskhiaglrnfagtfs,Saskatchewan,3122664.0,244323.0
O,3.0,S,Fvl9614,Harsco,,9.0,,YGQDLNKMGRNRRNDJSEEENVVAH,United States of America,uuutbmfctlmvngqpqyigixttxjcderkjcebximgbfwmthcwayedb,79.0,1.0,1-818-529-5438,Santa Clarita,n,vqutpcii,yxdtadapbxczdzifmwbmsdelbwvchpbtupvpclzhlfkhhddkehsldwy,Fvlsczyvjrcwnnqbbmvetpipi,NM,2039156.0,375382.0
,5.0,M,TFM9615,Erie Insurance Group,m,10.0,460.0,Ayabdxdjyngunr,United States of America,Opazresq,9.0,4.0,1-199-835-8035,Charlottetown,,Aalgfl,Zosxqpmmanjaghlrlrdodldcxctijxbgtbbgutwkwllnmziizrfdxpcbkqnmcuenmkemwifwszigumn,TFMCNDLUPEHYZVSPMJ,Nova Scotia,3389179.0,86581.0
O,0.0,U,CHC9616,Bon-Ton Stores,m,0.0,698.0,AWKXU,United States of America,CNALDFQEDDUQNTGLSLCUACFMNEPUUKGRKRWGAPNKMJSOAUDPNJFCIUNKWKHUMXZGHKOLFMTYGDVXEWRK,45.0,5.0,1-150-892-6454,Edmonton,,Jubxjgt,xgguvqfrhnmohbenpxpfilkfokcc,CHCNNBLSXBJRHS,AZ,1705338.0,273274.0
R,1.0,M,Jts9617,Windstream,,10.0,531.0,IRGAXQKUHTEFYCUKVGWYSLQW,United States of America,XDUPYGUSRXFOEHCHOGHGSDUSKITBZXNGPABNSXNNXYLKMHPKMCSRMQZTASWRIPARSXDXSJEEBPTULB,52.0,3.0,1-576-326-3388,Lowell,A,Fljcopqrqps,Bwfkspsfhjeuorgqjcxfhlvfwiifocqkwlwbddoncbhphhumfrxaqcqwsh,Jtsbavfrec,TX,2764245.0,31076.0
O,4.0,S,Kep9618,,m,3.0,478.0,Crdsvrqvvstlngcacbolqueurql,United States of America,gqbchqdrohwinvmcpxcfhgcjbqwcqmma,87.0,3.0,1-742-084-1793,San Francisco,G,Dfzsiuin,zxadxmnpwbsxdpjyzphcohowixesavggnxcqlwkpnusfplfutnicisojmeionqermspjaraogvpi,Keprudkzerfzcvosaukb,PA,2998827.0,404917.0
O,3.0,S,Sbh9619,Teradata,,1.0,522.0,jyhwjroobrp,Canada,VNOTLVQCEBZMJXQLDFCSBDJGUCXRCDQJFQYEHEDZSRBPVBGQYIYCPUR,77.0,2.0,1-142-040-2754,Flint,c,Pybaopcx,,Sbhlnwj,RI,125727.0,133860.0
O,,,eax9620,Exide Technologies,M,2.0,424.0,Lmmhbesdwtsgpo,United States of America,Gxffovdjfgsmd,,4.0,1-623-004-6373,Sherbrooke,J,CIXBCICH,Kfbzpfyrooylksymqqllwhtaxxowhytdhuqybdxu,eaxdafdhmwfbqzeckkwfwkhdnl,WA,2580217.0,362096.0
O,5.0,W,Fxb9621,Raytheon,,5.0,838.0,Mlzufzcivkdiudniqtfnwi,United States of America,Dcpbbusifpzyefxbftgtyjxkafvobuykoeiediiaxqeayrtepfnvhyyrkvsfqxoilnrzjjruudchrfmq,18.0,1.0,1-673-465-5530,Sydney,e,,piugkibfidpqosedqzogqhjynhjayqulpbxftfcbgo,Fxbdobfjumieqcxoewxheczzx,AR,2937182.0,62285.0
O,,M,Pgd9622,Ruddick,f,2.0,352.0,KPTXRSZIBNPFNAB,Canada,kyzddzfrrzhovowqnnjum,52.0,3.0,1-879-575-2775,Independence,a,ZTWERNIOUI,kvdqoncsxsgspsdcmggncltgnrhuotsjvbzitbexjkmsvehcelvorz,Pgdwwxldumj,IA,1688979.0,485955.0
O,2.0,M,Pbm9623,Affiliated Computer Services,f,4.0,541.0,YWKDYVX,United States of America,mgiqlrmflgrwibkeqalzajupfbpickcngudomunubxifdgfikmophlgt,28.0,2.0,1-617-314-4050,Chula Vista,,Cgmxunvo,Qtcenqrkpdetlzmlmivkpudeekqqeweafsbueowbxcjqspcwaxbqodsqxrpeellsjrpd,Pbmxseazxpesrenlkldcemnd,New Brunswick,951716.0,496062.0
O,5.0,D,Tjq9624,Cisco Systems,m,8.0,713.0,Hhylrwzkatcghbvbhhdbsxwnfuqoo,Canada,Beawlvqqgqdkmqnvfbibscgnisjtzmvhdzghhifpdqqskc,78.0,4.0,1-852-797-5421,Amarillo,l,Njaawk,Xssxiegnbzspjeewamrftubpatrcjjngwjuxnq,Tjqiykfyprazzbqpqpowd,HI,3286331.0,357691.0
O,3.0,,Rqt9625,Molex,,10.0,362.0,jzkwjrbmaepnontstsjcfgjiqsorvp,United States of America,Pgqkimxtrmrzpsvgcofwmzbnjjvjeuvwfj,46.0,2.0,1-405-722-6037,Vancouver,I,noielpof,Seixwdkafflqwmwgrtnitnmtacbwjljxekvcygyupbpuuvcaytejohqvezayacuviuqf,Rqtiup,MS,1548003.0,363994.0
R,0.0,S,Vqd9626,Procter & Gamble,,10.0,749.0,Oikthbktwbgxdbfflh,United States of America,ahfwlw,70.0,2.0,1-572-286-3435,Waterbury,,Oqvbjd,NRJEQDUKUMPXQYEEVHOWCNESVNISUMBIHAJSRJAXOVSCOQVLDBMJHEHJZTFEGVKLXCWSAGW,Vqdfu,IA,3560347.0,447126.0
O,4.0,,Ear9627,Watson Pharmaceuticals,,5.0,368.0,Lvvpxibmcaivbrinsltehxzqfzpin,Canada,nsxjrp,98.0,4.0,1-207-535-0860,Casper,,XPMQEIUH,Kermh,Earpffp,NE,3038857.0,405459.0
O,1.0,S,Cai9628,BearingPoint,F,5.0,642.0,ntrkmplovxjgxtoeixvvl,Canada,Rljrdpdqtnbfandmrvcfjbthdkkexpffdaeintzigrcjdywbwoigbmnvovdhkqdufpcvlla,84.0,2.0,1-298-560-3607,Charlottetown,,skyyvmj,jifdreeogwadhtoeqnseaueqqgplxkzbfirijngfmntviawrssq,Caisstnltcmhcxsoeksx,MA,3649153.0,115063.0
O,3.0,M,Cvw9629,E.W. Scripps,,4.0,781.0,hzrpdufaqkxuhgcr,United States of America,Uqodyfeovkbq,93.0,0.0,,Saint John,,Ubvdhi,Fmmvrxddgc,Cvwgxmuykxylilopstohoba,Ontario,3757101.0,185892.0
O,5.0,W,Ujo9630,United Rentals,,7.0,588.0,bcwewjvgmkhthuuknbpzrecno,Canada,tpdzscdqwtqhjw,65.0,5.0,1-121-277-4762,Birmingham,,Hshntn,Zlhtfklabphlwnukstectoanitctrrmlrvdwtidwhktumvztpbgqroveploasjjhxhrqrhbkoznrx,Ujobhadoiltkyttkfseihzqrcrek,KY,2050133.0,419892.0
R,0.0,D,Rlo9631,Entergy,,9.0,838.0,Uchbalxphcccmbbilqdh,United States of America,Nwvchpspyzplswrxchjdxxteexhwnfvorfheoiznmnicmfgozjiskilacg,22.0,4.0,1-467-298-8636,Sunnyvale,,Xcfccj,Hqhjjvrujasjtt,Rlovltjqjoruiwamyhjgfeesaywt,OH,1299398.0,383095.0
O,3.0,U,Edt9632,Carlisle,m,0.0,516.0,Nnyjmlbfjg,United States of America,Tcjfigwetjllmkvjbhxcusydsgwldcmkuqlnztwlmmt,42.0,,1-303-717-2689,Torrance,z,stoiqh,Svkrqysgohbxwealhbxwog,Edtnflqnmehsuoplpugdlbeehxqqe,NC,2701723.0,308861.0
O,4.0,M,HDH9633,Patterson,,,839.0,Pvxugrmv,United States of America,dswkmfvrglidcilyduiophkecjecauwxbqekvnvzyfdnkrco,21.0,2.0,1-750-299-1821,Columbus,,Vmgvg,cudtcqxfgvybouccapaizpnupemndzvarrbctyujkvxlrlvdeflnxll,HDHQWAJTTBLOIAXRDRWNFKSTWMXH,Prince Edward Island,,94274.0
U,3.0,M,Mbv9634,National Semiconductor,F,,370.0,PJPXMZM,United States of America,feteslrtevlvkwslvmjkexqcpaghiozfxotkorvfawykgkv,30.0,3.0,1-770-700-3972,St. Johns,d,slwwcsq,xlhtcxgvgtaheikskoayppmziwzddizbagd,Mbvdkigafhdcfxpuckqohh,OH,1756757.0,245985.0
R,0.0,M,WKP9635,Coca-Cola,M,1.0,456.0,Dbjpswqtushxqkdwh,United States of America,Eazyxllrpvmtf,59.0,,1-998-749-6801,Salinas,,XFAGQHQFSDQG,Ugbwiqhojdmvqoffkejjouatraapwabbabmapmuptywmaro,WKPLD,SC,942008.0,400758.0
O,2.0,S,IBU9636,Continental Airlines,,2.0,458.0,Qdqesawxemkpnjpobrb,,khflfnkrlokwzgpduiopfslbpauvvrmrrpzlndklamwikdroa,44.0,1.0,1-446-903-7131,Nashua,V,Xqqvy,Hubjswlaorgpkrhlzogacsetohajgqxmhltlr,IBUUSCEOCBKLONLVF,FL,1347910.0,440015.0
R,2.0,M,eqc9637,Beazer Homes USA,,10.0,747.0,IEUYBVYNAQGMICOWGUBASHH,Canada,Sqettbvoezdcuvlannxdgljtdxpthbxxiqfkpnpoccvqhfnrvamoadietwormcbqdvjorsryms,80.0,1.0,1-518-944-4097,Tulsa,,BKMGPQKWTRG,UOMAAOEEXTMA,eqctcvdjvstgfpj,SD,2549732.0,424229.0
O,1.0,M,Wcc9638,Select Medical Holdings,f,10.0,659.0,lqjdduqfanahypmnomeupb,United States of America,eivpforhbbwgwugvagyoeqzifecisefyaceicmatdtyggrylxwfddecxxd,34.0,3.0,1-849-881-6875,Reno,c,,WWBFVQUGLODQCAHZNDGNIFZADNKJTRGQDPAUTKEHKDJUFLLDRJKCTJQPNAUOXZPFFIPDUGCTQQMKCSUS,Wcccvjkgczfvcljdvcizvpawnhhqn,SC,981332.0,69150.0
O,1.0,U,Ktq9639,CH2M Hill,,0.0,676.0,Fkpufhurkdrkjhcsrtpehbqx,United States of America,,24.0,5.0,1-007-388-3095,Worcester,f,Oijcpsxc,jmzzxpbpyjrohuwrshswplbv,Ktqvbvivs,IL,1977940.0,234345.0
O,1.0,M,Zos9640,Allegheny Technologies,,5.0,701.0,Qxciwoescdcbieqmgzxadh,United States of America,Lrdjlvfzybhtmmfjsparrklpmdvjyznkwjk,94.0,4.0,1-992-699-4247,Nashua,,GBFJDXOAE,Bxvrolwwlbpnehinlnyogtagoiqakytxceqkjsjdrfzzddwxvfmklftrw,Zosiv,NY,1559371.0,96921.0
R,1.0,S,Agt9641,Allegheny Technologies,f,,,Pgcvxwvokxeavmegxwa,United States of America,XFDDNDMWSLUIEKQBZZESGMWTDMEHHBKUTXNMQNEBWPDXSCMKTEGLENJKSVWCADYUTPYGYPHPOB,78.0,4.0,1-766-275-3648,Inglewood,,gbrxinqcb,,Agtzeicqdfjmsosqg,NM,1863673.0,386291.0
O,1.0,W,Gqu9642,Alliant Techsystems,m,2.0,810.0,Agrjlrdwcdedszpkxvjwbmbx,United States of America,uusstttkuclzjmtgxgtpnbpmxcojeudworrachyhgrutszqrnlrwzl,86.0,2.0,1-369-804-4930,Mesquite,l,Nibldg,DNFXOMTGSKITJIOCPYTKDQLELDGCASTZYVFIMNYYKLVYIHETZQFAEBKJVQLQGDLLWH,Gquxou,WI,2656907.0,146507.0
U,5.0,,Bdw9643,Broadcom,,,735.0,Pvdiqirnns,United States of America,YFGKXAQYFDPBCPSKDDWSTSGGEAMZUSHCIVGWQLEVJRINMVFOBEOGXBKMWDLDIIUXWOWP,90.0,5.0,1-836-845-1047,Newark,,Dytajlv,Qjcignxdlthdgchadb,Bdwzsrifn,AZ,286281.0,18703.0
O,2.0,U,buq9644,NCI Building Systems,m,6.0,791.0,lrljedtyomt,United States of America,WVGAHXAVHEOHDAUPZRSWLWKCTSRNRHIZKIAHJFLSOLSGY,58.0,5.0,1-421-570-7147,Pittsburgh,U,Zupzyhpl,rsdpetdkvfjliyyaorvbwckxrdihczcnizzniugdrnpdlpdwpmpwvlwivaznwnexkypsijmw,buqqgsh,MO,2389595.0,53647.0
O,0.0,U,fhi9645,Career Education,,8.0,684.0,KOCHTUNFKCNCOKIUMUUIUFQ,United States of America,Llhuhnzyyzbodossnznpwusqwdgswkgkjqklmpqaysdjyxllkpprauppreqzzrhtwmpnphztagalpx,78.0,5.0,1-757-716-5992,Akron,,IKSJNCGOQ,SDZPDLZDRDSYAZOGUMDGNBGDQBIXXTJBCINTHISHTNZLN,fhiltisrnmuwjyetoccpnppzwcrkz,AZ,1957281.0,434003.0
O,5.0,U,RHF9646,Beckman Coulter,m,7.0,841.0,rzycrvvplbtjcn,United States of America,QVMUVIMANCYKHRPSBWZ,69.0,4.0,1-261-331-2427,Yonkers,x,qxinc,Stydezvfdbmkfccypapqxxqwcpnitzesfdacastjapmkyezfrktdqixthrgmoiwnlrnd,RHFQKLLFMQQTMYJXHBUBYJGATOJDAH,WV,3301979.0,70929.0
O,1.0,S,Oks9647,Retail Ventures,M,0.0,392.0,Hxitbsmcbzvvltrhdx,United States of America,,92.0,1.0,1-346-021-7864,Oshawa,J,,stkgkwqpflseeaarwgpkxqafbf,Oksbg,VA,712995.0,289744.0
R,0.0,U,UKQ9648,Calpine,m,9.0,492.0,Jjyquyidukftznboigwmrt,Canada,Wgwivpqnnyjgobkvbmuewelghsgnjhtldtbylrbdqgonpqnshulrkjbhivjndvlzhozcl,2.0,1.0,1-790-926-4762,Dayton,,Sovvspz,JEDKTLXSHUOHUGYOQOTUILLOCUASLVRHQGSGIUCDNDQUMZUASJPWVOXOBMALQBTDUHWHQTRSZTVIIIR,UKQJBHGD,LA,842795.0,156050.0
O,3.0,W,Ohu9649,Delta Air Lines,f,0.0,744.0,wmzraxrjpbayfikbfxtqupi,United States of America,Kuqurytj,,5.0,,Flint,,Tjopetbhpn,vxuna,Ohusqvezmwghgbyfjcmszupadde,Ontario,1367688.0,382626.0
,,M,smm9650,Baxter International,F,10.0,636.0,Pgsyfb,United States of America,Tarkxdkweibttmchdvsiszfxhxpiaujupjabxuf,43.0,3.0,1-940-377-2495,Glendale,,Qxyoomfyvut,Fhnfjnokzcphovtwkqxajvkshjrlfvokrbmyvdgmtmjftxgjuvamxhjawkmzjcxpkernvxg,smmfkuusvzynlfnxmljvasunrarphp,OK,2635107.0,133264.0
U,4.0,U,Beu9651,RadioShack,,2.0,395.0,Hlpmewicdkwgqtrkwdcvjmqf,United States of America,Frzkdfpsieutfwcxhpaqfqovgghlfgkkberrjjanqpovihnuslkimvhmmvdnaahobtrconxiboao,77.0,3.0,1-633-105-6727,Sterling Heights,,oblongwf,Dobaryj,Beupfjdkjq,Prince Edward Island,2208163.0,425723.0
R,0.0,S,APH9652,Chemtura,f,,783.0,coetvcffyvxidwsohh,United States of America,ofieicnsywhqlqlulhpfit,90.0,2.0,1-852-696-7294,Overland Park,,Ojakk,Uczfvzlygptcpmerfksbkmfelzsvtegueipwjtdnbpccezoyzojcirpctfmrof,APHSNCQRCWRJPMMVNXTPHKKDGEC,MT,921134.0,306944.0
O,4.0,D,GSF9653,McClatchy,M,8.0,716.0,SGCKMGLQFOFME,United States of America,Asgzbixrtcrgjsvrgxvabyuvsphmrkbcdbshtgzxfpaqtsgoapzqixykgtswfltoxc,5.0,4.0,1-928-315-1548,Detroit,i,DYYMGAMOI,uybcfpckzy,GSFFGRFGFRDKQHQPIOVCQTBMNZMR,SD,811994.0,288499.0
U,2.0,D,Vha9654,ConocoPhillips,m,3.0,550.0,binplxmrenezwdrlrob,United States of America,SBYPUNONEYLHVZBMDYONGPPQHEIBFFMEBX,55.0,3.0,1-405-738-1297,Washington,U,Nqhzo,Rsnoceputpofykhewgvnkhuazhzqtadqukgidtzcdegfmfuhuyevtzbupgzpxmfpmzxnlmgxba,Vhabyuef,WY,,440276.0
R,3.0,M,Jfg9655,Abbott Laboratories,m,10.0,763.0,vopdmcnvzdrlfdor,United States of America,Hdcuzxinnywumdqvjxgtakruykqiifcdnajcx,26.0,2.0,1-964-125-5433,Santa Fe,k,Cxibq,Vkhyoqtfgx,Jfgrzaadppwtsc,WV,3169368.0,335631.0
R,4.0,D,npn9656,Dominion Resources,,1.0,489.0,iljyiseyb,United States of America,IUGTAFNUIPPPA,45.0,0.0,1-505-112-3484,Vancouver,n,Moznadepu,LRIVGLEWPVRFUQRUMO,npndgslvzom,VA,2043675.0,188284.0
R,5.0,M,umw9657,Genzyme,F,0.0,779.0,dohbyynswiqzcpklesemfrt,United States of America,Wgmrapwgjoc,30.0,4.0,1-590-018-4997,Stamford,I,Jcqqdasnbq,Pzvblkxzz,umwdecwnvkvah,KY,,102698.0
O,0.0,D,tjj9658,,,9.0,452.0,Tntfljajmhghb,United States of America,Xoxveuemycwwxhallcnuapboulwzvgnopciaccmy,15.0,2.0,1-491-191-5968,Abilene,,pguikuweayns,FHUGDBGVHQLKULGGFDPGFELRNJDPR,tjjqhcketlab,SD,2886757.0,314955.0
O,0.0,D,zzq9659,Ralcorp Holdings,F,6.0,673.0,Qrvmribikkrkqbdlfxkwmtrsbe,United States of America,GNKDWSAOGSXNPPAOKECAWFZZDJOEHKPZUOLBIGPNRLRLQNFEWBGQ,70.0,2.0,1-586-119-8258,Lafayette,p,TMIXPFYVKGE,Oidhmmumqpuemabvdjxpihgxgeqcrrvtlaml,zzqercahynbbydkndayjctbmwhmiwq,DC,1681142.0,
,5.0,S,Fuj9660,Marriott International,m,1.0,418.0,iuydf,United States of America,gjfyemuiyvunciczbseowfsqwbplw,52.0,4.0,1-933-513-8421,Torrance,E,Kefgng,tsnpdvrnwho,Fujxwq,Prince Edward Island,,
O,4.0,S,xwr9661,Devon Energy,m,1.0,453.0,xffkkjaebwyxowcfmrajkdkwxmr,United States of America,Rlhtdbsjltjhxndfpusedjzbxchqwvkrozgsedmxbsayevsqvaijxdddkogneptmm,49.0,0.0,1-082-095-9779,Biloxi,,XLOFUJVHVG,Ddmqwhytsdfo,xwrcsyvuiycalqmpxrodiqz,New Brunswick,1578917.0,35214.0
U,2.0,S,Qqv9662,Hess,,8.0,347.0,Gdrkhmaifovplarxsitfv,United States of America,Cazftyvbjjuswioxce,35.0,5.0,1-848-087-7400,Philadelphia,,Tuakxjjdmyq,,Qqvugrcnukigvyd,AZ,2209812.0,419445.0
O,3.0,D,lmh9663,Cardinal Health,,8.0,652.0,CAZCIXCMFTWVBCVJVJPKMZGKLSL,Canada,BMJBJGWSOTIQDZJPRRREODSSQUFULZBPPEVPKGUKRAVCRKXQNTMYOFKZSAJJARSODEUZHUSNGWD,51.0,1.0,1-267-122-8885,Columbia,,BRYIFZZI,Nadwnovydxlptxlcs,lmhqlxamjdkdfnbaqxpixzrs,DC,2741874.0,306590.0
O,5.0,S,aoy9664,IDT,m,,315.0,Vzkcjcrwjjeemtaxwb,,MQIUXKJMYRUEBAFJHLDAHMNCKUNBBAJFQROMXNVBKME,89.0,5.0,1-483-408-3124,Casper,c,UESWAUAVSD,JVCZTMCWSKSZOWBHIKEJSPYTORSSSZHTCV,aoywumesvcflcbdasxppsqxsbunrwb,TN,3568994.0,238125.0
O,5.0,S,Rqd9665,Sauer-Danfoss,m,7.0,459.0,ZIAADRFVXHMZDITGQTWWIFREFWCDCH,United States of America,inlhxjyshouosxrweoahbjtndxxcmtofauywjpdo,41.0,4.0,1-968-859-9429,Independence,,dcvamdzj,Sqtuhhllecdmkzhhsltxuopcfjfwonaypqyhsjtmtt,Rqdivrhznoezcw,OH,2346784.0,261835.0
O,0.0,U,Dqw9666,Micron Technology,,2.0,725.0,Skdatqeay,United States of America,Cmtfjhxazegmmbvtubsqtdpqhlcwiqriwedknfkylhrdmwqccjvlrfjgzrtaxqsdfjkpkbd,67.0,3.0,1-745-910-7040,Memphis,,Qcdyewmngkxa,OSQTIJOMCMPBEEHJZNDSMLUQADPYJQOSVTOZEFTGILUDIQXZA,Dqwdkkbrbmhriaoseyofjwizj,Alberta,1898220.0,497692.0
O,0.0,U,Dgn9667,General Cable,,3.0,447.0,zsekhciorhksonmtvqupfgrpgmje,United States of America,zmpvticxajhuftrllcvxepdcnqmzgeoparwfzx,93.0,1.0,1-899-093-9739,Cedar Rapids,,wuskbqszeb,WWZPPTLQFTESGQ,Dgnbzrqfsncvsbpgpgeuju,NV,2203625.0,88112.0
