prospect_AddrL1,prospect_MaSt,prospect_Co,prospect_MidIn,prospect_OwOReF,prospect_Em,prospect_NumC,prospect_PoCo,prospect_NumChi,prospect_In,prospect_LaNa,prospect_A,prospect_AgeID,prospect_AdLi2,prospect_C,prospect_St,prospect_FiN,prospect_NeWo,prospect_CreRat,prospect_NuCreCar,prospect_Gen,prospect_Ph
MLBIFJWLGEZKALJOFWQJWKBODOTIKMCDXJOGPHYNMP,M,United States of America,Y,O,PepsiAmericas,3.0,Nfcptvqgv,1.0,202184.0,Bogrmkuphptkotukiorcshx,34.0,Bog9566,Krjrnbrtgnhsvnlbltssrcdwsqsconfzyqxespseyiympqgutycdnvkryqh,Tempe,DC,zpjxj,,356.0,0.0,,1-414-232-5178
Usmpwkp,U,United States of America,,O,Nalco Holding,3.0,Qkwsq,0.0,226522.0,ooxbvhsrwqjsxhrxai,90.0,oox9567,ceoepcaxnmjxdahrjvkgyfxlaqjuzpgevipzmgtieoiqnxzoenm,Los Angeles,VA,qnnwnbmbd,1327387.0,646.0,1.0,,1-145-568-1188
wuamjuooutfsbtoppoelyzhcrvupkvloghiebdwupygecmpwknpxmqcmn,U,United States of America,,O,Retail Ventures,4.0,UUDFRWA,1.0,119285.0,Quweqbhvmenjbayscdppdismcmoix,96.0,Quw9568,FBQBEWQTT,Winston-Salem,New Brunswick,WJVPGYAMVFXRWZTPIRSYJPK,2496893.0,443.0,7.0,,
JSCPQMYYDGAFNAXZUUAQISROJEIIYNQZKUXMJQRSHUIVLEUAKZYHKECYVDRBFN,D,Canada,X,O,CC Media Holdings,,Spvlyvcwa,,384384.0,jscpwqrjnkuiiedorcnee,46.0,jsc9569,lvkqntmjlyanplilynwjywtxxvlevniaolrgrofqfespokxqqpcqqkvejajucbwacxecvn,Pembroke Pines,WA,Gfwfaqaoxpoir,3141170.0,660.0,7.0,,1-099-959-1170
MKTCYBITZCKIAFRNQXFMSBFVDSNPJKCOQMNIWBPGULPVYUFOFBKERGWHLUHBRTZZAYHEBOGDVZYG,M,United States of America,,R,RPM International,5.0,krjug,3.0,26242.0,Gagbqsb,81.0,Gag9570,SOXPUBMFISHSTZJJALJ,Mobile,NH,Ngmwagpnhvvdeynr,159285.0,448.0,,,1-849-432-3416
Nwwadpmkadtcpxirxajijjlhwzmirxjwfsthhbmwexalysjxla,U,United States of America,,U,International Paper,0.0,HSHVSO,2.0,,Zeiiqkrbikekygxkr,37.0,Zei9571,Gszbxwdpborelxfkhnqkfhnptcvdxvkdzqqehrkpkwralibratdmfngafledht,Austin,IL,Uqmupybnkvapjprlvorammlxiwrr,3794937.0,330.0,1.0,f,1-663-555-7586
pcdhbrxksnodfctpjkcggcwgqpazbbzpzduabhdywvyyvua,U,United States of America,j,O,Boyd Gaming,5.0,Gucwydsm,0.0,467896.0,lwicblwi,35.0,lwi9572,Hyercsvndsevudixowyvkbbouhszxqgxtzqisihszdduosqmgwpnmavqampbkvatdmggywvhgfkul,Independence,SD,Sjpcnhrtjxwjsfmrkxpb,2787169.0,566.0,5.0,,1-522-737-2862
Nivbrjzgqyqcbcgwvtlgcvdjoafhhfthlswspowpmtx,D,United States of America,e,O,Rowan Cos.,2.0,Bmllxpjz,5.0,292846.0,JQNXPGMHLLPPZCAPAJXBNJD,51.0,JQN9573,Vnxditodpmhjwxfuqaxepwsuihizktcprsaavgjcbtcwwrzpncrezmlqmyserptyfuxtggykmzqow,Chula Vista,TX,pgpwpppyjgjhiopcinitdonkua,3243634.0,510.0,0.0,M,1-139-061-7035
Zavmbrnxxcdkbmitavocswkebt,M,United States of America,,O,Vornado Realty Trust,3.0,xqmoug,1.0,94349.0,XJDXMCMQGVZHEFHCYDTFRUKARYG,72.0,XJD9574,Guwuoxzhirgxcbffptqdrltzrqqbsnujgjvikkfljljeuulbrpydxscapgicztgiqwixtiyvhetct,Washington,AL,Pwojpvoekmzsskr,,407.0,3.0,F,1-140-936-8711
Xrchxbzuizzh,M,United States of America,L,R,Precision Castparts,3.0,,3.0,117874.0,Pkbebqoucfxypflvhjqezmcfnyhm,23.0,Pkb9575,IHZTFKLCYBMNWMGWYXWLLBEDVEPKRCCIWDTIONSNSP,San Diego,NJ,Fulsjb,570578.0,644.0,2.0,,1-288-512-4531
Nqewcdghszypoavedybbfdwnmhwcrosjixzw,S,United States of America,,O,Gap,4.0,jjrlquu,2.0,168747.0,Jsnzexnvnqbhaudydsuxphovqpocq,94.0,Jsn9576,,McAllen,WY,MSGOHNGJGM,866654.0,672.0,9.0,,1-074-564-4635
Rjjhtnhyfcabixigwoftaiftc,D,United States of America,f,O,Chubb,4.0,Tpcnwvevb,,375855.0,OQFZN,24.0,OQF9577,Plpcupgscokwolokjvgqim,Washington,NH,xhxxnhgaesfcmyclvwjpwrg,3883861.0,827.0,1.0,f,1-034-049-2184
BOYVUZELOQITOYEMKNXISMFPY,M,United States of America,o,R,AGCO,5.0,Vcuynca,1.0,310793.0,aknmkcyxvwrgckjksbxmldhe,27.0,akn9578,Dmvjprabukcmztutfgbsweszaampoodlxltnulvecs,Fort Wayne,Quebec,Hielutwja,1661912.0,394.0,,M,1-958-595-3219
Zjppddropiovdkckwdciosvsrcbeuueyredqxmgoewibil,D,United States of America,,U,Biomet,5.0,Bunjvklnisiu,4.0,206675.0,wowpxjlroveoinxgfkpglbo,59.0,wow9579,Ackrhpiilaetjmvoc,Hayward,HI,VSIVUQISFGOTZCUSWJZX,2334122.0,542.0,8.0,,1-152-835-9487
Bdjggtbiakdfikrtptaklpacscvhldcsrtvofduvqjddvvkmdjtobggdjrhcdcndswskbzsqnrzlg,U,United States of America,,,Spherion,4.0,Suhlnnoxidyo,3.0,367962.0,SGVNCFA,55.0,SGV9580,RXCMFQENVJQBMFWOGWMVWQTVONZZWHWDTYWZVGGKREHIAZHEWYTUKKLWJBMCCDIPUJZWNNJCTBBRADHQ,Scottsdale,IN,owqxqruuvfdotxguzjizkqqyd,2651982.0,675.0,10.0,,1-024-257-9090
Cqndcqsghqrb,S,United States of America,a,R,KBR,2.0,Almthx,1.0,497404.0,Acehtmkwg,19.0,Ace9581,Qoacivaxdkalsorhvdmwzppttwxtpvzcepuupwaijpclkreoovpep,Sioux Falls,CA,GTEYCMPKOPFEHTIDEVGDRBSI,1839032.0,415.0,4.0,,1-346-424-7217
Iuutkubzgtywbziqphkexcckylapoau,M,United States of America,,R,AmeriCredit,4.0,CBUBOPRHHQW,0.0,23985.0,Zivbeprkffsxrfz,32.0,Ziv9582,qxcflqpuudiqcpnavdtswokbkbrffccwactatexkbdu,Bridgeport,AL,Uwmrnfrsfbivpfmemaltl,1927218.0,695.0,6.0,F,1-656-335-6322
Fwselhldygqcmazhkfbzx,S,United States of America,C,O,Barnes & Noble,2.0,KKVRSLZGEI,,439662.0,IMKKQPAHENOWDEVFLUVZBNQL,48.0,IMK9583,vvelmcsawscyozgbpornfoyjwfxxkabwbbbueknrvcivdubwhwdawobauoswionxpetcbzsmuooyubuu,Fontana,MD,Lyrjeblke,2633551.0,834.0,9.0,,1-919-212-4817
NANGJGKJKLPYIOOGHMODUNBGGRGRRQKXDHF,M,United States of America,,O,PharMerica,1.0,Rnsyas,,369204.0,Ylkthqservgp,20.0,Ylk9584,zhqrzuylisoypqwumvlknptqnkylauuqtmvpqomrsltxifunapzo,Fargo,AL,pvwbbqeanswwxjrc,3287590.0,671.0,8.0,F,1-535-055-3536
Jmxpwornzweibcoquxwnmvnvpicevxccutqdvvkohpyojy,M,United States of America,,O,Waste Management,4.0,eksbqwvego,,141929.0,Zwlnpuduqrvgmbboqmuxsn,90.0,Zwl9585,clhdhvbmxtqlydgutnxbdpjzbsapqenqyadnymnkueavkwocfbjgpdfvripgcdmrvv,Minneapolis,UT,Zbprkavxewrrxihwrqdfkrnp,2043569.0,301.0,1.0,,1-329-330-1734
Hpchloumeyguupqqzozkgamhiizdhrftrbckxfpmpsoidcdxrhz,M,Canada,,O,Philip Morris International,,Eifoepazwvtd,4.0,365389.0,Oxiaooaibcbbockq,3.0,Oxi9586,tddjhwydgidvepwfxkrywjfolmq,Charleston,MI,Lzajvdgopory,3024522.0,714.0,2.0,F,1-998-953-3901
urpfeqchowzwzamchwrietvcqlkcyqablcjjxsugzpcknrwwqtjxlaiqnvdenedbljxicblngaiccpxs,S,United States of America,K,O,Air Products & Chemicals,,OROJEAPJN,0.0,234124.0,HYCNSCQZRTHQFJYIVCNRHNZNLIBU,34.0,HYC9587,fhxarvcnggirlknmawrpshvlqncfugid,Elizabeth,MN,Pjibmstg,2097877.0,641.0,9.0,,1-649-495-7117
JYASALXNBJSZXRKAEVO,S,,V,R,BJ's Wholesale Club,3.0,Bosppjl,2.0,298976.0,Yikatvsvrdyppgu,99.0,Yik9588,eoxsbsibxmnnuakkrqlgaieqnk,Lexington,AR,Kyflluulstnop,2114972.0,582.0,0.0,,1-603-787-0064
MJPATPBBFJGHR,M,United States of America,,O,,0.0,VYHAXHRURO,4.0,323188.0,FFMQWXU,25.0,FFM9589,GMFVOFMFOGQGLBAVSXELIWNQLWBUMPASGOEZBKETLBMKTOVRSHZBDHBTNEMSFMYRGWSPFNQW,Santa Ana,Quebec,Iwshlllilpdpjpyfaxirn,71123.0,318.0,9.0,,1-724-827-3598
IGOENRHESZLVVTATVQBPTGLKBSMUSANPCRYXSSNZQFQJPBJGZQORQRJUR,M,United States of America,r,O,Aleris International,2.0,USCUMJLZ,4.0,125822.0,Tkdrblqi,90.0,Tkd9590,Jcjpwtkdnsylsdgrob,San Diego,NJ,Viwnqmi,481333.0,513.0,6.0,,1-750-106-0156
Bhucrckyjxffvvrdgxqloqpecdhlflkesvutoefsdownsgihfaoivxnmipdaxnsnelwmhwblfmdj,U,United States of America,,O,,3.0,bfblph,1.0,382939.0,Uczwtcbdtffpayfbcoqzjvdyfmhpb,11.0,Ucz9591,wpnwc,Chesapeake,LA,qteywprmaoq,2491861.0,795.0,5.0,F,1-963-696-2524
fepgcrsevmgbinqybhbwoexmgnlfi,M,United States of America,L,R,Levi Strauss,5.0,Linglno,0.0,141355.0,istdyt,30.0,ist9592,agfpicyolhvwgrswbzkxantujrdkqeujetlgkcryhlqwjqofnhcdcdalvvcqjunrybezunqqsw,Arlington,WA,Bfpyktuftistcqgkxccidibqqlpd,3221662.0,720.0,5.0,,1-517-390-0230
Njconlwyewrukkwszrrqpnaei,,United States of America,,R,UGI,5.0,Trqcrrrzl,1.0,364346.0,Wyqcinkbkqbmxi,79.0,Wyq9593,tuyujrw,Overland Park,Manitoba,PPUQORSCCJEDVFEKKK,1959595.0,351.0,0.0,N,1-290-754-4689
Xsbzen,U,United States of America,P,O,CH2M Hill,1.0,Zoqzt,3.0,86581.0,ERGRBLXULL,89.0,ERG9594,tqkhmqscbwakpjayystrhwmbknqqaiwebgbjhdbhefrolfjnowbjsvlahgpbodupjhoagdbidxrus,Alexandria,CA,SXWRIAS,119276.0,845.0,8.0,,1-637-106-0842
Pefgmeuqwlvuiouqwoskhnroovcvsavbdaofxnfwpwrgxbetga,W,Canada,O,O,M&T Bank Corp.,5.0,ciyacdio,2.0,111228.0,Vjmtpccuavvdckvihfztzupicsolws,45.0,Vjm9595,,Hayward,IA,GUNPTONZNHODKGDFUXV,1813521.0,407.0,1.0,n,1-694-681-6738
gnsaenxsyboqifgznissezpdmeodqcsvfymximvyoifiptegthjprbuwkjwfjvappreefspunxwj,M,United States of America,,O,PG&E Corp.,0.0,dcwfvgty,0.0,129040.0,Dnqfybqijkwnrzwowtjgiimzmtm,82.0,Dnq9596,TQLBWNMBLCOSFXFRXLOIHPKQIUHCYXHUWGNZCPNYBFGWQTAOLEFHQBXDCTUNFTMVXQJMOP,Grand Rapids,Nova Scotia,cnkmob,,694.0,9.0,m,
Dxctelmugglxdhjhxtwomgjoumqpzcoyehqsqlxxcyhycqgqnrauxfoupfoeulgfai,S,Canada,,U,Peter Kiewit Sons',2.0,Yxkdw,1.0,305340.0,Jxjjwbbgsqcfdeerleaswmxlfdt,15.0,Jxj9597,Wqwdppkjbncmyuyrumdxcirmdxvkudoubfbnvxn,Fargo,Saskatchewan,JTKTZC,1835226.0,566.0,6.0,M,1-450-992-8755
nsbusopkifiqevnuesmdbzwlgrixxczqglm,M,United States of America,A,O,AGL Resources,2.0,LLUSTFOPGWLV,4.0,59865.0,PYRQVSQMEFYLQWRLQX,1.0,PYR9598,fjfpudhxckkqjgixinhfrseikxnjfsqrnuyeyasimpotewzzshbhluzrkkokkzwnbagosr,Fort Wayne,KS,fppixcu,280212.0,626.0,8.0,m,1-996-648-6019
FYJFWRPMGRPQDAUPVNIOPQNXYHLAMLBOLNQCWGMJBULF,U,United States of America,,O,Rohm & Haas,3.0,OLARRGMXJPT,1.0,358175.0,UFDZQYLIFDDB,74.0,UFD9599,lvhleknvptgwwicnseknkpdjbkimudovwgrtjxwmnfhwljhtzrr,Chicago,NE,PHTUJBR,947447.0,794.0,0.0,M,1-491-567-4129
wqpbgabjdpeicuusedwkryzqmphzgvkxxhvxygnxqpcrpjfjhmhrjdoqyhntoxtdzgva,U,United States of America,N,O,Progress Energy,2.0,Jhieredm,0.0,284583.0,rlfscelaaknihrkaxwijqsdbqmmd,44.0,rlf9600,Dnjmdrotakxsgndolxnrqtgcsain,Hamilton,NE,Wswezhpsgbv,1796353.0,639.0,2.0,F,1-819-998-9209
svnqswxcedigkhhtmorneurrpdcwbcwxwkgvqn,M,United States of America,,U,Lincoln Electric Holdings,3.0,jnnulkcoahhn,5.0,147469.0,Hikzxecogc,9.0,Hik9601,Cmlolmheigogxipoydwegluxxiairdcxlotxpvccbpmiwvhtkaw,Louisville,CT,xlauir,766911.0,595.0,7.0,,1-704-621-9062
KGJAXQEADLSRCNVKPICGDRWTFM,S,Canada,,R,Vishay Intertechnology,4.0,Shqbwvhrbfh,5.0,164412.0,UERBNDILPZPQPQPGAZMEIMN,60.0,UER9602,,Lexington,RI,Efqzdipjtitxffgu,50549.0,539.0,6.0,M,1-469-302-8928
Wrsszhmrscxnrjtwmybwrxtqjvwiqotb,S,United States of America,S,O,Select Medical Holdings,0.0,Kduuenuudj,5.0,60820.0,Pnetkjnr,74.0,Pne9603,bhisjrttbqymxenqsxasvkxoecavijyzgkkxvjftrlqevwcxztajoedvsqjqgilpc,Sterling Heights,MD,Ywtnkioxsqndzzswdzdfled,1509000.0,672.0,5.0,,1-962-082-4168
Xtdakoppqlicucmtxvxkvmamufgrmzfudxo,S,Canada,,U,Erie Insurance Group,1.0,GQNUS,5.0,401822.0,lqstkx,45.0,lqs9604,kpigvltudtddqvefrwapvkqoxxcjcqmowoqewyiypciahafgkla,El Paso,CA,NOHMQAALAHJKEKJGD,2054169.0,570.0,3.0,F,1-775-715-3803
IVIFUTZJVRUEIUCIPSVLMVRUSNWGVXAFUNMMEQSMJJLGCZBHTNAEWRTNWBGWVPNDKD,M,Canada,,R,Union Pacific,1.0,NFKLNZXC,0.0,266517.0,pprezrnzsnhptavalprgpo,24.0,ppr9605,Vebqkbgvmyqlbjgnjhiluieurciwgylonnnleqbbeetnvlhunlhflkseudv,Pueblo,Quebec,Euobgg,,350.0,2.0,F,1-921-672-3046
nyjdqefglslst,D,United States of America,,O,EOG Resources,5.0,HYUBJUXXRQBG,1.0,236621.0,JVUVCDQVKQMAMXAKWNIWW,29.0,JVU9606,Ybjgmlycdhgxfsngxzsqoltmfuahqqrdmpbysmduxuntalpywccsegafvei,Chattanooga,Manitoba,OWORMPTTTUJSVJHYGRGJOK,,521.0,0.0,,1-775-339-9138
rdbgoamihavtfyhvdwimoyaraysupqjkuqgrtqhdkxnqfqbanianskk,D,United States of America,r,R,Wynn Resorts,4.0,WQIFQOX,4.0,410609.0,Ctnrliqyccfcfsyaftbbtdyhdrcsyt,63.0,Ctn9607,Irjeneymsajdyrhroqmbntyfhcxmdrhtcxwsixrudqy,Vancouver,UT,HLPSJIKXMU,1991727.0,426.0,4.0,f,1-297-283-2223
Nffidxzjdszntagrdoeyhlwfmumgeiwb,M,United States of America,R,O,Hanesbrands,1.0,GDUXT,0.0,,qlmfa,83.0,qlm9608,BKXOEKCBPUJTAEQPECWICZTITNEJSEWNWRHFLWAPBATQBJYYSHIDICPXHEAIAKMEMVOWYNVSX,Sacramento,CO,Myzgpxghj,30888.0,823.0,5.0,,1-354-529-3892
Tproadybwetcifrhyuttrga,M,United States of America,J,R,,2.0,Ezmrnolwl,2.0,429711.0,jhaveyhqxlcexposez,75.0,jha9609,PRXXIPWAAFBNUMHADTMXHCYACVNCTFJQTYEWRUMXEOPPNFJGGEWOOQUGVZOEONYV,Jacksonville,KS,Mpgxeyjrchkkxfamv,3932732.0,548.0,9.0,,1-115-583-3844
NQSXTPCWBGFXFL,M,Canada,,U,Jabil Circuit,3.0,WPWIUCSPC,5.0,25462.0,Ukutzkbddzfnoscgtdftcahhtkc,52.0,Uku9610,YNMGEFVUNGCMDTYBRJAKLHIQNNANEVWJOPZSTKRXDRNRLNWLTXUPOEYGVOBVCHFDSPHUPR,Denver,RI,Lbnwcmkmtkehqmzfgbyfxzsec,3816349.0,850.0,2.0,,1-570-847-9762
Dlstpxtzknvffyzfphkjhrjjmstwsrkgtmufzhirmwxpgcjhdjkurolncqjj,S,United States of America,q,O,Imation,0.0,CTBRL,2.0,200012.0,ZVXXIIBOMHQTVGOVVBFJLUBBDATWSF,28.0,ZVX9611,Cjnetclltbrfaspwovhpwpxgkpoltilfartddcgwghclnhojnwmg,Rockford,NV,Kmfbjwihfwovoypvulmyikdpp,1524003.0,,0.0,f,
Ejgkxibrfsvudwhpqshahrflxmpqcuicosdvskcnvucdslahepu,,United States of America,,O,Coventry Health Care,4.0,TXLAOXTGQBHB,4.0,359501.0,srxyobcs,45.0,srx9612,JKJOGEQBMRIAAYNLZUBAVCSLOUKRPJE,Naperville,WA,tbhpfrhlaudrlfbiwkffirneho,1604876.0,825.0,4.0,,1-117-699-8077
Kfookxkkovchtemaqggeupgwadzckebkxfwjf,M,United States of America,c,R,Blockbuster,3.0,ljeatulp,3.0,244323.0,ensrsaizskhiaglrnfagtfs,8.0,ens9613,Dclkyoxlgqhoevlvvqypsakysfaivjdwpwmucm,San Francisco,Saskatchewan,WVWHFNPOQHNJGBSZXH,3122664.0,684.0,5.0,,1-330-169-0786
yxdtadapbxczdzifmwbmsdelbwvchpbtupvpclzhlfkhhddkehsldwy,S,United States of America,n,O,Harsco,1.0,vqutpcii,3.0,375382.0,Fvlsczyvjrcwnnqbbmvetpipi,79.0,Fvl9614,uuutbmfctlmvngqpqyigixttxjcderkjcebximgbfwmthcwayedb,Santa Clarita,NM,YGQDLNKMGRNRRNDJSEEENVVAH,2039156.0,,9.0,,1-818-529-5438
Zosxqpmmanjaghlrlrdodldcxctijxbgtbbgutwkwllnmziizrfdxpcbkqnmcuenmkemwifwszigumn,M,United States of America,,,Erie Insurance Group,4.0,Aalgfl,5.0,86581.0,TFMCNDLUPEHYZVSPMJ,9.0,TFM9615,Opazresq,Charlottetown,Nova Scotia,Ayabdxdjyngunr,3389179.0,460.0,10.0,m,1-199-835-8035
xgguvqfrhnmohbenpxpfilkfokcc,U,United States of America,,O,Bon-Ton Stores,5.0,Jubxjgt,0.0,273274.0,CHCNNBLSXBJRHS,45.0,CHC9616,CNALDFQEDDUQNTGLSLCUACFMNEPUUKGRKRWGAPNKMJSOAUDPNJFCIUNKWKHUMXZGHKOLFMTYGDVXEWRK,Edmonton,AZ,AWKXU,1705338.0,698.0,0.0,m,1-150-892-6454
Bwfkspsfhjeuorgqjcxfhlvfwiifocqkwlwbddoncbhphhumfrxaqcqwsh,M,United States of America,A,R,Windstream,3.0,Fljcopqrqps,1.0,31076.0,Jtsbavfrec,52.0,Jts9617,XDUPYGUSRXFOEHCHOGHGSDUSKITBZXNGPABNSXNNXYLKMHPKMCSRMQZTASWRIPARSXDXSJEEBPTULB,Lowell,TX,IRGAXQKUHTEFYCUKVGWYSLQW,2764245.0,531.0,10.0,,1-576-326-3388
zxadxmnpwbsxdpjyzphcohowixesavggnxcqlwkpnusfplfutnicisojmeionqermspjaraogvpi,S,United States of America,G,O,,3.0,Dfzsiuin,4.0,404917.0,Keprudkzerfzcvosaukb,87.0,Kep9618,gqbchqdrohwinvmcpxcfhgcjbqwcqmma,San Francisco,PA,Crdsvrqvvstlngcacbolqueurql,2998827.0,478.0,3.0,m,1-742-084-1793
,S,Canada,c,O,Teradata,2.0,Pybaopcx,3.0,133860.0,Sbhlnwj,77.0,Sbh9619,VNOTLVQCEBZMJXQLDFCSBDJGUCXRCDQJFQYEHEDZSRBPVBGQYIYCPUR,Flint,RI,jyhwjroobrp,125727.0,522.0,1.0,,1-142-040-2754
Kfbzpfyrooylksymqqllwhtaxxowhytdhuqybdxu,,United States of America,J,O,Exide Technologies,4.0,CIXBCICH,,362096.0,eaxdafdhmwfbqzeckkwfwkhdnl,,eax9620,Gxffovdjfgsmd,Sherbrooke,WA,Lmmhbesdwtsgpo,2580217.0,424.0,2.0,M,1-623-004-6373
piugkibfidpqosedqzogqhjynhjayqulpbxftfcbgo,W,United States of America,e,O,Raytheon,1.0,,5.0,62285.0,Fxbdobfjumieqcxoewxheczzx,18.0,Fxb9621,Dcpbbusifpzyefxbftgtyjxkafvobuykoeiediiaxqeayrtepfnvhyyrkvsfqxoilnrzjjruudchrfmq,Sydney,AR,Mlzufzcivkdiudniqtfnwi,2937182.0,838.0,5.0,,1-673-465-5530
kvdqoncsxsgspsdcmggncltgnrhuotsjvbzitbexjkmsvehcelvorz,M,Canada,a,O,Ruddick,3.0,ZTWERNIOUI,,485955.0,Pgdwwxldumj,52.0,Pgd9622,kyzddzfrrzhovowqnnjum,Independence,IA,KPTXRSZIBNPFNAB,1688979.0,352.0,2.0,f,1-879-575-2775
Qtcenqrkpdetlzmlmivkpudeekqqeweafsbueowbxcjqspcwaxbqodsqxrpeellsjrpd,M,United States of America,,O,Affiliated Computer Services,2.0,Cgmxunvo,2.0,496062.0,Pbmxseazxpesrenlkldcemnd,28.0,Pbm9623,mgiqlrmflgrwibkeqalzajupfbpickcngudomunubxifdgfikmophlgt,Chula Vista,New Brunswick,YWKDYVX,951716.0,541.0,4.0,f,1-617-314-4050
Xssxiegnbzspjeewamrftubpatrcjjngwjuxnq,D,Canada,l,O,Cisco Systems,4.0,Njaawk,5.0,357691.0,Tjqiykfyprazzbqpqpowd,78.0,Tjq9624,Beawlvqqgqdkmqnvfbibscgnisjtzmvhdzghhifpdqqskc,Amarillo,HI,Hhylrwzkatcghbvbhhdbsxwnfuqoo,3286331.0,713.0,8.0,m,1-852-797-5421
Seixwdkafflqwmwgrtnitnmtacbwjljxekvcygyupbpuuvcaytejohqvezayacuviuqf,,United States of America,I,O,Molex,2.0,noielpof,3.0,363994.0,Rqtiup,46.0,Rqt9625,Pgqkimxtrmrzpsvgcofwmzbnjjvjeuvwfj,Vancouver,MS,jzkwjrbmaepnontstsjcfgjiqsorvp,1548003.0,362.0,10.0,,1-405-722-6037
NRJEQDUKUMPXQYEEVHOWCNESVNISUMBIHAJSRJAXOVSCOQVLDBMJHEHJZTFEGVKLXCWSAGW,S,United States of America,,R,Procter & Gamble,2.0,Oqvbjd,0.0,447126.0,Vqdfu,70.0,Vqd9626,ahfwlw,Waterbury,IA,Oikthbktwbgxdbfflh,3560347.0,749.0,10.0,,1-572-286-3435
Kermh,,Canada,,O,Watson Pharmaceuticals,4.0,XPMQEIUH,4.0,405459.0,Earpffp,98.0,Ear9627,nsxjrp,Casper,NE,Lvvpxibmcaivbrinsltehxzqfzpin,3038857.0,368.0,5.0,,1-207-535-0860
jifdreeogwadhtoeqnseaueqqgplxkzbfirijngfmntviawrssq,S,Canada,,O,BearingPoint,2.0,skyyvmj,1.0,115063.0,Caisstnltcmhcxsoeksx,84.0,Cai9628,Rljrdpdqtnbfandmrvcfjbthdkkexpffdaeintzigrcjdywbwoigbmnvovdhkqdufpcvlla,Charlottetown,MA,ntrkmplovxjgxtoeixvvl,3649153.0,642.0,5.0,F,1-298-560-3607
Fmmvrxddgc,M,United States of America,,O,E.W. Scripps,0.0,Ubvdhi,3.0,185892.0,Cvwgxmuykxylilopstohoba,93.0,Cvw9629,Uqodyfeovkbq,Saint John,Ontario,hzrpdufaqkxuhgcr,3757101.0,781.0,4.0,,
Zlhtfklabphlwnukstectoanitctrrmlrvdwtidwhktumvztpbgqroveploasjjhxhrqrhbkoznrx,W,Canada,,O,United Rentals,5.0,Hshntn,5.0,419892.0,Ujobhadoiltkyttkfseihzqrcrek,65.0,Ujo9630,tpdzscdqwtqhjw,Birmingham,KY,bcwewjvgmkhthuuknbpzrecno,2050133.0,588.0,7.0,,1-121-277-4762
Hqhjjvrujasjtt,D,United States of America,,R,Entergy,4.0,Xcfccj,0.0,383095.0,Rlovltjqjoruiwamyhjgfeesaywt,22.0,Rlo9631,Nwvchpspyzplswrxchjdxxteexhwnfvorfheoiznmnicmfgozjiskilacg,Sunnyvale,OH,Uchbalxphcccmbbilqdh,1299398.0,838.0,9.0,,1-467-298-8636
Svkrqysgohbxwealhbxwog,U,United States of America,z,O,Carlisle,,stoiqh,3.0,308861.0,Edtnflqnmehsuoplpugdlbeehxqqe,42.0,Edt9632,Tcjfigwetjllmkvjbhxcusydsgwldcmkuqlnztwlmmt,Torrance,NC,Nnyjmlbfjg,2701723.0,516.0,0.0,m,1-303-717-2689
cudtcqxfgvybouccapaizpnupemndzvarrbctyujkvxlrlvdeflnxll,M,United States of America,,O,Patterson,2.0,Vmgvg,4.0,94274.0,HDHQWAJTTBLOIAXRDRWNFKSTWMXH,21.0,HDH9633,dswkmfvrglidcilyduiophkecjecauwxbqekvnvzyfdnkrco,Columbus,Prince Edward Island,Pvxugrmv,,839.0,,,1-750-299-1821
xlhtcxgvgtaheikskoayppmziwzddizbagd,M,United States of America,d,U,National Semiconductor,3.0,slwwcsq,3.0,245985.0,Mbvdkigafhdcfxpuckqohh,30.0,Mbv9634,feteslrtevlvkwslvmjkexqcpaghiozfxotkorvfawykgkv,St. Johns,OH,PJPXMZM,1756757.0,370.0,,F,1-770-700-3972
Ugbwiqhojdmvqoffkejjouatraapwabbabmapmuptywmaro,M,United States of America,,R,Coca-Cola,,XFAGQHQFSDQG,0.0,400758.0,WKPLD,59.0,WKP9635,Eazyxllrpvmtf,Salinas,SC,Dbjpswqtushxqkdwh,942008.0,456.0,1.0,M,1-998-749-6801
Hubjswlaorgpkrhlzogacsetohajgqxmhltlr,S,,V,O,Continental Airlines,1.0,Xqqvy,2.0,440015.0,IBUUSCEOCBKLONLVF,44.0,IBU9636,khflfnkrlokwzgpduiopfslbpauvvrmrrpzlndklamwikdroa,Nashua,FL,Qdqesawxemkpnjpobrb,1347910.0,458.0,2.0,,1-446-903-7131
UOMAAOEEXTMA,M,Canada,,R,Beazer Homes USA,1.0,BKMGPQKWTRG,2.0,424229.0,eqctcvdjvstgfpj,80.0,eqc9637,Sqettbvoezdcuvlannxdgljtdxpthbxxiqfkpnpoccvqhfnrvamoadietwormcbqdvjorsryms,Tulsa,SD,IEUYBVYNAQGMICOWGUBASHH,2549732.0,747.0,10.0,,1-518-944-4097
WWBFVQUGLODQCAHZNDGNIFZADNKJTRGQDPAUTKEHKDJUFLLDRJKCTJQPNAUOXZPFFIPDUGCTQQMKCSUS,M,United States of America,c,O,Select Medical Holdings,3.0,,1.0,69150.0,Wcccvjkgczfvcljdvcizvpawnhhqn,34.0,Wcc9638,eivpforhbbwgwugvagyoeqzifecisefyaceicmatdtyggrylxwfddecxxd,Reno,SC,lqjdduqfanahypmnomeupb,981332.0,659.0,10.0,f,1-849-881-6875
