Age,NumberCreditCards,AgencyID,MaritalStatus,LastName,Country,CreditRating,Phone,Income,State,AddressLine1,OwnOrRentFlag,Gender,City,FirstName,NetWorth,Employer,NumberChildren,AddressLine2,MiddleInitial,PostalCode,NumberCars
54.0,5.0,QUI2556,U,QUILTY,United States of America,,1-599-582-7213,323372.0,British Columbia,24400 SYCAMORE SCHOOL BOULEVARD,O,F,Santa Fe,Radoslav,80004.0,Enterprise GP Holdings,1.0,,Y,V6d 1v2,1.0
22.0,1.0,Koh2557,M,Kohnhorst,United States of America,,1-972-516-3025,140747.0,OH,9815 withers lane,O,,Whitehorse,tidwell,727999.0,Applied Materials,4.0,,,94590,5.0
79.0,9.0,Pue2558,M,Puent,United States of America,574.0,1-504-733-4725,,ME,15520 ledgestone upper,R,,Dayton,Torre,208029.0,,1.0,,,94518,2.0
88.0,5.0,DRO2559,W,DROLET,Canada,737.0,1-894-028-5050,26190.0,MO,2164 palm road,O,F,Chula Vista,Julee,2750505.0,Laclede Group,5.0,,C,72265,0.0
14.0,0.0,Akk2560,S,Akkermans,United States of America,823.0,1-156-684-5311,211812.0,KS,13741 durand street,O,,Macon,Roland,2105378.0,,1.0,,,T6d 1e7,2.0
94.0,4.0,Cud2561,M,Cuddihy,United States of America,571.0,1-198-959-7417,491034.0,AZ,23181 CANTEY COURT,O,M,St. Petersburg,Jey,574595.0,Aleris International,1.0,,Y,92858,0.0
59.0,7.0,Wol2562,U,Wolfman,United States of America,466.0,,58204.0,Ontario,2989 madison north,U,,Fort Wayne,Cang,1660243.0,Erie Insurance Group,2.0,,,10263,4.0
19.0,9.0,Ser2563,U,Serbin,Canada,738.0,1-556-990-2387,92676.0,WV,24795 CLOVER COURT,O,,Overland Park,WILEEN,1499364.0,Expeditors International,3.0,Apt. 440,M,75025,5.0
66.0,5.0,Deg2564,U,Degan,Canada,460.0,1-638-131-6560,135240.0,Quebec,24368 rutgers way,O,M,Hay River,deanne,3704446.0,KBR,3.0,,,94354,5.0
36.0,8.0,Fre2565,U,Frey,United States of America,781.0,1-230-831-6803,292583.0,UT,17976 jack avenue,O,,Nashville,MARIT,2337575.0,Marathon Oil,2.0,,,19133,5.0
4.0,9.0,Kir2566,W,Kirkby,United States of America,408.0,1-573-380-8833,285149.0,ND,4144 LAKE PARK LANE,O,,Hollywood,Carleen,107221.0,RBS Global,1.0,,,E7N 1P4,4.0
22.0,0.0,LAT2567,U,LATORRE,United States of America,586.0,1-045-117-0485,,CO,5656 upton west,R,,Salt Lake City,Catlaina,3827727.0,Eli Lilly,5.0,,,S3a 1g9,0.0
69.0,9.0,cob2568,M,cobaugh,United States of America,607.0,1-531-778-7023,161828.0,IL,6488 AVALON NORTH,R,F,Fort Worth,DEHLIA,1540650.0,VF,1.0,,,39207,2.0
95.0,0.0,plo2569,S,plouffe,United States of America,322.0,1-528-349-0745,308038.0,NM,9109 western way,O,F,Toledo,Mechelle,2635531.0,Rowan Cos.,5.0,Suite 344,,v6x 1s8,1.0
11.0,3.0,STA2570,M,STARSDPS,United States of America,,1-981-281-2577,276572.0,GA,8680 BAGBY COURT,R,,Buffalo,costas-dinos,3642330.0,Thrivent Financial,0.0,,,31410,0.0
6.0,10.0,pal2571,M,paliwal,United States of America,790.0,1-123-622-1334,379621.0,Saskatchewan,6517 FRAILING WEST,O,,Inglewood,Emmaline,608896.0,Family Dollar Stores,1.0,,,20083,5.0
61.0,9.0,Woo2572,M,Wooster,United States of America,500.0,1-537-247-9061,69893.0,ND,19334 STRATMORE LANE,R,F,San Jose,Yueli,1437234.0,Andersons,4.0,,,45441,4.0
96.0,0.0,De 2573,S,De wiele,United States of America,445.0,1-361-697-4822,419209.0,AZ,18175 walnut east,O,F,Burlington,ninette,1337965.0,Rent A Center,2.0,Apt. 117,P,36652,
59.0,8.0,Epp2574,U,Eppenstiner,United States of America,408.0,1-715-431-9118,344598.0,PA,11167 WOLFE WAY,O,,Virginia Beach,Alicia,1092846.0,,0.0,,P,V6B 1S8,5.0
73.0,10.0,LIC2575,M,LICANDRO,United States of America,805.0,1-455-878-7794,37819.0,DC,24743 hope drive,O,M,Burlington,MICHAELLA,1377455.0,Henry Schein,0.0,,,T5a 1t1,1.0
9.0,9.0,hes2576,M,hesk,United States of America,526.0,1-084-216-6649,97688.0,NJ,10905 apollo west,O,F,Bismarck,WINONAH,1501897.0,Hospira,4.0,,,55420,0.0
78.0,4.0,pha2577,M,phagan,United States of America,766.0,1-180-532-4222,234104.0,OR,24740 kingsbridge south,,,Victoria,Quynh,1920413.0,Regions Financial,2.0,,,47738,0.0
39.0,6.0,Fit2578,W,Fitzgerald,Canada,436.0,1-429-827-9186,176880.0,DC,17481 spectrum avenue,R,,Modesto,Hilde,3378585.0,Nalco Holding,,,Z,10203,4.0
35.0,9.0,PRA2579,M,PRANG,United States of America,491.0,1-444-410-6897,429694.0,Ontario,9552 roosevelt court,U,F,Baltimore,chlo,699399.0,Ryder System,0.0,,F,h2e 1y4,1.0
16.0,0.0,JAM2580,U,JAMNEJAD,United States of America,604.0,1-341-640-2742,,MS,20623 hickory street,O,f,Huntsville,ALIKEE,211289.0,Cabela's,5.0,,B,90876,2.0
57.0,5.0,cel2581,M,cellucci,Canada,,1-834-082-5868,293547.0,MN,6802 ames street,U,m,Chandler,SHEILA,1572695.0,American National Insurance,5.0,,G,T6b 1e2,2.0
13.0,,STE2582,S,STEPP,United States of America,,1-706-688-6304,8477.0,WY,2088 red willow way,O,,Chattanooga,VMCHANGE,1840869.0,Oceaneering International,5.0,,,94278,1.0
94.0,,Ott2583,M,Ottowa,United States of America,816.0,1-050-251-6261,407643.0,WA,15898 APPLEWOOD ROAD,O,,Missoula,Carrissa,3500574.0,Textron,2.0,,J,H2f 1x3,1.0
61.0,1.0,HOW2584,M,HOWSE,United States of America,393.0,1-967-723-9887,,OH,14563 KINLAND CRESCENT,O,,Nashville,Emmalynn,964379.0,Con-way,2.0,,,93363,0.0
4.0,1.0,Bro2585,S,Brodfuehrer,United States of America,728.0,1-750-008-4383,274472.0,NM,6456 ashford hollow south,O,,San Francisco,cassey,1302029.0,Google,4.0,,,60795,1.0
10.0,0.0,Bur2586,U,Burleigh,United States of America,561.0,1-646-984-0077,457884.0,NH,20441 PINTO PARK,O,,Montgomery,Dynah,,Complete Production Services,4.0,,,V6N 1R5,5.0
26.0,7.0,Tha2587,U,Thacker,Canada,560.0,1-357-835-2616,453721.0,AZ,19443 payne boulevard,O,,Pembroke Pines,RONICA,866510.0,Dole Food,5.0,,P,H7g 1t3,3.0
57.0,0.0,MCC2588,M,MCCLENDON,United States of America,499.0,1-343-475-7067,275778.0,HI,17962 COLUMBUS EAST,R,,Savannah,Charlotte,1215692.0,Capital One Financial,4.0,apt. 979,,V6y 1w5,1.0
74.0,0.0,dan2589,U,daneshzadeh,United States of America,785.0,,448783.0,TX,19492 LYONS COURT,O,,Missoula,Alisha,113766.0,NuStar Energy,1.0,,,75052,5.0
84.0,1.0,Mat2590,,Mathieu,Canada,402.0,1-449-462-3346,491940.0,LA,19282 holly upper,R,m,Anaheim,KAIA,2177765.0,Robert Half International,4.0,,O,23513,5.0
48.0,2.0,Gay2591,W,Gayman,United States of America,662.0,1-922-562-8572,264847.0,AL,4156 broadway west,,,Winnipeg,Vimi,1561349.0,Southwestern Energy,2.0,,,22227,1.0
0.0,3.0,Kog2592,,Kogan,United States of America,637.0,1-872-327-1232,,New Brunswick,10789 winifred lane,O,f,Santa Fe,Corri,658644.0,Molson Coors Brewing,5.0,,B,73151,1.0
92.0,4.0,Dys2593,U,Dysart,United States of America,617.0,1-390-177-7171,75114.0,WV,8752 forest park east,U,m,Erie,TAMRA,2612131.0,Patterson,4.0,APT. 537,,80526,0.0
77.0,8.0,Ben2594,S,Bennison,Canada,675.0,1-508-720-2153,65833.0,GA,6490 MARCHMONT SOUTH,O,M,Grand Rapids,HELENKA,3349586.0,,5.0,,Y,V5c 1o9,0.0
75.0,0.0,bye2595,U,byer,United States of America,784.0,1-133-362-7748,91262.0,New Brunswick,10381 voss rue,O,m,Chula Vista,lexy,1217563.0,Vornado Realty Trust,,,M,70503,4.0
58.0,4.0,BAR2596,S,BARRACLOUGH,Canada,349.0,1-937-863-8627,117473.0,NC,4522 BROWN AVENUE,O,,Warren,diana,883061.0,Belk,3.0,,T,72213,0.0
5.0,,SAL2597,M,SALLADAY,United States of America,603.0,1-351-861-9368,304577.0,AL,2378 gaines court,O,M,Stamford,ALBRECHT,850602.0,U.S. Bancorp,2.0,,,90033,4.0
97.0,0.0,Bas2598,D,Bassignana,Canada,402.0,1-706-105-9893,495603.0,NJ,18907 wagner street,,,Bridgeport,abbi,3911245.0,Starbucks,4.0,,A,94589,0.0
60.0,7.0,STO2599,M,STONER,United States of America,506.0,1-660-348-6671,376767.0,MS,20060 FLORENCE DRIVE,U,f,Cincinnati,butch,244871.0,Rockwood Holdings,1.0,,M,M3W 1J7,1.0
56.0,6.0,Sal2600,U,Salada,Canada,328.0,1-872-505-3248,466649.0,WA,7828 cartwright park,R,M,Madison,Gerrie,,,0.0,,,85093,1.0
74.0,6.0,Kla2601,M,Klasky,United States of America,749.0,1-009-253-9398,200175.0,NH,22506 shelter drive,U,,San Diego,fausto,380616.0,Costco Wholesale,5.0,,Z,48253,4.0
6.0,1.0,san2602,S,santos,United States of America,658.0,1-791-917-0763,137606.0,IA,575 lander court,U,,Costa Mesa,dacie,2217225.0,Kansas City Southern,4.0,,,33325,3.0
99.0,2.0,enc2603,M,encomenderos,United States of America,623.0,1-939-943-5107,454506.0,DE,21119 vickery west,U,,Gary,Nissy,1549157.0,WABCO Holdings,3.0,Apt. 689,,40220,2.0
25.0,9.0,bro2604,M,brosselard,United States of America,708.0,1-163-411-1142,81291.0,DC,10232 oak hill west,O,m,Tempe,Eadith,2632065.0,Portland General Electric,,,U,44322,3.0
55.0,0.0,NET2605,M,NETDEV,Canada,360.0,1-174-492-7776,438189.0,Quebec,10905 apollo west,R,,Irving,GERT,2092276.0,Shaw Group,,,I,M5C 1Z2,4.0
47.0,10.0,BRI2606,M,BRINKMAN,United States of America,736.0,,497456.0,OH,19478 KINLAND LANE,O,,Hollywood,sanae,3483635.0,Rite Aid,2.0,,D,13211,
88.0,0.0,hag2607,S,hager,United States of America,832.0,1-020-999-3864,106953.0,OR,18570 woodtimber way,O,,Buffalo,Svenn-erik,193836.0,Abbott Laboratories,4.0,,K,78742,0.0
45.0,4.0,cin2608,S,cinq-mars,United States of America,368.0,1-605-361-8741,39767.0,LA,947 mcshann avenue,,M,Santa Fe,Burgess,1036364.0,Scana,4.0,suite 305,,99759,
6.0,7.0,NIS2609,M,NISBET,United States of America,427.0,1-400-569-1634,37849.0,WA,11631 USTER SOUTH,R,f,Toronto,devondra,312761.0,Polaris Industries,1.0,,,t5c 1m3,2.0
65.0,5.0,ste2610,S,steeves,Canada,546.0,1-096-141-1038,123938.0,CT,18234 fir street,R,M,Toronto,TANA,3748598.0,Phillips-Van Heusen,5.0,,,78733,5.0
87.0,9.0,Cso2611,M,Csop,United States of America,765.0,1-170-260-3246,301799.0,NM,8101 clifton drive,U,,Glendale,Alissa,3713350.0,,1.0,,,23289,0.0
12.0,4.0,Sti2612,M,Stillwell,United States of America,481.0,1-349-038-1348,305505.0,GA,18013 tiffany way,O,,Pasadena,SHELTON,394303.0,Rockwood Holdings,3.0,,,90840,3.0
48.0,3.0,plo2613,M,plouffe,United States of America,527.0,,1925.0,NJ,2928 POTOMAC UPPER,,M,Portland,manimozhi,2958841.0,Eli Lilly,2.0,,,92038,5.0
79.0,4.0,jea2614,S,jeavons,United States of America,734.0,1-905-194-2855,213841.0,IL,21620 snead avenue,O,m,Sherbrooke,catrina,3806494.0,Tyson Foods,1.0,,,m2q 1e3,2.0
,7.0,man2615,D,manolios,United States of America,537.0,1-590-723-3311,419646.0,MN,5350 glen loch boulevard,O,m,Santa Clarita,PRIORE,70687.0,Nvidia,5.0,,E,M8a 1x2,4.0
72.0,5.0,zar2616,M,zaretsky,United States of America,626.0,1-541-436-9056,311129.0,OR,7160 cannas avenue,R,,Overland Park,Thea,1558633.0,AFLAC,2.0,,T,V6k 1t2,5.0
5.0,4.0,sue2617,U,suer,United States of America,734.0,,476684.0,LA,2579 creekbend way,R,,Garland,Halina,3641585.0,NV Energy,0.0,,,77221,
19.0,2.0,MOS2618,S,MOSEBY,United States of America,426.0,1-804-841-0957,480975.0,AK,23607 idlewild way,R,,Riverside,Minne,154612.0,Molina Healthcare,4.0,,,85089,1.0
100.0,10.0,ACT2619,U,ACTON,United States of America,789.0,1-342-301-7355,266476.0,AK,4139 PACE LOWER,U,,Thousand Oaks,MAIDISN,1261571.0,JetBlue Airways,2.0,APT. 485,,m5d 1w3,1.0
53.0,2.0,tan2620,S,tanchak,United States of America,362.0,1-820-172-9279,176933.0,WA,2453 BAKER WAY,U,F,Casper,LAUREL,1963347.0,Molina Healthcare,2.0,,,94525,5.0
38.0,1.0,Fle2621,M,Fleishman,United States of America,599.0,1-520-596-3006,283885.0,MD,21292 HILDEBRAND WEST,O,,Chicago,quyen,,Kla-Tencor,,,,M2R 1E1,5.0
56.0,5.0,Mul2622,S,Mullarney,United States of America,402.0,1-193-725-0779,493578.0,PA,12683 la cienega street,O,R,Overland Park,Angil,3119965.0,Cimarex Energy,2.0,,,80156,3.0
32.0,6.0,WAS2623,W,WASSERMAN,United States of America,444.0,1-225-321-9980,481399.0,OH,18439 broken oak lane,R,M,Hialeah,PDE,1608044.0,Group 1 Automotive,3.0,,,V6t 1w1,1.0
19.0,2.0,Hen2624,U,Henshaw,United States of America,684.0,1-587-520-0490,,IN,13134 ansley upper,O,,Oxnard,Jorry,,Emerson Electric,2.0,,U,H2g 1x4,3.0
23.0,8.0,fig2625,M,figura,Canada,675.0,1-134-449-3792,408392.0,British Columbia,2928 potomac upper,O,m,Las Cruces,Jacinta,3809485.0,Priceline.com,0.0,,,85028,
86.0,3.0,Hug2626,M,Hugel,United States of America,526.0,1-566-390-5105,65706.0,VA,6490 marchmont south,O,F,Lakewood,ELVERT,684008.0,Virgin Media,3.0,APT. 350,,T5b 1t2,4.0
29.0,1.0,Par2627,D,Parypa,Canada,,1-157-644-4824,328810.0,Saskatchewan,11741 hilltop court,O,,Halifax,Makam,3376755.0,,2.0,,,95166,2.0
19.0,0.0,Qad2628,M,Qadri,United States of America,665.0,1-761-337-4891,161757.0,NJ,12727 HAYDEN CRESCENT,,,Cedar Rapids,okan,1361206.0,FMC,4.0,,,96809,4.0
40.0,2.0,Row2629,M,Rowlandson,Canada,423.0,1-620-552-7401,,Saskatchewan,3135 FARMERS LANE,,,Fargo,Korrie,2794619.0,Lennox International,2.0,,,V6o 1t6,5.0
7.0,6.0,Gha2630,M,Ghaemian,United States of America,496.0,1-033-359-5975,49213.0,ID,8272 cartwright avenue,O,m,Phoenix,viviana,1003024.0,Moog,4.0,,,X5f 1v7,1.0
37.0,8.0,mar2631,S,martincich,United States of America,525.0,1-934-734-5713,339480.0,AL,3797 RUTGERS PARK,R,F,Fullerton,Luigi,,J.C. Penney,2.0,,,m9d 1t8,1.0
53.0,10.0,gre2632,M,gregorski,United States of America,307.0,1-767-339-2646,294357.0,CA,20065 gates street,R,,Albuquerque,Lizette,1133715.0,Delta Air Lines,1.0,apt. 537,C,H7h 1v8,2.0
19.0,4.0,Sto2633,M,Stooke,Canada,380.0,1-936-160-7120,161259.0,OR,11872 crystal hills park,O,,Chesapeake,DENI,,Target,3.0,,,T5C 1W8,3.0
8.0,9.0,LAW2634,U,LAWLER,United States of America,638.0,1-191-678-9838,317922.0,MT,6420 CRESTMERE EAST,O,,Winston-Salem,rajinderpal,1959117.0,Ferrellgas Partners,2.0,,S,99519,5.0
26.0,2.0,O'n2635,M,O'neil,United States of America,813.0,1-826-078-8447,402436.0,RI,20929 lee east,U,f,Quebec,Sys,266532.0,LifePoint Hospitals,2.0,,,M5G 1W2,0.0
54.0,,DE 2636,M,DE CRISTOFARO,United States of America,541.0,,365401.0,UT,10286 FOXFIRE EAST,O,,Great Falls,GARTH,985695.0,Alliant Energy,5.0,,O,32212,4.0
7.0,5.0,WAT2637,S,WATFORD,United States of America,415.0,1-031-983-7230,405445.0,MO,1429 CREEK CRESCENT,O,f,Denver,myron,826199.0,Sanderson Farms,3.0,,O,23461,0.0
85.0,6.0,Wac2638,M,Wachtstetter,United States of America,712.0,1-386-422-7087,364622.0,ME,977 SPECTRUM UPPER,O,,Pueblo,alyse,449040.0,Pacer International,3.0,,,T6d 1j2,4.0
74.0,4.0,Dup2639,M,Dupuy,United States of America,826.0,1-438-476-9954,137296.0,MA,17687 denton lower,O,,Newark,Walt,2229730.0,Packaging Corp. of America,2.0,,,93674,2.0
50.0,1.0,Cau2640,M,Caudill,United States of America,347.0,1-165-493-4841,483168.0,RI,5608 country crescent,O,,Bridgeport,Sherman,535069.0,Molson Coors Brewing,4.0,Apt. 650,,M6T 1H7,2.0
85.0,5.0,Elg2641,S,Elgie,United States of America,495.0,1-008-011-6631,454656.0,AL,23282 danvers crescent,O,,Simi Valley,milzie,1333759.0,Xilinx,4.0,,,87125,0.0
3.0,9.0,wil2642,U,wilhelmson,United States of America,783.0,1-030-794-1272,457698.0,VA,2342 SUMMER CREST NORTH,R,f,Huntington,Magdy,2318158.0,Lennar,3.0,,,e7o 1p9,3.0
82.0,,bos2643,,bostock,Canada,563.0,1-966-870-4549,103787.0,VA,291 SHERIDEN STREET,O,,Cincinnati,bab,2799948.0,Pool,4.0,,,10233,1.0
42.0,7.0,FOR2644,S,FORSYTHE,United States of America,665.0,1-152-174-1527,373508.0,New Brunswick,10572 kiel avenue,R,m,Tucson,Nissie,1015601.0,Dollar Tree,0.0,,,85098,5.0
73.0,6.0,orf2645,W,orfano,United States of America,688.0,1-690-670-3455,71202.0,KS,15471 WILMINGTON WAY,O,,Detroit,Nonna,2445130.0,W.R. Grace,3.0,,,30388,3.0
1.0,2.0,Sme2646,M,Smecca,United States of America,702.0,1-126-064-9901,437672.0,MI,7223 guadalupe lower,O,,Costa Mesa,PIERRE-MARC,2082526.0,Celanese,5.0,Apt. 650,,63170,5.0
32.0,3.0,Con2647,M,Constantin,United States of America,,1-833-991-4768,110494.0,Prince Edward Island,9761 lyle east,O,f,Abilene,Reinhold,2292497.0,J.B. Hunt Transport Services,5.0,,,94340,1.0
,8.0,GEA2648,M,GEADAH,United States of America,403.0,1-491-083-3527,43243.0,HI,2167 MOCKINGBIRD DRIVE,R,,Santa Clara,Glyn,240463.0,Cytec Industries,2.0,,T,04107,4.0
31.0,9.0,Leb2649,U,Lebeau,United States of America,533.0,1-377-473-8126,228183.0,NH,5049 MILLS AVENUE,O,M,Hollywood,Lonneke,2238747.0,Fastenal,0.0,,K,64154,5.0
93.0,1.0,dip2650,S,dipasquale,United States of America,565.0,1-054-293-0153,468466.0,WA,4937 chestnut avenue,O,f,Oceanside,Junia,1307389.0,GameStop,5.0,apt. 508,,83710,1.0
58.0,5.0,muf2651,M,mufti,United States of America,522.0,1-563-196-3258,135062.0,Saskatchewan,21380 crosby rue,R,M,New Orleans,Betteann,855570.0,Activision Blizzard,1.0,,,T6a 1i6,4.0
87.0,9.0,han2652,S,hancock,United States of America,679.0,1-041-827-9291,297308.0,AR,15287 bingham west,O,m,Laredo,TREVER,1529968.0,McGraw-Hill,3.0,,,19092,
5.0,7.0,MAS2653,,MASSUMI,United States of America,758.0,1-192-758-9338,110117.0,AR,23914 ROBERTS LANE,O,m,Fairbanks,Lyndsie,3170619.0,Hawaiian Electric Industries,1.0,Apt. 298,,T5c 1n7,4.0
28.0,1.0,Mit2654,S,Mitsui,United States of America,466.0,1-646-937-2683,262668.0,AL,16177 MATLOCK DRIVE,O,f,Evansville,Chen-chen,788680.0,Nalco Holding,4.0,,,m3w 1k2,3.0
71.0,1.0,AKH2655,M,AKHAVAN,United States of America,589.0,1-085-551-0693,215091.0,OR,17216 montview upper,,F,Grand Rapids,MALAYSIA,1651089.0,NBTY,1.0,,,90503,
86.0,3.0,MAH2656,D,MAHBEER,United States of America,614.0,1-878-778-5759,237592.0,NH,10252 main lower,O,F,Hilo,atul,2841964.0,Crosstex Energy,3.0,,,68122,1.0
45.0,9.0,Whi2657,,Whidden,Canada,442.0,1-573-757-9286,377432.0,WV,10479 WHITTINGTON RUE,R,,Baltimore,Brina,2045984.0,Biogen Idec,5.0,,B,80236,2.0
15.0,3.0,AND2658,M,ANDRUZZI,United States of America,506.0,1-248-397-5800,482132.0,RI,6360 savoy drive,O,,Sydney,Elke,899667.0,Laclede Group,0.0,Apt. 965,,47702,3.0
35.0,6.0,Kus2659,S,Kusyk,Canada,790.0,1-767-838-5926,127264.0,NM,20900 marchmont west,O,f,San Diego,ceil,3267917.0,SkyWest,1.0,apt. 784,,H7g 1v8,3.0
99.0,5.0,Net2660,W,Networkroom,United States of America,394.0,1-339-231-7565,467543.0,FL,5755 bluff road,O,F,Beaumont,Ifti,2079370.0,Marsh & McLennan,3.0,,,85284,5.0
73.0,8.0,MAC2661,,MAC MAID,United States of America,809.0,1-515-519-6455,294325.0,MO,1715 texas west,O,m,Austin,ROXANA,3989557.0,Embarq,3.0,,Q,X7j 1r4,0.0
12.0,5.0,Wil2662,M,Willette,United States of America,365.0,1-069-658-5070,456076.0,MA,16552 FRESCO SOUTH,O,,El Paso,carlotta,1639126.0,Piedmont Natural Gas,1.0,,N,77101,1.0
96.0,3.0,Tri2663,S,Triplehorn,United States of America,388.0,1-008-569-7239,95438.0,NJ,24683 meadowlark boulevard,O,,Edmonton,MIRIAM,601085.0,Cardinal Health,3.0,,,27604,3.0
78.0,,Pul2664,S,Pullan,United States of America,,1-844-879-4783,375099.0,KY,20954 belt line rue,O,,Fort Lauderdale,anjela,2465301.0,Genworth Financial,1.0,,,Y1b 1g4,0.0
49.0,0.0,ORD2665,,ORDWAY,United States of America,713.0,1-937-645-7224,330705.0,Manitoba,18458 yorkchester west,O,,Tacoma,Mahesh,2856459.0,Activision Blizzard,1.0,,,78712,3.0
55.0,2.0,MCC2666,U,MCCORD,Canada,,1-655-019-1423,124418.0,New Brunswick,21180 trafalgar way,O,,Colorado Springs,Jacinta,110322.0,,4.0,,,H7f 1t8,1.0
79.0,1.0,Mob2667,S,Mobley,United States of America,711.0,1-735-199-1667,244689.0,CT,17057 eden lower,R,F,Moncton,NUVIT,583568.0,Schnitzer Steel Industries,1.0,,,35203,2.0
,5.0,Hut2668,M,Hutt,United States of America,429.0,1-855-989-0901,458595.0,UT,19634 el monte boulevard,O,f,Torrance,birgitte,1561090.0,Ameren,5.0,,,45252,0.0
37.0,3.0,Swr2669,U,Swr,United States of America,318.0,1-309-403-7862,478075.0,OH,7667 bayridge road,O,,Sunnyvale,haley,,Windstream,5.0,,Y,m5e 1u2,4.0
89.0,9.0,TUL2670,,TULLY,United States of America,529.0,1-201-502-8143,210110.0,CT,24713 sanders drive,O,,Durham,NGUYEN,1398784.0,Psychiatric Solutions,,,,19249,2.0
11.0,8.0,Cox2671,M,Coxall,United States of America,739.0,1-799-779-6383,198746.0,WA,9941 briar forest street,O,M,Lexington,NATALY,1345217.0,ServiceMaster,1.0,Apt. 513,V,85014,2.0
54.0,1.0,rut2672,M,rutyna,Canada,536.0,1-304-579-2481,178148.0,HI,21088 murie street,O,f,Ontario,Gina,602438.0,Timken,5.0,,A,94109,1.0
71.0,8.0,kuh2673,M,kuhn,Canada,397.0,1-788-984-4408,310156.0,MA,1063 dunbar lower,R,,Concord,Betteann,2801777.0,Steelcase,0.0,,,27405,1.0
89.0,8.0,Gid2674,M,Gidaro,United States of America,619.0,1-075-490-7153,247681.0,PA,1424 east road,O,,Newark,Bogdan,1361159.0,Granite Construction,3.0,,,36132,3.0
92.0,8.0,mcc2675,M,mccorkle,United States of America,772.0,1-836-751-8488,177779.0,LA,20420 lynnfield lane,U,M,Chesapeake,LRC,3231165.0,Pride International,1.0,,B,93362,2.0
31.0,2.0,Tra2676,W,Traugott,United States of America,690.0,1-167-265-0158,209850.0,VT,12957 warren crescent,O,m,Regina,REINE,866271.0,Spherion,2.0,apt. 955,,v6q 1q8,2.0
50.0,0.0,Ali2677,U,Alikhan,United States of America,840.0,1-106-679-6796,298798.0,British Columbia,23987 valderra park,O,m,Calgary,Brittani,2141663.0,Timken,4.0,,K,V6q 1t4,3.0
,8.0,Arm2678,S,Armolavicius,United States of America,598.0,1-830-920-0254,93065.0,MN,11183 COUNTRY SOUTH,O,,Waco,chiarra,870111.0,Applied Industrial Tech,0.0,Apt. 476,,20046,
48.0,1.0,Bla2679,M,Blakey,United States of America,547.0,1-267-240-1336,288453.0,British Columbia,7366 fox boulevard,O,M,Irving,Udaya,1917609.0,Agilent Technologies,5.0,Apt. 513,,M5g 1x1,2.0
66.0,4.0,sut2680,M,sutton,United States of America,,1-645-656-7265,45072.0,NJ,24280 piney point rue,O,m,Buffalo,anthia,,Starwood Hotels & Resorts,5.0,,,M5F 1X8,4.0
56.0,7.0,Pet2681,S,Petrinack,United States of America,838.0,1-518-561-5857,225717.0,TX,17042 lancaster east,O,m,Santa Rosa,Chungsik,346479.0,Loews,4.0,APT. 508,,47736,2.0
87.0,8.0,sob2682,M,sobkow,Canada,449.0,1-070-047-4064,222839.0,VT,22319 amherst street,,,Chicago,SETSUKO,647760.0,Steel Dynamics,1.0,Suite 113,,76710,1.0
82.0,4.0,Sim2683,S,Simard-normandin,United States of America,500.0,1-803-791-8008,309291.0,Newfoundland,21181 2nd rue,U,,Frederick,MARQUITA,3739619.0,Wesco International,3.0,,,77232,2.0
,5.0,lar2684,M,lara,Canada,494.0,1-572-391-8205,248351.0,AK,11828 butler park,O,,Concord,franz,674217.0,DuPont,0.0,,,93329,5.0
81.0,8.0,Bat2685,S,Battershill,United States of America,,1-508-321-5863,163421.0,Saskatchewan,24438 cedar springs avenue,O,m,Phoenix,aurlie,,Edison International,5.0,,,77223,
44.0,4.0,Her2686,W,Herak,United States of America,569.0,1-313-064-1613,393289.0,AZ,13892 jennings road,R,,Detroit,lacey,,Cracker Barrel Old Country,0.0,,,98113,5.0
25.0,9.0,Vei2687,U,Veilleux,United States of America,414.0,1-287-082-2410,363868.0,Ontario,16648 ALEXIS AVENUE,O,f,Simi Valley,Rhoda,3181769.0,Guess,1.0,SUITE 48,,H2c 1w1,3.0
70.0,5.0,Pri2688,M,Prichard,United States of America,814.0,1-252-529-0102,369608.0,MS,2240 appleby road,U,,Cincinnati,Iris,,Sally Beauty Holdings,2.0,,,23287,3.0
87.0,4.0,Pcb2689,U,Pcbtools,United States of America,416.0,,131105.0,NH,3202 powers lower,U,F,Huntington Beach,Natasha,1184778.0,Virgin Media,3.0,,U,E7n 1h8,5.0
22.0,4.0,Tak2690,U,Taki,Canada,782.0,1-751-961-1617,64311.0,Prince Edward Island,11516 tanner street,O,f,Springfield,Nikolia,2501478.0,Zale,2.0,,,40516,0.0
96.0,9.0,sau2691,U,saundercook,United States of America,735.0,1-088-530-9154,495659.0,VA,17411 vandenburg north,R,,Regina,ADEL,2902400.0,Pinnacle West Capital,0.0,,,77112,
,4.0,tur2692,M,turkovic,United States of America,555.0,1-442-096-8433,276647.0,Saskatchewan,4373 NEVILLE NORTH,,,Jackson,Marcos,2493211.0,Lincoln Electric Holdings,2.0,,D,V6q 1t8,5.0
78.0,,Au-2693,M,Au-yeung,Canada,,1-258-389-6827,202431.0,OR,16064 TOWERWOOD CRESCENT,R,,Spokane,suellen,965733.0,NBTY,1.0,,Q,h2b 1u1,5.0
