prospect_AgeID,prospect_NuCrCa,prospect_AddrL2,prospect_CreRat,prospect_Pho,prospect_A,prospect_MidIni,prospect_AddrL1,prospect_St,prospect_NuChi,prospect_PosCo,prospect_In,prospect_NumC,prospect_MariSta,prospect_OwORF,prospect_Em,prospect_NeWor
Fcc8904,7.0,Juytsmudvqchjbsqgcjkavvtjrytdseatlqvouqditgcniczhvvferiivdobuuezkdrhntz,655.0,1-853-273-2769,24.0,Y,Rbfeukpnuktodypsizvhbnfwshevxywgd,WA,2.0,dfiznjmasks,63899.0,2.0,U,O,NetApp,373029.0
ABT8905,,Giqmehvjrycqpgxoajsdlurknxqjuofxlpatgqyddijraiwjqftreazphhenglrr,,1-074-812-9135,,X,pkflfdxb,AZ,0.0,pwmelpnn,32563.0,1.0,U,U,MGM Mirage,2878147.0
Sxf8906,,Hvgfkrekelhikkpylprlgvkdatpbfbde,325.0,1-822-129-9241,84.0,,IXKJNSNODJKICMCJ,NY,2.0,VLIXLYUCBX,321055.0,5.0,M,O,Wells Fargo,218894.0
Cwg8907,5.0,Aaiqjjtzbmhiqoqhjsbykornvlqmkfcrggrclnhp,767.0,1-103-793-7794,38.0,I,Mmfvvvklkoqduuyroyviwpngjjrrdirpufezjamvhsebdusnyblmdynv,MO,1.0,Sieolddh,441786.0,5.0,U,O,Allegheny Energy,626614.0
Dum8908,4.0,zwsgqtuhdnnjmkkvfgrfeltvoygezu,826.0,1-945-929-8119,33.0,,tpxycgoddxkskycdqvjeajpunrnmyfnckwscetlyfpkp,IL,4.0,iqcoeusmb,204275.0,3.0,S,O,Walt Disney,1993352.0
HXU8909,10.0,Nlivqlaadkjdheibxmdxogdzwdl,843.0,1-373-331-6586,2.0,I,Dzdvnldlpaakpjdivoejdhtbswkjkyjlcplrqlzvqpsdjexpxqtqzcpwap,MS,5.0,NLQWGXOIVLFE,372423.0,2.0,S,O,Cypress Semiconductor,1482863.0
Kzn8910,1.0,kdwgpf,799.0,1-751-107-8757,35.0,,gcohqqkzlrfehhnztloiqwwfxcenjbfbizskxndalpmsargaend,MN,2.0,OZYVSEGGNGJ,397152.0,5.0,U,,Oshkosh,2629281.0
Ewl8911,0.0,Ojdqxnpxpllvsnsegflak,576.0,1-759-650-2117,62.0,i,Cfexpkfujanlifrsqfwpnzutpoulrieahlbfacrhxzfdh,Saskatchewan,5.0,Fwhvp,421297.0,2.0,U,O,Boston Scientific,399151.0
Fzm8912,0.0,Ybcdmreytqdm,535.0,1-445-076-1102,12.0,D,Joqoyyeaxscsxfppacs,WI,4.0,,,3.0,U,R,Fastenal,2475278.0
Ljg8913,9.0,kktwrfffbahjgdantpzdzzdpwtlcjdzipttixqsripycqcoylaoowotwdxgwmnmyuxanj,444.0,1-965-138-7030,87.0,l,Rkzfgkopyctcbtvofkrnansegxolznskmxogmzzfbpgirutvknbtdvprcysqovskbczmkfonpxzbg,KS,2.0,Nfgbeerains,376750.0,4.0,M,O,Bemis,1303135.0
myz8914,9.0,tteyxrglfwsbstulz,844.0,1-503-190-5777,41.0,,Vyzdnnkgiiulsydnllofmkvpkmcrvxycxwpplhvrgcilgiwnhjkqcnqkqiafspzg,DC,5.0,Hfndsg,136792.0,0.0,M,O,Kraft Foods,3192589.0
Fkr8915,9.0,Swsercqeibwxlvghaqwsajyqdhpwqshupyjvkqlgskfsejpcofmdmccenfjdfeclkkgljerfihp,625.0,1-968-308-2463,70.0,O,TAHAFTUHEGPKFGINOLLOJNVMQYMVSXEAMF,PA,2.0,Rceelo,31258.0,5.0,S,R,Entergy,1372448.0
QYR8916,2.0,Uqiutjmguzouitsyusfstesafeasvhwnusnxultwbmymlikvbupyoufhmjnfuzcfyjutobvqjgsjbi,611.0,1-130-264-1555,66.0,,Ucpqcjlphfxfhexfqwrhuwjplmswnndwwsfretjdzes,MN,0.0,,260655.0,5.0,U,O,Fleetwood Enterprises,112238.0
Gkr8917,1.0,Suvclnpugsdalmpwdkreiqknryxumq,614.0,1-045-964-7489,93.0,S,JRWDOUK,Saskatchewan,5.0,PUTZWGJ,201577.0,2.0,M,R,Pepsi Bottling,3660673.0
khw8918,5.0,Lqrhvgigsljxqdqdaoyxdajssrleyhh,611.0,1-615-441-0011,61.0,,Qpxosmhghxxrv,FL,5.0,JVTFDTC,392137.0,2.0,U,R,A. Schulman,522761.0
STP8919,10.0,uhbuaritwrwytgzltvhchrdbhswsabotwqqvldwkrgcpqwmkhil,501.0,1-643-154-6745,47.0,G,kpanzrjniotxfwcbefmgrlkcpkoguanhxrqoodpvqowdojligxegzohozuxmzdkwbkbxhuukoepiwb,VA,2.0,qdfxnurqxaso,145648.0,4.0,S,O,TravelCenters of America,1437039.0
Aht8920,8.0,Hewtvhlqfxnvascdxqmysucqqbkdrmhkilcmpsqqgboudvefhrbmoorfzukplbmzmf,822.0,1-737-706-1426,23.0,P,csqkbhkutws,VA,1.0,Afiwhsu,,5.0,U,O,Popular,1082092.0
wsk8921,2.0,dndbdorxqeyxuqjmlongasvprtkhartyeitmdhyvadtjzyih,470.0,1-848-856-4138,8.0,,WOKYTJLQSVYHH,IA,1.0,Wsijsoxwk,49234.0,1.0,U,U,PSS World Medical,1523635.0
Lwu8922,3.0,rhwyrdodbxbcwqnwqbkfxyajygngfvmabxrhwx,800.0,1-530-918-9603,52.0,,,ID,3.0,Arycnaso,75432.0,3.0,M,,Electronic Arts,1198108.0
Btu8923,2.0,FBRRZRABBUWLDJKQUWGCIOEPCFQMWJSIBRNCLWWQRS,709.0,1-876-620-7905,,C,tzonihiwerypvtjq,NV,,Tayfyfvubq,364311.0,2.0,,O,United Services Automobile,2449776.0
Yqj8924,1.0,waewiujgbtnjrehqg,707.0,1-319-951-8665,,h,Kqdgcwtrajdptzxtlwbdrggypavelvvhhwlls,Newfoundland,2.0,wlvdhmysywiy,63150.0,3.0,W,O,BB&T Corp.,3847130.0
JME8925,0.0,GVORXDEVBVQZDYDEV,676.0,,57.0,,,WA,5.0,Xtbrqqfid,312217.0,5.0,M,O,,1009438.0
Pcq8926,1.0,tyjdnqhqtphlqtwhogzpnlkmdkwqxcvigkvrljadvfquzzbfpfxscncffnrx,602.0,1-393-770-0106,28.0,H,DMMWVEXIYTYZMPIDLGJRJFEAOPTSPBPRTZQVNGXELDBKSCVJAMTEWK,Nova Scotia,2.0,Hbjrjgid,463049.0,5.0,M,R,J.M. Smucker,2952723.0
JSM8927,1.0,GVTLUINCNRHELAMDSEDCVLWRCRPCARFDXPJTYJTCMT,685.0,,10.0,f,mdnmwajhmxmujtmebwvxvjpftyrgtcbovfszhtlkxe,Quebec,3.0,ytjcryw,186496.0,1.0,M,O,American Electric Power,1173505.0
JXW8928,2.0,LVHEPYZUECCTQQSSBCQTKTVWVYIMYQDJIPKCGVJTSHKLPU,535.0,1-240-519-1443,44.0,e,Ilopeiseqlxtglrrkikbnfkgsvdfjbldxzfmqmahplrypgfyplarfskfk,Newfoundland,5.0,pqnhnsuxk,333428.0,1.0,U,O,Ingram Micro,3230663.0
GUX8929,5.0,,,,1.0,,Nzyrv,SD,1.0,JZZKGOBBXVKZ,76646.0,3.0,S,R,Genzyme,837878.0
Jit8930,0.0,jlyounwwuiuewdsskaemfeenxmuw,534.0,1-313-600-7323,6.0,k,GRFRBBPFBPHRWCDKPVWHJLTXBEOLINBDUVYCEWTTZLPIVGWCEBFPCARKJLUIMXK,Saskatchewan,2.0,nrajdmbgq,225543.0,0.0,S,O,NSTAR,1740431.0
BXB8931,3.0,,625.0,1-545-874-5368,67.0,s,Tfwjdxvudmhcmthaadnnvrcqknqpqtzxdvlxcsitbxvktblrkppdzoh,MT,0.0,GSIELJ,309045.0,3.0,M,R,Raytheon,251770.0
Upr8932,4.0,Kkbybroufutjmtlftvuvtittilkatxbx,,1-060-238-7569,61.0,,jaeaqippsyrqxvswlvxowiqwcsbprdaerlnegogkmatbvexyzfixyofpsid,OK,3.0,Aovezu,143699.0,2.0,S,O,Virgin Media,816789.0
slv8933,5.0,slfyorkwgdgqirbvtbvunbjiyrpsymcxfvrxopspoxzkmmiv,405.0,1-447-146-3257,45.0,w,Srrtfdjtpfsuxcvaxxvyvadbdfiyrmpvelwfaluotzbt,OK,4.0,Rrcquih,14287.0,5.0,U,O,Coca-Cola Enterprises,3236105.0
Wbo8934,0.0,txidspvcumvitziboqrvawsmrlkahvqkwvltlcywtplxxftgwhthprmndwmhha,441.0,1-471-081-0757,67.0,,Pqgvidztwaftsoqg,Newfoundland,2.0,RJBCVPIG,135807.0,1.0,D,O,Expeditors International,97770.0
SSD8935,2.0,zlbxhquthnxbupotibgpsbqsrnsyzclvvogrbgmywfjsruxf,579.0,1-161-929-9587,41.0,f,bxpaywiqswqvnczhsgltxzobwrixoemyticocexm,WY,3.0,Ejjpojksyqdy,486818.0,2.0,,O,International Assets Holding,1589615.0
Svk8936,4.0,osxwptwhhnhxiwkdsvwvubklhg,,1-087-000-8463,92.0,,Bcegmdklmzdetikjrliisasxsjbtlm,VA,,BQHYDMT,,2.0,S,O,JetBlue Airways,2389234.0
KGY8937,4.0,zbquhjnvwzwwpnwlathlhqeasuzpbndsqomogvjberuxtjruk,764.0,1-647-567-7318,44.0,M,ILQIRUWRAQNVBBAUEC,FL,0.0,hzesxliy,262063.0,2.0,U,O,Mercury General,569382.0
Lid8938,10.0,DUQWEAEUKQBCBQS,482.0,1-117-620-4297,93.0,J,SUFUEYMBSVOKXVTULMCVTFMRBNJOSYRCGORMGYJVHUHHOWCAHNZUEALDUUTOZXUHN,CO,0.0,FPWKJRN,200013.0,2.0,U,O,Sempra Energy,2802360.0
PJJ8939,1.0,jljsntkyqbmydedkpowkfherbpofdabsmgmrtyfpjv,573.0,1-851-882-0435,82.0,k,Rktqjtmsiurjybzmlmwlavqgvmislfc,WV,4.0,cpbfyge,197991.0,2.0,S,O,,123545.0
WTB8940,1.0,Jezzupl,654.0,1-548-292-1165,31.0,J,Fcxvfzpwlmfpoacms,Alberta,5.0,Nzzbmzajwk,410654.0,2.0,S,O,Anadarko Petroleum,1593753.0
Vut8941,7.0,mdbzkukfe,361.0,1-174-883-4058,69.0,P,Hvimxcpaffxcnejmzeotlxwywrjbxmipteywkvctihwctojdjsbcahwxctpxaqgfhtaeqqzag,WI,0.0,tchkfmicrrqf,243022.0,2.0,W,R,,
VPR8942,,Orsdqkmizaxgkcednxzyu,548.0,1-513-996-6074,12.0,,Ylwaqpxtgwfgrdcvjydddibjxlcvenanfsifkkkmoye,Ontario,0.0,Luveak,248462.0,3.0,D,O,Stater Bros. Holdings,2631962.0
Brk8943,4.0,Noapytdjdmghwxxgfsnymywnquxafnduzmuovoqihdettopubhjqhooskmyrtjqlofkycfdwwe,,1-382-840-5132,35.0,,Rwcpqqygquinkjqillglvoeqxxulodqsz,ND,1.0,mvotjmsnu,497094.0,1.0,M,O,Atlas America,2141297.0
Lnk8944,6.0,Mkohulgffgn,489.0,1-144-998-0797,85.0,F,PFCZQNNUUGLWQWUTTUBSWSCUW,NH,1.0,naadduxgtxoj,20155.0,2.0,U,O,AptarGroup,226923.0
Xrb8945,2.0,VUOHNKHNRFMTRDVBYTUNCKTTDPOJBXZONBHCRFBANCDCUXDZUUMSTUHQSHAXTTNOYOPSM,638.0,,42.0,,Ivlgwxksakmbkctuovoqqwlwrfvmjxxqvaclqfsymhsmqtzdsupo,ID,3.0,Gjmxz,295847.0,3.0,W,O,Marriott International,150227.0
Zov8946,5.0,,639.0,1-310-389-4971,99.0,,anrrvckopirkerqsdqkkuhuhdbcf,OK,1.0,Xdyjebkgd,143466.0,2.0,M,O,Integrys Energy Group,1935883.0
Gxo8947,2.0,txhcjcmtvfxhhoygcckpmlxpkadufkjxeibslgudhzgblurjqrqavjghczs,,1-195-810-2427,98.0,,Nqxgfraounagyvdebmsybpefaetnrpqmtmndiqksgacvmxmacvmdtlmndvnk,AR,0.0,KEQLKJUT,361354.0,2.0,W,,Ferro,38287.0
Edv8948,5.0,HMRZFQDXGPGHJKLQTRAPB,368.0,1-019-217-6283,2.0,T,Cvbophdalrupdemyhdikrdypqfpdkxpygktsxeuxekdtvybfxhshvohjkztamkuloagdawkh,MD,1.0,pxdrb,359796.0,1.0,S,,Retail Ventures,3426570.0
Gli8949,6.0,Xdznaojewuyerpmliqfkydybnmdgfwrnis,444.0,1-924-020-2373,73.0,G,Jatpka,TN,5.0,ijwhvfn,216645.0,,S,U,Delta Air Lines,1675143.0
ziy8950,10.0,,309.0,1-333-210-9332,74.0,V,Hvgumzhhelvvwhb,LA,0.0,ihpjjjsqkl,164584.0,0.0,U,O,Time Warner,771190.0
Dwi8951,1.0,,302.0,1-777-178-3559,62.0,q,DLJWYMWMYQOVSWREDRXEIUDQSAYULZMLNJRMOBJIGVFCMFVVSPRR,AK,1.0,Pkxqdutcc,53976.0,4.0,U,O,VeraSun Energy,1753488.0
OUV8952,8.0,,677.0,1-791-831-0714,23.0,,Dfknhqsmdpmkonwiwlpjgquzhsoyrfjqfrnojvnhnluy,NJ,3.0,AQQURDVBSU,441573.0,2.0,U,U,Cigna,
Vsd8953,7.0,Fdnllisiqjjshcrhiexsrjere,655.0,1-947-347-7556,59.0,,hgrcczerchubjxmahhhmovllrkgkbwilqcj,SC,0.0,Hpixjmchzqy,203133.0,0.0,M,O,Martin Marietta Materials,2935262.0
Fyn8954,5.0,IOTBXGWMZIQONDXPRAWGDTAIMYZTWWSBEMWLRMZXZNBPUDOWUAYJWLDWFUIISNVPZHHSOGCTVM,564.0,1-203-843-7616,54.0,g,Gkcgpfadnqpxgororgknudewzuzij,NM,3.0,khcnykrr,,5.0,,,Northeast Utilities,2936511.0
ism8955,0.0,Jekkdashmwjtnvmiblqxejzrw,515.0,1-422-137-3874,40.0,n,CMQGZYRDEWRWNUPSSETWNNZGNFTPEHHDWPJAPJUAZDSQCVKZEGFUNEYICSKBFPJONGPGF,IN,4.0,,306649.0,2.0,M,O,Progressive,955409.0
Ucl8956,3.0,Mzxdxllbtvdjnjqxytubhuigdfkxigjoibhgzvcukfumi,499.0,1-049-382-8436,29.0,,pvfdaoxuwyblxsdwbanxofvyhbjmuwuafmjkwcg,WA,0.0,fmpfdefus,364954.0,0.0,,O,Acuity Brands,2770752.0
Rfr8957,5.0,Efmnlpspwjuocpioog,531.0,1-253-363-6818,5.0,N,Mayatepyjccxcpkobdwnvwnkvwlrwxcdomivdlfeghlvonw,Nova Scotia,1.0,XODGD,244200.0,4.0,S,O,M&F Worldwide,1995762.0
Bnh8958,7.0,Jfdfdeuzhhejwdxxsuqqmnhlaluhxxjywolvka,470.0,,51.0,,Pbkmvnaywqfdwgwnbqpxipznvixdhmdyfgslsdimwvm,NV,2.0,,397763.0,2.0,M,O,,1198458.0
Auc8959,5.0,ZRIWAHPYQOEKCVVN,,1-671-018-1509,93.0,N,Rkjdmgoiehygirlwdcdrxjxfqhaawpwuyjkrjjgiozmbniewrbuxihzjmrjmknitszxdgonemvhit,MT,3.0,Tmrlakbcg,498735.0,0.0,M,R,,2575268.0
Fao8960,4.0,Xisdrfdwiocqkvfrlphvurgdxretcavhxmnmydtguihyibhrtkexqypewwdyiooujbzuizcsiumgdxp,,1-106-610-2348,88.0,,Dngvvucqrwghimajicruqhuxhaoizqrtsabbmemfpzqbunwmezweqxlg,NE,4.0,aalwsvofci,416876.0,0.0,M,O,Maxim Integrated Products,3610212.0
col8961,1.0,iyokkmaurbkao,591.0,1-350-841-2058,19.0,l,Rvejuqsxsyendlgyjugnjbwswqu,IL,,VFFZQC,189595.0,2.0,S,R,RBS Global,
WIP8962,10.0,Ytuhrqvfbsbplsgvdkdddaagw,721.0,1-695-802-4134,66.0,b,Tagfmatno,MN,2.0,FSJGPGRQO,44337.0,5.0,M,U,Fiserv,1555402.0
Zsp8963,3.0,Xrrspsbbbhrkivijytxornqesgwcubppfwkzdqvqltqyebdiifcjlmvdtwysug,500.0,1-326-976-1511,39.0,,XANIHNCHXWWUZIFDMSIBCMCBBHIIYEQPCBKKWCYNDQGKEIKSYVJLIBTLXXGHCTMNS,New Brunswick,0.0,csfwocttx,145157.0,1.0,W,O,Dollar General,2217339.0
Auq8964,4.0,,472.0,1-023-937-8745,22.0,,MLEGSDJMZLBUVTFDITJTHPOBFEPKPDXYKUXMABIEGBNZNSVSPQOWKDWIVCALWGDAETVFTBTW,MD,2.0,PKZSFQQX,398593.0,2.0,M,O,Complete Production Services,391571.0
BZY8965,0.0,xvaiqhuownthrcjkfefzosjqfbppfirjakeehiuefzo,850.0,1-215-143-0722,3.0,,Svuwnynolxjvdckhenggxrlpmkqrujxumqcqvm,MN,2.0,Cnvfwxpcpbk,296625.0,4.0,S,O,Integrys Energy Group,3881870.0
uwx8966,3.0,Tafngdmiegidtkwvbxsd,419.0,,88.0,,Okacfomllfabtaisjbvvsahlhyzirgomawinqfvfkgsmmbrstxebfpueuneghczdgeudswtaq,TN,5.0,wlzir,319530.0,1.0,U,O,Unum Group,1968256.0
qlw8967,2.0,Zhhsiprzuenjrmczajsnqawddfltuqmoadqxqjqwvtdgpfadxgttnbgcn,395.0,1-918-094-0190,65.0,T,Eoxdidkitbip,OK,5.0,gxcsm,100522.0,0.0,W,O,YRC Worldwide,1598906.0
Obx8968,4.0,Jpspppedqxewnjhujeirwjroltdkpg,,1-409-011-9159,97.0,,kwlcjacotajtphgeicdwwwuifuvrikotntgoorkddwdinshscfiqwchtlzkujhm,NV,2.0,qoxxdrwi,486102.0,3.0,D,O,SanDisk,
wes8969,6.0,Jtdgclunvketldqrshdrz,679.0,1-583-362-3380,72.0,V,nzhxyrrgkiccrnpakcbfxjltrfsdurav,Newfoundland,2.0,mymxzhof,45114.0,2.0,M,O,American National Insurance,1761155.0
Kzu8970,10.0,mrcbiisrfiweebitejrxbvotvgfnvegldjvqcecteo,463.0,1-974-373-7174,94.0,,Tvbvkjfzndkczqnancblnbejkadpozjtxualknzijeemmtneptvcnuhqcesnjbjcehqeqx,Newfoundland,3.0,Pelauwlk,494579.0,2.0,D,U,,296341.0
Zdk8971,5.0,Ilrxyywylbohqsbbklgwxjmojlfbhryfpruwimvlvohjzsffaolagbocczhepwdsuds,591.0,1-595-896-3414,56.0,E,qmvxewcnkddefznrnmzwqqdjoehtykgqvxkxtrdkcce,CA,0.0,ecfiwewsg,434922.0,0.0,W,,Benchmark Electronics,2191155.0
Spk8972,,HRCWQMRSWFXMYAAVWXGRKERBVSD,445.0,1-923-381-0072,26.0,J,KJTIQHAOJFSYQPLOPCCOGECUMPRGODSSCRSEEXRVRUGBWJFDTSKWEKCHJYKGXPMOTPFCBWQDQHL,AK,5.0,Kdtabjctakyd,31543.0,5.0,M,R,Fred's,487195.0
jrh8973,0.0,BKEVZAZSADEPKICBOZUISHDNZXVSRBOCIPDPGRIANRWYUUEJOAEABFOOFM,662.0,1-636-511-8748,95.0,J,JHMSYOLHEXLJVHLIOTSSDMOCLRTMJ,MS,1.0,Epachrgfirln,145525.0,2.0,W,R,El Paso,
aiu8974,2.0,Amjethjavlggws,848.0,1-174-302-3049,17.0,b,Bzluwxixtxrgzbcxfcvxejpdceatdovunlewiejvwzfugpuxkicvkgfkgwpwkwwewrwftwq,MA,1.0,Ufdfnpcq,376529.0,1.0,D,U,Merck,949706.0
WFC8975,10.0,Oiwtlgxvqkfebvaexoonoyjfrkfnptjjtacpsyymcvztqkzfr,658.0,1-119-095-8064,73.0,G,Yikdqcrkxmorbwtplooazgffxsshizpcfbtbxtdgslljefamp,SD,4.0,Slwbs,321157.0,0.0,S,O,Silgan Holdings,434301.0
jki8976,5.0,Iftgibnefprvijurawsdggosijevuqwboknoqviejpwlxdjmbg,408.0,1-396-171-2168,81.0,W,DOMLFYHAHTWUVLXOXKJFOAVOCPLUKVCTPBITDVINYILWCAQQDKOZBJPVAIYQIGQEFQLHUGCDYXVEK,MD,2.0,Hvimidxyp,196627.0,3.0,S,O,PharMerica,2870604.0
RZL8977,7.0,nhzmqypwwrgnpioyhzebutbamomptrnqlekrkkorhufvtxrdjuhihrdpa,486.0,,52.0,P,wfzjzzgkatdhodcfjwpafdwczcflejdhzbwxbmotscngbypplreacwkqvaqlvjcepsewwfbevwavmcx,MD,5.0,pvgrhe,230021.0,3.0,M,U,Alpha Natural Resources,
fwk8978,10.0,iqqgmigofuzhfsupor,302.0,1-799-922-4552,70.0,,BNUFUZSXBOWOUZDMXMUMA,CA,5.0,Miwbda,411824.0,5.0,U,O,Office Depot,1706950.0
Kjb8979,3.0,Lttdzfstmiulxjfzwcfxdgnyxxazngceclxjcnrxxgwbjcikskajpjliqlmtkegaqkkigcl,434.0,1-387-996-5194,65.0,R,Jprenypkm,TN,,Fedolsqnef,271328.0,,U,O,,1912056.0
Ngp8980,0.0,Uecfqaodiqondihimsrhlprevzrfefdfjnyfhhrcynmyqwmlmdwdjhiboepktkkevyjavmgzqptbfd,505.0,1-604-586-2808,51.0,H,Snvxnvrmluxlsmjbraelqxiitmzzdxklipiwqhedfcmlnvwwkijiaieilddbiopswziexoeyfxi,LA,0.0,SRNMCCLRXTLS,286974.0,0.0,M,O,Allegheny Technologies,3756761.0
Sel8981,0.0,MCJZIUOFJKSUCGMZJCMLKPPWTGVMZOPSEWAFWFHNDIVSHNZMQMUPFBACBUUGPLUOSGYAPGXVC,847.0,1-138-927-5012,81.0,t,lvgrvxzdibbxevvgzzwubdtkwtvk,VA,5.0,Jjbskvstyb,460160.0,2.0,S,U,ABM Industries,3116902.0
pnn8982,4.0,,832.0,1-436-238-5249,81.0,j,NSUBUDZ,NJ,0.0,MBWSJQRTTSX,78647.0,1.0,D,R,Constellation Brands,3704540.0
dcc8983,3.0,Dbnvgwrifbbbbvglljwpvzmewaitjy,722.0,1-309-063-1142,68.0,,QUPAQIDBHMZQXLZXKJJUFVBJXYS,CT,3.0,lmtcwul,356418.0,3.0,,O,Universal American,3314750.0
NPR8984,6.0,Vlavzbwfkdjzdntoadpmpddnqugfekeslimxirpuxyxweaeksgropybzoia,788.0,1-097-871-9440,31.0,v,alnyoxcluhrkkhyotcmlgqmvwghlhnignyrelfqjifkxr,MD,3.0,icfozq,432730.0,4.0,M,O,Fannie Mae,44908.0
Mbu8985,9.0,AXLPBFKVJZWWIHJSVGJLIXRRPB,417.0,1-918-899-6422,72.0,,TGYWTFKJVIBBPCMSAIGRSBUIZRK,CA,0.0,UAFBPLEDX,16681.0,2.0,M,O,Administaff,3295216.0
axk8986,0.0,Wvqcclotufggcpadrepjfwrleirrnfzfdsvpmxqmogflonuifxedyqzfgyzuopumh,383.0,1-754-636-4183,79.0,,Ytdxdsioegkzirdulrbgicapcnowqiq,Quebec,2.0,Yxjfpim,21938.0,1.0,M,O,Southwest Gas,1819333.0
yqz8987,,Ojjoofivrohdskxacinnuddqzpmakxauwoboaygnhgjjdcdpzxkbdulacrbhmtinkmkshhlllxxorad,360.0,1-977-019-7335,49.0,,,VA,4.0,Erkchudciv,255755.0,4.0,D,R,Pactiv,3541360.0
ezf8988,4.0,skufnusqtxgcsjvflwplxqjycg,496.0,1-494-902-9887,15.0,r,Jfxtktrvkgaiqnwllnusfecinldkzaxqnijg,LA,,YKIZVPLNKEYH,333380.0,0.0,M,O,Brookdale Senior Living,870929.0
Nkr8989,10.0,Awaeoqfgbygmgrklskvzwrqkfyonutmwcvcmfvklzjwmlsxcmjiomorxcmurd,706.0,1-335-051-1691,76.0,d,wdnvlbupajskpkduximzaqgqhtzmmosscxkegxmpsajtwegznf,AZ,4.0,BSSKQHVHCDCB,455864.0,2.0,M,O,Moody's,1065312.0
ojf8990,7.0,tfbowmimixanbxmcbkurppnlkecdxowfhaldmhajnvdtgztoadfimfyjawplj,342.0,1-930-987-1188,11.0,,Bvxhnjjtdrc,Prince Edward Island,1.0,Worxxofghi,29620.0,1.0,M,R,BlueLinx Holdings,1141018.0
Nqq8991,10.0,PGHMGAYTXHHUATTDFHMBRVNCGYGGJIMXLFEZLDSTGXFAJDPRJNEQEO,309.0,1-123-451-7883,76.0,G,Utrslebhhfarwlchvjidakogxptosqeboajeqtqflj,AZ,4.0,Fyjmzbiv,126075.0,1.0,S,R,Clorox,3868421.0
Aut8992,7.0,Wmgosqthdpsrxicdejsolsxetsypmbkpeizgdxbevkjqrljy,602.0,1-614-623-9411,69.0,q,cuqftlbwxakqswdlnvnojhngnevapocgkbuhyjssdscxdhvuvvfjaq,FL,4.0,ORXZKUHPAOKN,467687.0,2.0,W,O,Valspar,1747903.0
Lkv8993,7.0,qemtacbrpsmcdxthzotxc,424.0,1-960-793-0301,74.0,y,Obzhzcqfbxcjblixhvpriw,NH,5.0,,73678.0,3.0,M,O,Sun Microsystems,
Iix8994,6.0,AUYODZFFRURLFZFHKPFMCVISBTLITNAJGLAXIF,803.0,1-221-434-9140,38.0,,OUXFWVLBXIUEKIJVCV,Ontario,5.0,Kayhpljfln,115249.0,2.0,,O,Fidelity National Information,2376736.0
JNL8995,5.0,Gwjmvhufwdrfeu,577.0,1-014-037-4881,21.0,H,Hipnh,TN,5.0,Taumaqq,116688.0,0.0,U,R,Pepsi Bottling,3297104.0
INJ8996,5.0,norevxkfktrujopchowkcxbvkaggpkjzmfjnkxogae,813.0,1-516-161-0336,5.0,,Dseoeahdfvnilzuaurvwbqa,PA,5.0,LCWOXDINHSP,29954.0,5.0,M,O,PPL,3025756.0
Jlq8997,9.0,Luhwjomehxruzenzakkuxzalvmcokylsmyvrdvlidvvedgdgmblkciubmgg,568.0,1-409-960-5778,21.0,,NSOPUXQCCFLBSEHBLBDEIAHKTFXHLOIJNDRVXIPZIWSTJEKEDYANBTMXXRTRLBPAVIJW,Newfoundland,3.0,,485326.0,1.0,U,,CHS,107175.0
ppd8998,9.0,FWPASCKDYPLBCDBZQYDVPSJVJFWN,798.0,1-531-797-5792,27.0,A,Ukbnstppwnsnndgzxnszuneetkfdbpfcnyqiemrcobfgkuvpedrriwvxz,RI,,,268447.0,3.0,M,,Big Lots,1827301.0
BNU8999,8.0,mfyasteivpmtjuoqpofnmadojfxdhtm,669.0,1-007-132-2737,90.0,,Hkovqizzdmpzfriyayhahktjxqkdddqlxsxzghgfjfvhqgegcdggxfxnhrlppaynmsiqg,MN,0.0,waknqfem,151560.0,2.0,S,O,Brunswick,1467575.0
Kxx9000,1.0,Cbawbtkxbsjmbxswawlpqvcrdusmbskiakbtkjhzpjanvewgtsjvekmslopdth,,1-750-487-1983,68.0,,Tkidtiiwujgurshobesvhubbwlugmonuvnviypmr,ID,1.0,kbwkupv,13974.0,1.0,M,O,FMC,2207364.0
Cek9001,0.0,vpyngfbxohdmadufkkyiwwcdifbjmaqrlfovcqawqxxjbsfurhigkymzvbemdbenwcvj,844.0,1-860-430-7323,42.0,T,SJMHNAXXBBVNSQMCYBCBVKQFVMPVCFJXGWDAAXZCZWQKLYBYSMK,IL,4.0,lgpiejw,301634.0,5.0,M,,Valspar,1885306.0
Rsz9002,3.0,ZCQSGIGPVAGUHYCHVRPUMYPMQBLAUGBQOTPAJUMYIZDFQEWNFPPGKWSES,619.0,1-299-609-7219,76.0,,RVUTTRILDPNDHNWRAIHQQNFSE,Ontario,1.0,zhpmxlfll,77635.0,2.0,W,O,First American Corp.,
ELW9003,1.0,Wgizr,822.0,1-352-792-9668,31.0,,Legnbpmjggosz,TX,5.0,dbgkzdhswxd,243507.0,3.0,S,U,Time Warner,2773249.0
Kqs9004,6.0,GOCVMQYPBAGRIZNDEENDXOSSUCRNCNOXQFAMIMLSHJGRWRPXCZTBAEGJ,508.0,1-617-383-5498,0.0,,Ldtuuhnfhxnumdpjadjqklhkojqiyrxmnybybyelrpaimi,VT,0.0,FNPWDIWPMM,443360.0,3.0,S,R,Winn-Dixie Stores,813031.0
