prospect_AgencyID,prospect_Age,prospect_Income,prospect_AddressLine1,prospect_CreditRating,prospect_NumberChildren,prospect_Country,prospect_AddressLine2,prospect_NetWorth,prospect_OwnOrRentFlag,prospect_Employer,prospect_City,prospect_State,prospect_Phone,prospect_NumberCars,prospect_MaritalStatus,prospect_NumberCreditCards
Ula8025,13.0,205545.0,Kvbhoprjzsdclvlugerskxckmjs,579.0,4.0,Canada,Oharrlbgvigsfozuwxzjbpcrtcplaxsmorrgosuotsitrzftsivlc,1411687.0,O,,Chandler,NM,1-769-218-0825,4.0,S,2.0
Kgc8026,19.0,153449.0,UQBKITDIXNYPJIKVPQCNWDNOHUWHNWRBEKGATTYLZYHBKAURALUTSUOGNFIPPFKKGETMAYCALMWDPSR,410.0,0.0,Canada,Lvrjmhasupstbncpkgqgpcjstndcxrqyyktdxwlmsuwuflwvsvllyqwyvjhfi,3413890.0,O,W.R. Grace,Columbia,SC,1-896-771-1038,3.0,U,1.0
Wfd8027,88.0,268590.0,vvgjmjdomalgvdfbyachdrgqmterfbuihhidxaboiftqfhqxhrutzwseoadpkolyhn,,1.0,United States of America,Grxofdsrbntglvlsuaslseep,3940811.0,R,Thor Industries,Little Rock,Alberta,1-011-030-4142,5.0,M,3.0
Lyh8028,44.0,456221.0,tplvqeadmfrvkarlhcihlkitswcslxjzplukssypvshralkqrvisxjcjruileepmoaejf,846.0,0.0,Canada,NOAWMSPCNKALFGWUSAEKBAFPWWCKNWTNTIRAADAPXGRBHFVBXBEZSQFHJZMLAFXPQJPMKXB,1181657.0,R,Enbridge Energy Partners,St. Johns,MS,1-099-288-5148,4.0,U,6.0
Aep8029,3.0,,ACEWPKADFDQRXWGSEKAIEWTMXDGUYELOORUYXY,488.0,5.0,United States of America,nqjunrlccyhtmarhiyrilbommyolyetitotpskwwtbknwrnjp,2410721.0,U,Key Energy Services,Cedar Rapids,New Brunswick,1-935-830-3336,5.0,M,2.0
hdz8030,45.0,279973.0,Bdezwojiqwvouvazvtchfcxiupjpomjpnsoszttzaypdeflo,815.0,2.0,United States of America,Hyhfyhpbezh,2181486.0,O,Albemarle,Salinas,FL,1-711-331-7079,0.0,M,
Rmk8032,10.0,176051.0,Svqsajjefvaoyjpgntpbhcasjmizijyzcuva,474.0,1.0,,ykxxixbfhsmdatzjxizwo,408166.0,R,Cummins,San Bernardino,Quebec,1-949-869-4694,5.0,S,5.0
HGJ8033,11.0,364876.0,Kxdggbfjjkwmivdkachvlbqejzvptsdmuxkoswcyfbdncfsqkk,693.0,1.0,,NTEBDRDDCHXHAWZSPDAWFNFWU,1433641.0,O,Arkansas Best,San Bernardino,NE,1-816-228-0366,1.0,S,3.0
HDJ8034,48.0,67488.0,Uqrswnwnizeqbieh,644.0,5.0,,,2954062.0,O,Mutual Life Insurance,San Diego,MI,1-848-925-3291,1.0,U,10.0
BRQ8035,35.0,37020.0,JJCTFAAIYTOTAOM,742.0,0.0,United States of America,XQXPTHMMQQRV,660532.0,O,Oil States International,Escondido,VT,1-185-642-9518,1.0,M,
Nhc8036,30.0,224282.0,Ycavepoovatf,583.0,1.0,United States of America,Spfxdjqmrdntplo,1555614.0,O,International Paper,Hilo,MO,1-821-354-7214,2.0,M,8.0
rgx8037,37.0,164419.0,Wkpakulobacdhvjauxtynmvcgbjpphog,545.0,1.0,United States of America,Ybknlslbueknicmhliqbcvnficqocapllezteczreruqidwmhdxbribbjr,2563447.0,O,BE Aerospace,Pittsburgh,Alberta,1-423-173-6430,4.0,W,2.0
CAZ8038,74.0,150884.0,DWVUVHEFJIIHPXTTERZHYIEIEJMWHRRIIVTDUVMJFHYZQ,302.0,3.0,United States of America,,1223944.0,O,IDT,Columbia,MT,1-020-405-1474,3.0,U,0.0
tcx8039,89.0,26168.0,Aohatccwvmttubxytqscyiyhqwiugigtannbyjkavsrdvpdgfpbkattgunkudoevp,646.0,1.0,United States of America,Wzuxagdhklldayuevhsiufmsbbetdxonrepoxjtnueasqdwcsowdjwwnfluxtfje,1353587.0,R,Schering-Plough,Pueblo,ME,1-701-846-5029,4.0,S,
Uzq8040,70.0,14182.0,HZXIGTJXAWGMPQLOZILGURDVDXM,514.0,3.0,United States of America,Jzdnipcjudrmdzjtroieqqmzuxqsbhjndlqfybumsdvymllbotcujygqhlclwvhk,2571277.0,R,Chemtura,Great Falls,NH,1-380-069-8864,4.0,U,10.0
Qpo8041,32.0,311513.0,CCLBPTPNPJCXOEFZJKHDNCLPSHTWZANLIFDYXMHHWZGBAGBHNNZTIRAYJJNSHGLPGFHXBQWMGIS,387.0,0.0,Canada,Pewndwkkcoqmkmghqzcbjvizbhc,928430.0,,ArvinMeritor,North Las Vegas,VT,1-133-263-9768,,M,8.0
ZOT8042,67.0,382145.0,,564.0,1.0,United States of America,Jsevemcfwxbdplvevzanwoshitmqifjc,1674038.0,O,Laboratory Corp. of America,Fargo,NJ,1-829-248-5554,5.0,M,2.0
Zat8043,10.0,145398.0,,697.0,1.0,United States of America,yablvqlfzmpznumiuwhsentg,1515033.0,U,Hershey,Hollywood,CO,1-042-788-7719,5.0,D,6.0
Owo8044,18.0,760.0,Spgoukxquxhxcebxlhmbjifgnghylvehebqkhadpmgvmdizvwldldhijeikrunjluhmrbcxvby,398.0,2.0,United States of America,Ckxcblwa,3710958.0,O,O'Reilly Automotive,Louisville,Alberta,1-925-737-7759,2.0,D,10.0
Xmn8045,58.0,234083.0,MSTXLAGHHNYAATDJLBXHVUXMBUXMWCCKQCXZVIXIMKWNROSXHIKGEXTRSAO,812.0,1.0,United States of America,Surelhbhjovkaojxnudrvvgmsgcgbhldxaqzggkntssqevvddryunnizquklcgzatdmg,640918.0,U,Nasdaq OMX Group,Irving,WI,1-751-937-4871,2.0,U,5.0
Czn8046,2.0,368734.0,Tfcitrjtubjlgrrunhweronflkiqgckvszpvbbahohhonwztnnygofogvq,442.0,2.0,United States of America,,2856426.0,,UAL,Hayward,DC,1-811-592-5327,1.0,U,2.0
Vri8047,80.0,153370.0,XIZYBGSCWPGKZKSSVQEUOAGGLFUGOGBPQKDNZFETPAAZQDRBUG,610.0,5.0,United States of America,xcusmlidazipwwhxohsoerrpyjsqtieatlaabqavo,27261.0,R,Lam Research,Detroit,LA,1-801-759-2877,0.0,S,2.0
Leo8048,61.0,421899.0,Qfmszwiodmuulwspnttwrjkbwhqgoslwapkxgxsilxqrtmg,542.0,0.0,United States of America,Ighbinplegmxrbygpqdbibufqtheodnelgwuvglmoezqrbpajpgbdgbfgznitdasttjmhho,2034896.0,O,Eagle Rock Energy Partners,Garland,IN,1-852-644-7809,5.0,M,2.0
qip8049,12.0,497123.0,Qvkqzohzrqbrxrhljtrxoouwpjaxfsazowdrrnhlynpvhgamogxqmmdyhwlfktbcbfa,621.0,0.0,United States of America,ktqkvfiofqocgayuwahvfbqioqsixqfdsqdqhvqibpplnkshwhehhswxgopsiuvlffagjqepfwauhmh,1101937.0,R,United Technologies,Minneapolis,WV,1-280-689-5854,3.0,M,7.0
Ffr8050,85.0,282798.0,KIYNNIBEUACGVTYFYXSLCPCRXDYADTJKEHUKDLVMYFBXHGNOS,498.0,0.0,United States of America,XOAURGGHMRLVNRA,2539495.0,O,GMAC,Elizabeth,VA,1-808-896-3924,4.0,M,3.0
Ymw8051,99.0,457615.0,lwnxkmjoeqfjbjflqk,334.0,,United States of America,ASIDJSPBNVMSTEHXGNFWKZJLKSYMDCBXMFRGJWBOJ,3725194.0,O,Textron,St. Johns,WY,1-681-432-5475,5.0,M,9.0
Fhr8052,17.0,153419.0,,681.0,1.0,United States of America,,343347.0,R,Pantry,Stockton,MA,1-623-511-8227,2.0,M,3.0
Ooh8053,96.0,,Lemueyixhlrleeeramfsqvyqi,821.0,0.0,United States of America,jtobiharglsochderaexmoriqwnnws,2146476.0,O,IAC/InterActiveCorp,Knoxville,SC,1-762-498-5143,0.0,M,4.0
Jek8054,32.0,204349.0,Rghczewtvxglfpzqinethxqofywiaq,512.0,5.0,,ztlcfkcrsjedfnicpxryqoagbvwsgadwoolqgwbfuldmoknnft,73734.0,O,BearingPoint,Los Angeles,MD,1-220-496-6695,2.0,M,8.0
mbc8055,52.0,466988.0,Orlhankhodajtynyzqhwtkspiujggcf,717.0,4.0,Canada,jbogudiieqbfsiedznfrgtdzmybjjqdqncajisicodwwauejxztuzmtws,1380687.0,O,Tech Data,Phoenix,TX,1-674-945-7585,4.0,U,8.0
Aqs8056,64.0,340591.0,wsqjfkifrrpobhlesmvdnlevdcwdctrrakfxtdscnfrnkehseghawckvjaruecjuzl,553.0,5.0,,Kgcgvbxp,3262152.0,O,Asbury Automotive Group,Bellevue,FL,1-791-921-3989,1.0,W,3.0
Shy8057,89.0,76426.0,Dhdxdhnnrdlpczcakgjzsaqfx,545.0,3.0,United States of America,QHEJKMRZIOJQCVORBHZWFDBMCXVNFKAFCUXFRVQUTEODKNDLVIMSJDTKHZDNML,2732465.0,O,PPG Industries,London,WI,1-963-009-3594,5.0,M,9.0
Pzc8058,38.0,363857.0,Mpuoftxnrrfsazula,819.0,5.0,United States of America,Uoffuhojoaavovwcvhskbmlquraxrgkcwebhouojw,,O,Administaff,Rockford,MO,1-602-991-0719,4.0,M,9.0
Xim8059,8.0,294054.0,Xtnnpwtmhaccxkwpmyqmhmcfdgaxxdrwlghjhzkwdkjanbpwknzvfjtnomy,555.0,2.0,United States of America,MDYJOWBDUVWUBCGWCSGZKJBSWKCKMLPLFHMGFQNJTR,657603.0,O,Kla-Tencor,Fairbanks,VT,1-546-507-2743,3.0,S,6.0
Otu8060,23.0,124933.0,Wnbktcg,343.0,,United States of America,QEELGQPLRWDRXAXWOGJDECMCQGNXYATUQSEKJYXLTOUHXORHSKULCAPKZODZ,463379.0,R,Penn National Gaming,Fullerton,WA,1-647-433-7355,4.0,,1.0
Xql8061,55.0,139343.0,dqzroch,669.0,5.0,United States of America,Eqwdxnwxrpxddlyjnwxxvvsxukijgci,1498562.0,O,Chesapeake Energy,Arlington,Saskatchewan,1-995-786-4727,4.0,S,1.0
HKX8062,23.0,387803.0,smdgbhagttauoxjemtrtyrifdmdxeov,814.0,4.0,United States of America,Sbsdhnwfxhtumxmlilkysfudurmftinfbvd,2961070.0,O,,Denver,OH,1-223-972-6600,2.0,M,
Rif8063,38.0,283924.0,,689.0,0.0,Canada,Otgzxduuqrtfobnnqlhkaqenzmspeo,1378874.0,O,Alexander & Baldwin,Overland Park,NV,1-756-187-2805,1.0,U,7.0
EFY8064,91.0,120662.0,Fowyuxtqssgiiswacyxevoifritflobqaxksyrkgbewddgjzwfonighjxhalbdbujdeczqbfprzfn,790.0,0.0,,Ivgnxhnbwdglkmkbqeslyabbxkidmcyeuibddtejqlyqaphloqmggbnzveqigvyhmyeavyhmqph,1564963.0,O,AmerisourceBergen,Oklahoma City,SC,1-268-756-9467,1.0,U,5.0
Jkc8065,34.0,7021.0,JAMTKTOHRCFZNEUKNNZZFOMWQBANYEQAC,423.0,5.0,United States of America,,1517724.0,R,Pantry,Overland Park,OH,1-504-237-4451,4.0,U,4.0
tke8066,90.0,18275.0,crqrniaulnmbbiscxopusfoskbnoldaxevlcbwbwagudxzfyr,538.0,5.0,Canada,,3297172.0,U,Buckeye GP Holdings,San Diego,ND,1-938-687-0028,5.0,M,10.0
HQN8067,33.0,338041.0,wrxyjcodfhtvcfqargshxglqodbtyuzdfgigfbex,309.0,0.0,United States of America,TFUWJWSEDRFNO,917182.0,O,Briggs & Stratton,Chicago,Quebec,1-415-995-7124,1.0,M,2.0
Nik8068,21.0,308124.0,xwoluwiubvjcywlivcjfdoeuktbyncgctsrpkzyweadikhcfgakljqdfegqzbkqclkbexfghdaz,470.0,1.0,United States of America,Mqadrrurbgcykdjimhzotmcjncnbmflpjhqbgsuobwhovdsykafekkxkzpc,2498089.0,O,,Indianapolis,Saskatchewan,1-732-600-7028,3.0,M,3.0
Orb8069,78.0,154807.0,WLNLNBTVTRLGHQZNCUWDLSDDOSK,762.0,3.0,,Bxmgakjfeqfpvuncafyovxbjgqcsll,2566713.0,R,Cimarex Energy,El Monte,Alberta,1-628-134-8281,5.0,D,10.0
PPK8070,45.0,393376.0,Omloqtmcvawcfhbekqlazbbftlzbjdtmlnfojzrhvhciexgfhvqlvpkcgphjmigzhd,330.0,1.0,United States of America,kxjszcgchfgdfyahssmzxtrhjvcutqtcsovsglltoklrbypjlzdjpldbvfjgs,3661813.0,R,Republic Services,San Antonio,TN,1-279-541-1931,5.0,M,9.0
Kyl8071,11.0,360634.0,Canvlhcxxupwpqjfpsntyfrteqfircrysenrqtmkbhs,569.0,4.0,United States of America,Imdieymqedhihzygttorittfsbmfmgemj,576097.0,O,Omnicare,Cedar Rapids,NV,1-345-928-4728,0.0,W,7.0
tnz8072,63.0,431106.0,Vbmkpz,794.0,1.0,Canada,DWUPIBLRMMISXSG,1537561.0,O,Fortune Brands,Beaumont,AK,1-167-029-6203,0.0,D,3.0
ANY8073,68.0,284259.0,Pwmrnzuaosfwrhm,666.0,3.0,Canada,rjqbswbusgalhjgabkcsuxdzfqtsssxdjbuhxiomwjkvxeqaseqnnufwdiwe,2875194.0,O,Donaldson,Kansas City,AZ,1-591-579-8474,2.0,W,6.0
Npb8074,0.0,453974.0,Addhjedabfflgokkmebdnfnaosaahmsdwvcwfxerdtyu,366.0,1.0,United States of America,Tbkjwtgzvfqxplfcdc,3846756.0,U,FPL Group,Oakland,TN,1-061-431-9407,2.0,U,9.0
Hhg8075,74.0,229733.0,wrmtqqxeyauvanumneihxjvlxracwnocpvdjszdqouaixmnf,668.0,2.0,,xxecwtqzzteixniulzwplbbpiovfqvmwhgxswtjfxeeclcunigezmhpghpwkraoudkr,1535308.0,O,Berry Plastics,Santa Clarita,MO,1-739-740-6139,4.0,S,3.0
LEY8076,13.0,130928.0,wnbdcohspmiexvjkgezeqlhweaodolaccxvzjtwrvquds,415.0,4.0,United States of America,Ronzbsceuhpzmcahqlbayvjvxjroeostdxxiumnabfgziqbolntsv,2520114.0,O,Sealed Air,Pembroke Pines,VT,1-981-776-0112,2.0,M,7.0
exj8077,62.0,284486.0,IIIPNKFNLIAUUVVMVVWGO,544.0,5.0,Canada,GNQAOWGITIFQRHKMURSLWMNMORYFQORXSGLYWEZMNPQWIDIDSNZBBMMTUSDBM,1263068.0,O,Republic Services,Omaha,IN,1-483-110-5570,2.0,,0.0
Wqo8078,6.0,398521.0,VXAYLDYWTKPLITOXRWFQJSHTPMTFPSVRTPTLSAHGSSNICTVFNQZFL,514.0,2.0,Canada,Llfsnahwswzoti,576860.0,U,National Fuel Gas,San Antonio,Ontario,1-214-850-8638,3.0,M,4.0
wcx8079,38.0,344423.0,vmhegpdesabvykilruhb,617.0,3.0,United States of America,knxktoxhhisvdwagdy,,O,United Rentals,Elizabeth,NC,1-171-206-0394,5.0,D,10.0
vhh8080,64.0,22578.0,Niznjvysmxmlnsztscwrjnh,602.0,,United States of America,UARTGNUDBETBUULSNXRILRJVHIAGCJVMQWJWKKXKCVKIVNLOPNFUHUKIFQNJ,867762.0,U,Lithia Motors,Yonkers,New Brunswick,1-163-349-4895,2.0,S,3.0
Jfu8081,27.0,216152.0,Uawgnesrkpystpyfrfrqenzsbnyndwsfdmeuzqzcacboaurbbgmvmaorwndudxmslxgyk,434.0,1.0,Canada,tojwjblxlquhhnflichuiumctpujtrkiefv,3517709.0,U,Liberty Media,Worcester,Saskatchewan,1-573-614-3825,0.0,S,7.0
BRA8082,,254254.0,akddolaesbasdxxsrcolxanylrjoymi,410.0,3.0,United States of America,xnmwpwlfcwulsbmcsphfppgdzmqwfitkihgevvbscerahphqxlgvpsqxfm,789993.0,R,Crane,Charlotte,CO,1-981-184-4237,2.0,S,10.0
eam8083,49.0,238063.0,,495.0,2.0,United States of America,Atvqppoikmjfxsjppgauhhtqmibdzlehodsrqmpjodovggibjcqnuoyfwobypdrpryvoauxfmbte,2573032.0,O,Auto-Owners Insurance,Huntington Beach,MT,1-782-265-1918,3.0,W,0.0
AEW8084,37.0,95261.0,Jarojouxsgfbdvddbcpptxhnesdvadwudzofbjergbmvyltcizwgjnggmfnjzgbfrzwj,429.0,,United States of America,wwzflrbbluejonuhmqcrbfqrlhfc,74624.0,R,Cliffs Natural Resources,San Jose,KS,1-921-965-2114,3.0,M,1.0
Wvj8085,100.0,171907.0,Joxsmufkegbkxuocvrhybticzugcvgxwvhwhomdaqrctraby,382.0,4.0,United States of America,Aggrurmxfjdjmeamwypafobvaujza,1331048.0,O,Biomet,Edmonton,IL,1-125-065-7159,0.0,M,3.0
Ajq8086,77.0,58285.0,Xnxucjbxfofslijmsvxmdosqmjblrvkcmteevqidjdcrkvrrjzuxbpqsyjjheilwaugxjmn,458.0,3.0,United States of America,orsotk,2961777.0,O,Penske Automotive Group,Santa Rosa,DC,1-969-454-0562,3.0,M,9.0
Npg8087,77.0,450122.0,Xzuckuoxcwlsmucbikomgrqpyjtrecympmflwamimtbxibcltmnltecoafssjjfrdznpynv,395.0,1.0,United States of America,epppsisshwtftmnpyjawhoxoppiptwadiwirmacbslstxmjygakpdgfubll,1014724.0,R,Unisys,Winnipeg,NY,1-116-081-8170,5.0,M,10.0
Wyc8088,9.0,189975.0,wprdkmdvsuaznscmvtcihccu,393.0,5.0,Canada,Cugxezgrndwqnqdlc,175998.0,,Beacon Roofing Supply,Chandler,NM,1-395-439-2231,3.0,S,1.0
Ddj8089,14.0,131586.0,dyodgfzoqrbgkwqzipnxhoejeetanrbwjqsrkxolrajdwnejsxenlkkioterracopirehnkgwqgjxpua,569.0,3.0,United States of America,AJGJP,1603482.0,O,Kraft Foods,Nashua,Alberta,1-665-574-6764,2.0,U,3.0
pgw8090,38.0,198921.0,dmjcgftmwgkqslriaxvcwlsquyacvpcotanvpeuoeiaebuxamgwsncwashlpknuirtmactvxip,768.0,0.0,,sbjoksfwbygdkiiwpavnfx,2940685.0,O,Belden,Norfolk,IA,1-930-758-5891,5.0,D,7.0
sic8091,55.0,419717.0,QBPGVSYQGNDRUEPKCQYOFUTRCQAQULOKLGTYQJVYBLCJYLOQCYBZPELBBANWLWNJAPMT,585.0,3.0,United States of America,ljwuswttuomlgbhlpsfthojcirhrvyeemkktcvkguitlpnpcdrljkaydjlkxtmcsufyomd,997874.0,R,Oneok,Fresno,MN,1-772-090-7589,3.0,M,5.0
AFP8092,23.0,315699.0,Vhaedpgbnkisdanvqevnhlwtwlaxystbspykkg,695.0,2.0,United States of America,Zufopflpajwobstetjchjkdfkzxcnqllhqgfikbpgwmmdqybxxhcnoivensdh,1210663.0,R,Cummins,San Antonio,Saskatchewan,1-940-293-8766,1.0,M,5.0
ABE8093,38.0,458150.0,Emtycdmgddkbyfissckibwntzotslwqbgtcdusftnxgrmvfksljostqsvtxrjgpgyl,560.0,0.0,United States of America,,2550067.0,O,Whirlpool,Savannah,British Columbia,1-981-100-7095,3.0,S,5.0
Egy8094,73.0,122267.0,ERJWXQYXMMWAHEKM,574.0,,United States of America,Izzgrkqtowioqholrlvgvdojkmsqqn,2539291.0,R,National Semiconductor,Montpelier,New Brunswick,1-937-993-9509,3.0,U,6.0
JPQ8095,40.0,478349.0,DQZSWL,376.0,4.0,United States of America,tbwlgitsgecrkueihcqtmasbe,2469405.0,O,Belden,Peoria,NH,1-354-845-8552,5.0,U,0.0
end8096,42.0,,Fpqzdvzxqqdpuzelnpfguxdoorzhxbgeozjwbdgxccvrwbxnrntwjwacodr,797.0,5.0,United States of America,vvrmdjpubppehovosdzwfqzyunkegmxthwufbsojkgiigbdolfjlgonasqlptljinoccvbvc,1975282.0,O,CIT Group,Santa Clara,British Columbia,1-088-580-0647,2.0,S,8.0
MXE8097,50.0,7977.0,Prfrtbnsvprxspxvjwgmrjdg,337.0,4.0,United States of America,Olinfcptrebmrzuvehauxptxuzlijedwubt,3414193.0,O,Cisco Systems,St. Catharines,WA,1-085-672-0938,1.0,W,0.0
Amy8098,36.0,114056.0,fwaggytpljvwwmadureror,500.0,1.0,United States of America,,716072.0,O,DynCorp International,Fullerton,OH,1-942-438-0390,4.0,M,2.0
THW8099,1.0,38385.0,,441.0,1.0,United States of America,Gxsfnyvooniopvm,1939896.0,O,AmerisourceBergen,San Diego,MI,1-368-485-7766,3.0,M,1.0
VOL8100,65.0,440119.0,SVGAMDZGRWMFYTEJMVVTPKOJCBSVOSWYPNNNNTZVMSXFHBF,457.0,1.0,United States of America,RIQXUJXJHGPVPEGVUKDNTXVPWNUPRQASFPGWIRROXMXIMGUTCXCNWOBWKABWUOEWQXRHCIGKQBCHGRDE,803068.0,O,Symantec,Palmdale,NJ,1-487-056-2126,3.0,U,
LPY8101,54.0,169057.0,Piaotyvqwwjfraenxrxliphdkp,445.0,0.0,United States of America,EAOSFHKIQOJANWBRJBGXGG,2284224.0,O,Dynegy,Ottawa,WA,1-839-459-7027,3.0,S,6.0
Tua8102,5.0,17488.0,dsjgeuomvwwywxrtqbmy,332.0,5.0,Canada,MZWIBFAKNHZCBUJWLUFANDGBOBJFYXCVCTNUWRJUVVEWHBICYVNDNSMTVAJFROQUAEEQRY,3097815.0,O,Duke Energy,Greensboro,Saskatchewan,1-465-801-3992,5.0,D,8.0
clf8103,95.0,435367.0,bqtlobcdujhhvgqvspmwbebgisin,312.0,0.0,United States of America,Uwwwpjuwpusgtmudqprwhmogeamcienhsvmacivgdnnflcugiz,3456695.0,O,Amerco,Grand Rapids,OK,,4.0,S,0.0
orx8104,48.0,68214.0,Hsuoegedtkoecjyaurncxbqbwyqvdhselieh,627.0,1.0,United States of America,mfzcmnsltvxxfb,407732.0,O,Enbridge Energy Partners,Erie,LA,1-003-461-5039,3.0,U,2.0
Whj8105,90.0,398010.0,fcgfkgnrwgxemgrvwizuxbmnctcxbgkt,570.0,2.0,Canada,,3440867.0,R,Publix Super Markets,Chicago,DC,1-361-908-2795,,U,8.0
odc8106,68.0,2374.0,dcttneqeuevzjwmqukmrnbgfn,543.0,3.0,United States of America,nzgesvldymoqfar,1045086.0,O,,Glendale,AL,1-256-052-2241,5.0,M,10.0
jcr8107,,19437.0,rfqnwndjgsmsojwyjhfuilnlgpjcomkntojzsawfdhgtgnkwjovltpksacsjwfixylpi,492.0,3.0,United States of America,QUXLFRNAFJICWDCMUQTAMRNVYTLGYRXKHSESEXSRGANF,,U,Reliant Energy,Buffalo,NV,,2.0,S,0.0
SVD8108,97.0,437123.0,bbjlhrjwwiketdelrbusphguxiejizwro,818.0,1.0,,ulylxvnqraxeigynwfxmeynflhrtenajmateetpgtilgyovkt,1715912.0,O,,Sherbrooke,HI,1-491-847-6153,1.0,U,8.0
Oej8109,61.0,209471.0,cwinagxujkcuqishhaouqqblafvvoavc,687.0,5.0,United States of America,Urahihnhiudonxidlwyppfffnyprrhogqtslsxvaedxhpxwa,1134049.0,U,Zimmer Holdings,Huntington,ME,1-231-942-7653,5.0,D,9.0
lym8110,67.0,352870.0,fhpeyfszkolwrjrnfiaowufykoqm,686.0,5.0,United States of America,Qzjuunadlgwmwlmgmmzntwrdhcm,3926979.0,,American Eagle Outfitters,Idaho Falls,WY,1-212-180-4062,2.0,M,10.0
SNX8111,61.0,362274.0,Uqpkifxxrazwhcvvgdfvvtw,717.0,5.0,United States of America,ckkeaovihudslytvkggvbjfihmxxrlpt,3227952.0,O,Newell Rubbermaid,New Orleans,MS,1-894-425-4438,,S,0.0
Wwh8112,74.0,429384.0,Unmshdhgnrdinatnpiarezwkippyhfiomucbpnvlneinuhixxrttewbkmxroeeifloxhwuycc,599.0,2.0,United States of America,vfrupdaqsqdvkvbrlhkctxfpbfbzzsashpdfstzmuxizsmwlktmttyucndiaqmjchaywjwdcwuxonxfs,2705339.0,O,Allegheny Energy,Overland Park,MI,1-345-782-7944,,M,2.0
Yzz8113,83.0,205435.0,LNFEKPURZRLVKPQTNBFMDGCGOIYAKXHFWXPVZEXOHPAWRVZUVRIEMCNWRWJLORUAHKHFPCKWMAVVDA,547.0,2.0,United States of America,Umlyesndba,403335.0,O,General Electric,Mount Pearl,Nova Scotia,1-060-328-8171,0.0,M,4.0
Vib8114,2.0,162479.0,Vdnmszdogyzyyluiacefavaeufohebzxdluksvqmihuhoetlpefbliwagsiekxgmhmtlnxfpy,400.0,4.0,United States of America,XIRXDRCZKXNWPHOLHPPQCTIYMZXFGSBJDRODPWAPUWJOMDJUWCAPGBJO,977058.0,O,Belk,Elizabeth,IL,1-608-054-6525,4.0,M,4.0
Mvy8115,62.0,497960.0,tphgjunlowgxntxlrvxxoeohaumjmvqcubirqc,688.0,0.0,United States of America,Gzpzlpmtkjarmdwpywtfj,1639703.0,O,AFLAC,Knoxville,Ontario,1-845-870-4364,3.0,M,1.0
Wgx8116,45.0,361157.0,PCSEXD,432.0,5.0,United States of America,Ajhkngnpcdv,2678765.0,O,Liberty Mutual Insurance Group,Irvine,NJ,1-172-658-0974,1.0,,5.0
PKT8117,,308692.0,Ubpfitkybrmsiajgtirazrrsvnnxbozpcsykdcxufleiktc,766.0,0.0,United States of America,Omzkzvecsresuykrurklrhwndefbakigzeuquildokthobsfaujaivenuh,1171157.0,O,Republic Services,Oshawa,NY,1-515-162-9130,1.0,S,7.0
GVT8118,37.0,237879.0,Ocqziffwefubviadhlvmihtkbzhiwfcgcjlxqnuueocrkydabdqfwprkawqvzcgwnscvlkps,533.0,0.0,United States of America,PFHXSVHCRB,3763406.0,O,Burlington Coat Factory,Seattle,IA,1-966-006-8253,1.0,M,10.0
KGV8119,72.0,221939.0,TAAAIBMUIUPVWOTXYMVSDMMSTOJVMBZLXZKCXBRJYJXXDPVVU,709.0,5.0,United States of America,lxqgvfodovoqvtxgozhujjuncwfctvsvdifxaxrwasfcbuqfdbivqstdom,,,Newfield Exploration,Quebec,WV,1-321-378-6202,5.0,M,1.0
COS8120,67.0,206508.0,Haoadssqsvmhmitmhlhnksiimpsxgqeuoj,648.0,2.0,United States of America,Ztwgorhfxfmjjkfbzwvlbokozlgjfvtkefjxcfqycmctscwlfoqijluopqporlzfjbaobmjsy,1556212.0,U,NTK Holdings,Warren,NM,1-094-058-4905,2.0,U,8.0
Xfe8121,41.0,406976.0,evavuzdylsheuqxhhmlghwqeysetzpooswcbhsifvijpqdklveougjgainjgwhpbabhyofwtuclsqj,662.0,3.0,United States of America,egltbp,3459747.0,O,Autoliv,Reno,RI,1-715-561-8903,2.0,M,6.0
wmn8122,96.0,82867.0,Jyaxiaqludkgkkgofhxzpgmkyxbdtegjvaenjy,444.0,4.0,United States of America,Wahjlkzmqwpopwoycqjznsvatpkhbyvsgrasqdzydkcfdpqainklttaibbns,3650524.0,O,Baxter International,Concord,UT,1-980-702-3820,0.0,W,8.0
Nnr8123,27.0,385400.0,Beajoaucevkuvtihjcrvgkjrpvpitwjsvscd,527.0,4.0,United States of America,RYSTFNSOFVZYTETPNVXQSBVWAXXKQZFBFWNMHPVXJSXBFIRCRWRDREHXHOJXYRSDPAWQZIIVPXQVYOCG,3211158.0,R,Insight Enterprises,Newark,CO,1-430-596-3760,,U,5.0
aju8124,37.0,14275.0,,351.0,0.0,United States of America,Lycathtrxdrrlnerxjwmuggwrxfrgdnfvlmrdtqfqkcrzftzyooqhvs,193457.0,R,Fastenal,Hollywood,KS,1-913-397-6528,4.0,M,7.0
Ghl8125,60.0,42799.0,Trqcvwmtgaotnuqdtxxwwpoahyniorwnngmzuhiwcdocpweejekbvanjqtmigynzaefsdrppdhtavppr,555.0,5.0,Canada,Uypnlsvbfhorurdstwgjrdaqjjmikwciijwaycmlrdgrfk,179287.0,O,Sears Holdings,Phoenix,New Brunswick,1-780-272-0646,4.0,D,0.0
