AgID,Pho,C,LaNa,In,NumC,NWo,FirN,A,MarSt,NumChi,Sta,Coun,CreRat,OwOReF,Em,NuCrCar
okg10935,1-423-981-4854,Reno,okgvvukkbnl,233464.0,2.0,872488.0,cbwtvakoeavdr,10.0,S,0.0,SC,United States of America,822.0,U,Arch Coal,6.0
kxq10936,1-926-129-3933,Sterling Heights,kxqdnaxtwhnfaivtnllijjhv,,1.0,3099758.0,RVWVE,77.0,U,1.0,GA,United States of America,799.0,U,Advanced Micro Devices,2.0
mgu10937,1-161-889-5810,Erie,mguohropbqhv,,3.0,1753441.0,Bakypgyvlir,38.0,S,4.0,NH,United States of America,558.0,U,Aon,3.0
RUR10938,1-227-978-3308,Hilo,RURAMZMFIBI,343496.0,5.0,,LWMIEDHLQRMAGPA,,M,4.0,VA,United States of America,805.0,O,WellCare Health Plans,
Ffs10939,1-102-418-3672,Wichita,Ffslunwxpsacfrtcgoprirfhoivsrx,481035.0,4.0,,kngrcj,78.0,M,1.0,KY,United States of America,745.0,O,Collective Brands,2.0
Ukf10940,1-137-385-3341,Gary,Ukfggeprgjgxffuewqunwkd,312758.0,4.0,3875663.0,Hnplfeulwvqtnvq,21.0,M,5.0,Saskatchewan,Canada,381.0,,Perrigo,7.0
sek10941,1-540-667-6724,Salinas,sekdssbjpapeuonkpcwfoelvlfk,227393.0,1.0,3358247.0,Eejecrqetqaoknrwyieytqkzejg,55.0,D,4.0,ND,United States of America,626.0,O,Arkansas Best,2.0
Tna10942,1-628-927-8038,Washington,Tnask,437835.0,1.0,3661308.0,sklifwvdtueivviaeost,85.0,S,4.0,ID,United States of America,744.0,O,Lam Research,7.0
UZJ10943,1-139-345-7937,Montgomery,UZJKRAJQTSCXHRXNIXOEUZWZGYATZ,322724.0,1.0,3371434.0,wkonkulnhqunekncxpsshxm,94.0,M,2.0,AZ,United States of America,792.0,O,Sherwin-Williams,4.0
bpb10944,1-498-150-8278,Gary,bpbqleges,452361.0,2.0,3031663.0,WPZKULKLMKJWRWTMPOUKHCH,35.0,D,0.0,VT,United States of America,741.0,O,Bed Bath & Beyond,2.0
Ljr10945,1-058-612-8436,Vancouver,Ljrrqzbpdrngeeusoguhsguk,499003.0,2.0,87159.0,MXMEJUZRJMGUQEVIUKEVLHKK,42.0,S,5.0,PA,United States of America,582.0,R,Health Management Associates,0.0
Rzp10946,1-265-513-2591,Berkeley,Rzpltaeakaoyfgrflqvmoxkdfsxqww,455818.0,2.0,,Dftnxrfavpjwpnntikzbopbeclhq,71.0,W,2.0,CT,United States of America,663.0,R,Huntsman,1.0
Lrv10947,1-485-595-0368,St. Johns,Lrvmsnoq,454772.0,3.0,126126.0,tknzefoohgsjposlpgucwggsoa,79.0,M,3.0,MT,United States of America,840.0,U,IAC/InterActiveCorp,10.0
Wxg10948,1-524-653-9485,Huntington,Wxgrgw,273676.0,2.0,2449252.0,Vrgmbanrkzlkhbocjfo,42.0,D,0.0,MI,United States of America,795.0,O,Praxair,4.0
Alb10949,1-297-664-2075,Pembroke Pines,Albydgeobjfdzldxyedkrffd,321116.0,0.0,1273654.0,Mbafcvqltocnwvtgkwoark,20.0,W,2.0,New Brunswick,United States of America,437.0,O,Patterson,8.0
UDW10950,1-721-975-2824,Fairbanks,UDWGVJJYBWKLEADPMZFRJE,320777.0,5.0,440078.0,qpsnvca,20.0,M,3.0,Nova Scotia,United States of America,638.0,R,Sanmina-SCI,10.0
UAS10951,1-057-891-5436,Iqaluit,UASCVZBGHRTFKOUPVIWWAGBYVFNHBL,424772.0,0.0,1935817.0,PUTXZXHQOUAFUMLDLVWRNPZSYMYR,8.0,W,4.0,SD,United States of America,814.0,O,Hospira,9.0
uus10952,1-493-711-9216,Shreveport,uuscnmppen,45651.0,2.0,,Qmdymkktqqaj,18.0,S,5.0,PA,United States of America,685.0,O,AMC Entertainment,10.0
Htq10953,1-379-648-5404,Springfield,Htqsrtpkbhyzceilfq,224022.0,1.0,3355149.0,Xkjntucryzqhf,47.0,S,3.0,NY,,715.0,U,Pride International,0.0
ZEI10954,1-850-158-6289,Cheyenne,ZEIOTVOFN,123128.0,3.0,3975497.0,IIVMWBABHZ,72.0,U,3.0,TN,United States of America,549.0,O,McDonald's,0.0
TVP10955,1-810-599-3009,Knoxville,TVPJCMHQPHHDA,122108.0,1.0,108127.0,Cyntkutjkpqhkg,15.0,M,4.0,KY,United States of America,315.0,O,Wendy's/Arby's Group,0.0
Lne10956,1-180-437-6306,Coral Springs,Lnelehgqaydulieixcxklc,356575.0,0.0,1777116.0,Rgsnrhbcdtj,1.0,M,5.0,MA,United States of America,693.0,O,Ferrellgas Partners,7.0
xds10957,1-661-668-5661,St. Petersburg,xdskzloomgtsxslukialv,368395.0,1.0,2189644.0,JWOZQMDWUTWWXNMFU,92.0,M,0.0,AZ,United States of America,797.0,O,Office Depot,6.0
DWW10958,1-733-242-1972,Chicago,DWWMQXWWEEWAGCWTMRFSMZTOGH,55621.0,1.0,3043042.0,qduoxqnofuip,18.0,M,4.0,ND,United States of America,313.0,O,Freddie Mac,7.0
YBM10959,1-520-323-2184,Grand Prairie,YBMPRTQQUHCFQYT,14921.0,2.0,1661619.0,Olmlwxz,33.0,S,3.0,IA,United States of America,815.0,O,CACI International,0.0
xiu10960,1-341-921-9360,Fargo,xiuaniazmwwprnwqoopamqa,69690.0,2.0,,Yupzdvabbnkpe,18.0,M,4.0,NH,United States of America,434.0,O,Fastenal,8.0
vyz10961,1-572-993-5025,Memphis,vyzik,445437.0,4.0,981900.0,Zshjbkyitfhvt,58.0,S,3.0,OK,United States of America,763.0,R,Mueller Industries,7.0
ufo10962,1-498-268-3006,Saskatoon,ufomblfqinwfrnsttf,143157.0,4.0,3746110.0,Jljtqsxsxmoqjidw,71.0,U,0.0,Manitoba,United States of America,732.0,O,Shaw Group,7.0
hdf10963,1-132-379-7031,Mesa,hdfqdf,81469.0,4.0,2187192.0,jarlzcumgclbbt,84.0,M,5.0,TN,Canada,692.0,O,MeadWestvaco,4.0
Qqd10964,1-400-066-6527,Baton Rouge,Qqdcqterugvbnxbrnxjavjkwiwf,285117.0,0.0,451143.0,DKQVRGXMOCIRSMHMSFHHIAXX,98.0,M,5.0,OR,United States of America,708.0,,Yum Brands,7.0
SLY10965,1-695-527-9593,Durham,SLYPVNQINGV,354851.0,2.0,3341645.0,Oojmpiqtkcmbvuwhinipz,80.0,D,4.0,OR,United States of America,308.0,O,Estee Lauder,
BMU10966,1-029-847-4964,Toledo,BMUUIMMXEWICRLNPXAHFE,91762.0,5.0,822216.0,MBQUUKS,46.0,S,4.0,DE,United States of America,386.0,O,WGL Holdings,8.0
DWB10967,1-314-776-9465,Chesapeake,DWBTFDXAUTGFK,69985.0,0.0,2144374.0,HQWZHHNUXJLQRZSJMPULK,97.0,U,1.0,WA,United States of America,597.0,O,Fidelity National Information,2.0
Rgl10968,1-899-913-4500,Rapid City,Rglgqblgpkti,380475.0,0.0,1685501.0,Ssgdnddvdkobrhssbzazgmoxu,4.0,,0.0,GA,United States of America,609.0,U,DuPont,9.0
Tiz10969,1-928-688-6118,Torrance,Tizfvmynqtoh,,4.0,3590095.0,Cjzjrstddeosoh,23.0,D,2.0,Prince Edward Island,,538.0,O,AT&T,3.0
qpb10970,1-534-082-6100,Yonkers,qpbahrdqxficbvaowcduiexfnwdyt,127084.0,2.0,2175688.0,jtqhgkjxpzyma,64.0,M,1.0,OK,United States of America,561.0,R,USG,5.0
Dbt10971,1-831-110-5276,Wichita,Dbtzihzkmmtstttuoagpyhshshakox,198184.0,0.0,435784.0,Ypjwquayocojyguepunmx,51.0,M,2.0,VA,United States of America,484.0,O,Tech Data,7.0
Oib10972,1-738-411-0914,Omaha,Oibbjanwdofjugxexftodshvw,153197.0,0.0,1444106.0,FRVEWGN,,U,4.0,TN,Canada,382.0,R,Sauer-Danfoss,3.0
Qnr10973,1-939-120-5236,Huntington,Qnrpvabqpnwcechvcjxxppftdhnwpk,379055.0,2.0,1586585.0,Xljzbhilspguhqvnviwn,57.0,D,1.0,CO,Canada,639.0,O,Apache,4.0
PXN10974,1-118-602-4025,Lafayette,PXNFQBLSIS,356373.0,5.0,3786115.0,LQOLWNIMQZTBLXAGWAJLBPPDSZZTLJ,80.0,W,5.0,MI,United States of America,425.0,O,Goodyear Tire & Rubber,6.0
Ncp10975,1-792-060-7592,St. Petersburg,Ncpoh,353279.0,2.0,376409.0,rctrb,56.0,U,0.0,CO,Canada,806.0,O,Boeing,7.0
YSD10976,1-779-356-0532,Charlotte,YSDEOFHNZSMWQIUVNOXJ,140640.0,4.0,716158.0,JRDHRPIKQZM,43.0,M,4.0,WI,Canada,522.0,O,Landstar System,10.0
rgn10977,1-680-902-7386,Oshawa,rgnnduojmybsrmwt,116679.0,2.0,2054123.0,Iyhnwaqpjsxhbsamiofmgtuyjqto,40.0,M,4.0,Manitoba,United States of America,696.0,R,,1.0
Gkm10978,1-309-464-0684,Orlando,Gkmzisnspcvyijfbandacelpl,198557.0,1.0,1157950.0,Lhlecyqxbuiuatwgseblsfq,28.0,M,3.0,AK,United States of America,655.0,O,Pinnacle West Capital,7.0
USK10979,1-569-946-8438,Providence,USKIIPVZJGGEYWSAUKHBMYNCGNCDIE,11010.0,5.0,1011786.0,Jtplpmqthrvymo,21.0,U,5.0,AZ,Canada,399.0,,Ameriprise Financial,4.0
oqu10980,1-249-547-0160,Yellow Knife,oqudhewehtbrwcvdpooixhzjq,431728.0,1.0,2709910.0,xvqyoawtqpuukkq,94.0,U,0.0,VT,United States of America,843.0,,Group 1 Automotive,6.0
Qyw10981,1-043-870-1065,Macon,Qywrapsnhfoagpue,410038.0,0.0,392239.0,Sqlbqtgxrmgfprcluouwx,42.0,U,1.0,Alberta,United States of America,426.0,O,R.H. Donnelley,2.0
Nkg10982,1-867-630-8354,Lafayette,Nkgssnsrbdfohktw,201173.0,0.0,3168652.0,yzyqp,100.0,M,0.0,DC,United States of America,583.0,O,Berkshire Hathaway,7.0
FEB10983,1-191-825-2255,Dayton,FEBTQZRWUEPVSUCDJOLAMMC,124419.0,3.0,186615.0,CJNRBFTQ,74.0,U,1.0,AK,United States of America,511.0,,Time Warner,1.0
Iuq10984,1-282-151-3272,Minneapolis,Iuqijqspnbmfnkkokrhcaomfjc,132903.0,3.0,552362.0,TKIXUYPMEMRLBUYCSALVPVU,35.0,W,2.0,IA,United States of America,613.0,U,Eaton,6.0
Qnc10985,1-066-477-5944,Denver,Qncvopywlyajifnzlpoacfm,140659.0,4.0,3270324.0,Uygxysddl,5.0,W,4.0,Ontario,United States of America,646.0,O,Forest Laboratories,1.0
ESG10986,1-282-512-4315,Dallas,ESGRGMXG,,5.0,3685597.0,Pqhtxjwtsi,50.0,S,,SC,Canada,488.0,O,Watson Pharmaceuticals,10.0
Yjs10987,1-886-395-3491,Lubbock,Yjsll,56183.0,1.0,207116.0,AGLFCYCLXKLEUGDBODOEYHZCQIERA,56.0,W,2.0,Newfoundland,United States of America,699.0,R,Duane Reade Holdings,4.0
Umt10988,1-278-431-6057,Casper,Umtpglmoh,,5.0,3499346.0,xcydsqrcgwdxbgqedbhqkjxjfdd,5.0,M,5.0,NV,United States of America,324.0,O,A.O. Smith,0.0
PYW10989,1-412-924-8688,Providence,PYWCBHPKCU,348650.0,3.0,748619.0,ucfcouausdnfansxvlbad,30.0,W,3.0,NH,United States of America,512.0,O,ITT,4.0
PIS10990,1-345-968-0834,Pembroke Pines,PISNWXDVZLYSLHDWIIVN,287672.0,1.0,3059847.0,Skmuisanwbxubbdocwgnfcmsuj,33.0,M,3.0,Ontario,United States of America,716.0,O,Hartford Financial Services,5.0
ghl10991,1-424-096-1252,Garland,ghlvpa,36078.0,5.0,1649676.0,vlnvxcmcwhanchhxxttfqsbflr,61.0,S,5.0,LA,United States of America,333.0,O,Eagle Rock Energy Partners,9.0
OJC10992,1-730-997-1829,Mesquite,OJCFBN,422110.0,4.0,3705423.0,JIAMFCBPMIWC,25.0,M,4.0,NE,United States of America,407.0,R,Worthington Industries,6.0
Ind10993,1-053-888-3018,Nashville,Indliisjrocshyt,111797.0,5.0,2376501.0,Phwduhhqpkrhfgthpxsmkijmuvj,22.0,S,2.0,ID,Canada,661.0,O,PG&E Corp.,10.0
INO10994,1-223-074-7524,Oxnard,INOBKKQUWOEBH,268988.0,5.0,2632165.0,Nyaqns,33.0,M,5.0,Prince Edward Island,United States of America,620.0,O,Nvidia,2.0
OJB10995,1-971-942-2630,Windsor,OJBVAOAIMJHMJQ,,2.0,934450.0,Zmlybwwvfrebpako,82.0,M,,VA,United States of America,382.0,O,,2.0
BVV10996,1-696-241-0126,Durham,BVVJGQCSRLC,446361.0,0.0,3108435.0,PKDURHCGMT,34.0,U,2.0,VT,Canada,811.0,O,Robert Half International,
xcj10997,1-246-074-0496,Garland,xcjdrtwnpffjzwbltngdal,257785.0,2.0,2984010.0,Mrujeviwxejedv,51.0,M,1.0,CT,United States of America,612.0,U,,8.0
ejt10998,1-920-174-9748,Cheyenne,ejtpqcwpkmtuexsuqamxbdbw,150645.0,5.0,3075972.0,ncibvcodvd,99.0,M,1.0,AZ,Canada,324.0,R,Health Net,
JNP10999,1-024-590-5688,Reno,JNPXAGHFRGQTNTBRMXTVIPWIOOROP,421868.0,2.0,3256928.0,adqqsu,85.0,S,4.0,SC,United States of America,833.0,O,Nucor,7.0
dtx11000,1-159-082-0459,Boise,dtxlnfqq,477784.0,3.0,539305.0,ctukxunhdrtgfaxexl,,D,2.0,British Columbia,United States of America,709.0,R,Dillard's,2.0
XGG11001,1-534-842-7921,Elizabeth,XGGLNMSU,480972.0,4.0,3335019.0,Ldgptrveqfhr,86.0,M,5.0,IL,United States of America,496.0,O,Entergy,2.0
lmt11002,1-674-534-9910,St. Louis,lmtbsjixdamaq,240268.0,4.0,3679401.0,Xzmnhjpyjdw,67.0,D,3.0,IN,United States of America,366.0,O,Vulcan Materials,4.0
Wdf11003,1-610-216-3732,Irvine,Wdfadzz,387663.0,0.0,1800895.0,Orxpddv,51.0,S,2.0,IA,Canada,324.0,U,,8.0
Bus11004,1-921-804-2195,Toronto,Buslxzohiu,492331.0,5.0,555825.0,hpnbkfuauepcxixr,84.0,S,3.0,MS,United States of America,597.0,R,CVR Energy,9.0
Bch11005,1-734-178-0676,Billings,Bchhkbacpkvndmufvnrggvedvtwxnb,169157.0,0.0,2999627.0,TPYAXU,6.0,M,4.0,VA,United States of America,534.0,O,Brown Shoe,5.0
WYJ11006,1-547-439-5268,Salem,WYJQHLHHPUV,387828.0,2.0,3350736.0,cnpjeabvdozalsdacqgofvsb,64.0,U,0.0,NM,United States of America,839.0,O,J.P. Morgan Chase & Co.,3.0
Qkl11007,1-256-511-3577,Toledo,Qklpo,380891.0,0.0,3360420.0,Hmbpkjibtpqlpy,82.0,M,1.0,IN,United States of America,524.0,O,Administaff,5.0
Ntg11008,1-481-246-8505,Lansing,Ntgkkb,258054.0,1.0,1920593.0,Pdwzpaihsvlj,,S,1.0,WI,United States of America,584.0,O,Mohawk Industries,0.0
zbw11009,1-245-518-4843,Indianapolis,zbwnoafsojzhrmrvnkjtdjdvlbnk,261221.0,4.0,3961490.0,Tiiurlnszemgjedi,58.0,S,3.0,MT,United States of America,839.0,O,Lennox International,6.0
Jhk11010,1-387-392-4442,Detroit,Jhkiuzbpq,71903.0,4.0,203663.0,KBCRDFEKZVJNYQCKJUEETZ,11.0,U,,AR,United States of America,850.0,O,Timken,1.0
MWP11011,1-279-097-5068,Virginia Beach,MWPNPUXIXMADYLGIUWRHULCVYSWP,72572.0,0.0,746242.0,HJZGBTTBDOQQXGLQDEAPTNK,88.0,U,5.0,NV,United States of America,539.0,O,Celgene,2.0
Ecn11012,1-733-517-9989,Regina,Ecnvwgeihg,484396.0,1.0,3452288.0,kpfltszplvrsox,87.0,M,1.0,Alberta,Canada,317.0,U,Ryder System,8.0
Nml11013,1-336-800-4414,Augusta,Nmlpp,4921.0,0.0,3126002.0,RVZVPUKZGEUFAROJRYEN,22.0,M,3.0,KS,Canada,787.0,O,Teledyne Technologies,0.0
Kph11014,1-450-605-6986,Salinas,Kphqtqxjldxpjjm,250785.0,2.0,3354045.0,VJPXXIMJUEDR,86.0,W,3.0,ID,Canada,320.0,O,Scotts Miracle-Gro,2.0
VCP11015,1-875-210-3192,Macon,VCPJPBXAV,470090.0,2.0,1826409.0,Coypbwtngjaewnblxwbzzxxorzq,39.0,U,4.0,Manitoba,United States of America,562.0,O,Expedia,7.0
Brw11016,1-669-219-6977,Victoria,Brwjsrdenbemgmobwdayx,123483.0,3.0,222526.0,UJWQRFRVGO,96.0,S,0.0,IA,United States of America,665.0,,Perot Systems,0.0
Skj11017,1-465-741-4961,Erie,Skjrxythhilibqvbzvqmnj,119581.0,5.0,1167631.0,Uedyuuahlxeka,49.0,M,,DE,Canada,822.0,O,CB Richard Ellis Group,7.0
poi11018,1-703-059-8730,Salem,poikivdweeuf,196672.0,2.0,57285.0,lazteravivjihpmybtfczvcko,90.0,S,3.0,OH,United States of America,631.0,O,Bed Bath & Beyond,6.0
Qnv11019,1-552-793-5246,Santa Fe,Qnvfzzejiualip,273544.0,5.0,3757167.0,zzgdzp,43.0,W,1.0,LA,United States of America,732.0,,HCC Insurance Holdings,4.0
mgh11020,1-527-518-9041,Peoria,mghrqtxkpnu,228307.0,0.0,1804426.0,Pdsfffefjgjtnnfeholnqnwdwljcc,,S,1.0,SD,United States of America,325.0,U,Baldor Electric,2.0
Mwi11021,1-917-057-6244,Dallas,Mwiaklvffdsjhzutmptxzxpusz,448558.0,0.0,2301098.0,ZXSRSQHRICVDCXNWPXVK,24.0,U,1.0,ME,United States of America,585.0,O,Biomet,3.0
uof11022,1-766-928-4387,Richmond,uoflixknvtgxz,472144.0,1.0,,Aycsetsoawdnlegv,,S,5.0,VT,United States of America,459.0,O,U.S. Bancorp,6.0
Pfe11023,1-869-756-1924,Berkeley,Pfeayacxunbjkecxjgnlmrfklazg,379231.0,1.0,1288597.0,Pokubvwzawjzfuoorulgjzoqyqp,52.0,W,2.0,AK,United States of America,359.0,R,Cenveo,10.0
Skv11024,,Casper,Skvuxppbrgusmslyikcobickczrqaj,56703.0,2.0,3628047.0,Fatpvvpockgbrokpzwt,43.0,M,5.0,WY,United States of America,506.0,O,Kansas City Southern,
Qai11025,1-016-085-3652,Amarillo,Qaibkfkwexcpxlqlky,299584.0,5.0,2146069.0,Uvmxnvlppucvbniuknphhtxtscsmq,47.0,M,5.0,ME,United States of America,626.0,,Yum Brands,2.0
Opb11026,1-874-797-3511,Hartford,Opbmlmrqchrqgnyumvtbfk,316035.0,5.0,3966943.0,mckvzgqvoczdytbickeswvn,70.0,W,5.0,CA,United States of America,739.0,O,Sempra Energy,2.0
OIB11027,,Cleveland,OIBLIOEXVCIPLDIYTRJR,102451.0,2.0,3869600.0,Dctig,21.0,M,1.0,FL,United States of America,441.0,O,Liz Claiborne,3.0
PQG11028,1-390-699-5377,Fort Collins,PQGYBJKQXMMAUIUIITLRBUVX,135536.0,4.0,276893.0,Cabostqldudzwl,3.0,S,3.0,UT,United States of America,582.0,O,Equifax,8.0
fny11029,1-951-830-8970,Rancho Cucamonga,fnymautmd,369669.0,4.0,3349062.0,hbcbxihkqhxjmzk,80.0,S,0.0,HI,United States of America,475.0,O,Beazer Homes USA,4.0
Glb11030,1-227-344-4616,Cedar Rapids,Glbehefibwhnbytaur,285470.0,,866592.0,JWQLAC,90.0,M,5.0,CT,United States of America,602.0,O,Conseco,9.0
BUM11031,1-744-471-5504,Elizabeth,BUMDQMTPTLPHFFDBM,138541.0,1.0,2298774.0,NMVTHWRWIDECGAZOZOTLDYLAUB,,U,5.0,VT,United States of America,321.0,O,Baker Hughes,6.0
Ppv11032,,Scottsdale,Ppvbxcyoiaiektnyaaoshxosldbn,149614.0,3.0,3022407.0,Kzgeegpkhbi,15.0,M,0.0,UT,United States of America,542.0,O,Levi Strauss,6.0
AQA11033,1-650-951-4325,Greensboro,AQARGLDHRESPTGGJBWIPPOWCPXA,385895.0,5.0,135667.0,Kqvgughmpdmcbjqdlsegzaxuxeqe,86.0,W,0.0,Saskatchewan,Canada,489.0,O,National Fuel Gas,2.0
Sfb11034,1-065-202-3903,Worcester,Sfbgefqkxqim,209407.0,3.0,2115782.0,Bsdfzfsrolkeeovgshurvdxn,65.0,U,0.0,OH,United States of America,363.0,U,Hawaiian Electric Industries,7.0
Yah11035,1-196-292-1247,Cleveland,Yahhtuxmlqrjhahynuldoduqopnqh,270128.0,4.0,224027.0,rzgeeugytomwkknbssrmree,33.0,M,4.0,WV,United States of America,454.0,O,Yum Brands,2.0
Oxf11036,1-634-319-5917,Oceanside,Oxfjhmwaqkifelkensotwzuurdlp,270364.0,3.0,772022.0,VCKYNXCQWZLGILMOTVC,89.0,S,0.0,WA,United States of America,305.0,O,Erie Insurance Group,9.0
Mwh11037,1-333-536-9184,Salem,Mwhelwgnlq,264871.0,5.0,1479989.0,KHPCXPWA,66.0,U,5.0,NH,United States of America,510.0,O,NCR,10.0
Anp11038,1-120-566-7389,Honolulu,Anpmdkyeurhgfkmvms,156765.0,3.0,275474.0,Damapncbjwxpqapknjprgwfcjtot,95.0,U,3.0,MS,Canada,356.0,O,Brown-Forman,3.0
YIY11039,,Pembroke Pines,YIYHXU,437573.0,0.0,3282711.0,Egaclaachyco,64.0,M,5.0,Quebec,United States of America,631.0,O,PSS World Medical,0.0
dpg11040,1-226-599-8877,Sioux Falls,dpgvlmxlyup,150389.0,3.0,2638326.0,Vuhlododtlhuviaszizigbhu,,M,5.0,MS,,739.0,O,Nationwide,5.0
TDQ11041,1-407-835-0785,Sandy,TDQMRPVVJAIJKUXDTNDRLIUH,,1.0,2071988.0,fgdodhunstipnvzeiuevqiztkojghu,76.0,S,0.0,ID,United States of America,762.0,O,Career Education,7.0
idm11042,1-283-269-6136,Whitehorse,idmgotoomjaxincowzdh,393425.0,3.0,1827065.0,zvowvwwsexifofhcsrghxnt,,M,4.0,British Columbia,Canada,522.0,O,Blockbuster,1.0
LGB11043,1-655-511-3417,Baton Rouge,LGBQGZSLTTNLLXKDK,,1.0,84805.0,Mfqzhfyhsoslesogiovofssnhk,,M,2.0,PA,United States of America,786.0,U,Western Refining,4.0
Raz11044,,Vancouver,Razlobqntwiyipuokwllk,431480.0,3.0,504858.0,BSTKPNYGPFXRLBXVRSL,74.0,U,3.0,NE,United States of America,382.0,O,Teleflex,3.0
Tlg11045,1-030-842-6697,Spokane,Tlgeabsbqubvltx,402104.0,3.0,2917928.0,VTJICPGQNGTZVRCHAHECDFTSPCQC,60.0,M,5.0,WA,United States of America,428.0,O,PSS World Medical,3.0
Pqj11046,1-434-401-6720,Cleveland,Pqjrkomickggbfxdbbmwrxmfsf,206561.0,4.0,66004.0,vrpfbewpmapnorpwaqade,51.0,S,5.0,MN,United States of America,519.0,O,Oshkosh,4.0
gec11047,1-456-771-8560,Hartford,gecfhojaloqyiysdxahaympm,388645.0,5.0,3420451.0,Rieqclsstiyjqgr,18.0,,1.0,VA,Canada,790.0,O,OM Group,0.0
BHU11048,1-005-528-4594,Vallejo,BHUYCLM,212951.0,3.0,3638395.0,Zwcjqrvbxufasxtozuzykoqynxxhg,26.0,,4.0,Alberta,,771.0,O,Alliant Techsystems,0.0
Aqx11049,1-494-921-1091,Palmdale,Aqxgttpoiaggcovdtx,185442.0,2.0,1766856.0,jwykuzhcgwebxgmphpfewjswyzanhg,55.0,U,2.0,TX,United States of America,461.0,O,Interstate Bakeries,5.0
Fbv11050,1-808-251-9510,Corona,Fbvtdp,44513.0,2.0,2875839.0,tgronxugscjknltj,45.0,S,2.0,NJ,United States of America,654.0,O,Virgin Media,0.0
QTZ11051,1-728-082-9573,Anchorage,QTZJRPJPWCOK,484435.0,4.0,1463839.0,SDJECLQQZVRCJBDUB,29.0,W,4.0,OK,United States of America,354.0,O,Allegheny Technologies,3.0
Hbj11052,1-008-787-9366,Frederick,Hbjlamacajneempy,222517.0,3.0,3563280.0,infezjftjwnckmqwneisgodrxgf,5.0,U,2.0,CA,United States of America,467.0,R,Unified Grocers,10.0
yrx11053,1-879-645-7815,Cheyenne,yrxkvsdgfwfyvhlf,240730.0,,1816691.0,Wuwybzcqwvmvuickvos,92.0,S,4.0,NJ,Canada,359.0,O,Kohl's,4.0
VGN11054,1-785-135-9110,Phoenix,VGNECFUOAVXVJA,,4.0,3259233.0,Txdfqvwqmwjwlkqmdo,80.0,U,,TX,United States of America,511.0,O,Source Interlink Cos.,5.0
FSK11055,1-984-153-6022,Regina,FSKGYRIXOACGO,325015.0,1.0,2074410.0,Itbwgzkm,30.0,D,4.0,CA,United States of America,803.0,O,Energy Future Holdings,10.0
Vfb11056,1-372-855-3119,Salem,Vfbppuubtnvmxamzyncqe,416166.0,1.0,3231188.0,wrfvhzrtfxegwhxvulms,76.0,U,,DC,United States of America,667.0,O,DaVita,3.0
CVO11057,1-086-463-9423,Washington,CVOTOGVP,445094.0,2.0,,soikuwh,,M,4.0,SC,United States of America,832.0,O,Hewitt Associates,9.0
TCV11058,1-539-192-7778,Savannah,TCVSUHDHYPV,258089.0,1.0,,EXLFZCHOBDTXVMAQCACXJBRDOHVXLF,18.0,W,3.0,GA,Canada,742.0,U,Kla-Tencor,7.0
DKF11059,1-611-783-6966,Anchorage,DKFUCEPYUGWTPDFOGCNIFWGZM,88189.0,5.0,1109284.0,Ohagpnszhn,49.0,D,1.0,AR,United States of America,725.0,O,AnnTaylor Stores,2.0
Wsl11060,1-613-401-9628,Stamford,Wslokjhvwqzhxnpllhw,160082.0,2.0,997504.0,tmicntg,30.0,M,4.0,AL,United States of America,740.0,O,AbitibiBowater,7.0
Rte11061,1-978-833-1521,Orlando,Rtefdwapnfwl,279297.0,3.0,3021979.0,Mnyooybk,25.0,M,0.0,CT,United States of America,446.0,O,RPM International,10.0
RKX11062,1-324-603-2823,Austin,RKXCCPTFFZLBBGMNHYYAJGMKDYS,79761.0,4.0,2987762.0,DFBBM,79.0,U,0.0,TN,United States of America,590.0,,Bemis,9.0
VHE11063,1-636-325-2648,Denver,VHEVCYHJYSEIUID,170681.0,1.0,2763653.0,XFZGJUIMNXDGRNLRZH,53.0,M,4.0,DC,United States of America,842.0,O,Ameren,2.0
oiu11064,1-306-802-0314,San Diego,oiugplnvnozstmdy,204711.0,4.0,612714.0,qeeoqauejtnimhmoyp,72.0,M,2.0,MI,United States of America,784.0,O,CenturyTel,8.0
HJF11065,1-586-414-7644,Fresno,HJFYSOPDSKDAOICFACABPDRW,363880.0,3.0,3302552.0,ckeycrkvcqttdxofjy,31.0,M,3.0,VT,United States of America,798.0,R,Textron,7.0
BLF11066,1-892-202-0199,Iqaluit,BLFTJW,72608.0,2.0,3354475.0,ksloxnglhjsybkiovumesor,30.0,M,2.0,SD,Canada,314.0,O,Microsoft,0.0
YXA11067,1-944-314-5990,Cedar Rapids,YXARPGRPWSXMWGIIT,250164.0,3.0,1192509.0,Cdrtantiw,45.0,W,5.0,IL,Canada,390.0,O,Computer Sciences,6.0
Lpf11068,1-717-731-8936,Austin,Lpfjnhjgtglwfqosvxgmcghxt,223442.0,3.0,3047870.0,JUOJXE,12.0,U,4.0,MT,,431.0,O,Wyeth,10.0
Ult11069,1-525-259-9883,Grand Rapids,Ultjyjblnlyqrgbuemadyherfm,122194.0,0.0,3826268.0,mjktxycnpxfoglyrsdon,23.0,U,3.0,Nova Scotia,United States of America,589.0,O,Enterprise GP Holdings,5.0
amn11070,1-448-427-8947,Savannah,amntdzgtifmijrgujabo,448181.0,3.0,3435252.0,AKMZGCBOQBT,21.0,D,2.0,MI,United States of America,800.0,O,United Stationers,2.0
