prospect_AgID,prospect_Coun,prospect_Ag,prospect_Ge,prospect_Pho,prospect_Em,prospect_Sta,prospect_NumCrCar,prospect_MiInit,prospect_MarSt,prospect_NuCa,prospect_Ci,prospect_Inc,prospect_NumChi,prospect_CrRa,prospect_OORF,prospect_NWo
Wie2035,United States of America,45.0,f,1-788-777-9637,Alliant Techsystems,AK,8.0,,M,4.0,Boston,73549.0,0.0,344.0,O,2943777.0
Muc2036,United States of America,22.0,m,1-630-813-0280,Genuine Parts,LA,0.0,E,M,1.0,Laredo,49663.0,5.0,831.0,O,
Lin2037,Canada,72.0,f,1-837-030-7897,MasterCard,WA,6.0,,M,2.0,Charlotte,43218.0,1.0,594.0,O,2475633.0
AMS2038,United States of America,3.0,f,1-333-700-7344,United Technologies,NE,4.0,,M,0.0,Oklahoma City,89333.0,0.0,601.0,O,2384121.0
Van2039,United States of America,68.0,m,,McCormick,FL,0.0,X,M,4.0,Rockford,423416.0,4.0,,O,3854182.0
Fer2040,United States of America,98.0,f,1-282-645-3065,OM Group,GA,9.0,Y,S,2.0,Miami,411981.0,3.0,816.0,O,3704015.0
Mcn2041,United States of America,,m,1-803-555-0916,Health Management Associates,SC,7.0,,M,0.0,Burlington,227381.0,4.0,315.0,O,2490432.0
DE 2042,United States of America,,m,1-161-209-3302,Belk,IL,5.0,I,W,2.0,Hamilton,243861.0,1.0,632.0,O,66955.0
lin2043,United States of America,55.0,,1-211-696-3346,Thor Industries,Nova Scotia,1.0,D,D,2.0,Wilmington,5462.0,2.0,488.0,R,2137917.0
Bas2044,Canada,14.0,M,,Enersys,AK,4.0,T,S,3.0,Salt Lake City,131134.0,0.0,496.0,U,1623957.0
ZIL2045,United States of America,47.0,,1-097-678-7937,Dun & Bradstreet,UT,8.0,,M,2.0,Anchorage,113133.0,0.0,561.0,O,2121024.0
Mcg2046,United States of America,14.0,,1-928-592-3403,Virgin Media,ND,3.0,P,S,5.0,Oshawa,249624.0,4.0,406.0,O,
FEL2047,United States of America,37.0,m,1-246-847-0399,Children's Place Retail Stores,WY,0.0,Z,U,3.0,Charlotte,160718.0,0.0,532.0,R,1207434.0
BAR2048,Canada,30.0,M,1-570-448-4486,Arkansas Best,ME,6.0,,S,2.0,Raleigh,278660.0,4.0,377.0,O,769616.0
hen2049,United States of America,97.0,,,Mylan,AK,1.0,,S,3.0,Mobile,328850.0,0.0,706.0,R,2824304.0
APP2050,United States of America,15.0,,1-698-965-1215,Laclede Group,OR,1.0,G,S,1.0,Fayetteville,213989.0,,824.0,O,1945908.0
Van2051,United States of America,73.0,,1-723-090-1081,Publix Super Markets,KY,0.0,,U,4.0,Mesa,86954.0,5.0,804.0,R,2793619.0
O'd2052,United States of America,41.0,,1-141-637-6504,Delphi,Saskatchewan,3.0,N,S,1.0,San Jose,42987.0,3.0,356.0,O,3166187.0
Bor2053,United States of America,91.0,M,,Burlington Northern Santa Fe,MO,5.0,,U,1.0,Dawson City,131774.0,5.0,814.0,O,773873.0
Can2054,United States of America,90.0,,1-326-535-1524,PPL,NY,6.0,,S,,Columbia,80682.0,,471.0,O,932545.0
fer2055,United States of America,17.0,M,1-262-467-9777,PNC Financial Services Group,MS,5.0,,D,1.0,Naperville,238571.0,1.0,379.0,U,1004993.0
Dan2056,United States of America,55.0,,1-808-497-2100,Buildings Materials Corp.,AL,0.0,,M,3.0,Little Rock,83582.0,4.0,751.0,O,1867245.0
DON2057,Canada,50.0,M,1-344-065-8355,Group 1 Automotive,OR,8.0,S,D,0.0,Tallahassee,,5.0,712.0,O,2171855.0
Gof2058,United States of America,11.0,M,1-757-115-6713,Stanley Works,KS,,J,M,0.0,Whitehorse,481532.0,0.0,530.0,R,1333905.0
Yog2059,United States of America,39.0,,1-341-696-1729,Wynn Resorts,TX,4.0,Z,S,5.0,Salt Lake City,165186.0,4.0,,R,3820798.0
Abe2060,Canada,76.0,M,1-356-187-6434,Eli Lilly,CT,3.0,,M,0.0,Hollywood,218899.0,3.0,727.0,O,2725397.0
max2061,United States of America,48.0,,1-118-176-3886,Kimberly-Clark,CO,7.0,,W,0.0,Whitehorse,235720.0,4.0,713.0,O,524881.0
Kar2062,United States of America,69.0,,1-188-879-9198,Blockbuster,TX,6.0,R,S,1.0,Charlottetown,340259.0,3.0,753.0,O,912054.0
KWA2063,United States of America,23.0,,1-452-192-3601,Men's Wearhouse,CA,6.0,,M,0.0,Iqaluit,493177.0,5.0,665.0,O,2467035.0
GOG2064,United States of America,57.0,f,1-620-778-1210,Noble Energy,WA,10.0,A,M,3.0,Provo,222537.0,0.0,779.0,O,2085502.0
Tow2065,United States of America,42.0,F,1-052-833-3303,Charter Communications,Nova Scotia,,Q,M,0.0,West Valley,412274.0,3.0,447.0,R,2306102.0
sch2066,United States of America,41.0,,1-836-604-1438,Advance Auto Parts,DE,10.0,K,S,4.0,Providence,,1.0,612.0,O,3519391.0
dod2067,Canada,,F,1-458-189-6298,Cinemark Holdings,MA,1.0,,W,2.0,Houston,106633.0,4.0,601.0,U,2831141.0
Kef2068,United States of America,76.0,,1-640-853-2118,Newmont Mining,Ontario,,,,0.0,Rancho Cucamonga,35004.0,1.0,356.0,O,3651168.0
Akb2069,Canada,54.0,F,1-358-564-6257,Energy Transfer Equity,HI,0.0,,S,2.0,Detroit,,0.0,645.0,O,1452510.0
Con2070,United States of America,21.0,F,1-652-223-2917,Walt Disney,British Columbia,0.0,,M,1.0,Raleigh,209103.0,4.0,355.0,U,3215282.0
POP2071,United States of America,79.0,,1-868-042-4622,Varian Medical Systems,VT,2.0,,M,4.0,Seattle,384117.0,,381.0,U,3849268.0
Mor2072,United States of America,12.0,M,1-694-022-9430,Philip Morris International,FL,0.0,,W,3.0,Tempe,301522.0,3.0,590.0,O,1364798.0
Meg2073,United States of America,97.0,,,Administaff,Newfoundland,1.0,,U,1.0,Aurora,39856.0,3.0,,R,296877.0
Abb2074,United States of America,45.0,F,1-313-737-8496,MeadWestvaco,MD,3.0,,S,2.0,New Haven,1138.0,3.0,654.0,O,
DOM2075,United States of America,13.0,,1-072-742-5464,Boston Scientific,DE,6.0,,M,2.0,Salinas,202240.0,0.0,819.0,O,2710548.0
Abe2076,United States of America,32.0,M,1-281-761-3374,Cinemark Holdings,UT,5.0,,M,5.0,Alexandria,423054.0,4.0,417.0,O,1190003.0
BAR2077,United States of America,94.0,,1-064-950-8013,Temple-Inland,OH,10.0,I,,4.0,Pomona,449660.0,0.0,407.0,O,134214.0
Roh2078,United States of America,50.0,,1-110-757-8596,NewPage Holding,NH,5.0,L,U,4.0,Detroit,5959.0,1.0,728.0,,406688.0
Rid2079,United States of America,4.0,,1-552-270-1343,Hasbro,IN,4.0,,M,1.0,Jacksonville,128625.0,1.0,639.0,O,1710567.0
Pec2080,United States of America,67.0,,1-496-413-3015,,AR,4.0,,U,3.0,New York,199590.0,5.0,423.0,O,210747.0
Doa2081,United States of America,,f,1-138-235-6884,Equifax,IL,8.0,,M,,El Monte,110401.0,0.0,686.0,O,3783852.0
BAD2082,United States of America,12.0,m,1-158-509-6181,Massey Energy,OR,8.0,M,M,5.0,Elizabeth,435606.0,5.0,810.0,O,2792723.0
HOE2083,Canada,69.0,,1-010-884-3128,Baxter International,CO,6.0,,M,2.0,Plano,147855.0,3.0,649.0,O,3415412.0
Bin2084,United States of America,6.0,,1-659-502-3229,McClatchy,AR,5.0,,W,1.0,Grand Rapids,26933.0,1.0,410.0,R,3358673.0
mym2085,Canada,69.0,,1-896-163-7704,Regis,AK,9.0,,M,0.0,Spokane,307065.0,5.0,809.0,O,2329856.0
Uda2086,Canada,39.0,,1-079-121-7691,Reliance Steel & Aluminum,WV,10.0,,M,1.0,El Paso,431396.0,3.0,849.0,O,3533670.0
Nes2087,United States of America,95.0,,1-088-551-1526,Kellogg,Prince Edward Island,10.0,,W,5.0,Cleveland,189391.0,4.0,401.0,R,1179460.0
ADA2088,United States of America,65.0,y,1-027-846-0168,E.W. Scripps,Nova Scotia,10.0,,S,5.0,Toronto,280433.0,0.0,453.0,O,1271651.0
SHE2089,United States of America,98.0,M,1-453-801-0009,BMC Software,WV,10.0,P,U,0.0,Erie,54908.0,2.0,468.0,O,3556870.0
sta2090,United States of America,76.0,M,1-053-581-0851,Sysco,CA,9.0,V,M,5.0,Las Vegas,200827.0,4.0,773.0,U,1700411.0
ALT2091,United States of America,0.0,,1-068-460-7241,Sanderson Farms,VT,10.0,,D,0.0,Gary,49514.0,3.0,528.0,O,146477.0
all2092,United States of America,75.0,F,1-283-886-9805,Northrop Grumman,NM,2.0,S,W,3.0,Montgomery,458844.0,2.0,363.0,O,2718355.0
Ond2093,United States of America,66.0,,1-213-738-1684,Flowers Foods,LA,2.0,O,D,0.0,Richmond,361238.0,2.0,706.0,O,2146102.0
Zap2094,United States of America,22.0,f,,NTK Holdings,GA,7.0,,D,2.0,Fort Smith,119807.0,,725.0,O,2385658.0
Dug2095,United States of America,90.0,F,1-763-723-0180,United Services Automobile,SC,3.0,B,S,4.0,Victoria,309386.0,2.0,740.0,U,2981947.0
LUH2096,Canada,90.0,,1-967-016-7682,LKQ,NJ,1.0,F,M,5.0,Mesa,476845.0,5.0,833.0,O,3524237.0
Ito2097,United States of America,31.0,M,1-685-817-7352,Airtran Holdings,ND,8.0,,W,4.0,Dallas,424509.0,2.0,599.0,O,2199779.0
Hec2098,United States of America,30.0,F,1-675-269-5285,,IA,7.0,U,U,4.0,Grand Prairie,258208.0,1.0,808.0,O,2729726.0
per2099,United States of America,83.0,f,1-288-288-8130,Exxon Mobil,ME,9.0,,W,2.0,Newark,88349.0,1.0,683.0,O,3476735.0
Cum2100,United States of America,16.0,F,1-219-066-5347,Packaging Corp. of America,Quebec,7.0,P,M,,Fort Lauderdale,84083.0,3.0,333.0,O,1115519.0
ELI2101,United States of America,78.0,,1-447-421-3003,Eastman Chemical,Saskatchewan,5.0,R,M,0.0,Casper,86501.0,4.0,547.0,R,698809.0
byk2102,United States of America,95.0,,1-799-426-3700,American Axle & Manufacturing,HI,6.0,,S,3.0,Erie,164128.0,,310.0,U,3973778.0
MAC2103,United States of America,78.0,f,1-725-932-4274,Covance,NE,3.0,,U,5.0,Oshawa,327356.0,,517.0,U,1254778.0
GOO2104,United States of America,5.0,,1-468-707-2150,Sally Beauty Holdings,HI,2.0,,U,0.0,Miami,347555.0,3.0,488.0,O,2552938.0
Jen2105,Canada,27.0,,1-553-965-6244,El Paso,SD,2.0,J,S,2.0,Fort Lauderdale,238482.0,2.0,363.0,O,1307542.0
Pri2106,United States of America,61.0,,1-846-467-3924,Marriott International,Manitoba,6.0,,M,2.0,Sioux Falls,272883.0,2.0,622.0,O,2517482.0
Vem2107,United States of America,3.0,,1-210-426-3060,Mylan,VT,2.0,,M,1.0,Memphis,46680.0,5.0,508.0,O,1766044.0
LIN2108,United States of America,,,,SanDisk,VA,0.0,,U,5.0,Anchorage,376150.0,0.0,313.0,O,
Kle2109,United States of America,53.0,m,1-588-029-9307,Hayes Lemmerz,RI,9.0,,M,2.0,Lincoln,257358.0,4.0,614.0,U,790562.0
Che2110,United States of America,28.0,,1-981-581-3375,Rockwood Holdings,AL,7.0,,S,3.0,Sioux Falls,352354.0,4.0,,O,2198082.0
Pas2111,Canada,0.0,M,1-666-464-1272,Sanderson Farms,WY,5.0,,M,1.0,Pittsburgh,37429.0,5.0,389.0,O,1996495.0
Wit2112,United States of America,45.0,,1-010-319-9107,Conseco,FL,3.0,E,,,Elizabeth,,,427.0,R,639832.0
NEA2113,United States of America,78.0,,1-417-173-1136,Philip Morris International,IN,3.0,,S,5.0,Madison,215304.0,5.0,534.0,O,2802913.0
mik2114,Canada,6.0,,1-566-339-9557,Hospira,Nova Scotia,7.0,T,U,4.0,Tacoma,,3.0,640.0,O,2834537.0
Sut2115,United States of America,86.0,,1-409-442-7294,Ford Motor,AR,6.0,,M,0.0,San Francisco,195400.0,0.0,777.0,,3029877.0
Che2116,Canada,40.0,,1-525-477-5709,HealthSpring,CO,2.0,,S,4.0,Philadelphia,448262.0,0.0,714.0,R,2190927.0
Bag2117,United States of America,73.0,F,1-953-685-6592,Allergan,GA,5.0,X,S,3.0,Moncton,143857.0,0.0,720.0,,1971051.0
Ken2118,Canada,93.0,,1-585-956-4117,,VA,4.0,C,D,4.0,Boston,179841.0,0.0,814.0,R,2107368.0
Gir2119,United States of America,74.0,,1-406-532-7170,Magellan Health Services,WY,0.0,M,M,0.0,Sacramento,452925.0,0.0,475.0,O,1235106.0
Neu2120,United States of America,39.0,M,1-396-584-3133,Warnaco Group,GA,0.0,,,2.0,Sacramento,479884.0,4.0,338.0,O,3859061.0
Kho2121,United States of America,70.0,M,1-923-695-6155,Alliant Energy,British Columbia,6.0,,U,2.0,Houston,170729.0,4.0,704.0,O,1360442.0
Mak2122,Canada,96.0,m,1-069-777-3530,National Semiconductor,CA,9.0,,M,3.0,Independence,325731.0,0.0,310.0,O,1972245.0
MCK2123,United States of America,76.0,,1-855-600-2016,Western Union,IA,10.0,,M,1.0,Torrance,175574.0,5.0,426.0,O,2728113.0
Hox2124,United States of America,38.0,,1-467-626-8149,AMR,OH,0.0,A,U,1.0,Amarillo,411899.0,2.0,651.0,U,
hop2125,United States of America,25.0,F,1-570-278-7548,Pioneer Natural Resources,DE,9.0,,U,2.0,Vancouver,146326.0,3.0,666.0,O,
Jor2126,United States of America,5.0,M,1-413-780-8239,Landstar System,KS,3.0,,U,3.0,Fullerton,207930.0,4.0,594.0,O,2185221.0
Lei2127,United States of America,58.0,m,1-005-858-4055,Exelon,TX,10.0,,S,5.0,Tacoma,18272.0,4.0,503.0,O,3041565.0
wal2128,United States of America,26.0,M,1-544-904-0774,Alaska Air Group,DC,4.0,W,,3.0,Evansville,127650.0,1.0,749.0,O,2948782.0
MIL2129,United States of America,,,1-766-118-6234,Alliant Techsystems,CO,7.0,E,D,1.0,Sandy,168755.0,1.0,849.0,O,1661630.0
sey2130,United States of America,93.0,,1-403-801-9432,AptarGroup,FL,5.0,,U,3.0,Shreveport,143627.0,0.0,612.0,R,
MIR2131,Canada,14.0,m,1-575-819-7454,Nasdaq OMX Group,DC,5.0,V,M,2.0,Amarillo,377718.0,2.0,662.0,U,170102.0
Boh2132,Canada,21.0,,1-710-506-4820,J.C. Penney,MN,8.0,,M,1.0,Salt Lake City,403878.0,4.0,378.0,O,2649768.0
MCC2133,United States of America,74.0,,1-319-504-7678,Altria Group,NJ,10.0,,M,5.0,Ann Arbor,107422.0,2.0,696.0,O,823261.0
gae2134,Canada,20.0,,1-868-906-2428,Perot Systems,MT,8.0,,,3.0,Windsor,10506.0,1.0,494.0,O,878941.0
Kob2135,United States of America,17.0,M,,Affiliated Computer Services,NM,9.0,,M,2.0,Las Vegas,465128.0,1.0,675.0,O,3385169.0
Hat2136,United States of America,20.0,,1-130-487-3494,Duke Energy,OR,9.0,N,U,3.0,Oceanside,123912.0,4.0,750.0,O,2328754.0
HAL2137,United States of America,44.0,,1-746-606-9451,Weis Markets,FL,6.0,,U,1.0,St. Johns,306314.0,2.0,744.0,O,3909663.0
Edm2138,United States of America,63.0,,1-447-266-4053,HNI,Nova Scotia,4.0,A,S,2.0,Pueblo,130729.0,0.0,426.0,O,184992.0
Sav2139,United States of America,57.0,,1-735-995-1570,TD Ameritrade,ID,3.0,,M,2.0,Glendale,278265.0,2.0,394.0,O,2149895.0
cha2140,United States of America,19.0,,1-069-019-9412,Unitrin,VA,,,,1.0,Hollywood,117675.0,,802.0,O,2722571.0
Etc2141,Canada,98.0,,1-311-126-0299,Warner Music Group,British Columbia,2.0,X,M,4.0,Beaumont,82092.0,0.0,617.0,O,2876358.0
gri2142,United States of America,85.0,f,1-942-330-9592,Nash-Finch,SD,5.0,,W,4.0,Peoria,8457.0,,417.0,U,3684172.0
nte2143,United States of America,45.0,F,1-623-539-4841,,VA,4.0,T,S,2.0,New Orleans,217880.0,4.0,385.0,R,2524898.0
Bra2144,United States of America,74.0,,1-362-842-0696,PerkinElmer,Newfoundland,4.0,Z,M,4.0,Gary,162353.0,5.0,366.0,O,164059.0
Pie2145,United States of America,89.0,m,1-560-309-1742,Briggs & Stratton,Prince Edward Island,1.0,,U,4.0,Inglewood,134997.0,3.0,518.0,O,563127.0
Kos2146,United States of America,65.0,F,1-779-296-3052,Avon Products,AR,3.0,,U,4.0,Palmdale,447989.0,0.0,432.0,O,3367241.0
Lea2147,United States of America,68.0,,1-738-170-0166,AGCO,ND,8.0,,W,4.0,Fort Lauderdale,255358.0,,827.0,O,3621212.0
She2148,United States of America,73.0,,1-324-704-8572,CB Richard Ellis Group,IN,8.0,,D,5.0,Corona,,1.0,364.0,O,
tim2149,Canada,0.0,M,1-596-346-0594,Baldor Electric,MO,0.0,C,U,0.0,Kitchener,138836.0,5.0,728.0,O,309488.0
TAB2150,United States of America,53.0,f,1-377-253-8333,Great Plains Energy,MN,8.0,,M,1.0,Minneapolis,2602.0,5.0,631.0,R,
IEN2151,Canada,73.0,M,1-299-375-2909,Qwest Communications,IA,5.0,,M,5.0,Corona,496128.0,,656.0,O,362797.0
Kho2152,Canada,28.0,,1-170-681-2604,,LA,8.0,,S,0.0,Beaumont,489272.0,3.0,633.0,,2362673.0
KIN2153,United States of America,59.0,,1-135-140-6917,Int. Business Machines,MS,8.0,C,U,4.0,Thousand Oaks,337207.0,0.0,500.0,O,1940630.0
Fer2154,United States of America,63.0,,1-969-212-5514,,HI,6.0,B,W,2.0,Orange,120903.0,4.0,443.0,R,3940940.0
fal2155,Canada,73.0,M,1-644-729-0811,Mueller Industries,NC,1.0,,,4.0,Shreveport,,4.0,500.0,O,2157046.0
MUK2156,United States of America,,M,1-896-382-7021,Snap-On,NC,8.0,,U,3.0,Tempe,263504.0,4.0,774.0,R,2785321.0
Osl2157,United States of America,65.0,,1-913-520-9694,Enbridge Energy Partners,GA,3.0,,M,2.0,Saskatoon,396198.0,5.0,818.0,U,3405858.0
COS2158,United States of America,26.0,,1-581-267-1864,McCormick,UT,10.0,W,S,5.0,Fairbanks,327872.0,0.0,470.0,O,499101.0
Bin2159,United States of America,47.0,m,1-317-788-8214,Westar Energy,NH,6.0,,S,2.0,Anaheim,293171.0,2.0,784.0,O,3217379.0
zei2160,United States of America,65.0,,1-295-392-8975,Sauer-Danfoss,AR,5.0,C,W,2.0,Miami,420974.0,2.0,747.0,O,
Edm2161,United States of America,72.0,,1-311-800-7401,Complete Production Services,IA,1.0,E,S,4.0,Inglewood,424114.0,5.0,556.0,R,395511.0
Red2162,United States of America,,m,1-568-631-3375,HealthSpring,MO,6.0,,S,3.0,Lakewood,172483.0,0.0,386.0,R,2203367.0
Bal2163,United States of America,1.0,F,1-256-218-6363,Cliffs Natural Resources,Alberta,8.0,,D,0.0,Elizabeth,75682.0,0.0,672.0,,1948845.0
LIP2164,United States of America,60.0,,1-663-496-7069,Lowe's,NJ,9.0,,S,,Irving,74866.0,1.0,,O,3499162.0
kum2165,United States of America,40.0,f,,,IA,1.0,,S,5.0,Nashua,379693.0,2.0,436.0,O,659820.0
Mec2166,United States of America,48.0,f,,Clorox,NY,10.0,,S,,Fairbanks,460272.0,2.0,432.0,R,482254.0
ROB2167,United States of America,59.0,,1-684-745-2391,Imation,PA,1.0,,D,3.0,Idaho Falls,260066.0,4.0,827.0,O,3194697.0
lea2168,United States of America,58.0,,1-449-565-9173,,DC,3.0,,M,0.0,Denver,462530.0,5.0,760.0,O,2648052.0
Kuc2169,United States of America,59.0,,1-343-254-2428,Liberty Media,KY,10.0,D,M,0.0,Warwick,324115.0,5.0,761.0,R,425846.0
Hof2170,United States of America,99.0,M,1-928-038-3834,Winn-Dixie Stores,NV,3.0,A,S,1.0,Provo,294061.0,0.0,415.0,O,1900158.0
cam2171,United States of America,12.0,,1-085-759-4591,O'Reilly Automotive,New Brunswick,6.0,U,S,1.0,Irving,298989.0,1.0,826.0,U,3968721.0
Shi2172,Canada,83.0,,1-372-991-3981,Limited Brands,NV,,,,2.0,Plano,230233.0,3.0,411.0,R,1720222.0
tor2173,United States of America,2.0,,1-334-329-1592,JohnsonDiversey,ID,0.0,I,U,1.0,Albuquerque,382256.0,3.0,514.0,O,961918.0
gor2174,United States of America,13.0,,1-980-165-3848,Reynolds American,GA,4.0,,S,5.0,Jackson,417656.0,,476.0,O,2674201.0
FAR2175,United States of America,16.0,,1-687-964-3815,Leap Wireless International,TN,9.0,,M,1.0,Charlotte,274723.0,1.0,741.0,R,3545359.0
bog2176,Canada,12.0,,1-365-265-6089,Kansas City Southern,HI,7.0,P,S,4.0,Sydney,350746.0,2.0,783.0,O,1986252.0
con2177,United States of America,87.0,,1-163-178-5478,Michael Foods,WA,3.0,,S,5.0,Missoula,357975.0,1.0,598.0,O,467050.0
Mac2178,United States of America,37.0,,1-870-768-7596,Scana,AZ,9.0,Q,M,2.0,Chesapeake,60602.0,2.0,779.0,O,3905751.0
Cho2179,Canada,37.0,M,1-851-917-7576,Guardian Life Ins. Co.,NH,10.0,,U,5.0,Moncton,416907.0,3.0,643.0,U,1642694.0
May2180,United States of America,91.0,,1-800-998-7550,Cameron International,PA,3.0,,D,0.0,San Francisco,413032.0,1.0,491.0,O,2137846.0
TSE2181,United States of America,94.0,,1-242-758-1795,Dominion Resources,AR,5.0,,D,2.0,Kitchener,448322.0,3.0,621.0,O,240320.0
COC2182,United States of America,34.0,,1-940-020-2701,Eagle Rock Energy Partners,MS,0.0,,S,3.0,Sandy,,0.0,,O,974526.0
kat2183,United States of America,57.0,,1-466-905-9413,Jones Apparel Group,AL,4.0,,W,5.0,Indianapolis,67742.0,,624.0,O,1172636.0
Che2184,United States of America,51.0,m,1-162-353-6578,Thermo Fisher Scientific,ID,1.0,,U,1.0,Hayward,417385.0,0.0,486.0,U,2616777.0
Aza2185,United States of America,35.0,,1-479-305-0612,Liberty Mutual Insurance Group,IL,0.0,,M,0.0,Moreno Valley,294993.0,2.0,529.0,O,3600531.0
mer2186,United States of America,12.0,f,1-486-004-7866,Solutia,AK,4.0,Q,U,1.0,Milwaukee,252462.0,2.0,617.0,O,95158.0
RAL2187,Canada,39.0,m,,BE Aerospace,TN,4.0,S,S,0.0,Austin,18471.0,0.0,543.0,O,725079.0
Ott2188,Canada,1.0,,1-186-350-9631,Ecolab,NE,10.0,,S,3.0,Casper,21390.0,2.0,531.0,O,3698763.0
Rod2189,United States of America,50.0,m,1-497-589-1980,,ND,1.0,,M,0.0,Naperville,209725.0,5.0,829.0,O,1646529.0
Moh2190,United States of America,98.0,,1-512-490-1439,Shaw Group,CT,3.0,A,D,0.0,Berkeley,325520.0,4.0,550.0,O,2962329.0
Bor2191,United States of America,36.0,,1-342-528-9873,D.R. Horton,DE,2.0,,S,1.0,Lewiston,30311.0,3.0,459.0,R,2318873.0
lud2192,United States of America,79.0,F,1-126-551-8483,Popular,WA,0.0,,W,4.0,St. Catharines,253568.0,3.0,351.0,U,641809.0
coa2193,United States of America,42.0,,1-204-343-9984,CVR Energy,OK,,,M,2.0,Shreveport,352434.0,1.0,359.0,O,1063042.0
Al 2194,Canada,23.0,,1-726-399-6539,Coca-Cola,KY,8.0,C,D,3.0,Hampton,492432.0,1.0,602.0,O,1235598.0
pea2195,United States of America,,,1-025-434-0547,Liberty Media,NC,1.0,,M,4.0,Charleston,419550.0,0.0,767.0,O,824700.0
val2196,Canada,85.0,,1-331-811-4582,ABM Industries,New Brunswick,,,S,1.0,Aurora,174911.0,0.0,514.0,O,1813464.0
Loy2197,United States of America,65.0,m,1-072-696-8938,Peabody Energy,New Brunswick,4.0,,M,3.0,Tampa,31745.0,5.0,663.0,R,419792.0
Suw2198,United States of America,16.0,m,1-120-246-8108,Terra Industries,MD,,,M,3.0,Allentown,137037.0,1.0,560.0,O,545067.0
KLA2199,United States of America,60.0,F,1-511-525-1912,Teledyne Technologies,TX,2.0,R,W,5.0,Charleston,58259.0,2.0,471.0,O,815661.0
WEE2200,Canada,83.0,,1-128-572-5847,Bon-Ton Stores,New Brunswick,5.0,N,W,4.0,Tulsa,435413.0,4.0,406.0,O,2643505.0
Tra2201,United States of America,84.0,,1-197-609-0889,CACI International,Quebec,9.0,U,S,1.0,Buffalo,322953.0,5.0,774.0,O,1243192.0
pit2202,United States of America,37.0,F,1-912-061-4567,Travelers Cos.,Manitoba,2.0,N,U,3.0,Ontario,361990.0,,319.0,O,1610451.0
STA2203,United States of America,64.0,,,Celanese,NC,0.0,T,M,,Elizabeth,195192.0,0.0,623.0,O,184546.0
blo2204,United States of America,66.0,,1-770-385-8660,Supervalu,NH,8.0,G,U,4.0,Livonia,90147.0,0.0,309.0,O,
Bow2205,United States of America,83.0,,1-994-475-4795,NV Energy,MO,10.0,T,S,1.0,Halifax,139623.0,0.0,749.0,O,3388619.0
Cou2206,United States of America,11.0,m,1-323-851-3965,Celgene,British Columbia,1.0,J,M,,Ann Arbor,396615.0,1.0,678.0,O,3228183.0
noo2207,United States of America,83.0,,1-985-432-5047,Enersys,New Brunswick,5.0,X,D,2.0,Chula Vista,,5.0,415.0,O,2650029.0
Bra2208,United States of America,79.0,F,1-269-512-2305,Office Depot,MS,2.0,,W,5.0,Greensboro,391739.0,4.0,842.0,,
Leb2209,United States of America,37.0,,1-876-006-6279,,RI,5.0,Z,U,4.0,Fort Lauderdale,390609.0,1.0,554.0,O,2757645.0
bou2210,United States of America,91.0,F,1-248-640-5168,DirecTV Group,AL,4.0,,M,3.0,Regina,325550.0,0.0,659.0,U,2982964.0
Lua2211,United States of America,85.0,m,1-683-272-0859,Aventine Renewable Energy,NE,3.0,,M,0.0,Waterbury,293691.0,1.0,608.0,O,2073728.0
BVW2212,United States of America,,,1-525-010-8138,Juniper Networks,AL,10.0,,U,4.0,Fargo,61619.0,2.0,454.0,U,1939876.0
Bob2213,United States of America,10.0,,1-910-506-2737,Chemtura,CT,2.0,,M,3.0,St. Johns,445303.0,1.0,550.0,O,2858774.0
De 2214,United States of America,100.0,,1-843-065-9804,Ross Stores,CO,9.0,,M,0.0,San Buenaventura,293105.0,2.0,516.0,O,2416064.0
Mox2215,United States of America,,h,1-585-867-5513,St. Jude Medical,KY,2.0,,U,4.0,San Bernardino,226478.0,0.0,345.0,O,1190422.0
Han2216,United States of America,1.0,,,Host Hotels & Resorts,OR,2.0,,,2.0,Fayetteville,144259.0,3.0,847.0,O,828465.0
Zad2217,United States of America,,,1-852-025-7769,Cummins,KY,8.0,,U,1.0,Montgomery,212364.0,1.0,703.0,U,3079265.0
SUG2218,Canada,29.0,,1-330-767-6947,Noble Energy,TN,8.0,,S,1.0,Overland Park,50136.0,2.0,443.0,O,3832103.0
Cos2219,United States of America,22.0,m,1-834-894-3498,Macy's,AR,0.0,,U,2.0,Hampton,274124.0,1.0,,O,2668580.0
LIN2220,United States of America,42.0,F,1-957-862-9149,McClatchy,DE,6.0,,D,2.0,Hayward,147109.0,0.0,301.0,O,1482017.0
ols2221,United States of America,20.0,F,1-966-695-0102,,Ontario,7.0,R,M,2.0,Lansing,66281.0,2.0,496.0,O,2850059.0
