gncd,crdtrtng,ct,gndr,pstlcd,phn,nmbrchldrn,wnrrntflg,ncm,ddrssln1,lstnm,mddlntl,mplr,cntr,ntwrth,nmbrcrs,mrtlstts,g,nmbrcrdtcrds
pru9361,425.0,Fullerton,,Lzahzjcosid,1-379-305-4148,,R,445223.0,Ivdmfkobtnktrerpuxlqxnbsshaqqpauoatvpgrtvmxomevqmgtqussbjds,prudmlnatpkamdwtphrosbhsokzhy,z,Rite Aid,Canada,1766726.0,2.0,S,47.0,7.0
Pus9362,320.0,Topeka,m,lxpvethtxge,1-445-578-9749,4.0,O,415398.0,SFILIJQVMZLODPRDKHZNMGZDDZPJIMCHXEIEMOOZGHWHMHRTMWPCRPFKDTCTHX,Puszxt,K,Sunoco,Canada,730781.0,,D,88.0,2.0
qiw9363,486.0,Billings,F,Txbouafl,1-559-131-1347,3.0,O,249106.0,Zisxgkjncbnecmpqtkkjnkxxewrqsrtgnaomkn,qiwskmanbwyuapwkwytqqog,,Key Energy Services,United States of America,3702054.0,4.0,W,11.0,3.0
Xje9364,342.0,Grand Prairie,,MGLKOSSTLAG,1-890-526-1657,5.0,,305306.0,Tduwwnmzpbancwdgcyhv,Xjentilutpkqclvzrsklvekht,M,Marathon Oil,Canada,3474079.0,5.0,M,24.0,5.0
edw9365,346.0,San Bernardino,,Iemtqx,1-765-701-6530,3.0,O,31765.0,Esdodf,edwoaxqkoocmyslqfbplsntuoa,v,,United States of America,837037.0,4.0,U,58.0,0.0
Ayj9366,319.0,Huntsville,M,mkevldommwq,1-739-416-0201,5.0,U,329439.0,ANVEWXDUQMOHXALSVWMMEQLEOOPDKYEDOCEARJIGFLK,Ayjdbvncpqvikogackpndqhirjeywl,,American Electric Power,United States of America,1482994.0,5.0,M,35.0,6.0
smf9367,782.0,Concord,f,BIYIZAITG,1-219-366-1225,4.0,O,49130.0,GIYHHMYMDPKFTWPODHTEMTCYUWTISDJOCWKD,smfnrdwkryfjlhdtfcotqfrs,p,Thor Industries,United States of America,3433840.0,2.0,S,55.0,9.0
Flj9368,827.0,Rochester,,Nxtmpryovw,1-493-603-3040,4.0,O,432107.0,Wshipoblsnieamuyfctxzacqt,Fljkjnwuolfizmfrrsdv,,Werner Enterprises,United States of America,926004.0,2.0,M,46.0,2.0
lrq9369,705.0,Cincinnati,,TLYILG,1-268-764-2083,0.0,R,321346.0,Pxozlbexqtershanbrzfitnxmbwbzunsrylsjvdttjlqbrockvgaxzlsbuuuqxeilmawkpttjiqka,lrqsfwewbpqgvkpe,I,KAR Holdings,United States of America,1032078.0,1.0,U,30.0,5.0
Zrb9370,808.0,El Monte,,dnqwpc,1-345-028-9922,1.0,U,471404.0,qpgnstdxctltzftdpwhavbswurdl,Zrbfcondoikwmxxd,S,Bank of New York Mellon Corp.,United States of America,677109.0,1.0,W,27.0,0.0
Aqo9371,837.0,Aurora,F,AXYAXKQ,1-067-056-0181,2.0,R,434232.0,Zboqlqxcslsknqbetigflwjhuctwb,Aqosnyjpzyogzk,,Ashland,United States of America,2824015.0,1.0,S,26.0,9.0
FBJ9372,576.0,Bismarck,,JNZAAUOFXCWD,1-231-999-0171,,R,354702.0,Uqmcajxljgjlclplwvpg,FBJVTMODMRXGCGOQNL,o,,,2823628.0,2.0,U,36.0,9.0
PWQ9373,623.0,Hamilton,,JXAHYID,1-951-980-6497,2.0,O,91047.0,Syjpyouwdnuusoqbjibhwqjmawersprxmaikkfvxvjenlkwujrojbvhrwqnpoeusccsvhwyphgtiua,PWQEELVHLSLQXXW,,,United States of America,3865939.0,4.0,U,92.0,8.0
dkk9374,392.0,Providence,M,Lraunszebds,1-015-592-9503,0.0,O,245856.0,SJZOCXESRFDUCUJACGPHKTNYGQSCGUMHYYTYFMIGPTUGJRFMJOHWVNSSGIIBMSNHHIQD,dkkbuleomucwvdquzqhwzv,,Portland General Electric,United States of America,706155.0,4.0,M,100.0,1.0
NBE9375,367.0,El Paso,m,ujqdfvffoh,1-768-185-5140,2.0,O,230479.0,auchfnpkvtzvifftsulbcf,NBERSMIMGLHLHRVIQXDTXE,,Chubb,Canada,1704399.0,2.0,S,89.0,8.0
kds9376,814.0,Tacoma,,Adsjmwttpsyd,,1.0,O,154892.0,yuvbwdltxiokgmosbpbzjkblkfwnjzfsuwkhsdjmndpjoaacxlgmdquvk,kdsmxhuutvyeicjdhndleeedpzsz,,Cabela's,United States of America,3871317.0,0.0,M,30.0,5.0
YTF9377,461.0,Biloxi,m,Kdzoqjf,1-468-522-8750,2.0,O,486835.0,Tfbswypagdsrbwvqbvcapgdpgjtgklxwrmhqdxbwbhjqzofwbgeqfblughihekvqxlbdouvboglwldo,YTFLBXIA,,Puget Energy,United States of America,3576531.0,3.0,S,89.0,3.0
ecj9378,,Whitehorse,f,YXOACWDAQY,,4.0,R,325531.0,Etqflrjhvvbkotindjubzeqkugmwvtpclcipfdnlswtflyvmhkllxvrvuliekgrjdnryteguarfnkhmq,ecjibgbllojcwyaxsulyvadl,L,Macy's,Canada,3418165.0,0.0,M,75.0,
DOM9379,342.0,Pittsburgh,m,Nmlenv,1-977-481-2520,3.0,R,466191.0,Jxzrjwmfmtfviadpqseitrnky,DOMDOZUFAGQMQBQWNKAOFGREGJJAFA,d,Exterran Holdings,United States of America,3762568.0,0.0,D,97.0,0.0
WKU9380,527.0,San Antonio,F,xvoftt,1-214-062-0263,1.0,O,47954.0,,WKUSBSJDTXNDP,Y,Bob Evans Farms,United States of America,17368.0,5.0,U,,4.0
Leo9381,309.0,Newark,f,Tqaqnaeo,1-627-760-7172,1.0,O,43295.0,CPNWDJYQDMJHTLLYPOEACLXGSTNFPUQKLBC,Leoeqdbmzikhygu,,Goodrich,United States of America,2547897.0,1.0,M,57.0,0.0
Ole9382,773.0,Salem,,JBRPPDEL,1-067-555-2307,5.0,O,49091.0,LKWQEYMVDHJVZMIWCGSRTHRFZALLAIWEPROICMEA,Olejbofkbnvzfvneotxoflbqdk,m,Annaly Capital Management,Canada,3455552.0,4.0,M,12.0,8.0
vct9383,677.0,Fairbanks,,Clmwphpr,1-632-526-8929,1.0,R,125450.0,WSOIO,vctlxovpymfdaadj,,Cypress Semiconductor,United States of America,89300.0,2.0,M,28.0,1.0
bdi9384,355.0,Scottsdale,F,ZMHSUEKUU,1-766-490-7051,3.0,O,50009.0,sxsiqwqjhfdpjmvgabcksottzpqqyhbakhkcelfplwizlcrwadzgvixrbdznjqrletumkye,bdippeifpfeyqzcsmvfsvdbfrjeemx,,Microsoft,United States of America,,3.0,S,8.0,5.0
Pjk9385,850.0,Berkeley,,Edqjgeiic,1-916-847-3702,3.0,O,411841.0,dznymfthialltmwcyfabucmgrorcxqkynmoibkvzadqxuowyrngnwwrr,Pjkolknhijxidcfefkxkrf,R,Ameren,United States of America,188683.0,,U,6.0,1.0
Gzo9386,,Hollywood,F,kurqwfd,1-197-198-5620,4.0,O,282042.0,JWEBXMMSQQZEWPDTEFJ,Gzogxxtzcslp,l,Weis Markets,United States of America,47266.0,1.0,W,80.0,3.0
Vpn9387,450.0,Regina,,ZUWZTBCMEQVA,1-577-180-8689,0.0,R,76695.0,Ludqlxwprwbxosw,Vpncsisq,,Progress Energy,United States of America,3441452.0,,U,1.0,8.0
orf9388,756.0,Columbus,m,pfiaq,1-329-183-8034,4.0,O,169740.0,Zhcajnhbrckefeqxnvp,orfqcufybbdwiuob,,Visteon,United States of America,3472455.0,,M,20.0,9.0
Hqq9389,711.0,Iqaluit,f,mprvojlwo,1-465-145-8568,0.0,,87347.0,ROMDTIKNVAYSJVLQCUQRWXQEPWWIXRGHOCDNJUDBZD,Hqqtesfgobwqhqlxlrigtjhiyacff,O,Kennametal,Canada,2731857.0,3.0,S,13.0,2.0
JZT9390,485.0,Des Moines,,Ampdtjjmow,1-861-535-8498,5.0,O,134444.0,Tnekycorspvxexvfdovtowrmbzjmmekuixdqplxfmulaormplvokteeelrw,JZTTKFNOYOIZWIGJMTG,,Unum Group,United States of America,3393312.0,5.0,U,18.0,2.0
UIO9391,693.0,Santa Fe,,Zsfooho,1-355-189-2132,1.0,O,490524.0,UUWNBWOWUREBRNXJOFAVQPCXTVUUFEBHMNPGCFXEZXCALE,UIOSLRRIKHJAJYDGBKILKORBAFKF,s,Saks,United States of America,352441.0,0.0,U,3.0,6.0
HNC9392,308.0,Dayton,M,Cwrjka,1-959-949-9563,1.0,O,492505.0,,HNCLDFJLSQQVOPK,V,WellPoint,United States of America,15207.0,1.0,U,14.0,4.0
WUT9393,394.0,Philadelphia,M,lreffpsoapl,1-817-711-2467,4.0,O,163057.0,RVZNQHOOZERHGTNQODRZAIPGOSWMMTUU,WUTEHVRLVGHXSSEGHUKJUHF,n,Mosaic,United States of America,944635.0,4.0,,17.0,2.0
Paq9394,505.0,Seattle,,,1-649-673-7198,2.0,,31495.0,,Paqkpmogtsevtg,,Perrigo,United States of America,54176.0,5.0,U,85.0,0.0
WDL9395,340.0,Charlottetown,f,Hefws,1-087-815-9390,5.0,O,259876.0,HDKLJAUJJZQ,WDLMUFNAICOMNMHHZD,,Cintas,United States of America,2529652.0,0.0,S,53.0,2.0
amx9396,,Kansas City,,Dswxxgx,1-832-424-1561,4.0,O,449245.0,Sngcdgdmiqsfiwwmfkmohlsjjqoqdqzbspjpouogujhvzedudqkhmcoaoaqiuvhztitqxkwyiyq,amxjfjgruw,E,Texas Instruments,United States of America,3677433.0,3.0,U,47.0,3.0
cyp9397,820.0,Honolulu,,Npqncksoe,1-192-130-6884,1.0,R,143275.0,qtehiohrmvlmsywpvkqpdx,cypugdgcjqprjtjcxahkwgipyjbv,O,Advance Auto Parts,United States of America,3100245.0,3.0,S,60.0,9.0
ETG9398,501.0,Fairbanks,,Ftdav,1-243-000-0593,2.0,U,41921.0,Ixmmtfdbfnjvjlbuolanldheuojcrohnccjqjmqcvmdecfqzkyvcd,ETGDMXVVTVDKFGDT,,,United States of America,847782.0,1.0,U,38.0,6.0
Bsg9399,817.0,Yonkers,,NFVOAXBA,1-753-749-8892,1.0,O,257887.0,qifnevglowuqdihkaalxnvkgyzqmqkldrnnowlsqnmehayfqsknaakqg,Bsgofuauvjpvtylxalhup,,Live Nation,United States of America,1163096.0,,M,83.0,7.0
OAW9400,653.0,Yonkers,,Evetjrnywsyn,1-135-620-2410,,R,30394.0,EDMWBEGIPNMTF,OAWEXBZRBGJFZGIGZ,k,Univision Communications,,2521199.0,5.0,M,86.0,7.0
nzr9401,342.0,Newark,t,Tmhxsgjcmh,1-770-368-1144,3.0,O,,Chfvsbnuthpjwuihipmjnvteduyqajtfkwjubkhmfvfeessehntixvarvnhogabeqy,nzrumaphavdo,,Procter & Gamble,United States of America,1028705.0,5.0,M,23.0,4.0
Jwn9402,470.0,Glendale,,Rkacdbnd,1-003-170-7046,3.0,O,324312.0,YQXWKSVHJPJDSEMOPVFCPOBFLITKUNUQUDFESTKVETHAGPPWDJEEZBYEUIWUBRJCRQKJJL,Jwnbagheaoevujfanobrqz,I,Enterprise GP Holdings,United States of America,284279.0,3.0,U,86.0,4.0
Ozn9403,738.0,Macon,M,Dveyqtqgzw,1-747-573-4013,0.0,O,206115.0,Djmocxeqwenrrnhwvuhuqcvdhptxuuptgxfffynaxmfguybanmlgka,Oznvqpzwxbzyaqsio,,Great Atlantic & Pacific Tea,United States of America,3982154.0,3.0,U,95.0,6.0
Coy9404,721.0,Palmdale,,Ruewoopxmx,1-651-224-0340,2.0,R,286350.0,oojwwgn,Coyxmzjraqajpsfz,m,Guardian Life Ins. Co.,United States of America,1358649.0,4.0,S,66.0,4.0
Yig9405,608.0,Greensboro,,Uuxtc,1-434-139-0541,1.0,U,,njdtoxprjctsxbihwydhthybtjimnskiybwijkptlmgfujagoiuebiovuusxdt,Yigivmsskhaymsjbdapgveha,,Berry Plastics,United States of America,2950960.0,2.0,S,40.0,4.0
Laz9406,387.0,Huntington,M,JNRGAXCHVW,1-041-707-1801,3.0,O,396153.0,,Lazjxsva,d,Xerox,Canada,,2.0,W,93.0,4.0
Gou9407,,Nashua,f,RHOLT,1-142-543-8989,5.0,O,113282.0,lazxabkldnvllkfvjgabduysqudrmwjkyjaqcivexokksqixs,Gousrcxolpdcppgxnuwosiljedjrq,,,Canada,,3.0,S,,3.0
Den9408,535.0,Henderson,,Cbjhpobwsvvm,1-642-408-5459,1.0,R,107612.0,Kilgrntjdfhxg,Denwxbmvj,k,NetApp,United States of America,3035527.0,4.0,W,67.0,5.0
Jft9409,602.0,Colorado Springs,m,Zfeztlg,1-471-916-3022,2.0,O,52850.0,Ipepdkutbkyhwnsnbpmwrzvkuboxfgzofceqnnllzz,Jftpoenpdwhtfpl,v,Cliffs Natural Resources,United States of America,,5.0,M,44.0,10.0
SBQ9410,791.0,St. Petersburg,F,SRANCKDPCPC,1-916-703-9205,5.0,O,442069.0,Qmwxfhdnuvr,SBQKXFEOGDQTHKASJGCVJMPXRTQ,S,AECOM Technology,United States of America,2078834.0,1.0,U,85.0,1.0
DQN9411,565.0,Columbia,,rryvgejmwlmj,1-549-791-3741,0.0,O,424497.0,Pfbdja,DQNCFESCLFGHLRAZONYXOLYMT,,PetSmart,United States of America,932477.0,2.0,S,20.0,4.0
Gxn9412,785.0,Fargo,,,1-361-871-0230,3.0,U,194585.0,TGFQFIAOIXQVOWPLFNLVSAHBZIVUQXCPWKNXUEHHYEVYFXDCBJVNDXQMLEYNGCAVIOACQMTQH,Gxnxgllezimfzoydoto,,Hewlett-Packard,United States of America,2356456.0,4.0,,55.0,9.0
Uil9413,801.0,Milwaukee,M,AMDNFR,1-835-025-3174,0.0,U,427521.0,,Uilwtdxhdxslwdgqcmqlaa,S,Hudson City Bancorp,United States of America,2372383.0,2.0,U,40.0,0.0
GXC9414,398.0,Eugene,m,EBQOGKXWPV,1-650-468-3471,3.0,O,25203.0,tmeyiaqxajnupsbrmgdwwpyqyuobnjoljod,GXCREA,,American Express,United States of America,2157485.0,0.0,W,82.0,4.0
grg9415,679.0,Fayetteville,,LLTSFRODVL,1-376-762-0093,2.0,O,314243.0,AQBABKVAQRXYSEPIXSEYUMVQQHTNKUKWPEXEJSGTYQTHUACSNEEZ,grgavyxejbmddfshvsdsqlgmudbj,,Kla-Tencor,Canada,1629131.0,0.0,S,40.0,9.0
Lbi9416,356.0,Cedar Rapids,F,Tmuvwebrfv,1-942-284-7016,0.0,O,215905.0,jhdivvnpiuakzmtklchbulifgdzfchfbzeuvciujsfsalbhgnqocsudmvjuxkihrpxmdoohze,Lbimxyxlfawvqz,J,J.B. Hunt Transport Services,United States of America,1281786.0,5.0,M,39.0,8.0
jha9417,480.0,Buffalo,,wjiarafv,1-294-143-0630,3.0,R,249321.0,Rwcvrkwajhadbf,jhagzgl,,Cabela's,United States of America,,,D,56.0,9.0
HMW9418,376.0,Biloxi,,Xcjpcs,1-777-426-7369,0.0,O,435102.0,,HMWBGTSOGICYSOMKLSTXWZTCQA,,Nicor,United States of America,1912860.0,5.0,U,73.0,8.0
cvf9419,591.0,Simi Valley,F,hpffav,1-976-380-0264,1.0,O,359437.0,kxpgibfstrkkftbdyamucdbalmqahemrsxhsjufvtzixcswafwqbquhsiwvqobyakuktihs,cvfulexvpzags,,NiSource,Canada,815582.0,1.0,M,,6.0
Psa9420,516.0,Garden Grove,F,cpsidgtqeqz,1-733-952-9511,5.0,O,197021.0,OKDUCMYRPLMLRE,Psajlnai,,Crane,United States of America,1475743.0,4.0,M,61.0,0.0
tcb9421,595.0,Yonkers,,ZQNUFV,1-461-827-7331,,O,188916.0,Wfentbammniegyxnfrwpmbzfndaomrdlzzuwrwpkiqqevcagwsvwpssmreylctucdnnwhvingmw,tcbavzovims,,Wyndham Worldwide,United States of America,455426.0,2.0,S,33.0,4.0
Mcp9422,688.0,Fort Worth,,Lfhhapm,1-505-629-5554,2.0,R,181793.0,Qzxcjjloqrhqhsvqrywvlaoeqppetbcrvmwn,Mcpjwibnpbcievzaidbpdyzevjnwg,,,United States of America,1352390.0,3.0,M,73.0,7.0
Gcp9423,724.0,Warren,F,Dugyig,1-993-925-5242,1.0,O,271110.0,Addnshoeikxalllpgtmepn,Gcpbqwoxfbgawsaxfsbjcobzpalqtu,,Bemis,United States of America,205601.0,5.0,D,67.0,10.0
Mcp9424,813.0,Orlando,,aqhqovlxo,1-700-360-1448,0.0,O,43922.0,Jcgmbs,Mcpeasqbdksfhhicigig,,Kansas City Southern,United States of America,2763552.0,5.0,W,34.0,6.0
Sgq9425,307.0,San Diego,M,Xbchvvw,1-852-810-8213,2.0,O,72410.0,Ybbopmozjtqlbuvtyqtjhmballiaxapdsvdmuffkbpeatazhwaxhqmnndcc,Sgqmixjli,,D.R. Horton,United States of America,2495715.0,4.0,S,15.0,
VBI9426,729.0,Philadelphia,f,Rwbnz,1-815-234-9736,3.0,O,53233.0,pnpphhyfcisxlifcltnqxirbdmzdfbweduyirvomsrqymbsppujsp,VBIAHYKCJXQYRMWFQXEKO,,Yum Brands,,2159419.0,4.0,M,58.0,8.0
Mjy9427,656.0,Palmdale,,Timxvejl,1-802-548-9072,3.0,O,246776.0,QTAEBN,Mjyhgaskpxawfzvlns,,CB Richard Ellis Group,United States of America,1071328.0,0.0,S,45.0,9.0
JDI9428,810.0,Las Vegas,m,Jcluvsj,1-234-384-0542,,R,474229.0,YGUKAIMCESZBTSST,JDIVWSTWZIVNDIVIXWHXQUQTJRMLH,,Paychex,United States of America,501427.0,2.0,D,57.0,3.0
Jgv9429,613.0,Fontana,,Estobq,1-283-018-9240,3.0,R,346332.0,,Jgvhygmsa,,FirstEnergy,United States of America,1364129.0,,M,13.0,8.0
WZF9430,486.0,Saint John,,xgjluovvlfrw,1-314-259-1147,4.0,O,,NIYGALBCIGQOHYCQUMAUJVFTHHISHSRNCEYMGIEPEKORXSHHSBODGDANLITR,WZFXOZHVWOENDYCNN,,,United States of America,2773908.0,2.0,W,11.0,2.0
Ise9431,,Santa Ana,,Pkyeawndh,1-434-880-1350,3.0,R,32728.0,Yvuwegaqkrvghlnmxeljvddebncvgplszgynabweadvbziiwqcg,Isekxbydjfsd,,Varian Medical Systems,Canada,3953127.0,0.0,W,75.0,6.0
HRJ9432,418.0,Riverside,,Uvuru,1-219-743-5408,4.0,O,313671.0,Wzqjuplvbdkusgeaojieayboslsxrugixmsmuptxhepcadmqwvvcarpxgkljkqdvxagu,HRJFXSY,Y,Tiffany & Co,United States of America,2931206.0,0.0,M,83.0,9.0
mcu9433,,Richmond,M,Rwljk,1-779-496-4262,,O,275885.0,Ucwkiiogjpvlhcmutteosoiqjownbmbjikbbxotujdgodpdp,mcusdrmacvfqmclkvmecmvg,b,,Canada,1090819.0,,M,77.0,9.0
Hqp9434,759.0,Louisville,,Gbqvsqudu,1-439-159-8222,1.0,O,220493.0,VCVMTMMLL,Hqpeov,f,Fleetwood Enterprises,United States of America,,3.0,W,46.0,4.0
OQK9435,404.0,Rockford,M,Fptwdytytr,1-179-752-3528,5.0,O,213252.0,Qlgzpzdwofzzvawkmvadammmazodrwebvtmjftgyhebpzzgfxiuqr,OQKWFFLWNULPTXOUZTOLG,k,FedEx,United States of America,1121482.0,1.0,M,32.0,4.0
KRG9436,544.0,Simi Valley,F,Exigdjhq,1-309-866-3200,1.0,O,83831.0,,KRGVPPEKHCUJZV,,Assurant,United States of America,1687602.0,0.0,M,51.0,4.0
Que9437,385.0,Billings,f,Ueisrinj,1-520-320-1879,1.0,O,157956.0,Iuucregtvplbunmpiywryxsmjhahcyseqqnvzbagreebjxvporgidpamfhuxqtvtsiws,Quemajsgmdnqt,T,Vectren,United States of America,863567.0,,M,58.0,10.0
oes9438,649.0,Iqaluit,,Thnsvqbm,1-014-926-9892,4.0,O,,Lwqlllxczdpr,oesxklabtcibu,,National Semiconductor,United States of America,1915336.0,4.0,,1.0,1.0
Cuf9439,703.0,Paterson,f,Ewhto,1-249-938-4154,3.0,O,,CMJRCR,Cufrjtnpejrlfa,,Sonic Automotive,United States of America,1108967.0,3.0,,16.0,2.0
Omv9440,,Grand Rapids,M,Rztawdh,1-665-361-7531,1.0,O,467572.0,RMHAZXNXXVPBITZHJPHWGRERATOUHMKPEGPTTPTAVIPIOOEAWXXNETCKWM,Omvgtouw,,Nucor,United States of America,1564637.0,3.0,S,28.0,0.0
Jgw9441,369.0,Saint John,M,Hvpywoo,1-538-466-2026,2.0,O,43184.0,Gbczfijciqijpgobbai,Jgwrghkaifnpcggyklb,,MeadWestvaco,,2698242.0,5.0,U,33.0,4.0
pus9442,735.0,Albuquerque,M,fcwtfphemdq,1-394-462-5885,4.0,O,182367.0,QBIJUJRYRGDCVRNTYXVPKMJMVZJVCNARVQLXNZGX,pusbz,,Goodyear Tire & Rubber,Canada,3827700.0,2.0,M,83.0,1.0
ILQ9443,805.0,Grand Rapids,,SSZUQOFTI,1-469-273-2200,3.0,,94040.0,hbfaaqnvtbtroqomyhdgkbgryqdpvklhbcizzsyjfijwcicjubueybkwfgcaupfnvavqjfkmxemjw,ILQWYQNDHHOGREWAQHFJYHVKHV,J,,United States of America,,2.0,U,0.0,
Jgk9444,641.0,Peoria,,Ommar,1-327-499-8383,4.0,U,77740.0,Syixuxmcpeqzotnmnnugkidkexsjfsmnmazfrrjivddarmpqroucbaemoymvzgwwumabsiblf,Jgkzbqbgmgeklikjdwbwvi,,BE Aerospace,United States of America,3966122.0,5.0,S,,2.0
Dwc9445,730.0,Newark,F,ELUOIEOVOAN,1-123-547-4916,4.0,U,404963.0,ggtrfwgvjirilowvoiacbqojagpubuwdyravocvibfrizhouenfkhqijswodkuhkwsuebwitclwtokv,Dwcmwsexkefzscbdvacirjchyvpt,,Hertz Global Holdings,United States of America,3248589.0,0.0,M,65.0,5.0
dqt9446,834.0,London,m,Ijfre,1-651-484-3426,1.0,R,330058.0,Suceiidxnihsxueo,dqtwzvwvzntfbbcwfdgl,X,Whirlpool,United States of America,1543885.0,2.0,U,63.0,2.0
VCR9447,424.0,Norfolk,M,Trqdrtjgju,1-075-885-3063,3.0,O,417458.0,dtxphhutopsxjnbtrilrdrhbwxyiwhqlqnarnrolcjfrxaoxtoprmteuxeddbmxdqzmetomaoties,VCRSCJQZZUBVRDPSNBWJF,W,AbitibiBowater,United States of America,2846842.0,3.0,S,5.0,9.0
VMX9448,711.0,San Jose,,UZIOATICDZ,1-264-616-2616,5.0,O,278446.0,iyivizsrlldprtqsotwsmdlmprzdcuvhqba,VMXKXNYRULQJLUDOATCMDHT,W,,Canada,,1.0,U,80.0,4.0
ovr9449,651.0,St. Catharines,,WCDTBYLXRS,1-926-759-2026,5.0,O,350443.0,Xjbdqspxkjvrkehubdgbqscdarxxeismwxujpibunvfxjexiqpnsgbowlolktjuukeekliljjo,ovrucmqrllox,K,Raymond James Financial,Canada,2354544.0,4.0,W,19.0,7.0
Hqp9450,781.0,Phoenix,,RFZTUQESEY,1-248-868-5643,1.0,O,137583.0,Ddxrtsbmzvwbpqtknhjwm,Hqpvvbwtyhqixswunihqgwvndvgp,N,Republic Services,Canada,,0.0,W,97.0,10.0
YUP9451,796.0,Jackson,M,Tjkwza,1-557-404-4027,2.0,O,241037.0,HIZHXHRMXQLMLBINEBXLUICAGVTCROVBNCOZMIYIBPANBCA,YUPHKGVDQJUFDZVKRIAKMVFVCVY,c,Hill-Rom Holdings,United States of America,1417768.0,5.0,U,,2.0
Idi9452,644.0,Edmonton,M,Fyfzmls,1-836-310-0994,1.0,O,399863.0,Jfzoezvvubwudkugiyxgdybfoiuiqbezzdpfvdlmnbkydelhtssqekblrbpnezqrdhhcneuj,Idihdaepojqihgngbu,y,Perini,United States of America,2519470.0,3.0,S,69.0,8.0
Tqb9453,401.0,Chicago,,Ydolkqmvi,1-843-949-1842,1.0,O,,xoiovaipujzsandrtoxmehmtptx,Tqbnafjciinsspdafhmgpeoa,I,Colgate-Palmolive,United States of America,2955446.0,4.0,M,92.0,9.0
Aes9454,,Jersey City,f,Zudhwij,1-321-626-7500,5.0,O,88608.0,Ruvmi,Aesfusoyrm,,Fiserv,United States of America,3586672.0,0.0,M,17.0,10.0
Epf9455,655.0,San Buenaventura,m,Wcjnkvquhm,1-081-367-6586,4.0,R,206395.0,KMJJDQLYFSCXDRMJCRCYDSIHFBCJQVIYYQRKCQOEYCPBYTHEGHWWJNJOXBKWNPEDONZS,Epfpbqvlgmjxtcxbyuqsc,,Belk,Canada,2939478.0,1.0,M,49.0,9.0
Ffn9456,435.0,Eugene,,tkyqjp,1-476-410-7306,3.0,O,446935.0,vdacewsgdm,Ffnhg,P,Atmos Energy,United States of America,2827456.0,4.0,W,69.0,9.0
pap9457,674.0,Alexandria,,jfxftl,1-306-138-1852,3.0,O,51971.0,Urfhbodrfcuzcpqsmrhingzvhefpadbvkaeuvipirsqtfujuzutwdxmj,papshbksextrzddaejcnpntii,,American Express,United States of America,17134.0,2.0,U,15.0,5.0
Nkg9458,760.0,Vancouver,,vhaqt,1-738-679-1863,1.0,O,369850.0,TSGBEVSFDAUMQQYSYVRMFLKOPYDQUHBUOWNGATWPQLXZYKAXUYXSKNKNFNXHPYNRAWVITXJBWX,Nkgzwsemgwvrogfbnlojpqfxet,,Teledyne Technologies,United States of America,3886166.0,,M,21.0,1.0
ufh9459,496.0,Hull,f,Dhoilzaxk,1-250-092-6595,2.0,O,38251.0,Jcrrxtpxqnwgjrqqffchkzsbnlyjptraszsvdtbhgaguhzhkreibsphdmdqcdihuclbypmrtaiwwnfsn,ufhrukyazauhneec,N,Integrys Energy Group,United States of America,191154.0,0.0,,34.0,1.0
tmt9460,493.0,Spokane,m,Xfejhubxlrp,1-137-415-0657,1.0,R,206315.0,fwcsrknoauqvnvgvqrtsxnnyqlrbjuhibqkrmcobalqc,tmtqbjshieprffq,,ON Semiconductor,Canada,1856083.0,,S,55.0,5.0
rnl9461,786.0,Oxnard,M,Wqtrdfcxu,1-218-529-4942,0.0,O,164978.0,Dmmqwjrlmpdqwzrtuigtejvlijdxqbziajirturxenuleffnmpnhtlrxnxmeoipvglhjapw,rnlkvcckzxdvyhbvrota,,WGL Holdings,United States of America,1001341.0,1.0,S,100.0,6.0
pit9462,662.0,Rochester,,clvhdpzs,1-757-529-1404,0.0,,166099.0,Jxfhlnkwohygdyq,pitwjqvlegfyvpaxdgdubsoat,d,Urban Outfitters,United States of America,1537954.0,1.0,W,59.0,3.0
ykm9463,758.0,Baltimore,F,Fegrbe,1-816-003-1563,3.0,O,151735.0,JOFNWCQDANVRVHDQCPQIWCQRWIJUUFB,ykmbdtn,,Beazer Homes USA,Canada,1683196.0,4.0,W,21.0,6.0
Ieo9464,,Stamford,M,dyselvuahblw,1-347-832-1748,1.0,O,273278.0,Hnlaljnwesbjnd,Ieowh,,Consol Energy,United States of America,3685385.0,3.0,S,64.0,3.0
XPB9465,403.0,San Buenaventura,f,URQIVEGJZA,1-408-519-8134,1.0,U,306611.0,SBOGNVDIRHGLMOZBYVXKMFKEPLENJRAOUFZMWGFUVBJ,XPBECHFKGQRNMIV,m,Lexmark International,Canada,2095651.0,3.0,M,58.0,7.0
UDI9466,567.0,Aurora,m,,1-264-254-6090,1.0,O,213721.0,abbnmexzct,UDINZQZLPJTZWURBI,,MetLife,United States of America,1897205.0,1.0,S,20.0,6.0
VYR9467,513.0,Los Angeles,m,qncpmaonbdzm,1-178-515-6978,4.0,O,69496.0,Ntpgriczqskpyuspejivzweqrtxorwdhqgirrkiydcsyyhaimwlan,VYRIJK,u,Electronic Arts,,3278747.0,2.0,M,19.0,8.0
Csj9468,312.0,Irvine,f,Lxybxcbe,1-276-993-0775,5.0,O,4312.0,ZIEOILUSAVSTOIATTLFARKJFUXWGEKRQLLPJPRUAWCUQDJUPLRNCHBVBG,Csjwgbdxtx,E,FreeportMcMoRan Copper & Gold,United States of America,1675180.0,1.0,M,37.0,1.0
