LastName,AddressLine1,City,FirstName,Age,PostalCode,OwnOrRentFlag,Employer,AddressLine2,MiddleInitial,CreditRating,NumberCreditCards,State,Gender,AgencyID,NumberCars,Country,Income,NumberChildren,MaritalStatus,NetWorth,Phone
Anolik,22480 lenwood street,Biloxi,kacey,5.0,E7N 1N6,O,Jacobs Engineering Group,,,315.0,1.0,NV,f,Ano3700,4.0,United States of America,302299.0,1.0,D,1506608.0,1-508-810-3835
Holloway,17514 payne park,Portland,Thia,87.0,B1c 1w9,O,Qualcomm,,,819.0,0.0,ID,m,Hol3701,1.0,Canada,261472.0,3.0,U,602576.0,
BURKERT,8729 halle street,Berkeley,juline,87.0,T5d 1j2,,Brunswick,,,803.0,1.0,Newfoundland,M,BUR3702,,Canada,199483.0,2.0,M,2062313.0,1-740-038-3061
Selby,5142 bramblewood avenue,Mount Pearl,Nady,39.0,M5b 1u1,O,Tech Data,,,374.0,3.0,AK,m,Sel3703,0.0,United States of America,392164.0,5.0,U,516813.0,1-400-025-6609
Sergi,9941 ROYALTON DRIVE,Bellevue,arleyne,73.0,96825,U,J.C. Penney,,,566.0,4.0,MA,f,Ser3704,3.0,United States of America,392747.0,1.0,,904658.0,1-315-046-7380
BRYDGES,20857 howard park,Las Cruces,angeles,56.0,98197,O,SunGard Data Systems,,Z,349.0,6.0,CA,m,BRY3705,0.0,United States of America,378400.0,0.0,U,1164476.0,1-708-393-2869
van weringh,5680 powers drive,Great Falls,MAURITA,31.0,93350,,UnitedHealth Group,,,781.0,6.0,Quebec,M,van3706,3.0,United States of America,486859.0,5.0,S,424337.0,1-715-576-6794
Dearaujo,23477 havenridge rue,Flint,DRAGO,10.0,V6d 1v3,R,FMC Technologies,,,567.0,1.0,RI,M,Dea3707,0.0,United States of America,,0.0,D,,1-817-835-5953
Neumeister,14482 kirby south,Rancho Cucamonga,Bette-ann,30.0,m4j 1o6,O,,,,720.0,,RI,M,Neu3708,2.0,United States of America,489235.0,1.0,U,270781.0,1-799-302-5921
Coffey,11593 stonehill rue,Huntington,Lorilyn,2.0,77283,,Albemarle,,,301.0,9.0,WA,M,Cof3709,3.0,United States of America,78742.0,3.0,S,49208.0,1-124-930-7139
Prikkel,24178 turtle creek street,Huntington Beach,Emylee,9.0,89137,O,Colgate-Palmolive,,,692.0,6.0,New Brunswick,,Pri3710,3.0,United States of America,339878.0,1.0,M,728772.0,1-031-776-4963
Ahmad,2461 vista park,Tallahassee,netty,84.0,t6b 1c4,,PNC Financial Services Group,,U,715.0,,Newfoundland,,Ahm3711,1.0,Canada,299840.0,2.0,S,1259871.0,
French,10070 glenview boulevard,Greensboro,Carolien,93.0,V6C 1T6,O,Colgate-Palmolive,,,471.0,9.0,AL,,Fre3712,5.0,United States of America,247966.0,0.0,S,565999.0,1-234-363-8893
demeulemeester,9902 altamesa park,Tempe,Tammy,94.0,06116,R,Time Warner,apt. 384,D,,10.0,SC,f,dem3713,2.0,United States of America,246504.0,5.0,M,642512.0,
Deliva,23434 ashbrook boulevard,Tacoma,Betty-anne,98.0,44111,O,American National Insurance,apt. 714,,738.0,1.0,NH,,Del3714,4.0,United States of America,318844.0,5.0,M,3592841.0,1-517-007-7792
Roelofs,2246 rexford avenue,Fontana,Harold,100.0,28220,R,Loews,,,717.0,3.0,Manitoba,,Roe3715,0.0,United States of America,88922.0,4.0,S,3418129.0,1-037-214-8441
PELLAND,17552 SAVANNAH NORTH,Sacramento,Thanh-ha,67.0,t5a 1s5,U,Tiffany & Co,apt. 678,K,671.0,8.0,TX,,PEL3716,5.0,United States of America,427133.0,1.0,M,2305807.0,1-907-600-8587
rowatt,16552 FRESCO SOUTH,Savannah,Addie,27.0,M5f 1v5,R,Questar,,,760.0,3.0,CO,,row3717,5.0,United States of America,10238.0,3.0,M,154974.0,1-662-637-7484
franze,11065 CANDLELIGHT WAY,Kansas City,KAS,67.0,H6C 1X3,O,CenturyTel,apt. 989,,621.0,1.0,MI,m,fra3718,2.0,United States of America,424999.0,4.0,M,315900.0,1-781-040-8826
KASSAM,14518 westheimer avenue,St. Petersburg,pedro,77.0,h2a 1w9,O,McClatchy,,F,740.0,2.0,ND,m,KAS3719,4.0,United States of America,238849.0,2.0,U,2028359.0,1-985-892-7861
chenier,18417 voss park,Salt Lake City,ailina,48.0,02120,O,Systemax,,I,482.0,1.0,Prince Edward Island,,che3720,1.0,United States of America,211947.0,1.0,D,3401242.0,1-742-971-3742
UGUCCIONI,21434 robertson south,Charlotte,selim,27.0,66112,U,O'Reilly Automotive,Apt. 915,I,627.0,3.0,MT,M,UGU3721,5.0,United States of America,480010.0,3.0,M,276197.0,1-422-246-5333
MARMEN,5755 bluff road,Las Cruces,Blancha,66.0,V6e 1s1,O,Great Atlantic & Pacific Tea,,Q,426.0,2.0,OK,m,MAR3722,2.0,United States of America,44051.0,1.0,M,977908.0,1-164-418-8341
TYSON,3824 8th east,Windsor,Mal,3.0,36642,,Loews,apt. 407,U,519.0,8.0,VA,,TYS3723,3.0,United States of America,363477.0,,W,3116089.0,1-881-249-0054
KAHAN,11835 allen drive,Vancouver,Rong-chin,82.0,30907,O,Lennar,,K,763.0,8.0,PA,M,KAH3724,3.0,United States of America,281684.0,4.0,S,820385.0,1-070-233-8193
Zvonar,16775 pike east,Costa Mesa,Chabert,66.0,94319,O,Apollo Group,,G,488.0,4.0,GA,,Zvo3725,0.0,United States of America,10464.0,2.0,U,1963389.0,1-345-141-6408
LETCHWORTH,8550 BRIGGS AVENUE,Virginia Beach,ARLETA,84.0,91764,O,Bank of America Corp.,Apt. 513,T,422.0,3.0,AL,m,LET3726,0.0,United States of America,273728.0,0.0,M,2079552.0,
Kehoe,4941 beardsley north,Independence,jean-louis,61.0,94388,O,Aleris International,,,310.0,1.0,AZ,,Keh3727,1.0,Canada,,4.0,U,995478.0,1-722-277-0703
brannon,2412 bonita lane,Houston,Ext,40.0,90269,O,Enterprise GP Holdings,,,404.0,,Ontario,F,bra3728,5.0,United States of America,422299.0,4.0,S,958655.0,1-776-871-1745
HOLTON,5668 watts crescent,Toronto,Elyn,73.0,80923,R,Sun Microsystems,,,834.0,5.0,IA,,HOL3729,5.0,United States of America,430074.0,3.0,S,2563060.0,1-309-628-8323
Hopkins,1253 kingsbridge upper,Cincinnati,stclair,79.0,R5g 1m1,O,Aon,,,452.0,0.0,New Brunswick,,Hop3730,5.0,United States of America,318800.0,5.0,U,432528.0,1-254-797-0807
Korea,375 austin boulevard,Lansing,JONIE,70.0,93780,O,Steelcase,,,357.0,3.0,LA,f,Kor3731,0.0,United States of America,176625.0,1.0,M,3655820.0,1-878-352-0080
Groulx,1238 westwick west,Tulsa,hermia,73.0,19903,O,T. Rowe Price,,,,4.0,TN,,Gro3732,5.0,United States of America,462167.0,3.0,M,3917267.0,1-459-249-7849
Goggin,12417 airport drive,West Valley,LORELLE,33.0,V6h 1p6,O,SkyWest,,,818.0,1.0,SD,,Gog3733,4.0,United States of America,148261.0,0.0,U,1276796.0,1-434-031-2688
Borthwick,3327 buckline court,Scottsdale,Mignonne,62.0,33127,O,Noble Energy,,,336.0,10.0,ME,,Bor3734,,United States of America,255310.0,4.0,M,1066355.0,1-499-268-2965
Arnon,20744 gene way,Saint John,Ioan,16.0,43617,O,Texas Instruments,,,791.0,3.0,MI,f,Arn3735,1.0,Canada,313382.0,5.0,W,3779442.0,1-665-569-7816
SPOONER,10457 valderra boulevard,Hamilton,BERTIE,47.0,V6N 1P2,R,Consol Energy,,,812.0,10.0,Saskatchewan,m,SPO3736,2.0,United States of America,480526.0,5.0,W,1189522.0,1-994-456-8769
landry,17207 wycliffe park,San Diego,Sudesh,,91349,R,Ferrellgas Partners,,L,,2.0,MT,,lan3737,5.0,Canada,,3.0,W,1612749.0,1-710-130-2088
CARLING,17852 DURAND PARK,Pembroke Pines,cammy,4.0,89116,O,Penske Automotive Group,,,387.0,9.0,WA,,CAR3738,5.0,United States of America,57481.0,4.0,M,1716600.0,1-160-783-7022
NARRAWAY,11645 KIMBERLEY CRESCENT,Sandy,Whitney,30.0,21225,O,Carlisle,APT. 776,K,344.0,3.0,CO,,NAR3739,5.0,United States of America,471749.0,2.0,M,3364906.0,1-840-182-7908
SCHIRTZINGER,11460 briar forest lower,Raleigh,hqs,83.0,31215,O,Affinia Group Intermediate,apt. 224,W,327.0,4.0,OH,,SCH3740,3.0,United States of America,356279.0,1.0,M,165857.0,1-140-875-8751
Nekueey,232 lyle park,Detroit,hanny,12.0,63176,O,Family Dollar Stores,,L,758.0,7.0,Manitoba,M,Nek3741,2.0,United States of America,482482.0,5.0,M,614050.0,1-786-153-9323
Dares,3920 EMMONDS BOULEVARD,Albuquerque,KONRAD,,35274,O,Thor Industries,,,670.0,4.0,IA,M,Dar3742,2.0,Canada,38517.0,,M,1065045.0,1-694-243-0209
Dunlay,19582 bellevue lane,Plano,Cornie,69.0,94196,O,Merrill Lynch,,,340.0,2.0,MO,F,Dun3743,5.0,United States of America,141125.0,4.0,S,975974.0,1-070-553-6643
BABIONE,15246 dunn park,Santa Fe,JUDIE,59.0,76147,O,Sonic Automotive,Apt. 266,O,503.0,8.0,Manitoba,F,BAB3744,3.0,United States of America,310966.0,0.0,D,2336041.0,1-279-880-4425
pon,20025 routh crescent,Paterson,ALVINIA,89.0,45438,O,Reynolds American,,I,567.0,0.0,TX,M,pon3745,0.0,United States of America,30670.0,2.0,M,3847430.0,1-291-664-0418
Maglione,12232 drexel crescent,Windsor,EMILY,69.0,90081,U,Delta Air Lines,APT. 440,T,320.0,1.0,ND,,Mag3746,1.0,United States of America,161338.0,2.0,M,1307768.0,1-316-708-5846
Wilkie,16878 plumb park,Cheyenne,christal,,95258,O,MEMC Electronic Materials,,,836.0,0.0,WA,,Wil3747,3.0,United States of America,231523.0,1.0,D,1609736.0,1-511-826-6681
Hoeler,2798 1ST EAST,Oklahoma City,Kelcey,17.0,77003,O,Alcoa,,,665.0,5.0,DC,F,Hoe3748,5.0,United States of America,231496.0,3.0,U,1519697.0,1-282-864-4196
Blount,19922 sweetgum upper,Baltimore,lineth,32.0,77154,R,Johnson Controls,,,791.0,6.0,UT,m,Blo3749,1.0,Canada,32736.0,0.0,M,1022755.0,1-965-486-8968
Mulqueen,1282 baynard lane,Elizabeth,BRANDI,17.0,H2d 1y4,O,Western Union,,,308.0,0.0,Manitoba,M,Mul3750,5.0,United States of America,413177.0,4.0,D,858084.0,1-811-043-6123
VILIS,23423 SAKOWITZ STREET,Sherbrooke,tybi,16.0,91758,O,CSX,APT. 792,,640.0,5.0,VT,M,VIL3751,3.0,United States of America,67815.0,5.0,,2428453.0,1-695-511-9565
jazanoski,4040 lendon east,Calgary,Ashly,16.0,M5E 1X6,O,Fidelity National Information,,,374.0,1.0,Nova Scotia,,jaz3752,5.0,United States of America,264119.0,0.0,M,1585407.0,1-724-794-1956
Hlauschek,23485 SINCLAIR UPPER,Toronto,rhonda,66.0,19209,O,Staples,,,706.0,5.0,NE,,Hla3753,3.0,United States of America,463027.0,4.0,S,3602781.0,
Netlink,23490 FOUR WINDS UPPER,Dawson City,Garry,88.0,83707,O,Amerigroup,,,646.0,5.0,Alberta,f,Net3754,1.0,Canada,330969.0,4.0,M,1402256.0,1-207-123-2993
MACIEL,14566 WISTERIA ROAD,Warren,Fqa,87.0,85712,R,State Street Corp.,,W,561.0,6.0,Manitoba,,MAC3755,4.0,Canada,334004.0,,S,2069103.0,1-911-983-6609
VOGEL,24958 tangle brush upper,Springfield,Perry,70.0,79906,U,MetLife,,F,746.0,0.0,TX,,VOG3756,5.0,United States of America,51163.0,3.0,U,2462374.0,1-315-698-6591
Christensen,8293 wayne crescent,Portland,anni,56.0,T5B 1J1,O,Nacco Industries,,,686.0,5.0,VA,,Chr3757,4.0,United States of America,56141.0,,M,3953300.0,1-985-068-2914
DESHARNAIS,10369 gemini way,Santa Clarita,marlo,70.0,V5c 1p2,O,Idearc,,,419.0,0.0,TX,,DES3758,3.0,United States of America,153340.0,2.0,M,1368050.0,1-871-682-2368
PEETERS,15013 harris road,Simi Valley,Tyne,41.0,T6A 1F8,U,CB Richard Ellis Group,,,,9.0,CT,,PEE3759,2.0,United States of America,4305.0,3.0,S,2028581.0,1-108-323-6445
Garcia-molina,7364 red willow south,Madison,Nashir,51.0,93699,U,Bio-Rad Laboratories,,B,303.0,7.0,HI,,Gar3760,2.0,United States of America,34830.0,5.0,D,2495743.0,1-985-643-6398
MARCEY,1540 crestmere north,Peoria,kwok,30.0,78781,O,Dentsply International,,,594.0,2.0,KY,M,MAR3761,2.0,United States of America,467618.0,4.0,M,2050419.0,1-173-622-2101
Clifton,2761 TRAFALGAR EAST,Las Vegas,Yong,1.0,06609,O,Ametek,,,473.0,9.0,KY,,Cli3762,4.0,United States of America,412102.0,1.0,U,501565.0,1-629-466-7660
SHNAY,18639 artesian boulevard,Dawson City,BEATRIZ,19.0,77140,O,CVS Caremark,,S,301.0,4.0,HI,,SHN3763,0.0,United States of America,86859.0,1.0,W,2187654.0,1-216-726-9008
Lesniak,7377 coventry east,Los Angeles,Ruthe,14.0,T5c 1o3,R,Coach,,,837.0,5.0,TN,,Les3764,3.0,United States of America,150572.0,5.0,M,108434.0,1-078-942-9885
Swinkels,13963 SPRING DRIVE,Augusta,Stesha,42.0,70836,O,Chesapeake Energy,,,400.0,,CO,f,Swi3765,0.0,United States of America,176910.0,5.0,U,844532.0,1-423-419-7104
SAMIEIAN,18688 BEATTY BOULEVARD,Tulsa,Suki,73.0,48501,R,Amgen,,J,391.0,4.0,MA,,SAM3766,5.0,United States of America,247036.0,0.0,M,1402583.0,1-482-212-7776
HOLLEY,5293 MCFARLIN CRESCENT,Erie,Gaby,82.0,79409,O,USG,,L,763.0,10.0,Prince Edward Island,m,HOL3767,2.0,United States of America,192998.0,0.0,D,955733.0,1-466-775-7792
HUSAREWYCH,24973 teal rue,Chicago,ROANNA,83.0,93674,R,Charming Shoppes,,,741.0,1.0,CA,,HUS3768,0.0,United States of America,73123.0,5.0,S,2175371.0,1-522-889-6155
Dallas,13276 westella upper,Fresno,Katharina,100.0,V6f 1u2,O,National Oilwell Varco,,,503.0,4.0,OR,,Dal3769,0.0,United States of America,32152.0,5.0,D,17438.0,1-141-481-0128
GASIKOWSKI,11141 waverly south,Scottsdale,erma,13.0,H2D 1W3,O,,,G,472.0,2.0,GA,,GAS3770,0.0,United States of America,139556.0,1.0,M,342579.0,1-956-581-6294
Jakola,10572 KIEL AVENUE,Little Rock,Carolyn,67.0,94505,R,Aetna,,P,694.0,1.0,UT,,Jak3771,1.0,United States of America,178341.0,3.0,M,598877.0,1-954-777-1829
Boeck,5263 wayne drive,Huntington,hooi-lee,73.0,94406,O,A. Schulman,APT. 3,F,717.0,,OK,,Boe3772,5.0,Canada,380963.0,4.0,M,3258701.0,1-691-018-0526
Jervis,22605 deerwood south,Savannah,Haste,21.0,94154,O,Dynegy,,,503.0,,IN,,Jer3773,0.0,United States of America,356863.0,4.0,M,2056890.0,1-504-157-1507
Hosier,3028 spring valley court,Mount Pearl,Mitchell,82.0,35253,O,American Axle & Manufacturing,,B,788.0,9.0,NM,,Hos3774,4.0,United States of America,274429.0,2.0,M,760673.0,1-060-425-4080
Longpre,22279 gramercy road,Charlotte,DAFFI,53.0,85267,U,AECOM Technology,Apt. 339,G,372.0,2.0,IN,,Lon3775,3.0,Canada,467606.0,4.0,S,697721.0,1-337-975-0653
Veyrat,440 south court,London,Anissa,61.0,V6w 1p2,O,Big Lots,,K,600.0,5.0,MO,m,Vey3776,0.0,United States of America,,0.0,W,1717055.0,1-622-077-2223
CALCOTE,14963 yaupon road,Hayward,Briny,8.0,44102,O,Steelcase,Suite 14,T,830.0,3.0,NV,,CAL3777,,United States of America,65060.0,1.0,W,274958.0,1-862-264-8097
Gahir,12729 GLEN IVY RUE,Livonia,march,52.0,79906,O,Source Interlink Cos.,,Q,381.0,,Quebec,,Gah3778,2.0,United States of America,106734.0,3.0,S,1292597.0,1-021-169-2188
donator,4209 wilshire way,Tulsa,Betty-anne,17.0,78740,O,Bed Bath & Beyond,,,838.0,5.0,MT,,don3779,5.0,United States of America,145837.0,5.0,U,252905.0,1-425-650-4970
MANGIONE,20871 DEWDROP STREET,Washington,isabeau,43.0,99662,R,Jack in the Box,,,825.0,9.0,SD,,MAN3780,4.0,United States of America,237751.0,2.0,W,871787.0,1-606-935-1492
ghatta,24130 sunscape crescent,Chicago,young-june,18.0,71114,O,Hewitt Associates,,P,400.0,5.0,Alberta,m,gha3781,4.0,United States of America,175599.0,4.0,U,2410475.0,1-390-043-1969
AMATO,3730 hutton lower,Huntington Beach,Mariejeanne,39.0,V6x 1v6,R,CC Media Holdings,,,816.0,1.0,GA,m,AMA3782,4.0,United States of America,111700.0,2.0,W,1351570.0,1-997-958-1583
marr,1363 HILLTOP PARK,Grand Rapids,Azhar,89.0,59105,O,CSX,,X,495.0,1.0,MO,M,mar3783,2.0,United States of America,231849.0,3.0,U,854699.0,1-403-564-4649
Bachner,1063 los altos north,San Diego,Devora,13.0,93865,R,Mylan,,C,702.0,5.0,Manitoba,,Bac3784,5.0,United States of America,87101.0,1.0,W,2889647.0,1-426-554-7733
FRANCE,12416 lenwood lane,Fort Lauderdale,Esmail,18.0,V6E 1R7,R,Terra Industries,,V,418.0,7.0,NJ,F,FRA3785,3.0,United States of America,141868.0,4.0,,2142015.0,1-737-487-9290
Leclair,3556 kerry avenue,Paterson,LEONIDA,82.0,59106,O,Alcoa,,A,653.0,,RI,,Lec3786,3.0,United States of America,156844.0,0.0,D,3704507.0,1-063-140-2176
Cosburn,16336 norwalk road,Oshawa,KAROLA,94.0,T5a 1t6,O,Public Storage,,,303.0,0.0,NJ,M,Cos3787,5.0,United States of America,61504.0,3.0,U,3179017.0,1-406-537-1369
dokuzoguz,22577 international crescent,Pittsburgh,ANDRE,64.0,91103,O,Hovnanian Enterprises,,,333.0,1.0,Alberta,f,dok3788,2.0,United States of America,60704.0,2.0,U,690194.0,1-205-827-7494
manwaring,295 pelan way,Columbia,Brit,57.0,77046,U,Pilgrim's Pride,,,487.0,2.0,UT,f,man3789,0.0,United States of America,287104.0,4.0,M,,1-265-596-9775
Starsdps,6488 applewood drive,Spokane,jud,79.0,t5d 1r1,O,Collective Brands,,,667.0,6.0,New Brunswick,,Sta3790,0.0,United States of America,43904.0,5.0,U,2574795.0,1-783-557-4963
wandscher,10792 trail lake road,Moreno Valley,Gaffney,46.0,M1g 1p3,R,Collective Brands,,,702.0,10.0,ME,F,wan3791,1.0,Canada,313876.0,5.0,M,3854258.0,1-003-662-1164
Gruszczynski,10513 BARBERRY NORTH,Memphis,Dorothy,,V6n 1t5,,CBS,,,787.0,4.0,FL,,Gru3792,1.0,Canada,354268.0,2.0,M,753518.0,1-967-731-3488
Manolios,12695 westmere crescent,Idaho Falls,cornelia,21.0,m5g 1z2,O,Moog,,,788.0,10.0,MS,,Man3793,3.0,United States of America,285937.0,2.0,M,1127820.0,1-993-871-2520
Battershill,13099 barberry west,Saskatoon,muni,,06702,U,CarMax,,,776.0,,IN,,Bat3794,5.0,United States of America,210429.0,0.0,W,93745.0,1-849-035-4699
LOCKARD,7879 park hill court,Hartford,Dollie,73.0,77008,O,Viacom,,,496.0,2.0,British Columbia,f,LOC3795,0.0,United States of America,190784.0,0.0,M,3402817.0,1-256-286-2227
SEIZ,4857 smith street,Tacoma,Zygmunt,38.0,91162,O,Amgen,,,690.0,10.0,UT,,SEI3796,2.0,Canada,107461.0,1.0,S,995982.0,1-293-592-5455
Hinds,8357 buckeye west,San Antonio,Drusy,86.0,77074,O,Valassis Communications,,,313.0,1.0,AK,M,Hin3797,4.0,United States of America,315923.0,5.0,U,409435.0,1-443-202-5437
Bezanson,295 pelan way,Greensboro,suria,34.0,72227,O,Aramark,,,350.0,3.0,Alberta,m,Bez3798,2.0,United States of America,410933.0,2.0,W,3860570.0,
Gedeon,12145 IRENE EAST,Hollywood,shailendra,63.0,02135,O,McGraw-Hill,,M,332.0,10.0,NH,f,Ged3799,5.0,United States of America,389785.0,0.0,S,2507247.0,1-445-775-7204
eaves,23669 JACK NORTH,Vallejo,Gerben,30.0,92551,O,Unified Grocers,,H,835.0,1.0,KS,,eav3800,0.0,United States of America,381701.0,5.0,M,1330805.0,1-596-576-5026
Korea,20706 DAWNVIEW LOWER,North Las Vegas,LENEE,77.0,94164,U,National Fuel Gas,,,836.0,10.0,IL,M,Kor3801,3.0,United States of America,413806.0,1.0,M,287050.0,1-652-207-5924
Godowsky,6832 ATLANTIC PARK,Pueblo,NANA,6.0,M5C 1V3,O,Pantry,,,674.0,0.0,SD,,God3802,4.0,United States of America,342498.0,0.0,,3643913.0,1-773-419-4762
Hicks,4040 lendon east,Santa Fe,Heike,21.0,V6m 1p4,R,Mercury General,,,833.0,6.0,OK,,Hic3803,4.0,United States of America,441144.0,4.0,S,1651840.0,1-726-431-9154
Murphy-king,1630 lamboll crescent,Albuquerque,Karlene,80.0,36121,R,Lincoln National,,O,821.0,3.0,WV,,Mur3804,2.0,Canada,449603.0,3.0,M,3708109.0,1-489-643-7074
Mckeone,20062 carter court,Norfolk,DAMARA,70.0,37926,O,Alpha Natural Resources,,G,332.0,4.0,Newfoundland,m,Mck3805,5.0,Canada,283507.0,5.0,S,2717434.0,1-219-649-0533
PAULETT,11358 elle lee street,Stamford,danella,83.0,85098,O,Del Monte Foods,,,509.0,4.0,TN,f,PAU3806,3.0,United States of America,294715.0,2.0,U,2426835.0,1-005-140-9650
velsher,14362 reilly boulevard,Henderson,arne,15.0,52401,O,Quanta Services,,M,758.0,10.0,TN,F,vel3807,1.0,United States of America,48014.0,2.0,M,1881660.0,1-134-172-0969
stewart-guthrie,18338 bailey park,Henderson,Marlee,80.0,10132,O,Interstate Bakeries,,,502.0,9.0,WA,,ste3808,,United States of America,453485.0,4.0,U,2358095.0,1-382-363-4410
Stuckey,3146 howser lane,Buffalo,Arjun,31.0,94137,O,Annaly Capital Management,,,693.0,10.0,NH,,Stu3809,2.0,United States of America,294846.0,2.0,W,2610144.0,1-814-078-9043
CORPENING,12718 spicebrush street,Costa Mesa,THERESINA,,44134,O,Flowers Foods,,,483.0,8.0,OR,F,COR3810,4.0,United States of America,125833.0,4.0,M,1062171.0,1-682-204-4111
Grimshaw,19151 gibbes south,Allentown,Tamarra,36.0,66119,O,Brown-Forman,,A,366.0,9.0,IL,F,Gri3811,0.0,United States of America,74420.0,0.0,M,351965.0,1-401-920-9898
TELKE,7168 SPECTRUM ROAD,Seattle,KIPPY,83.0,36191,U,Auto-Owners Insurance,,,480.0,7.0,HI,,TEL3812,0.0,Canada,288263.0,4.0,S,104690.0,1-187-173-1828
Veals,24555 REXFORD NORTH,San Francisco,Saswata,19.0,V6J 1R3,O,Bon-Ton Stores,apt. 619,,343.0,2.0,Saskatchewan,M,Vea3813,2.0,United States of America,101716.0,0.0,S,1536925.0,1-839-275-1850
Malta,4679 furr avenue,Aurora,Dagmar,5.0,v6p 1p8,,Electronic Arts,,,356.0,6.0,AK,,Mal3814,2.0,Canada,,,W,,1-206-940-8397
Sos,21811 silver north,Torrance,NANCY,69.0,h2b 1u9,O,CC Media Holdings,,,789.0,7.0,MT,M,Sos3815,5.0,United States of America,422851.0,0.0,M,,
Chen,14425 edgson drive,Stamford,solomon,31.0,10160,O,Chesapeake Energy,,Q,429.0,3.0,UT,m,Che3816,4.0,United States of America,36666.0,5.0,M,3221211.0,1-652-197-7391
Brindley,21545 elm rue,Winnipeg,Alfie,,79909,R,Cardinal Health,,,564.0,7.0,NM,m,Bri3817,3.0,United States of America,38979.0,1.0,M,2264660.0,1-386-893-0040
Umeeda,12028 pardee rue,Louisville,caty,93.0,94492,O,W.R. Berkley,,A,388.0,8.0,Ontario,,Ume3818,5.0,United States of America,325538.0,4.0,D,3212852.0,1-259-403-5478
PSUTKA,22943 lee drive,Rockford,ranga,12.0,71105,O,,,C,368.0,6.0,Prince Edward Island,m,PSU3819,4.0,United States of America,161311.0,1.0,M,1021685.0,1-712-194-8621
KORNACHUK,7474 washington park,New Haven,Felton,40.0,72912,O,J.C. Penney,Apt. 38,,712.0,10.0,Saskatchewan,,KOR3820,1.0,United States of America,208328.0,2.0,M,3791481.0,1-473-486-2536
Beine,21452 voss boulevard,Phoenix,Xylina,90.0,H7f 1s7,O,Rockwell Automation,,,623.0,1.0,TX,f,Bei3821,0.0,Canada,247584.0,1.0,M,3663795.0,1-433-742-1040
PIERSON,20839 hudson street,Lowell,alasdair,0.0,30317,O,CHS,,,846.0,,WV,f,PIE3822,2.0,United States of America,,1.0,S,491135.0,1-855-208-0745
DEDAS,1063 los altos north,Santa Fe,Woodline,8.0,E7O 1H7,O,Markel,APT. 192,H,841.0,5.0,DE,,DED3823,4.0,United States of America,449232.0,3.0,S,2220509.0,1-722-034-7472
PEART,22085 TRAVIS ROAD,West Covina,MERRILL,68.0,T5c 1s4,R,Celanese,,,308.0,0.0,Nova Scotia,M,PEA3824,5.0,United States of America,351472.0,4.0,M,3876023.0,1-648-730-5310
MAUNU,15099 harvard lane,Peoria,carilyn,82.0,70818,O,AutoNation,,,448.0,6.0,Ontario,,MAU3825,1.0,United States of America,20130.0,2.0,U,1912681.0,1-134-439-0217
ROWELL,17026 DURAND NORTH,Mesquite,SADRU,25.0,99513,O,GameStop,,F,426.0,9.0,TX,F,ROW3826,3.0,United States of America,49172.0,2.0,U,2805997.0,1-149-692-8404
Sellars,21181 2ND RUE,Pueblo,Franklyn,76.0,78206,O,Scholastic,,,603.0,2.0,MA,,Sel3827,5.0,Canada,465260.0,0.0,S,276419.0,1-183-610-8011
SIMEONE,9815 WITHERS LANE,Great Falls,Katey,32.0,V6T 1S6,O,,,B,850.0,9.0,SD,f,SIM3828,1.0,United States of America,205453.0,4.0,M,353027.0,1-981-808-4556
costadimas,11294 madison crescent,Hollywood,rosalie,37.0,64182,O,WABCO Holdings,,,488.0,5.0,WA,m,cos3829,3.0,United States of America,493655.0,3.0,S,3723662.0,1-230-318-0498
Corace,3683 JAY DRIVE,Plano,Radames,0.0,M1I 1R7,O,Hawaiian Electric Industries,Apt. 736,,446.0,5.0,MD,F,Cor3830,5.0,United States of America,40951.0,3.0,M,2847460.0,1-218-486-8629
Didio-duggan,3647 crumley boulevard,Miami,Emmie,21.0,H5J 1R3,O,New Jersey Resources,,,507.0,4.0,MN,f,Did3831,4.0,United States of America,98722.0,4.0,S,2859405.0,1-106-294-0164
Kechichian,23402 MILLER COURT,San Francisco,SALAIDH,4.0,H2F 1X5,O,YRC Worldwide,APT. 288,,566.0,9.0,KS,F,Kec3832,1.0,Canada,149780.0,0.0,M,74716.0,1-182-704-1353
Berteau,22823 burgoyne boulevard,San Jose,Alli,59.0,44121,R,Circuit City Stores,Apt. 324,,730.0,7.0,NM,,Ber3833,4.0,United States of America,279421.0,0.0,U,3493117.0,1-541-140-1377
dorn,13585 HILLTOP EAST,Jacksonville,Klazien,73.0,60785,O,Itron,,G,692.0,1.0,UT,,dor3834,3.0,United States of America,118936.0,0.0,U,2331899.0,1-412-352-2012
armstrong,14770 TARTAN UPPER,Hialeah,Hilliard,65.0,37406,O,Olin,,P,490.0,3.0,GA,,arm3835,4.0,United States of America,158726.0,5.0,M,3728042.0,1-478-054-7985
timmerman,3561 HILLTOP LOWER,Winnipeg,Katrina,20.0,60654,O,Newell Rubbermaid,,,434.0,5.0,CT,,tim3836,1.0,United States of America,416174.0,5.0,S,3637311.0,1-240-249-7550
