prospect_gncd,prospect_pstlcd,prospect_nmbrchldrn,prospect_ddrssln2,prospect_ddrssln1,prospect_gndr,prospect_nmbrcrdtcrds,prospect_ct,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_phn,prospect_lstnm,prospect_nmbrcrs,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_wnrrntflg
Msa9706,Jiqdwcgjv,0.0,Xuzbrhychyfwuoennlvanlwufdtnsvggenridshavlltbwqjcjqhpjptxfvvmervmldm,WOVTHDTXOVTXXFPNTCBPXRBGXHNRPPKQVDRASJTLIGYWAIWRTRCJPPWNIIKJCOQ,,,Toledo,,,Analog Devices,836.0,1-090-561-3869,Msajkghmrkvcbwfxohfpajourzd,0.0,103144.0,M,12.0,U
lkc9707,Rsfcyhddxk,3.0,EXMUFPZBYXKBXHSIHTZIRNMOMOUIIGHJMDWAFGMDAYGEYUY,Qozfxaewqbkkqd,M,5.0,Victoria,901782.0,,Cooper Tire & Rubber,521.0,1-038-513-8916,lkckqoraguvfnpsbftgmtpcwz,3.0,121611.0,U,48.0,R
Xbb9708,Mdvzjrznpde,3.0,glzvnekwfbpuxteagfqy,Urhnihufkcbvrrpfsvxzbfjordrtdfoijcqxhttsio,,10.0,Milwaukee,,f,Ryland Group,782.0,1-894-515-7591,Xbbceoijbyzqo,4.0,475893.0,W,61.0,O
Udb9709,aeeekyk,4.0,strncruqpabfjyazmikukagnxoumvkuiwxobojocdopdjlybtmpfjhbdozienziyeprifcrlgyxuailx,IIPUQLOQFRJK,,4.0,Montreal,2133261.0,z,Sprint Nextel,492.0,1-142-702-3953,Udbgg,1.0,464301.0,U,82.0,O
mmi9710,NGRKGELEVGF,0.0,ukbfqdnyrgnhjiuaqcmhwmmmklagv,Zxjgshkiclbokdsgmzxnpsivmznprrcvhnexvfirgydxzjonkqftgnvmknm,m,1.0,St. Louis,995044.0,S,Union Pacific,,1-668-043-1872,mmifwazwkzincrxcenfrqzutfqcpxn,0.0,314885.0,S,90.0,O
Ips9711,,1.0,iygiwmkivfstzhukydkdmekofelkflkdtaskjupovgxqriirnz,febxumwqdhjhuvodqosqsuyzmbmkwpzifmuzypltalpwlij,,2.0,Newark,2211836.0,x,Pilgrim's Pride,649.0,1-582-913-5759,Ipsidoaoraeelnnaccrqusnemj,5.0,499232.0,,18.0,O
hir9712,NTVXORR,2.0,MQUWEHCUDOLUPE,Ltctlurhbforfvngjnhugtiaihxxtynrjklfkt,m,5.0,New York,3913615.0,,Airgas,386.0,1-075-910-5493,hirczesymchtaiphkenkv,2.0,,S,47.0,O
pnx9713,,5.0,Ptnfhjtullssunzqabzdnepvzcgrdjymfwfhkxgovkqczxybnmrqhbspwrtaaqibat,Zsfqbeozlgwtsmaeocvgpfslyewrlcnnuskpffscxwp,,3.0,Irvine,501692.0,,Abbott Laboratories,664.0,1-444-526-8440,pnxcyquzvupmcjgdzewck,4.0,376966.0,D,70.0,O
Ocp9714,Sltkznivpuh,3.0,hdcowwzpfvymosawgifgbqaykpldlhqkhsfypwqjk,Htprpphhvfjugzfgpbdgjxmbq,m,5.0,Chandler,3318801.0,,,821.0,1-414-351-2921,Ocpdhecxhlvpzn,3.0,417819.0,W,21.0,O
Vce9715,giheh,5.0,Xeotwaffwbhftuncbpnsxpdgqijmvxvekclgewlnlmlpuhtkdsqpfswfxxabkezmoanxonogfhrs,Vmvawldllbcdlodvdoxznuxcuoffhohgcvipupoghywmywymttlz,f,10.0,Sacramento,3906230.0,,Micron Technology,683.0,1-601-041-7304,Vcemcpoedyobqdnlqrtmvv,5.0,181317.0,M,88.0,U
HBH9716,Mbnzlsyeys,0.0,Zpektevekclqvpfrqjjdknbz,Ndqwytvdosnl,F,3.0,Tucson,3078341.0,u,NCI Building Systems,560.0,1-011-770-3136,HBHEZKJOJJKHXNUJG,2.0,322935.0,S,5.0,O
Hse9717,YFFWBJ,0.0,Hbvgroxdisioyndbsddooklkeipzrvyihuyviqlgxrdufv,qpemzizsuwcjtcamwvdubmfmzakbwrsummjzcxpqvgqnkynbeecimcmlibhcffzsbyibknmw,,0.0,Windsor,2172994.0,,,790.0,1-134-713-5400,Hseygmegsclvvdijfdz,4.0,340623.0,S,82.0,O
VXX9718,,3.0,Kyliulfro,Thxtyzvwinxjyubofnhryojtnpjyyvmtqmgvywsfyoiirhb,m,2.0,San Diego,1090017.0,i,AutoZone,334.0,1-903-001-3397,VXXZXKNTWPXQXOFUFHBTQQI,4.0,76246.0,U,77.0,O
Vmf9719,Cczmaa,1.0,Ctupgzivswmzcdpsqwafcib,vsifemhnatfbmvwifmieeucfqlhjqaoyvmlioqwglzhdalj,m,1.0,Oshawa,31902.0,,Steelcase,807.0,1-497-787-0410,Vmfdkijchuwdqe,0.0,212640.0,W,80.0,O
evj9720,Enjmrggdsq,4.0,bkjjdbfpnswljsebtfistgfcifairmbuygnfym,Wpupzjehkxcmynqsekddkviszshgqpcwjpcogpabznamyivdhsgmhwdiwnkwkndiyzkxnz,m,10.0,Fresno,1842743.0,,Raytheon,372.0,1-306-765-7201,evjifcvwgdvlaru,4.0,27123.0,M,41.0,O
asd9721,DQUOY,2.0,LCMLRMJQFQEWOZIJDFBYFXEHJZKVQUMBOUBGKQRXOAOUCRZQPRNTHZNRUPFCWFLSSEHKUXFIVTGD,CNKHTHPTHLQGCJIRVRWVBSPXRLLELRMVSDBKNEXCFPNOCTWQSAZYNHJVXNZHTSZKKYYQSLMYOXRDUH,m,,Pueblo,1954597.0,,CH2M Hill,447.0,1-927-838-7243,asdhtcahouwldasvrrins,1.0,428212.0,U,78.0,O
Ieu9722,Efulnxsnk,5.0,mixrvdfamfpigqisncckmpwradlnhiquutwbx,Tgcxqherqidosnnfxmubhzgduhqkto,,6.0,Fullerton,3002681.0,F,Metals USA Holdings,588.0,1-437-699-8957,Ieukq,3.0,208135.0,S,68.0,O
kfi9723,Narulrixws,5.0,Rilcmmbggjqqr,Ytvajkiadowxdklppplpavpbfknrbotjecefkvdhnpuqybrkxqmaadrsetwisygreowbloscvutcwt,,3.0,Lansing,264407.0,p,Texas Instruments,400.0,1-218-324-5533,kfijbdbsounjdb,,,M,76.0,O
FJJ9724,LJIYILMAJL,1.0,Egbrmleujrmgruficakxeasndwgddlxlgkvaqjenzswwthjcyofcoussncflxxeugvdzmk,JXQHUWMYMIHOATAOMHSRCGWZRRQYGUPXIPSHXBNPXWEUPPPTJDHSPMKHRKGOHEOYW,,0.0,Evansville,1001820.0,,Leap Wireless International,432.0,1-715-615-5940,FJJVHDFNJLDVKVBLEQLNVKCOVLPXGZ,1.0,447022.0,M,12.0,O
VWN9725,Nlispiudmvt,4.0,LPUGQVYVVMDSN,Ufebhydwrkpsaflolngthahmamolvqqaohfwlfolhbahodvuuvcqiheeim,f,6.0,Mesa,2798572.0,a,Safeway,848.0,1-665-357-7789,VWNRUNAZHP,1.0,383912.0,D,5.0,R
Txo9726,Rssugc,4.0,Nkranawdfisjftmgqzjkprxclsvdxpngugzcvgzqemcmezoaqomtlqksxkowfx,,,3.0,Milwaukee,1918410.0,A,Guess,728.0,1-329-612-7351,Txoydinbhxmcnlucs,1.0,196459.0,S,27.0,O
Vkb9727,Aooexlbpfsi,0.0,Yqaygdemadhtqbledyesoqapaoptxsbfblrkbvobknyliz,Vwsjdftdihutxflugoz,,3.0,Plano,1158545.0,y,Eli Lilly,725.0,1-729-753-6101,Vkbvhryzarlwlbejojjwltpwvcwvp,3.0,469095.0,U,91.0,O
Yph9728,mogzyazzbe,2.0,IUZZAGUXADADCQKKFNQEIDIKZUPCMMOOMERGHZDBERGUOTSMHXPVN,Dcusbqetghigsrhrpmdluniuzuahpox,M,8.0,Scottsdale,,,Cisco Systems,743.0,1-634-922-5897,Yphfgbhdhjtynstyqolf,2.0,257503.0,M,94.0,O
dop9729,Ecggpkb,4.0,MUPCAXFPHTIIUHLZLMJELNPQPHVUVUCLOVT,Wjwmrzuotwrcbmenlaxmgessevhyuz,,8.0,Philadelphia,2009083.0,F,Snap-On,756.0,1-339-811-1218,dopqcmfvklpnsvlmcjprqubom,4.0,394763.0,W,18.0,O
hqy9730,,1.0,sppqrmrgbpwcxeggocfapjnblexmchibhidqmaotxphztdbusdkxnvgmrmasbfsjivrdnhkbxqbx,Ldeatyzcdbwnigrxazn,F,4.0,Saint John,1615971.0,,KBR,668.0,1-640-831-4740,hqyvnzolocapy,5.0,322195.0,U,63.0,
Qcf9731,Owxcpx,1.0,VWQBZGZLGVQOYQXQJOG,UIMAPJAUWHCTMXZWVLBQLLIYOSJXCRAJSEBWTTDVUEZTTCSNTKRSPMAUNRNJEZZJWLTMMKHUU,,4.0,Lansing,256039.0,,Entergy,810.0,1-265-245-5768,Qcfkai,0.0,410099.0,,38.0,R
GDA9732,euntgoolsea,5.0,uerytmwyhdlcjoa,Xufeuuepzgrsfapokgpjjriekiohmhxoemicmjl,m,0.0,Greensboro,3250398.0,,Oceaneering International,581.0,1-913-446-2689,GDAISSTXEQF,0.0,66652.0,W,3.0,O
DKK9733,hidzwufhjtc,1.0,,qzclwaxdmrmzdoqmzadogolsglybzxisoj,,0.0,New York,3280363.0,w,Del Monte Foods,693.0,1-551-223-2543,DKKKWANEMVWSVBAITKQTCZL,5.0,440258.0,D,41.0,O
KHE9734,BOFOY,5.0,CSRJHTXEQWXAQABIPMOMROATAOBMQYLYTNJBTKIFGOEYNKS,SLLXKGRDFJCTZFVQVTLESKXTYZ,,7.0,Grand Rapids,2841008.0,g,Western Digital,531.0,1-894-465-5565,KHEIMLPNQJX,2.0,167562.0,M,73.0,O
Zbn9735,msubwo,1.0,Ckghskfopulpcrfqofrksdnhlrpjnggbousbrschfjxmhhepmqvdaxzpkhedyootgpedeiiy,KQENNFVBCJKAUNTAFOTGFSIRGVXATBTRYLINOVJJLAYTQXKXAPUIYAHJSZVEZTKRMWRGXGHJZYDSN,F,6.0,St. Louis,3582446.0,q,Icahn Enterprises,611.0,1-117-340-4152,Zbnhetaqlijoufidbswf,5.0,498721.0,S,48.0,R
Loq9736,CESMAGJGDNN,5.0,AFMZUQDZJJTOXVTDWGFPLKCZH,itbogpscqbnleshjucuelcapdvhyzvwhwkebdjgqrqhzuvcpmaangjoszlfmrurclxxdzf,,,Buffalo,1390504.0,b,Casey's General Stores,827.0,1-713-198-0317,Loquxknlkxsfbbzpdqxwyrx,5.0,437438.0,W,91.0,
Jls9737,HKFBKYYYJF,4.0,syxgeuuawx,Lmielnb,,3.0,Scottsdale,3629595.0,q,Owens & Minor,740.0,1-324-690-0496,Jlspsqffr,0.0,,M,,O
wtg9738,,4.0,PBKDTAWIONIRXVBLVQXLBQCNJXTCDUFCXVQNZSYQU,JFBZXTQGUONQFDMVPUYBLFCBHKO,F,8.0,Chandler,227315.0,p,Amgen,614.0,1-019-035-8513,wtgyt,5.0,271547.0,W,98.0,R
xfn9739,Tuyvbikyv,4.0,VVOCFBBNGUDYYGFHCNJQFRUAGCCDPFWLVSSQZPAIWLGW,Xmaxcuegaeeelvdjsxpewixbxz,,4.0,Newark,3498913.0,q,MSC Industrial Direct,526.0,1-159-720-7051,xfnzghrhijzy,4.0,122003.0,W,53.0,O
Yho9740,Xtkeyycouu,,Apoxiqtzyyqyxsychhjgpmtdnvvigfhoctdsheojiuguxlmmsckvqyhhrigegohsxnievxi,IJDYWPAVPOEFAQCBVPJHIZQVLBFTNOKNYW,,2.0,Coral Springs,2723921.0,,Werner Enterprises,840.0,1-376-345-5653,Yhokylsvtxutiwajawosacvefpz,2.0,394116.0,M,90.0,U
ioc9741,VELBKG,4.0,Jnklwwvogdyrkmljjvpxylemomtmgsshxorixeo,Ufiicgtrigaqvmwsfrhzmfqpmkbymj,,4.0,Boston,1439744.0,p,Waste Management,,1-195-028-2007,iocpxtlhfnltakt,3.0,143799.0,M,9.0,
Vux9742,ZFTDLLZK,0.0,Sfiqjzcuncwiwz,Nkiowaeusu,,9.0,Palmdale,2721559.0,,Air Products & Chemicals,361.0,1-308-365-4420,Vuxabvqvcdruyjwrwhzqzomxtrtbh,3.0,312994.0,S,37.0,O
LGH9743,amvqixmmqcbe,1.0,Bcujvfbfhgxuoaqocdqumhjgnhbutqebczjtprsbbfovhurwe,XZGRSBUYRCRRYUOIPWQNICYKINPLK,M,1.0,Yonkers,3509245.0,,Constellation Brands,580.0,,LGHBPNNMKYZWWFPRHXAFKDFIZQJGM,5.0,354207.0,M,42.0,O
grs9744,HPHFKGMTIRLJ,2.0,lxcttwtjccklpbatglkhoqfnbbzfdyrnwkzizqbyrjlpvpxscaxvcfunbiga,FLDOYMLKRRRYMTJZPGBHQZBXESSRVGSSF,,0.0,Allentown,2852522.0,,O'Reilly Automotive,547.0,1-795-145-9991,grsqcztsfp,0.0,243914.0,M,99.0,
MBL9745,Zqddnejz,5.0,VCWUEPMXM,MWHQKCMZKJEEGRODBNWAAENVTLKXELJPUJYOVFZQXNAD,M,1.0,Richmond,2391361.0,f,SunTrust Banks,523.0,,MBLKETVGULOVSQHKVNWDRM,5.0,187633.0,,48.0,U
IFB9746,Fhcceiam,3.0,UYUMAXMJFQJWJRHFFXAMXYIEWTLSNWRSDOEJWGPCFVAREJFBZIQWGUYQWOOPBQMNHEUMZNQU,KCVOJYWMMLIXNJWYWADJVPLDVQD,f,2.0,Waterbury,3806448.0,O,Motorola,570.0,1-499-752-2335,IFBJSNFQJHOCZ,1.0,457959.0,D,36.0,R
Sru9747,hllhvyxxqs,2.0,vwqewconorbilvfxcxgyzogqpgobswallxgadijajtfvtrswaplhcnkcmedabisgjfhuqaajg,Vbkxfjjqcqvgncfngarntiurvdbmktgmmcn,f,10.0,Santa Clara,2348293.0,S,Cigna,729.0,1-971-778-0152,Sruqfw,5.0,279576.0,U,,O
Esq9748,mejao,5.0,fbfbjafdqopuhcemhpuieauuymilqbcnivdqthobubgaxacuuynuplevhfsublquwgstagl,Sdrjwsaptcszruufsdccnylxdghedyevypbffvmbdcabvculchhujaprddwiilmfarqrajdovquiio,,6.0,Newark,2794519.0,h,BorgWarner,453.0,1-327-221-7261,Esqhltcubozghjutf,1.0,76307.0,U,8.0,O
Jbk9749,Hxmxijoio,0.0,Yalsboqntimqpf,Hvphoca,,10.0,Costa Mesa,3981941.0,h,Pep Boys,501.0,1-266-735-1050,Jbkwofyyk,3.0,150356.0,M,69.0,O
dri9750,mhorjsbu,5.0,RUADEMNXRPFIDUXCGGFKXIOQNUNOCYUHLZI,pwuodgaxedouvomssqqljtsowqcyqsxvnpwwbahveoxzkljnw,m,2.0,Hampton,2484656.0,X,Duane Reade Holdings,737.0,1-235-910-5247,driovrqyknts,5.0,281781.0,U,7.0,R
CLQ9751,hlhnweechud,2.0,Ptsievhrqbvsafhifexxngjeykmfkeeffwrbjsojdm,PMZKRNELCQTMEKRASKPDYIORYKJKETUXVHJDCGZUOPKK,f,7.0,Fairbanks,829464.0,V,Metals USA Holdings,663.0,1-222-954-3222,CLQYZOP,4.0,480928.0,U,22.0,U
Wde9752,Uqpduix,0.0,LIBVPSLNYU,Vmlanumikunrntcwrthzoraimoodvyidnhvkvqohw,m,5.0,Miami,2766748.0,,Avon Products,455.0,1-367-453-5459,Wdeawqamvqwqwxfifiqffjp,0.0,47477.0,M,57.0,
Fus9753,NUARREEWKAWE,4.0,Hpgxazmluaedxglpozjwxbbwhfuscnbp,mireswmbvwq,F,8.0,Victoria,3851436.0,V,Markel,716.0,1-440-119-4367,Fusjewkguotgdhgvig,1.0,,U,96.0,O
AWZ9754,jdsmdchabpp,5.0,wdfetrsarawqcpvhkuiufudzbrkpyrjzoezhahfatblyoasnwvry,feawwriypqivvzvjmauhekiquhbzryrwzwhivsxjeepbutqswwitgxvtfbtzvad,,9.0,Charleston,,,BE Aerospace,394.0,1-017-402-7313,AWZMVKKVLKHVIWSWEBL,,202337.0,M,5.0,O
EIW9755,Zlfcmcxx,3.0,Wizdlrzgeioftkybeqiitnpeuxvcqpjtjlsztjciowwenrkrweizer,Qlgeewyjfiynrgzqgfniakbwdolkpvrbutudqcgavmzqyh,F,7.0,Tampa,3438394.0,,Burlington Northern Santa Fe,624.0,1-634-288-6589,EIWUWLIC,4.0,259743.0,S,10.0,O
bom9756,Yxagydaxtzqc,2.0,NAMUIQGTTCVAAFPKHYPMGGM,Jsdmzvimmsflmqjpgletxgixlfurgsrptljflonjgfdeqhmslpaghiquyukguieonodkeujwvrf,m,4.0,Lexington,1952019.0,W,Sauer-Danfoss,822.0,1-815-478-3247,bomasfnkusfkxbffsxqz,5.0,473020.0,S,19.0,R
WPO9757,rxzlmus,0.0,Xbmgxfpgyoafgsyskvtmriseivpcyrfvxbzxliftjxqqzcmdsgynugbrlvpogxauywh,TFCORORJWITRNNBJSKQHSCSZCSPFBCRCFW,,,Sherbrooke,1002370.0,,BorgWarner,742.0,1-430-006-1717,WPODTYIVVBXSTTBBMS,2.0,350535.0,S,95.0,R
Ewe9758,Gfrwjymrkxwk,0.0,ATQKGWURYGUBRMSJRBEIXWXE,BSMKPO,,7.0,San Bernardino,401126.0,Y,,744.0,1-408-553-9606,Eweqpakklabbogjnsbmpgccd,1.0,495731.0,M,95.0,O
Gdp9759,,5.0,GXQDLJHRHTWGAGHWRCPINCGBUAMOAROVDGCMAHDOZT,TELKSJLXIATKOEQLHQUWDRAIEOFFHUJAE,m,0.0,St. Paul,738712.0,,CarMax,804.0,1-512-806-6987,Gdpnurtsq,3.0,266068.0,U,17.0,O
pkg9760,wvnqecos,1.0,STCNUZOYJ,MWRUEFFWEERWRDVLHIDDDNBEKDVKSVMTJRHOMXANORMAAGCUTBRUGAOBAMVNSZFTDOOVVPBXIPNKLD,,3.0,Laredo,368588.0,,Realogy,740.0,1-127-705-4220,pkggeqplcssuhuqkreggmsqn,5.0,13742.0,D,2.0,O
Ppp9761,Eruugkuho,4.0,ylxxwyvligvpspcnnlmprmsp,rngmtjwbwrzfxfajctsvjdqzykblrxmudkufqkbb,f,5.0,Montpelier,2868652.0,T,Domtar,643.0,1-597-278-9123,Pppsggcqgatwfb,0.0,158464.0,U,50.0,O
HTN9762,Nwizaccf,5.0,udsnealvnngrfqnfgtyxoygglfmeywibke,Oljgbjqntydnpx,,1.0,Warren,3706122.0,,Expeditors International,537.0,1-310-889-2244,HTNOPYSDEQFVIKG,5.0,217501.0,S,3.0,O
Jmb9763,Bnhdflxl,5.0,kkwelvlvfuihlimdpmacmpxshgygvisfgiquauiebjedxefhkmlnfea,Thjwtusfbqsvrpuciwvahwdhlkunjssdglraxehjrtdecxpfyvebrslfw,M,6.0,Columbia,,V,Reliance Steel & Aluminum,838.0,1-176-469-4736,Jmbqiifstykosxfu,3.0,360528.0,M,35.0,O
BYA9764,FFDURDBPD,0.0,Rrtewwnduecmflxdjtqasxmrmhsjaqq,tchchmwdxcaogigxlwbwoudqikrokwbiiselnnuxhszrislptmtykae,m,0.0,Plano,126280.0,,Archer Daniels Midland,673.0,1-126-977-4741,BYAJHUXGYMTFVIMETPYMZBTGXODFU,3.0,249634.0,M,29.0,O
Lfg9765,Bokapztwaos,4.0,Ijjpvqrgaewdvtmkhrbtmjeptkxvtbwymlk,,M,9.0,Erie,3391430.0,J,Snap-On,673.0,1-640-749-7987,Lfghn,3.0,19012.0,U,70.0,O
aui9766,Nmgooht,0.0,Qhuophszcwamtfuxbpwvnqnyfixrnanjofagizrwzsbizdzzbttfonadledsyofluqacgrww,Qyrgvxgwvcsffvsncljmhvooctrpsgskzrroqgnmtaolgtxslc,F,3.0,Eugene,3857035.0,,Rowan Cos.,690.0,1-128-600-4335,auidnolwwibkuqmnvmtzixuveltp,1.0,260411.0,S,10.0,O
Tse9767,,0.0,Pgsocilotmypftqdis,yuglprxvxiozxefdhazbscxegutmbqesfuxucwpmqdtmomuqnkwiqpoqlfkocxa,,6.0,Yonkers,998642.0,,Jones Lang LaSalle,313.0,1-391-125-3176,Tseiuqyxevfredxlqkyhbtxodf,0.0,428633.0,S,,O
Qqj9768,Chlxbkxdljbd,0.0,Nwdfaclbgqdshcqbbnkvavzsuywhweqjjwxckacvsmpomilnw,Pdcxlwbpaxnmkkxctgxotbnsorhqijulljjdehwppcmpevdgnxdfojcvosprbdkcqqhdhcnc,,0.0,Provo,356647.0,w,Valassis Communications,561.0,1-489-334-9152,Qqjmzuytjpnake,1.0,485730.0,M,63.0,O
pwv9769,Avsxqx,1.0,Tsulnmvkayf,Fdntqquolg,F,6.0,Dallas,,v,Superior Energy Services,678.0,1-527-060-6688,pwvdhumjdrapvwcypzeemrcd,3.0,376278.0,M,80.0,O
Rvb9770,,0.0,,Ptalsqkabslroiszsddyqijqusgvfhphvkuwsdembbtfqqnzfqdrpipsqqmoaujuaud,m,1.0,St. Petersburg,1736087.0,,Bank of America Corp.,391.0,1-842-863-3693,Rvbomlocexofznsbxiedukcovlcash,5.0,483333.0,S,,
WIC9771,WKEHUBS,0.0,oouyaaqjrtfhrefirlthtwlvyxlfakhiitn,XYTNPKYBCZWISTEVTGQDRYEWOFUEOCELPQMVUOMEI,,8.0,Madison,2551540.0,D,Penske Automotive Group,556.0,1-631-365-2065,WICRRWABLIDDPNT,2.0,240007.0,M,68.0,R
Zje9772,CUVUBMBYQ,4.0,joqiawipoyerydkdnhvvqkslogxvyi,Evtzfybzzzhirauewbwauynjzriiyfjvag,m,1.0,Grand Rapids,861964.0,u,Colgate-Palmolive,730.0,1-783-817-4776,Zjewxdw,2.0,334773.0,D,69.0,R
Jba9773,ymblxrjie,0.0,Xoxyjjbjh,qzomiq,,2.0,Jackson,,Q,Stryker,718.0,1-775-482-3616,Jbaukn,5.0,270739.0,M,98.0,U
Dsg9774,ivbiiosl,1.0,vcouhbpwcauqcutgehempojtehnbnaxedcjorufbqxktvbdwh,RBXDIEFFGNGGKAEKRTEQLNMCWEEAJDWHZWSQOPAAUJOCRHAVTBDGDQWHCIOGALHUTCCCLD,F,5.0,West Valley,2891160.0,,Service Corp. International,575.0,1-188-214-9956,Dsgwlletrzvr,5.0,415362.0,U,36.0,R
VCH9775,Ctxmyswo,0.0,edkgxsdekwsdeameqfedsynmoadwrz,Eosdhkptggmjn,,5.0,Philadelphia,520676.0,,Service Corp. International,720.0,1-689-730-8281,VCHIHGOPFG,1.0,440482.0,U,82.0,R
udj9776,Csqpoi,5.0,Lgqsmpohsymcctuncvdoekdjsfsjsionpiijnjftzxuyyannddfcoqvxmdu,geytpqgpmnnnerimzpeioedmczddgtswkhpvadxsiomztlsptiyrxifxglmpp,,5.0,Omaha,910547.0,d,Occidental Petroleum,320.0,1-185-666-4477,udjcyuh,3.0,414410.0,M,92.0,O
lhr9777,Lwdxyahnou,4.0,rzdpywzqvsaipyguybafvhkmoandovki,Rectcvxesckqcylohqovcpqzrvzcybkjmmxybuoq,,0.0,Columbus,178958.0,o,Belden,403.0,1-400-323-3151,lhrcvldxceekt,5.0,493647.0,,27.0,U
Eed9778,Gtdqmrvrodr,4.0,GDPQEJCXPOBBRLEADQPIYUGWIQTIQCVTSYVUCAHGRUESUDWXTDCRMHBMHTFLJKSKKUNMTCWHMH,Hhnsoxeosdepsiccxhugdsyhvdvetfkyryoedrpzuthfpzjjjpljutqhhwmkavbndmzc,,0.0,Elizabeth,179723.0,C,Cisco Systems,,1-527-194-1440,Eedzplwkszvaglolkqqdjbxmxu,4.0,339925.0,W,43.0,O
Rjy9779,tuynu,3.0,Srfiofinkomfjuokrbufnzrsfzbbvkw,Rtegnlwpcquztuldq,,7.0,Amarillo,560038.0,F,Regions Financial,521.0,1-592-334-0332,Rjynzgeosfrfmjcmimc,2.0,435223.0,M,31.0,O
Otz9780,NJJQDTIWHH,,Qavomoxdprzsbodhohxcwofcrioohzivqmvpmekokmojjlsxevzkdvpy,sxbdyvmvvrknbkqkaqownpfjhzlrkcnhmbiicbzszlfgzzadhkkbfwmxahcjxsudctqbmgmdeidhd,,10.0,Waco,48989.0,V,Seaboard,493.0,1-192-355-9148,Otzotclmdhwa,0.0,35941.0,S,84.0,O
xnq9781,OIQMRFAOB,5.0,Waqacknjvbcwcynhzewbntttvq,bjdccsqrgtbi,,9.0,Atlanta,3631565.0,z,Sovereign Bancorp,650.0,1-424-574-5497,xnqpxrkbqibq,0.0,435372.0,M,78.0,U
efd9782,YZTZMEZTX,0.0,INKKDFCJXPICWPXHIYNMZ,vczyozownhexb,,6.0,Orlando,20964.0,g,Staples,601.0,,efdcdsbcbpaq,3.0,38603.0,U,98.0,R
KFQ9783,anicaidxqhl,3.0,Romcwtnhobcly,uvoyqgllnejajchbewilqdvdrdiuixnnufjuincnychwmmfvhsvpnijdiuqdygcuohhbykcvkct,F,0.0,Edmonton,3152680.0,,Sigma-Aldrich,466.0,1-847-549-4326,KFQHLTQFCIKMWYHBTAOM,1.0,367985.0,S,0.0,O
BTV9784,nijgnbgdt,1.0,Kjraggvvhttkqghslryvpqhciodupxmusfiriaxnfmyabhadsowvxzimhamumyn,BVTHYNHMGPNEKPZCIDPSCFWOXOUEG,,0.0,Escondido,3058045.0,K,Xcel Energy,619.0,1-116-368-3368,BTVQHLMSTBUWJNTBNUPCBUZQVAHUR,5.0,294515.0,M,23.0,U
Tae9785,dkceajmashi,3.0,TGUDDZIXRB,,,,Washington,3995842.0,,Int. Business Machines,326.0,1-697-596-2552,Taejoeotsacihmwigcqrqodwkvtta,5.0,,D,35.0,U
Gci9786,acmacflq,5.0,WTYTRKMFBVPLFQ,Tlekperrebuqaszkktjm,M,6.0,Ontario,1814013.0,,Metals USA Holdings,380.0,1-303-723-5831,Gcild,,407401.0,D,23.0,O
Xcd9787,wefnezad,3.0,Brxddsclfttmtsmpzszdsdsblfmhvonconsvarbweggcytwvky,AHWHDY,,8.0,Santa Clarita,2746916.0,N,ProLogis,699.0,1-807-845-1621,Xcdxa,,136863.0,M,50.0,O
Wrb9788,,5.0,EZPQFPMAKDFHRWZ,WZJNSROBXORIOXGWMEQZJJZGEQD,f,8.0,Shreveport,3673503.0,,Insight Enterprises,300.0,1-532-915-4568,Wrbovqz,5.0,140613.0,,56.0,U
dqt9789,Dpfnty,2.0,xkcbrlambeehrgkfuoxfutnmuaxdxupnfrvwpmmkwkbkvcduzvb,Mzvnktohtumyeagtxnszsulvafkstqgzumhbjevexpnlnrdgzbmqwyoiemkghyvrr,,9.0,Hialeah,2439162.0,l,Henry Schein,705.0,1-840-477-1190,dqtvvpzdipaenrpiycd,3.0,101326.0,S,71.0,O
Lkf9790,zywpjmcqdtte,0.0,Aatumismfvuennuuaqvbmzpwhfkjumeebwkpuafdvhvhmh,Jzkvdfrvgwyrthkpqhtmbtudaykzfwegwusulkscueqqtw,,5.0,Hollywood,2739411.0,,Wynn Resorts,602.0,1-876-538-1436,Lkfijnjquhpvjctkal,4.0,205725.0,U,48.0,O
Jca9791,Nanqg,5.0,EGHDHVIQRARNTLOSMCKXMADPNUEUKNDUWQUITFE,ZSBKLSQCOCKBAXQRHGNZMLSZMDKJFBRFTHOUZKLCSCTSAGMUMNNGHHOCKYIPBBCKBORTOGWMSPGG,m,7.0,Warren,1610254.0,l,Western Refining,542.0,1-434-897-1689,Jcatjndjkdcz,5.0,308540.0,W,63.0,R
Cyo9792,,,VDXUMKCOIQOGCMBUUATJJXUVJFQANHIGKXNBDGBYKUBJ,drbvtim,,7.0,Austin,,,,608.0,1-229-228-4105,Cyohtezkfyrmtwp,1.0,321517.0,,55.0,O
Fbo9793,Uspump,,RDSRYEKCWP,,,6.0,Ontario,3521205.0,,Synnex,,1-712-455-7425,Fboaytxlbchnwudfrvdoykio,0.0,,S,99.0,O
