Age,Country,AgencyID,NetWorth,Income,FirstName,NumberChildren,LastName,AddressLine1,NumberCars,OwnOrRentFlag,City,Gender,MiddleInitial,CreditRating,AddressLine2,State,Employer,MaritalStatus,Phone,NumberCreditCards,PostalCode
78.0,United States of America,pha2577,1920413.0,234104.0,Quynh,2.0,phagan,24740 kingsbridge south,0.0,,Victoria,,,766.0,,OR,Regions Financial,M,1-180-532-4222,4.0,47738
39.0,Canada,Fit2578,3378585.0,176880.0,Hilde,,Fitzgerald,17481 spectrum avenue,4.0,R,Modesto,,Z,436.0,,DC,Nalco Holding,W,1-429-827-9186,6.0,10203
35.0,United States of America,PRA2579,699399.0,429694.0,chlo,0.0,PRANG,9552 roosevelt court,1.0,U,Baltimore,F,F,491.0,,Ontario,Ryder System,M,1-444-410-6897,9.0,h2e 1y4
16.0,United States of America,JAM2580,211289.0,,ALIKEE,5.0,JAMNEJAD,20623 hickory street,2.0,O,Huntsville,f,B,604.0,,MS,Cabela's,U,1-341-640-2742,0.0,90876
57.0,Canada,cel2581,1572695.0,293547.0,SHEILA,5.0,cellucci,6802 ames street,2.0,U,Chandler,m,G,,,MN,American National Insurance,M,1-834-082-5868,5.0,T6b 1e2
13.0,United States of America,STE2582,1840869.0,8477.0,VMCHANGE,5.0,STEPP,2088 red willow way,1.0,O,Chattanooga,,,,,WY,Oceaneering International,S,1-706-688-6304,,94278
94.0,United States of America,Ott2583,3500574.0,407643.0,Carrissa,2.0,Ottowa,15898 APPLEWOOD ROAD,1.0,O,Missoula,,J,816.0,,WA,Textron,M,1-050-251-6261,,H2f 1x3
61.0,United States of America,HOW2584,964379.0,,Emmalynn,2.0,HOWSE,14563 KINLAND CRESCENT,0.0,O,Nashville,,,393.0,,OH,Con-way,M,1-967-723-9887,1.0,93363
4.0,United States of America,Bro2585,1302029.0,274472.0,cassey,4.0,Brodfuehrer,6456 ashford hollow south,1.0,O,San Francisco,,,728.0,,NM,Google,S,1-750-008-4383,1.0,60795
10.0,United States of America,Bur2586,,457884.0,Dynah,4.0,Burleigh,20441 PINTO PARK,5.0,O,Montgomery,,,561.0,,NH,Complete Production Services,U,1-646-984-0077,0.0,V6N 1R5
26.0,Canada,Tha2587,866510.0,453721.0,RONICA,5.0,Thacker,19443 payne boulevard,3.0,O,Pembroke Pines,,P,560.0,,AZ,Dole Food,U,1-357-835-2616,7.0,H7g 1t3
57.0,United States of America,MCC2588,1215692.0,275778.0,Charlotte,4.0,MCCLENDON,17962 COLUMBUS EAST,1.0,R,Savannah,,,499.0,apt. 979,HI,Capital One Financial,M,1-343-475-7067,0.0,V6y 1w5
74.0,United States of America,dan2589,113766.0,448783.0,Alisha,1.0,daneshzadeh,19492 LYONS COURT,5.0,O,Missoula,,,785.0,,TX,NuStar Energy,U,,0.0,75052
84.0,Canada,Mat2590,2177765.0,491940.0,KAIA,4.0,Mathieu,19282 holly upper,5.0,R,Anaheim,m,O,402.0,,LA,Robert Half International,,1-449-462-3346,1.0,23513
48.0,United States of America,Gay2591,1561349.0,264847.0,Vimi,2.0,Gayman,4156 broadway west,1.0,,Winnipeg,,,662.0,,AL,Southwestern Energy,W,1-922-562-8572,2.0,22227
0.0,United States of America,Kog2592,658644.0,,Corri,5.0,Kogan,10789 winifred lane,1.0,O,Santa Fe,f,B,637.0,,New Brunswick,Molson Coors Brewing,,1-872-327-1232,3.0,73151
92.0,United States of America,Dys2593,2612131.0,75114.0,TAMRA,4.0,Dysart,8752 forest park east,0.0,U,Erie,m,,617.0,APT. 537,WV,Patterson,U,1-390-177-7171,4.0,80526
77.0,Canada,Ben2594,3349586.0,65833.0,HELENKA,5.0,Bennison,6490 MARCHMONT SOUTH,0.0,O,Grand Rapids,M,Y,675.0,,GA,,S,1-508-720-2153,8.0,V5c 1o9
75.0,United States of America,bye2595,1217563.0,91262.0,lexy,,byer,10381 voss rue,4.0,O,Chula Vista,m,M,784.0,,New Brunswick,Vornado Realty Trust,U,1-133-362-7748,0.0,70503
58.0,Canada,BAR2596,883061.0,117473.0,diana,3.0,BARRACLOUGH,4522 BROWN AVENUE,0.0,O,Warren,,T,349.0,,NC,Belk,S,1-937-863-8627,4.0,72213
5.0,United States of America,SAL2597,850602.0,304577.0,ALBRECHT,2.0,SALLADAY,2378 gaines court,4.0,O,Stamford,M,,603.0,,AL,U.S. Bancorp,M,1-351-861-9368,,90033
97.0,Canada,Bas2598,3911245.0,495603.0,abbi,4.0,Bassignana,18907 wagner street,0.0,,Bridgeport,,A,402.0,,NJ,Starbucks,D,1-706-105-9893,0.0,94589
60.0,United States of America,STO2599,244871.0,376767.0,butch,1.0,STONER,20060 FLORENCE DRIVE,1.0,U,Cincinnati,f,M,506.0,,MS,Rockwood Holdings,M,1-660-348-6671,7.0,M3W 1J7
56.0,Canada,Sal2600,,466649.0,Gerrie,0.0,Salada,7828 cartwright park,1.0,R,Madison,M,,328.0,,WA,,U,1-872-505-3248,6.0,85093
74.0,United States of America,Kla2601,380616.0,200175.0,fausto,5.0,Klasky,22506 shelter drive,4.0,U,San Diego,,Z,749.0,,NH,Costco Wholesale,M,1-009-253-9398,6.0,48253
6.0,United States of America,san2602,2217225.0,137606.0,dacie,4.0,santos,575 lander court,3.0,U,Costa Mesa,,,658.0,,IA,Kansas City Southern,S,1-791-917-0763,1.0,33325
99.0,United States of America,enc2603,1549157.0,454506.0,Nissy,3.0,encomenderos,21119 vickery west,2.0,U,Gary,,,623.0,Apt. 689,DE,WABCO Holdings,M,1-939-943-5107,2.0,40220
25.0,United States of America,bro2604,2632065.0,81291.0,Eadith,,brosselard,10232 oak hill west,3.0,O,Tempe,m,U,708.0,,DC,Portland General Electric,M,1-163-411-1142,9.0,44322
55.0,Canada,NET2605,2092276.0,438189.0,GERT,,NETDEV,10905 apollo west,4.0,R,Irving,,I,360.0,,Quebec,Shaw Group,M,1-174-492-7776,0.0,M5C 1Z2
47.0,United States of America,BRI2606,3483635.0,497456.0,sanae,2.0,BRINKMAN,19478 KINLAND LANE,,O,Hollywood,,D,736.0,,OH,Rite Aid,M,,10.0,13211
88.0,United States of America,hag2607,193836.0,106953.0,Svenn-erik,4.0,hager,18570 woodtimber way,0.0,O,Buffalo,,K,832.0,,OR,Abbott Laboratories,S,1-020-999-3864,0.0,78742
45.0,United States of America,cin2608,1036364.0,39767.0,Burgess,4.0,cinq-mars,947 mcshann avenue,,,Santa Fe,M,,368.0,suite 305,LA,Scana,S,1-605-361-8741,4.0,99759
6.0,United States of America,NIS2609,312761.0,37849.0,devondra,1.0,NISBET,11631 USTER SOUTH,2.0,R,Toronto,f,,427.0,,WA,Polaris Industries,M,1-400-569-1634,7.0,t5c 1m3
65.0,Canada,ste2610,3748598.0,123938.0,TANA,5.0,steeves,18234 fir street,5.0,R,Toronto,M,,546.0,,CT,Phillips-Van Heusen,S,1-096-141-1038,5.0,78733
87.0,United States of America,Cso2611,3713350.0,301799.0,Alissa,1.0,Csop,8101 clifton drive,0.0,U,Glendale,,,765.0,,NM,,M,1-170-260-3246,9.0,23289
12.0,United States of America,Sti2612,394303.0,305505.0,SHELTON,3.0,Stillwell,18013 tiffany way,3.0,O,Pasadena,,,481.0,,GA,Rockwood Holdings,M,1-349-038-1348,4.0,90840
48.0,United States of America,plo2613,2958841.0,1925.0,manimozhi,2.0,plouffe,2928 POTOMAC UPPER,5.0,,Portland,M,,527.0,,NJ,Eli Lilly,M,,3.0,92038
79.0,United States of America,jea2614,3806494.0,213841.0,catrina,1.0,jeavons,21620 snead avenue,2.0,O,Sherbrooke,m,,734.0,,IL,Tyson Foods,S,1-905-194-2855,4.0,m2q 1e3
,United States of America,man2615,70687.0,419646.0,PRIORE,5.0,manolios,5350 glen loch boulevard,4.0,O,Santa Clarita,m,E,537.0,,MN,Nvidia,D,1-590-723-3311,7.0,M8a 1x2
72.0,United States of America,zar2616,1558633.0,311129.0,Thea,2.0,zaretsky,7160 cannas avenue,5.0,R,Overland Park,,T,626.0,,OR,AFLAC,M,1-541-436-9056,5.0,V6k 1t2
5.0,United States of America,sue2617,3641585.0,476684.0,Halina,0.0,suer,2579 creekbend way,,R,Garland,,,734.0,,LA,NV Energy,U,,4.0,77221
19.0,United States of America,MOS2618,154612.0,480975.0,Minne,4.0,MOSEBY,23607 idlewild way,1.0,R,Riverside,,,426.0,,AK,Molina Healthcare,S,1-804-841-0957,2.0,85089
100.0,United States of America,ACT2619,1261571.0,266476.0,MAIDISN,2.0,ACTON,4139 PACE LOWER,1.0,U,Thousand Oaks,,,789.0,APT. 485,AK,JetBlue Airways,U,1-342-301-7355,10.0,m5d 1w3
53.0,United States of America,tan2620,1963347.0,176933.0,LAUREL,2.0,tanchak,2453 BAKER WAY,5.0,U,Casper,F,,362.0,,WA,Molina Healthcare,S,1-820-172-9279,2.0,94525
38.0,United States of America,Fle2621,,283885.0,quyen,,Fleishman,21292 HILDEBRAND WEST,5.0,O,Chicago,,,599.0,,MD,Kla-Tencor,M,1-520-596-3006,1.0,M2R 1E1
56.0,United States of America,Mul2622,3119965.0,493578.0,Angil,2.0,Mullarney,12683 la cienega street,3.0,O,Overland Park,R,,402.0,,PA,Cimarex Energy,S,1-193-725-0779,5.0,80156
32.0,United States of America,WAS2623,1608044.0,481399.0,PDE,3.0,WASSERMAN,18439 broken oak lane,1.0,R,Hialeah,M,,444.0,,OH,Group 1 Automotive,W,1-225-321-9980,6.0,V6t 1w1
19.0,United States of America,Hen2624,,,Jorry,2.0,Henshaw,13134 ansley upper,3.0,O,Oxnard,,U,684.0,,IN,Emerson Electric,U,1-587-520-0490,2.0,H2g 1x4
23.0,Canada,fig2625,3809485.0,408392.0,Jacinta,0.0,figura,2928 potomac upper,,O,Las Cruces,m,,675.0,,British Columbia,Priceline.com,M,1-134-449-3792,8.0,85028
86.0,United States of America,Hug2626,684008.0,65706.0,ELVERT,3.0,Hugel,6490 marchmont south,4.0,O,Lakewood,F,,526.0,APT. 350,VA,Virgin Media,M,1-566-390-5105,3.0,T5b 1t2
29.0,Canada,Par2627,3376755.0,328810.0,Makam,2.0,Parypa,11741 hilltop court,2.0,O,Halifax,,,,,Saskatchewan,,D,1-157-644-4824,1.0,95166
19.0,United States of America,Qad2628,1361206.0,161757.0,okan,4.0,Qadri,12727 HAYDEN CRESCENT,4.0,,Cedar Rapids,,,665.0,,NJ,FMC,M,1-761-337-4891,0.0,96809
40.0,Canada,Row2629,2794619.0,,Korrie,2.0,Rowlandson,3135 FARMERS LANE,5.0,,Fargo,,,423.0,,Saskatchewan,Lennox International,M,1-620-552-7401,2.0,V6o 1t6
7.0,United States of America,Gha2630,1003024.0,49213.0,viviana,4.0,Ghaemian,8272 cartwright avenue,1.0,O,Phoenix,m,,496.0,,ID,Moog,M,1-033-359-5975,6.0,X5f 1v7
37.0,United States of America,mar2631,,339480.0,Luigi,2.0,martincich,3797 RUTGERS PARK,1.0,R,Fullerton,F,,525.0,,AL,J.C. Penney,S,1-934-734-5713,8.0,m9d 1t8
53.0,United States of America,gre2632,1133715.0,294357.0,Lizette,1.0,gregorski,20065 gates street,2.0,R,Albuquerque,,C,307.0,apt. 537,CA,Delta Air Lines,M,1-767-339-2646,10.0,H7h 1v8
19.0,Canada,Sto2633,,161259.0,DENI,3.0,Stooke,11872 crystal hills park,3.0,O,Chesapeake,,,380.0,,OR,Target,M,1-936-160-7120,4.0,T5C 1W8
8.0,United States of America,LAW2634,1959117.0,317922.0,rajinderpal,2.0,LAWLER,6420 CRESTMERE EAST,5.0,O,Winston-Salem,,S,638.0,,MT,Ferrellgas Partners,U,1-191-678-9838,9.0,99519
26.0,United States of America,O'n2635,266532.0,402436.0,Sys,2.0,O'neil,20929 lee east,0.0,U,Quebec,f,,813.0,,RI,LifePoint Hospitals,M,1-826-078-8447,2.0,M5G 1W2
54.0,United States of America,DE 2636,985695.0,365401.0,GARTH,5.0,DE CRISTOFARO,10286 FOXFIRE EAST,4.0,O,Great Falls,,O,541.0,,UT,Alliant Energy,M,,,32212
7.0,United States of America,WAT2637,826199.0,405445.0,myron,3.0,WATFORD,1429 CREEK CRESCENT,0.0,O,Denver,f,O,415.0,,MO,Sanderson Farms,S,1-031-983-7230,5.0,23461
85.0,United States of America,Wac2638,449040.0,364622.0,alyse,3.0,Wachtstetter,977 SPECTRUM UPPER,4.0,O,Pueblo,,,712.0,,ME,Pacer International,M,1-386-422-7087,6.0,T6d 1j2
74.0,United States of America,Dup2639,2229730.0,137296.0,Walt,2.0,Dupuy,17687 denton lower,2.0,O,Newark,,,826.0,,MA,Packaging Corp. of America,M,1-438-476-9954,4.0,93674
50.0,United States of America,Cau2640,535069.0,483168.0,Sherman,4.0,Caudill,5608 country crescent,2.0,O,Bridgeport,,,347.0,Apt. 650,RI,Molson Coors Brewing,M,1-165-493-4841,1.0,M6T 1H7
85.0,United States of America,Elg2641,1333759.0,454656.0,milzie,4.0,Elgie,23282 danvers crescent,0.0,O,Simi Valley,,,495.0,,AL,Xilinx,S,1-008-011-6631,5.0,87125
3.0,United States of America,wil2642,2318158.0,457698.0,Magdy,3.0,wilhelmson,2342 SUMMER CREST NORTH,3.0,R,Huntington,f,,783.0,,VA,Lennar,U,1-030-794-1272,9.0,e7o 1p9
82.0,Canada,bos2643,2799948.0,103787.0,bab,4.0,bostock,291 SHERIDEN STREET,1.0,O,Cincinnati,,,563.0,,VA,Pool,,1-966-870-4549,,10233
42.0,United States of America,FOR2644,1015601.0,373508.0,Nissie,0.0,FORSYTHE,10572 kiel avenue,5.0,R,Tucson,m,,665.0,,New Brunswick,Dollar Tree,S,1-152-174-1527,7.0,85098
73.0,United States of America,orf2645,2445130.0,71202.0,Nonna,3.0,orfano,15471 WILMINGTON WAY,3.0,O,Detroit,,,688.0,,KS,W.R. Grace,W,1-690-670-3455,6.0,30388
1.0,United States of America,Sme2646,2082526.0,437672.0,PIERRE-MARC,5.0,Smecca,7223 guadalupe lower,5.0,O,Costa Mesa,,,702.0,Apt. 650,MI,Celanese,M,1-126-064-9901,2.0,63170
32.0,United States of America,Con2647,2292497.0,110494.0,Reinhold,5.0,Constantin,9761 lyle east,1.0,O,Abilene,f,,,,Prince Edward Island,J.B. Hunt Transport Services,M,1-833-991-4768,3.0,94340
,United States of America,GEA2648,240463.0,43243.0,Glyn,2.0,GEADAH,2167 MOCKINGBIRD DRIVE,4.0,R,Santa Clara,,T,403.0,,HI,Cytec Industries,M,1-491-083-3527,8.0,04107
31.0,United States of America,Leb2649,2238747.0,228183.0,Lonneke,0.0,Lebeau,5049 MILLS AVENUE,5.0,O,Hollywood,M,K,533.0,,NH,Fastenal,U,1-377-473-8126,9.0,64154
93.0,United States of America,dip2650,1307389.0,468466.0,Junia,5.0,dipasquale,4937 chestnut avenue,1.0,O,Oceanside,f,,565.0,apt. 508,WA,GameStop,S,1-054-293-0153,1.0,83710
58.0,United States of America,muf2651,855570.0,135062.0,Betteann,1.0,mufti,21380 crosby rue,4.0,R,New Orleans,M,,522.0,,Saskatchewan,Activision Blizzard,M,1-563-196-3258,5.0,T6a 1i6
87.0,United States of America,han2652,1529968.0,297308.0,TREVER,3.0,hancock,15287 bingham west,,O,Laredo,m,,679.0,,AR,McGraw-Hill,S,1-041-827-9291,9.0,19092
5.0,United States of America,MAS2653,3170619.0,110117.0,Lyndsie,1.0,MASSUMI,23914 ROBERTS LANE,4.0,O,Fairbanks,m,,758.0,Apt. 298,AR,Hawaiian Electric Industries,,1-192-758-9338,7.0,T5c 1n7
28.0,United States of America,Mit2654,788680.0,262668.0,Chen-chen,4.0,Mitsui,16177 MATLOCK DRIVE,3.0,O,Evansville,f,,466.0,,AL,Nalco Holding,S,1-646-937-2683,1.0,m3w 1k2
71.0,United States of America,AKH2655,1651089.0,215091.0,MALAYSIA,1.0,AKHAVAN,17216 montview upper,,,Grand Rapids,F,,589.0,,OR,NBTY,M,1-085-551-0693,1.0,90503
86.0,United States of America,MAH2656,2841964.0,237592.0,atul,3.0,MAHBEER,10252 main lower,1.0,O,Hilo,F,,614.0,,NH,Crosstex Energy,D,1-878-778-5759,3.0,68122
45.0,Canada,Whi2657,2045984.0,377432.0,Brina,5.0,Whidden,10479 WHITTINGTON RUE,2.0,R,Baltimore,,B,442.0,,WV,Biogen Idec,,1-573-757-9286,9.0,80236
15.0,United States of America,AND2658,899667.0,482132.0,Elke,0.0,ANDRUZZI,6360 savoy drive,3.0,O,Sydney,,,506.0,Apt. 965,RI,Laclede Group,M,1-248-397-5800,3.0,47702
35.0,Canada,Kus2659,3267917.0,127264.0,ceil,1.0,Kusyk,20900 marchmont west,3.0,O,San Diego,f,,790.0,apt. 784,NM,SkyWest,S,1-767-838-5926,6.0,H7g 1v8
99.0,United States of America,Net2660,2079370.0,467543.0,Ifti,3.0,Networkroom,5755 bluff road,5.0,O,Beaumont,F,,394.0,,FL,Marsh & McLennan,W,1-339-231-7565,5.0,85284
73.0,United States of America,MAC2661,3989557.0,294325.0,ROXANA,3.0,MAC MAID,1715 texas west,0.0,O,Austin,m,Q,809.0,,MO,Embarq,,1-515-519-6455,8.0,X7j 1r4
12.0,United States of America,Wil2662,1639126.0,456076.0,carlotta,1.0,Willette,16552 FRESCO SOUTH,1.0,O,El Paso,,N,365.0,,MA,Piedmont Natural Gas,M,1-069-658-5070,5.0,77101
96.0,United States of America,Tri2663,601085.0,95438.0,MIRIAM,3.0,Triplehorn,24683 meadowlark boulevard,3.0,O,Edmonton,,,388.0,,NJ,Cardinal Health,S,1-008-569-7239,3.0,27604
78.0,United States of America,Pul2664,2465301.0,375099.0,anjela,1.0,Pullan,20954 belt line rue,0.0,O,Fort Lauderdale,,,,,KY,Genworth Financial,S,1-844-879-4783,,Y1b 1g4
49.0,United States of America,ORD2665,2856459.0,330705.0,Mahesh,1.0,ORDWAY,18458 yorkchester west,3.0,O,Tacoma,,,713.0,,Manitoba,Activision Blizzard,,1-937-645-7224,0.0,78712
55.0,Canada,MCC2666,110322.0,124418.0,Jacinta,4.0,MCCORD,21180 trafalgar way,1.0,O,Colorado Springs,,,,,New Brunswick,,U,1-655-019-1423,2.0,H7f 1t8
79.0,United States of America,Mob2667,583568.0,244689.0,NUVIT,1.0,Mobley,17057 eden lower,2.0,R,Moncton,F,,711.0,,CT,Schnitzer Steel Industries,S,1-735-199-1667,1.0,35203
,United States of America,Hut2668,1561090.0,458595.0,birgitte,5.0,Hutt,19634 el monte boulevard,0.0,O,Torrance,f,,429.0,,UT,Ameren,M,1-855-989-0901,5.0,45252
37.0,United States of America,Swr2669,,478075.0,haley,5.0,Swr,7667 bayridge road,4.0,O,Sunnyvale,,Y,318.0,,OH,Windstream,U,1-309-403-7862,3.0,m5e 1u2
89.0,United States of America,TUL2670,1398784.0,210110.0,NGUYEN,,TULLY,24713 sanders drive,2.0,O,Durham,,,529.0,,CT,Psychiatric Solutions,,1-201-502-8143,9.0,19249
11.0,United States of America,Cox2671,1345217.0,198746.0,NATALY,1.0,Coxall,9941 briar forest street,2.0,O,Lexington,M,V,739.0,Apt. 513,WA,ServiceMaster,M,1-799-779-6383,8.0,85014
54.0,Canada,rut2672,602438.0,178148.0,Gina,5.0,rutyna,21088 murie street,1.0,O,Ontario,f,A,536.0,,HI,Timken,M,1-304-579-2481,1.0,94109
71.0,Canada,kuh2673,2801777.0,310156.0,Betteann,0.0,kuhn,1063 dunbar lower,1.0,R,Concord,,,397.0,,MA,Steelcase,M,1-788-984-4408,8.0,27405
89.0,United States of America,Gid2674,1361159.0,247681.0,Bogdan,3.0,Gidaro,1424 east road,3.0,O,Newark,,,619.0,,PA,Granite Construction,M,1-075-490-7153,8.0,36132
92.0,United States of America,mcc2675,3231165.0,177779.0,LRC,1.0,mccorkle,20420 lynnfield lane,2.0,U,Chesapeake,M,B,772.0,,LA,Pride International,M,1-836-751-8488,8.0,93362
31.0,United States of America,Tra2676,866271.0,209850.0,REINE,2.0,Traugott,12957 warren crescent,2.0,O,Regina,m,,690.0,apt. 955,VT,Spherion,W,1-167-265-0158,2.0,v6q 1q8
50.0,United States of America,Ali2677,2141663.0,298798.0,Brittani,4.0,Alikhan,23987 valderra park,3.0,O,Calgary,m,K,840.0,,British Columbia,Timken,U,1-106-679-6796,0.0,V6q 1t4
,United States of America,Arm2678,870111.0,93065.0,chiarra,0.0,Armolavicius,11183 COUNTRY SOUTH,,O,Waco,,,598.0,Apt. 476,MN,Applied Industrial Tech,S,1-830-920-0254,8.0,20046
48.0,United States of America,Bla2679,1917609.0,288453.0,Udaya,5.0,Blakey,7366 fox boulevard,2.0,O,Irving,M,,547.0,Apt. 513,British Columbia,Agilent Technologies,M,1-267-240-1336,1.0,M5g 1x1
66.0,United States of America,sut2680,,45072.0,anthia,5.0,sutton,24280 piney point rue,4.0,O,Buffalo,m,,,,NJ,Starwood Hotels & Resorts,M,1-645-656-7265,4.0,M5F 1X8
56.0,United States of America,Pet2681,346479.0,225717.0,Chungsik,4.0,Petrinack,17042 lancaster east,2.0,O,Santa Rosa,m,,838.0,APT. 508,TX,Loews,S,1-518-561-5857,7.0,47736
87.0,Canada,sob2682,647760.0,222839.0,SETSUKO,1.0,sobkow,22319 amherst street,1.0,,Chicago,,,449.0,Suite 113,VT,Steel Dynamics,M,1-070-047-4064,8.0,76710
82.0,United States of America,Sim2683,3739619.0,309291.0,MARQUITA,3.0,Simard-normandin,21181 2nd rue,2.0,U,Frederick,,,500.0,,Newfoundland,Wesco International,S,1-803-791-8008,4.0,77232
,Canada,lar2684,674217.0,248351.0,franz,0.0,lara,11828 butler park,5.0,O,Concord,,,494.0,,AK,DuPont,M,1-572-391-8205,5.0,93329
81.0,United States of America,Bat2685,,163421.0,aurlie,5.0,Battershill,24438 cedar springs avenue,,O,Phoenix,m,,,,Saskatchewan,Edison International,S,1-508-321-5863,8.0,77223
44.0,United States of America,Her2686,,393289.0,lacey,0.0,Herak,13892 jennings road,5.0,R,Detroit,,,569.0,,AZ,Cracker Barrel Old Country,W,1-313-064-1613,4.0,98113
25.0,United States of America,Vei2687,3181769.0,363868.0,Rhoda,1.0,Veilleux,16648 ALEXIS AVENUE,3.0,O,Simi Valley,f,,414.0,SUITE 48,Ontario,Guess,U,1-287-082-2410,9.0,H2c 1w1
70.0,United States of America,Pri2688,,369608.0,Iris,2.0,Prichard,2240 appleby road,3.0,U,Cincinnati,,,814.0,,MS,Sally Beauty Holdings,M,1-252-529-0102,5.0,23287
87.0,United States of America,Pcb2689,1184778.0,131105.0,Natasha,3.0,Pcbtools,3202 powers lower,5.0,U,Huntington Beach,F,U,416.0,,NH,Virgin Media,U,,4.0,E7n 1h8
22.0,Canada,Tak2690,2501478.0,64311.0,Nikolia,2.0,Taki,11516 tanner street,0.0,O,Springfield,f,,782.0,,Prince Edward Island,Zale,U,1-751-961-1617,4.0,40516
96.0,United States of America,sau2691,2902400.0,495659.0,ADEL,0.0,saundercook,17411 vandenburg north,,R,Regina,,,735.0,,VA,Pinnacle West Capital,U,1-088-530-9154,9.0,77112
,United States of America,tur2692,2493211.0,276647.0,Marcos,2.0,turkovic,4373 NEVILLE NORTH,5.0,,Jackson,,D,555.0,,Saskatchewan,Lincoln Electric Holdings,M,1-442-096-8433,4.0,V6q 1t8
78.0,Canada,Au-2693,965733.0,202431.0,suellen,1.0,Au-yeung,16064 TOWERWOOD CRESCENT,5.0,R,Spokane,,Q,,,OR,NBTY,M,1-258-389-6827,,h2b 1u1
24.0,United States of America,Ver2694,1403848.0,256659.0,etienne,,Verification,12460 CLAYTON STREET,5.0,O,Provo,,S,657.0,,SD,Philip Morris International,M,1-953-932-0318,8.0,27614
95.0,Canada,REI2695,2104839.0,219099.0,Richardson,2.0,REISER,3234 pasadena boulevard,0.0,R,Lowell,,X,722.0,,UT,OfficeMax,U,1-702-756-2516,7.0,85770
84.0,Canada,Osb2696,2042347.0,124595.0,Marko,0.0,Osborne,3146 HOWSER LANE,5.0,O,Orange,,R,611.0,,UT,Charming Shoppes,D,1-585-583-0294,7.0,85225
2.0,United States of America,Bra2697,,271755.0,ariel,1.0,Brashear,14853 COMMERCE PARK,,R,Newport News,m,C,645.0,,LA,First Data,S,1-079-912-0788,4.0,46215
17.0,United States of America,CIC2698,1039251.0,78637.0,lex,5.0,CICCARELLI,21448 HAMPTON BOULEVARD,3.0,O,Shreveport,,L,373.0,,DC,Spectra Energy,D,1-163-941-8955,8.0,78416
51.0,United States of America,kau2699,154620.0,380592.0,STARSDPS,3.0,kausche,3833 princeton crescent,1.0,O,Moncton,,,718.0,,NH,Bank of New York Mellon Corp.,M,1-479-857-1392,1.0,99575
13.0,United States of America,LOY2700,156457.0,245969.0,DINO,1.0,LOYOLA,21370 king rue,,U,Great Falls,F,Q,680.0,,Newfoundland,IAC/InterActiveCorp,W,1-377-554-5670,2.0,93340
16.0,United States of America,new2701,2377134.0,435461.0,Ivan,5.0,newnam,2086 weller road,3.0,O,Hull,,,739.0,,VT,Dick's Sporting Goods,U,1-152-372-9888,0.0,37231
8.0,Canada,mar2702,732018.0,323412.0,angelle,2.0,marchetti,18955 spruce street,5.0,,Gary,,,777.0,,AL,Harley-Davidson,D,1-677-325-7582,8.0,v5b 1p2
29.0,United States of America,bra2703,3354690.0,386727.0,Lorelei,5.0,braverman,23012 wathan court,1.0,O,Des Moines,,,679.0,,Manitoba,Raytheon,W,1-426-645-9381,2.0,V6c 1q1
38.0,Canada,MEF2704,2761479.0,274587.0,Kass,5.0,MEFFE,24653 leon west,0.0,R,Inglewood,v,,633.0,,SD,NYSE Euronext,M,1-093-167-3015,0.0,64157
47.0,United States of America,Lie2705,1911700.0,358418.0,milka,3.0,Lienemann,4708 EDWARDS WAY,2.0,R,Louisville,,A,482.0,,NJ,Ruddick,D,1-935-788-0668,9.0,90877
16.0,United States of America,Tiu2706,3251087.0,466250.0,yukinaga,1.0,Tiu,21422 INGERSOLL EAST,4.0,O,Biloxi,f,,460.0,,KS,NCR,M,1-944-701-6840,6.0,94343
84.0,United States of America,mah2707,35775.0,,Bobbe,2.0,mahoney,11678 NEWPORT NEWS LOWER,1.0,O,Manchester,,L,747.0,,Saskatchewan,,U,1-075-887-2122,3.0,38113
7.0,United States of America,Rob2708,1867993.0,138085.0,LAURETTE,2.0,Robb,15645 sabine rue,1.0,R,El Monte,,A,476.0,,MA,Activision Blizzard,S,1-974-657-4277,3.0,90508
93.0,United States of America,Des2709,654796.0,257816.0,Koressa,3.0,Desharnais,10906 runyan east,1.0,O,Fontana,M,,663.0,,MN,American National Insurance,M,1-366-521-5512,,V6c 1q7
29.0,United States of America,Coo2710,1256017.0,93116.0,Prudence,5.0,Cooke,24683 MEADOWLARK BOULEVARD,0.0,R,Irvine,F,,384.0,,WI,Quiksilver,M,1-557-981-2400,5.0,V6t 1t7
60.0,United States of America,hal2711,1078838.0,208050.0,AACCF,5.0,halicki,19342 wycliffe park,4.0,O,Miami,M,P,426.0,,KY,NII Holdings,M,1-516-047-4782,0.0,60769
19.0,United States of America,Bol2712,3860556.0,385632.0,meriline,0.0,Bolton,24468 brooks lane,3.0,R,Pomona,,K,576.0,,AK,Costco Wholesale,M,1-708-351-7149,4.0,99760
80.0,United States of America,fat2713,2259832.0,499635.0,Celie,2.0,fatica,20798 baltic north,0.0,U,Toronto,,,610.0,,TN,Toro,U,1-365-026-3585,5.0,V6f 1s4
58.0,United States of America,BRO2714,1322088.0,130775.0,HAMID,1.0,BROUILLETTE,10863 wisteria south,2.0,O,Fort Wayne,F,,346.0,,NY,Raymond James Financial,M,1-736-669-1694,2.0,90051
