prospect_AgID,prospect_Ge,prospect_MidInit,prospect_Emp,prospect_St,prospect_A,prospect_AddL2,prospect_OORFl,prospect_In,prospect_Ci,prospect_NuCa,prospect_NumCreCar,prospect_NWor,prospect_MaSta,prospect_FirN,prospect_Coun,prospect_Ph,prospect_NumChil,prospect_CrRat
HOT3614,f,M,Sysco,TX,19.0,Apt. 309,O,104423.0,Las Vegas,4.0,9.0,982587.0,S,maurice,United States of America,1-766-388-8279,5.0,602.0
KOO3615,,,Universal,RI,90.0,,O,271979.0,Missoula,0.0,9.0,,,samara,Canada,1-539-724-2021,4.0,333.0
Cin3616,,,Weis Markets,MA,78.0,,U,111093.0,Huntington Beach,4.0,1.0,765662.0,U,Victor,United States of America,1-098-574-0272,5.0,786.0
Rey3617,,,Peter Kiewit Sons',VT,52.0,,O,80763.0,Fargo,0.0,3.0,,M,luciano,United States of America,1-252-168-2165,5.0,560.0
Edk3618,F,,Oshkosh,CA,52.0,,O,468186.0,Topeka,1.0,8.0,1557966.0,U,Georgeanne,Canada,1-602-041-2645,3.0,479.0
ARG3619,,,Cooper-Standard Holdings,OK,5.0,,O,474950.0,Springfield,5.0,9.0,3920948.0,M,Devinne,United States of America,1-119-519-6608,2.0,804.0
Sch3620,M,U,USG,AZ,89.0,,U,109220.0,Fairbanks,2.0,7.0,3879341.0,S,DJORDJE,United States of America,1-499-760-2000,1.0,755.0
Dur3621,,T,Noble Energy,LA,36.0,,O,412714.0,Bakersfield,3.0,2.0,1638306.0,M,Newton,United States of America,1-275-507-2816,1.0,655.0
Lan3622,M,I,Steel Dynamics,AK,,,O,163778.0,Hilo,2.0,9.0,1963821.0,M,tiena,United States of America,1-066-256-3508,4.0,592.0
Wie3623,,,Fidelity National Financial,NM,66.0,,O,3624.0,Vallejo,0.0,8.0,1072847.0,S,Ramakant,United States of America,1-492-949-3258,4.0,577.0
Adc3624,m,,Mattel,AR,54.0,,O,403486.0,Anaheim,4.0,0.0,3169485.0,W,tish,United States of America,1-914-220-8472,0.0,724.0
ven3625,F,D,Tech Data,MO,8.0,,O,109014.0,Hampton,4.0,3.0,1894188.0,D,franky,United States of America,1-832-603-2026,2.0,414.0
Pcs3626,,C,Cimarex Energy,WI,40.0,,O,89131.0,Grand Rapids,4.0,8.0,3440252.0,D,afton,United States of America,1-851-860-2401,1.0,731.0
cha3627,,,Applied Biosystems,KY,20.0,,O,236841.0,Stamford,2.0,6.0,,M,Harpreet,United States of America,1-936-452-7391,2.0,786.0
Boe3628,,,NBTY,Newfoundland,65.0,,R,57163.0,Santa Rosa,1.0,6.0,1981149.0,U,NATALYA,Canada,1-278-182-4781,1.0,591.0
Vah3629,,,Scotts Miracle-Gro,Prince Edward Island,63.0,,O,172832.0,Cleveland,5.0,0.0,,M,sallie,United States of America,1-152-537-7671,3.0,700.0
CAL3630,,,Best Buy,Newfoundland,90.0,,,433681.0,Newport News,3.0,5.0,2037692.0,S,Cristi,United States of America,1-672-642-4955,4.0,
Mel3631,F,,Wynn Resorts,DC,31.0,,R,352671.0,Akron,1.0,,2743338.0,M,Zarella,United States of America,1-827-940-3578,2.0,569.0
Ske3632,M,A,Iasis Healthcare,NJ,87.0,,O,450527.0,Memphis,,5.0,1002762.0,M,Benjamin,United States of America,1-811-482-1695,5.0,
Paq3633,,,Spectra Energy,ND,42.0,,O,27334.0,North Las Vegas,0.0,4.0,3547746.0,D,sukhendu,Canada,1-174-585-5062,0.0,729.0
See3634,,,Analog Devices,NV,45.0,,O,152112.0,Mobile,1.0,0.0,999753.0,M,Ehab,Canada,1-097-247-6618,2.0,688.0
Bra3635,f,V,Goodrich,NC,24.0,,O,167482.0,Brownsville,2.0,9.0,,S,Maxy,United States of America,1-671-286-2329,0.0,323.0
Tow3636,,,Systemax,NV,14.0,,O,178558.0,San Antonio,0.0,1.0,1945327.0,U,Real,United States of America,1-083-618-7381,5.0,502.0
Cro3637,f,,,NH,11.0,,U,54049.0,Milwaukee,5.0,4.0,,M,sunny,United States of America,1-259-855-0223,0.0,395.0
Lud3638,f,,Public Storage,Prince Edward Island,87.0,,U,424769.0,Saskatoon,0.0,10.0,65194.0,S,Nadir,United States of America,1-500-391-0040,5.0,595.0
Fro3639,M,,ON Semiconductor,NH,,,O,141511.0,Billings,2.0,6.0,2218719.0,S,Ernest,United States of America,1-760-859-2538,2.0,761.0
Cre3640,,,Edison International,OK,0.0,APT. 152,O,432252.0,Fremont,5.0,8.0,1926848.0,M,ZOLTAN,United States of America,1-833-571-7298,4.0,553.0
Bla3641,M,C,McDonald's,FL,33.0,,O,36356.0,Halifax,5.0,7.0,3775784.0,M,Dian,Canada,,5.0,819.0
WYB3642,,,Cliffs Natural Resources,SD,80.0,,O,149831.0,Frederick,2.0,1.0,3327429.0,S,MIKELIS,United States of America,1-809-505-1255,4.0,718.0
Liv3643,M,,Aramark,TX,76.0,,R,17868.0,Frederick,3.0,5.0,1680433.0,U,jesselyn,United States of America,1-948-779-6439,2.0,463.0
Zou3644,m,,WellPoint,NY,51.0,,O,261349.0,West Covina,2.0,3.0,1968052.0,S,Ferne,United States of America,1-409-646-4188,0.0,429.0
HER3645,F,J,Interactive Brokers Group,WV,26.0,,O,41200.0,Palmdale,3.0,1.0,3676260.0,W,jerald,United States of America,1-351-800-0412,4.0,762.0
Wsa3646,,W,MasterCard,KY,11.0,,O,316624.0,Charleston,4.0,7.0,641271.0,M,DORALYN,Canada,1-587-150-5266,2.0,411.0
MAY3647,,,Crane,GA,76.0,Apt. 577,O,270346.0,Torrance,2.0,10.0,931479.0,M,MARGI,United States of America,1-067-262-9018,,631.0
Mor3648,,,Freddie Mac,SC,77.0,,O,126176.0,Hollywood,3.0,9.0,616621.0,M,TUESDAY,United States of America,1-919-591-8267,0.0,382.0
she3649,F,,Pacer International,SD,37.0,,O,2605.0,Aurora,1.0,,2908755.0,S,Danyelle,United States of America,1-393-545-9121,2.0,824.0
hot3650,,,Chemtura,ME,36.0,,R,222805.0,Eugene,1.0,8.0,2752442.0,U,Hernandez,United States of America,1-901-376-5264,,764.0
Dea3651,F,R,KAR Holdings,MA,31.0,,O,232660.0,Mesquite,1.0,6.0,3234310.0,D,Noellyn,United States of America,1-895-368-0139,4.0,480.0
sto3652,,,Waste Management,SC,36.0,SUITE 97,O,490506.0,Hilo,2.0,3.0,3474199.0,M,An,Canada,1-342-573-1774,3.0,491.0
ZEN3653,F,,Puget Energy,CA,38.0,,R,254831.0,Birmingham,4.0,10.0,2956140.0,S,Catharine,Canada,1-251-428-4342,2.0,
dyn3654,C,,LandAmerica Financial Group,SC,2.0,,O,227073.0,St. Johns,4.0,,3260019.0,S,Anthia,Canada,1-316-366-0478,3.0,440.0
Mla3655,m,,,AZ,17.0,,O,162713.0,Oxnard,1.0,7.0,1790297.0,M,Timm,United States of America,1-980-103-1911,0.0,387.0
Mcc3656,F,,Coca-Cola Enterprises,AK,41.0,,O,450992.0,Elizabeth,5.0,7.0,3349273.0,M,Alikee,United States of America,1-165-380-3679,5.0,745.0
Bro3657,,,Robert Half International,VA,29.0,apt. 301,U,384215.0,Torrance,0.0,1.0,1255578.0,W,adam,United States of America,1-824-017-4282,4.0,806.0
Sil3658,m,U,Crown Holdings,PA,96.0,,R,211458.0,Stockton,2.0,4.0,3348858.0,U,Cubical,United States of America,1-472-673-2287,2.0,710.0
cor3659,,,International Paper,DE,82.0,,O,145920.0,Anaheim,2.0,3.0,651020.0,M,gloriana,United States of America,1-219-815-1147,2.0,377.0
Lar3660,,,Brookdale Senior Living,OK,22.0,,R,97777.0,Dayton,4.0,5.0,3650619.0,M,Malcolm,United States of America,1-730-076-1491,2.0,
WAL3661,M,G,Qualcomm,OH,81.0,,O,446908.0,San Diego,5.0,0.0,2504474.0,M,albertine,United States of America,1-030-816-7638,5.0,748.0
Rez3662,,,Massey Energy,VT,90.0,Apt. 288,O,415369.0,Brownsville,,6.0,2511190.0,S,Yolanthe,United States of America,1-397-508-1430,5.0,730.0
Smy3663,M,,Dean Foods,CO,77.0,,O,354483.0,Richmond,2.0,7.0,3475664.0,U,BENJAMIN,United States of America,1-114-736-0339,4.0,847.0
Wes3664,m,D,Micron Technology,New Brunswick,91.0,,R,172299.0,Columbus,3.0,8.0,2884513.0,S,man,United States of America,1-458-901-2572,1.0,692.0
ing3665,M,,Pentair,Newfoundland,1.0,,U,212485.0,Allentown,0.0,4.0,2937205.0,M,Imtiaz,United States of America,1-045-914-5248,3.0,530.0
BRI3666,,,Synovus Financial Corp.,PA,37.0,,U,450241.0,St. Louis,4.0,2.0,3752928.0,S,NITA,United States of America,1-689-288-3353,1.0,
GRI3667,,,NV Energy,VT,59.0,,O,188304.0,Irvine,4.0,3.0,443032.0,W,NANI,United States of America,1-836-544-9117,5.0,815.0
mcb3668,,,Express Scripts,WA,14.0,apt. 136,O,303493.0,Newark,,8.0,3193944.0,U,empdb,United States of America,1-461-810-7113,2.0,548.0
Shi3669,m,J,Worthington Industries,Newfoundland,15.0,,U,271815.0,Salt Lake City,3.0,5.0,292761.0,W,Brianna,Canada,1-468-803-9981,3.0,756.0
hys3670,,M,Nalco Holding,SC,50.0,,R,240163.0,Missoula,5.0,10.0,473062.0,M,EDITH,United States of America,1-478-369-0539,3.0,605.0
Hug3671,,I,Vanguard Health Systems,HI,38.0,,,233490.0,Virginia Beach,0.0,9.0,3760817.0,S,RUDOLPH,United States of America,1-801-642-3888,0.0,
Bou3672,M,,Hovnanian Enterprises,VT,58.0,,O,,Columbus,1.0,3.0,,W,Cynthie,United States of America,,1.0,635.0
Hsi3673,m,,Carpenter Technology,CA,9.0,,O,4154.0,Columbus,5.0,10.0,3327102.0,D,Gwynith,United States of America,1-071-266-5991,1.0,771.0
Wol3674,,,Coca-Cola Enterprises,Saskatchewan,80.0,,O,172138.0,Mount Pearl,3.0,6.0,2291685.0,U,Mahshad,Canada,1-708-175-8114,5.0,681.0
Fre3675,,,Sara Lee,NM,7.0,,O,167856.0,Mobile,,2.0,1857270.0,W,illa,United States of America,1-112-578-8311,5.0,801.0
shi3676,F,C,Medical Mutual of Ohio,DE,25.0,,R,132496.0,Cheyenne,5.0,4.0,2668741.0,M,Geir,United States of America,1-141-201-9293,,556.0
kem3677,,,Pep Boys,ME,87.0,,U,326957.0,Pembroke Pines,4.0,9.0,2657145.0,M,Gnni,United States of America,1-720-308-7067,0.0,458.0
vaf3678,,,Pulte Homes,TX,56.0,APT. 895,U,244781.0,Irvine,1.0,8.0,2509398.0,U,Hildegarde,United States of America,1-311-585-8264,2.0,576.0
Str3679,,A,News Corp.,SD,52.0,,O,154988.0,Missoula,2.0,2.0,533620.0,W,Enis,United States of America,1-235-319-5430,0.0,363.0
FER3680,m,,Sherwin-Williams,NY,61.0,,R,312933.0,Laredo,0.0,5.0,,,BREE,United States of America,1-291-235-4123,2.0,800.0
ash3681,,,Williams,MD,56.0,Suite 114,O,370462.0,Huntington Beach,2.0,8.0,3930263.0,M,Sandy,United States of America,1-854-068-5233,5.0,675.0
NEA3682,,,Liberty Global,VT,12.0,,O,434164.0,Escondido,,0.0,1714740.0,,kaycee,United States of America,1-006-968-7331,2.0,704.0
cha3683,,,NCI Building Systems,ND,50.0,,O,230233.0,Raleigh,4.0,,3372519.0,M,NAMRATA,Canada,1-535-846-1149,3.0,815.0
NAH3684,,,PNM Resources,NJ,88.0,Apt. 387,O,226460.0,Chesapeake,1.0,10.0,587291.0,U,neile,United States of America,1-946-617-1715,2.0,762.0
BAI3685,F,,CUNA Mutual Group,Saskatchewan,68.0,,O,390526.0,Baton Rouge,1.0,3.0,2621848.0,U,Madonna,United States of America,1-949-789-1381,2.0,602.0
POM3686,F,,Progress Energy,VT,52.0,,O,445707.0,Halifax,,3.0,2068957.0,D,Jodie,United States of America,1-297-404-0108,1.0,686.0
bun3687,,,Abercrombie & Fitch,NV,38.0,,U,300897.0,Grand Rapids,5.0,2.0,397855.0,M,MOHAMMED,United States of America,1-023-481-9726,2.0,331.0
Dav3688,f,,Kimberly-Clark,CT,47.0,,O,40419.0,Billings,5.0,8.0,1613178.0,D,Kordula,Canada,1-390-472-2788,4.0,576.0
KAS3689,M,,Supervalu,UT,2.0,,O,263253.0,Great Falls,2.0,1.0,3209847.0,W,MAMORU,Canada,1-988-324-2798,4.0,465.0
lei3690,,,Jo Ann Stores,IL,38.0,,O,14803.0,Houston,3.0,0.0,3325636.0,M,may,United States of America,1-688-623-4666,5.0,629.0
RUS3691,F,,Advanced Micro Devices,CT,13.0,,O,301280.0,Sacramento,4.0,5.0,3061317.0,U,HALIE,United States of America,1-697-410-8698,3.0,843.0
Bor3692,f,V,CME Group,Prince Edward Island,21.0,,R,174994.0,Hay River,1.0,4.0,1625727.0,W,di,United States of America,1-569-532-1319,5.0,487.0
war3693,f,,Omnicare,AL,75.0,,O,156413.0,Montgomery,2.0,4.0,3208377.0,M,Erinna,United States of America,1-839-583-5331,1.0,836.0
van3694,f,W,BMC Software,RI,61.0,,R,437554.0,Reno,2.0,2.0,332233.0,S,Synful,United States of America,1-322-166-7819,0.0,795.0
Moo3695,m,,Country Financial Services,NV,57.0,,O,431799.0,Huntington Beach,2.0,8.0,1618911.0,W,Rakel,United States of America,1-605-476-1531,4.0,
CAL3696,f,,McGraw-Hill,WY,91.0,,O,412706.0,Torrance,3.0,,19785.0,,evelien,Canada,1-299-903-7005,2.0,527.0
HOQ3697,M,,Maxim Integrated Products,WV,49.0,,O,11964.0,Worcester,1.0,,3024604.0,S,Access,United States of America,1-986-031-6279,3.0,
ope3698,F,,McDonald's,SC,36.0,SUITE 420,O,342640.0,Akron,5.0,10.0,1040806.0,M,SIDONEY,United States of America,1-961-479-5777,0.0,567.0
clo3699,,X,Realogy,SD,85.0,,O,184543.0,Flint,1.0,2.0,3386869.0,M,kamal,United States of America,1-248-811-0898,2.0,807.0
Ano3700,f,,Jacobs Engineering Group,NV,5.0,,O,302299.0,Biloxi,4.0,1.0,1506608.0,D,kacey,United States of America,1-508-810-3835,1.0,315.0
Hol3701,m,,Qualcomm,ID,87.0,,O,261472.0,Portland,1.0,0.0,602576.0,U,Thia,Canada,,3.0,819.0
BUR3702,M,,Brunswick,Newfoundland,87.0,,,199483.0,Berkeley,,1.0,2062313.0,M,juline,Canada,1-740-038-3061,2.0,803.0
Sel3703,m,,Tech Data,AK,39.0,,O,392164.0,Mount Pearl,0.0,3.0,516813.0,U,Nady,United States of America,1-400-025-6609,5.0,374.0
Ser3704,f,,J.C. Penney,MA,73.0,,U,392747.0,Bellevue,3.0,4.0,904658.0,,arleyne,United States of America,1-315-046-7380,1.0,566.0
BRY3705,m,Z,SunGard Data Systems,CA,56.0,,O,378400.0,Las Cruces,0.0,6.0,1164476.0,U,angeles,United States of America,1-708-393-2869,0.0,349.0
van3706,M,,UnitedHealth Group,Quebec,31.0,,,486859.0,Great Falls,3.0,6.0,424337.0,S,MAURITA,United States of America,1-715-576-6794,5.0,781.0
Dea3707,M,,FMC Technologies,RI,10.0,,R,,Flint,0.0,1.0,,D,DRAGO,United States of America,1-817-835-5953,0.0,567.0
Neu3708,M,,,RI,30.0,,O,489235.0,Rancho Cucamonga,2.0,,270781.0,U,Bette-ann,United States of America,1-799-302-5921,1.0,720.0
Cof3709,M,,Albemarle,WA,2.0,,,78742.0,Huntington,3.0,9.0,49208.0,S,Lorilyn,United States of America,1-124-930-7139,3.0,301.0
Pri3710,,,Colgate-Palmolive,New Brunswick,9.0,,O,339878.0,Huntington Beach,3.0,6.0,728772.0,M,Emylee,United States of America,1-031-776-4963,1.0,692.0
Ahm3711,,U,PNC Financial Services Group,Newfoundland,84.0,,,299840.0,Tallahassee,1.0,,1259871.0,S,netty,Canada,,2.0,715.0
Fre3712,,,Colgate-Palmolive,AL,93.0,,O,247966.0,Greensboro,5.0,9.0,565999.0,S,Carolien,United States of America,1-234-363-8893,0.0,471.0
dem3713,f,D,Time Warner,SC,94.0,apt. 384,R,246504.0,Tempe,2.0,10.0,642512.0,M,Tammy,United States of America,,5.0,
Del3714,,,American National Insurance,NH,98.0,apt. 714,O,318844.0,Tacoma,4.0,1.0,3592841.0,M,Betty-anne,United States of America,1-517-007-7792,5.0,738.0
Roe3715,,,Loews,Manitoba,100.0,,R,88922.0,Fontana,0.0,3.0,3418129.0,S,Harold,United States of America,1-037-214-8441,4.0,717.0
PEL3716,,K,Tiffany & Co,TX,67.0,apt. 678,U,427133.0,Sacramento,5.0,8.0,2305807.0,M,Thanh-ha,United States of America,1-907-600-8587,1.0,671.0
row3717,,,Questar,CO,27.0,,R,10238.0,Savannah,5.0,3.0,154974.0,M,Addie,United States of America,1-662-637-7484,3.0,760.0
fra3718,m,,CenturyTel,MI,67.0,apt. 989,O,424999.0,Kansas City,2.0,1.0,315900.0,M,KAS,United States of America,1-781-040-8826,4.0,621.0
KAS3719,m,F,McClatchy,ND,77.0,,O,238849.0,St. Petersburg,4.0,2.0,2028359.0,U,pedro,United States of America,1-985-892-7861,2.0,740.0
che3720,,I,Systemax,Prince Edward Island,48.0,,O,211947.0,Salt Lake City,1.0,1.0,3401242.0,D,ailina,United States of America,1-742-971-3742,1.0,482.0
UGU3721,M,I,O'Reilly Automotive,MT,27.0,Apt. 915,U,480010.0,Charlotte,5.0,3.0,276197.0,M,selim,United States of America,1-422-246-5333,3.0,627.0
MAR3722,m,Q,Great Atlantic & Pacific Tea,OK,66.0,,O,44051.0,Las Cruces,2.0,2.0,977908.0,M,Blancha,United States of America,1-164-418-8341,1.0,426.0
TYS3723,,U,Loews,VA,3.0,apt. 407,,363477.0,Windsor,3.0,8.0,3116089.0,W,Mal,United States of America,1-881-249-0054,,519.0
KAH3724,M,K,Lennar,PA,82.0,,O,281684.0,Vancouver,3.0,8.0,820385.0,S,Rong-chin,United States of America,1-070-233-8193,4.0,763.0
Zvo3725,,G,Apollo Group,GA,66.0,,O,10464.0,Costa Mesa,0.0,4.0,1963389.0,U,Chabert,United States of America,1-345-141-6408,2.0,488.0
LET3726,m,T,Bank of America Corp.,AL,84.0,Apt. 513,O,273728.0,Virginia Beach,0.0,3.0,2079552.0,M,ARLETA,United States of America,,0.0,422.0
Keh3727,,,Aleris International,AZ,61.0,,O,,Independence,1.0,1.0,995478.0,U,jean-louis,Canada,1-722-277-0703,4.0,310.0
bra3728,F,,Enterprise GP Holdings,Ontario,40.0,,O,422299.0,Houston,5.0,,958655.0,S,Ext,United States of America,1-776-871-1745,4.0,404.0
HOL3729,,,Sun Microsystems,IA,73.0,,R,430074.0,Toronto,5.0,5.0,2563060.0,S,Elyn,United States of America,1-309-628-8323,3.0,834.0
Hop3730,,,Aon,New Brunswick,79.0,,O,318800.0,Cincinnati,5.0,0.0,432528.0,U,stclair,United States of America,1-254-797-0807,5.0,452.0
Kor3731,f,,Steelcase,LA,70.0,,O,176625.0,Lansing,0.0,3.0,3655820.0,M,JONIE,United States of America,1-878-352-0080,1.0,357.0
Gro3732,,,T. Rowe Price,TN,73.0,,O,462167.0,Tulsa,5.0,4.0,3917267.0,M,hermia,United States of America,1-459-249-7849,3.0,
Gog3733,,,SkyWest,SD,33.0,,O,148261.0,West Valley,4.0,1.0,1276796.0,U,LORELLE,United States of America,1-434-031-2688,0.0,818.0
Bor3734,,,Noble Energy,ME,62.0,,O,255310.0,Scottsdale,,10.0,1066355.0,M,Mignonne,United States of America,1-499-268-2965,4.0,336.0
Arn3735,f,,Texas Instruments,MI,16.0,,O,313382.0,Saint John,1.0,3.0,3779442.0,W,Ioan,Canada,1-665-569-7816,5.0,791.0
SPO3736,m,,Consol Energy,Saskatchewan,47.0,,R,480526.0,Hamilton,2.0,10.0,1189522.0,W,BERTIE,United States of America,1-994-456-8769,5.0,812.0
lan3737,,L,Ferrellgas Partners,MT,,,R,,San Diego,5.0,2.0,1612749.0,W,Sudesh,Canada,1-710-130-2088,3.0,
CAR3738,,,Penske Automotive Group,WA,4.0,,O,57481.0,Pembroke Pines,5.0,9.0,1716600.0,M,cammy,United States of America,1-160-783-7022,4.0,387.0
NAR3739,,K,Carlisle,CO,30.0,APT. 776,O,471749.0,Sandy,5.0,3.0,3364906.0,M,Whitney,United States of America,1-840-182-7908,2.0,344.0
SCH3740,,W,Affinia Group Intermediate,OH,83.0,apt. 224,O,356279.0,Raleigh,3.0,4.0,165857.0,M,hqs,United States of America,1-140-875-8751,1.0,327.0
Nek3741,M,L,Family Dollar Stores,Manitoba,12.0,,O,482482.0,Detroit,2.0,7.0,614050.0,M,hanny,United States of America,1-786-153-9323,5.0,758.0
Dar3742,M,,Thor Industries,IA,,,O,38517.0,Albuquerque,2.0,4.0,1065045.0,M,KONRAD,Canada,1-694-243-0209,,670.0
Dun3743,F,,Merrill Lynch,MO,69.0,,O,141125.0,Plano,5.0,2.0,975974.0,S,Cornie,United States of America,1-070-553-6643,4.0,340.0
BAB3744,F,O,Sonic Automotive,Manitoba,59.0,Apt. 266,O,310966.0,Santa Fe,3.0,8.0,2336041.0,D,JUDIE,United States of America,1-279-880-4425,0.0,503.0
pon3745,M,I,Reynolds American,TX,89.0,,O,30670.0,Paterson,0.0,0.0,3847430.0,M,ALVINIA,United States of America,1-291-664-0418,2.0,567.0
Mag3746,,T,Delta Air Lines,ND,69.0,APT. 440,U,161338.0,Windsor,1.0,1.0,1307768.0,M,EMILY,United States of America,1-316-708-5846,2.0,320.0
Wil3747,,,MEMC Electronic Materials,WA,,,O,231523.0,Cheyenne,3.0,0.0,1609736.0,D,christal,United States of America,1-511-826-6681,1.0,836.0
Hoe3748,F,,Alcoa,DC,17.0,,O,231496.0,Oklahoma City,5.0,5.0,1519697.0,U,Kelcey,United States of America,1-282-864-4196,3.0,665.0
Blo3749,m,,Johnson Controls,UT,32.0,,R,32736.0,Baltimore,1.0,6.0,1022755.0,M,lineth,Canada,1-965-486-8968,0.0,791.0
Mul3750,M,,Western Union,Manitoba,17.0,,O,413177.0,Elizabeth,5.0,0.0,858084.0,D,BRANDI,United States of America,1-811-043-6123,4.0,308.0
VIL3751,M,,CSX,VT,16.0,APT. 792,O,67815.0,Sherbrooke,3.0,5.0,2428453.0,,tybi,United States of America,1-695-511-9565,5.0,640.0
jaz3752,,,Fidelity National Information,Nova Scotia,16.0,,O,264119.0,Calgary,5.0,1.0,1585407.0,M,Ashly,United States of America,1-724-794-1956,0.0,374.0
Hla3753,,,Staples,NE,66.0,,O,463027.0,Toronto,3.0,5.0,3602781.0,S,rhonda,United States of America,,4.0,706.0
Net3754,f,,Amerigroup,Alberta,88.0,,O,330969.0,Dawson City,1.0,5.0,1402256.0,M,Garry,Canada,1-207-123-2993,4.0,646.0
MAC3755,,W,State Street Corp.,Manitoba,87.0,,R,334004.0,Warren,4.0,6.0,2069103.0,S,Fqa,Canada,1-911-983-6609,,561.0
VOG3756,,F,MetLife,TX,70.0,,U,51163.0,Springfield,5.0,0.0,2462374.0,U,Perry,United States of America,1-315-698-6591,3.0,746.0
Chr3757,,,Nacco Industries,VA,56.0,,O,56141.0,Portland,4.0,5.0,3953300.0,M,anni,United States of America,1-985-068-2914,,686.0
DES3758,,,Idearc,TX,70.0,,O,153340.0,Santa Clarita,3.0,0.0,1368050.0,M,marlo,United States of America,1-871-682-2368,2.0,419.0
PEE3759,,,CB Richard Ellis Group,CT,41.0,,U,4305.0,Simi Valley,2.0,9.0,2028581.0,S,Tyne,United States of America,1-108-323-6445,3.0,
Gar3760,,B,Bio-Rad Laboratories,HI,51.0,,U,34830.0,Madison,2.0,7.0,2495743.0,D,Nashir,United States of America,1-985-643-6398,5.0,303.0
MAR3761,M,,Dentsply International,KY,30.0,,O,467618.0,Peoria,2.0,2.0,2050419.0,M,kwok,United States of America,1-173-622-2101,4.0,594.0
Cli3762,,,Ametek,KY,1.0,,O,412102.0,Las Vegas,4.0,9.0,501565.0,U,Yong,United States of America,1-629-466-7660,1.0,473.0
SHN3763,,S,CVS Caremark,HI,19.0,,O,86859.0,Dawson City,0.0,4.0,2187654.0,W,BEATRIZ,United States of America,1-216-726-9008,1.0,301.0
Les3764,,,Coach,TN,14.0,,R,150572.0,Los Angeles,3.0,5.0,108434.0,M,Ruthe,United States of America,1-078-942-9885,5.0,837.0
Swi3765,f,,Chesapeake Energy,CO,42.0,,O,176910.0,Augusta,0.0,,844532.0,U,Stesha,United States of America,1-423-419-7104,5.0,400.0
SAM3766,,J,Amgen,MA,73.0,,R,247036.0,Tulsa,5.0,4.0,1402583.0,M,Suki,United States of America,1-482-212-7776,0.0,391.0
HOL3767,m,L,USG,Prince Edward Island,82.0,,O,192998.0,Erie,2.0,10.0,955733.0,D,Gaby,United States of America,1-466-775-7792,0.0,763.0
HUS3768,,,Charming Shoppes,CA,83.0,,R,73123.0,Chicago,0.0,1.0,2175371.0,S,ROANNA,United States of America,1-522-889-6155,5.0,741.0
Dal3769,,,National Oilwell Varco,OR,100.0,,O,32152.0,Fresno,0.0,4.0,17438.0,D,Katharina,United States of America,1-141-481-0128,5.0,503.0
GAS3770,,G,,GA,13.0,,O,139556.0,Scottsdale,0.0,2.0,342579.0,M,erma,United States of America,1-956-581-6294,1.0,472.0
Jak3771,,P,Aetna,UT,67.0,,R,178341.0,Little Rock,1.0,1.0,598877.0,M,Carolyn,United States of America,1-954-777-1829,3.0,694.0
Boe3772,,F,A. Schulman,OK,73.0,APT. 3,O,380963.0,Huntington,5.0,,3258701.0,M,hooi-lee,Canada,1-691-018-0526,4.0,717.0
Jer3773,,,Dynegy,IN,21.0,,O,356863.0,Savannah,0.0,,2056890.0,M,Haste,United States of America,1-504-157-1507,4.0,503.0
Hos3774,,B,American Axle & Manufacturing,NM,82.0,,O,274429.0,Mount Pearl,4.0,9.0,760673.0,M,Mitchell,United States of America,1-060-425-4080,2.0,788.0
Lon3775,,G,AECOM Technology,IN,53.0,Apt. 339,U,467606.0,Charlotte,3.0,2.0,697721.0,S,DAFFI,Canada,1-337-975-0653,4.0,372.0
Vey3776,m,K,Big Lots,MO,61.0,,O,,London,0.0,5.0,1717055.0,W,Anissa,United States of America,1-622-077-2223,0.0,600.0
CAL3777,,T,Steelcase,NV,8.0,Suite 14,O,65060.0,Hayward,,3.0,274958.0,W,Briny,United States of America,1-862-264-8097,1.0,830.0
Gah3778,,Q,Source Interlink Cos.,Quebec,52.0,,O,106734.0,Livonia,2.0,,1292597.0,S,march,United States of America,1-021-169-2188,3.0,381.0
don3779,,,Bed Bath & Beyond,MT,17.0,,O,145837.0,Tulsa,5.0,5.0,252905.0,U,Betty-anne,United States of America,1-425-650-4970,5.0,838.0
MAN3780,,,Jack in the Box,SD,43.0,,R,237751.0,Washington,4.0,9.0,871787.0,W,isabeau,United States of America,1-606-935-1492,2.0,825.0
gha3781,m,P,Hewitt Associates,Alberta,18.0,,O,175599.0,Chicago,4.0,5.0,2410475.0,U,young-june,United States of America,1-390-043-1969,4.0,400.0
AMA3782,m,,CC Media Holdings,GA,39.0,,R,111700.0,Huntington Beach,4.0,1.0,1351570.0,W,Mariejeanne,United States of America,1-997-958-1583,2.0,816.0
mar3783,M,X,CSX,MO,89.0,,O,231849.0,Grand Rapids,2.0,1.0,854699.0,U,Azhar,United States of America,1-403-564-4649,3.0,495.0
Bac3784,,C,Mylan,Manitoba,13.0,,R,87101.0,San Diego,5.0,5.0,2889647.0,W,Devora,United States of America,1-426-554-7733,1.0,702.0
FRA3785,F,V,Terra Industries,NJ,18.0,,R,141868.0,Fort Lauderdale,3.0,7.0,2142015.0,,Esmail,United States of America,1-737-487-9290,4.0,418.0
Lec3786,,A,Alcoa,RI,82.0,,O,156844.0,Paterson,3.0,,3704507.0,D,LEONIDA,United States of America,1-063-140-2176,0.0,653.0
