prospect_mddlntl,prospect_frstnm,prospect_g,prospect_ct,prospect_ntwrth,prospect_pstlcd,prospect_gndr,prospect_lstnm,prospect_mrtlstts,prospect_ddrssln1,prospect_nmbrcrs,prospect_nmbrcrdtcrds,prospect_mplr,prospect_nmbrchldrn,prospect_ncm,prospect_crdtrtng,prospect_ddrssln2,prospect_gncd,prospect_phn,prospect_stt,prospect_wnrrntflg,prospect_cntr
L,Dvutcxgywkpttbkvzyfjmkh,78.0,Brownsville,3123257.0,Rncwspqx,M,DAJYKNHLDHSWNJRF,U,Suyrqysxxkxvzrsqpblubcohuvvctcobyjoxsmclhsyythahqfnsgumohynahljqybiqrestbyuzlhoa,3.0,6.0,Entergy,2.0,99175.0,,GUGJFLCDDGKPREPICVQHFUEJPKQYRQYCMDLKAHZLRBJZVBNWWQESTBZAZKPIVDEYCUV,DAJ7782,1-596-039-1994,VT,R,United States of America
H,Faywbcvwdbxvjwn,48.0,Fresno,944918.0,Wfdkdkfp,,Iafcsetsxtejg,U,Ibbdukjufnykowgvqxqsbnsnjsne,3.0,0.0,,,198444.0,652.0,Xewlqueoojexdpcpsdechjrbosynovbtrhhesmqqlewvqmpfhpobhruuyejjxhucxgut,Iaf7783,,HI,O,United States of America
,YLPNDNVXGTDOCPCDO,0.0,Ontario,2050110.0,JRFAEYJP,,EJPEPVTDGKHTCGGDWHGEQIUNB,U,Jkvuhngyoysbzwdfucxdrjslvzeoaznfzniugnjzkz,4.0,9.0,Telephone & Data Systems,4.0,250333.0,338.0,LXWBSWCYQNWISZMFAEJBCQMMMCUVXWNXHYALBNEAUUNSOFPXF,EJP7784,1-235-024-0569,New Brunswick,O,United States of America
A,undooshsgkeqftkoslmaaf,89.0,Omaha,2077778.0,Awpujx,,Blamzrkhfhlmowcwuv,W,,0.0,0.0,W.R. Berkley,5.0,,779.0,Tnalsvurvdhtldqiamhnwpzdheehybreorpjaiagippfoeztmvaph,Bla7785,1-138-843-5480,MI,O,United States of America
,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,47.0,Huntsville,1793821.0,Ssjot,F,Yhefikklhs,W,IIHPCROPUSWPKNEAAHHJGUREFCQVIOFJGNZUAZUOIBSBDTMSKZZZTFJDPNXC,0.0,5.0,,4.0,173782.0,786.0,QNVJEDPGIKCEYPSPXAIQRQOJFRJMFJIZRGMYUMBRWWGW,Yhe7786,1-637-845-9250,MD,O,Canada
,Rklrkfhzsl,2.0,Hay River,1847011.0,Nmkbypdtmp,,Nfldvfworlfejwnuauklepwo,M,CMDLERWALOTLTPIPCNKKBHPXFNQJXIMSUYITXACUZYNP,2.0,6.0,Cognizant Technology Solutions,1.0,225849.0,458.0,nbcrjupiyhknikqbzseqouocvrlkgghsjkdavs,Nfl7787,1-459-090-7413,WI,O,Canada
,AFTPYVW,18.0,Austin,104018.0,Oklorooxqq,,Lrdqj,M,pyfdzdqzhqamiawpilyhedtudt,,6.0,Popular,0.0,205194.0,806.0,Lmmqznlgcgrjghgswcjjyafzxxcjsrbneskskyonmwiphsepkuiugaggvulqmlopwovo,Lrd7788,1-488-723-0835,MT,O,United States of America
,CKXQRLOOSHQZBHYMNCAZ,98.0,Winnipeg,113431.0,fjjakemv,f,Ojhuowdyyckqv,U,Wandcgpllnpeziagozurrtdiclmgxbocwdjvlogunxbrokvbfd,3.0,1.0,CSX,3.0,40273.0,466.0,OQIZZVDULJMX,Ojh7789,1-354-637-6196,TN,U,United States of America
,Doeqhehoszhrq,79.0,Lexington,1721394.0,Rmlgrerbtf,,Gajos,U,IZVHOKOQGCNOCUJK,2.0,2.0,ITT,3.0,388923.0,801.0,VCGQQSURSUVAWKPRYRVOOQNHKHTBDOZIDRKXSULJEDWQKBXXO,Gaj7790,1-444-824-0484,MD,R,Canada
,cggaqkwp,90.0,Rockford,3905265.0,RPVDIFMY,M,MHUWRDHDYJVD,S,Flzcybpcggbhrfdnvtdancrxmvpwpprqxnggzwvngecqtudfeclfipqtuqtpcdxgmdizajlkbguv,5.0,0.0,BJ's Wholesale Club,4.0,213273.0,334.0,RFKUZBAAKSKXYQODFAWGKWSCXVINFNULMZOVWZO,MHU7791,1-045-308-4672,SC,O,United States of America
,Kduyzgcfteqhvmxmpfngtp,54.0,Waterbury,3710742.0,Ixbubrxyi,,Luunhqajpnfmpufweqgxi,S,Fzpqeuhonxyapezeiannclaurhnmscmojdjfojazglajv,5.0,6.0,Cooper-Standard Holdings,2.0,499304.0,568.0,vwlxspobxurdjhsshgqkwlmfoolgsnukxqkdkfcmdzsyytdsveptnwciepmvohqclqivhaqrij,Luu7792,1-704-419-7623,Prince Edward Island,O,United States of America
,nynsipuzywbjggecpvknlcayu,56.0,Bellevue,2289382.0,SGBRI,,Bbhmrrnqlfhfufkpxxqjy,M,Jxvqojvdbecisuumssuaiukyftwdwwigubsjpzduhaorwvqxsxjirgndrjyqkdmoucypdodnt,5.0,5.0,Insight Enterprises,1.0,439546.0,338.0,Zdmmdklcnalbkfalprzrzkukmcyaewvotplddvawehnjfxtoucmlzmmfcu,Bbh7793,,AR,O,Canada
,Ycqpoklsnj,61.0,Lubbock,2123750.0,HJSECFIO,,VGQGVWCIERLRH,M,Lngduxznsqabphefoepyclwftoyszijwgbniklzag,5.0,8.0,National Oilwell Varco,0.0,74548.0,421.0,Mtstognxxffufglwakwzebvxpmivexnvwqjvdonrigmzuioqqopepffxmgoemxcfd,VGQ7794,1-126-402-8195,Newfoundland,R,United States of America
,ysfljjorrmdywfventrzryj,20.0,Manchester,1222348.0,FDDPZWE,F,Jtmslhltomrtynfyyqexquqs,M,lfkarwqljrblftlttidcwtaduuonhwg,4.0,0.0,Newell Rubbermaid,0.0,472023.0,312.0,XTOALQPIMWMLTTNYHZFXKTAHUDSEWQQDFGZTCNIQJZGAKGLIMEMOIO,Jtm7795,,NV,O,United States of America
v,Zhgmcto,95.0,San Jose,1746167.0,qgpsxpth,,WUWIZWKSDKRBBXIJE,M,MXLLHMHGXS,2.0,,Supervalu,1.0,155245.0,361.0,Eaxymjkuhgurgphpiahqemiqrdinnxsnacgo,WUW7796,1-348-201-5638,OK,O,United States of America
F,JQYDHVYIYTYTSQ,42.0,Virginia Beach,602321.0,Bdijvsupu,f,ojddvrnopwp,S,atktzrwteqlojnugqwatdinmftmbkevonkfijfhnqwfbubkaevsqezk,4.0,5.0,Amazon.com,3.0,95133.0,626.0,Orqkfmcondtsqjkjiwptoxnpxovizbxrfyblslu,ojd7797,1-878-085-2397,NV,O,United States of America
,Ncdowbmgrubuhmne,30.0,Indianapolis,,btazmqvgcd,,Cvbhamcdnkpbeoajviq,U,VYALNGFIOBUP,,4.0,IMS Health,3.0,208626.0,,IRNYXUZWGATEDYMP,Cvb7798,1-807-513-3749,ND,O,United States of America
,CLNPTFYLEZVWYPPHDNFUL,61.0,Jackson,3509965.0,pmvtjojeamwg,,rsofefba,M,RKOVGSQLNLATINZVBFPWZTEXSTELUPAUJCG,1.0,3.0,Holly,2.0,338937.0,445.0,hmxlyjocunlhrfcixkhpvwxmwxgscexorsnimboptajpspxmtwwxlwbxsifp,rso7799,1-308-751-4811,Nova Scotia,O,Canada
,Caetayjalavmtqzvifgbmcgtrrgev,27.0,Jacksonville,1270225.0,Qurmx,,Tpjjcihkpz,W,Bjjsjycpabvknyxhqxxoelzmmcjqcndtqwwxoxlqljecleh,5.0,9.0,General Motors,1.0,75897.0,347.0,BFCZIHVPIEUZGTJATNBBEZUWCJIMNCBEHIYOALB,Tpj7800,1-824-374-6093,FL,R,
f,LQWGPXAJEPPPAKCJFRS,31.0,Omaha,2882457.0,CTYFK,,VEOLNMRQMLPNBDL,,ETIDZXYCPHGEEIXKLWRNZGLRVWVGRZJELIENUZKBGUIFNZZUQTRXCAABGDGOEWHRZXLK,1.0,4.0,General Dynamics,4.0,354986.0,617.0,,VEO7801,1-711-107-1977,MI,U,United States of America
y,Iptmvgzimwxi,40.0,Toronto,2828480.0,ejfuenlock,,Nrswglheedmcbj,S,,3.0,8.0,Embarq,0.0,19973.0,830.0,AYJCMWSRRXHPNGRJWXGGILEHVJLGPQCLIXBUVPF,Nrs7802,1-392-137-4125,IA,O,United States of America
,Xihwaxbsmriyojafwhwtq,58.0,Buffalo,2709790.0,ipiabeu,,Wcvpvcubsiqrvxvpcxtz,U,,4.0,10.0,Murphy Oil,4.0,47920.0,,LAQQZEOVHEDBKHYFQYEXF,Wcv7803,1-520-247-4473,NV,R,United States of America
r,Deuokiidhhiwm,58.0,Fort Collins,3065674.0,Saxbwptcbu,,Hxmiyovwcukkgjnxmnpgqpavb,M,ecpnpohubcapglldexzigaeerftrswfmswlkuobxvujhxxixgchfyelkhznxx,3.0,0.0,Southwest Airlines,0.0,6804.0,452.0,WQQGAIBZQMCIBNCVCIIKNWDJLDADCNUROILZDOMLTNHTNMXAUHLAEGXGKSXKVDBW,Hxm7804,1-715-269-6830,FL,R,
,Sfhopawghyqgy,45.0,McAllen,1493447.0,Hqoabpgar,F,Ktbzezfrerjvqovifw,U,,,7.0,Weyerhaeuser,3.0,210120.0,536.0,Ulmjlyzyddxskmlrnaecwdhvxmhwkopoqzgvdlgshqgmcpjdiwayizobbgpwjjocwdpfhrzpnoado,Ktb7805,1-102-018-6502,MT,U,United States of America
,Dladdfgt,9.0,Yonkers,642765.0,PIQKVGA,m,Ejsdccorefe,M,Qaqdvfyiquxdoefattljlninzhzzppddwfrgqvpm,3.0,4.0,Lender Processing Services,5.0,316764.0,536.0,mbfbngseajkhmunydlutzmtqgkioymvjvhluloiaakclzeayzqil,Ejs7806,1-446-372-5314,New Brunswick,O,
W,VABUSJAVK,46.0,Mobile,3843812.0,Jkdez,m,Sffwisgbwielvsguyqhavxhwnbeuww,M,tzvfblxisoqxjumpaybybvpaiwquajcrjqp,,0.0,General Dynamics,3.0,325753.0,681.0,msjsludiqowgecpaqprkqhbbdorwoylgadjfnjbaekoshfkvihudyaziozreokzztapjjmruljo,Sff7807,1-291-287-5870,MN,O,Canada
,IXPEUEIPHDUFZXNSS,4.0,Baton Rouge,2373701.0,Tvicfoouwlw,,elcftshtnxyh,M,vlzifpieqgasjdmxqlbbpbfmjtimtnsfdgjlbvkuincvokfdpqaxucrqgeoeswiwjhqfr,,,Western Refining,3.0,159571.0,516.0,Wvgjqyqswuutfikebntekuqywgfbpkiajgjnxmflwfbnhmyfqurgbovdbingsvtxblgf,elc7808,1-730-343-2879,Saskatchewan,R,United States of America
A,BGYRBAUF,50.0,Philadelphia,1365627.0,Kzevl,m,FSONUABABVSVKACQX,S,inxduxddrdjfapenvrlnricgtpdcqnqbehjsglgozswfqtenmmm,5.0,8.0,Asbury Automotive Group,4.0,236485.0,428.0,Bsxdngdcktjigvjojsbtvwlrkbealvakpvcotyccxpjsgiwdcldbufbgmok,FSO7809,1-717-739-3758,TN,R,Canada
r,Zvkjjdverawcvuymojezxa,78.0,Irving,1769029.0,isfkwvz,m,Paljtgiiagvxeysahvwuut,M,vquobcrgsqcsexfoecthwutcwepqwenszkagfhkrmkkhatfpjrdquzwiereomkkibnikqfmsgel,3.0,8.0,,,496074.0,783.0,Qptetysrvzwrcisggvkczqbltjrrgpjbtmmvhvzhjitnjvzgftbtwjvmglrgxjxctxqz,Pal7810,1-910-876-8455,TX,R,Canada
,ssnxdhqstoeth,14.0,Fullerton,2554799.0,PEBTEEHFAFCL,M,Pqmsziyqdu,S,Vlxppdfoluhlyfqxgrjlwtyololdkzsfvxitmpbybfue,3.0,5.0,Regal-Beloit,0.0,85.0,307.0,Nlkgkrrohbredhdnbvolqsowadxrzuwyxbld,Pqm7811,1-211-658-8931,WA,O,United States of America
X,dgzjldptskwzdtrxaqobutmpog,21.0,Newport News,1241189.0,wxlqdirza,F,Qrsqdchq,,hsvombqfrmeskfvymxwclkrjhkrggqxyyjrry,,9.0,Enersys,3.0,112434.0,846.0,,Qrs7812,1-617-977-0368,AL,O,United States of America
,snxmrewhqbzwnm,69.0,Hayward,2432197.0,Diqzu,,OLZDXSQASSWMUFOFNNWQRPIQB,M,Fmrkhlvgvlasgqggmihwxwtmbuzrvimvkmuoydqvewtinrnoohheovhpdvcuswkvmqpxcwtqxmkqhav,1.0,8.0,Dominion Resources,1.0,469546.0,582.0,QPWUSYXIDHOSHQAXWWXDDCDEAKHCQQRDJ,OLZ7813,,ID,U,United States of America
g,zljagwhlphbskib,29.0,Fairbanks,3417367.0,eoopxjaxena,,Cgrsevvvjfhejp,D,Vgxqlfakntefvimcaeqqtcjtsybxddknqmqxdfx,4.0,10.0,TRW Automotive Holdings,5.0,378681.0,500.0,Geswvfvrqluntngtvurswrpngvfnkamooxokjctymruhxixyjblkzfvabiefdbesnbgmmlphhzxh,Cgr7814,1-526-226-5832,AK,O,United States of America
V,Ppfnjejvbpslxdhs,82.0,Warren,573323.0,NUYSKUMFLAN,,yovxitkrqsbcqjccw,M,Mtirsflwxspwviarhgkmchav,2.0,6.0,New York Life Insurance,4.0,202225.0,802.0,NVOUPTHTTTKDDUXQXRKNYLDHYYIIFRGHOSILAYYULQNBUKPRVDLTEKEPWWCZQXTZBCNG,yov7815,1-831-841-8863,Alberta,O,United States of America
G,pebevkfujgfunggrpxiqf,79.0,Coral Springs,1544205.0,Kiyuisk,,TVKCJHPWVSPYLXXQEKIPU,U,Vtyeyybm,2.0,8.0,CSX,1.0,83672.0,710.0,Fqdtuacxlhnceua,TVK7816,1-724-757-6864,NY,O,United States of America
a,Hernznbh,59.0,Winston-Salem,2717331.0,Jwxyyjkxt,F,irnzgpkqaujlotpcxucmrttqffnqsc,S,JSDHCZRKXALVWUL,0.0,2.0,PPG Industries,,354744.0,407.0,rwhjmzaefnlwebllne,irn7817,1-628-017-0065,WA,O,United States of America
,WSKYOGUGL,87.0,Sioux Falls,639791.0,Drzvvw,M,Yikbfcud,M,XHYAIUXQTSJBDXRFONBPXBUUDHMFWHHVEMUYUHYR,0.0,8.0,TD Ameritrade,,163223.0,410.0,,Yik7818,1-412-700-9835,MS,U,
y,EFJTNKCOTZOUWXKOZJF,2.0,Nashville,,Sjamrtnkqu,M,eixapiaikopsnqktdqfwgiqehdxcjx,S,Kvxcufunidcgopbaowpacbmjhbvnnlvedltiazhtdtmlbhsqepnrscycnovgjwhljgxxdmu,4.0,2.0,Pepco Holdings,,323691.0,539.0,hvvdfzgjqrkibivsvlaugjvmnodi,eix7819,1-458-534-5021,LA,U,United States of America
,Bbkyaldejvrhxeyupb,55.0,Virginia Beach,1224394.0,Kgbaqwsyxu,M,SSYHJAPLGHOWCITJDRJH,U,BUOBXNJXGOQGWEGZBGDERZTYNKP,0.0,2.0,Textron,0.0,469771.0,,hmdwsqpidshlncsvaybslpnilstfsylg,SSY7820,1-212-399-4585,NC,O,United States of America
p,vvvvxqqyinwklgh,41.0,West Covina,3884652.0,LGVHYNQCOYWJ,,Emanwdvcpipoqfifozaazk,W,Wopupqljkhiqzwigtlabdjjegwqjnevykvwrytc,3.0,5.0,Chemtura,4.0,186923.0,828.0,Yruvugicvnqivxbnemiartkkfodtsptumyepssenfug,Ema7821,1-925-811-3251,AR,O,United States of America
q,Fhhgrkluvgk,9.0,Torrance,3632849.0,Duznhcbmmosf,,yoalr,,Vgmlhcuwwiwanaibtlshdmcthncrrgbifprpypbtuikidxczjwmhlwgw,2.0,9.0,United Rentals,5.0,274143.0,501.0,Khrflkkhlgjwravlahypkpxrvntmidteewco,yoa7822,1-255-979-0567,Prince Edward Island,,United States of America
j,Nevumcckjfwwwpbzaliucgxy,86.0,Thousand Oaks,3423972.0,Gnmgvcvmnvae,f,FGBYDFDPQOYOHJNENAVOODUN,M,UJRXALEIPMHWAJHEKIFUWIMYIMUTJCQPEPJWSDDRHVOABKZ,2.0,7.0,Donaldson,0.0,85347.0,415.0,XGNZQYACGAOGJCGEQ,FGB7823,1-235-290-4774,LA,O,Canada
,Eylswx,39.0,Fayetteville,334439.0,wdailoo,M,ctrqepxqrbq,,KGGTXTYJEAESMWGWNBZLNWWBSXOFHWTVNUOSHDDZUYP,5.0,8.0,Polo Ralph Lauren,2.0,23172.0,625.0,osebp,ctr7824,1-789-903-0856,WA,O,United States of America
,Gimryuhijdckhgrckatkdod,,Tucson,,Sqysxqlop,M,GDLUHISITVLCAY,S,Pppftlxgiguubndlxvjcedstkecwfazcbqjtwgpnefowwweqfminxgiuniqppgilxhvpvuxj,1.0,9.0,Universal American,0.0,26217.0,355.0,Xnvuktbioizlrumplulbofvwahbzsiwtposrbg,GDL7825,1-241-378-5340,NC,R,Canada
P,NVORJLXLQEZOSRO,80.0,Grand Rapids,2733760.0,Wwfxd,F,Uqbgiorwhki,M,,0.0,10.0,Convergys,2.0,125930.0,634.0,EGATQLAFNTIVDGWOWYLNKVUQJSLFMMUQBVFYDAFPPCTMLPTSKIRGRMFPTMEWIROIKGLMXD,Uqb7826,1-619-130-5337,RI,R,Canada
F,JVOCBSAQIKCXZNKNIZBNPZP,5.0,Livonia,3813673.0,EZUTXPIKTL,,sdjtybpybtenlcs,M,Jrhrjeuxshngstuvlhvamsukqndoasunrfibkbldvakllnmzsxhqdwuhbfzhndkxpxidttbossoc,0.0,6.0,Spectra Energy,5.0,416195.0,604.0,oafhxgokhfedkbmwatqidodloxdkbakgetmltfcyfnafvmf,sdj7827,1-068-004-0614,SD,O,Canada
K,rtsbcfeu,91.0,London,2996284.0,Vdjpudmlq,f,ETAGFLVHNXSDFHSUHWBK,U,CRPZRQGXNKNSYNLIBTQPYYMQXPKDOTG,3.0,2.0,Estee Lauder,0.0,257406.0,691.0,TNKAMPDKUPVMXQESYQMTGPHZRPWRYWZRHSPCAVQCEMMXCMCGNA,ETA7828,1-746-214-7798,ID,O,Canada
l,Zdbpoxzxuzuzcgrarvo,18.0,Pomona,2682187.0,fwumslgkg,,DCNHTKDMYYQBTWLXOJEV,S,Qexxtcmmwrsoofwmooyqznhkavqcpswdvyhvktwcnoiplj,3.0,0.0,Washington Post,5.0,315271.0,,Yuumbrityggpbhggpnlrtdkzxumadxoqscpqbnwjnpgimmkgzphsa,DCN7829,1-824-437-0300,NJ,O,United States of America
c,HAECEFTN,91.0,Oshawa,3831798.0,edmiayyybetn,U,Lsahlkfjovptb,M,Qyjrlladrsfpefdmbaqlhrouw,5.0,4.0,Curtiss-Wright,2.0,497258.0,687.0,ncphbsbubxgurbr,Lsa7830,1-867-461-4349,Saskatchewan,R,United States of America
M,Skcnmooeg,81.0,Topeka,760428.0,MFXCD,,Ypjfrrimrr,W,RRWMEIGMEGOBHMOBBQCDUSOGLHZOQPLSALQCLPAPSGLKITHADFBCCRBYPDWNTK,1.0,,Ford Motor,5.0,248158.0,324.0,Gzudnifiyhiyfouxqiohniksxznikzgrufovaoivphnm,Ypj7831,1-753-206-7932,MN,O,United States of America
f,Femvptxconsuivqbthqw,55.0,Raleigh,2952394.0,Lyqjmdhnhejn,F,Ilpqdbsgkkxxjlzwkcevgnbtzcg,S,AVLSMUKRZINRXOHXUNLMBATXXHUXETQZUOMFJHGGYNKZDPENGXGYVLINVMYWBMRXTLVWODENQCJANG,1.0,6.0,MDU Resources Group,2.0,189605.0,386.0,BBPLYLRCEQOQZGFLFEUUUUULJYTRTKTOTBIKNITHSEFLCGWBAWFMJKAZCJGIFNPLDIO,Ilp7832,1-098-863-1605,GA,O,Canada
,DRGGBHWOEUCHS,28.0,Tallahassee,765248.0,,m,JKMVYTDFNOE,M,VLXJDMNLYMSTRLXAUWYCOMEJZYAYAIJSFHLMNTXIMQEEAZTUMXVUKVXIRYTDCABB,1.0,8.0,Sun Microsystems,3.0,238398.0,566.0,mgjmxws,JKM7833,1-093-144-9837,MN,O,Canada
,gcckahyxnqanam,63.0,Independence,3439491.0,Tgydk,m,gfwkfe,U,szbcgtgnxscsyjupsbkjektqyftqidhcoorcyibgvnoiembtqdxltjvbgsjwfedoes,1.0,1.0,Quanta Services,2.0,421306.0,799.0,ujuxetmfcosbcwkaxgqclnvnsumnbbqnhalkwtaacu,gfw7834,,TX,O,United States of America
,Ofdwqjgpgeus,47.0,San Bernardino,2334173.0,vynwkr,m,EHVJSE,M,Iktnlehktnmuskpkopjpjjaicgcagyltoouupazhxirhsgsxiscn,,5.0,Beazer Homes USA,3.0,180787.0,630.0,rnvgitkpjugwhjilvwukbaiwumupmvwdgbldsbwqwcbeohomrxyhhwgqtbkx,EHV7835,1-263-424-8969,NM,O,
,JUMJTFFDCVREKGFS,21.0,Inglewood,3812091.0,pykah,,Tkfqhspsssx,M,Cukwfgypyrijkuzbxrtsahvaioiegbotmckpjmdxlundmev,2.0,8.0,Coventry Health Care,1.0,395340.0,371.0,Ysbxpcsiksembejj,Tkf7836,1-745-878-9056,NE,O,United States of America
I,Wdwxnzowtx,65.0,Huntington Beach,2269485.0,FWYTJECUWC,M,Dgmiaeohstlzineatdlbkvarmnw,M,,0.0,3.0,Chesapeake Energy,3.0,234030.0,407.0,BQWIJERGUUPCCUFGXGIACJGFDQHBXIUEUNZHMPZJJDKSMQYMCKKFOPYH,Dgm7837,1-397-946-9623,MT,O,United States of America
,Ycapkmjmkxooszzwsbtdweyifpkilq,65.0,Des Moines,1737147.0,Ytryp,,Mpsuhzswjguco,U,AWBXDDJLVERQHZVLTJCMSDTKGOSHNPVHAQHZAECUVSTFFLSNGHMSEWZTHIKU,0.0,9.0,Great Atlantic & Pacific Tea,5.0,210405.0,525.0,MVLUJVGV,Mps7838,1-120-520-1560,CO,O,United States of America
q,YRSBLRGEBFNTQWQMDBJPE,42.0,Hampton,3394079.0,,f,Ftkltexxqnuanosspfbtprnbrfp,M,psejbbfxohilrjhpbyfkzjimaududpaoihntymrgzyxwmeynjgcvlsavyrfutoqqzjinpbok,5.0,,Estee Lauder,3.0,353446.0,,ZECVSLQJAPHEIHQISOMNHTYLUIMERMUCJZVMVNEMDOXUIOGUMCUJELPJ,Ftk7839,1-230-771-4862,KY,O,Canada
j,Dkpxkjezmosjbpbi,42.0,Lancaster,1684124.0,rhsjshydzs,F,XZDHDNBNAIVHAXAUWZD,S,KAUBEPASVNALAXRDGCXSJOGUHEMUWMBFKLDEJUAJYTXLDFRTQKUQIBALJHTKUA,2.0,2.0,AptarGroup,1.0,497613.0,377.0,aevglfgozdjfbsrlsgtkjucishpnylnynyqqarrbcqgjyjwpyjrsgybzaiielriwr,XZD7840,1-478-181-4878,OK,O,Canada
,zgkwuoltokgtxnumkuafvxxr,41.0,Lexington,835757.0,VEIYUEXX,f,Valfakadezvapvzduusqqpxx,U,,1.0,8.0,Pacer International,1.0,183090.0,812.0,EUXNYUZVMVFJRWELCGCVAUETRYLIIGMUYSBQKUIMU,Val7841,1-112-169-5136,KY,R,United States of America
,Uuotlforwlmxth,41.0,Windsor,600778.0,hnnieoyeomer,,gxodqexjqghmyettnqcrdgvgfvv,U,Jmafzabzauirzfrhioziasfbxhnvzdjvmkafsahnlruiibfqsqdhndnwxwrsumqrrubotcb,0.0,6.0,Enersys,4.0,164669.0,755.0,Vdehzbmypubqqpjwjqlabtaxmdhdehqzyaibehpuajvsrrxzxfgcxvjp,gxo7842,1-339-657-1052,KS,,United States of America
f,ENXLEURQRWSSUIXX,9.0,Casper,1276528.0,Irfkjxocrz,,AMAXGJSDJF,M,Zpwiluucfewmtk,0.0,8.0,Ryder System,4.0,357404.0,651.0,,AMA7843,1-950-536-1586,MD,O,United States of America
e,bcvrjfetetjghbmzkvbaoxeynonyso,38.0,Idaho Falls,165037.0,Igrbdvnse,,ufazgxmrcavqoi,S,Mplzfpvnvkxymqizogvkdchdfftxosirkkbjtocqteowweefyzeegcbskyoruenqmpl,4.0,0.0,,3.0,252335.0,761.0,Vddatheccbgbbttsxmv,ufa7844,1-562-334-7089,WY,O,United States of America
,Dicsxyxfmarnofwwdwuku,,Sunnyvale,2757243.0,kzbwnqlpwtkk,,Eigfpfogcaduemr,D,STQHFBACLDBEYTYJBGMFCBGRGIETVEMVHMJBT,,5.0,MetLife,4.0,365804.0,446.0,Kulxoqqawltfovjfjdrzfkksaywh,Eig7845,1-166-177-5281,VT,O,United States of America
,Xphttzltjhlrwxucqgopc,37.0,Colorado Springs,1551248.0,BGXRR,,mgivmzoxzgnwxpx,M,Gdpootuqpmnwnwtkiibcrvhpjxpcgbcnknfoggsubtywtbvggakonigtrdjlmszuoiykqzgygu,5.0,3.0,Great Atlantic & Pacific Tea,2.0,880.0,455.0,Qnccceerjvnbfrvqnc,mgi7846,1-609-761-7221,AR,U,United States of America
F,veywteoxmwvugznaagursvqfohkrk,80.0,Carrollton,1321056.0,Mutvcwzisxp,,Wznmicowbyanjejh,S,Inywxbttusbjkizhzvkfqsxybhwqpnstdwzwnpkfwsi,1.0,3.0,Google,3.0,318789.0,659.0,BRNTDXIBGLIOQQFQC,Wzn7847,1-129-125-9035,NE,O,Canada
,VDXKNNRJQCCOBZRHZPV,2.0,Tempe,3534970.0,Pznboqbnkql,,Zftvvfrjqsvesaerbote,U,Abypfhxexjdokdqapphuckejvpsgusaezvucpfbkscfqjmwjhkvrbhprvdbqniptbrjakrywulxhb,5.0,7.0,,4.0,345038.0,713.0,VFVXQKFGQQNSQGIIPDFPNSXYIDOMRVSHZEZKLCQPTZUNUQACLMYFDGVAEQR,Zft7848,1-936-540-4054,NC,O,United States of America
L,rvxdk,87.0,Fort Wayne,1894764.0,Qlihnqopg,F,Umpphnjkqvkwlabydyzov,W,Nvdaqhiqhhypshcuakzmrpkbgoprvftfccshqxqvbiwrwijkxoyvivgam,3.0,1.0,Werner Enterprises,3.0,132395.0,495.0,tplilnoe,Ump7849,1-690-233-8236,VA,U,United States of America
,gazkpimwyrfwdvjxd,7.0,Paterson,1066589.0,EIVIQFHVC,,XCWUPSUFOTD,M,Rnnqlqyiehacjgdiumohgrfbojqmjo,1.0,6.0,Bristol-Myers Squibb,2.0,,626.0,cxwyzcxhqgouirvvdjiipbbjewqpsjnkzrmdck,XCW7850,1-789-837-7238,NV,O,United States of America
b,NUYFMRJTUMUJAHWUKOFURKWPPCJXS,17.0,Santa Rosa,3583968.0,Prmgksic,,Vjcmft,M,BSZDTYUSUJY,5.0,9.0,Dr Pepper Snapple Group,3.0,,335.0,FUZFWMCELFGABA,Vjc7851,1-129-134-1820,MI,U,United States of America
,Tjyltdejmep,41.0,Brownsville,2685074.0,VQTHN,,Woviwj,D,demslsvriohohkhqijtkxcmeqhnfwwyffflkzgufmebrglttjpieckrpkjqrpi,0.0,1.0,Valspar,,431628.0,504.0,Utnbqklhhwgmvzpnuqdmsacooquhu,Wov7852,1-613-597-5717,ID,R,Canada
T,qvihipsexxf,31.0,Durham,406002.0,Acbjiwqbwpfg,F,Mjllgabisvehvfbodxhjngaoj,S,guynwrbdzrfnvrsaqfqapcxcsl,1.0,8.0,Fifth Third Bancorp,0.0,,507.0,GSRFWNTMZIDJMRUFRXOLOPNHUWSOQVUHKD,Mjl7853,1-207-263-3980,OR,O,United States of America
,Kswapmyzwbpyzo,81.0,Grand Rapids,3551514.0,jtwgatfrvo,,Xqnivjlspbwatltsax,D,Jhzjlsdhqmcntoiykowqqkvzsfvhgbpcbhhfftexmdinfftsovbwmeugimpteookdltvqwt,1.0,,Winn-Dixie Stores,1.0,,739.0,Byjwelwrwyqydgpqrrsltaeumhloflbsxlujgnoyqja,Xqn7854,1-833-808-2289,OR,O,United States of America
O,Wlqztpolurziuqvntcj,72.0,Idaho Falls,3048132.0,wxunpqzjgb,m,Lspeijgrqefxylhwxrrwbpgpj,M,QIXDBRFXUKMQY,4.0,2.0,Henry Schein,3.0,,775.0,qgnowrynksacdmaajzsfrskwxkdinanxeboleqbumr,Lsp7855,1-383-304-3979,NJ,O,United States of America
