AgID,OwORFl,LaNa,Ci,CreRa,Inc,MiInit,Empl,Ph,A,Cou,AddLi1,NumChi,PosC,NumCreCar,Sta,NuC,MaSt,NeWor
Bag2117,,Bagshaw,Moncton,720.0,143857.0,X,Allergan,1-953-685-6592,73.0,United States of America,11117 archer park,0.0,V6q 1v5,5.0,GA,3.0,S,1971051.0
Ken2118,R,Kensinger,Boston,814.0,179841.0,C,,1-585-956-4117,93.0,Canada,2808 hancock north,0.0,72222,4.0,VA,4.0,D,2107368.0
Gir2119,O,Girgis,Sacramento,475.0,452925.0,M,Magellan Health Services,1-406-532-7170,74.0,United States of America,8426 navidad way,0.0,V6h 1s9,0.0,WY,0.0,M,1235106.0
Neu2120,O,Neuman,Sacramento,338.0,479884.0,,Warnaco Group,1-396-584-3133,39.0,United States of America,9375 WOOD SOUTH,4.0,82009,0.0,GA,2.0,,3859061.0
Kho2121,O,Khosraviani,Houston,704.0,170729.0,,Alliant Energy,1-923-695-6155,70.0,United States of America,19015 CHENNAULT LANE,4.0,v6j 1u6,6.0,British Columbia,2.0,U,1360442.0
Mak2122,O,Makarenko,Independence,310.0,325731.0,,National Semiconductor,1-069-777-3530,96.0,Canada,5137 royalton park,0.0,98139,9.0,CA,3.0,M,1972245.0
MCK2123,O,MCKEITHAN,Torrance,426.0,175574.0,,Western Union,1-855-600-2016,76.0,United States of America,7155 seward crescent,5.0,94241,10.0,IA,1.0,M,2728113.0
Hox2124,U,Hoxie,Amarillo,651.0,411899.0,A,AMR,1-467-626-8149,38.0,United States of America,2993 garden brook east,2.0,23663,0.0,OH,1.0,U,
hop2125,O,hopcroft,Vancouver,666.0,146326.0,,Pioneer Natural Resources,1-570-278-7548,25.0,United States of America,1899 malden way,3.0,80028,9.0,DE,2.0,U,
Jor2126,O,Jordan,Fullerton,594.0,207930.0,,Landstar System,1-413-780-8239,5.0,United States of America,5660 HALIFAX NORTH,4.0,14208,3.0,KS,3.0,U,2185221.0
Lei2127,O,Leibovitz,Tacoma,503.0,18272.0,,Exelon,1-005-858-4055,58.0,United States of America,7223 guadalupe lower,4.0,70177,10.0,TX,5.0,S,3041565.0
wal2128,O,walkley,Evansville,749.0,127650.0,W,Alaska Air Group,1-544-904-0774,26.0,United States of America,14600 ventura upper,1.0,90237,4.0,DC,3.0,,2948782.0
MIL2129,O,MILTON,Sandy,849.0,168755.0,E,Alliant Techsystems,1-766-118-6234,,United States of America,6582 kirby boulevard,1.0,T5A 1J4,7.0,CO,1.0,D,1661630.0
sey2130,R,seymour,Shreveport,612.0,143627.0,,AptarGroup,1-403-801-9432,93.0,United States of America,1722 mosshead drive,0.0,78244,5.0,FL,3.0,U,
MIR2131,U,MIRANDA,Amarillo,662.0,377718.0,V,Nasdaq OMX Group,1-575-819-7454,14.0,Canada,9863 boll boulevard,2.0,81012,5.0,DC,2.0,M,170102.0
Boh2132,O,Bohannon,Salt Lake City,378.0,403878.0,,J.C. Penney,1-710-506-4820,21.0,Canada,6359 sandpoint street,4.0,10213,8.0,MN,1.0,M,2649768.0
MCC2133,O,MCCAIN,Ann Arbor,696.0,107422.0,,Altria Group,1-319-504-7678,74.0,United States of America,24943 jack road,2.0,94137,10.0,NJ,5.0,M,823261.0
gae2134,O,gaebel,Windsor,494.0,10506.0,,Perot Systems,1-868-906-2428,20.0,Canada,12854 la cienega street,1.0,37209,8.0,MT,3.0,,878941.0
Kob2135,O,Kobierski,Las Vegas,675.0,465128.0,,Affiliated Computer Services,,17.0,United States of America,14635 greene rue,1.0,60614,9.0,NM,2.0,M,3385169.0
Hat2136,O,Hattingh,Oceanside,750.0,123912.0,N,Duke Energy,1-130-487-3494,20.0,United States of America,14991 howard park,4.0,23239,9.0,OR,3.0,U,2328754.0
HAL2137,O,HALPENNY,St. Johns,744.0,306314.0,,Weis Markets,1-746-606-9451,44.0,United States of America,15278 walnut hill road,2.0,60507,6.0,FL,1.0,U,3909663.0
Edm2138,O,Edmxtest,Pueblo,426.0,130729.0,A,HNI,1-447-266-4053,63.0,United States of America,3388 concord crescent,0.0,53721,4.0,Nova Scotia,2.0,S,184992.0
Sav2139,O,Savard,Glendale,394.0,278265.0,,TD Ameritrade,1-735-995-1570,57.0,United States of America,287 woodland park court,2.0,v6o 1u2,3.0,ID,2.0,M,2149895.0
cha2140,O,chappuis,Hollywood,802.0,117675.0,,Unitrin,1-069-019-9412,19.0,United States of America,16941 lamboll court,,72235,,VA,1.0,,2722571.0
Etc2141,O,Etchieson,Beaumont,617.0,82092.0,X,Warner Music Group,1-311-126-0299,98.0,Canada,17536 frostwood crescent,0.0,10246,2.0,British Columbia,4.0,M,2876358.0
gri2142,U,griner,Peoria,417.0,8457.0,,Nash-Finch,1-942-330-9592,85.0,United States of America,23667 parkwood way,,06101,5.0,SD,4.0,W,3684172.0
nte2143,R,ntelpac,New Orleans,385.0,217880.0,T,,1-623-539-4841,45.0,United States of America,6015 chamberlin way,4.0,s3b 1f2,4.0,VA,2.0,S,2524898.0
Bra2144,O,Brabant,Gary,366.0,162353.0,Z,PerkinElmer,1-362-842-0696,74.0,United States of America,6015 chamberlin way,5.0,v6o 1t1,4.0,Newfoundland,4.0,M,164059.0
Pie2145,O,Pietrzak,Inglewood,518.0,134997.0,,Briggs & Stratton,1-560-309-1742,89.0,United States of America,336 knipp boulevard,3.0,V6c 1q7,1.0,Prince Edward Island,4.0,U,563127.0
Kos2146,O,Koskie,Palmdale,432.0,447989.0,,Avon Products,1-779-296-3052,65.0,United States of America,24277 PICO UPPER,0.0,V6t 1w2,3.0,AR,4.0,U,3367241.0
Lea2147,O,Leader,Fort Lauderdale,827.0,255358.0,,AGCO,1-738-170-0166,68.0,United States of America,23787 HOSTA PARK,,59117,8.0,ND,4.0,W,3621212.0
She2148,O,Sheffey,Corona,364.0,,,CB Richard Ellis Group,1-324-704-8572,73.0,United States of America,14254 hunt west,1.0,32229,8.0,IN,5.0,D,
tim2149,O,timleck,Kitchener,728.0,138836.0,C,Baldor Electric,1-596-346-0594,0.0,Canada,4095 alonzo boulevard,5.0,v6w 1p8,0.0,MO,0.0,U,309488.0
TAB2150,R,TABBERT,Minneapolis,631.0,2602.0,,Great Plains Energy,1-377-253-8333,53.0,United States of America,21675 DECATUR NORTH,5.0,95155,8.0,MN,1.0,M,
IEN2151,O,IENTILE,Corona,656.0,496128.0,,Qwest Communications,1-299-375-2909,73.0,Canada,19482 farmers drive,,T6C 1F5,5.0,IA,5.0,M,362797.0
Kho2152,,Khosla,Beaumont,633.0,489272.0,,,1-170-681-2604,28.0,Canada,13932 yamato way,3.0,77024,8.0,LA,0.0,S,2362673.0
KIN2153,O,KINNAIRD,Thousand Oaks,500.0,337207.0,C,Int. Business Machines,1-135-140-6917,59.0,United States of America,17687 DENTON LOWER,0.0,36638,8.0,MS,4.0,U,1940630.0
Fer2154,R,Ferrao,Orange,443.0,120903.0,B,,1-969-212-5514,63.0,United States of America,12687 macon crescent,4.0,X1g 1s2,6.0,HI,2.0,W,3940940.0
fal2155,O,fallahi,Shreveport,500.0,,,Mueller Industries,1-644-729-0811,73.0,Canada,22469 lindale way,4.0,T6A 1G3,1.0,NC,4.0,,2157046.0
MUK2156,R,MUKHERJEE,Tempe,774.0,263504.0,,Snap-On,1-896-382-7021,,United States of America,1485 pemberton way,4.0,33319,8.0,NC,3.0,U,2785321.0
Osl2157,U,Oslund,Saskatoon,818.0,396198.0,,Enbridge Energy Partners,1-913-520-9694,65.0,United States of America,24200 north crescent,5.0,H5k 1r1,3.0,GA,2.0,M,3405858.0
COS2158,O,COSTELLO,Fairbanks,470.0,327872.0,W,McCormick,1-581-267-1864,26.0,United States of America,10666 TRAVIS WEST,0.0,M5e 1y5,10.0,UT,5.0,S,499101.0
Bin2159,O,Bins,Anaheim,784.0,293171.0,,Westar Energy,1-317-788-8214,47.0,United States of America,3123 CLINT SOUTH,2.0,V6p 1r2,6.0,NH,2.0,S,3217379.0
zei2160,O,zeidler,Miami,747.0,420974.0,C,Sauer-Danfoss,1-295-392-8975,65.0,United States of America,20334 ANACONDA AVENUE,2.0,95298,5.0,AR,2.0,W,
Edm2161,R,Edmonds,Inglewood,556.0,424114.0,E,Complete Production Services,1-311-800-7401,72.0,United States of America,10097 smithdale court,5.0,94459,1.0,IA,4.0,S,395511.0
Red2162,R,Reda,Lakewood,386.0,172483.0,,HealthSpring,1-568-631-3375,,United States of America,5899 bonneville south,0.0,79903,6.0,MO,3.0,S,2203367.0
Bal2163,,Ballantine,Elizabeth,672.0,75682.0,,Cliffs Natural Resources,1-256-218-6363,1.0,United States of America,784 olympia lane,0.0,90750,8.0,Alberta,0.0,D,1948845.0
LIP2164,O,LIPSCHUTZ,Irving,,74866.0,,Lowe's,1-663-496-7069,60.0,United States of America,14754 woodview east,1.0,93731,9.0,NJ,,S,3499162.0
kum2165,O,kummer,Nashua,436.0,379693.0,,,,40.0,United States of America,14470 langdon west,2.0,44145,1.0,IA,5.0,S,659820.0
Mec2166,R,Meckler,Fairbanks,432.0,460272.0,,Clorox,,48.0,United States of America,9711 arcana road,2.0,V6f 1r2,10.0,NY,,S,482254.0
ROB2167,O,ROBUSTNESS,Idaho Falls,827.0,260066.0,,Imation,1-684-745-2391,59.0,United States of America,23168 roxboro way,4.0,33115,1.0,PA,3.0,D,3194697.0
lea2168,O,leavell,Denver,760.0,462530.0,,,1-449-565-9173,58.0,United States of America,13153 jefferson road,5.0,m5f 1z7,3.0,DC,0.0,M,2648052.0
Kuc2169,R,Kuchelmeister,Warwick,761.0,324115.0,D,Liberty Media,1-343-254-2428,59.0,United States of America,16336 norwalk road,5.0,t6d 1b2,10.0,KY,0.0,M,425846.0
Hof2170,O,Hofmeister,Provo,415.0,294061.0,A,Winn-Dixie Stores,1-928-038-3834,99.0,United States of America,20263 APOLLO DRIVE,0.0,85001,3.0,NV,1.0,S,1900158.0
cam2171,U,camplone,Irving,826.0,298989.0,U,O'Reilly Automotive,1-085-759-4591,12.0,United States of America,14362 reilly boulevard,1.0,93712,6.0,New Brunswick,1.0,S,3968721.0
Shi2172,R,Shiel,Plano,411.0,230233.0,,Limited Brands,1-372-991-3981,83.0,Canada,15898 APPLEWOOD ROAD,3.0,70181,,NV,2.0,,1720222.0
tor2173,O,torres,Albuquerque,514.0,382256.0,I,JohnsonDiversey,1-334-329-1592,2.0,United States of America,21699 princeton crescent,3.0,E7o 1o3,0.0,ID,1.0,U,961918.0
gor2174,O,gordon,Jackson,476.0,417656.0,,Reynolds American,1-980-165-3848,13.0,United States of America,5359 gaylord lane,,M1g 1q3,4.0,GA,5.0,S,2674201.0
FAR2175,R,FARHAN,Charlotte,741.0,274723.0,,Leap Wireless International,1-687-964-3815,16.0,United States of America,8389 donaldson street,1.0,93831,9.0,TN,1.0,M,3545359.0
bog2176,O,boggan,Sydney,783.0,350746.0,P,Kansas City Southern,1-365-265-6089,12.0,Canada,3871 valita boulevard,2.0,38143,7.0,HI,4.0,S,1986252.0
con2177,O,connelly,Missoula,598.0,357975.0,,Michael Foods,1-163-178-5478,87.0,United States of America,9003 parkland south,1.0,81014,3.0,WA,5.0,S,467050.0
Mac2178,O,Macarthur,Chesapeake,779.0,60602.0,Q,Scana,1-870-768-7596,37.0,United States of America,11480 fennel south,2.0,07502,9.0,AZ,2.0,M,3905751.0
Cho2179,U,Chotkowski,Moncton,643.0,416907.0,,Guardian Life Ins. Co.,1-851-917-7576,37.0,Canada,22806 GARSON EAST,3.0,H7G 1U7,10.0,NH,5.0,U,1642694.0
May2180,O,Mayr,San Francisco,491.0,413032.0,,Cameron International,1-800-998-7550,91.0,United States of America,1646 park hill street,1.0,E4b 1r6,3.0,PA,0.0,D,2137846.0
TSE2181,O,TSENG,Kitchener,621.0,448322.0,,Dominion Resources,1-242-758-1795,94.0,United States of America,17742 holmes rue,3.0,91108,5.0,AR,2.0,D,240320.0
COC2182,O,COCKINS,Sandy,,,,Eagle Rock Energy Partners,1-940-020-2701,34.0,United States of America,20062 carter court,0.0,78237,0.0,MS,3.0,S,974526.0
kat2183,O,katz,Indianapolis,624.0,67742.0,,Jones Apparel Group,1-466-905-9413,57.0,United States of America,14653 peachtree road,,Y5C 1M7,4.0,AL,5.0,W,1172636.0
Che2184,U,Cheshire,Hayward,486.0,417385.0,,Thermo Fisher Scientific,1-162-353-6578,51.0,United States of America,5899 BONNEVILLE SOUTH,0.0,v6m 1q6,1.0,ID,1.0,U,2616777.0
Aza2185,O,Azad,Moreno Valley,529.0,294993.0,,Liberty Mutual Insurance Group,1-479-305-0612,35.0,United States of America,16764 mcafee park,2.0,37250,0.0,IL,0.0,M,3600531.0
mer2186,O,merrils,Milwaukee,617.0,252462.0,Q,Solutia,1-486-004-7866,12.0,United States of America,20487 vickery lower,2.0,M5G 1W4,4.0,AK,1.0,U,95158.0
RAL2187,O,RALPH,Austin,543.0,18471.0,S,BE Aerospace,,39.0,Canada,11344 cole east,0.0,E7o 1h9,4.0,TN,0.0,S,725079.0
Ott2188,O,Ottosson,Casper,531.0,21390.0,,Ecolab,1-186-350-9631,1.0,Canada,16983 flagler drive,2.0,V6t 1r5,10.0,NE,3.0,S,3698763.0
Rod2189,O,Rodenfels,Naperville,829.0,209725.0,,,1-497-589-1980,50.0,United States of America,1625 fernando court,5.0,80192,1.0,ND,0.0,M,1646529.0
Moh2190,O,Moharram,Berkeley,550.0,325520.0,A,Shaw Group,1-512-490-1439,98.0,United States of America,13276 westella upper,4.0,53776,3.0,CT,0.0,D,2962329.0
Bor2191,R,Bortolussi,Lewiston,459.0,30311.0,,D.R. Horton,1-342-528-9873,36.0,United States of America,11358 elle lee street,3.0,77209,2.0,DE,1.0,S,2318873.0
lud2192,U,ludwig,St. Catharines,351.0,253568.0,,Popular,1-126-551-8483,79.0,United States of America,15633 landmark park,3.0,72906,0.0,WA,4.0,W,641809.0
coa2193,O,coallier,Shreveport,359.0,352434.0,,CVR Energy,1-204-343-9984,42.0,United States of America,7757 CLIFFBROOK EAST,1.0,19080,,OK,2.0,M,1063042.0
Al 2194,O,Al bud,Hampton,602.0,492432.0,C,Coca-Cola,1-726-399-6539,23.0,Canada,7079 collinwood west,1.0,97239,8.0,KY,3.0,D,1235598.0
pea2195,O,peacemaker,Charleston,767.0,419550.0,,Liberty Media,1-025-434-0547,,United States of America,5462 knowles court,0.0,21210,1.0,NC,4.0,M,824700.0
val2196,O,valliere,Aurora,514.0,174911.0,,ABM Industries,1-331-811-4582,85.0,Canada,22507 gaines south,0.0,V6B 1S5,,New Brunswick,1.0,S,1813464.0
Loy2197,R,Loyst,Tampa,663.0,31745.0,,Peabody Energy,1-072-696-8938,65.0,United States of America,24160 STAR DRIVE,5.0,29225,4.0,New Brunswick,3.0,M,419792.0
Suw2198,O,Suwanawongse,Allentown,560.0,137037.0,,Terra Industries,1-120-246-8108,16.0,United States of America,16845 boll upper,1.0,t5d 1j7,,MD,3.0,M,545067.0
KLA2199,O,KLAVKALNS,Charleston,471.0,58259.0,R,Teledyne Technologies,1-511-525-1912,60.0,United States of America,1715 texas west,2.0,43234,2.0,TX,5.0,W,815661.0
WEE2200,O,WEEDMARK,Tulsa,406.0,435413.0,N,Bon-Ton Stores,1-128-572-5847,83.0,Canada,24301 fulton north,4.0,93851,5.0,New Brunswick,4.0,W,2643505.0
Tra2201,O,Trachsel,Buffalo,774.0,322953.0,U,CACI International,1-197-609-0889,84.0,United States of America,7255 berry way,5.0,27606,9.0,Quebec,1.0,S,1243192.0
pit2202,O,pitt,Ontario,319.0,361990.0,N,Travelers Cos.,1-912-061-4567,37.0,United States of America,18715 myrtle way,,35217,2.0,Manitoba,3.0,U,1610451.0
STA2203,O,STATILE,Elizabeth,623.0,195192.0,T,Celanese,,64.0,United States of America,20039 crestline court,0.0,77708,0.0,NC,,M,184546.0
blo2204,O,bloodworth,Livonia,309.0,90147.0,G,Supervalu,1-770-385-8660,66.0,United States of America,20108 electra court,0.0,36132,8.0,NH,4.0,U,
Bow2205,O,Bowling,Halifax,749.0,139623.0,T,NV Energy,1-994-475-4795,83.0,United States of America,24050 ESSINGTON EAST,0.0,77095,10.0,MO,1.0,S,3388619.0
Cou2206,O,Couron,Ann Arbor,678.0,396615.0,J,Celgene,1-323-851-3965,11.0,United States of America,8317 holly rue,1.0,92882,1.0,British Columbia,,M,3228183.0
noo2207,O,noorbhai,Chula Vista,415.0,,X,Enersys,1-985-432-5047,83.0,United States of America,9167 zimmerman road,5.0,E7O 1G1,5.0,New Brunswick,2.0,D,2650029.0
Bra2208,,Bragado,Greensboro,842.0,391739.0,,Office Depot,1-269-512-2305,79.0,United States of America,19358 beach street,4.0,v6o 1t9,2.0,MS,5.0,W,
Leb2209,O,Lebo,Fort Lauderdale,554.0,390609.0,Z,,1-876-006-6279,37.0,United States of America,16592 creekbend street,1.0,45418,5.0,RI,4.0,U,2757645.0
bou2210,U,bourret,Regina,659.0,325550.0,,DirecTV Group,1-248-640-5168,91.0,United States of America,12777 pembrook lower,0.0,35222,4.0,AL,3.0,M,2982964.0
Lua2211,O,Luan,Waterbury,608.0,293691.0,,Aventine Renewable Energy,1-683-272-0859,85.0,United States of America,950 WILLS WEST,1.0,19076,3.0,NE,0.0,M,2073728.0
BVW2212,U,BVWORKS,Fargo,454.0,61619.0,,Juniper Networks,1-525-010-8138,,United States of America,19647 bonnie brae drive,2.0,83734,10.0,AL,4.0,U,1939876.0
Bob2213,O,Bobbitt,St. Johns,550.0,445303.0,,Chemtura,1-910-506-2737,10.0,United States of America,19939 BEARD PARK,1.0,94621,2.0,CT,3.0,M,2858774.0
De 2214,O,De coursey,San Buenaventura,516.0,293105.0,,Ross Stores,1-843-065-9804,100.0,United States of America,23070 waldemar road,2.0,M6s 1h9,9.0,CO,0.0,M,2416064.0
Mox2215,O,Moxley,San Bernardino,345.0,226478.0,,St. Jude Medical,1-585-867-5513,,United States of America,23477 vessey way,0.0,M8c 1x5,2.0,KY,4.0,U,1190422.0
Han2216,O,Hanham,Fayetteville,847.0,144259.0,,Host Hotels & Resorts,,1.0,United States of America,22133 wesleyan way,3.0,60615,2.0,OR,2.0,,828465.0
Zad2217,U,Zadow,Montgomery,703.0,212364.0,,Cummins,1-852-025-7769,,United States of America,16701 pearl drive,1.0,M2R 1D8,8.0,KY,1.0,U,3079265.0
SUG2218,O,SUGARMAN,Overland Park,443.0,50136.0,,Noble Energy,1-330-767-6947,29.0,Canada,8157 puckett court,2.0,43650,8.0,TN,1.0,S,3832103.0
Cos2219,O,Costantino,Hampton,,274124.0,,Macy's,1-834-894-3498,22.0,United States of America,6341 charlotte court,1.0,T5a 1z5,0.0,AR,2.0,U,2668580.0
LIN2220,O,LINDSTROM,Hayward,301.0,147109.0,,McClatchy,1-957-862-9149,42.0,United States of America,13342 cecil way,0.0,32258,6.0,DE,2.0,D,1482017.0
ols2221,O,olsen,Lansing,496.0,66281.0,R,,1-966-695-0102,20.0,United States of America,4482 EDEN AVENUE,2.0,90306,7.0,Ontario,2.0,M,2850059.0
Fer2222,O,Fernando,Vallejo,414.0,211254.0,,Markel,1-265-318-0830,99.0,United States of America,1297 GRAY FALLS CRESCENT,4.0,13212,2.0,VA,1.0,S,2638386.0
BRO2223,R,BRODY,Regina,468.0,106807.0,,Discover Financial Services,1-762-750-6665,38.0,United States of America,18716 GREENE DRIVE,3.0,63157,0.0,British Columbia,0.0,S,2747300.0
Tar2224,O,Tarsky,Pembroke Pines,542.0,15654.0,N,Piedmont Natural Gas,1-162-818-2180,48.0,United States of America,7609 josey street,4.0,60720,4.0,WA,1.0,M,557889.0
Buf2225,O,Buffam,Santa Rosa,672.0,398145.0,,Wyeth,1-312-087-4943,53.0,United States of America,8813 olympia north,0.0,93706,2.0,MI,3.0,S,3329855.0
Cur2226,R,Currer,Sioux Falls,328.0,356110.0,,Duke Energy,1-212-528-4839,99.0,United States of America,4382 WISTERIA AVENUE,5.0,63147,0.0,NV,0.0,S,1393026.0
Ver2227,,Verhotz,Greensboro,445.0,54815.0,,Penske Automotive Group,1-090-403-2801,26.0,United States of America,3695 SILVER SAGE DRIVE,1.0,T6b 1j2,8.0,DE,2.0,M,408633.0
Sch2228,O,Schutz,St. Petersburg,327.0,339019.0,,Interstate Bakeries,1-591-408-3139,24.0,United States of America,8830 saratoga east,5.0,30307,7.0,AK,0.0,W,1984436.0
Cre2229,O,Crepeau,Greensboro,489.0,93925.0,,Ryland Group,1-581-209-1534,62.0,Canada,10331 round lake upper,4.0,22325,5.0,Saskatchewan,5.0,M,1404547.0
LAS2230,O,LASSIG,Evansville,413.0,230037.0,,Universal,1-449-824-2582,46.0,United States of America,2023 REYNOLDS STREET,5.0,98404,6.0,Quebec,0.0,D,1761507.0
BOG2231,O,BOGUMILL,Sterling Heights,704.0,461496.0,B,Neiman Marcus,1-938-998-9622,10.0,United States of America,5740 PINTO CRESCENT,4.0,H5j 1p2,8.0,Manitoba,5.0,,2227297.0
PRO2232,O,PRODUCTION,Victoria,375.0,273162.0,,Tech Data,1-617-823-2859,65.0,United States of America,18675 calhoun lane,0.0,36659,10.0,MO,2.0,W,967270.0
Nao2233,R,Naolu,Fresno,681.0,172115.0,W,CHS,1-117-974-9493,98.0,Canada,24399 rollingwood crescent,2.0,15232,9.0,British Columbia,,U,747031.0
Gri2234,O,Grissom,Norfolk,575.0,36882.0,,Administaff,1-688-568-2577,69.0,United States of America,3909 marcus road,1.0,23505,2.0,OK,5.0,W,3172177.0
Lav2235,O,Laverty,Garland,,299947.0,,Energy Transfer Equity,1-647-875-1852,3.0,United States of America,10302 BASSWOOD SOUTH,2.0,43611,8.0,Prince Edward Island,5.0,M,326172.0
KRE2236,O,KREIGER,Santa Clara,359.0,12288.0,R,Zimmer Holdings,1-594-362-8351,0.0,United States of America,11183 wilshire avenue,1.0,19025,4.0,CO,5.0,M,1134832.0
Td2237,O,Td,Scottsdale,655.0,280713.0,E,Procter & Gamble,1-881-272-2852,17.0,United States of America,10534 milam north,1.0,85269,3.0,ID,0.0,M,2940157.0
VRE2238,O,VREUGDENHIL,Eugene,576.0,201411.0,B,Tupperware Brands,1-987-801-6707,44.0,United States of America,6590 yohan upper,2.0,35279,1.0,Prince Edward Island,5.0,S,2623046.0
pbx2239,U,pbx,Montreal,493.0,,Y,Pitney Bowes,,60.0,United States of America,16096 burnham park,3.0,14603,8.0,TX,2.0,W,1128811.0
Lac2240,O,Lacasse,Fort Collins,715.0,130185.0,,International Paper,1-940-312-2282,90.0,United States of America,17362 coffey upper,4.0,M3W 1L2,9.0,Alberta,4.0,U,1236194.0
Mei2241,O,Meiser,Windsor,639.0,104271.0,,Tiffany & Co,1-608-729-2555,30.0,Canada,20827 clint way,2.0,M5A 1W2,2.0,Saskatchewan,4.0,M,3767930.0
Cum2242,O,Cumming,Chula Vista,733.0,491280.0,,,1-034-240-6539,79.0,Canada,15336 shadowbriar east,2.0,98118,7.0,WY,4.0,S,
Bro2243,O,Brownlie,Winston-Salem,385.0,182489.0,,Home Depot,,23.0,United States of America,3234 pasadena boulevard,5.0,94220,2.0,New Brunswick,0.0,W,3041308.0
Bru2244,R,Brunsting,San Bernardino,484.0,,U,Supervalu,1-663-253-7765,90.0,United States of America,2201 cone avenue,2.0,93776,8.0,OH,0.0,U,3873645.0
Kik2245,,Kikuta,Costa Mesa,831.0,301456.0,,Insight Enterprises,1-413-077-1895,2.0,United States of America,18123 CORMORANT CRESCENT,3.0,85235,,NC,5.0,S,1653673.0
Dan2246,R,Dantzler,Vancouver,557.0,160217.0,R,YRC Worldwide,1-940-584-7789,58.0,United States of America,3234 PASADENA BOULEVARD,1.0,85267,6.0,CO,2.0,S,2992277.0
Sev2247,U,Severin,Reno,543.0,218278.0,O,Southwestern Energy,1-952-017-3541,69.0,United States of America,19453 WISTERIA EAST,5.0,90331,,SC,1.0,W,3264333.0
Man2248,O,Manuszak,Nashville,307.0,51626.0,A,Estee Lauder,1-266-082-2325,15.0,Canada,7766 brown rue,2.0,99779,5.0,New Brunswick,1.0,M,3994013.0
NAU2249,O,NAUJOKS,Stockton,460.0,446209.0,T,Caterpillar,1-146-030-0334,55.0,United States of America,12449 KNIPP COURT,0.0,21701,7.0,NE,3.0,M,3575154.0
bor2250,U,boraie,Santa Rosa,583.0,202504.0,D,Equity Residential,1-275-990-6211,65.0,Canada,22282 bramblewood park,0.0,59803,2.0,ME,0.0,M,3930784.0
hug2251,O,hugo,Colorado Springs,751.0,268782.0,,Brink's,1-749-352-4215,4.0,United States of America,11976 halms upper,5.0,A5e 1b5,6.0,SC,2.0,M,2620437.0
Syd2252,O,Sydoryk,Grand Rapids,,293569.0,D,Allegheny Technologies,1-131-600-7324,37.0,United States of America,12773 linden west,0.0,99723,3.0,MN,0.0,M,574754.0
EAR2253,O,EARNHARDT,Livonia,719.0,109482.0,,Apollo Group,1-784-178-6214,96.0,United States of America,15613 PAINE LOWER,3.0,T5a 1x3,6.0,HI,1.0,S,398547.0
sha2254,O,shackelford,Oxnard,318.0,36620.0,,Newell Rubbermaid,1-252-859-6160,70.0,United States of America,20394 macon avenue,2.0,77068,6.0,TN,5.0,D,
DYB2255,R,DYBA,Thousand Oaks,841.0,354302.0,U,McGraw-Hill,1-992-454-1686,26.0,Canada,19551 alexander way,0.0,35299,6.0,Ontario,0.0,M,2630153.0
Whi2256,,Whitt,Des Moines,,373145.0,,eBay,1-812-756-0264,48.0,United States of America,12957 midway park,2.0,99533,5.0,HI,4.0,M,707793.0
CAM2257,R,CAMPEAU,Tallahassee,835.0,405984.0,,Protective Life,1-378-592-8978,42.0,United States of America,11376 KNIGHT COURT,1.0,t6c 1k6,2.0,VT,3.0,U,1417934.0
Gav2258,O,Gavin,Simi Valley,429.0,55640.0,,Bristol-Myers Squibb,1-815-961-0727,4.0,United States of America,13327 darlington drive,1.0,T5a 1j6,7.0,WA,5.0,S,1289312.0
KUR2259,R,KURACINA,Austin,540.0,28337.0,W,Hewlett-Packard,1-459-942-4608,80.0,United States of America,24717 midland lane,4.0,90775,7.0,MS,1.0,W,2108279.0
MUL2260,O,MULVIE,Fairbanks,586.0,121726.0,W,Staples,1-157-045-8689,28.0,United States of America,4966 westpark south,3.0,35815,7.0,AL,2.0,M,3266194.0
