prospect_AgID,prospect_LaNa,prospect_AddrLi1,prospect_MiIni,prospect_OOReF,prospect_NuCreCa,prospect_Inc,prospect_NuCa,prospect_NumCh,prospect_MariSta,prospect_A,prospect_CreRa,prospect_Emp,prospect_NWo
iwp9329,iwpghalrdeuyuncpxojaianrokcuj,Hrjgfshvkahv,,O,4.0,217250.0,,2.0,S,41.0,646.0,International Game Technology,735994.0
VDX9330,VDXWJBPHGD,Azxpmfnlgypttrcvfsoetbktcsjsvdlmbrju,,O,2.0,386927.0,1.0,0.0,W,2.0,563.0,McDonald's,1439992.0
XOT9331,XOTHLHFWLVNUDANICZVBHVZQMM,fdhrmqbrfsnpqgdhjpmgceeqmndsreqfqwpnufbjtgy,,R,7.0,223494.0,1.0,2.0,M,39.0,821.0,Steel Dynamics,1274990.0
bgd9332,bgdjhofbkvrtcjcvh,Iapfxocyabqpafnphkqiitqckpeerpngsqcwunoyufxtcemppailkipmkxacuugmfrqfzgfmy,M,O,0.0,372159.0,3.0,5.0,U,96.0,455.0,Helmerich & Payne,206621.0
LWI9333,LWIJBHYAK,HHONPGZVCSSIQFDJOZIMQRHRINATOCKFGLDKBGPEZZCMAQTWQPIDXMQZEGCWLDM,,O,6.0,462514.0,3.0,3.0,M,13.0,662.0,Lear,2310238.0
EXK9334,EXKABAMXCPMPKWVLHILKMPGA,pifhdafzygmqtoilalaiduuliobfkvzlhi,,O,5.0,93567.0,1.0,3.0,U,44.0,818.0,Atlas America,
nyq9335,nyqidnnkakqlcwscaouyxuqruqae,Fuexijfecuwvbnziqrldiqhmcephfnzfvgncyebwmfqkzcvbiudkbyshvuofktichqanmreie,o,O,5.0,410810.0,1.0,,U,63.0,701.0,Jones Apparel Group,2044618.0
Hdi9336,Hdihvvewyckk,Ugrlygznksqmynlvxbylnzxeokcpuwqudsllunbllagakkuyblskutuogodelddmbm,G,R,5.0,177807.0,5.0,1.0,M,74.0,547.0,Henry Schein,556278.0
YEV9337,YEVSITPTTFMNXNGKCJ,,,O,6.0,220965.0,0.0,0.0,D,13.0,511.0,Celanese,3284453.0
jmb9338,jmbftxvvfwysz,wunnsxtohdflbukesllwffcrejntprpqwfiwxvvtkqcebmwqcnprtyh,,O,7.0,7870.0,2.0,1.0,U,98.0,776.0,Applied Biosystems,3775743.0
Uhs9339,Uhszphnuf,Wzkqkuyarzdaiivcerrihozmdguqfulmfmnxnmi,G,O,10.0,359152.0,2.0,3.0,W,20.0,603.0,Las Vegas Sands,1974666.0
Pmo9340,Pmoyhbghbqnj,,S,O,2.0,244334.0,4.0,0.0,S,49.0,413.0,Coach,1329378.0
BMP9341,BMPLCGLDOJCAPBEVVZHTNKQ,RKRLPIAGGLCQCTZKRNBANXPJHQQDBWJPSKWPNTHRKBZOCLUSFKQMXITDPTDUYVSUEZBYVVZJNLAOB,,R,2.0,428099.0,0.0,0.0,,8.0,481.0,Ameriprise Financial,2909229.0
HOC9342,HOCTAIMFPJDGZJHB,RGJGTKHEQAWNTWWTHQJQZORWIUJFCTVBAMZINETSATZFS,W,O,2.0,325852.0,1.0,5.0,M,59.0,673.0,Vought Aircraft Industries,
uoe9343,uoebfrpkxmhqklwwjvmevu,Seqqgldmmbfolljsnjyjdryebucxbhbvohujbvavovhkqjrjhybeddughlqqftqfiuegwy,,O,4.0,,1.0,5.0,M,55.0,726.0,Hanesbrands,2869101.0
ddv9344,ddvqxpgrr,IMOFNFOSPKRCDECGTPSFNPONNWXRSLBIWTMYFEUGNPYNCLMTBSHWGDZIVNSVOQLWHRJ,,O,10.0,31005.0,4.0,4.0,M,,394.0,J.M. Smucker,565070.0
AQO9345,AQOKLOKMDHIW,Rrrpritsqgyoxjqtngkrnjwsctmcxlbnmzrihihduqucaluzgacrlnzmu,,O,3.0,5605.0,1.0,4.0,M,25.0,613.0,Conseco,2283039.0
Cxi9346,Cxiybtaprkizhqhmwkjewlsjap,Limurlputyexlrupkgaexdgwpdrtvllnbmhksrsgvoqzdicfexnvqldfdfqhcqnqsqapvhkxz,B,O,3.0,159171.0,5.0,4.0,U,8.0,361.0,AptarGroup,3189016.0
Drr9347,Drrtwr,FMFEWKUHEWKCBSJWFFIX,,U,10.0,360692.0,4.0,5.0,M,89.0,577.0,Helix Energy Solutions Group,2654496.0
Bno9348,Bnojfhbfenwespohegwakvt,Pvxatpndkxvwrslzxxtlrpeicwblpiwhlqidngzvuzhnndmsvbikhxduxjsqhrtftpztotciumz,,R,3.0,71803.0,0.0,0.0,M,9.0,455.0,Sanmina-SCI,2716732.0
ibm9349,ibmuehqxrxzeptwngsiezgvgaeztd,Jxmqxbyoy,,O,9.0,431130.0,4.0,3.0,U,33.0,647.0,Vought Aircraft Industries,266702.0
Roq9350,Roqafammmuvpwxibe,Flxqbpmfihthvloklurscit,E,R,2.0,402077.0,1.0,4.0,W,83.0,344.0,Thermo Fisher Scientific,3036109.0
Bee9351,Beequyncxupianpfvrtw,,,O,5.0,317493.0,2.0,4.0,U,76.0,702.0,Morgan Stanley,802666.0
pmt9352,pmtuqtkegdapmr,,,O,7.0,242846.0,5.0,2.0,U,21.0,602.0,Hershey,2121177.0
XNV9353,XNVOYYDIDARTIJAWVCTDKWCSHFRRUK,Vofselcthhgvuhsadnglmzimyuqgfsostiwcslnvstpqaasplp,N,O,5.0,189279.0,,1.0,S,42.0,526.0,Noble Energy,3243442.0
Hra9354,Hracsjnosjdmht,rxgkinshlojqfodfkuhfbniijmxwwikswyanvfvitmfzcqvsqwyjuidvk,m,O,3.0,96167.0,,5.0,D,95.0,,Century Aluminum,2021690.0
xmp9355,xmpunfa,tipqftrqsqayxbrwpeupdwrfkrddwgmdr,z,O,5.0,321492.0,4.0,3.0,U,70.0,514.0,,1980845.0
Mlt9356,Mltudkmvjmjxtg,Yywumjyjolpxregxaorxmatnteghskplphcuckttywcxftoqdsysipiu,,O,6.0,66367.0,2.0,4.0,S,66.0,331.0,Terra Industries,838050.0
kfj9357,kfjdfrmfsdvpygcs,DFJEWKEJQLITQPGHFXMMCKLUEFHXBOCONKYJRDZMFOPVOHQBVGVIQNGNSUTHHOBLMLXGMFISHE,,O,9.0,257884.0,5.0,4.0,W,73.0,840.0,Mattel,2021368.0
XGL9358,XGLXJODSFPENAHQVDETJLHTLEAKQ,fxefczwhvsqtdfwbu,,O,10.0,449830.0,2.0,2.0,U,88.0,668.0,,176674.0
Aio9359,Aiogsioqctvxepkkyoeunuiikovef,Xtlfuhdzolfiopgarhzuqmpgisdjw,o,O,4.0,58702.0,4.0,1.0,M,70.0,474.0,Fiserv,630392.0
jjd9360,jjdaaestqrkhgwsdnut,Cnvhwqsnizpwazklfklploolcyfvkebuocshdke,,,10.0,32361.0,4.0,3.0,M,43.0,368.0,Emerson Electric,939924.0
pru9361,prudmlnatpkamdwtphrosbhsokzhy,Ivdmfkobtnktrerpuxlqxnbsshaqqpauoatvpgrtvmxomevqmgtqussbjds,z,R,7.0,445223.0,2.0,,S,47.0,425.0,Rite Aid,1766726.0
Pus9362,Puszxt,SFILIJQVMZLODPRDKHZNMGZDDZPJIMCHXEIEMOOZGHWHMHRTMWPCRPFKDTCTHX,K,O,2.0,415398.0,,4.0,D,88.0,320.0,Sunoco,730781.0
qiw9363,qiwskmanbwyuapwkwytqqog,Zisxgkjncbnecmpqtkkjnkxxewrqsrtgnaomkn,,O,3.0,249106.0,4.0,3.0,W,11.0,486.0,Key Energy Services,3702054.0
Xje9364,Xjentilutpkqclvzrsklvekht,Tduwwnmzpbancwdgcyhv,M,,5.0,305306.0,5.0,5.0,M,24.0,342.0,Marathon Oil,3474079.0
edw9365,edwoaxqkoocmyslqfbplsntuoa,Esdodf,v,O,0.0,31765.0,4.0,3.0,U,58.0,346.0,,837037.0
Ayj9366,Ayjdbvncpqvikogackpndqhirjeywl,ANVEWXDUQMOHXALSVWMMEQLEOOPDKYEDOCEARJIGFLK,,U,6.0,329439.0,5.0,5.0,M,35.0,319.0,American Electric Power,1482994.0
smf9367,smfnrdwkryfjlhdtfcotqfrs,GIYHHMYMDPKFTWPODHTEMTCYUWTISDJOCWKD,p,O,9.0,49130.0,2.0,4.0,S,55.0,782.0,Thor Industries,3433840.0
Flj9368,Fljkjnwuolfizmfrrsdv,Wshipoblsnieamuyfctxzacqt,,O,2.0,432107.0,2.0,4.0,M,46.0,827.0,Werner Enterprises,926004.0
lrq9369,lrqsfwewbpqgvkpe,Pxozlbexqtershanbrzfitnxmbwbzunsrylsjvdttjlqbrockvgaxzlsbuuuqxeilmawkpttjiqka,I,R,5.0,321346.0,1.0,0.0,U,30.0,705.0,KAR Holdings,1032078.0
Zrb9370,Zrbfcondoikwmxxd,qpgnstdxctltzftdpwhavbswurdl,S,U,0.0,471404.0,1.0,1.0,W,27.0,808.0,Bank of New York Mellon Corp.,677109.0
Aqo9371,Aqosnyjpzyogzk,Zboqlqxcslsknqbetigflwjhuctwb,,R,9.0,434232.0,1.0,2.0,S,26.0,837.0,Ashland,2824015.0
FBJ9372,FBJVTMODMRXGCGOQNL,Uqmcajxljgjlclplwvpg,o,R,9.0,354702.0,2.0,,U,36.0,576.0,,2823628.0
PWQ9373,PWQEELVHLSLQXXW,Syjpyouwdnuusoqbjibhwqjmawersprxmaikkfvxvjenlkwujrojbvhrwqnpoeusccsvhwyphgtiua,,O,8.0,91047.0,4.0,2.0,U,92.0,623.0,,3865939.0
dkk9374,dkkbuleomucwvdquzqhwzv,SJZOCXESRFDUCUJACGPHKTNYGQSCGUMHYYTYFMIGPTUGJRFMJOHWVNSSGIIBMSNHHIQD,,O,1.0,245856.0,4.0,0.0,M,100.0,392.0,Portland General Electric,706155.0
NBE9375,NBERSMIMGLHLHRVIQXDTXE,auchfnpkvtzvifftsulbcf,,O,8.0,230479.0,2.0,2.0,S,89.0,367.0,Chubb,1704399.0
kds9376,kdsmxhuutvyeicjdhndleeedpzsz,yuvbwdltxiokgmosbpbzjkblkfwnjzfsuwkhsdjmndpjoaacxlgmdquvk,,O,5.0,154892.0,0.0,1.0,M,30.0,814.0,Cabela's,3871317.0
YTF9377,YTFLBXIA,Tfbswypagdsrbwvqbvcapgdpgjtgklxwrmhqdxbwbhjqzofwbgeqfblughihekvqxlbdouvboglwldo,,O,3.0,486835.0,3.0,2.0,S,89.0,461.0,Puget Energy,3576531.0
ecj9378,ecjibgbllojcwyaxsulyvadl,Etqflrjhvvbkotindjubzeqkugmwvtpclcipfdnlswtflyvmhkllxvrvuliekgrjdnryteguarfnkhmq,L,R,,325531.0,0.0,4.0,M,75.0,,Macy's,3418165.0
DOM9379,DOMDOZUFAGQMQBQWNKAOFGREGJJAFA,Jxzrjwmfmtfviadpqseitrnky,d,R,0.0,466191.0,0.0,3.0,D,97.0,342.0,Exterran Holdings,3762568.0
WKU9380,WKUSBSJDTXNDP,,Y,O,4.0,47954.0,5.0,1.0,U,,527.0,Bob Evans Farms,17368.0
Leo9381,Leoeqdbmzikhygu,CPNWDJYQDMJHTLLYPOEACLXGSTNFPUQKLBC,,O,0.0,43295.0,1.0,1.0,M,57.0,309.0,Goodrich,2547897.0
Ole9382,Olejbofkbnvzfvneotxoflbqdk,LKWQEYMVDHJVZMIWCGSRTHRFZALLAIWEPROICMEA,m,O,8.0,49091.0,4.0,5.0,M,12.0,773.0,Annaly Capital Management,3455552.0
vct9383,vctlxovpymfdaadj,WSOIO,,R,1.0,125450.0,2.0,1.0,M,28.0,677.0,Cypress Semiconductor,89300.0
bdi9384,bdippeifpfeyqzcsmvfsvdbfrjeemx,sxsiqwqjhfdpjmvgabcksottzpqqyhbakhkcelfplwizlcrwadzgvixrbdznjqrletumkye,,O,5.0,50009.0,3.0,3.0,S,8.0,355.0,Microsoft,
Pjk9385,Pjkolknhijxidcfefkxkrf,dznymfthialltmwcyfabucmgrorcxqkynmoibkvzadqxuowyrngnwwrr,R,O,1.0,411841.0,,3.0,U,6.0,850.0,Ameren,188683.0
Gzo9386,Gzogxxtzcslp,JWEBXMMSQQZEWPDTEFJ,l,O,3.0,282042.0,1.0,4.0,W,80.0,,Weis Markets,47266.0
Vpn9387,Vpncsisq,Ludqlxwprwbxosw,,R,8.0,76695.0,,0.0,U,1.0,450.0,Progress Energy,3441452.0
orf9388,orfqcufybbdwiuob,Zhcajnhbrckefeqxnvp,,O,9.0,169740.0,,4.0,M,20.0,756.0,Visteon,3472455.0
Hqq9389,Hqqtesfgobwqhqlxlrigtjhiyacff,ROMDTIKNVAYSJVLQCUQRWXQEPWWIXRGHOCDNJUDBZD,O,,2.0,87347.0,3.0,0.0,S,13.0,711.0,Kennametal,2731857.0
JZT9390,JZTTKFNOYOIZWIGJMTG,Tnekycorspvxexvfdovtowrmbzjmmekuixdqplxfmulaormplvokteeelrw,,O,2.0,134444.0,5.0,5.0,U,18.0,485.0,Unum Group,3393312.0
UIO9391,UIOSLRRIKHJAJYDGBKILKORBAFKF,UUWNBWOWUREBRNXJOFAVQPCXTVUUFEBHMNPGCFXEZXCALE,s,O,6.0,490524.0,0.0,1.0,U,3.0,693.0,Saks,352441.0
HNC9392,HNCLDFJLSQQVOPK,,V,O,4.0,492505.0,1.0,1.0,U,14.0,308.0,WellPoint,15207.0
WUT9393,WUTEHVRLVGHXSSEGHUKJUHF,RVZNQHOOZERHGTNQODRZAIPGOSWMMTUU,n,O,2.0,163057.0,4.0,4.0,,17.0,394.0,Mosaic,944635.0
Paq9394,Paqkpmogtsevtg,,,,0.0,31495.0,5.0,2.0,U,85.0,505.0,Perrigo,54176.0
WDL9395,WDLMUFNAICOMNMHHZD,HDKLJAUJJZQ,,O,2.0,259876.0,0.0,5.0,S,53.0,340.0,Cintas,2529652.0
amx9396,amxjfjgruw,Sngcdgdmiqsfiwwmfkmohlsjjqoqdqzbspjpouogujhvzedudqkhmcoaoaqiuvhztitqxkwyiyq,E,O,3.0,449245.0,3.0,4.0,U,47.0,,Texas Instruments,3677433.0
cyp9397,cypugdgcjqprjtjcxahkwgipyjbv,qtehiohrmvlmsywpvkqpdx,O,R,9.0,143275.0,3.0,1.0,S,60.0,820.0,Advance Auto Parts,3100245.0
ETG9398,ETGDMXVVTVDKFGDT,Ixmmtfdbfnjvjlbuolanldheuojcrohnccjqjmqcvmdecfqzkyvcd,,U,6.0,41921.0,1.0,2.0,U,38.0,501.0,,847782.0
Bsg9399,Bsgofuauvjpvtylxalhup,qifnevglowuqdihkaalxnvkgyzqmqkldrnnowlsqnmehayfqsknaakqg,,O,7.0,257887.0,,1.0,M,83.0,817.0,Live Nation,1163096.0
OAW9400,OAWEXBZRBGJFZGIGZ,EDMWBEGIPNMTF,k,R,7.0,30394.0,5.0,,M,86.0,653.0,Univision Communications,2521199.0
nzr9401,nzrumaphavdo,Chfvsbnuthpjwuihipmjnvteduyqajtfkwjubkhmfvfeessehntixvarvnhogabeqy,,O,4.0,,5.0,3.0,M,23.0,342.0,Procter & Gamble,1028705.0
Jwn9402,Jwnbagheaoevujfanobrqz,YQXWKSVHJPJDSEMOPVFCPOBFLITKUNUQUDFESTKVETHAGPPWDJEEZBYEUIWUBRJCRQKJJL,I,O,4.0,324312.0,3.0,3.0,U,86.0,470.0,Enterprise GP Holdings,284279.0
Ozn9403,Oznvqpzwxbzyaqsio,Djmocxeqwenrrnhwvuhuqcvdhptxuuptgxfffynaxmfguybanmlgka,,O,6.0,206115.0,3.0,0.0,U,95.0,738.0,Great Atlantic & Pacific Tea,3982154.0
Coy9404,Coyxmzjraqajpsfz,oojwwgn,m,R,4.0,286350.0,4.0,2.0,S,66.0,721.0,Guardian Life Ins. Co.,1358649.0
Yig9405,Yigivmsskhaymsjbdapgveha,njdtoxprjctsxbihwydhthybtjimnskiybwijkptlmgfujagoiuebiovuusxdt,,U,4.0,,2.0,1.0,S,40.0,608.0,Berry Plastics,2950960.0
Laz9406,Lazjxsva,,d,O,4.0,396153.0,2.0,3.0,W,93.0,387.0,Xerox,
Gou9407,Gousrcxolpdcppgxnuwosiljedjrq,lazxabkldnvllkfvjgabduysqudrmwjkyjaqcivexokksqixs,,O,3.0,113282.0,3.0,5.0,S,,,,
Den9408,Denwxbmvj,Kilgrntjdfhxg,k,R,5.0,107612.0,4.0,1.0,W,67.0,535.0,NetApp,3035527.0
Jft9409,Jftpoenpdwhtfpl,Ipepdkutbkyhwnsnbpmwrzvkuboxfgzofceqnnllzz,v,O,10.0,52850.0,5.0,2.0,M,44.0,602.0,Cliffs Natural Resources,
SBQ9410,SBQKXFEOGDQTHKASJGCVJMPXRTQ,Qmwxfhdnuvr,S,O,1.0,442069.0,1.0,5.0,U,85.0,791.0,AECOM Technology,2078834.0
DQN9411,DQNCFESCLFGHLRAZONYXOLYMT,Pfbdja,,O,4.0,424497.0,2.0,0.0,S,20.0,565.0,PetSmart,932477.0
Gxn9412,Gxnxgllezimfzoydoto,TGFQFIAOIXQVOWPLFNLVSAHBZIVUQXCPWKNXUEHHYEVYFXDCBJVNDXQMLEYNGCAVIOACQMTQH,,U,9.0,194585.0,4.0,3.0,,55.0,785.0,Hewlett-Packard,2356456.0
Uil9413,Uilwtdxhdxslwdgqcmqlaa,,S,U,0.0,427521.0,2.0,0.0,U,40.0,801.0,Hudson City Bancorp,2372383.0
GXC9414,GXCREA,tmeyiaqxajnupsbrmgdwwpyqyuobnjoljod,,O,4.0,25203.0,0.0,3.0,W,82.0,398.0,American Express,2157485.0
grg9415,grgavyxejbmddfshvsdsqlgmudbj,AQBABKVAQRXYSEPIXSEYUMVQQHTNKUKWPEXEJSGTYQTHUACSNEEZ,,O,9.0,314243.0,0.0,2.0,S,40.0,679.0,Kla-Tencor,1629131.0
Lbi9416,Lbimxyxlfawvqz,jhdivvnpiuakzmtklchbulifgdzfchfbzeuvciujsfsalbhgnqocsudmvjuxkihrpxmdoohze,J,O,8.0,215905.0,5.0,0.0,M,39.0,356.0,J.B. Hunt Transport Services,1281786.0
jha9417,jhagzgl,Rwcvrkwajhadbf,,R,9.0,249321.0,,3.0,D,56.0,480.0,Cabela's,
HMW9418,HMWBGTSOGICYSOMKLSTXWZTCQA,,,O,8.0,435102.0,5.0,0.0,U,73.0,376.0,Nicor,1912860.0
cvf9419,cvfulexvpzags,kxpgibfstrkkftbdyamucdbalmqahemrsxhsjufvtzixcswafwqbquhsiwvqobyakuktihs,,O,6.0,359437.0,1.0,1.0,M,,591.0,NiSource,815582.0
Psa9420,Psajlnai,OKDUCMYRPLMLRE,,O,0.0,197021.0,4.0,5.0,M,61.0,516.0,Crane,1475743.0
tcb9421,tcbavzovims,Wfentbammniegyxnfrwpmbzfndaomrdlzzuwrwpkiqqevcagwsvwpssmreylctucdnnwhvingmw,,O,4.0,188916.0,2.0,,S,33.0,595.0,Wyndham Worldwide,455426.0
Mcp9422,Mcpjwibnpbcievzaidbpdyzevjnwg,Qzxcjjloqrhqhsvqrywvlaoeqppetbcrvmwn,,R,7.0,181793.0,3.0,2.0,M,73.0,688.0,,1352390.0
Gcp9423,Gcpbqwoxfbgawsaxfsbjcobzpalqtu,Addnshoeikxalllpgtmepn,,O,10.0,271110.0,5.0,1.0,D,67.0,724.0,Bemis,205601.0
Mcp9424,Mcpeasqbdksfhhicigig,Jcgmbs,,O,6.0,43922.0,5.0,0.0,W,34.0,813.0,Kansas City Southern,2763552.0
Sgq9425,Sgqmixjli,Ybbopmozjtqlbuvtyqtjhmballiaxapdsvdmuffkbpeatazhwaxhqmnndcc,,O,,72410.0,4.0,2.0,S,15.0,307.0,D.R. Horton,2495715.0
VBI9426,VBIAHYKCJXQYRMWFQXEKO,pnpphhyfcisxlifcltnqxirbdmzdfbweduyirvomsrqymbsppujsp,,O,8.0,53233.0,4.0,3.0,M,58.0,729.0,Yum Brands,2159419.0
Mjy9427,Mjyhgaskpxawfzvlns,QTAEBN,,O,9.0,246776.0,0.0,3.0,S,45.0,656.0,CB Richard Ellis Group,1071328.0
JDI9428,JDIVWSTWZIVNDIVIXWHXQUQTJRMLH,YGUKAIMCESZBTSST,,R,3.0,474229.0,2.0,,D,57.0,810.0,Paychex,501427.0
Jgv9429,Jgvhygmsa,,,R,8.0,346332.0,,3.0,M,13.0,613.0,FirstEnergy,1364129.0
WZF9430,WZFXOZHVWOENDYCNN,NIYGALBCIGQOHYCQUMAUJVFTHHISHSRNCEYMGIEPEKORXSHHSBODGDANLITR,,O,2.0,,2.0,4.0,W,11.0,486.0,,2773908.0
Ise9431,Isekxbydjfsd,Yvuwegaqkrvghlnmxeljvddebncvgplszgynabweadvbziiwqcg,,R,6.0,32728.0,0.0,3.0,W,75.0,,Varian Medical Systems,3953127.0
HRJ9432,HRJFXSY,Wzqjuplvbdkusgeaojieayboslsxrugixmsmuptxhepcadmqwvvcarpxgkljkqdvxagu,Y,O,9.0,313671.0,0.0,4.0,M,83.0,418.0,Tiffany & Co,2931206.0
mcu9433,mcusdrmacvfqmclkvmecmvg,Ucwkiiogjpvlhcmutteosoiqjownbmbjikbbxotujdgodpdp,b,O,9.0,275885.0,,,M,77.0,,,1090819.0
Hqp9434,Hqpeov,VCVMTMMLL,f,O,4.0,220493.0,3.0,1.0,W,46.0,759.0,Fleetwood Enterprises,
OQK9435,OQKWFFLWNULPTXOUZTOLG,Qlgzpzdwofzzvawkmvadammmazodrwebvtmjftgyhebpzzgfxiuqr,k,O,4.0,213252.0,1.0,5.0,M,32.0,404.0,FedEx,1121482.0
KRG9436,KRGVPPEKHCUJZV,,,O,4.0,83831.0,0.0,1.0,M,51.0,544.0,Assurant,1687602.0
Que9437,Quemajsgmdnqt,Iuucregtvplbunmpiywryxsmjhahcyseqqnvzbagreebjxvporgidpamfhuxqtvtsiws,T,O,10.0,157956.0,,1.0,M,58.0,385.0,Vectren,863567.0
oes9438,oesxklabtcibu,Lwqlllxczdpr,,O,1.0,,4.0,4.0,,1.0,649.0,National Semiconductor,1915336.0
Cuf9439,Cufrjtnpejrlfa,CMJRCR,,O,2.0,,3.0,3.0,,16.0,703.0,Sonic Automotive,1108967.0
Omv9440,Omvgtouw,RMHAZXNXXVPBITZHJPHWGRERATOUHMKPEGPTTPTAVIPIOOEAWXXNETCKWM,,O,0.0,467572.0,3.0,1.0,S,28.0,,Nucor,1564637.0
Jgw9441,Jgwrghkaifnpcggyklb,Gbczfijciqijpgobbai,,O,4.0,43184.0,5.0,2.0,U,33.0,369.0,MeadWestvaco,2698242.0
pus9442,pusbz,QBIJUJRYRGDCVRNTYXVPKMJMVZJVCNARVQLXNZGX,,O,1.0,182367.0,2.0,4.0,M,83.0,735.0,Goodyear Tire & Rubber,3827700.0
ILQ9443,ILQWYQNDHHOGREWAQHFJYHVKHV,hbfaaqnvtbtroqomyhdgkbgryqdpvklhbcizzsyjfijwcicjubueybkwfgcaupfnvavqjfkmxemjw,J,,,94040.0,2.0,3.0,U,0.0,805.0,,
Jgk9444,Jgkzbqbgmgeklikjdwbwvi,Syixuxmcpeqzotnmnnugkidkexsjfsmnmazfrrjivddarmpqroucbaemoymvzgwwumabsiblf,,U,2.0,77740.0,5.0,4.0,S,,641.0,BE Aerospace,3966122.0
Dwc9445,Dwcmwsexkefzscbdvacirjchyvpt,ggtrfwgvjirilowvoiacbqojagpubuwdyravocvibfrizhouenfkhqijswodkuhkwsuebwitclwtokv,,U,5.0,404963.0,0.0,4.0,M,65.0,730.0,Hertz Global Holdings,3248589.0
dqt9446,dqtwzvwvzntfbbcwfdgl,Suceiidxnihsxueo,X,R,2.0,330058.0,2.0,1.0,U,63.0,834.0,Whirlpool,1543885.0
VCR9447,VCRSCJQZZUBVRDPSNBWJF,dtxphhutopsxjnbtrilrdrhbwxyiwhqlqnarnrolcjfrxaoxtoprmteuxeddbmxdqzmetomaoties,W,O,9.0,417458.0,3.0,3.0,S,5.0,424.0,AbitibiBowater,2846842.0
VMX9448,VMXKXNYRULQJLUDOATCMDHT,iyivizsrlldprtqsotwsmdlmprzdcuvhqba,W,O,4.0,278446.0,1.0,5.0,U,80.0,711.0,,
ovr9449,ovrucmqrllox,Xjbdqspxkjvrkehubdgbqscdarxxeismwxujpibunvfxjexiqpnsgbowlolktjuukeekliljjo,K,O,7.0,350443.0,4.0,5.0,W,19.0,651.0,Raymond James Financial,2354544.0
Hqp9450,Hqpvvbwtyhqixswunihqgwvndvgp,Ddxrtsbmzvwbpqtknhjwm,N,O,10.0,137583.0,0.0,1.0,W,97.0,781.0,Republic Services,
YUP9451,YUPHKGVDQJUFDZVKRIAKMVFVCVY,HIZHXHRMXQLMLBINEBXLUICAGVTCROVBNCOZMIYIBPANBCA,c,O,2.0,241037.0,5.0,2.0,U,,796.0,Hill-Rom Holdings,1417768.0
Idi9452,Idihdaepojqihgngbu,Jfzoezvvubwudkugiyxgdybfoiuiqbezzdpfvdlmnbkydelhtssqekblrbpnezqrdhhcneuj,y,O,8.0,399863.0,3.0,1.0,S,69.0,644.0,Perini,2519470.0
Tqb9453,Tqbnafjciinsspdafhmgpeoa,xoiovaipujzsandrtoxmehmtptx,I,O,9.0,,4.0,1.0,M,92.0,401.0,Colgate-Palmolive,2955446.0
Aes9454,Aesfusoyrm,Ruvmi,,O,10.0,88608.0,0.0,5.0,M,17.0,,Fiserv,3586672.0
Epf9455,Epfpbqvlgmjxtcxbyuqsc,KMJJDQLYFSCXDRMJCRCYDSIHFBCJQVIYYQRKCQOEYCPBYTHEGHWWJNJOXBKWNPEDONZS,,R,9.0,206395.0,1.0,4.0,M,49.0,655.0,Belk,2939478.0
Ffn9456,Ffnhg,vdacewsgdm,P,O,9.0,446935.0,4.0,3.0,W,69.0,435.0,Atmos Energy,2827456.0
pap9457,papshbksextrzddaejcnpntii,Urfhbodrfcuzcpqsmrhingzvhefpadbvkaeuvipirsqtfujuzutwdxmj,,O,5.0,51971.0,2.0,3.0,U,15.0,674.0,American Express,17134.0
Nkg9458,Nkgzwsemgwvrogfbnlojpqfxet,TSGBEVSFDAUMQQYSYVRMFLKOPYDQUHBUOWNGATWPQLXZYKAXUYXSKNKNFNXHPYNRAWVITXJBWX,,O,1.0,369850.0,,1.0,M,21.0,760.0,Teledyne Technologies,3886166.0
ufh9459,ufhrukyazauhneec,Jcrrxtpxqnwgjrqqffchkzsbnlyjptraszsvdtbhgaguhzhkreibsphdmdqcdihuclbypmrtaiwwnfsn,N,O,1.0,38251.0,0.0,2.0,,34.0,496.0,Integrys Energy Group,191154.0
tmt9460,tmtqbjshieprffq,fwcsrknoauqvnvgvqrtsxnnyqlrbjuhibqkrmcobalqc,,R,5.0,206315.0,,1.0,S,55.0,493.0,ON Semiconductor,1856083.0
rnl9461,rnlkvcckzxdvyhbvrota,Dmmqwjrlmpdqwzrtuigtejvlijdxqbziajirturxenuleffnmpnhtlrxnxmeoipvglhjapw,,O,6.0,164978.0,1.0,0.0,S,100.0,786.0,WGL Holdings,1001341.0
pit9462,pitwjqvlegfyvpaxdgdubsoat,Jxfhlnkwohygdyq,d,,3.0,166099.0,1.0,0.0,W,59.0,662.0,Urban Outfitters,1537954.0
ykm9463,ykmbdtn,JOFNWCQDANVRVHDQCPQIWCQRWIJUUFB,,O,6.0,151735.0,4.0,3.0,W,21.0,758.0,Beazer Homes USA,1683196.0
Ieo9464,Ieowh,Hnlaljnwesbjnd,,O,3.0,273278.0,3.0,1.0,S,64.0,,Consol Energy,3685385.0
XPB9465,XPBECHFKGQRNMIV,SBOGNVDIRHGLMOZBYVXKMFKEPLENJRAOUFZMWGFUVBJ,m,U,7.0,306611.0,3.0,1.0,M,58.0,403.0,Lexmark International,2095651.0
UDI9466,UDINZQZLPJTZWURBI,abbnmexzct,,O,6.0,213721.0,1.0,1.0,S,20.0,567.0,MetLife,1897205.0
