prospect_gncd,prospect_nmbrcrdtcrds,prospect_nmbrcrs,prospect_stt,prospect_frstnm,prospect_g,prospect_phn,prospect_ncm,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
Ktz10291,4.0,0.0,OR,Pnpfiejuiad,74.0,1-128-537-1772,439131.0,4.0,S,644.0,O,Varian Medical Systems,2972643.0
Hox10292,7.0,0.0,GA,Eolvhrogmbwtuogcxwnqntp,93.0,1-340-166-3025,432996.0,3.0,M,335.0,O,,3765059.0
trf10293,1.0,0.0,VA,KZPATZQSQCQNVHQXLKCFXMH,70.0,1-979-222-0743,477487.0,2.0,M,676.0,R,Jones Apparel Group,3042330.0
Vna10294,9.0,5.0,New Brunswick,Zcexffhjuv,45.0,1-392-567-8212,223352.0,2.0,M,775.0,O,,398098.0
mcr10295,6.0,5.0,HI,KCZOPHYIBYKQMPQEDJUCOMC,25.0,1-455-518-9563,401127.0,5.0,S,599.0,O,Beacon Roofing Supply,1459101.0
Fay10296,6.0,0.0,SC,Dchyvmccaydvybjxrnj,55.0,1-874-304-1355,213534.0,5.0,W,743.0,O,Volt Information Sciences,1358996.0
sde10297,2.0,5.0,Manitoba,AKZSTJWJRABHUOKRRR,16.0,1-043-090-9448,38680.0,4.0,M,644.0,O,Fred's,3000931.0
Wwl10298,2.0,4.0,WA,fxvibugbig,80.0,1-017-432-2881,31504.0,5.0,M,506.0,O,Goodrich,2923214.0
Yqd10299,3.0,4.0,GA,FTBVDDGCGZJTQJOPFSHSHWAKNTRI,51.0,1-915-026-8498,354937.0,0.0,U,364.0,O,Enersys,2283233.0
Qux10300,9.0,0.0,ME,Nrwugodfahgazniimtkblp,43.0,1-498-930-4567,120173.0,0.0,U,629.0,O,Watson Wyatt Worldwide,2029826.0
TGM10301,3.0,5.0,IA,YONVTUVGHUFBARLOWULMKBGJCNO,36.0,1-318-775-6031,119606.0,2.0,M,404.0,O,Fortune Brands,3379446.0
byt10302,8.0,0.0,OR,Ykhubhsuudztoydxvnhunvjzvmi,72.0,1-294-940-2458,473204.0,,U,361.0,O,Electronic Arts,3317149.0
dzi10303,4.0,3.0,SD,Wbsanfke,,1-350-669-5303,220189.0,0.0,S,325.0,U,Bed Bath & Beyond,527327.0
Jva10304,9.0,4.0,CA,ozluwvqvqukhuonlvfu,96.0,1-920-790-3833,216199.0,3.0,S,828.0,O,Crosstex Energy,2963048.0
XAX10305,4.0,2.0,Alberta,Fxcohhuoyfmzpmlcz,16.0,1-913-949-5843,317544.0,5.0,W,420.0,O,BearingPoint,1316666.0
Oyj10306,5.0,5.0,KS,SWTVHGSCVTEKBSHCIRNQNC,59.0,1-625-232-1467,328235.0,3.0,S,465.0,R,,2318998.0
zbx10307,2.0,1.0,LA,VDDHBBDINHZCWJMHFBIPMRPUVC,6.0,1-253-192-9819,307637.0,5.0,U,771.0,R,Intel,883453.0
qph10308,10.0,2.0,Nova Scotia,Bhheebikleyhghxhoiwevecpnac,95.0,1-101-717-4949,449834.0,3.0,M,717.0,U,Electronic Arts,2037517.0
PJK10309,10.0,1.0,MD,Rudcexiihfohvcnbvhmpcgech,35.0,1-132-426-9783,174691.0,4.0,U,710.0,O,Beazer Homes USA,
Ptq10310,8.0,0.0,RI,Dwhcdslzstqosgvjbkz,29.0,1-582-685-3313,389627.0,4.0,D,359.0,O,Tupperware Brands,3591541.0
QLT10311,6.0,5.0,Saskatchewan,WTTOKKIKSBXHJZ,55.0,1-031-339-5975,125434.0,0.0,D,810.0,R,Vulcan Materials,1288257.0
Jse10312,2.0,2.0,AR,SKVZCUNMKQWTNMZQPAIKW,65.0,,356850.0,5.0,U,661.0,O,Cablevision Systems,935104.0
hqw10313,8.0,4.0,IN,Dkcakom,6.0,1-523-145-6138,,5.0,S,639.0,O,Ryder System,718332.0
Lpg10314,7.0,5.0,Prince Edward Island,Dsnyiwqzomte,63.0,1-749-501-1692,276764.0,1.0,M,458.0,O,Hanesbrands,235965.0
Tla10315,,1.0,Prince Edward Island,BNZUEIBLIGHQRV,20.0,1-575-129-6524,113138.0,0.0,,395.0,U,Western Refining,152544.0
ONS10316,,4.0,UT,ecndmqskzhwwatvvejsiptik,7.0,1-113-661-9093,304274.0,5.0,M,372.0,O,Flowers Foods,692004.0
Ukm10317,7.0,3.0,RI,KERKWI,57.0,1-529-338-3011,409138.0,5.0,S,590.0,R,Family Insurance Group,1263478.0
ekn10318,2.0,2.0,CT,xvufgbtupbpinooaeqiwlxsxijou,31.0,1-251-128-1614,169215.0,2.0,M,644.0,U,Wyndham Worldwide,2451725.0
tle10319,5.0,5.0,ME,Frzshjyonawmdpkxejxdd,47.0,1-167-231-5244,183997.0,1.0,D,,O,Convergys,2572155.0
YXN10320,,5.0,MN,Qvsfvwrklpkxyycsazczssonxji,30.0,1-746-577-8502,305712.0,1.0,W,394.0,O,Baker Hughes,3017947.0
Zzj10321,2.0,0.0,CO,ebnyosgftrctfunaaq,30.0,1-509-447-2508,370852.0,5.0,U,566.0,O,Enersys,2583073.0
Mcw10322,9.0,1.0,Saskatchewan,BVMRIULUOLOAM,86.0,1-307-390-6887,61789.0,4.0,M,398.0,O,Mueller Water Products,
BJO10323,10.0,1.0,FL,Lqhdqfiybhbucnqxusszbov,25.0,1-444-903-6881,4923.0,0.0,S,484.0,R,IDT,245862.0
Hrf10324,5.0,1.0,Newfoundland,Kyykobrwbvcgsmm,89.0,1-858-508-4426,125828.0,1.0,M,616.0,O,Apache,2719205.0
Ncc10325,10.0,5.0,WV,Hapkabenarthzygblqfvk,0.0,1-286-527-3740,135487.0,0.0,S,643.0,O,DST Systems,1740714.0
IZH10326,6.0,5.0,NJ,Wtnqbsxglojrbnxogqyagcxbuofo,18.0,1-153-003-2570,195856.0,3.0,D,809.0,O,Bank of America Corp.,2637913.0
ltw10327,4.0,1.0,VA,fjtdeyhytxbiovkfrx,1.0,,114169.0,2.0,U,421.0,O,AptarGroup,727773.0
Erp10328,4.0,4.0,NM,Jwhgqtvixaepnadkjohvnyprroro,,1-552-571-2630,,0.0,M,441.0,O,Goldman Sachs Group,
Ihj10329,0.0,4.0,VA,tuabamybqvgszrkmpyejtg,90.0,1-190-154-2038,7519.0,0.0,S,774.0,O,Electronic Arts,2183914.0
Dvp10330,3.0,5.0,OK,XYSUPXMUDSONENB,99.0,,238879.0,4.0,M,543.0,O,Constellation Brands,
Fvo10331,8.0,3.0,ID,Marragvmbahnpcowijc,57.0,1-552-106-9068,216087.0,2.0,U,428.0,O,Global Partners,1910630.0
EAS10332,2.0,4.0,IN,xcphrvmflwekpvirgpsg,60.0,1-767-207-0142,102912.0,1.0,M,807.0,O,,
Khc10333,1.0,5.0,NC,dramllhzkuawhyhabqcbfvrqph,16.0,1-724-066-2268,,3.0,,799.0,R,Polo Ralph Lauren,2179513.0
Koa10334,9.0,5.0,NY,Zbcgwtroccemfyxeismixeca,15.0,1-964-615-1655,141657.0,3.0,M,641.0,R,Fortune Brands,196241.0
haz10335,1.0,3.0,VA,ZAYBDWD,87.0,1-919-806-1423,57554.0,0.0,W,377.0,U,St. Jude Medical,281132.0
Ail10336,2.0,5.0,IL,Hzvhrwtkcjlqvkgrbkdm,84.0,1-361-273-7223,4825.0,0.0,M,767.0,O,Rohm & Haas,3115635.0
Uuh10337,1.0,2.0,Manitoba,Okjppyxezwxlclavobkzrpskp,11.0,1-720-046-2092,355454.0,1.0,M,732.0,O,Family Dollar Stores,1984970.0
mwh10338,9.0,2.0,NV,fjhnurwnsupln,,1-804-311-6034,,4.0,D,802.0,O,Republic Services,1559480.0
Rrl10339,8.0,5.0,GA,WFDFZJJGVXWNXSCQQJG,61.0,1-433-384-7483,48574.0,3.0,M,490.0,O,Moody's,392657.0
NNQ10340,6.0,5.0,New Brunswick,Olvvijmgbdnceglrqxmpycomw,82.0,1-663-672-2415,132397.0,2.0,M,523.0,O,Crown Holdings,1940637.0
alz10341,0.0,0.0,DE,rilxdfatizxtplhn,87.0,1-088-558-9319,262640.0,3.0,M,319.0,O,Affinia Group Intermediate,934030.0
Bau10342,4.0,1.0,CA,npvxqamatjziritoeetoahbuds,76.0,1-705-610-4310,427107.0,1.0,U,789.0,R,Sun Healthcare Group,3762105.0
WXP10343,2.0,,WY,rrharbtzh,81.0,1-081-860-6404,129602.0,2.0,,329.0,U,Capital One Financial,1338212.0
Ohn10344,9.0,2.0,NM,Bgitxoqtnelqvbhxneoxvpcje,81.0,1-355-319-1506,342104.0,3.0,M,371.0,O,Merrill Lynch,1096324.0
Pbp10345,3.0,5.0,IL,SIXHXVSLIJKQETDF,97.0,1-871-826-4670,82651.0,2.0,M,395.0,O,Newell Rubbermaid,1614409.0
Jvb10346,2.0,0.0,KY,crzvoycfksvwlepkukbqfs,3.0,1-761-170-5202,105275.0,4.0,D,366.0,R,Molson Coors Brewing,2246040.0
dqf10347,9.0,2.0,LA,jovhsov,4.0,1-587-880-0627,448502.0,3.0,D,462.0,R,ArvinMeritor,1029298.0
nig10348,10.0,2.0,DC,pxtgxxefgqrjpuquegdywfccvwss,,1-719-208-4675,179046.0,,M,822.0,,American Greetings,1655587.0
ijh10349,0.0,1.0,AR,GIQQOMJWQCBWBUWVMREBLBJHQTN,47.0,1-873-220-3176,81237.0,2.0,S,319.0,O,Spectra Energy,628241.0
Qrq10350,10.0,0.0,Alberta,Lxjkewmzgzstfwylnpzpazsvqnztrf,23.0,1-531-012-4816,187235.0,4.0,M,638.0,O,Consolidated Edison,3909501.0
irk10351,4.0,5.0,WY,JVGSKDWCOAXVFDLKPQ,91.0,1-979-875-8949,,2.0,M,382.0,R,,3861614.0
Ikv10352,8.0,4.0,Prince Edward Island,cqkdachsexzel,2.0,1-470-876-1088,399618.0,2.0,W,540.0,R,NCR,658709.0
Ncs10353,4.0,1.0,IA,kivuxppuejaatqblpajmfkpqxl,72.0,1-554-862-3206,73873.0,2.0,S,537.0,U,CVS Caremark,761014.0
Uin10354,,0.0,AL,lfknijr,79.0,1-809-239-3397,314126.0,3.0,W,476.0,O,Starbucks,166804.0
owt10355,2.0,2.0,CT,Oadsjqmpnoht,80.0,1-060-313-9471,58833.0,2.0,U,338.0,O,Adobe Systems,2581250.0
DMO10356,3.0,2.0,SC,Nrmxbifuoncryxfrnjyfmhq,22.0,1-503-989-3129,228782.0,5.0,U,378.0,O,Hewlett-Packard,2001020.0
tir10357,6.0,1.0,AR,LWAPR,96.0,1-587-705-0465,389600.0,0.0,M,750.0,O,Macy's,3402376.0
Iic10358,0.0,4.0,AR,Eeeat,70.0,1-322-772-8527,65253.0,3.0,M,,R,A. Schulman,2587106.0
Opz10359,1.0,3.0,SD,mhyglenwhsjr,48.0,1-616-532-9108,386846.0,4.0,S,411.0,U,Baldor Electric,2020424.0
Ixt10360,8.0,4.0,RI,Ngdqvnokmsibmdhurfioqjqkibq,85.0,1-186-327-7115,447731.0,5.0,S,781.0,R,Lam Research,145788.0
Ate10361,3.0,5.0,NM,cydsjavwibdkcwfzjkgyk,9.0,1-767-705-9578,477914.0,3.0,S,443.0,R,Valspar,945599.0
mme10362,3.0,1.0,MN,Vdzpssuwydeqoknfxgxpqg,62.0,1-311-364-0532,421455.0,5.0,S,489.0,U,CACI International,2930325.0
Ntz10363,,3.0,ND,AVJVKEWDBLG,79.0,1-358-943-2736,471409.0,1.0,U,377.0,U,,1608710.0
ZWV10364,1.0,2.0,VA,Tfliacuxqxaucqlniuitsgg,41.0,1-689-268-4581,418545.0,2.0,S,545.0,R,Century Aluminum,157437.0
Stu10365,5.0,5.0,Prince Edward Island,Dhslgfbkyjabxqrepogenngawpy,37.0,1-971-625-2431,216482.0,3.0,M,612.0,U,Huntington Bancshares,3567204.0
irc10366,10.0,0.0,WA,BQVNCWKVKONOEVC,81.0,1-872-018-5562,280081.0,2.0,U,405.0,R,Comcast,281169.0
wet10367,9.0,5.0,CT,Qsfmnojcxsuyvhqcyuejmdlqgbxhv,64.0,1-760-385-7820,371188.0,5.0,S,472.0,O,VeraSun Energy,75602.0
INB10368,9.0,,NH,UADDNBJFJFQESAAOQPJ,55.0,1-266-758-7730,242562.0,2.0,D,656.0,O,Altria Group,
Als10369,,4.0,MD,Ytwkhxpmdpnxsoislzl,59.0,1-665-774-2401,468474.0,0.0,U,666.0,R,Magellan Health Services,628034.0
Pkh10370,1.0,2.0,DE,SCXUYASFBE,31.0,1-040-497-9143,128208.0,3.0,M,659.0,,Huntington Bancshares,25960.0
WXO10371,1.0,0.0,GA,ELCRNNBHHD,24.0,1-049-165-2155,347198.0,5.0,S,433.0,U,Furniture Brands International,2366524.0
Yhf10372,9.0,3.0,CO,Ubxbzy,52.0,,319055.0,2.0,W,742.0,U,NCR,2710169.0
AHZ10373,8.0,1.0,AZ,qeemniosjkssc,15.0,1-692-646-6005,409649.0,3.0,U,628.0,O,Pacer International,2597791.0
Hfc10374,4.0,1.0,ME,Mfjlokteertagktixqr,99.0,1-969-517-7062,380853.0,5.0,M,499.0,O,Valero Energy,1992295.0
UBF10375,9.0,3.0,CO,Jxmstqvhoaeratnixczqsauum,6.0,1-138-090-9428,248948.0,0.0,W,804.0,O,Icahn Enterprises,1761169.0
WYN10376,9.0,1.0,FL,Auhvsvxytabesnmqdovftiikpi,68.0,,105538.0,3.0,M,526.0,O,,17973.0
zld10377,0.0,4.0,Saskatchewan,Zpziubdysqjuzomtezdbhcw,73.0,1-040-046-2210,,4.0,S,716.0,R,Southwestern Energy,3148776.0
YWS10378,0.0,2.0,MD,JSBVRLXAQJZLLRDOXMJT,39.0,1-225-058-2179,9512.0,5.0,U,576.0,U,General Motors,2770889.0
Lnv10379,0.0,4.0,NC,Pfbfxvgdtgshw,1.0,1-900-798-2175,164858.0,3.0,U,592.0,O,HNI,3165486.0
meq10380,2.0,0.0,Alberta,Hedxpsliur,25.0,1-602-645-3217,12997.0,3.0,U,806.0,O,D.R. Horton,1513049.0
bml10381,1.0,2.0,MS,Razlwvlaukbdczefhwskqovb,77.0,1-443-948-5528,335957.0,2.0,U,472.0,O,Neiman Marcus,241575.0
Bzq10382,6.0,0.0,NC,OWKPWDPPRGGVVRVCWNDJXPBKQSKC,,1-091-166-6858,370742.0,2.0,U,551.0,O,Sentry Insurance Group,3247345.0
CLI10383,2.0,2.0,MO,sugwqbnc,70.0,1-989-685-8712,244135.0,,M,525.0,O,Lear,152207.0
NIQ10384,4.0,2.0,NH,uqzgosqhxfifclidxrczccpcmh,63.0,1-292-265-1960,8574.0,3.0,M,325.0,O,PerkinElmer,607236.0
KNM10385,8.0,5.0,AL,WCFECPZFYPYXVRCSXTRNVEHDTRBK,5.0,1-392-793-7787,47912.0,2.0,M,619.0,O,Benchmark Electronics,3690203.0
isa10386,5.0,5.0,GA,Dlfaawvglcprigldkfuvgscmtqhve,64.0,1-060-655-5110,259694.0,3.0,M,424.0,O,National Fuel Gas,26630.0
Rga10387,1.0,4.0,WV,AMEUYNEMPDB,7.0,1-938-398-9072,194158.0,5.0,M,438.0,U,Office Depot,1254589.0
Vgc10388,1.0,,KY,Ditmxzd,21.0,1-935-924-8228,489972.0,3.0,M,418.0,O,Penske Automotive Group,1249205.0
lxv10389,4.0,0.0,NV,ZZCDCDAQQSXAYYFVOFPYID,87.0,1-744-611-7470,67091.0,2.0,M,730.0,,Beazer Homes USA,1972627.0
KRU10390,6.0,5.0,CA,Ivxncvoje,77.0,1-908-313-4715,382602.0,2.0,W,515.0,O,Saks,3953737.0
Ffc10391,10.0,4.0,VA,Lczzlffikzbur,62.0,1-936-829-8239,422657.0,3.0,M,379.0,O,Prudential Financial,947069.0
fkl10392,9.0,5.0,TN,OMAFTIR,16.0,1-109-104-5097,272075.0,4.0,U,776.0,O,Johnson & Johnson,2723638.0
Rbt10393,5.0,4.0,Alberta,EEQWIFKIVLHWPHSQMGNXRHYNV,73.0,1-539-782-6960,483635.0,5.0,U,325.0,O,URS,712037.0
Qmg10394,4.0,4.0,VT,ZTOZRJZFELESFULZ,97.0,1-003-647-8837,319916.0,2.0,S,771.0,O,Anadarko Petroleum,2925085.0
Xil10395,10.0,4.0,NE,Iifncxgivjp,11.0,1-211-587-9982,169669.0,2.0,D,720.0,O,AMR,3665377.0
hxp10396,8.0,3.0,OR,CEONBOYHJDZUKJARPLBZVT,74.0,1-587-209-0057,238214.0,3.0,D,626.0,O,,1565336.0
egp10397,6.0,1.0,TN,WSJEVGNYVGBSSCDTPYF,19.0,1-086-948-9699,421522.0,3.0,S,640.0,R,Pep Boys,3224073.0
Rmx10398,0.0,2.0,AL,Bvbmkzpvuof,79.0,1-699-919-3953,312092.0,0.0,D,586.0,O,Graphic Packaging Holding,2330463.0
wrw10399,8.0,0.0,NM,UCTKJCQHZPJHLJ,53.0,1-902-264-3515,45555.0,0.0,U,307.0,R,3M,
Tmx10400,2.0,0.0,NJ,Lhqtmawlvoqkzmvawq,18.0,1-629-054-0925,181961.0,5.0,M,336.0,O,AnnTaylor Stores,3531392.0
ipr10401,3.0,0.0,MO,SKZIPRXRDZOJOQQPVMNLGNQBAROG,89.0,1-650-206-3818,360320.0,0.0,M,397.0,O,MetLife,1468859.0
Fto10402,8.0,1.0,NE,FRRYPNYTURUOYPLUWVDJPYDFLRQCPS,3.0,1-647-325-6591,333323.0,4.0,S,584.0,O,Vectren,2930619.0
Sca10403,,0.0,TX,gaoicgrzdzuvyjt,41.0,1-098-341-0165,402623.0,5.0,S,524.0,O,International Game Technology,3244432.0
JVB10404,7.0,4.0,TN,Yenluowzreuinfpggfawwtf,25.0,1-321-449-2866,171360.0,3.0,M,708.0,O,Citigroup,3956073.0
Dmr10405,4.0,5.0,MN,Tzqpnybywsmxvmxqkuyseqeyvicyb,93.0,,372714.0,0.0,S,712.0,O,American Axle & Manufacturing,345639.0
Zlq10406,3.0,0.0,ID,XDBROFESIGAPIRFENFTWLAA,94.0,1-076-103-9171,104054.0,3.0,W,368.0,O,Walt Disney,1653457.0
Qqa10407,2.0,,MA,qcmcnbogdsgdab,25.0,1-055-649-9865,108655.0,5.0,,751.0,O,Dover,14823.0
OXN10408,7.0,5.0,Alberta,BZQCNDEXPAASLSPVVPBHYXRTOBBMV,46.0,1-543-704-6970,62725.0,1.0,,662.0,O,Cameron International,3886523.0
Exi10409,0.0,3.0,OR,OORENWTECUSHFYHJTXMRJFIQJI,14.0,1-969-619-0423,9386.0,1.0,D,601.0,O,Northrop Grumman,565709.0
Fsm10410,2.0,5.0,NH,Quxdds,3.0,1-829-059-6978,242359.0,3.0,M,521.0,O,Verso Paper,2005276.0
PTG10411,10.0,1.0,OH,itkgcfvfaepmppknxdsdgvnoey,26.0,1-208-993-8038,385228.0,1.0,M,492.0,O,Vanguard Health Systems,949077.0
bhv10412,2.0,3.0,SD,Thdzkl,24.0,1-588-639-2048,98805.0,3.0,M,347.0,O,Mueller Water Products,96133.0
oon10413,4.0,3.0,AR,Aoxadwmwjkkjgpogywpiw,65.0,1-901-581-2442,415562.0,3.0,S,721.0,R,American Greetings,2202163.0
Xxh10414,7.0,5.0,FL,mcyoeaiqajuerwtumtkdgpcfdpvhd,18.0,1-699-693-3144,441587.0,1.0,S,587.0,O,Burger King Holdings,1028525.0
Exw10415,3.0,2.0,OK,Vufcuzyrtwgthjkrkwwosqsqai,95.0,1-619-613-5731,9627.0,3.0,U,665.0,O,Key Energy Services,3993579.0
BBG10416,7.0,0.0,Ontario,Clgkzavainqjgyrazoaz,71.0,1-681-708-9564,233862.0,5.0,S,596.0,O,Cincinnati Financial,1996284.0
FPW10417,5.0,4.0,KS,MRJFNJZFYHBCTH,85.0,1-476-753-5709,334308.0,2.0,,805.0,O,Capital One Financial,3171120.0
xwl10418,5.0,5.0,SD,UBCQLKKM,73.0,1-311-133-7551,161029.0,4.0,M,809.0,O,Calumet Specialty Products,2340281.0
Cwg10419,4.0,4.0,MN,jmyzpoeubb,80.0,1-906-549-1148,53470.0,1.0,W,649.0,O,International Assets Holding,2066049.0
Kyj10420,6.0,5.0,NY,unzomgvqlicivuaudtsgigytnazm,91.0,1-524-589-9427,30532.0,2.0,,477.0,O,SunGard Data Systems,1083692.0
BLW10421,7.0,4.0,NH,FPAIWBLXKSZOPWBQB,23.0,1-999-517-3538,25972.0,4.0,M,573.0,O,Masco,2004942.0
ILU10422,8.0,5.0,OH,Ecgtwthqnuebqgigbosvnxahyf,29.0,1-917-543-3586,142504.0,5.0,S,553.0,O,,819322.0
iwu10423,9.0,3.0,VT,Ckwveqjcmqwwfsfzwbnk,5.0,1-115-454-7047,,0.0,M,828.0,R,Gilead Sciences,1416865.0
Zor10424,3.0,3.0,NY,ZIKWNVUQQXKWLEQKYYSYSFBLJIFZS,2.0,1-067-939-1946,176799.0,4.0,M,841.0,R,General Dynamics,120180.0
Glo10425,,,SD,Zyxwodwvtohhftlxtrobgku,51.0,1-958-298-5821,218694.0,2.0,S,800.0,O,Amkor Technology,2281823.0
Afv10426,0.0,0.0,NV,Gtoxfleo,40.0,1-923-250-5865,35119.0,4.0,M,517.0,O,Target,2855023.0
Zia10427,1.0,4.0,NH,Hvztg,46.0,1-171-725-5237,117585.0,2.0,U,765.0,O,Paychex,3391808.0
xjj10428,8.0,4.0,SD,ipdivmbwhkvdcsvjukbigmyfkfckoe,40.0,1-150-785-4368,288582.0,0.0,S,638.0,O,Zions Bancorp.,67395.0
vrx10429,9.0,5.0,Newfoundland,Tlodqe,47.0,1-476-442-7533,10147.0,2.0,S,,O,United Services Automobile,3442111.0
RDB10430,9.0,1.0,DC,Mfeblfnzpsqpqp,7.0,1-752-777-4031,41641.0,3.0,M,380.0,O,Hudson City Bancorp,1649692.0
TSJ10431,9.0,1.0,IL,TJZJCDPKHFXEWUCBYQKQVYQG,90.0,1-115-371-5625,391424.0,2.0,M,847.0,R,Priceline.com,152265.0
Vwr10432,9.0,2.0,GA,Flpbxggnimyynej,14.0,1-190-860-4262,152743.0,5.0,U,445.0,O,Westlake Chemical,3469374.0
AXP10433,7.0,3.0,RI,Eophfzrb,71.0,1-378-556-6756,347733.0,2.0,S,357.0,O,JetBlue Airways,140492.0
qdk10434,6.0,3.0,CT,NDOYJJ,40.0,1-044-151-0978,419510.0,5.0,M,378.0,O,First American Corp.,3132606.0
Vnz10435,6.0,0.0,NM,kmpvmvpzetwqjba,33.0,1-500-468-0513,178999.0,1.0,S,,U,Comcast,617163.0
Djj10436,3.0,5.0,NV,Ztlhewpiopwirlivpnmyrm,27.0,1-857-347-4606,170619.0,0.0,M,544.0,R,NBTY,403190.0
Wlf10437,5.0,1.0,TN,gsturcflmnkwcqhrquusoqkesqq,21.0,1-269-222-6002,442368.0,0.0,U,817.0,R,Fluor,993123.0
txj10438,6.0,0.0,FL,Dqtqeodulhuxnctzybrjzsfwtnmpsw,15.0,1-109-673-4602,34616.0,4.0,M,470.0,R,Cracker Barrel Old Country,735356.0
Emm10439,2.0,2.0,OH,rcxiyxceid,96.0,1-442-356-0443,219049.0,1.0,D,821.0,O,Halliburton,1322910.0
BDI10440,0.0,0.0,WI,UPBQQHDRAKNWEQGUND,52.0,1-454-240-0915,255269.0,0.0,W,730.0,O,McGraw-Hill,3909029.0
Law10441,5.0,0.0,Alberta,Rysnsdmbv,76.0,1-630-000-9915,499588.0,1.0,M,781.0,,SPX,
Ebh10442,8.0,4.0,ME,Yyczvkuctsdxhfbebjdzfw,77.0,1-549-008-1034,303820.0,1.0,M,345.0,O,DTE Energy,
ZEZ10443,7.0,0.0,VT,Mmrpyvobvgxhwqfhmbdezqv,24.0,1-057-297-6062,362649.0,3.0,M,739.0,O,StanCorp Financial,314023.0
Dyt10444,10.0,1.0,Quebec,Rohbtbiumlkqugxfjtxjekhkja,74.0,,286978.0,1.0,U,519.0,O,Sunrise Senior Living,955190.0
Jtt10445,2.0,5.0,CO,GSZCPTSRHLNLFAVRKAJSP,42.0,1-399-310-5467,264611.0,3.0,M,382.0,O,Rowan Cos.,674210.0
QCJ10446,0.0,0.0,VT,whxzewdqbwfesho,50.0,1-551-178-2679,234490.0,0.0,M,381.0,O,,3206817.0
pdq10447,1.0,0.0,DC,LQTDCF,87.0,1-815-494-0854,497008.0,0.0,,800.0,O,Laclede Group,1305568.0
sfy10448,,2.0,Alberta,Gkbrvczgpfhauwxsoxmt,65.0,1-605-535-6914,431282.0,2.0,M,703.0,O,Union Pacific,1547543.0
xum10449,7.0,3.0,AR,btglmbgvqpiygrmwjsmloprtcbdekb,44.0,1-997-882-5084,130656.0,0.0,U,775.0,R,Dean Foods,2581376.0
Teq10450,5.0,0.0,AR,LZEOLKZOPEXXHJ,66.0,1-708-982-8407,118601.0,3.0,W,734.0,U,Fidelity National Information,2470460.0
Wna10451,7.0,3.0,PA,Gpavcdoigtwovvofydoylcmkjpqhy,89.0,1-153-115-2465,404836.0,5.0,M,822.0,O,Fred's,3028843.0
Ceu10452,10.0,0.0,Saskatchewan,FKXXMVUB,3.0,1-691-646-0674,468427.0,1.0,W,306.0,U,AES,1477492.0
Ggx10453,1.0,4.0,OK,DSSMHYEDARSRKZBWHJHQGSOWDE,98.0,1-001-292-3158,442185.0,0.0,M,,O,Simon Property Group,3242879.0
FHO10454,9.0,0.0,VA,VAUYWUAEQNAKL,53.0,1-786-668-5284,282469.0,5.0,D,464.0,O,Parker Hannifin,2946449.0
Rnc10455,10.0,2.0,RI,Bdrdbjzaevoplsgwzbxdlvcuda,46.0,1-914-426-0640,13045.0,1.0,M,355.0,O,Family Dollar Stores,692671.0
bto10456,2.0,3.0,Manitoba,Uulruihhpdzeaettuoejuqlj,1.0,1-320-490-7828,393038.0,3.0,M,744.0,R,Masco,1596067.0
Jej10457,7.0,4.0,MD,KUFLSFTPR,77.0,1-920-476-1894,417904.0,4.0,S,379.0,O,Raytheon,3498981.0
Nze10458,5.0,5.0,TN,Bbekvykpnuzfbr,49.0,1-462-885-6089,303311.0,5.0,M,779.0,O,WellPoint,1329646.0
Noc10459,9.0,1.0,DC,glrtrcngcljswommpqnqowzoiwn,8.0,1-971-127-5937,416069.0,0.0,U,,O,,1012510.0
Low10460,8.0,2.0,Prince Edward Island,EXWOYLUSUQVWHRTEDOLSSJOEAFQBTY,23.0,1-778-748-6906,45720.0,2.0,D,442.0,O,Harris,300874.0
QXX10461,9.0,1.0,TX,Zgulvkhmay,17.0,1-646-722-9864,191472.0,1.0,M,447.0,R,Polaris Industries,2588995.0
wja10462,8.0,,New Brunswick,ETCZAWTAVXFCOFA,10.0,1-292-450-9532,277693.0,2.0,M,339.0,O,Church & Dwight,1864152.0
KVX10463,10.0,3.0,MS,Gwfyabtcgetgmjzhm,11.0,1-168-162-2548,123681.0,5.0,U,369.0,O,Pepsi Bottling,1753166.0
dsz10464,5.0,5.0,UT,Wxrciexjphyjclthixnasgevm,17.0,1-009-878-2716,346955.0,0.0,M,764.0,O,Piedmont Natural Gas,892466.0
ash10465,10.0,0.0,Alberta,Jznriolrvg,14.0,1-668-916-0990,449591.0,4.0,M,552.0,O,Leap Wireless International,820298.0
Exr10466,3.0,0.0,Quebec,Ediqmztstdcpknjturps,74.0,1-352-195-7073,282531.0,5.0,D,516.0,O,Interstate Bakeries,3691811.0
LGN10467,,4.0,MA,FKADETYDMFNSSURISJTJFMMFCPE,59.0,1-336-295-6618,334904.0,0.0,M,472.0,R,Expeditors International,3022699.0
ADC10468,3.0,1.0,NJ,mqqmrnrmlwwkirdjpl,53.0,1-252-406-8683,396256.0,2.0,M,599.0,O,NTK Holdings,2966366.0
gjb10469,8.0,0.0,GA,tgeejsromhfbtqng,72.0,1-659-207-6264,,2.0,D,820.0,O,U.S. Bancorp,3152210.0
TJP10470,9.0,2.0,HI,irdsbdeequycjhcahzuy,5.0,,372180.0,0.0,U,694.0,O,Analog Devices,917067.0
