gncd,nmbrcrs,crdtrtng,phn,nmbrcrdtcrds,mrtlstts,ddrssln1,wnrrntflg,ct,ntwrth,mddlntl,stt,cntr,ncm,nmbrchldrn,g,mplr
cin2608,,368.0,1-605-361-8741,4.0,S,947 mcshann avenue,,Santa Fe,1036364.0,,LA,United States of America,39767.0,4.0,45.0,Scana
NIS2609,2.0,427.0,1-400-569-1634,7.0,M,11631 USTER SOUTH,R,Toronto,312761.0,,WA,United States of America,37849.0,1.0,6.0,Polaris Industries
ste2610,5.0,546.0,1-096-141-1038,5.0,S,18234 fir street,R,Toronto,3748598.0,,CT,Canada,123938.0,5.0,65.0,Phillips-Van Heusen
Cso2611,0.0,765.0,1-170-260-3246,9.0,M,8101 clifton drive,U,Glendale,3713350.0,,NM,United States of America,301799.0,1.0,87.0,
Sti2612,3.0,481.0,1-349-038-1348,4.0,M,18013 tiffany way,O,Pasadena,394303.0,,GA,United States of America,305505.0,3.0,12.0,Rockwood Holdings
plo2613,5.0,527.0,,3.0,M,2928 POTOMAC UPPER,,Portland,2958841.0,,NJ,United States of America,1925.0,2.0,48.0,Eli Lilly
jea2614,2.0,734.0,1-905-194-2855,4.0,S,21620 snead avenue,O,Sherbrooke,3806494.0,,IL,United States of America,213841.0,1.0,79.0,Tyson Foods
man2615,4.0,537.0,1-590-723-3311,7.0,D,5350 glen loch boulevard,O,Santa Clarita,70687.0,E,MN,United States of America,419646.0,5.0,,Nvidia
zar2616,5.0,626.0,1-541-436-9056,5.0,M,7160 cannas avenue,R,Overland Park,1558633.0,T,OR,United States of America,311129.0,2.0,72.0,AFLAC
sue2617,,734.0,,4.0,U,2579 creekbend way,R,Garland,3641585.0,,LA,United States of America,476684.0,0.0,5.0,NV Energy
MOS2618,1.0,426.0,1-804-841-0957,2.0,S,23607 idlewild way,R,Riverside,154612.0,,AK,United States of America,480975.0,4.0,19.0,Molina Healthcare
ACT2619,1.0,789.0,1-342-301-7355,10.0,U,4139 PACE LOWER,U,Thousand Oaks,1261571.0,,AK,United States of America,266476.0,2.0,100.0,JetBlue Airways
tan2620,5.0,362.0,1-820-172-9279,2.0,S,2453 BAKER WAY,U,Casper,1963347.0,,WA,United States of America,176933.0,2.0,53.0,Molina Healthcare
Fle2621,5.0,599.0,1-520-596-3006,1.0,M,21292 HILDEBRAND WEST,O,Chicago,,,MD,United States of America,283885.0,,38.0,Kla-Tencor
Mul2622,3.0,402.0,1-193-725-0779,5.0,S,12683 la cienega street,O,Overland Park,3119965.0,,PA,United States of America,493578.0,2.0,56.0,Cimarex Energy
WAS2623,1.0,444.0,1-225-321-9980,6.0,W,18439 broken oak lane,R,Hialeah,1608044.0,,OH,United States of America,481399.0,3.0,32.0,Group 1 Automotive
Hen2624,3.0,684.0,1-587-520-0490,2.0,U,13134 ansley upper,O,Oxnard,,U,IN,United States of America,,2.0,19.0,Emerson Electric
fig2625,,675.0,1-134-449-3792,8.0,M,2928 potomac upper,O,Las Cruces,3809485.0,,British Columbia,Canada,408392.0,0.0,23.0,Priceline.com
Hug2626,4.0,526.0,1-566-390-5105,3.0,M,6490 marchmont south,O,Lakewood,684008.0,,VA,United States of America,65706.0,3.0,86.0,Virgin Media
Par2627,2.0,,1-157-644-4824,1.0,D,11741 hilltop court,O,Halifax,3376755.0,,Saskatchewan,Canada,328810.0,2.0,29.0,
Qad2628,4.0,665.0,1-761-337-4891,0.0,M,12727 HAYDEN CRESCENT,,Cedar Rapids,1361206.0,,NJ,United States of America,161757.0,4.0,19.0,FMC
Row2629,5.0,423.0,1-620-552-7401,2.0,M,3135 FARMERS LANE,,Fargo,2794619.0,,Saskatchewan,Canada,,2.0,40.0,Lennox International
Gha2630,1.0,496.0,1-033-359-5975,6.0,M,8272 cartwright avenue,O,Phoenix,1003024.0,,ID,United States of America,49213.0,4.0,7.0,Moog
mar2631,1.0,525.0,1-934-734-5713,8.0,S,3797 RUTGERS PARK,R,Fullerton,,,AL,United States of America,339480.0,2.0,37.0,J.C. Penney
gre2632,2.0,307.0,1-767-339-2646,10.0,M,20065 gates street,R,Albuquerque,1133715.0,C,CA,United States of America,294357.0,1.0,53.0,Delta Air Lines
Sto2633,3.0,380.0,1-936-160-7120,4.0,M,11872 crystal hills park,O,Chesapeake,,,OR,Canada,161259.0,3.0,19.0,Target
LAW2634,5.0,638.0,1-191-678-9838,9.0,U,6420 CRESTMERE EAST,O,Winston-Salem,1959117.0,S,MT,United States of America,317922.0,2.0,8.0,Ferrellgas Partners
O'n2635,0.0,813.0,1-826-078-8447,2.0,M,20929 lee east,U,Quebec,266532.0,,RI,United States of America,402436.0,2.0,26.0,LifePoint Hospitals
DE 2636,4.0,541.0,,,M,10286 FOXFIRE EAST,O,Great Falls,985695.0,O,UT,United States of America,365401.0,5.0,54.0,Alliant Energy
WAT2637,0.0,415.0,1-031-983-7230,5.0,S,1429 CREEK CRESCENT,O,Denver,826199.0,O,MO,United States of America,405445.0,3.0,7.0,Sanderson Farms
Wac2638,4.0,712.0,1-386-422-7087,6.0,M,977 SPECTRUM UPPER,O,Pueblo,449040.0,,ME,United States of America,364622.0,3.0,85.0,Pacer International
Dup2639,2.0,826.0,1-438-476-9954,4.0,M,17687 denton lower,O,Newark,2229730.0,,MA,United States of America,137296.0,2.0,74.0,Packaging Corp. of America
Cau2640,2.0,347.0,1-165-493-4841,1.0,M,5608 country crescent,O,Bridgeport,535069.0,,RI,United States of America,483168.0,4.0,50.0,Molson Coors Brewing
Elg2641,0.0,495.0,1-008-011-6631,5.0,S,23282 danvers crescent,O,Simi Valley,1333759.0,,AL,United States of America,454656.0,4.0,85.0,Xilinx
wil2642,3.0,783.0,1-030-794-1272,9.0,U,2342 SUMMER CREST NORTH,R,Huntington,2318158.0,,VA,United States of America,457698.0,3.0,3.0,Lennar
bos2643,1.0,563.0,1-966-870-4549,,,291 SHERIDEN STREET,O,Cincinnati,2799948.0,,VA,Canada,103787.0,4.0,82.0,Pool
FOR2644,5.0,665.0,1-152-174-1527,7.0,S,10572 kiel avenue,R,Tucson,1015601.0,,New Brunswick,United States of America,373508.0,0.0,42.0,Dollar Tree
orf2645,3.0,688.0,1-690-670-3455,6.0,W,15471 WILMINGTON WAY,O,Detroit,2445130.0,,KS,United States of America,71202.0,3.0,73.0,W.R. Grace
Sme2646,5.0,702.0,1-126-064-9901,2.0,M,7223 guadalupe lower,O,Costa Mesa,2082526.0,,MI,United States of America,437672.0,5.0,1.0,Celanese
Con2647,1.0,,1-833-991-4768,3.0,M,9761 lyle east,O,Abilene,2292497.0,,Prince Edward Island,United States of America,110494.0,5.0,32.0,J.B. Hunt Transport Services
GEA2648,4.0,403.0,1-491-083-3527,8.0,M,2167 MOCKINGBIRD DRIVE,R,Santa Clara,240463.0,T,HI,United States of America,43243.0,2.0,,Cytec Industries
Leb2649,5.0,533.0,1-377-473-8126,9.0,U,5049 MILLS AVENUE,O,Hollywood,2238747.0,K,NH,United States of America,228183.0,0.0,31.0,Fastenal
dip2650,1.0,565.0,1-054-293-0153,1.0,S,4937 chestnut avenue,O,Oceanside,1307389.0,,WA,United States of America,468466.0,5.0,93.0,GameStop
muf2651,4.0,522.0,1-563-196-3258,5.0,M,21380 crosby rue,R,New Orleans,855570.0,,Saskatchewan,United States of America,135062.0,1.0,58.0,Activision Blizzard
han2652,,679.0,1-041-827-9291,9.0,S,15287 bingham west,O,Laredo,1529968.0,,AR,United States of America,297308.0,3.0,87.0,McGraw-Hill
MAS2653,4.0,758.0,1-192-758-9338,7.0,,23914 ROBERTS LANE,O,Fairbanks,3170619.0,,AR,United States of America,110117.0,1.0,5.0,Hawaiian Electric Industries
Mit2654,3.0,466.0,1-646-937-2683,1.0,S,16177 MATLOCK DRIVE,O,Evansville,788680.0,,AL,United States of America,262668.0,4.0,28.0,Nalco Holding
AKH2655,,589.0,1-085-551-0693,1.0,M,17216 montview upper,,Grand Rapids,1651089.0,,OR,United States of America,215091.0,1.0,71.0,NBTY
MAH2656,1.0,614.0,1-878-778-5759,3.0,D,10252 main lower,O,Hilo,2841964.0,,NH,United States of America,237592.0,3.0,86.0,Crosstex Energy
Whi2657,2.0,442.0,1-573-757-9286,9.0,,10479 WHITTINGTON RUE,R,Baltimore,2045984.0,B,WV,Canada,377432.0,5.0,45.0,Biogen Idec
AND2658,3.0,506.0,1-248-397-5800,3.0,M,6360 savoy drive,O,Sydney,899667.0,,RI,United States of America,482132.0,0.0,15.0,Laclede Group
Kus2659,3.0,790.0,1-767-838-5926,6.0,S,20900 marchmont west,O,San Diego,3267917.0,,NM,Canada,127264.0,1.0,35.0,SkyWest
Net2660,5.0,394.0,1-339-231-7565,5.0,W,5755 bluff road,O,Beaumont,2079370.0,,FL,United States of America,467543.0,3.0,99.0,Marsh & McLennan
MAC2661,0.0,809.0,1-515-519-6455,8.0,,1715 texas west,O,Austin,3989557.0,Q,MO,United States of America,294325.0,3.0,73.0,Embarq
Wil2662,1.0,365.0,1-069-658-5070,5.0,M,16552 FRESCO SOUTH,O,El Paso,1639126.0,N,MA,United States of America,456076.0,1.0,12.0,Piedmont Natural Gas
Tri2663,3.0,388.0,1-008-569-7239,3.0,S,24683 meadowlark boulevard,O,Edmonton,601085.0,,NJ,United States of America,95438.0,3.0,96.0,Cardinal Health
Pul2664,0.0,,1-844-879-4783,,S,20954 belt line rue,O,Fort Lauderdale,2465301.0,,KY,United States of America,375099.0,1.0,78.0,Genworth Financial
ORD2665,3.0,713.0,1-937-645-7224,0.0,,18458 yorkchester west,O,Tacoma,2856459.0,,Manitoba,United States of America,330705.0,1.0,49.0,Activision Blizzard
MCC2666,1.0,,1-655-019-1423,2.0,U,21180 trafalgar way,O,Colorado Springs,110322.0,,New Brunswick,Canada,124418.0,4.0,55.0,
Mob2667,2.0,711.0,1-735-199-1667,1.0,S,17057 eden lower,R,Moncton,583568.0,,CT,United States of America,244689.0,1.0,79.0,Schnitzer Steel Industries
Hut2668,0.0,429.0,1-855-989-0901,5.0,M,19634 el monte boulevard,O,Torrance,1561090.0,,UT,United States of America,458595.0,5.0,,Ameren
Swr2669,4.0,318.0,1-309-403-7862,3.0,U,7667 bayridge road,O,Sunnyvale,,Y,OH,United States of America,478075.0,5.0,37.0,Windstream
TUL2670,2.0,529.0,1-201-502-8143,9.0,,24713 sanders drive,O,Durham,1398784.0,,CT,United States of America,210110.0,,89.0,Psychiatric Solutions
Cox2671,2.0,739.0,1-799-779-6383,8.0,M,9941 briar forest street,O,Lexington,1345217.0,V,WA,United States of America,198746.0,1.0,11.0,ServiceMaster
rut2672,1.0,536.0,1-304-579-2481,1.0,M,21088 murie street,O,Ontario,602438.0,A,HI,Canada,178148.0,5.0,54.0,Timken
kuh2673,1.0,397.0,1-788-984-4408,8.0,M,1063 dunbar lower,R,Concord,2801777.0,,MA,Canada,310156.0,0.0,71.0,Steelcase
Gid2674,3.0,619.0,1-075-490-7153,8.0,M,1424 east road,O,Newark,1361159.0,,PA,United States of America,247681.0,3.0,89.0,Granite Construction
mcc2675,2.0,772.0,1-836-751-8488,8.0,M,20420 lynnfield lane,U,Chesapeake,3231165.0,B,LA,United States of America,177779.0,1.0,92.0,Pride International
Tra2676,2.0,690.0,1-167-265-0158,2.0,W,12957 warren crescent,O,Regina,866271.0,,VT,United States of America,209850.0,2.0,31.0,Spherion
Ali2677,3.0,840.0,1-106-679-6796,0.0,U,23987 valderra park,O,Calgary,2141663.0,K,British Columbia,United States of America,298798.0,4.0,50.0,Timken
Arm2678,,598.0,1-830-920-0254,8.0,S,11183 COUNTRY SOUTH,O,Waco,870111.0,,MN,United States of America,93065.0,0.0,,Applied Industrial Tech
Bla2679,2.0,547.0,1-267-240-1336,1.0,M,7366 fox boulevard,O,Irving,1917609.0,,British Columbia,United States of America,288453.0,5.0,48.0,Agilent Technologies
sut2680,4.0,,1-645-656-7265,4.0,M,24280 piney point rue,O,Buffalo,,,NJ,United States of America,45072.0,5.0,66.0,Starwood Hotels & Resorts
Pet2681,2.0,838.0,1-518-561-5857,7.0,S,17042 lancaster east,O,Santa Rosa,346479.0,,TX,United States of America,225717.0,4.0,56.0,Loews
sob2682,1.0,449.0,1-070-047-4064,8.0,M,22319 amherst street,,Chicago,647760.0,,VT,Canada,222839.0,1.0,87.0,Steel Dynamics
Sim2683,2.0,500.0,1-803-791-8008,4.0,S,21181 2nd rue,U,Frederick,3739619.0,,Newfoundland,United States of America,309291.0,3.0,82.0,Wesco International
lar2684,5.0,494.0,1-572-391-8205,5.0,M,11828 butler park,O,Concord,674217.0,,AK,Canada,248351.0,0.0,,DuPont
Bat2685,,,1-508-321-5863,8.0,S,24438 cedar springs avenue,O,Phoenix,,,Saskatchewan,United States of America,163421.0,5.0,81.0,Edison International
Her2686,5.0,569.0,1-313-064-1613,4.0,W,13892 jennings road,R,Detroit,,,AZ,United States of America,393289.0,0.0,44.0,Cracker Barrel Old Country
Vei2687,3.0,414.0,1-287-082-2410,9.0,U,16648 ALEXIS AVENUE,O,Simi Valley,3181769.0,,Ontario,United States of America,363868.0,1.0,25.0,Guess
Pri2688,3.0,814.0,1-252-529-0102,5.0,M,2240 appleby road,U,Cincinnati,,,MS,United States of America,369608.0,2.0,70.0,Sally Beauty Holdings
Pcb2689,5.0,416.0,,4.0,U,3202 powers lower,U,Huntington Beach,1184778.0,U,NH,United States of America,131105.0,3.0,87.0,Virgin Media
Tak2690,0.0,782.0,1-751-961-1617,4.0,U,11516 tanner street,O,Springfield,2501478.0,,Prince Edward Island,Canada,64311.0,2.0,22.0,Zale
sau2691,,735.0,1-088-530-9154,9.0,U,17411 vandenburg north,R,Regina,2902400.0,,VA,United States of America,495659.0,0.0,96.0,Pinnacle West Capital
tur2692,5.0,555.0,1-442-096-8433,4.0,M,4373 NEVILLE NORTH,,Jackson,2493211.0,D,Saskatchewan,United States of America,276647.0,2.0,,Lincoln Electric Holdings
Au-2693,5.0,,1-258-389-6827,,M,16064 TOWERWOOD CRESCENT,R,Spokane,965733.0,Q,OR,Canada,202431.0,1.0,78.0,NBTY
Ver2694,5.0,657.0,1-953-932-0318,8.0,M,12460 CLAYTON STREET,O,Provo,1403848.0,S,SD,United States of America,256659.0,,24.0,Philip Morris International
REI2695,0.0,722.0,1-702-756-2516,7.0,U,3234 pasadena boulevard,R,Lowell,2104839.0,X,UT,Canada,219099.0,2.0,95.0,OfficeMax
Osb2696,5.0,611.0,1-585-583-0294,7.0,D,3146 HOWSER LANE,O,Orange,2042347.0,R,UT,Canada,124595.0,0.0,84.0,Charming Shoppes
Bra2697,,645.0,1-079-912-0788,4.0,S,14853 COMMERCE PARK,R,Newport News,,C,LA,United States of America,271755.0,1.0,2.0,First Data
CIC2698,3.0,373.0,1-163-941-8955,8.0,D,21448 HAMPTON BOULEVARD,O,Shreveport,1039251.0,L,DC,United States of America,78637.0,5.0,17.0,Spectra Energy
kau2699,1.0,718.0,1-479-857-1392,1.0,M,3833 princeton crescent,O,Moncton,154620.0,,NH,United States of America,380592.0,3.0,51.0,Bank of New York Mellon Corp.
LOY2700,,680.0,1-377-554-5670,2.0,W,21370 king rue,U,Great Falls,156457.0,Q,Newfoundland,United States of America,245969.0,1.0,13.0,IAC/InterActiveCorp
new2701,3.0,739.0,1-152-372-9888,0.0,U,2086 weller road,O,Hull,2377134.0,,VT,United States of America,435461.0,5.0,16.0,Dick's Sporting Goods
mar2702,5.0,777.0,1-677-325-7582,8.0,D,18955 spruce street,,Gary,732018.0,,AL,Canada,323412.0,2.0,8.0,Harley-Davidson
bra2703,1.0,679.0,1-426-645-9381,2.0,W,23012 wathan court,O,Des Moines,3354690.0,,Manitoba,United States of America,386727.0,5.0,29.0,Raytheon
MEF2704,0.0,633.0,1-093-167-3015,0.0,M,24653 leon west,R,Inglewood,2761479.0,,SD,Canada,274587.0,5.0,38.0,NYSE Euronext
Lie2705,2.0,482.0,1-935-788-0668,9.0,D,4708 EDWARDS WAY,R,Louisville,1911700.0,A,NJ,United States of America,358418.0,3.0,47.0,Ruddick
Tiu2706,4.0,460.0,1-944-701-6840,6.0,M,21422 INGERSOLL EAST,O,Biloxi,3251087.0,,KS,United States of America,466250.0,1.0,16.0,NCR
mah2707,1.0,747.0,1-075-887-2122,3.0,U,11678 NEWPORT NEWS LOWER,O,Manchester,35775.0,L,Saskatchewan,United States of America,,2.0,84.0,
Rob2708,1.0,476.0,1-974-657-4277,3.0,S,15645 sabine rue,R,El Monte,1867993.0,A,MA,United States of America,138085.0,2.0,7.0,Activision Blizzard
Des2709,1.0,663.0,1-366-521-5512,,M,10906 runyan east,O,Fontana,654796.0,,MN,United States of America,257816.0,3.0,93.0,American National Insurance
Coo2710,0.0,384.0,1-557-981-2400,5.0,M,24683 MEADOWLARK BOULEVARD,R,Irvine,1256017.0,,WI,United States of America,93116.0,5.0,29.0,Quiksilver
hal2711,4.0,426.0,1-516-047-4782,0.0,M,19342 wycliffe park,O,Miami,1078838.0,P,KY,United States of America,208050.0,5.0,60.0,NII Holdings
Bol2712,3.0,576.0,1-708-351-7149,4.0,M,24468 brooks lane,R,Pomona,3860556.0,K,AK,United States of America,385632.0,0.0,19.0,Costco Wholesale
fat2713,0.0,610.0,1-365-026-3585,5.0,U,20798 baltic north,U,Toronto,2259832.0,,TN,United States of America,499635.0,2.0,80.0,Toro
BRO2714,2.0,346.0,1-736-669-1694,2.0,M,10863 wisteria south,O,Fort Wayne,1322088.0,,NY,United States of America,130775.0,1.0,58.0,Raymond James Financial
REE2715,2.0,581.0,1-037-733-0728,2.0,W,2579 CREEKBEND WAY,O,Yellow Knife,317101.0,E,CA,United States of America,29313.0,4.0,1.0,Cognizant Technology Solutions
Mos2716,4.0,335.0,1-355-638-5202,5.0,D,5935 MCAFEE PARK,O,St. Petersburg,1701693.0,,ND,United States of America,61536.0,1.0,62.0,Aon
can2717,0.0,361.0,1-829-849-8415,2.0,M,15465 cliffbrook west,R,Waco,534690.0,,ID,United States of America,232556.0,5.0,30.0,Bon-Ton Stores
Kor2718,4.0,490.0,1-029-612-0075,9.0,M,8447 hoke upper,O,Virginia Beach,3187351.0,,HI,Canada,65894.0,5.0,30.0,RadioShack
Tsc2719,2.0,582.0,1-009-000-6688,9.0,M,13429 spring crescent,O,Brownsville,1406816.0,G,LA,United States of America,331919.0,5.0,95.0,HealthSouth
mac2720,3.0,552.0,1-714-464-1102,2.0,M,19554 olmos upper,O,West Covina,1303951.0,B,FL,United States of America,185828.0,3.0,32.0,Pepsi Bottling
Gas2721,1.0,549.0,1-147-962-0382,3.0,W,7477 cone way,O,Orange,3933534.0,,New Brunswick,Canada,42992.0,1.0,8.0,Perini
Siu2722,4.0,779.0,1-268-499-0563,5.0,U,24558 pampas north,R,Provo,571633.0,M,OK,United States of America,6555.0,3.0,62.0,CB Richard Ellis Group
rec2723,2.0,639.0,,0.0,U,10474 hickorybark court,R,Corpus Christi,1316638.0,,Saskatchewan,United States of America,,5.0,30.0,MDU Resources Group
Hew2724,2.0,540.0,1-242-537-7924,10.0,W,6156 holmes court,U,Eugene,3905111.0,,GA,United States of America,352112.0,1.0,79.0,Peabody Energy
PAN2725,,735.0,1-231-088-7172,7.0,M,14546 LA PEER DRIVE,O,Pembroke Pines,2930990.0,,New Brunswick,United States of America,313996.0,2.0,83.0,Western Refining
DEN2726,3.0,763.0,1-458-609-9778,10.0,U,4078 lexington north,O,Nashua,1880672.0,,AK,United States of America,401286.0,4.0,68.0,Precision Castparts
cre2727,5.0,447.0,1-622-867-9342,3.0,U,4655 bay upper,O,Charlotte,385773.0,,MA,Canada,233170.0,2.0,34.0,Cigna
Dou2728,2.0,314.0,1-666-364-2284,1.0,W,15201 beale east,O,Hamilton,1411936.0,,Newfoundland,Canada,413483.0,2.0,,Bed Bath & Beyond
mcc2729,1.0,748.0,1-197-697-9083,10.0,W,8532 cooper lane,R,Lubbock,568081.0,Z,Manitoba,United States of America,190901.0,1.0,59.0,Baker Hughes
KOL2730,4.0,790.0,1-016-028-6895,2.0,W,21088 murie street,R,Memphis,,,WV,Canada,85322.0,5.0,60.0,Reynolds American
SLU2731,2.0,803.0,1-323-687-9990,8.0,M,22607 ATLANTIC RUE,R,Milwaukee,2925938.0,,AZ,Canada,253092.0,1.0,66.0,BMC Software
Gon2732,2.0,787.0,1-626-981-0542,10.0,S,17825 fleet south,R,Houston,1602264.0,,VT,United States of America,6911.0,0.0,6.0,Chesapeake Energy
GIO2733,4.0,433.0,1-896-841-7105,10.0,M,23680 alpha park,O,Mesquite,3879591.0,E,WI,United States of America,204760.0,3.0,47.0,Liberty Mutual Insurance Group
Arm2734,0.0,694.0,1-947-961-7229,4.0,S,16956 bellwood rue,R,Hay River,3111535.0,,AZ,United States of America,269938.0,2.0,31.0,Sentry Insurance Group
Abb2735,,844.0,1-679-463-9913,7.0,U,11635 sun tree west,O,Concord,,G,IN,United States of America,174038.0,5.0,57.0,C.R. Bard
cot2736,2.0,458.0,1-025-818-5831,5.0,M,18270 hickorybark drive,O,Plano,3169847.0,Z,MI,Canada,391545.0,5.0,56.0,
BLU2737,2.0,520.0,1-226-650-8062,2.0,M,22232 SOUTH DRIVE,R,Mesa,3739836.0,,MA,United States of America,98279.0,0.0,1.0,Newell Rubbermaid
WA2738,4.0,359.0,1-393-763-8729,6.0,M,11596 pampas rue,O,North Las Vegas,2106048.0,,VT,United States of America,26241.0,2.0,35.0,BorgWarner
Gli2739,0.0,798.0,1-408-620-4401,6.0,W,24695 hampton boulevard,,Irving,3007656.0,,IN,Canada,146659.0,4.0,68.0,GameStop
Dun2740,1.0,500.0,1-842-112-3056,5.0,S,17825 fleet south,O,Torrance,1446479.0,,Prince Edward Island,United States of America,227491.0,2.0,43.0,Ford Motor
Lac2741,5.0,364.0,1-784-998-7541,6.0,M,2792 pike court,O,Kansas City,566596.0,,TN,United States of America,445786.0,0.0,,Kellogg
Mac2742,1.0,699.0,1-862-600-1265,10.0,M,23223 woodlawn upper,R,Los Angeles,,,GA,United States of America,239375.0,3.0,5.0,
sos2743,5.0,702.0,1-990-122-8973,10.0,S,16719 ridgelea south,O,Columbia,1580287.0,T,DC,Canada,1433.0,1.0,,HSN
cro2744,2.0,705.0,1-431-563-7740,9.0,S,1270 hughes lane,O,Miami,2384593.0,,OK,Canada,316228.0,2.0,11.0,Terra Industries
van2745,3.0,359.0,1-438-091-2762,5.0,,7575 bernard court,R,Great Falls,2331174.0,U,IA,United States of America,100354.0,0.0,44.0,Radian Group
Moe2746,4.0,742.0,1-432-824-7248,3.0,M,9598 ullrich avenue,R,Fort Lauderdale,3226443.0,H,WY,United States of America,243430.0,0.0,40.0,Source Interlink Cos.
CAR2747,5.0,529.0,1-531-493-0202,3.0,M,2682 lumber park,O,Santa Fe,2791607.0,,WV,United States of America,498209.0,2.0,66.0,NewPage Holding
Col2748,3.0,694.0,1-502-962-0588,0.0,M,21380 DURANGO PARK,O,Seattle,1102255.0,P,VT,United States of America,481343.0,,61.0,Ferrellgas Partners
Szk2749,2.0,300.0,1-537-717-3816,8.0,M,8974 courtland avenue,O,Warren,1939152.0,E,Newfoundland,United States of America,196094.0,5.0,,NTK Holdings
rea2750,0.0,694.0,1-996-248-8080,8.0,U,24950 sheppard lane,O,Jersey City,655068.0,,MS,Canada,29162.0,,56.0,NYSE Euronext
far2751,4.0,347.0,1-478-137-6330,6.0,S,18513 vickers avenue,O,Riverside,941611.0,S,MA,United States of America,,5.0,1.0,Warner Music Group
Col2752,5.0,433.0,1-673-178-8026,10.0,U,4871 havenridge court,O,Minneapolis,1824605.0,,DE,Canada,289365.0,3.0,45.0,MasterCard
Esp2753,0.0,830.0,1-457-010-6560,4.0,S,8092 gibbes court,R,Las Cruces,271877.0,,Ontario,Canada,468678.0,5.0,89.0,Boeing
MCB2754,1.0,552.0,1-737-521-1134,8.0,U,8072 hughes west,O,Huntsville,3643942.0,,NH,United States of America,27860.0,3.0,27.0,Retail Ventures
Nan2755,5.0,370.0,1-421-526-3315,7.0,W,18065 FOUR POINTS DRIVE,O,Stockton,3815932.0,V,AZ,United States of America,19124.0,4.0,44.0,Safeway
CON2756,1.0,357.0,1-586-979-0879,8.0,M,755 MAYWIND SOUTH,O,Hull,2508022.0,,MN,United States of America,385674.0,1.0,74.0,Int. Flavors & Fragrances
Fil2757,3.0,742.0,1-113-655-0754,0.0,U,22480 lenwood street,U,Hull,2699359.0,,KS,Canada,105231.0,2.0,,Principal Financial
VOI2758,1.0,512.0,,3.0,S,8288 TARTAN WEST,R,Los Angeles,3846524.0,,NJ,United States of America,221540.0,3.0,55.0,Buildings Materials Corp.
Vie2759,2.0,441.0,1-514-126-5667,6.0,S,8617 woodcrest north,O,Thousand Oaks,1122175.0,M,SC,United States of America,241374.0,1.0,88.0,
Hem2760,3.0,438.0,1-545-836-7453,2.0,S,21782 miller south,O,Quebec,1229357.0,,MD,United States of America,323298.0,0.0,34.0,Cabot
tyd2761,5.0,403.0,1-477-145-8072,6.0,M,13904 MAHONIA BOULEVARD,O,Greensboro,2702576.0,,WY,United States of America,48708.0,3.0,46.0,General Growth Properties
GER2762,4.0,489.0,1-464-079-9711,5.0,M,17491 roswell south,O,Berkeley,3643357.0,G,WV,United States of America,29427.0,5.0,30.0,Coach
Dec2763,2.0,633.0,1-441-807-1287,8.0,S,6488 APPLEWOOD DRIVE,O,Irving,115352.0,,SC,United States of America,282381.0,5.0,99.0,Hasbro
THE2764,1.0,632.0,1-222-161-3033,10.0,S,19106 brielle way,O,Henderson,2704409.0,,Manitoba,United States of America,60527.0,3.0,93.0,Wesco International
