prospect_gncd,prospect_phn,prospect_ncm,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Bab1469,1-623-256-9129,385145.0,2.0,4.0,M,36.0,,O,National Fuel Gas,10.0,267902.0
DIP1470,1-682-574-9701,265547.0,0.0,4.0,M,95.0,584.0,O,Belk,9.0,1554714.0
pin1471,1-909-879-4150,210242.0,4.0,3.0,D,66.0,738.0,O,Calumet Specialty Products,9.0,1785849.0
Hau1472,1-183-178-5917,14168.0,0.0,2.0,M,16.0,432.0,O,Perot Systems,5.0,3000691.0
Bin1473,1-847-669-3845,28104.0,1.0,1.0,M,86.0,,O,H&R Block,7.0,3170300.0
Pir1474,1-976-903-4058,59747.0,5.0,0.0,M,46.0,758.0,O,Martin Marietta Materials,8.0,1789875.0
Gra1475,1-499-860-2810,89818.0,5.0,1.0,M,21.0,354.0,O,General Mills,5.0,2698625.0
ROZ1476,1-166-910-8873,189590.0,4.0,5.0,M,78.0,837.0,O,,10.0,3471479.0
Har1477,1-136-594-1087,328668.0,3.0,5.0,M,70.0,405.0,O,Xcel Energy,6.0,1921541.0
ket1478,1-888-057-7581,31540.0,2.0,2.0,W,35.0,707.0,R,Vulcan Materials,,3611018.0
Hol1479,1-678-590-3942,130384.0,0.0,1.0,M,89.0,811.0,O,General Electric,0.0,2973756.0
obr1480,1-516-564-1148,86950.0,5.0,0.0,M,37.0,616.0,R,Windstream,3.0,3055483.0
Laf1481,1-815-923-2513,445785.0,5.0,1.0,M,65.0,764.0,O,Hasbro,4.0,3458800.0
Bit1482,1-732-516-4962,45116.0,,4.0,M,84.0,603.0,,,1.0,101009.0
irv1483,1-824-110-6454,139863.0,,4.0,M,9.0,738.0,U,Starbucks,5.0,2274366.0
mos1484,1-652-879-2108,2738.0,5.0,4.0,M,63.0,417.0,O,Yahoo,4.0,1663960.0
Dem1485,1-186-422-8260,141116.0,1.0,5.0,M,58.0,487.0,O,KBR,1.0,1704190.0
Mcg1486,1-656-662-2201,441116.0,4.0,1.0,M,99.0,725.0,O,Textron,5.0,
har1487,1-503-287-5549,248359.0,5.0,5.0,U,44.0,667.0,R,Occidental Petroleum,2.0,2808793.0
PAT1488,1-178-317-4258,65756.0,3.0,1.0,S,98.0,305.0,O,Energy Future Holdings,4.0,3196105.0
COU1489,,290793.0,4.0,4.0,D,16.0,403.0,O,Amerco,2.0,3544876.0
Ker1490,1-108-050-9807,129732.0,5.0,3.0,S,79.0,569.0,O,OfficeMax,10.0,1670772.0
Lyo1491,1-550-271-1876,53133.0,0.0,1.0,U,39.0,344.0,R,Teradata,9.0,540493.0
Grz1492,1-474-997-1416,405337.0,4.0,2.0,U,100.0,421.0,O,Navistar International,1.0,1555520.0
DON1493,1-656-672-9096,155083.0,2.0,4.0,D,30.0,745.0,R,Smithfield Foods,9.0,1846931.0
hub1494,1-800-584-3210,,1.0,1.0,D,93.0,754.0,O,National Semiconductor,9.0,434760.0
Vas1495,1-439-654-9673,91449.0,0.0,3.0,S,53.0,542.0,O,Laboratory Corp. of America,8.0,198000.0
CRI1496,1-932-897-9544,239766.0,1.0,3.0,M,79.0,427.0,O,Itron,4.0,1724612.0
FRI1497,1-449-834-6963,53266.0,4.0,0.0,D,,523.0,R,Advance Auto Parts,2.0,103055.0
Bau1498,1-631-174-6058,,4.0,2.0,M,24.0,407.0,O,Owens-Illinois,0.0,3328645.0
lor1499,1-113-004-7988,10853.0,2.0,1.0,D,9.0,433.0,O,Southwest Gas,10.0,
SHA1500,1-109-833-5901,90003.0,0.0,3.0,M,90.0,641.0,O,Huntington Bancshares,3.0,1466155.0
sch1501,1-180-822-0026,326214.0,0.0,2.0,U,58.0,704.0,O,Campbell Soup,8.0,812636.0
kam1502,1-118-536-3025,85603.0,3.0,3.0,U,9.0,768.0,O,E.W. Scripps,7.0,2635070.0
Sel1503,1-350-411-9708,75465.0,1.0,5.0,S,,648.0,U,Total System Services,8.0,847812.0
Ghe1504,1-111-023-7187,273914.0,1.0,4.0,M,81.0,401.0,O,Manitowoc,10.0,382620.0
SHI1505,,165836.0,4.0,1.0,W,33.0,548.0,O,Phoenix,4.0,3389560.0
Abo1506,1-086-789-6519,489340.0,3.0,3.0,S,59.0,666.0,R,Landstar System,6.0,898322.0
LAH1507,1-314-758-5852,485480.0,5.0,0.0,M,23.0,745.0,O,Mueller Industries,8.0,3489904.0
Bol1508,1-870-655-0049,202294.0,4.0,4.0,S,13.0,310.0,O,Invacare,5.0,324039.0
fis1509,1-578-045-5351,434289.0,0.0,1.0,M,17.0,419.0,O,Alliant Techsystems,7.0,492431.0
JOI1510,1-243-279-2993,249525.0,2.0,1.0,M,92.0,310.0,O,Sonic Automotive,7.0,884983.0
Jak1511,1-897-141-1298,123780.0,4.0,3.0,W,17.0,490.0,R,Unified Grocers,0.0,3928613.0
Sur1512,1-090-633-2787,121866.0,5.0,0.0,W,10.0,800.0,O,Costco Wholesale,0.0,2774428.0
Hel1513,1-752-622-8759,476710.0,1.0,3.0,M,64.0,450.0,O,PPG Industries,9.0,646041.0
pre1514,1-591-778-8688,399528.0,2.0,5.0,S,53.0,643.0,O,Packaging Corp. of America,2.0,2973599.0
Gli1515,1-186-807-2475,172693.0,0.0,3.0,M,88.0,820.0,O,,6.0,2894887.0
ann1516,1-158-639-9180,309846.0,4.0,2.0,U,9.0,352.0,O,International Game Technology,2.0,2103192.0
Kno1517,1-957-311-2551,476193.0,3.0,2.0,U,85.0,820.0,U,ScanSource,5.0,3085760.0
Mic1518,1-454-844-5285,295909.0,1.0,5.0,S,79.0,470.0,U,Simon Property Group,10.0,1234065.0
efs1519,1-994-912-9389,148902.0,2.0,3.0,,50.0,624.0,R,CVS Caremark,4.0,3173199.0
Har1520,1-308-526-0408,80132.0,,5.0,U,13.0,693.0,O,Medco Health Solutions,3.0,1106177.0
HOL1521,1-546-474-3897,104978.0,1.0,2.0,D,2.0,736.0,O,Catalyst Health Solutions,6.0,104805.0
als1522,1-834-081-4944,304295.0,5.0,4.0,U,55.0,573.0,O,Rockwell Automation,5.0,191852.0
Bas1523,1-653-883-4810,382676.0,1.0,0.0,M,57.0,445.0,O,SLM,10.0,1016522.0
hit1524,1-068-884-2909,13829.0,3.0,5.0,D,65.0,548.0,O,Beacon Roofing Supply,8.0,751262.0
BAL1525,1-369-222-7038,251874.0,1.0,0.0,M,49.0,324.0,O,Huntington Bancshares,7.0,1193509.0
lil1526,1-122-338-0001,233030.0,,5.0,U,54.0,348.0,O,Arch Coal,5.0,1265027.0
BRA1527,1-708-984-3571,414795.0,4.0,3.0,W,61.0,581.0,O,Cooper-Standard Holdings,3.0,
BIG1528,,366359.0,1.0,,S,31.0,692.0,O,Nalco Holding,7.0,80680.0
Qui1529,1-882-813-7777,433018.0,2.0,0.0,M,,345.0,R,,,715481.0
Chi1531,1-977-563-3107,375372.0,1.0,1.0,W,55.0,524.0,O,Burger King Holdings,4.0,1366427.0
gos1532,1-173-251-6874,368074.0,2.0,3.0,U,94.0,742.0,O,Ingles Markets,10.0,1583171.0
smy1533,1-874-604-3289,453138.0,0.0,5.0,M,67.0,,,Modine Manufacturing,5.0,777929.0
DEM1534,1-144-460-9212,404914.0,0.0,1.0,W,55.0,465.0,,Blockbuster,8.0,3836423.0
zur1535,1-208-527-9666,,2.0,3.0,U,0.0,393.0,R,Emerson Electric,8.0,2819864.0
MAC1536,1-488-190-3987,213892.0,0.0,4.0,M,16.0,449.0,U,Cummins,0.0,1054065.0
Rob1537,1-928-609-5956,15212.0,5.0,1.0,M,86.0,346.0,U,Verso Paper,3.0,112727.0
Mat1538,1-525-753-2190,181008.0,3.0,4.0,D,61.0,479.0,O,PPL,3.0,2913410.0
hav1539,1-133-814-6815,164110.0,5.0,2.0,W,39.0,457.0,,H&R Block,5.0,3502000.0
Bos1540,1-028-897-9680,356260.0,4.0,1.0,M,50.0,403.0,O,Boston Scientific,4.0,3142114.0
nal1541,1-820-635-5662,434372.0,5.0,0.0,M,7.0,768.0,,,6.0,461981.0
FER1542,1-993-027-8092,322772.0,2.0,1.0,M,89.0,609.0,O,Scana,8.0,866135.0
Rei1543,1-889-516-6723,103115.0,0.0,4.0,U,,685.0,O,Cinemark Holdings,8.0,2180522.0
spi1544,1-195-535-4681,87172.0,4.0,5.0,U,18.0,463.0,O,BJ Services,5.0,1275045.0
kle1545,1-571-237-3189,46053.0,1.0,1.0,,19.0,344.0,O,Genworth Financial,3.0,3348211.0
COS1546,1-930-146-1088,432692.0,0.0,3.0,M,49.0,444.0,O,Warner Music Group,0.0,1858209.0
but1547,1-190-976-1557,8221.0,,4.0,W,50.0,529.0,R,Berkshire Hathaway,8.0,1913209.0
Boy1548,1-095-422-7674,449503.0,4.0,5.0,S,,755.0,O,Ferrellgas Partners,9.0,1290523.0
pat1549,1-159-540-7650,498285.0,2.0,4.0,W,1.0,829.0,R,West,10.0,3837125.0
Kru1550,1-305-425-6318,32882.0,,3.0,S,,,O,VeraSun Energy,,3379915.0
laf1551,1-542-152-2258,426830.0,0.0,5.0,U,89.0,776.0,O,Coca-Cola Enterprises,4.0,2851495.0
san1552,1-626-445-0049,389213.0,2.0,1.0,U,72.0,431.0,U,NSTAR,3.0,3365608.0
COP1553,1-146-871-3093,188555.0,2.0,0.0,D,90.0,803.0,U,Enbridge Energy Partners,0.0,2266979.0
buc1554,1-080-899-3805,34647.0,3.0,5.0,U,81.0,792.0,O,Maxim Integrated Products,6.0,3100394.0
NET1555,1-407-616-3663,241005.0,3.0,4.0,M,25.0,564.0,O,Baker Hughes,9.0,2086714.0
Gac1556,1-003-304-9528,16223.0,5.0,2.0,M,82.0,322.0,U,Catalyst Health Solutions,6.0,2873908.0
D'A1557,1-302-410-8130,136870.0,0.0,4.0,M,31.0,685.0,R,M&T Bank Corp.,8.0,2535519.0
dud1558,1-184-336-0567,79941.0,5.0,3.0,M,59.0,468.0,O,PSS World Medical,7.0,181870.0
CHI1559,1-768-893-7223,388810.0,,0.0,D,23.0,697.0,R,Air Products & Chemicals,9.0,1288205.0
van1560,1-083-883-8300,382361.0,5.0,4.0,M,86.0,541.0,O,Sempra Energy,3.0,299075.0
Sob1561,1-241-478-7612,188686.0,3.0,4.0,M,46.0,394.0,R,Telephone & Data Systems,7.0,3685332.0
GAY1562,1-541-409-8204,241889.0,2.0,,S,46.0,833.0,O,,5.0,3446599.0
Kob1563,1-126-546-4935,213323.0,4.0,4.0,U,20.0,475.0,O,Sherwin-Williams,6.0,296419.0
Nor1564,1-459-098-4362,419724.0,5.0,1.0,M,34.0,812.0,O,Macy's,4.0,896575.0
VAL1565,1-762-109-5261,232221.0,4.0,1.0,M,82.0,351.0,O,Frontier Communications,2.0,2958136.0
hug1566,1-869-781-6422,237749.0,4.0,1.0,M,81.0,845.0,O,Time Warner,1.0,2587885.0
lew1567,1-161-796-7428,409091.0,4.0,2.0,U,45.0,542.0,O,Alliant Techsystems,9.0,1005444.0
hon1568,1-769-727-9195,128460.0,5.0,3.0,M,47.0,554.0,O,Hershey,3.0,3954555.0
Van1569,1-974-700-6769,495997.0,5.0,1.0,M,79.0,690.0,O,Pep Boys,8.0,807347.0
gal1570,1-140-939-6080,265242.0,4.0,3.0,U,3.0,339.0,O,AFLAC,2.0,3500918.0
kah1571,1-869-700-6220,481240.0,4.0,5.0,M,28.0,803.0,R,Celanese,5.0,468253.0
May1572,1-393-933-8750,200410.0,4.0,2.0,M,45.0,721.0,O,,10.0,1517727.0
JAK1573,1-352-302-5746,,2.0,0.0,U,44.0,337.0,O,Cracker Barrel Old Country,6.0,
MAL1574,1-544-399-4428,204803.0,2.0,4.0,M,28.0,357.0,O,Applied Biosystems,0.0,380907.0
cai1575,1-176-111-4899,369656.0,5.0,2.0,,5.0,448.0,O,Massey Energy,6.0,2365835.0
MCN1576,1-361-613-3801,394669.0,4.0,2.0,M,70.0,437.0,O,Medtronic,10.0,1207205.0
kho1577,1-677-003-1611,199665.0,5.0,3.0,D,68.0,630.0,R,Arkansas Best,2.0,2195768.0
Mar1578,1-694-213-2352,20419.0,5.0,0.0,U,19.0,825.0,O,Consolidated Edison,5.0,644582.0
Cha1579,1-661-111-0843,164133.0,5.0,5.0,M,3.0,816.0,U,Teledyne Technologies,9.0,286711.0
O'c1580,,172891.0,4.0,5.0,M,49.0,735.0,U,Dean Foods,10.0,1204969.0
TYN1581,1-756-133-9020,310017.0,1.0,3.0,S,66.0,453.0,O,Hershey,3.0,1867820.0
Sch1582,1-962-400-0170,283503.0,3.0,3.0,M,2.0,305.0,O,Wendy's/Arby's Group,6.0,225136.0
Gue1583,1-328-357-0132,,4.0,1.0,M,21.0,834.0,O,Hubbell,9.0,1403761.0
Saw1584,1-528-975-7395,90250.0,2.0,1.0,D,44.0,426.0,R,Dresser-Rand Group,1.0,1648703.0
PAR1585,1-615-026-0873,215458.0,1.0,1.0,U,30.0,356.0,O,Univision Communications,1.0,1964663.0
rus1586,1-228-343-7504,496587.0,1.0,4.0,W,80.0,521.0,O,3M,2.0,2313539.0
WAR1587,1-345-076-8315,143238.0,3.0,2.0,S,41.0,465.0,U,United Technologies,10.0,2706243.0
Lon1588,1-585-407-1862,36900.0,3.0,1.0,M,75.0,844.0,U,Rockwell Collins,7.0,3454012.0
VAF1589,1-118-702-1882,360262.0,3.0,2.0,,49.0,326.0,R,Family Dollar Stores,5.0,1126249.0
sch1590,1-612-442-2972,67322.0,4.0,3.0,M,23.0,609.0,,Weis Markets,7.0,61481.0
Car1591,1-169-249-3706,189676.0,5.0,2.0,M,89.0,488.0,U,Target,7.0,743722.0
TIS1592,1-334-560-0470,28077.0,,1.0,U,28.0,548.0,O,Neiman Marcus,1.0,1902226.0
SCH1593,1-091-384-7916,203747.0,0.0,0.0,S,,513.0,R,Abbott Laboratories,10.0,3667951.0
Amb1594,1-104-274-6326,191030.0,5.0,0.0,M,88.0,531.0,O,Humana,1.0,1420518.0
HLA1595,1-716-421-5982,278974.0,4.0,3.0,W,42.0,477.0,,Merck,,1230013.0
Fal1596,1-436-171-7630,405253.0,0.0,2.0,M,49.0,818.0,R,General Growth Properties,5.0,226768.0
Lev1597,1-062-789-9840,58611.0,0.0,1.0,U,79.0,445.0,O,Tesoro,8.0,262069.0
LES1598,1-949-903-4401,183703.0,0.0,2.0,M,35.0,674.0,R,PNM Resources,9.0,33073.0
wai1599,1-807-102-4718,27048.0,5.0,4.0,M,27.0,543.0,O,Dr Pepper Snapple Group,,1366099.0
KLA1600,1-246-968-4832,393487.0,5.0,4.0,D,95.0,381.0,O,Hubbell,4.0,92196.0
CAR1601,1-095-664-2591,115808.0,5.0,0.0,M,25.0,780.0,O,Chesapeake Energy,6.0,2609887.0
Yog1602,1-138-271-9862,99224.0,3.0,2.0,U,84.0,,O,Laboratory Corp. of America,10.0,2293264.0
bar1603,1-477-254-6590,371296.0,4.0,2.0,M,73.0,358.0,O,IMS Health,10.0,295295.0
dor1604,1-588-157-6380,218276.0,,5.0,W,58.0,572.0,O,Frontier Oil,1.0,73189.0
Had1605,1-905-789-7948,237297.0,,0.0,W,,319.0,O,Toro,1.0,3545538.0
gas1606,1-765-783-0055,444523.0,0.0,0.0,W,28.0,400.0,U,GameStop,5.0,3971444.0
mos1607,1-250-193-0140,400885.0,5.0,2.0,D,4.0,340.0,O,Cigna,3.0,1362426.0
dal1608,1-142-956-6276,,2.0,,U,76.0,,U,PetSmart,1.0,2854996.0
ARM1609,1-103-038-8615,480717.0,2.0,3.0,M,76.0,642.0,U,Duane Reade Holdings,0.0,500510.0
DIS1610,1-046-959-4224,316675.0,2.0,1.0,D,35.0,640.0,U,Covance,3.0,2991667.0
Hal1611,1-480-417-1290,379294.0,2.0,5.0,M,61.0,735.0,O,Erie Insurance Group,1.0,3042267.0
Mcg1612,1-176-188-5673,248490.0,0.0,0.0,S,68.0,332.0,O,Pep Boys,8.0,2211396.0
Bot1613,1-060-266-1941,369768.0,1.0,0.0,M,31.0,591.0,R,,1.0,3838330.0
Rav1614,1-602-565-1482,424989.0,2.0,3.0,D,,772.0,O,Southern,4.0,2188130.0
PAK1615,1-341-964-3007,152231.0,0.0,5.0,U,3.0,642.0,R,Wells Fargo,7.0,1310726.0
PAN1616,1-340-679-3376,343566.0,0.0,4.0,W,49.0,577.0,O,Bank of America Corp.,10.0,475488.0
att1617,1-128-643-8987,64485.0,,3.0,S,85.0,764.0,R,Cintas,9.0,243518.0
Bou1618,1-364-110-8141,417784.0,0.0,5.0,W,64.0,759.0,O,Owens-Illinois,8.0,1657663.0
TAN1619,1-396-311-1198,215087.0,3.0,0.0,D,58.0,433.0,O,Halliburton,8.0,3504789.0
Bar1620,1-207-089-8351,306929.0,1.0,3.0,S,71.0,525.0,R,Simon Property Group,7.0,640660.0
Lud1621,1-904-404-1552,458332.0,1.0,4.0,M,33.0,832.0,O,Adobe Systems,8.0,2222986.0
DEL1622,1-534-838-7977,39100.0,4.0,2.0,,83.0,316.0,O,Entergy,0.0,3588958.0
Kas1623,1-161-262-1369,437794.0,0.0,4.0,D,57.0,685.0,O,CenterPoint Energy,5.0,2778934.0
hat1624,1-231-000-0392,37754.0,4.0,1.0,M,67.0,381.0,R,Invacare,7.0,754973.0
Tin1625,,193120.0,2.0,4.0,M,68.0,584.0,O,Donaldson,3.0,1266963.0
Nes1626,1-673-457-9456,99512.0,1.0,0.0,M,68.0,385.0,O,AmeriCredit,4.0,1808998.0
Sch1627,1-926-757-3068,261126.0,2.0,3.0,S,14.0,635.0,O,eBay,3.0,2700239.0
SOB1628,1-869-366-2040,120726.0,4.0,1.0,D,,805.0,O,Raytheon,2.0,3108137.0
Clu1629,1-805-682-0192,224672.0,1.0,0.0,M,6.0,679.0,O,ITT,3.0,3578605.0
GER1630,1-374-290-1311,12573.0,5.0,3.0,S,65.0,453.0,,Land O'Lakes,1.0,3699975.0
TUC1631,1-872-546-8088,200441.0,4.0,2.0,U,6.0,847.0,U,Tenneco,8.0,2269303.0
Tar1632,1-498-123-3199,487097.0,3.0,1.0,U,47.0,,R,Leggett & Platt,1.0,2250865.0
Cre1633,1-136-368-7167,180636.0,5.0,3.0,D,96.0,,O,,10.0,952977.0
Joi1634,1-576-056-3958,330412.0,0.0,5.0,U,68.0,642.0,R,Pool,1.0,705875.0
hal1635,1-875-959-3346,302078.0,,2.0,S,21.0,,O,Arrow Electronics,0.0,661156.0
Tes1636,1-577-954-3908,11593.0,,0.0,W,73.0,600.0,O,MasterCard,2.0,3656197.0
ONY1637,1-537-413-0900,110756.0,2.0,0.0,S,15.0,435.0,R,Broadcom,9.0,2313138.0
DEC1638,1-539-974-9296,278312.0,4.0,0.0,M,25.0,730.0,O,Smith International,7.0,3823810.0
Gag1639,1-938-703-0026,441167.0,4.0,0.0,M,98.0,418.0,O,Travelers Cos.,8.0,3690401.0
Lac1640,1-297-775-1510,225388.0,4.0,4.0,U,30.0,388.0,O,Monsanto,7.0,1065171.0
Clo1641,1-021-370-2836,328387.0,2.0,3.0,D,36.0,622.0,R,,2.0,2185167.0
BAR1642,1-304-537-9529,187204.0,3.0,3.0,M,47.0,562.0,O,CVR Energy,0.0,1736755.0
roi1643,1-693-971-8310,322359.0,3.0,4.0,S,,702.0,U,Symantec,9.0,2865116.0
Bun1644,1-220-050-8394,,1.0,4.0,M,32.0,741.0,O,,1.0,2160791.0
Pel1645,1-467-981-9596,364216.0,0.0,0.0,M,25.0,312.0,O,Retail Ventures,4.0,3938874.0
PLA1646,1-777-421-2018,,2.0,3.0,M,85.0,790.0,U,Del Monte Foods,4.0,813632.0
Tra1647,1-890-684-0005,473754.0,4.0,0.0,S,46.0,698.0,U,Sempra Energy,5.0,3373916.0
bos1648,,259788.0,4.0,0.0,U,34.0,363.0,O,Adams Resources & Energy,0.0,3577327.0
GOS1649,1-764-214-6220,419570.0,4.0,1.0,S,61.0,649.0,O,MSC Industrial Direct,10.0,
Kik1650,1-835-399-6988,253410.0,4.0,1.0,U,,773.0,O,Discover Financial Services,0.0,2972070.0
Boc1651,1-068-147-6649,382349.0,5.0,0.0,M,82.0,342.0,O,Jo Ann Stores,,2722299.0
man1652,1-609-204-7920,52766.0,4.0,1.0,S,29.0,356.0,O,,7.0,2294218.0
HAR1653,1-963-175-0431,269001.0,3.0,5.0,S,58.0,551.0,O,American National Insurance,7.0,
RES1654,1-784-086-7205,414609.0,0.0,0.0,M,92.0,395.0,R,Rite Aid,2.0,3171284.0
Owe1655,1-196-609-5188,80218.0,5.0,0.0,U,7.0,423.0,O,CH2M Hill,8.0,
Yau1656,1-713-056-3491,122076.0,5.0,5.0,M,35.0,635.0,O,PharMerica,3.0,149515.0
Gol1657,1-044-618-4589,372965.0,,5.0,W,10.0,648.0,O,AutoZone,0.0,2727224.0
Gru1658,1-982-234-2988,303356.0,4.0,3.0,M,15.0,791.0,O,Herman Miller,5.0,3137795.0
Man1659,1-242-897-1921,294404.0,5.0,0.0,S,,776.0,R,Wells Fargo,8.0,3760773.0
SOM1660,1-276-728-2298,154738.0,5.0,4.0,W,82.0,640.0,U,Tiffany & Co,10.0,1696300.0
cur1661,1-574-992-8766,159707.0,1.0,0.0,U,14.0,542.0,R,ConocoPhillips,4.0,3737794.0
COO1662,1-067-494-4220,41562.0,4.0,1.0,S,15.0,746.0,R,Ashland,5.0,2401847.0
Hys1663,1-310-942-8374,428580.0,1.0,0.0,U,29.0,676.0,O,Lam Research,7.0,905123.0
Ket1664,,174339.0,1.0,,S,78.0,340.0,O,Broadcom,8.0,
Dev1665,1-537-213-2904,140733.0,1.0,2.0,S,11.0,339.0,R,R.H. Donnelley,6.0,
Lep1666,1-949-756-5365,267828.0,5.0,3.0,S,75.0,408.0,O,Kindred Healthcare,7.0,
Mea1667,,,0.0,,U,40.0,449.0,O,Owens & Minor,4.0,968593.0
OPL1668,1-391-289-7760,364582.0,5.0,0.0,M,3.0,403.0,O,Wynn Resorts,2.0,1193550.0
nat1669,1-253-172-1766,,4.0,0.0,S,33.0,566.0,O,Sysco,5.0,207023.0
Cal1670,1-542-914-9965,468033.0,3.0,1.0,M,73.0,658.0,R,Vectren,3.0,1990264.0
Mar1671,1-447-661-0804,439120.0,2.0,0.0,M,22.0,434.0,U,Great Atlantic & Pacific Tea,5.0,992110.0
Cho1672,1-430-788-0862,97001.0,2.0,4.0,U,68.0,606.0,R,Peabody Energy,9.0,2842887.0
Liv1673,1-880-260-3062,196086.0,5.0,2.0,U,88.0,378.0,O,Penn National Gaming,2.0,3530642.0
TAL1674,1-227-757-7307,139221.0,0.0,1.0,S,10.0,668.0,O,Community Health Systems,3.0,1943917.0
van1675,1-084-745-6387,334941.0,0.0,5.0,D,,616.0,O,Zimmer Holdings,5.0,1432565.0
Nie1676,1-656-356-2378,479238.0,2.0,2.0,M,47.0,478.0,O,Discovery Communications,8.0,3251651.0
OWE1677,,247437.0,0.0,1.0,U,30.0,710.0,O,CVS Caremark,2.0,977588.0
Whi1678,1-858-742-2483,57060.0,3.0,1.0,W,23.0,543.0,O,Supervalu,10.0,2909288.0
MON1679,1-022-659-6413,332194.0,1.0,2.0,U,68.0,329.0,U,Teradata,2.0,2039434.0
VER1680,1-255-299-9298,174989.0,4.0,0.0,S,10.0,330.0,O,RPM International,8.0,2931648.0
WYM1681,1-974-241-6963,61122.0,1.0,0.0,W,14.0,549.0,O,KBR,10.0,661067.0
KAP1682,1-663-480-5987,39656.0,3.0,1.0,S,34.0,613.0,R,Capital One Financial,4.0,938673.0
tor1683,,246866.0,,1.0,M,25.0,765.0,O,Health Net,3.0,2840325.0
Mat1684,1-963-796-1557,,1.0,4.0,M,77.0,809.0,O,Thermo Fisher Scientific,,2714847.0
Van1685,1-644-341-7080,105639.0,1.0,3.0,S,89.0,768.0,R,Enbridge Energy Partners,7.0,470906.0
fol1686,1-829-489-2859,187081.0,1.0,1.0,M,88.0,,O,,1.0,2723734.0
hog1687,1-869-936-8210,172646.0,1.0,2.0,S,77.0,,O,Navistar International,2.0,974511.0
ANT1688,1-725-660-9687,205980.0,2.0,0.0,M,77.0,,O,Dillard's,1.0,178788.0
Hof1689,1-777-863-7024,350863.0,2.0,0.0,S,1.0,401.0,O,International Assets Holding,1.0,163516.0
Jaf1690,1-603-390-8791,269661.0,0.0,4.0,W,19.0,740.0,O,IMS Health,,3789614.0
Bov1691,1-698-328-4742,66545.0,0.0,4.0,U,99.0,727.0,O,Mirant,8.0,2372376.0
Ban1692,1-161-889-8284,272687.0,4.0,5.0,M,3.0,458.0,R,Burlington Northern Santa Fe,6.0,534047.0
Dug1693,1-057-158-2731,430624.0,4.0,2.0,U,34.0,412.0,O,Commercial Metals,1.0,3412264.0
Hea1694,1-409-105-4971,399038.0,5.0,3.0,M,74.0,328.0,R,Medtronic,2.0,3331358.0
lew1695,1-773-154-9142,198213.0,1.0,0.0,S,60.0,369.0,O,FirstEnergy,3.0,674289.0
gau1696,1-389-966-0349,,3.0,2.0,W,48.0,524.0,O,AGCO,0.0,1840996.0
Mcc1697,1-781-516-0268,148353.0,1.0,0.0,M,67.0,367.0,U,Schering-Plough,3.0,671677.0
lac1698,1-821-873-7772,378622.0,3.0,2.0,M,35.0,836.0,R,Valassis Communications,8.0,2177421.0
PIL1699,,346372.0,4.0,2.0,W,54.0,719.0,O,Anixter International,9.0,2393402.0
Chr1700,1-927-226-1923,328438.0,2.0,5.0,S,2.0,704.0,O,Systemax,4.0,809896.0
RIS1701,1-123-641-4731,64723.0,0.0,4.0,U,68.0,399.0,O,Kohl's,4.0,974925.0
ANN1702,1-013-661-1962,495099.0,5.0,3.0,W,,637.0,O,,6.0,3364968.0
kim1703,1-855-494-0233,472180.0,4.0,,S,76.0,614.0,R,Danaher,5.0,849778.0
WAI1704,1-449-109-1566,384275.0,4.0,4.0,U,35.0,546.0,R,General Cable,9.0,2295559.0
Fil1705,1-477-907-8126,273331.0,5.0,3.0,U,4.0,319.0,R,Owens & Minor,4.0,390100.0
Don1706,1-380-165-5667,297539.0,,2.0,M,82.0,701.0,R,KB Home,2.0,1230099.0
WOO1707,1-498-198-4946,313339.0,2.0,0.0,D,70.0,612.0,U,,1.0,2009921.0
ump1708,1-267-067-4151,164847.0,1.0,0.0,M,90.0,347.0,O,Occidental Petroleum,9.0,31399.0
DUN1709,1-616-008-4954,155080.0,0.0,1.0,W,89.0,438.0,O,Legg Mason,8.0,
Car1710,1-435-148-8092,254582.0,5.0,5.0,D,34.0,,U,,9.0,1112628.0
Chu1711,1-832-080-7702,155527.0,0.0,4.0,M,30.0,454.0,R,URS,0.0,3605130.0
Jen1712,1-836-067-8824,376223.0,4.0,3.0,S,33.0,837.0,O,ConAgra Foods,6.0,1746793.0
GRO1713,,25554.0,2.0,0.0,D,94.0,365.0,O,W.W. Grainger,8.0,3358713.0
Car1714,1-609-469-4186,435351.0,4.0,2.0,M,3.0,347.0,O,Securian Financial Group,6.0,195040.0
not1715,1-204-207-1596,270257.0,4.0,0.0,M,73.0,318.0,R,Seaboard,6.0,327900.0
Bla1716,1-549-632-7013,39062.0,1.0,0.0,M,10.0,362.0,O,CBS,0.0,2976753.0
lle1717,1-795-319-5833,338038.0,5.0,3.0,M,48.0,424.0,O,United Stationers,6.0,214385.0
bri1718,1-980-266-0033,88086.0,4.0,2.0,,80.0,636.0,O,Lender Processing Services,4.0,2990246.0
Bou1719,1-880-958-9657,478317.0,1.0,4.0,S,3.0,807.0,O,Murphy Oil,7.0,2173372.0
hu1720,1-311-117-7895,441744.0,1.0,0.0,D,53.0,453.0,R,Dole Food,8.0,2495685.0
Wid1721,1-681-878-2769,316360.0,4.0,,,64.0,553.0,O,Kinetic Concepts,6.0,1298559.0
