gndr,ddrssln1,cntr,mddlntl,ncm,lstnm,nmbrcrdtcrds,phn,stt,wnrrntflg,ct,g,frstnm,mplr,pstlcd,nmbrchldrn,ddrssln2,crdtrtng,ntwrth,gncd,nmbrcrs,mrtlstts
,Jkvuhngyoysbzwdfucxdrjslvzeoaznfzniugnjzkz,United States of America,,250333.0,EJPEPVTDGKHTCGGDWHGEQIUNB,9.0,1-235-024-0569,New Brunswick,O,Ontario,0.0,YLPNDNVXGTDOCPCDO,Telephone & Data Systems,JRFAEYJP,4.0,LXWBSWCYQNWISZMFAEJBCQMMMCUVXWNXHYALBNEAUUNSOFPXF,338.0,2050110.0,EJP7784,4.0,U
,,United States of America,A,,Blamzrkhfhlmowcwuv,0.0,1-138-843-5480,MI,O,Omaha,89.0,undooshsgkeqftkoslmaaf,W.R. Berkley,Awpujx,5.0,Tnalsvurvdhtldqiamhnwpzdheehybreorpjaiagippfoeztmvaph,779.0,2077778.0,Bla7785,0.0,W
F,IIHPCROPUSWPKNEAAHHJGUREFCQVIOFJGNZUAZUOIBSBDTMSKZZZTFJDPNXC,Canada,,173782.0,Yhefikklhs,5.0,1-637-845-9250,MD,O,Huntsville,47.0,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,,Ssjot,4.0,QNVJEDPGIKCEYPSPXAIQRQOJFRJMFJIZRGMYUMBRWWGW,786.0,1793821.0,Yhe7786,0.0,W
,CMDLERWALOTLTPIPCNKKBHPXFNQJXIMSUYITXACUZYNP,Canada,,225849.0,Nfldvfworlfejwnuauklepwo,6.0,1-459-090-7413,WI,O,Hay River,2.0,Rklrkfhzsl,Cognizant Technology Solutions,Nmkbypdtmp,1.0,nbcrjupiyhknikqbzseqouocvrlkgghsjkdavs,458.0,1847011.0,Nfl7787,2.0,M
,pyfdzdqzhqamiawpilyhedtudt,United States of America,,205194.0,Lrdqj,6.0,1-488-723-0835,MT,O,Austin,18.0,AFTPYVW,Popular,Oklorooxqq,0.0,Lmmqznlgcgrjghgswcjjyafzxxcjsrbneskskyonmwiphsepkuiugaggvulqmlopwovo,806.0,104018.0,Lrd7788,,M
f,Wandcgpllnpeziagozurrtdiclmgxbocwdjvlogunxbrokvbfd,United States of America,,40273.0,Ojhuowdyyckqv,1.0,1-354-637-6196,TN,U,Winnipeg,98.0,CKXQRLOOSHQZBHYMNCAZ,CSX,fjjakemv,3.0,OQIZZVDULJMX,466.0,113431.0,Ojh7789,3.0,U
,IZVHOKOQGCNOCUJK,Canada,,388923.0,Gajos,2.0,1-444-824-0484,MD,R,Lexington,79.0,Doeqhehoszhrq,ITT,Rmlgrerbtf,3.0,VCGQQSURSUVAWKPRYRVOOQNHKHTBDOZIDRKXSULJEDWQKBXXO,801.0,1721394.0,Gaj7790,2.0,U
M,Flzcybpcggbhrfdnvtdancrxmvpwpprqxnggzwvngecqtudfeclfipqtuqtpcdxgmdizajlkbguv,United States of America,,213273.0,MHUWRDHDYJVD,0.0,1-045-308-4672,SC,O,Rockford,90.0,cggaqkwp,BJ's Wholesale Club,RPVDIFMY,4.0,RFKUZBAAKSKXYQODFAWGKWSCXVINFNULMZOVWZO,334.0,3905265.0,MHU7791,5.0,S
,Fzpqeuhonxyapezeiannclaurhnmscmojdjfojazglajv,United States of America,,499304.0,Luunhqajpnfmpufweqgxi,6.0,1-704-419-7623,Prince Edward Island,O,Waterbury,54.0,Kduyzgcfteqhvmxmpfngtp,Cooper-Standard Holdings,Ixbubrxyi,2.0,vwlxspobxurdjhsshgqkwlmfoolgsnukxqkdkfcmdzsyytdsveptnwciepmvohqclqivhaqrij,568.0,3710742.0,Luu7792,5.0,S
,Jxvqojvdbecisuumssuaiukyftwdwwigubsjpzduhaorwvqxsxjirgndrjyqkdmoucypdodnt,Canada,,439546.0,Bbhmrrnqlfhfufkpxxqjy,5.0,,AR,O,Bellevue,56.0,nynsipuzywbjggecpvknlcayu,Insight Enterprises,SGBRI,1.0,Zdmmdklcnalbkfalprzrzkukmcyaewvotplddvawehnjfxtoucmlzmmfcu,338.0,2289382.0,Bbh7793,5.0,M
,Lngduxznsqabphefoepyclwftoyszijwgbniklzag,United States of America,,74548.0,VGQGVWCIERLRH,8.0,1-126-402-8195,Newfoundland,R,Lubbock,61.0,Ycqpoklsnj,National Oilwell Varco,HJSECFIO,0.0,Mtstognxxffufglwakwzebvxpmivexnvwqjvdonrigmzuioqqopepffxmgoemxcfd,421.0,2123750.0,VGQ7794,5.0,M
F,lfkarwqljrblftlttidcwtaduuonhwg,United States of America,,472023.0,Jtmslhltomrtynfyyqexquqs,0.0,,NV,O,Manchester,20.0,ysfljjorrmdywfventrzryj,Newell Rubbermaid,FDDPZWE,0.0,XTOALQPIMWMLTTNYHZFXKTAHUDSEWQQDFGZTCNIQJZGAKGLIMEMOIO,312.0,1222348.0,Jtm7795,4.0,M
,MXLLHMHGXS,United States of America,v,155245.0,WUWIZWKSDKRBBXIJE,,1-348-201-5638,OK,O,San Jose,95.0,Zhgmcto,Supervalu,qgpsxpth,1.0,Eaxymjkuhgurgphpiahqemiqrdinnxsnacgo,361.0,1746167.0,WUW7796,2.0,M
f,atktzrwteqlojnugqwatdinmftmbkevonkfijfhnqwfbubkaevsqezk,United States of America,F,95133.0,ojddvrnopwp,5.0,1-878-085-2397,NV,O,Virginia Beach,42.0,JQYDHVYIYTYTSQ,Amazon.com,Bdijvsupu,3.0,Orqkfmcondtsqjkjiwptoxnpxovizbxrfyblslu,626.0,602321.0,ojd7797,4.0,S
,VYALNGFIOBUP,United States of America,,208626.0,Cvbhamcdnkpbeoajviq,4.0,1-807-513-3749,ND,O,Indianapolis,30.0,Ncdowbmgrubuhmne,IMS Health,btazmqvgcd,3.0,IRNYXUZWGATEDYMP,,,Cvb7798,,U
,RKOVGSQLNLATINZVBFPWZTEXSTELUPAUJCG,Canada,,338937.0,rsofefba,3.0,1-308-751-4811,Nova Scotia,O,Jackson,61.0,CLNPTFYLEZVWYPPHDNFUL,Holly,pmvtjojeamwg,2.0,hmxlyjocunlhrfcixkhpvwxmwxgscexorsnimboptajpspxmtwwxlwbxsifp,445.0,3509965.0,rso7799,1.0,M
,Bjjsjycpabvknyxhqxxoelzmmcjqcndtqwwxoxlqljecleh,,,75897.0,Tpjjcihkpz,9.0,1-824-374-6093,FL,R,Jacksonville,27.0,Caetayjalavmtqzvifgbmcgtrrgev,General Motors,Qurmx,1.0,BFCZIHVPIEUZGTJATNBBEZUWCJIMNCBEHIYOALB,347.0,1270225.0,Tpj7800,5.0,W
,ETIDZXYCPHGEEIXKLWRNZGLRVWVGRZJELIENUZKBGUIFNZZUQTRXCAABGDGOEWHRZXLK,United States of America,f,354986.0,VEOLNMRQMLPNBDL,4.0,1-711-107-1977,MI,U,Omaha,31.0,LQWGPXAJEPPPAKCJFRS,General Dynamics,CTYFK,4.0,,617.0,2882457.0,VEO7801,1.0,
,,United States of America,y,19973.0,Nrswglheedmcbj,8.0,1-392-137-4125,IA,O,Toronto,40.0,Iptmvgzimwxi,Embarq,ejfuenlock,0.0,AYJCMWSRRXHPNGRJWXGGILEHVJLGPQCLIXBUVPF,830.0,2828480.0,Nrs7802,3.0,S
,,United States of America,,47920.0,Wcvpvcubsiqrvxvpcxtz,10.0,1-520-247-4473,NV,R,Buffalo,58.0,Xihwaxbsmriyojafwhwtq,Murphy Oil,ipiabeu,4.0,LAQQZEOVHEDBKHYFQYEXF,,2709790.0,Wcv7803,4.0,U
,ecpnpohubcapglldexzigaeerftrswfmswlkuobxvujhxxixgchfyelkhznxx,,r,6804.0,Hxmiyovwcukkgjnxmnpgqpavb,0.0,1-715-269-6830,FL,R,Fort Collins,58.0,Deuokiidhhiwm,Southwest Airlines,Saxbwptcbu,0.0,WQQGAIBZQMCIBNCVCIIKNWDJLDADCNUROILZDOMLTNHTNMXAUHLAEGXGKSXKVDBW,452.0,3065674.0,Hxm7804,3.0,M
F,,United States of America,,210120.0,Ktbzezfrerjvqovifw,7.0,1-102-018-6502,MT,U,McAllen,45.0,Sfhopawghyqgy,Weyerhaeuser,Hqoabpgar,3.0,Ulmjlyzyddxskmlrnaecwdhvxmhwkopoqzgvdlgshqgmcpjdiwayizobbgpwjjocwdpfhrzpnoado,536.0,1493447.0,Ktb7805,,U
m,Qaqdvfyiquxdoefattljlninzhzzppddwfrgqvpm,,,316764.0,Ejsdccorefe,4.0,1-446-372-5314,New Brunswick,O,Yonkers,9.0,Dladdfgt,Lender Processing Services,PIQKVGA,5.0,mbfbngseajkhmunydlutzmtqgkioymvjvhluloiaakclzeayzqil,536.0,642765.0,Ejs7806,3.0,M
m,tzvfblxisoqxjumpaybybvpaiwquajcrjqp,Canada,W,325753.0,Sffwisgbwielvsguyqhavxhwnbeuww,0.0,1-291-287-5870,MN,O,Mobile,46.0,VABUSJAVK,General Dynamics,Jkdez,3.0,msjsludiqowgecpaqprkqhbbdorwoylgadjfnjbaekoshfkvihudyaziozreokzztapjjmruljo,681.0,3843812.0,Sff7807,,M
,vlzifpieqgasjdmxqlbbpbfmjtimtnsfdgjlbvkuincvokfdpqaxucrqgeoeswiwjhqfr,United States of America,,159571.0,elcftshtnxyh,,1-730-343-2879,Saskatchewan,R,Baton Rouge,4.0,IXPEUEIPHDUFZXNSS,Western Refining,Tvicfoouwlw,3.0,Wvgjqyqswuutfikebntekuqywgfbpkiajgjnxmflwfbnhmyfqurgbovdbingsvtxblgf,516.0,2373701.0,elc7808,,M
m,inxduxddrdjfapenvrlnricgtpdcqnqbehjsglgozswfqtenmmm,Canada,A,236485.0,FSONUABABVSVKACQX,8.0,1-717-739-3758,TN,R,Philadelphia,50.0,BGYRBAUF,Asbury Automotive Group,Kzevl,4.0,Bsxdngdcktjigvjojsbtvwlrkbealvakpvcotyccxpjsgiwdcldbufbgmok,428.0,1365627.0,FSO7809,5.0,S
m,vquobcrgsqcsexfoecthwutcwepqwenszkagfhkrmkkhatfpjrdquzwiereomkkibnikqfmsgel,Canada,r,496074.0,Paljtgiiagvxeysahvwuut,8.0,1-910-876-8455,TX,R,Irving,78.0,Zvkjjdverawcvuymojezxa,,isfkwvz,,Qptetysrvzwrcisggvkczqbltjrrgpjbtmmvhvzhjitnjvzgftbtwjvmglrgxjxctxqz,783.0,1769029.0,Pal7810,3.0,M
M,Vlxppdfoluhlyfqxgrjlwtyololdkzsfvxitmpbybfue,United States of America,,85.0,Pqmsziyqdu,5.0,1-211-658-8931,WA,O,Fullerton,14.0,ssnxdhqstoeth,Regal-Beloit,PEBTEEHFAFCL,0.0,Nlkgkrrohbredhdnbvolqsowadxrzuwyxbld,307.0,2554799.0,Pqm7811,3.0,S
F,hsvombqfrmeskfvymxwclkrjhkrggqxyyjrry,United States of America,X,112434.0,Qrsqdchq,9.0,1-617-977-0368,AL,O,Newport News,21.0,dgzjldptskwzdtrxaqobutmpog,Enersys,wxlqdirza,3.0,,846.0,1241189.0,Qrs7812,,
,Fmrkhlvgvlasgqggmihwxwtmbuzrvimvkmuoydqvewtinrnoohheovhpdvcuswkvmqpxcwtqxmkqhav,United States of America,,469546.0,OLZDXSQASSWMUFOFNNWQRPIQB,8.0,,ID,U,Hayward,69.0,snxmrewhqbzwnm,Dominion Resources,Diqzu,1.0,QPWUSYXIDHOSHQAXWWXDDCDEAKHCQQRDJ,582.0,2432197.0,OLZ7813,1.0,M
,Vgxqlfakntefvimcaeqqtcjtsybxddknqmqxdfx,United States of America,g,378681.0,Cgrsevvvjfhejp,10.0,1-526-226-5832,AK,O,Fairbanks,29.0,zljagwhlphbskib,TRW Automotive Holdings,eoopxjaxena,5.0,Geswvfvrqluntngtvurswrpngvfnkamooxokjctymruhxixyjblkzfvabiefdbesnbgmmlphhzxh,500.0,3417367.0,Cgr7814,4.0,D
,Mtirsflwxspwviarhgkmchav,United States of America,V,202225.0,yovxitkrqsbcqjccw,6.0,1-831-841-8863,Alberta,O,Warren,82.0,Ppfnjejvbpslxdhs,New York Life Insurance,NUYSKUMFLAN,4.0,NVOUPTHTTTKDDUXQXRKNYLDHYYIIFRGHOSILAYYULQNBUKPRVDLTEKEPWWCZQXTZBCNG,802.0,573323.0,yov7815,2.0,M
,Vtyeyybm,United States of America,G,83672.0,TVKCJHPWVSPYLXXQEKIPU,8.0,1-724-757-6864,NY,O,Coral Springs,79.0,pebevkfujgfunggrpxiqf,CSX,Kiyuisk,1.0,Fqdtuacxlhnceua,710.0,1544205.0,TVK7816,2.0,U
F,JSDHCZRKXALVWUL,United States of America,a,354744.0,irnzgpkqaujlotpcxucmrttqffnqsc,2.0,1-628-017-0065,WA,O,Winston-Salem,59.0,Hernznbh,PPG Industries,Jwxyyjkxt,,rwhjmzaefnlwebllne,407.0,2717331.0,irn7817,0.0,S
M,XHYAIUXQTSJBDXRFONBPXBUUDHMFWHHVEMUYUHYR,,,163223.0,Yikbfcud,8.0,1-412-700-9835,MS,U,Sioux Falls,87.0,WSKYOGUGL,TD Ameritrade,Drzvvw,,,410.0,639791.0,Yik7818,0.0,M
M,Kvxcufunidcgopbaowpacbmjhbvnnlvedltiazhtdtmlbhsqepnrscycnovgjwhljgxxdmu,United States of America,y,323691.0,eixapiaikopsnqktdqfwgiqehdxcjx,2.0,1-458-534-5021,LA,U,Nashville,2.0,EFJTNKCOTZOUWXKOZJF,Pepco Holdings,Sjamrtnkqu,,hvvdfzgjqrkibivsvlaugjvmnodi,539.0,,eix7819,4.0,S
M,BUOBXNJXGOQGWEGZBGDERZTYNKP,United States of America,,469771.0,SSYHJAPLGHOWCITJDRJH,2.0,1-212-399-4585,NC,O,Virginia Beach,55.0,Bbkyaldejvrhxeyupb,Textron,Kgbaqwsyxu,0.0,hmdwsqpidshlncsvaybslpnilstfsylg,,1224394.0,SSY7820,0.0,U
,Wopupqljkhiqzwigtlabdjjegwqjnevykvwrytc,United States of America,p,186923.0,Emanwdvcpipoqfifozaazk,5.0,1-925-811-3251,AR,O,West Covina,41.0,vvvvxqqyinwklgh,Chemtura,LGVHYNQCOYWJ,4.0,Yruvugicvnqivxbnemiartkkfodtsptumyepssenfug,828.0,3884652.0,Ema7821,3.0,W
,Vgmlhcuwwiwanaibtlshdmcthncrrgbifprpypbtuikidxczjwmhlwgw,United States of America,q,274143.0,yoalr,9.0,1-255-979-0567,Prince Edward Island,,Torrance,9.0,Fhhgrkluvgk,United Rentals,Duznhcbmmosf,5.0,Khrflkkhlgjwravlahypkpxrvntmidteewco,501.0,3632849.0,yoa7822,2.0,
f,UJRXALEIPMHWAJHEKIFUWIMYIMUTJCQPEPJWSDDRHVOABKZ,Canada,j,85347.0,FGBYDFDPQOYOHJNENAVOODUN,7.0,1-235-290-4774,LA,O,Thousand Oaks,86.0,Nevumcckjfwwwpbzaliucgxy,Donaldson,Gnmgvcvmnvae,0.0,XGNZQYACGAOGJCGEQ,415.0,3423972.0,FGB7823,2.0,M
M,KGGTXTYJEAESMWGWNBZLNWWBSXOFHWTVNUOSHDDZUYP,United States of America,,23172.0,ctrqepxqrbq,8.0,1-789-903-0856,WA,O,Fayetteville,39.0,Eylswx,Polo Ralph Lauren,wdailoo,2.0,osebp,625.0,334439.0,ctr7824,5.0,
M,Pppftlxgiguubndlxvjcedstkecwfazcbqjtwgpnefowwweqfminxgiuniqppgilxhvpvuxj,Canada,,26217.0,GDLUHISITVLCAY,9.0,1-241-378-5340,NC,R,Tucson,,Gimryuhijdckhgrckatkdod,Universal American,Sqysxqlop,0.0,Xnvuktbioizlrumplulbofvwahbzsiwtposrbg,355.0,,GDL7825,1.0,S
F,,Canada,P,125930.0,Uqbgiorwhki,10.0,1-619-130-5337,RI,R,Grand Rapids,80.0,NVORJLXLQEZOSRO,Convergys,Wwfxd,2.0,EGATQLAFNTIVDGWOWYLNKVUQJSLFMMUQBVFYDAFPPCTMLPTSKIRGRMFPTMEWIROIKGLMXD,634.0,2733760.0,Uqb7826,0.0,M
,Jrhrjeuxshngstuvlhvamsukqndoasunrfibkbldvakllnmzsxhqdwuhbfzhndkxpxidttbossoc,Canada,F,416195.0,sdjtybpybtenlcs,6.0,1-068-004-0614,SD,O,Livonia,5.0,JVOCBSAQIKCXZNKNIZBNPZP,Spectra Energy,EZUTXPIKTL,5.0,oafhxgokhfedkbmwatqidodloxdkbakgetmltfcyfnafvmf,604.0,3813673.0,sdj7827,0.0,M
f,CRPZRQGXNKNSYNLIBTQPYYMQXPKDOTG,Canada,K,257406.0,ETAGFLVHNXSDFHSUHWBK,2.0,1-746-214-7798,ID,O,London,91.0,rtsbcfeu,Estee Lauder,Vdjpudmlq,0.0,TNKAMPDKUPVMXQESYQMTGPHZRPWRYWZRHSPCAVQCEMMXCMCGNA,691.0,2996284.0,ETA7828,3.0,U
,Qexxtcmmwrsoofwmooyqznhkavqcpswdvyhvktwcnoiplj,United States of America,l,315271.0,DCNHTKDMYYQBTWLXOJEV,0.0,1-824-437-0300,NJ,O,Pomona,18.0,Zdbpoxzxuzuzcgrarvo,Washington Post,fwumslgkg,5.0,Yuumbrityggpbhggpnlrtdkzxumadxoqscpqbnwjnpgimmkgzphsa,,2682187.0,DCN7829,3.0,S
U,Qyjrlladrsfpefdmbaqlhrouw,United States of America,c,497258.0,Lsahlkfjovptb,4.0,1-867-461-4349,Saskatchewan,R,Oshawa,91.0,HAECEFTN,Curtiss-Wright,edmiayyybetn,2.0,ncphbsbubxgurbr,687.0,3831798.0,Lsa7830,5.0,M
,RRWMEIGMEGOBHMOBBQCDUSOGLHZOQPLSALQCLPAPSGLKITHADFBCCRBYPDWNTK,United States of America,M,248158.0,Ypjfrrimrr,,1-753-206-7932,MN,O,Topeka,81.0,Skcnmooeg,Ford Motor,MFXCD,5.0,Gzudnifiyhiyfouxqiohniksxznikzgrufovaoivphnm,324.0,760428.0,Ypj7831,1.0,W
F,AVLSMUKRZINRXOHXUNLMBATXXHUXETQZUOMFJHGGYNKZDPENGXGYVLINVMYWBMRXTLVWODENQCJANG,Canada,f,189605.0,Ilpqdbsgkkxxjlzwkcevgnbtzcg,6.0,1-098-863-1605,GA,O,Raleigh,55.0,Femvptxconsuivqbthqw,MDU Resources Group,Lyqjmdhnhejn,2.0,BBPLYLRCEQOQZGFLFEUUUUULJYTRTKTOTBIKNITHSEFLCGWBAWFMJKAZCJGIFNPLDIO,386.0,2952394.0,Ilp7832,1.0,S
m,VLXJDMNLYMSTRLXAUWYCOMEJZYAYAIJSFHLMNTXIMQEEAZTUMXVUKVXIRYTDCABB,Canada,,238398.0,JKMVYTDFNOE,8.0,1-093-144-9837,MN,O,Tallahassee,28.0,DRGGBHWOEUCHS,Sun Microsystems,,3.0,mgjmxws,566.0,765248.0,JKM7833,1.0,M
m,szbcgtgnxscsyjupsbkjektqyftqidhcoorcyibgvnoiembtqdxltjvbgsjwfedoes,United States of America,,421306.0,gfwkfe,1.0,,TX,O,Independence,63.0,gcckahyxnqanam,Quanta Services,Tgydk,2.0,ujuxetmfcosbcwkaxgqclnvnsumnbbqnhalkwtaacu,799.0,3439491.0,gfw7834,1.0,U
m,Iktnlehktnmuskpkopjpjjaicgcagyltoouupazhxirhsgsxiscn,,,180787.0,EHVJSE,5.0,1-263-424-8969,NM,O,San Bernardino,47.0,Ofdwqjgpgeus,Beazer Homes USA,vynwkr,3.0,rnvgitkpjugwhjilvwukbaiwumupmvwdgbldsbwqwcbeohomrxyhhwgqtbkx,630.0,2334173.0,EHV7835,,M
,Cukwfgypyrijkuzbxrtsahvaioiegbotmckpjmdxlundmev,United States of America,,395340.0,Tkfqhspsssx,8.0,1-745-878-9056,NE,O,Inglewood,21.0,JUMJTFFDCVREKGFS,Coventry Health Care,pykah,1.0,Ysbxpcsiksembejj,371.0,3812091.0,Tkf7836,2.0,M
M,,United States of America,I,234030.0,Dgmiaeohstlzineatdlbkvarmnw,3.0,1-397-946-9623,MT,O,Huntington Beach,65.0,Wdwxnzowtx,Chesapeake Energy,FWYTJECUWC,3.0,BQWIJERGUUPCCUFGXGIACJGFDQHBXIUEUNZHMPZJJDKSMQYMCKKFOPYH,407.0,2269485.0,Dgm7837,0.0,M
,AWBXDDJLVERQHZVLTJCMSDTKGOSHNPVHAQHZAECUVSTFFLSNGHMSEWZTHIKU,United States of America,,210405.0,Mpsuhzswjguco,9.0,1-120-520-1560,CO,O,Des Moines,65.0,Ycapkmjmkxooszzwsbtdweyifpkilq,Great Atlantic & Pacific Tea,Ytryp,5.0,MVLUJVGV,525.0,1737147.0,Mps7838,0.0,U
f,psejbbfxohilrjhpbyfkzjimaududpaoihntymrgzyxwmeynjgcvlsavyrfutoqqzjinpbok,Canada,q,353446.0,Ftkltexxqnuanosspfbtprnbrfp,,1-230-771-4862,KY,O,Hampton,42.0,YRSBLRGEBFNTQWQMDBJPE,Estee Lauder,,3.0,ZECVSLQJAPHEIHQISOMNHTYLUIMERMUCJZVMVNEMDOXUIOGUMCUJELPJ,,3394079.0,Ftk7839,5.0,M
F,KAUBEPASVNALAXRDGCXSJOGUHEMUWMBFKLDEJUAJYTXLDFRTQKUQIBALJHTKUA,Canada,j,497613.0,XZDHDNBNAIVHAXAUWZD,2.0,1-478-181-4878,OK,O,Lancaster,42.0,Dkpxkjezmosjbpbi,AptarGroup,rhsjshydzs,1.0,aevglfgozdjfbsrlsgtkjucishpnylnynyqqarrbcqgjyjwpyjrsgybzaiielriwr,377.0,1684124.0,XZD7840,2.0,S
f,,United States of America,,183090.0,Valfakadezvapvzduusqqpxx,8.0,1-112-169-5136,KY,R,Lexington,41.0,zgkwuoltokgtxnumkuafvxxr,Pacer International,VEIYUEXX,1.0,EUXNYUZVMVFJRWELCGCVAUETRYLIIGMUYSBQKUIMU,812.0,835757.0,Val7841,1.0,U
,Jmafzabzauirzfrhioziasfbxhnvzdjvmkafsahnlruiibfqsqdhndnwxwrsumqrrubotcb,United States of America,,164669.0,gxodqexjqghmyettnqcrdgvgfvv,6.0,1-339-657-1052,KS,,Windsor,41.0,Uuotlforwlmxth,Enersys,hnnieoyeomer,4.0,Vdehzbmypubqqpjwjqlabtaxmdhdehqzyaibehpuajvsrrxzxfgcxvjp,755.0,600778.0,gxo7842,0.0,U
,Zpwiluucfewmtk,United States of America,f,357404.0,AMAXGJSDJF,8.0,1-950-536-1586,MD,O,Casper,9.0,ENXLEURQRWSSUIXX,Ryder System,Irfkjxocrz,4.0,,651.0,1276528.0,AMA7843,0.0,M
,Mplzfpvnvkxymqizogvkdchdfftxosirkkbjtocqteowweefyzeegcbskyoruenqmpl,United States of America,e,252335.0,ufazgxmrcavqoi,0.0,1-562-334-7089,WY,O,Idaho Falls,38.0,bcvrjfetetjghbmzkvbaoxeynonyso,,Igrbdvnse,3.0,Vddatheccbgbbttsxmv,761.0,165037.0,ufa7844,4.0,S
,STQHFBACLDBEYTYJBGMFCBGRGIETVEMVHMJBT,United States of America,,365804.0,Eigfpfogcaduemr,5.0,1-166-177-5281,VT,O,Sunnyvale,,Dicsxyxfmarnofwwdwuku,MetLife,kzbwnqlpwtkk,4.0,Kulxoqqawltfovjfjdrzfkksaywh,446.0,2757243.0,Eig7845,,D
,Gdpootuqpmnwnwtkiibcrvhpjxpcgbcnknfoggsubtywtbvggakonigtrdjlmszuoiykqzgygu,United States of America,,880.0,mgivmzoxzgnwxpx,3.0,1-609-761-7221,AR,U,Colorado Springs,37.0,Xphttzltjhlrwxucqgopc,Great Atlantic & Pacific Tea,BGXRR,2.0,Qnccceerjvnbfrvqnc,455.0,1551248.0,mgi7846,5.0,M
,Inywxbttusbjkizhzvkfqsxybhwqpnstdwzwnpkfwsi,Canada,F,318789.0,Wznmicowbyanjejh,3.0,1-129-125-9035,NE,O,Carrollton,80.0,veywteoxmwvugznaagursvqfohkrk,Google,Mutvcwzisxp,3.0,BRNTDXIBGLIOQQFQC,659.0,1321056.0,Wzn7847,1.0,S
,Abypfhxexjdokdqapphuckejvpsgusaezvucpfbkscfqjmwjhkvrbhprvdbqniptbrjakrywulxhb,United States of America,,345038.0,Zftvvfrjqsvesaerbote,7.0,1-936-540-4054,NC,O,Tempe,2.0,VDXKNNRJQCCOBZRHZPV,,Pznboqbnkql,4.0,VFVXQKFGQQNSQGIIPDFPNSXYIDOMRVSHZEZKLCQPTZUNUQACLMYFDGVAEQR,713.0,3534970.0,Zft7848,5.0,U
F,Nvdaqhiqhhypshcuakzmrpkbgoprvftfccshqxqvbiwrwijkxoyvivgam,United States of America,L,132395.0,Umpphnjkqvkwlabydyzov,1.0,1-690-233-8236,VA,U,Fort Wayne,87.0,rvxdk,Werner Enterprises,Qlihnqopg,3.0,tplilnoe,495.0,1894764.0,Ump7849,3.0,W
,Rnnqlqyiehacjgdiumohgrfbojqmjo,United States of America,,,XCWUPSUFOTD,6.0,1-789-837-7238,NV,O,Paterson,7.0,gazkpimwyrfwdvjxd,Bristol-Myers Squibb,EIVIQFHVC,2.0,cxwyzcxhqgouirvvdjiipbbjewqpsjnkzrmdck,626.0,1066589.0,XCW7850,1.0,M
,BSZDTYUSUJY,United States of America,b,,Vjcmft,9.0,1-129-134-1820,MI,U,Santa Rosa,17.0,NUYFMRJTUMUJAHWUKOFURKWPPCJXS,Dr Pepper Snapple Group,Prmgksic,3.0,FUZFWMCELFGABA,335.0,3583968.0,Vjc7851,5.0,M
,demslsvriohohkhqijtkxcmeqhnfwwyffflkzgufmebrglttjpieckrpkjqrpi,Canada,,431628.0,Woviwj,1.0,1-613-597-5717,ID,R,Brownsville,41.0,Tjyltdejmep,Valspar,VQTHN,,Utnbqklhhwgmvzpnuqdmsacooquhu,504.0,2685074.0,Wov7852,0.0,D
F,guynwrbdzrfnvrsaqfqapcxcsl,United States of America,T,,Mjllgabisvehvfbodxhjngaoj,8.0,1-207-263-3980,OR,O,Durham,31.0,qvihipsexxf,Fifth Third Bancorp,Acbjiwqbwpfg,0.0,GSRFWNTMZIDJMRUFRXOLOPNHUWSOQVUHKD,507.0,406002.0,Mjl7853,1.0,S
,Jhzjlsdhqmcntoiykowqqkvzsfvhgbpcbhhfftexmdinfftsovbwmeugimpteookdltvqwt,United States of America,,,Xqnivjlspbwatltsax,,1-833-808-2289,OR,O,Grand Rapids,81.0,Kswapmyzwbpyzo,Winn-Dixie Stores,jtwgatfrvo,1.0,Byjwelwrwyqydgpqrrsltaeumhloflbsxlujgnoyqja,739.0,3551514.0,Xqn7854,1.0,D
m,QIXDBRFXUKMQY,United States of America,O,,Lspeijgrqefxylhwxrrwbpgpj,2.0,1-383-304-3979,NJ,O,Idaho Falls,72.0,Wlqztpolurziuqvntcj,Henry Schein,wxunpqzjgb,3.0,qgnowrynksacdmaajzsfrskwxkdinanxeboleqbumr,775.0,3048132.0,Lsp7855,4.0,M
M,GCCIHBEBAUAXQKDKMTTJQICOXAGGOOTXOMNFCZUKKHWRWXQLXQNOYCQFERWNCHXQTFBJI,United States of America,,242718.0,sjwwhrumivlblatxnofom,8.0,1-982-376-7085,AZ,O,Norfolk,29.0,XGGHMUEFKMDVKKZIGPQC,Sanmina-SCI,Aqhiv,3.0,Ogljuoxhfmocqndol,486.0,1444829.0,sjw7856,1.0,S
,fohmaqriumgkicnmpjrlylodgrgbavlthzh,,,89847.0,oaenpkntrrmigpdrjcdovvjbbpo,6.0,1-817-038-9599,Manitoba,O,Lexington,31.0,wsrlemaurpo,Pentair,IMWZJP,1.0,Cjihkpzffoebvjpxfxkiefccthbtbylarlqfdzbfkisjfq,665.0,577156.0,oae7857,0.0,M
