Phone,City,MaritalStatus,NumberCreditCards,State,Employer,CreditRating,Gender,MiddleInitial,LastName,AgencyID,OwnOrRentFlag,AddressLine1,FirstName,Country,NumberChildren,AddressLine2,NumberCars,Age,NetWorth,Income,PostalCode
1-570-350-8647,Alexandria,W,7.0,CA,Perrigo,350.0,,,Beal,Bea1734,O,12709 wycliffe crescent,Jossine,United States of America,3.0,,3.0,25.0,662896.0,379089.0,90502
1-024-294-5529,Overland Park,M,8.0,WI,US Airways Group,443.0,,,Krauel,Kra1735,R,4544 durand crescent,Pojanart,United States of America,2.0,,3.0,36.0,1131241.0,209298.0,H2b 1z2
1-103-929-4342,Modesto,D,0.0,RI,Total System Services,556.0,,A,Hutchins,Hut1736,R,21064 NOLAN WEST,JAYNE,United States of America,3.0,,1.0,12.0,738393.0,284105.0,95158
1-343-847-9978,Regina,M,8.0,Alberta,Hershey,597.0,m,,Cobran,Cob1737,O,8980 orinda east,Reagan,Canada,5.0,,3.0,73.0,3931539.0,74013.0,30303
1-986-228-2266,Worcester,M,3.0,IN,Thomas & Betts,351.0,,Q,Emmott,Emm1738,R,22261 greenhill avenue,Housseini,United States of America,4.0,,0.0,51.0,1859967.0,399025.0,94287
1-971-017-6369,Sacramento,S,5.0,VA,Nike,819.0,M,,Anolik,Ano1739,O,16692 REGENCY UPPER,AUDREY,United States of America,5.0,,3.0,65.0,2240719.0,329227.0,m9f 1u4
1-505-106-4641,Augusta,M,1.0,DC,Pepsi Bottling,811.0,M,,myers-pillsworth,mye1740,O,13590 westover east,Neetu,United States of America,2.0,,,57.0,11227.0,192547.0,60735
1-308-636-3064,Thousand Oaks,M,10.0,AK,Wynn Resorts,301.0,,E,Coyne,Coy1741,O,9341 gaylord avenue,Thompson,United States of America,4.0,,3.0,11.0,2914099.0,94908.0,95239
1-661-319-0010,Hay River,D,5.0,ID,National Fuel Gas,588.0,F,,Cobban,Cob1742,O,2583 CLOWER SOUTH,Adara,Canada,0.0,,4.0,39.0,2544376.0,432388.0,85039
1-154-301-2372,Columbus,M,1.0,NH,Sentry Insurance Group,754.0,,,Sainsbury,Sai1743,O,458 cormorant road,Ngai,United States of America,,,,74.0,3918317.0,22519.0,14218
1-596-399-2359,Reno,U,2.0,SC,Teradata,657.0,,,TIDBALL,TID1744,R,12630 parkinson north,Madella,United States of America,1.0,,5.0,2.0,3235152.0,66795.0,V6U 1T4
,Bridgeport,W,8.0,NV,Diebold,547.0,M,,Shrieves,Shr1745,O,22963 hanover road,Thi-cuc,Canada,3.0,,0.0,23.0,2114189.0,,H6D 1W2
1-198-470-8829,Raleigh,M,4.0,SC,Delta Air Lines,711.0,M,Q,Murdoch,Mur1746,O,23033 wycliffe way,KRYSTALLE,United States of America,4.0,,2.0,31.0,935874.0,269032.0,T5A 1X4
1-897-554-1622,Fort Collins,,10.0,HI,Barnes & Noble,431.0,,,Wiseman,Wis1747,O,503 northshore park,AMALITA,Canada,5.0,,2.0,,1759232.0,325729.0,V6d 1q7
1-728-552-3494,Chesapeake,U,3.0,HI,Ameren,554.0,,,jew,jew1748,U,11309 amsterdam south,EVANGELIA,United States of America,3.0,,2.0,92.0,2031760.0,53032.0,85093
1-385-885-8107,Detroit,W,2.0,CT,Bank of America Corp.,774.0,,,Papp,Pap1749,O,15065 bellaire crescent,Ankie,Canada,1.0,,0.0,76.0,1322099.0,489113.0,e7o 1f7
1-354-312-2301,Cincinnati,U,0.0,Prince Edward Island,Int. Business Machines,465.0,m,,Ovans,Ova1750,O,16606 mcafee west,Air,United States of America,0.0,,1.0,39.0,1148410.0,373772.0,V6q 1w4
1-823-519-4501,Mount Pearl,W,0.0,Quebec,Rent A Center,737.0,f,,saha,sah1751,O,15185 simpson south,Catharina,Canada,2.0,,0.0,7.0,3521855.0,169822.0,80075
1-730-466-8450,Stockton,D,9.0,WA,WellPoint,,,,mecher,mec1752,U,10484 WAVERLY ROAD,BLINNY,United States of America,5.0,,0.0,66.0,2404858.0,152469.0,30340
1-759-572-1928,Laredo,U,3.0,Nova Scotia,Lear,398.0,,,Eckstein,Eck1753,O,3192 yorktown east,Franc,United States of America,2.0,SUITE 185,4.0,10.0,2391444.0,258780.0,82603
1-570-790-1203,Augusta,S,9.0,WA,Verizon Communications,720.0,,,SCHAEFERS,SCH1754,O,885 CROSBY LANE,sybyl,United States of America,5.0,,0.0,86.0,3959243.0,35330.0,74132
1-992-040-4022,Salem,U,10.0,ID,Liberty Global,344.0,,,JANSEN,JAN1755,O,10863 wisteria south,Darby,United States of America,3.0,,2.0,93.0,2961219.0,61335.0,91190
1-668-477-3737,Winnipeg,S,9.0,CA,Valmont Industries,328.0,,,Scharf,Sch1756,O,4822 michaels north,ROSELIA,United States of America,1.0,,1.0,10.0,3198809.0,,78731
1-996-056-1227,Halifax,U,4.0,MI,Advance Auto Parts,677.0,,,TRENTADUE,TRE1757,O,16181 foster park,Tec,United States of America,5.0,,2.0,68.0,1021504.0,57478.0,37424
1-334-118-2125,Fort Lauderdale,U,10.0,AL,Altria Group,,f,,Mccreanor,Mcc1758,O,4095 alonzo boulevard,juile,United States of America,3.0,,3.0,64.0,2095855.0,396220.0,80125
1-136-656-6374,Denver,S,8.0,WV,O'Reilly Automotive,,,,Farago,Far1759,O,13085 glenchester crescent,nalani,United States of America,,APT. 125,5.0,36.0,2028426.0,404805.0,V6s 1v7
1-504-072-4589,Las Cruces,S,8.0,CO,Kellogg,451.0,,,Deslaurier,Des1760,R,21448 hampton boulevard,Josephina,Canada,1.0,,5.0,48.0,3963259.0,248893.0,S7C 1N9
1-896-942-9504,Mesa,S,8.0,ND,Unified Grocers,354.0,,,Guerette,Gue1761,R,673 edloe park,Elliott,United States of America,1.0,,2.0,49.0,2266559.0,75233.0,M4J 1M1
1-698-450-6048,Oshawa,M,10.0,NY,Watson Pharmaceuticals,455.0,,W,PIPERNO,PIP1762,O,12635 olympia east,Carlton,Canada,5.0,,0.0,7.0,1792230.0,438549.0,90048
1-223-534-0489,Hampton,M,,OR,Broadridge Financial Solutions,422.0,f,X,SHAHROODI,SHA1763,R,17774 applewood rue,Jacquenette,United States of America,4.0,,0.0,50.0,3631760.0,272968.0,07508
1-077-049-4842,Peoria,U,10.0,HI,W.R. Berkley,734.0,m,G,kleynenbergntrtpa,kle1764,R,19045 rockhill road,Butch,United States of America,,,4.0,91.0,1089692.0,439042.0,E7n 1k8
1-388-933-6589,Santa Rosa,M,9.0,AZ,Eli Lilly,,f,,Monahan,Mon1765,U,21936 congress lane,Giulia,United States of America,4.0,,0.0,12.0,3826758.0,484191.0,93033
1-594-374-8446,El Monte,M,2.0,TN,Foot Locker,432.0,f,M,TODO,TOD1766,O,24985 royal avenue,KIAL,United States of America,4.0,,4.0,15.0,352144.0,46312.0,M5g 1w6
,Ann Arbor,U,8.0,Nova Scotia,Ametek,753.0,F,,Boatwright,Boa1767,R,15338 hutton upper,Daphene,United States of America,3.0,,0.0,97.0,293287.0,1352.0,85267
1-696-617-0943,Indianapolis,M,9.0,New Brunswick,Markel,770.0,,,Bergsma,Ber1768,R,17962 columbus east,Ott,United States of America,5.0,,5.0,,2767462.0,33117.0,T5a 1w6
1-660-453-9348,Glendale,U,2.0,NJ,Burger King Holdings,644.0,M,X,Brazeau,Bra1769,O,8651 TRACE CREEK LANE,verina,United States of America,3.0,,5.0,86.0,512742.0,457297.0,20075
1-181-278-8577,Carrollton,W,8.0,WI,Starbucks,418.0,,,Rabjohn,Rab1770,O,15624 pembrook boulevard,REMINGTON,United States of America,3.0,,2.0,34.0,3057918.0,387072.0,T6c 1d4
1-378-477-0849,Ann Arbor,S,1.0,NH,Arrow Electronics,359.0,,V,Mcdougall,Mcd1771,R,13500 griffin lower,susanetta,United States of America,5.0,suite 397,3.0,61.0,3445991.0,163433.0,T6a 1i9
1-420-150-3171,Chula Vista,U,5.0,ND,Jones Financial,397.0,F,N,Mundy,Mun1772,O,7656 concho lower,Grier,Canada,0.0,,2.0,,3445933.0,289329.0,T6D 1F4
1-152-186-1784,Pittsburgh,U,9.0,MD,Scholastic,369.0,,,CAMPANELLA,CAM1773,O,6092 worthington east,LUCIEN,Canada,0.0,,4.0,37.0,1365953.0,374546.0,53711
1-764-606-9786,Hartford,U,8.0,FL,ON Semiconductor,363.0,,,cowell,cow1774,O,24250 summer south,Raj,United States of America,,,1.0,57.0,2618684.0,283423.0,V6L 1S4
1-589-341-3222,North Las Vegas,M,7.0,MN,Amkor Technology,526.0,F,A,herndon,her1775,O,10783 crestline court,Mirabel,United States of America,5.0,,4.0,59.0,3136993.0,328760.0,T5a 1w3
1-930-825-7344,Rancho Cucamonga,D,2.0,OR,CH2M Hill,663.0,m,,Haubert,Hau1776,R,6066 fillmore lower,Lulu,United States of America,1.0,,1.0,31.0,3779546.0,237087.0,10044
1-647-111-1850,Charleston,M,1.0,MN,Conseco,586.0,,,eisenhart,eis1777,O,679 windsor west,FALLON,United States of America,2.0,,3.0,98.0,1271314.0,39483.0,M5G 1Z8
1-549-012-0501,Chesapeake,S,0.0,MT,Home Depot,795.0,,,holleran,hol1778,O,18289 ARTESIAN WAY,Pammi,United States of America,2.0,,0.0,19.0,1754434.0,402271.0,22202
1-613-090-2034,Miami,S,6.0,GA,Tupperware Brands,445.0,F,,Chamard,Cha1779,O,13070 panther creek east,Chrystal,United States of America,1.0,,4.0,90.0,222891.0,32484.0,M5G 1U1
1-235-233-6813,Knoxville,M,10.0,SC,Tenet Healthcare,741.0,F,J,FOEST,FOE1780,O,18207 conley south,lonneke,United States of America,5.0,,4.0,95.0,,162627.0,m5a 1u8
1-042-286-8611,Fairbanks,U,7.0,Alberta,Seaboard,522.0,,O,Kelsay,Kel1781,O,12028 PARDEE RUE,Krier,United States of America,0.0,SUITE 393,1.0,88.0,2948935.0,436629.0,y5c 1m3
1-028-860-2322,Buffalo,S,4.0,Ontario,CarMax,498.0,F,M,BAILEY,BAI1782,O,24062 tangle brush crescent,ARDELIS,United States of America,4.0,,2.0,10.0,1662306.0,321033.0,m5d 1y8
1-343-498-0843,Pasadena,M,4.0,WV,Lexmark International,588.0,m,T,VIRCHICK,VIR1783,O,9371 sweeney court,nicoline,United States of America,2.0,,3.0,70.0,2422150.0,328066.0,48509
1-967-700-4589,Berkeley,M,7.0,LA,AptarGroup,338.0,,,Barclay,Bar1784,U,7161 tallowood upper,Evert,United States of America,1.0,,5.0,87.0,808446.0,393963.0,78235
1-458-567-6055,Des Moines,,,MO,,781.0,,,Kubik,Kub1785,O,21731 GULFTON UPPER,MARTHA,United States of America,0.0,,5.0,27.0,1846060.0,400959.0,80131
1-155-788-3290,Montgomery,M,7.0,MD,Seaboard,430.0,,N,Lethebinh,Let1786,O,7575 bernard court,georgie,United States of America,4.0,,5.0,,1980608.0,275434.0,85267
1-071-233-3777,Santa Rosa,M,,AR,HNI,592.0,,,Soldera,Sol1787,O,13971 milbury court,Oleesa,United States of America,4.0,,1.0,88.0,27286.0,53719.0,72222
1-598-769-0796,Idaho Falls,W,2.0,AZ,Big Lots,705.0,,,PATRICK,PAT1788,O,12473 long branch east,Marlin,United States of America,0.0,,3.0,93.0,1229044.0,345478.0,35862
1-207-901-4854,Lubbock,S,6.0,WA,Graham Packaging,468.0,,,olsen,ols1789,O,18956 gaylord street,Alec,United States of America,4.0,,1.0,,2322103.0,395476.0,T6b 1j5
1-818-217-5987,Concord,,1.0,AZ,Thermo Fisher Scientific,393.0,,,Rezansoff,Rez1790,O,12491 CARROLL BOULEVARD,Bakoury,United States of America,1.0,,3.0,26.0,37919.0,19524.0,H6a 1y9
1-801-683-2006,Grand Rapids,M,8.0,Nova Scotia,PepsiAmericas,592.0,f,,VAN ATTA,VAN1791,R,22682 RIO GRANDE SOUTH,ELUNED,United States of America,1.0,,3.0,91.0,1148118.0,437159.0,19153
1-653-596-4278,Fresno,M,7.0,VT,Merck,847.0,F,,Cossota,Cos1792,O,17508 WELLER WEST,julita,United States of America,5.0,,4.0,84.0,1632327.0,275092.0,T5b 1q7
1-608-157-9379,Corpus Christi,M,0.0,UT,Con-way,466.0,f,,Kwan,Kwa1793,U,6454 KIEL UPPER,Marge,United States of America,3.0,,3.0,37.0,3874266.0,,91915
1-708-330-7398,Brownsville,M,8.0,TX,Mueller Water Products,386.0,,,attanasio,att1794,O,11287 oasis north,Chrissie,United States of America,3.0,,0.0,60.0,1959769.0,112545.0,H6B 1X6
1-952-267-6215,Sunnyvale,M,8.0,DE,CenturyTel,752.0,M,,Stoyles,Sto1795,O,7865 reagan east,ULRIKAUMEKO,United States of America,5.0,,2.0,92.0,2006766.0,455702.0,92805
1-889-842-8996,Topeka,S,10.0,SC,Regal Entertainment Group,453.0,,O,WICKIE,WIC1796,O,1091 LADERA LOWER,Guo-qiang,United States of America,0.0,,1.0,98.0,3236408.0,95329.0,V6b 1s4
1-620-361-3149,Salt Lake City,,,MA,Bank of America Corp.,694.0,f,P,khouderchah,kho1797,O,7046 landera street,Andriana,United States of America,5.0,,4.0,58.0,3869248.0,192004.0,m6t 1i6
1-579-547-7220,Las Vegas,M,2.0,MT,Gardner Denver,390.0,M,,Adamczyk,Ada1798,R,8685 peachtree upper,vmbackup,Canada,0.0,,5.0,28.0,,358772.0,94204
1-506-480-5222,Carrollton,M,10.0,AK,Hudson City Bancorp,432.0,,M,Doris-hampton,Dor1799,O,21681 GOODWIN PARK,Dot,United States of America,4.0,,4.0,25.0,3153225.0,341293.0,66622
1-022-795-4018,Hampton,M,5.0,Alberta,Rock-Tenn,833.0,,,Seiple,Sei1800,R,16124 WEYLAND PARK,Stoddard,United States of America,1.0,,1.0,100.0,3740435.0,492241.0,T5a 1p2
1-178-778-1691,Henderson,W,9.0,AZ,C.H. Robinson Worldwide,655.0,,,Wesselman,Wes1801,O,23701 pelican way,zhengyu,United States of America,,,4.0,25.0,3483318.0,249302.0,04101
1-890-776-1758,Allentown,D,,AR,Del Monte Foods,584.0,m,E,kusan,kus1802,O,15845 flagler south,Korry,United States of America,4.0,,4.0,73.0,2500611.0,32425.0,21280
1-429-077-1115,Fairbanks,M,8.0,HI,T. Rowe Price,448.0,m,,CHALMERS,CHA1803,O,7831 arthur crescent,Alice,United States of America,4.0,,4.0,98.0,1161657.0,254208.0,22206
1-729-480-2589,Cleveland,D,9.0,AL,Washington Post,530.0,,,STODART,STO1804,O,10079 PALM LANE,BAB,United States of America,3.0,,5.0,33.0,220530.0,54235.0,v6z 1w9
1-763-494-5921,Provo,M,10.0,IL,Exxon Mobil,825.0,,A,Playatuna,Pla1805,O,378 nolan avenue,Babbie,United States of America,0.0,,2.0,60.0,3704067.0,349236.0,M5g 1x7
1-725-805-6519,Alexandria,M,9.0,CA,Thrivent Financial,,L,,scalera,sca1806,O,764 donaldson road,Gene,United States of America,0.0,,3.0,89.0,2829130.0,6807.0,70123
1-895-978-7144,Montpelier,,0.0,SD,Simon Property Group,757.0,F,,MEERVELD,MEE1807,U,13069 SHELTER CRESCENT,CRISTIONNA,United States of America,2.0,,0.0,78.0,2207402.0,439420.0,94611
1-852-028-8789,Naperville,U,6.0,TN,Noble Energy,445.0,m,,younes,you1808,O,22494 chimney rock avenue,Elwira,United States of America,1.0,,3.0,4.0,2161886.0,121686.0,V6X 1S8
1-651-295-4610,Elizabeth,U,2.0,PA,Genzyme,356.0,m,E,CITARELLI,CIT1809,R,18283 jack east,LEANORA,United States of America,1.0,,0.0,88.0,424605.0,140503.0,95273
1-273-081-6545,Boise,U,8.0,NY,Andersons,639.0,F,,rummel,rum1810,O,2164 PALM ROAD,Annetta,United States of America,3.0,,5.0,96.0,2757556.0,200376.0,35855
1-786-049-0990,Atlanta,S,2.0,FL,Consol Energy,650.0,,,VEZINA,VEZ1811,R,18676 turman drive,Gerladina,United States of America,,Apt. 513,0.0,8.0,245609.0,194820.0,90216
1-183-231-1926,Little Rock,D,6.0,Alberta,NV Energy,837.0,m,,Larmour,Lar1812,O,8752 forest park east,Thuy,United States of America,4.0,,5.0,88.0,1172429.0,40936.0,19067
1-648-150-4539,Hilo,U,,WI,Medical Mutual of Ohio,555.0,m,D,omura,omu1813,O,7041 leon upper,Youji,Canada,4.0,,2.0,81.0,2239983.0,254493.0,V5b 1p7
1-838-029-2999,Fort Lauderdale,M,7.0,TN,Costco Wholesale,495.0,,,Livek,Liv1814,R,15979 montfort way,Jenine,United States of America,0.0,,5.0,46.0,2486364.0,108196.0,90801
1-815-050-7572,Modesto,U,3.0,ID,Boyd Gaming,454.0,m,U,Taheri,Tah1815,,11724 RANDOLPH PARK,Aridatha,Canada,3.0,Apt. 578,1.0,20.0,32423.0,482003.0,40231
,Inglewood,,6.0,ID,Mylan,347.0,,,van atta,van1816,O,21686 jackson south,viki,United States of America,3.0,,4.0,73.0,1051407.0,458207.0,10078
1-133-198-0015,Nashua,S,,MS,Broadridge Financial Solutions,459.0,,,Huguin,Hug1817,O,18909 hawkins way,Randhir,United States of America,2.0,,5.0,1.0,1110211.0,385765.0,h2b 1z2
1-809-938-5153,Pembroke Pines,U,5.0,NV,Medco Health Solutions,738.0,,,GAINES,GAI1818,O,2451 knowles street,Dino,United States of America,4.0,,2.0,11.0,1585964.0,193940.0,v6e 1p8
1-941-132-1757,Montpelier,M,0.0,ME,Mettler-Toledo International,639.0,,,DONKERS,DON1819,O,12400 GREAT OAKS EAST,satyajit,Canada,5.0,,3.0,93.0,1013742.0,44263.0,76134
1-244-737-0357,Missoula,M,4.0,AL,Starwood Hotels & Resorts,424.0,f,,bahoric,bah1820,U,23934 brooks north,eddie,United States of America,1.0,Apt. 166,2.0,97.0,3766774.0,452400.0,10004
1-505-261-0601,Huntington Beach,M,8.0,DE,Nacco Industries,503.0,f,,HUNEAULT,HUN1821,O,14497 frostwood boulevard,Orden,United States of America,1.0,,1.0,96.0,546402.0,264934.0,94648
1-358-977-0829,Colorado Springs,M,0.0,NC,Harris,612.0,,,vandergeest,van1822,O,1048 covecreek way,SERDAR,United States of America,3.0,,4.0,51.0,585244.0,490088.0,60782
1-919-962-0183,Victoria,S,9.0,NY,AnnTaylor Stores,426.0,M,E,latorre,lat1823,O,18874 magnolia road,myrlene,United States of America,,,2.0,73.0,1429214.0,177988.0,T6B 1E2
1-228-314-3079,North Las Vegas,U,8.0,NY,Phillips-Van Heusen,781.0,m,,TOGASAKI,TOG1824,O,24014 BIRCHWOOD CRESCENT,Nhut,United States of America,2.0,,3.0,88.0,1182319.0,132553.0,01850
1-643-745-1349,Albuquerque,M,5.0,British Columbia,Aetna,722.0,,,ALDERDICE,ALD1825,R,11708 howser east,Doria,United States of America,3.0,apt. 177,0.0,71.0,2352319.0,118332.0,98175
1-988-780-9509,Stockton,M,1.0,AL,Kraft Foods,554.0,f,,Tremewan,Tre1826,R,11797 howser court,MAYE,United States of America,3.0,,4.0,27.0,3499398.0,275512.0,H6a 1x9
,Springfield,W,7.0,SD,Tractor Supply,724.0,m,,Deluca,Del1827,,14203 brooks west,Ulrike,United States of America,2.0,,3.0,23.0,,479427.0,T5a 1u8
1-510-823-0228,Chattanooga,M,4.0,ID,Aleris International,391.0,,,Bereza,Ber1828,O,1863 KETCH NORTH,CAITRIN,United States of America,5.0,,5.0,27.0,788342.0,42582.0,m1g 1p8
1-383-296-3460,Quebec,S,4.0,IN,Quiksilver,,f,C,Lonergan,Lon1829,R,12543 edgewood avenue,cho-kuen,United States of America,5.0,,5.0,21.0,3068068.0,265159.0,H2a 1w6
1-805-692-1335,Chula Vista,M,6.0,IN,Cintas,801.0,m,,KINNEY,KIN1830,R,13205 cantey west,ailsun,United States of America,4.0,,0.0,62.0,3011542.0,67732.0,33153
1-868-299-6956,Montreal,W,3.0,Ontario,Westar Energy,774.0,m,U,Hunter,Hun1831,O,15713 conier upper,annemarie,United States of America,0.0,,,83.0,1298229.0,351308.0,94289
1-254-726-3987,Hollywood,M,6.0,CO,Guess,496.0,,D,Ludviksen,Lud1832,O,13890 snead park,Ferdinanda,United States of America,1.0,,4.0,4.0,327003.0,204979.0,30315
1-503-914-7808,Louisville,M,6.0,NH,Philip Morris International,,,,Rouleau,Rou1833,O,15263 ridge creek avenue,Ike,United States of America,0.0,apt. 679,5.0,69.0,1463664.0,322520.0,20085
1-858-451-1158,Houston,M,5.0,NH,YRC Worldwide,333.0,F,,BARNHART,BAR1834,O,9565 cappel road,Dido,United States of America,2.0,,4.0,10.0,780925.0,417481.0,V6C 1V6
1-527-014-1946,Fort Smith,M,6.0,LA,Intuit,706.0,,,chapin,cha1835,O,23057 BROKEN OAK AVENUE,nicoline,Canada,2.0,,2.0,74.0,3204073.0,16696.0,H2G 1U1
1-089-452-1637,Sioux Falls,W,3.0,MS,Superior Energy Services,716.0,,,BODNAR,BOD1836,O,5461 gold crest way,OTTCSR,United States of America,2.0,,2.0,78.0,531711.0,63070.0,70170
1-521-392-3253,Billings,S,5.0,SD,Dun & Bradstreet,718.0,F,B,stallabrass,sta1837,O,23201 SEIP ROAD,DEVORA,United States of America,5.0,,1.0,73.0,3766241.0,476740.0,55402
1-338-105-8192,Lakewood,,7.0,CT,Univision Communications,836.0,,,Wildeman,Wil1838,O,24801 amherst street,Viva,United States of America,4.0,,3.0,87.0,2582206.0,413325.0,72287
1-517-484-6560,Provo,M,9.0,AR,BB&T Corp.,660.0,,,LONGFIELD,LON1839,R,17933 flores avenue,RONAN,Canada,1.0,,4.0,77.0,2484587.0,113113.0,V6n 1s3
1-258-158-2410,Stamford,U,8.0,VT,Career Education,749.0,,Q,Bosch,Bos1840,O,21699 PRINCETON CRESCENT,amandie,United States of America,4.0,,4.0,93.0,3271439.0,132686.0,10033
1-055-050-9722,Fort Worth,M,10.0,AL,Radian Group,481.0,,,Vandoorne,Van1841,R,14776 st. phillip court,CLAY,United States of America,4.0,,3.0,12.0,1487215.0,461313.0,99680
1-014-566-9505,Grand Rapids,S,9.0,OH,Sovereign Bancorp,692.0,,Y,STURDIVANT,STU1842,O,18244 fairfield north,Willamina,United States of America,,,2.0,47.0,3283636.0,168924.0,V6c 1q2
1-152-449-4216,St. Catharines,U,5.0,NH,NII Holdings,371.0,F,,Heidepriem,Hei1843,O,21952 sabine drive,CARMELIA,United States of America,4.0,,3.0,92.0,622012.0,472095.0,93757
1-110-137-0398,Colorado Springs,M,1.0,IN,FMC Technologies,388.0,M,B,Chisholm,Chi1844,O,18333 park hill east,Marketa,United States of America,5.0,,2.0,87.0,3137134.0,313395.0,99571
1-439-500-9798,Pembroke Pines,M,,KS,ManTech International,696.0,,,HARRIS,HAR1845,U,11645 kimberley crescent,Noelyn,United States of America,2.0,,0.0,83.0,3126571.0,113239.0,06117
1-022-101-9826,El Paso,U,0.0,CA,ON Semiconductor,697.0,f,C,Loper,Lop1846,O,2491 DOUGLAS UPPER,Conni,Canada,2.0,,0.0,87.0,3260857.0,119690.0,77289
1-537-401-0238,Springfield,S,3.0,MD,Harrah's Entertainment,688.0,f,K,MUTHUSWAMY,MUT1847,O,17273 GREENE COURT,bridgette,United States of America,4.0,,2.0,62.0,2818705.0,388725.0,35892
1-009-776-5456,Orlando,S,2.0,VT,,576.0,,Z,truesdale,tru1848,O,20031 crumley south,bette-ann,United States of America,5.0,,4.0,22.0,3348276.0,372213.0,X1G 1S7
1-400-321-8985,Lansing,M,8.0,ID,Nucor,765.0,,U,Keef,Kee1849,O,13068 lakeview crescent,robert,United States of America,4.0,APT. 254,1.0,14.0,390507.0,54433.0,55117
1-660-729-9318,Raleigh,S,4.0,NJ,C.H. Robinson Worldwide,,m,,Sibincic,Sib1850,R,2833 saratoga lower,Rubina,United States of America,5.0,,5.0,,2687759.0,221429.0,80145
1-699-935-3017,Casper,S,1.0,CO,Airtran Holdings,346.0,f,H,Roddy,Rod1851,R,2846 ROSEMONT EAST,Kaia,United States of America,3.0,,2.0,40.0,2845075.0,499137.0,h2d 1w5
1-613-546-7635,Louisville,S,3.0,ND,,430.0,f,F,Holton,Hol1852,O,1427 addax lane,Nashib,United States of America,1.0,,4.0,27.0,3310264.0,110966.0,30335
1-855-775-0545,Tallahassee,M,7.0,CA,United Rentals,481.0,,,potts,pot1853,,19827 cherry ridge way,ALYSSA,United States of America,3.0,,3.0,64.0,766546.0,464920.0,V6o 1s1
1-525-684-5781,Stamford,M,8.0,Alberta,Boise Cascade Holdings,566.0,M,,Raghunath,Rag1854,U,9749 overton ridge boulevard,Lothar,United States of America,5.0,,,26.0,2204931.0,182553.0,94427
1-612-577-9612,Springfield,M,6.0,Ontario,Cinemark Holdings,761.0,,O,umeh,ume1855,O,11146 penmarc street,Olivette,United States of America,0.0,suite 130,4.0,53.0,1612371.0,304022.0,94448
,Rochester,M,0.0,UT,Nasdaq OMX Group,532.0,,,Jcst,Jcs1856,O,10789 winifred lane,allisan,United States of America,5.0,,1.0,37.0,550443.0,71693.0,H2F 1V3
1-049-590-8554,Burlington,M,,MS,Mirant,727.0,,V,Spohn,Spo1857,R,11450 WYCLIFFE SOUTH,isobel,United States of America,2.0,,0.0,70.0,309862.0,127163.0,V6U 1R6
1-112-858-9594,Sunnyvale,,5.0,HI,E*Trade Financial,706.0,,,Whitwell,Whi1858,O,10256 BROWNWAY NORTH,Verla,United States of America,5.0,,1.0,11.0,539112.0,85614.0,21206
1-193-996-3384,Santa Ana,S,5.0,LA,"Toys ""R"" Us",781.0,F,N,nicholas,nic1859,,13619 WITHERS UPPER,anderson,United States of America,0.0,,0.0,81.0,3422169.0,,m7n 1b3
1-905-512-3236,Evansville,M,4.0,CT,SLM,,,,Gobeil,Gob1860,O,5620 ROYALTON AVENUE,Jami,United States of America,1.0,suite 209,0.0,12.0,1215514.0,172591.0,93314
1-913-052-2172,Salinas,M,0.0,UT,Omnicare,777.0,,V,Mackey,Mac1861,O,11503 stratton west,Carley,United States of America,2.0,,0.0,32.0,2580056.0,171376.0,55174
1-394-734-5791,Tampa,D,0.0,MD,Navistar International,587.0,F,,SYLVIE,SYL1862,O,4757 landmark road,bev,United States of America,5.0,,2.0,6.0,1213893.0,321338.0,20017
,Gary,W,0.0,British Columbia,Insight Enterprises,,,,dassani,das1863,O,21096 TANBARK PARK,Glyn,United States of America,1.0,,1.0,72.0,1869894.0,398897.0,89135
1-413-604-3746,Corona,D,3.0,CA,Expeditors International,630.0,,K,Eisler,Eis1864,O,11414 JAY STREET,Filippa,United States of America,1.0,,5.0,,3692597.0,40064.0,92801
1-425-493-8607,Detroit,U,0.0,NE,Jones Financial,466.0,,,virgoe,vir1865,O,3185 royalton lower,gwenette,United States of America,3.0,,3.0,18.0,1559663.0,,03110
1-985-599-3440,Corpus Christi,U,7.0,ME,Massey Energy,635.0,,,MCFARLAND,MCF1866,R,15121 reagan court,Junie,United States of America,1.0,,0.0,39.0,1369175.0,63890.0,V6F 1V4
1-650-980-5910,Tacoma,M,0.0,NC,Kohl's,652.0,m,,SEARL,SEA1867,O,1243 salado road,Gene,United States of America,5.0,,5.0,41.0,2111124.0,280094.0,07307
1-463-428-6155,Erie,U,7.0,ME,AptarGroup,386.0,,,rahman,rah1868,U,9659 sakowitz west,JANNA,United States of America,0.0,Apt. 758,5.0,4.0,1474462.0,290837.0,53717
1-332-026-7039,Hampton,M,6.0,Manitoba,Metals USA Holdings,800.0,f,C,leitrick,lei1869,R,10079 palm lane,Dominica,United States of America,0.0,,0.0,,1643864.0,32286.0,74158
1-499-446-8723,Winnipeg,U,0.0,MN,Kraft Foods,670.0,f,,Trivedi,Tri1870,O,13456 stan hope upper,Tiphanie,United States of America,0.0,,0.0,1.0,3324951.0,207088.0,93754
