prospect_gncd,prospect_frstnm,prospect_ntwrth,prospect_mplr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln2,prospect_mrtlstts,prospect_gndr,prospect_phn,prospect_nmbrchldrn,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrs,prospect_stt,prospect_ncm,prospect_crdtrtng,prospect_wnrrntflg
kcr10739,ppietxhybtiuwadpuchxrxvrt,,News Corp.,4.0,kcrhndvuqwubmyhjecjfhvidasd,PMJVNWBHZPULXXSWJGKZSRRSEUKBENRPXSOPQLWJGPCXVYJXJGAJUCPASBPSLTTPXJAJJDWTAL,M,,1-507-161-2043,1.0,98.0,Fort Worth,United States of America,3.0,GA,139569.0,330.0,O
Kha10740,Lqbxgjxatqpcb,862766.0,Arkansas Best,7.0,Khawpcajlzrjdgaitrloh,Psplispgcpqtjraxjzedfpkgiumnxknoduvgomvtlgcbjjmkfhundrnths,U,M,,5.0,83.0,Ottawa,United States of America,4.0,WA,309433.0,689.0,R
Vgi10741,Wgblfbzwvnj,2882674.0,URS,6.0,Vgiwdkyjtjjdxjs,Ttddoxywfvqzzejtrfcuweagogyqzijpqjqkhjtpcfslqkx,U,M,1-353-856-9754,1.0,65.0,Fairbanks,United States of America,1.0,Alberta,328976.0,765.0,R
XTJ10742,Sgwthiiamzipthpxbtoqv,398997.0,Plexus,8.0,XTJCKRXLUFIAQEBEPQPHUJHUXTILND,Ymxatiadpropuxa,U,m,1-106-293-4006,5.0,73.0,Grand Rapids,United States of America,1.0,WI,240436.0,627.0,O
smn10743,Vbrppkpepfpua,2444841.0,Oneok,4.0,smnqqaxmfxxqtpkiggiez,Vqrltdicgethvutprzkungxaxijrhnyesrrvf,U,F,,4.0,9.0,Newark,United States of America,1.0,WA,108929.0,490.0,R
ADL10744,dmxxikprvrsqg,335347.0,Pacific Life,4.0,ADLTQPKNZBMTAQ,myvplfsixvhulrctpjqpcsnbdrpgkmelojzmqzeojgwdkvjoxkxcvibuhqjqumyvjf,S,,1-924-640-2319,2.0,39.0,Riverside,United States of America,3.0,OH,369083.0,533.0,R
Lup10745,Qouqpuynxvtfzxqhutgivifqguqf,3782643.0,Western Union,3.0,Lupxgenghzikwwjkqepujxjteawkui,ybpgkjkrhsecnyhwnzkbdmuthdsdbvp,M,f,1-181-085-8685,,100.0,Ottawa,United States of America,2.0,Ontario,337809.0,641.0,R
Xua10746,Mmenpqljqaufwdkwnbomjomdmzd,2285956.0,,,Xuaruehuuuixcckuzetzveg,UHNBVUTCPHGXXLITWXASRPFHXJCFTWLGFAWKFXCCWANUMUXVTASAF,W,,1-011-738-5208,1.0,2.0,Boston,United States of America,2.0,Quebec,268059.0,510.0,O
SLO10747,Pohveleigvnv,377971.0,US Airways Group,1.0,SLORSWVNEKKXRIFWGXERSPOS,KXGFVPQMSGPQQVUAHAEBQYYJERMVGIFXBQJRFKYEJEMRXMPJVJ,M,,1-985-144-7335,0.0,83.0,Tucson,United States of America,5.0,New Brunswick,443817.0,416.0,O
dra10748,tksuibroueazbexodcbmo,325843.0,NTK Holdings,1.0,draxwtrejhuzhfwteshutvihzyszk,Yapzsbgvrnncxxgwdgqpjvgdojwzshpmsgyvriqthiepovb,D,,1-163-829-7379,4.0,83.0,Charleston,United States of America,4.0,NC,465516.0,391.0,O
mav10749,Ckmqghvlakanmepsc,1910979.0,AMR,0.0,mavjtiswvpseqzih,XNUBMRGGSPCJBPHPVYIRCSOSHHQCABFYHJQEJKLTIJEBFAGPUWHCSNLNPWKZUOCOVJHDGCDFQXW,M,M,1-396-846-6935,5.0,32.0,Bellevue,United States of America,5.0,AK,368247.0,656.0,O
SPR10750,yqeigbsldvnkmsxwahpexjdxf,1411715.0,,2.0,SPRRKESXFTSNHUXBPIBXPMPKAM,seqrvgquxucasjb,U,f,1-934-970-1624,,,Regina,United States of America,1.0,FL,162103.0,405.0,O
bxj10751,HPPOSWOHXVRBKEFUFJUQGOPKD,1049873.0,Continental Airlines,3.0,bxjmqszrkgjsitcvkezjdphjuokl,fwkrpdamslytflmwlrznxujycurutjgqodgo,W,m,1-436-305-5414,5.0,52.0,Calgary,,5.0,CT,479067.0,507.0,O
Btd10752,Bpkdze,1401810.0,Anadarko Petroleum,4.0,Btdqcyxfoequogkyrmunyctbuvq,qssjgpxpmaqfimfkggem,M,F,1-929-227-9183,4.0,85.0,Columbia,,5.0,CO,216160.0,445.0,O
XUH10753,Ruglzutdftiwcvmtt,2971933.0,State Farm Insurance Cos.,7.0,XUHWOILKQPFRAQGDNPQKGVEGHIONSD,NNEDCOWIKTEQRDKCBQFEZFFOSXEEHPYHFVFWWXKNOKDASIXMTRPRNCNVYRVPFTYPFQQ,,f,1-976-545-8805,0.0,76.0,Peoria,United States of America,2.0,HI,301138.0,669.0,O
nja10754,OJPAH,2539385.0,Paychex,6.0,njattghlangapmrjijifxpurwaippa,wucemqmiglimrreiddzivqq,D,f,1-396-905-1794,5.0,59.0,Jackson,Canada,1.0,Nova Scotia,237470.0,483.0,R
YBW10755,Jygsnlnowpiqlm,2797149.0,Community Health Systems,2.0,YBWFUHQSDUUZVXRJJQMPHDNT,IPVOTWFZNBCYTQRUFIGUNKIFPYUJPPJZFSYBLJFWLETYOMWCUB,S,,1-910-772-9656,2.0,99.0,Hayward,United States of America,0.0,DC,175033.0,486.0,O
ojr10756,Bcccwpwprtj,,Merck,5.0,ojrwihdbnbwgykeewvpo,CGGMUXYFCXHFXAPMTQPBZVUGSRLOTQDLRQURXLRASCJLPITINXWXNPFEOTUADPKGLK,U,,1-807-561-3794,4.0,32.0,Winston-Salem,United States of America,4.0,PA,130402.0,415.0,R
Jxc10757,sjlrrgbdv,3813587.0,Dollar General,1.0,Jxcvkfgwgvzthvbpxjdfbwofacgp,Kaswrytubykeesdtgaicwsgvjicyfs,S,,1-375-227-4309,0.0,67.0,Halifax,,3.0,SC,47190.0,577.0,R
HHQ10758,Rokhndnbpjphybujxj,2954169.0,Hudson City Bancorp,0.0,HHQMVCH,IFSPALMAKBCTFNOGEGITAJUVPQZYKEK,M,,1-149-645-1017,0.0,6.0,Whitehorse,United States of America,2.0,CO,344616.0,601.0,R
XNO10759,WQQUWPKULEXUQOOAEI,1193300.0,Darden Restaurants,10.0,XNOYZHYEVNE,QNUPHTEKOHQGVKHELCDSAEON,S,m,1-192-640-6430,5.0,22.0,Montreal,United States of America,3.0,NV,186412.0,504.0,O
Kjn10760,YGLTYDOBROWWYMMXYELLSN,574347.0,Murphy Oil,8.0,Kjnkvdix,Ikwmlidjlxoiwhvsjishpavcjceawnsjkudoeyl,M,f,1-594-840-8081,3.0,21.0,Lansing,United States of America,2.0,LA,113792.0,413.0,O
Vqk10761,ttpqxttfxjx,3744118.0,Jones Apparel Group,6.0,Vqkhnmxqvnpjxgzc,bqfhdswtevpheopoakdjcmxiznwegigymfdadfmjcfxtvsqjhjkptpavgxueuo,D,,1-163-124-0211,0.0,87.0,Independence,United States of America,5.0,SD,289307.0,778.0,R
XZB10762,VLZUMNYLMRLNAUQNBUO,3583201.0,Marriott International,1.0,XZBUYKYLGJJWGLAAGS,SMQVMSLSXVZXXIBVJFCFDBWOZCPGRMPXDCVMVLAPBRWFKLTRNRBTSNRBYRUEVQQCBBKRLLYJDWKD,,,1-943-519-0717,5.0,96.0,Chicago,United States of America,1.0,ND,6882.0,308.0,O
ldv10763,QGXWYDRNEJNRRKZQLTEUTJ,2748619.0,WGL Holdings,0.0,ldvhqzawaumoilvayevhy,GCGSQFNYQSNRTMKVOSYFLHJJIRAQYWYTOEK,,m,,2.0,3.0,Charlotte,United States of America,5.0,ID,311727.0,446.0,U
Ili10764,Mysnfqfwx,2383008.0,Praxair,6.0,Ilinupnbzbxbizd,kspqrbcxgvrjqayqce,U,F,1-060-784-9249,0.0,88.0,Tucson,Canada,1.0,WY,494245.0,398.0,R
syu10765,Howdpifccmfwqksiaer,,Briggs & Stratton,5.0,syuazwqbwmbyncliztjjwjxxszcfcu,gkrihshwvydjlxglenpewe,D,,1-502-155-7767,5.0,18.0,Idaho Falls,United States of America,2.0,AK,298683.0,695.0,O
Xac10766,Tzbpzleidtohipwlqvia,2137214.0,Capital One Financial,8.0,Xacnxshxxxonbgqhyhsbnqiogyk,,M,,,3.0,67.0,Los Angeles,Canada,2.0,NM,419170.0,806.0,O
Cti10767,Zboulrxpwouswdmmx,1031354.0,A. Schulman,6.0,Ctitfk,Sxtdnjvnrqyuedwy,S,,1-782-212-0077,3.0,51.0,Glendale,Canada,4.0,ND,348664.0,340.0,O
Nzr10768,Lbblg,499467.0,RPM International,3.0,Nzrioicpzwau,JKOHF,S,,1-054-375-4644,5.0,48.0,Oshawa,United States of America,2.0,ID,427181.0,678.0,U
Mtw10769,Obtmhvwmhmwtles,3514240.0,,5.0,Mtwni,Lqfttkjecousfatizhypumlqkqcnhtzbqegatmsnetff,W,,1-471-294-4279,4.0,5.0,Tucson,Canada,3.0,UT,474270.0,359.0,O
phx10770,Lhtsqmhrqyiffxmkbuvqe,1876487.0,First Data,7.0,phxrhggyahx,KSBGAUHDPKKVLRMWZNHTFASOBQPBXEESQZNTUPDDMPGHWNVSYFLGWSLBDXH,D,,1-084-800-8751,4.0,44.0,Vancouver,United States of America,3.0,MT,88560.0,501.0,O
Vmy10771,tfieaqbfmhcbicgowmxxjmaj,1952058.0,Domtar,9.0,Vmyxbvkcsemexumzzwpsznutdtq,Rvtstwzugak,U,,1-275-225-1907,3.0,15.0,Norfolk,United States of America,4.0,MD,457134.0,460.0,O
Xsi10772,skslrcknjpmgubzkipikvodykxwj,909405.0,Applied Materials,10.0,Xsisadxodbwwsyaivstmgnl,Enpwqrfuqvlafqp,U,,1-486-197-6241,3.0,89.0,Oklahoma City,United States of America,1.0,CT,6358.0,728.0,O
uxr10773,Xmarfrwuzixti,,Kansas City Southern,10.0,uxrpbxvizexdljtpweduts,Tfevagjuscayxjabmojnuxnrluthbi,S,,1-057-356-3119,2.0,50.0,Iqaluit,Canada,2.0,SD,418302.0,659.0,
Mxr10774,CUZKZ,3700638.0,AptarGroup,2.0,Mxrfgkpbfbylulymxvsczdx,ufpxqpkmdrynkhrclmegyetnwffeewlkavnjtdfnvh,S,F,1-351-634-7023,1.0,22.0,Lansing,Canada,3.0,CO,139285.0,411.0,O
Cvf10775,Qydjlrvhxshwusdnnvxsmkfqt,1306319.0,CC Media Holdings,6.0,Cvfiypstnzgaidruucsgmxohjir,Lgfsoynbwjjloroatjhdhuozkpkfcujmimicvtjmmrclzlyqeaaqbbmdbrcsbcbymdmzze,M,,1-858-200-2319,1.0,28.0,Lancaster,United States of America,3.0,HI,292021.0,369.0,O
Suy10776,Hvajaxuukird,150233.0,Interstate Bakeries,6.0,Suyhsllijppwhoxk,Axboxasfvrmllkxhijxikprndekygzpvkgsulvchlkqkhlmtmmznvjlqiztujewcwtlhgkjnx,,,,0.0,46.0,Aurora,United States of America,,TN,210830.0,394.0,U
GLY10777,Jhomqfbhkfpmrwzubndsuwwbtntli,,Levi Strauss,3.0,GLYFSZZLQ,Fhthqbhuzwjkkptiwwiiqjburgqevzrplgbpykecjmwbgqjj,S,,1-273-760-4510,,36.0,Lancaster,United States of America,1.0,WI,109434.0,339.0,O
Ape10778,kzlfxlxxmq,3155265.0,Merck,10.0,Apeyfsxnnukxcayulaqiswc,RYXOPARLLCPGWUKSYFVTTGBLPXKYFHAOFFHWWTUYRHKPPAVICTATGT,S,m,1-472-941-5670,2.0,50.0,St. Catharines,United States of America,4.0,UT,12476.0,547.0,U
vpq10779,Oscfladctbwdsjrlvvwqqxobmbhbz,2143598.0,Vought Aircraft Industries,9.0,vpqhfejpdtwszrh,Ynrejlbxdoyfsxjslpqzmh,W,F,1-449-416-2015,3.0,16.0,Warren,United States of America,2.0,Alberta,84193.0,702.0,R
pxg10780,Qmyzekzupdowkiaqrhjcplolfoq,1675682.0,Apache,1.0,pxgknexepxfejynehwpcbpt,Kbpivvrwuogopbkwzpxqgohrmhprlfxntvycucftuokirydevdoznz,S,,1-628-488-5001,1.0,,Huntington Beach,United States of America,4.0,NJ,326571.0,679.0,O
Qyp10781,Wclhzhelapg,1032754.0,PerkinElmer,8.0,Qyparslzargxxytomiykbb,SBGSCNWSHMUOPZLQWZPBTVGJQKZEGDRRBIDGIZLQSJNFGWQXZTM,D,,1-697-392-7320,4.0,54.0,Winston-Salem,United States of America,1.0,MT,134879.0,618.0,O
Fyu10782,Shcgvayjsmzaxpbj,3097622.0,Comcast,7.0,Fyuhdmwjxg,cpnfqdkdmsqonzbsowypjtjfnwspnlqyspekekyqghcowemrrreogbuhoehwogbfovoofwv,U,,1-231-031-8002,4.0,8.0,Columbus,United States of America,4.0,VA,238275.0,727.0,O
Vbp10783,Oqahbtsxjacnwiddeptejqbvudqiq,499178.0,Hexion Specialty Chemicals,,Vbptpaulczyhregmx,Iuqivpeithjpkqgdoszkhghbhhcnteahwzneliaqkqwcgbmpcqfebnnqptgjbuolwpkbpqvshwf,M,,1-111-043-1212,0.0,,Norfolk,United States of America,5.0,IA,,406.0,U
Gld10784,gwvfprjwuprczst,3254375.0,,1.0,Gldfmfyqntigefij,AEFSRJQSAOVHKWFUISZJOLDOLSTREQJLSCPHVJPHTWPLBDJFBGGR,U,,1-975-997-5812,4.0,59.0,London,United States of America,5.0,DE,78862.0,302.0,O
kbn10785,Ymccvwvcejhhq,1919672.0,,4.0,kbnyzjogskzeejcrigd,kdgtuvsphwawsf,S,,1-996-419-5614,4.0,53.0,Hilo,Canada,0.0,NY,13674.0,818.0,R
XZA10786,dgxsaxybzdipzhgiklcl,642522.0,Humana,10.0,XZAAVNQ,WKCCYQMZWIJRW,M,,1-116-549-2473,5.0,78.0,Baltimore,United States of America,0.0,Saskatchewan,,359.0,O
CXS10787,TOZPHMQKYGHMLWR,1676788.0,Donaldson,9.0,CXSBCDGRJWV,Dzenelorxdlzsdndalycozxxoplkb,M,,,4.0,65.0,Rockford,United States of America,2.0,FL,353310.0,610.0,O
jrr10788,Ztyoipnd,3923020.0,TECO Energy,2.0,jrrgrjttwvbwsfqnjykxzruqgowjs,rkxscfsqjcwcrgpvciwbmdvxhqvcfdaily,,,1-440-004-1195,5.0,12.0,Oshawa,United States of America,5.0,MN,218161.0,526.0,O
yiv10789,Rxxknpjvvgfaockkptjlsmzpareuv,3517029.0,Stanley Works,2.0,yivjcvkdngvffctyzyrrni,Cayoyfwlpmiqbdeqfpnoesgrqgtpdqslzvsn,S,f,1-300-448-6758,0.0,49.0,Vancouver,United States of America,3.0,PA,319643.0,521.0,U
Fnx10790,Ygtsvexmvnvoewixbiglaeahyw,2118554.0,Roper Industries,9.0,Fnxuehyjxnitthqf,Oqgvgfibpsmigdtjzcrxtb,M,M,1-141-705-9606,0.0,57.0,Scottsdale,United States of America,1.0,MO,496302.0,586.0,
Axv10791,Rjwrhxmcvceywlxoebcjrvmnsea,757375.0,Fortune Brands,6.0,Axvkdllystpuhiinnbmggaevtg,xhymuxuvtzptuvqlcbywkucekdymqovzx,M,f,1-320-963-5571,3.0,10.0,Madison,Canada,1.0,IL,394626.0,433.0,O
WNO10792,Puvkcqodsaxzqtuik,3802888.0,Blockbuster,3.0,WNOWLCXDIFVNENKONGLVVHBFP,GBSISPBGFUBOOSBAMHPPHJAZOJFAMRMKMXUTNPKWXEFOHCBK,M,m,1-599-849-3421,4.0,25.0,Macon,United States of America,1.0,TX,218359.0,426.0,R
igf10793,exyquolapytaqeaagnotzkasc,1492526.0,DTE Energy,9.0,igfokmlbjkvvldfbbchzcp,Ixzotqaqhdlhcntegvrssedshfuk,S,M,1-043-685-6100,4.0,68.0,Thousand Oaks,United States of America,0.0,LA,171264.0,749.0,R
wzd10794,VSUMDNLREOCEXCWWMRTPIKT,2747226.0,Smithfield Foods,5.0,wzdzdfynjgknxgggeypoqvbrrjjo,PWZMV,D,M,1-059-523-4391,,13.0,Atlanta,United States of America,4.0,MA,119570.0,342.0,O
Zsc10795,Fxgos,2025593.0,Con-way,4.0,Zscciixampucprvsbnpd,DDGRYMQAYLZXBLNZKRV,W,,1-649-128-9023,2.0,37.0,Mobile,United States of America,3.0,Nova Scotia,19661.0,800.0,R
Hfh10796,CHXONXOGUSIXKBHARWZJ,1456952.0,Alliance Data Systems,5.0,Hfhizfgjsinytqzjfqwhcrfdlhond,Iayvsftcrcmbqxeddwonxfzrjrlnyj,M,,,3.0,94.0,Wichita,United States of America,0.0,KY,375881.0,619.0,O
Uce10797,Tagudpckry,3275538.0,Harley-Davidson,7.0,Ucehvhcfoihiqgidzvkrhmghg,Vteakalwejtg,S,M,1-005-744-6905,5.0,17.0,Beaumont,United States of America,,NH,198187.0,337.0,O
vwn10798,Psplzuvtbxvwwepvhdhvo,2863460.0,Ford Motor,2.0,vwnywshlwsnlzqpp,Rrdxwgqakynrxqxwtwiutognowegtkmwlhxedmowwhzniejturodkdkznekkpthpzzleucfbw,M,,1-838-650-6282,4.0,18.0,Louisville,United States of America,1.0,KS,331718.0,576.0,O
Twc10799,glxqbmcvhi,,Stater Bros. Holdings,8.0,Twcmtlehrtojevmfrqv,Cjmsfetedtvtcynertqqvwtgqnibuiezaicmncdmbgrexnfbiweffooldee,S,f,1-506-432-5236,5.0,76.0,Oakland,Canada,0.0,AR,7173.0,685.0,O
lhn10800,Tbvjkanpgjcikvnwwty,906022.0,BearingPoint,3.0,lhnwg,Vexvtdvcmllgmzinnvkfsipesekdhovypertsmxdhixvezctdvg,M,,1-969-480-2533,5.0,84.0,Dawson City,Canada,3.0,OK,172729.0,708.0,O
Fby10801,Trzjqqe,3269581.0,AnnTaylor Stores,2.0,Fbywmltorvb,Gkulu,M,,1-762-340-8469,4.0,65.0,Sterling Heights,United States of America,3.0,Manitoba,218459.0,723.0,O
Wbh10802,zbbcrzrmxxmxtuafeuhysuno,2287268.0,Walt Disney,6.0,Wbhoygwjstumd,Fkjsilrmihknujfpzxjnwgtybtkvkkoipuzskoersawrtqsytcn,W,f,1-493-704-6889,5.0,70.0,El Monte,United States of America,5.0,FL,293955.0,352.0,O
Imp10803,nflluhxcqxdtmv,2411108.0,Lam Research,6.0,Implvqkkbapvwnacjmeexdzogwhg,WVKOYXIUBFBTJWIEDNRFTPLZPKRCXUVAPMEJIWTUQPMSVGECPLTSPOTIVT,S,,1-790-646-8973,2.0,40.0,Lansing,United States of America,1.0,SD,213052.0,816.0,R
see10804,Dodijyefealfuuvocgagtewxsgjque,1634472.0,Symantec,6.0,seezpavvdeukq,Rnezjjeholdogqpwhah,W,,1-194-535-9986,3.0,48.0,Yellow Knife,United States of America,2.0,MS,417884.0,651.0,O
akn10805,PUYKTESWVVA,629264.0,Hewlett-Packard,5.0,aknqpbwm,Oirfzlhjhasvhivporeskhsfdfldoaprrsidddfpdyzgplqmmkfzzotypeqcxtakozqhew,M,,1-630-602-4901,4.0,96.0,San Antonio,United States of America,0.0,AZ,123343.0,698.0,O
wpa10806,Abyjaygiuvbpircurqmdaslwunt,2853478.0,Toll Brothers,6.0,wpafz,mpmaxtridbkphrheiigbhslgiqrmpukcbtpfolowdholuvbrcniiqsyllrppfyjt,M,m,1-031-973-6966,2.0,59.0,Durham,United States of America,4.0,ME,56475.0,804.0,O
Awj10807,Dwglcgqwgoxvcpwaxmcqfjwtxb,1340666.0,Kraft Foods,10.0,Awjylfftbvovvxqq,ubqvjjevyrvobyorcllxipcpvuvreaew,W,F,1-583-912-3027,3.0,88.0,Lancaster,,1.0,New Brunswick,395447.0,,U
rgg10808,Ktxbwvepalcalct,3597465.0,American Axle & Manufacturing,3.0,rgghpxowsfpplmirdxzjsgkesm,Thwrczaosqqpteuxmbafagixvbgykjwrssgobnvmgqiufxupeywrklljjr,S,,1-256-320-9686,0.0,81.0,Thousand Oaks,Canada,3.0,OH,424197.0,352.0,
Zdq10809,SSEZYVLGVVXTOQ,2367827.0,Superior Energy Services,6.0,Zdqnnnmvdgicbhgwy,Dlvzukdnvodeswfakrwsihtjaafgcpqlfgowcoxknnaghnutsdfytroxrbucftortmpevbhmbejtikjc,M,,1-286-252-0305,1.0,78.0,Mobile,United States of America,4.0,DE,151018.0,816.0,O
Uzl10810,Jiseyotqnndheh,,Lear,2.0,Uzlchjqvbyhwckrxbaa,evlbomlwhsrskdidrzfdxiebdlyjqyo,M,f,1-486-740-1322,3.0,20.0,West Covina,United States of America,0.0,ID,218453.0,510.0,O
YQB10811,QYZYKFV,1233055.0,Graybar Electric,6.0,YQBFWEYCEMXY,Ehtspwandbexymwcrmssklundscr,M,F,1-818-769-6521,5.0,61.0,Kitchener,Canada,5.0,HI,432197.0,417.0,O
xwt10812,Psdmzxjdwwmjsiouzifh,102427.0,Cincinnati Financial,4.0,xwtrwsyskjjjuddxjiqslmiwgslmr,Rzgcnhbzwtfgnwpvshhchjfpumlzurawzknpgffektdrkavsbquozkefaxtpnabrbuwsqyfmliwz,S,,1-699-921-4663,3.0,37.0,Orange,Canada,4.0,UT,116570.0,850.0,O
Dew10813,Ooilbfiuamcdzxawjzevuiweaal,2786005.0,Mirant,0.0,Dewrj,KKJEC,S,,,4.0,,Salt Lake City,United States of America,5.0,Quebec,115948.0,835.0,O
cjg10814,unwqeeadbjxifgsftowdwvd,,SPX,,cjgpizkuoo,ajhcfgetjvqmvgbsjbekkddcfdkukqgvinigeaovcikrncocxvdvckwbrtmpunyeonsi,D,,1-137-836-6758,1.0,94.0,Minneapolis,Canada,1.0,IN,434788.0,474.0,U
HXK10815,CVJSURRGJOEJJFRZTKFNOPENLIA,1503007.0,Cummins,9.0,HXKDXQAWDOFQGUSGKKQLBCPEOD,rdtijtkeempvnxokvjuotrcfiwodtuiwdnauqbqtgqreevd,U,M,1-493-659-3964,0.0,9.0,Santa Rosa,United States of America,1.0,MI,287531.0,609.0,O
Glj10816,Izvvvltpefsnycyojkccylcvzldmx,2123212.0,Graphic Packaging Holding,3.0,Gljcpav,agfrcvdmhfwxjzwomxlmkdyawkx,M,,1-548-072-1931,0.0,82.0,Toronto,United States of America,2.0,DC,221614.0,375.0,U
aob10817,Lclypfhzebkqcqvkdnh,1744147.0,Discover Financial Services,9.0,aobtsr,aawiydruukxaoiyrzbkchqavkrpblmfxzuvukmmhijwkxmvxdsqlxxxefebuoex,S,,1-027-420-1686,3.0,,Fairbanks,United States of America,3.0,NY,324232.0,309.0,O
AHT10818,Saplqvoixs,3427871.0,Group 1 Automotive,9.0,AHTDNQPBZUVQLIUDJKHKMTAQW,Eszcttowvwdhucobwdxfcznejxclzifsksphepgpnskjawcoyeywir,D,f,1-794-212-6452,5.0,99.0,Indianapolis,United States of America,2.0,AL,239547.0,516.0,O
Lxz10819,RKOJBKAMIMNVDPNXLG,2713771.0,MasterCard,0.0,Lxzwsd,Hjlhi,M,f,1-076-584-7269,1.0,38.0,McAllen,United States of America,4.0,MD,243053.0,319.0,R
Ufu10820,Sxacqxdrbiunytzehoiojniok,3526256.0,Crane,8.0,Ufupenbvjilkczqhhnwgzckh,Vhptzhmqgjrklpyzafarapepcvwravcidwozuuggkmjm,M,f,1-465-838-4956,0.0,74.0,Scottsdale,United States of America,2.0,ND,101473.0,673.0,R
aby10821,Jysjk,2956251.0,Scholastic,,abywbsg,,S,,1-193-589-4253,3.0,,Moreno Valley,United States of America,5.0,NM,392902.0,472.0,O
YVQ10822,Axvjgavxlkz,3263403.0,Steelcase,1.0,YVQVTFLBEMRJY,Jusuoeinwqgvcjaseapxzvyagvgakerdpitybjxselufkkeivbcxbccg,M,,1-482-726-1707,4.0,16.0,Frederick,United States of America,3.0,SD,52496.0,707.0,O
qmw10823,vusixvpqhqnbs,1695466.0,D.R. Horton,4.0,qmwtaarjrjciemukgmpnv,Pqupqtpfbljqsjqaxulzxalspqx,M,M,1-855-121-2990,1.0,25.0,Richmond,Canada,3.0,ME,395022.0,709.0,O
XKC10824,Podbblpeekkcnhuuqi,1095754.0,Weyerhaeuser,6.0,XKCGNQQEVQNNKXFFUAPS,Egfjghhwahsdowwqzayecyagxnacmfpgorztutnhxmderamnrluyhhutpdifeljgzygh,S,,1-950-765-0467,2.0,99.0,Sherbrooke,,3.0,HI,98274.0,775.0,O
Ryp10825,QQQGYYXS,1938297.0,HealthSouth,10.0,Rypqdcfksupmtckaboq,DDTMORCAMGTELEUB,D,,1-224-009-1614,1.0,6.0,Philadelphia,United States of America,0.0,SD,382055.0,830.0,O
SMO10826,Gjfagv,1248307.0,Energy Future Holdings,0.0,SMOKLS,Rhqwbfatpuiesttdafnvekksssygqtyvxrmoxjofzjfrpodbmxvpntxlarcudpfnfszzkczthmii,M,g,1-552-379-3968,3.0,25.0,Sandy,United States of America,0.0,ID,123754.0,529.0,O
LGK10827,Bamrgpkoasmlmciz,2326670.0,Noble Energy,,LGKDQGJOOKVKCARVIXIG,Ofintdspdgnprwydzsedihglsqkdluclrbjpwltibfkcsgahbailenuxguadqimgdcqnndwiscrew,S,,1-357-429-3968,2.0,100.0,Norfolk,United States of America,3.0,HI,1969.0,690.0,O
kwc10828,mdilwgskicewwhbqhowly,,Dr Pepper Snapple Group,,kwcezkvxpkiwrenle,Dddeqrodwmomjjirpcbieomexo,D,,,5.0,56.0,Pittsburgh,Canada,1.0,TN,456860.0,441.0,U
Fzp10829,Gwfsgndwhwkosg,577606.0,CH2M Hill,2.0,Fzpetvkyjrnxjgcv,AHMADWDHKKDWMRRGQKGBKOLXJBDUYBJVRRGUWHQRALEAGTQNSPNOERPKPGMYQLEPSDYOYPJFYJDEE,U,f,1-840-869-8952,4.0,12.0,Grand Rapids,United States of America,5.0,NJ,317619.0,554.0,O
dms10830,xalqvi,2986027.0,Sysco,10.0,dmslqndytifps,Wmflmjgxfosm,S,F,1-446-378-7818,1.0,94.0,Sherbrooke,United States of America,5.0,NE,27254.0,526.0,O
Avz10831,Nvzviismjrhb,2498795.0,AK Steel Holding,5.0,Avznkmtdj,Towteqtnfqwwudm,M,m,,2.0,83.0,New Haven,United States of America,5.0,GA,468777.0,457.0,O
Nyf10832,qphzahx,2765571.0,PNM Resources,8.0,Nyffigvltnowfogvjbjappvauov,Okdmzpywjclvlcbjfqxnecei,M,,,0.0,67.0,Brownsville,United States of America,4.0,WV,362991.0,424.0,O
JTF10833,Xalmrijvphtsbxkikzvqsvss,3933394.0,Brinker International,4.0,JTFPZAGPQIPJULIYDMTIFYIUPF,ncxccvozujtijhrzrfwsdgfzcazlwnnqzhygdjtwsvepwjrqjimpbzcaixjtcmxbapfftmmgkh,,m,1-187-894-9565,4.0,61.0,Miami,United States of America,0.0,MT,119200.0,559.0,R
Ukd10834,Xbxkpntvrvabkraywfbxx,3830057.0,Snap-On,9.0,Ukdgxisjjt,Jvkpabpigqvlciefaqsqvzaojygrpubpy,D,,1-259-561-7057,5.0,37.0,Torrance,United States of America,3.0,NC,58102.0,544.0,O
OGB10835,Pgyaipazqcfgndwllolxhoxtmo,1373200.0,Allegheny Technologies,8.0,OGBQVR,JLFLOSRBWJUUNSYWFEPIBUTTYDDAWXTQR,M,,1-450-253-0327,3.0,39.0,Hampton,United States of America,3.0,Nova Scotia,428624.0,525.0,O
ceo10836,TUPPUBRUBXLTATSDXXFJLDTUDT,158582.0,,3.0,ceodavfufblagaurvaxijrpcyubuq,Ezbuzuyhlxfqsvbxnldhjytnsrfscgwampajyldxhsnl,M,,1-773-783-5611,2.0,81.0,Colorado Springs,United States of America,1.0,NC,465832.0,830.0,O
Hrz10837,BMQBFVAEKMYLXXLXZLLIV,189255.0,Ralcorp Holdings,9.0,Hrzdmqeyvdwzgwjnwjpluweny,Slkooftwzehlkfkyknubeklohldthwqhudvwiqcavfivlpinavyuupuqadlmstmezqc,U,,1-965-493-0349,2.0,71.0,Concord,Canada,1.0,MA,119885.0,752.0,R
