City,LastName,Income,State,Phone,NumberCreditCards,Country,MaritalStatus,AddressLine1,Age,AddressLine2,Gender,OwnOrRentFlag,NumberCars,NetWorth,Employer,PostalCode,NumberChildren,CreditRating,AgencyID,FirstName,MiddleInitial
Vancouver,rkueexcalprusykzyjv,261009.0,TX,1-456-399-0093,5.0,Canada,M,KUPRHNLCRWQLYLBXESXLNOIRUAPNUGTUDRQFSPSIXFEDTYZJYVQG,91.0,XKSIFBOHFKLKNAFLCKIMWVQATEUNRMHMSUJQTNJLHDHOLAIKSTOEGOONHOWAUUBOYGRD,,O,5.0,3196638.0,Holly,Wbzgtxqxayv,0.0,619.0,rku9219,wsrovhigkbjclgqtfnscohsxijfqpp,
Pueblo,Shquljuwrmufpcsjyewxzgqzeu,19403.0,WA,1-514-436-4765,10.0,United States of America,U,QSTXVYKECTIVZHCCJGRCA,50.0,Xpzodjposujmupcvacenpwsarulrhuvlelmvtsycppczpwnxignrrsiodhtwqmeju,F,O,1.0,2446920.0,Helix Energy Solutions Group,EQEGICSU,,425.0,Shq9220,Fkhwbamtup,
Newport News,lihssieldtkbfahmhp,484294.0,MD,1-946-787-7622,0.0,United States of America,S,FSDSZOBCEHZHVKQEYKQPWNEKW,87.0,ZLDKSSRWFDSTUCDEBQSLUHZBXVO,M,R,3.0,1049783.0,,Xtpdxyqlbp,1.0,819.0,lih9221,xuvtdoqmhnssgsygkfly,R
Ann Arbor,Fzdmi,122476.0,MT,1-020-464-0685,3.0,Canada,D,UZGEIXNPUKFQVEHWEOUVFJPSLDMAYQNYUGCRHYKPXPOMRRXTCEWEXIHHBCHHXWWOXJZHZM,42.0,GNEFHKTOLAHQGEMSUURIRZMGHQ,F,O,,769929.0,Moog,YOXFZGDQSS,4.0,614.0,Fzd9222,qvyyttysbpuhnn,
Montreal,FQNBNP,,Manitoba,1-030-905-9849,,United States of America,W,KCBZEKWYBOWQUGPZVDKZNVNAKOHMKSYHMHIJQXNNJFGNCF,0.0,Cootifzvuauqaloyrzfrazaxnkksxnxymjimgloaewbfijtuuhpqratxdlpvyyiiqcvvmb,F,O,3.0,1634320.0,,rqrqdhqmrrgo,1.0,762.0,FQN9223,Jivmavhbbto,
Whitehorse,Pkjwaawbbguxpqgtu,329945.0,MO,1-212-387-4537,0.0,Canada,M,NXLOOAUDKBSBNXYLVWFWDREGUCYEFTSNWQIPGNNLPJQLNCBJGNURKXHDNGCQGZJTIHMFDX,36.0,Cmvhmcrtzbdfanheofivu,,R,3.0,2440706.0,Kansas City Southern,mpzsuhe,0.0,627.0,Pkj9224,Aoxsijmbxoccevwj,X
Oshawa,Kmrnvpdzv,50567.0,Manitoba,1-606-638-7100,7.0,United States of America,M,Xsmhsvxmfuuvufxupfhvqcktklnroqa,6.0,Bgflorfewdqfjgnpvnnznupderbfgrprqqfvqlzessaoptbbpibnzbrihrp,,O,4.0,466863.0,PNM Resources,AQVJEMUP,0.0,383.0,Kmr9225,Vnvijpbdsrucesmtdn,O
Savannah,Fxkyjvzdjskqoa,154063.0,Saskatchewan,1-456-457-2900,0.0,United States of America,D,FBPJDALQIKRBLFOIRGHQWVQGSLWJNUICFVXONXMOULHLXBGJUWSW,57.0,Ztlojdvgwetfutsmdibexaeuspvfkbltygtkkxhzzpduhftrokngwa,m,R,4.0,2393992.0,Cracker Barrel Old Country,yocehcrkqjqd,,463.0,Fxk9226,NMVMGLQNULZTRCZUVNUWAWQATH,A
Thousand Oaks,wsxtigstrnwufcyauxiabeysmk,379919.0,MS,1-131-498-7770,3.0,United States of America,M,,74.0,PZTWYJVSZOIQTXLUFANSMHJUGCD,,O,5.0,1111146.0,Cinemark Holdings,KXENGBDUXWL,1.0,368.0,wsx9227,BHDWPQMUO,n
Cedar Rapids,YGSIIJJMWUQPUCXANBFM,494886.0,SD,1-196-597-7595,6.0,United States of America,S,Vlbudwelfadkbb,10.0,Nrliguoraalreqbnp,,O,5.0,2874610.0,Microsoft,ebugflctud,1.0,695.0,YGS9228,JGAEETABLZYQ,f
San Jose,Adrlbudrhyhwbrlqsbekasgqt,101214.0,KS,1-178-030-1731,7.0,United States of America,D,pqomiclodlctsfizygonzuzvbnksrvjceguahklujzmjvqaqckecevr,94.0,Gmcezgobqchpoqqvcswhrvkmpxgqxrgkqyelkqdfr,,O,1.0,1630292.0,Cimarex Energy,OOESEXNOLYM,4.0,529.0,Adr9229,tyzkfgqvkpzpklfn,K
Pueblo,muokzjtsgnatdumaq,452773.0,Newfoundland,1-770-509-8324,7.0,United States of America,M,stetmcqrafsntrpuzs,0.0,Lmgmnpyoocqgitshhacqhtugxpjvgajxzi,,O,2.0,684575.0,Mosaic,XTJHMVZRK,1.0,832.0,muo9230,zohfutcjdvqhu,
Pueblo,xivuohfmnv,10714.0,MA,1-542-451-2383,4.0,Canada,S,MXRVHBPVKSLFUBPAWPEJKXGCJCGT,81.0,vdafzkuhymrdoluoinfrdsbuyx,F,R,1.0,1464585.0,McCormick,JUVKK,0.0,732.0,xiv9231,tkilpjfqwaziu,
Mobile,Vxndvtzjqtjfuuc,114135.0,AL,1-247-980-4019,2.0,United States of America,D,byovifgqkhkddollzcfxsgbmdmcohtcsvygdjchmlsmwzokdcmrlirxojwilzaicryfcjwtnzvwolevk,90.0,MAATFJHBXWDPAIJXQMELVXCXOELUHOMZSLKBCPUVVNIWPZRDFAE,f,R,5.0,113667.0,NV Energy,PPXOBEMDYW,5.0,364.0,Vxn9232,lxuonewjnsqc,
Carrollton,Swkfwigi,215294.0,CT,1-963-392-9867,8.0,United States of America,W,vgekypipwwjtonmwiwpmihsdrbx,39.0,fuijudiaehzrhlfekfmiulboixajqrboickiqdymlsxiwmdismatzybpilrawbgk,,U,3.0,2650557.0,Qualcomm,doapikm,,477.0,Swk9233,npxuxtaiaoayvmujnvczlcftbuh,a
Halifax,jstvkbkztfbtwfuolfwn,130437.0,IN,1-033-526-5329,3.0,United States of America,U,Wpjbgikqbvylioewaptcmnxsllxjx,63.0,,f,O,1.0,1606515.0,Nacco Industries,wtbkrowmob,2.0,713.0,jst9234,cfljtwtelzldvthlgievgegseazdh,
Glendale,Ebobqmv,210787.0,NM,1-506-158-9437,6.0,United States of America,U,BHSXITCFPCOQGJKVAIUGNGOGPBHWOMZIYYCZGPTQBLWJFSV,88.0,Zvhomsnupzrfehpokqkoirgydzgabqwjygqiewkszljtgpxdwzxbodksrgosbyxwgu,,R,0.0,,Williams-Sonoma,Twxyxdnngacm,3.0,645.0,Ebo9235,Eplnaumorweyfraiiqrunawp,
Cincinnati,Mtmddsoi,148324.0,British Columbia,1-511-355-5877,2.0,Canada,M,qzoyvbtugcnm,85.0,AQSCKXNYOSZHXVMKPAJEFTBGYVCNNUWAHCBSHRIMFSEEGHFHPLSPZWOFXJBHIHJFOTFYFCDGW,,R,,2591325.0,Sunrise Senior Living,SJZRZK,4.0,799.0,Mtm9236,CMPDZEBEJSMMMHFZ,
North Las Vegas,jubkotwoqfniafwopqzhm,264799.0,UT,1-810-279-0179,3.0,Canada,S,GPCIWVYLSM,73.0,Fpbjhygtvomicp,F,U,3.0,2114324.0,Service Enterprise Group,JYMADULC,0.0,353.0,jub9237,Qvkgdbsqjlcdkjhyjbn,
Rapid City,Dapmrumtnbixmmgosjhncxezwaqc,304975.0,NH,1-101-747-7443,,United States of America,W,Qufnlxdnriwvaavdrwhefdqtemfauuvrjnuzlzknnfsggsebgxawszqizpphbdvkdrzdxj,20.0,znijjysgiguqzkahbvnaedyfocmpraodinsxgfrbo,F,O,0.0,2504886.0,Mutual of Omaha Insurance,Hcrsaea,2.0,308.0,Dap9238,Vbfqisdpedoh,
Nashua,Usehudpckvxjcdlwonrozdgxrcnzlb,164814.0,SD,1-631-103-7871,2.0,United States of America,U,Ibxjpbfqnhmtxfodwtekcspqxtfcbhdnwxzquwnmjgrginfomllvkycwprxzzoxtghgjq,29.0,usryjkneunc,,O,5.0,3662459.0,DaVita,Plugso,4.0,,Use9239,Tpdxbbxltoganfnbcnfwlkkpqtyheg,u
Carrollton,Fqeoekkckfzktqfmtnelnzplnxtbvh,,CT,1-194-652-1520,2.0,United States of America,S,IKACUTZLP,31.0,QIYGSFQSH,m,,5.0,425003.0,AmeriCredit,Dblsby,2.0,316.0,Fqe9240,Izmaqnicswrleld,
Milwaukee,AAVRWQUVBJMCBTIUZPATJLVCXRD,203916.0,HI,1-687-767-2273,7.0,United States of America,M,,59.0,USTRTFFIJMBLMIUGMFODOSOOVNADPXEENDXZMLOCMHPTTWKAXCJN,,,1.0,967122.0,Costco Wholesale,Mzwcjbhho,2.0,,AAV9241,Lrxirmegcfjadagrip,
Regina,Jgehovngtscfhewbngbztpva,225279.0,Alberta,1-614-818-6727,3.0,Canada,U,Qumxz,100.0,Hjuyv,,U,4.0,3112956.0,Genzyme,Myoub,0.0,317.0,Jge9242,ncxvxgwpxyutuvqmc,o
Iqaluit,IRNUDRNYHPYCRRTMKQJSTKFAURGX,369644.0,WI,1-513-180-3381,7.0,United States of America,S,GYIECNP,7.0,GJVRMIUDZRSSOQXISZWNCJOTETZXAJYKYFHEP,,O,4.0,77354.0,Tesoro,laqlmyyxn,0.0,759.0,IRN9243,pormvseqmtibzznihvi,
Washington,evardwwrnncfbxxviwhhr,31804.0,VT,1-083-206-8001,1.0,United States of America,U,Idrdfuwovurjijlhgdwraoviexscfvqmtvnaoxchukeruvj,27.0,Wyjtjlhlsfvfywdtcuntevqbtvaelqnzktuqgvqvpdoaz,,O,,3381930.0,Zions Bancorp.,Vfcguvnqzym,3.0,369.0,eva9244,Mtjkbuqg,
Beaumont,Dwxrhezpx,113650.0,MA,1-121-207-1806,7.0,Canada,U,rzlxasxxwjbkhdafdvnxasyjklaictldyppzgkkqpdjqorohrzrahtgdgnb,75.0,criqjgvopckdkwfdjlwrahpbwlyeywlowixvefuihvrhnzpdewocqkukxdxabhhwp,,,,659165.0,Gilead Sciences,Haoeirqcrbt,1.0,329.0,Dwx9245,Fueoadmilnehpvjvbh,
Billings,Qyvjtmifetoegablkfygnudzbb,47147.0,AZ,1-190-876-8598,4.0,United States of America,U,Jnapdwqn,68.0,PKSWBQTMKIEFXGWBOVXASJJVFMAXJMKJNPTJWMIRAVNJUVDNWUDRVWOGTQJLZFRGQXCQMTBSSVOEGW,M,O,1.0,1496328.0,Applied Materials,,4.0,439.0,Qyv9246,Tmbsoucxfya,
Costa Mesa,Xqnfma,389952.0,Saskatchewan,1-406-006-7635,4.0,United States of America,U,Ibxzatbfxkihb,49.0,Ajnbbttepkedfivssfevjzexcpvqkzfdrsasj,m,O,0.0,76649.0,Delta Air Lines,LYUWCHLH,2.0,669.0,Xqn9247,RFAZQKTTUSIYOFTQPGHBBJVDEBA,
Berkeley,Vlhxhbnmjvrluincmbpe,202459.0,OH,1-460-765-3876,7.0,United States of America,U,leitdpznllxcirwfgtxmgscuvtrovcuvshmbricgrhdplfkq,30.0,Mzitnuztfwempooswmcady,,U,3.0,2291150.0,Blockbuster,Ppvtn,,538.0,Vlh9248,QHKKAXIARNECUERBWYRWEDYGG,f
Orange,uhbumnnqgythoezkacvdtjwhtudtln,396254.0,Manitoba,1-687-753-0503,,United States of America,U,Osatesuslmvkdmkaawr,44.0,fopzjnwkugycztovkcpulqbzpabarxzylpoqdpvbjmtoxotuakimrmwdulwexrfixwujiguzarysq,,U,1.0,,Regis,flqdly,4.0,486.0,uhb9249,Dchnlnfxnhqjwuqwmt,t
Mesa,Amsjn,304743.0,ND,1-045-600-2747,1.0,United States of America,U,Qkljgmcvcnzsnuvivmavcnhvw,61.0,xblmwtiqjqipqbmlgdxlckhaxijlkdyuonqnybcttgisolcdycmfaffaklpmjmesyoo,,U,2.0,1862553.0,Auto-Owners Insurance,mkfatn,5.0,314.0,Ams9250,Hheviciawlzeuuymfva,B
North Las Vegas,ACBBWUKYQQECHEVJK,268291.0,IL,1-572-237-2964,3.0,United States of America,M,Bgswwhxkavgm,94.0,wjwvssezmljhxtbmhamexdbkuzinwdxfcfekewbzskisprrylzlaihbbpuuycdfzltqxkwvqnyns,,O,4.0,3422525.0,Ruddick,IRPXAPGKLCSV,5.0,335.0,ACB9251,WZZSMCVAHMCAXBE,K
West Covina,afhjpdmqsctdcjqegrjpmmz,413892.0,NH,1-101-877-7370,2.0,United States of America,S,Lmdfxuzbkvuwysjwnwlcssqyfsrqibjuahsnbrrwnguvbtbdlycsxwwptsgbuhrdob,88.0,xurminprfh,M,O,0.0,451385.0,Kla-Tencor,Radqrl,0.0,717.0,afh9252,Yheahpkslgerciemwkrzwlxz,
Sacramento,pdtopzmcvqtcxzixftnjfbmq,50739.0,CO,1-978-257-4310,0.0,United States of America,M,Lsouyhndcdzsxchvfwtmmxxt,72.0,Gqhflnfgvpsqgnjjikaonuzkpyvzerigkjnvpdetj,,O,0.0,3234523.0,Gardner Denver,Lqzpj,3.0,486.0,pdt9253,OZKMSRUHEELWBT,
Mount Pearl,UUPNZIWHDYHKPYAHBHUOFFDNC,80798.0,Saskatchewan,1-285-220-4963,2.0,Canada,W,Dqacrawruy,40.0,IWJVWEUMRFIQJZUOMVJEPHRJLMVLTJLBOTABOFKGAIOEX,,O,1.0,2390840.0,Mosaic,ginwatk,0.0,404.0,UUP9254,OLQIAKKTYR,f
Buffalo,ixseoty,,Newfoundland,1-929-454-9080,10.0,Canada,S,nuwocjzdujbpovrluicdlznguuucnzsnxeopah,61.0,gcasadvtktvxytobjtqjhrucqfefkeaklvdyekoytodbjsomdjqes,,O,4.0,3164221.0,CarMax,THRPUTV,1.0,650.0,ixs9255,stmtgjgpnsbly,l
New York,Ftyiqwnaygdcozzp,402527.0,KS,1-573-046-0328,1.0,United States of America,U,EZMPOTTY,28.0,Wrxhllmqkcgnqyymxjrxqdqdcxtmlnxzzeiduduvcrswgaiengmtpipo,,O,3.0,455909.0,Sherwin-Williams,yqxoo,0.0,757.0,Fty9256,Hgwjjjycqtho,Q
Vancouver,Dkktfl,344996.0,ID,1-177-407-1347,7.0,,U,Sxbvbiemjjwuucqdunxazvbuzvckoptasuchjwbsltjjxddjqvteujrlduekpfkfoagffzncvwkzc,64.0,CKXNMISONLMCHBHKJJKHMSCBBKTZHJUEZWFCAQXLOPMWLMSCXVNLEBQDAYNJAZAWQGSNCZUUGB,,O,4.0,2269320.0,General Growth Properties,Kmvlj,2.0,461.0,Dkk9257,wrvibahnpkzhxtcvmysegarucvmpu,O
Providence,EWZPJILFHQROA,27697.0,HI,1-035-398-3179,2.0,United States of America,M,Lusjevhyyljmwnmgyfnepzbbfcdyxkpefqnwmxajasfrmphjceeeomuqzhhcujdup,28.0,Nftqeyzafflivwivlphnesagktifokzqvelvimnndjlsvgiuhmzfggjnqfqsyxpjj,,R,2.0,,Quest Diagnostics,Mawtlavbq,3.0,356.0,EWZ9258,Pppsvtdphfmyqkdlkml,
Lubbock,Iqnoqthi,61175.0,GA,1-112-898-0222,6.0,United States of America,D,Pmllxaodixguvdjtyuehhqneneczivhmllpsnmaxgfaoulsycnwbcedcbvcegqamfqe,,DUEFIJIUABV,M,O,2.0,3460973.0,Goldman Sachs Group,Rglypmjksoq,1.0,522.0,Iqn9259,Tclgxtramnv,
Huntington Beach,ncoqc,470956.0,SD,,2.0,United States of America,D,Wdlfqwjqmqhuqkhjclmafvlllxlwzqigbopsokelvajvzmrbffmwwurxteww,13.0,ciungsfgwbmxzjqdlkiqwn,F,O,0.0,158220.0,SunTrust Banks,Jjijpl,1.0,536.0,nco9260,gunjawgjmsfjokkhrpvqq,O
Provo,Mfddasyorwev,14329.0,IA,1-981-187-3119,4.0,United States of America,S,Teuaandqdjgdrujamwetpugcyltdrdcvdixihtiknefchdgpwelbpkbxrvppccwicrlrnzjqkqytgdl,90.0,QAXZFNRXTALFYSOCGJTTZOJJLVGYDFIHUXGBFHQWCZIPVOLHIDKUGOFOPTLRNEMWOFEA,,O,0.0,1236451.0,Expedia,Bnmprs,5.0,800.0,Mfd9261,Wajtsdextuevmfefytsgwmcbuxji,t
St. Louis,iunifaexxv,340416.0,CT,1-602-182-5007,10.0,Canada,M,THAXZXGNIIWZERVUXQREFJNZADHKFO,45.0,Ikxhmqrbpodulgrfkjlctfejpefgoxedwvoihctttlqwijn,,O,0.0,2050117.0,Plains Exploration,MDPRRNMGV,0.0,429.0,iun9262,VIHNEBVTPFTALFXKI,y
Providence,Jwyjoxgb,494896.0,VT,1-469-600-6858,5.0,Canada,S,pyukfuhlzqrlgkcqfgxkljlxatlzyfsvxsvkb,90.0,Bdbdxichvrsjzplmwcoiiajgqngirffyzbaqmsjkkilvydktntkonlhekvnpckvdjswxuauobet,,O,2.0,3132061.0,NSTAR,ZTHLRCSUNXRI,,485.0,Jwy9263,QIHRKDEMFNWRXUV,p
Norfolk,OZUENEPHICAQWUSCTQBMQCFZUNTES,332331.0,Newfoundland,1-102-636-6366,7.0,Canada,M,CQGOTQPAHDSLFJLOOKQXRHUWDMG,40.0,Jejfnyvektpgfdsgtblmuabzxleqahcghyrbegozstaspjfgmjbsbhlribhsyzjnpicfuk,f,R,2.0,2096984.0,Tenneco,Ovsjvyu,0.0,647.0,OZU9264,ISYOOBVOXJGEFZ,J
Fullerton,Vhhgrmkdenk,188310.0,Alberta,1-294-034-4125,5.0,Canada,S,tzmozvqckhhzpvkefjrypcqsedtjsue,23.0,Xtxcpnyyhiavfaolgygsmtdrdpqpeomkaoishnokvvxqiqnwefornlvsj,x,O,0.0,2604664.0,"Toys ""R"" Us",dliaww,0.0,302.0,Vhh9265,Wvnnjxrehdaaopcsx,
Hollywood,kkkcsbwvwetlatpvpl,180615.0,AK,1-797-828-2051,8.0,United States of America,M,MKTGBBVKHLIIDWPOJJAPANDZESYURAOZUKTXVCXHDSLMQAEGUUVHLNEJJS,39.0,rnbdrqycpfsdaxjbfosrhktvofixyasclgdvuhoampsbqtejmvhdlgtekbxoauvyjmvnxafcgqyim,M,O,2.0,1842010.0,Allegheny Energy,Wadqtqnimtw,2.0,350.0,kkk9266,WEIBIOH,
El Monte,hcdyloziuyyaznjqmlpsiqrvttwkj,14461.0,British Columbia,1-071-343-3869,8.0,Canada,U,HXNVGPCZUDUZXOMUSFKASRFSDMHQNYNRACKNLMVRL,69.0,DEDZSBMSKZQRHWFLCRPCCJOQZVB,F,O,5.0,1094780.0,MEMC Electronic Materials,WHPEYHMUAA,0.0,609.0,hcd9267,Mdacvdkdvsjgihavsfrzwthofvfk,I
Nashville,NVPHVLMUGJCQPJWULROJDD,395795.0,KY,1-495-563-1627,10.0,United States of America,M,Ivtajljrsarvfmtgwtmayngniiabyytepsinwelhsraxf,77.0,Dnctrhkuervigrkxdoduk,m,R,5.0,1398892.0,New York Life Insurance,qftsswso,5.0,751.0,NVP9268,LJOEY,
Riverside,Hkkbpwelajnxdseapeclhzufve,341012.0,TN,1-163-355-4572,4.0,United States of America,M,DCQUWAWCDLTSLMFJAMJFOJBWSLZEMCB,37.0,Lrcletatmofgkqsfnutzpwpvcvnkqmexogjqubukvgqyzqzcnjgrxmydbfmrkuxdsufdublqprtn,m,U,5.0,1471913.0,Sauer-Danfoss,Xukaatfxbz,2.0,410.0,Hkk9269,Eojqgbczxtgalqkuhwlg,t
Orlando,Qwfexxxhvwcluqegmwya,,MD,1-328-166-9769,4.0,Canada,M,Uhartoxxcnvgpdumhopwkkidodrspzoiblqhutrgiygexctpmxgti,99.0,Dhdvcrwtqtcuc,m,R,3.0,40150.0,Service Corp. International,Lvzjxcsoojnp,2.0,437.0,Qwf9270,xrkclrvumuf,
Vancouver,uzyaolbnuwf,33940.0,IL,1-560-210-6284,1.0,United States of America,M,stzocozqlxstqvfflds,33.0,ednijlproavcctkxxiwgmbegrlaglbjpnfqxdfivbrvhc,f,,3.0,2455738.0,Chubb,Cpjhrrjvtiyk,0.0,399.0,uzy9271,Bkjdjfjvrogmwgfu,
Idaho Falls,Qerifijdfsccqnsq,4143.0,ND,1-331-171-6816,3.0,Canada,U,httouwdvateikzzw,38.0,fecqyzclikmeuuinwowbikjbbruicknhrxajfhnzqltmlwlavjsinewznsnye,,U,0.0,3823670.0,Harsco,Kxuvdas,1.0,844.0,Qer9272,ohlidpaxszglvjlynxuciwsmqjoeya,
Nashua,Znukufazahthydrsbuvdemgacpks,167631.0,SD,1-779-855-6704,1.0,United States of America,M,JZFCYNPQIOLTLEPESQVEXFWNAUOEQESOTVPKTAWOUJWFHJBZNWSTCDRISYJBJDTO,52.0,Bbpvxkcndtrsnwrln,M,O,4.0,2749198.0,Big Lots,pysjnd,2.0,844.0,Znu9273,flcpwdexwrhggd,J
San Jose,cvgjccsq,354988.0,MO,1-202-354-1589,9.0,,M,CCOFNPXGQVYN,74.0,Bllspdht,F,R,2.0,1091679.0,Spectrum Brands,RFPQT,5.0,353.0,cvg9274,VKJHKTUTOJSNCIQTJMJAP,k
Hartford,Qqllnzdmqcqtfqeywmywkh,449820.0,FL,1-950-104-6943,10.0,United States of America,S,CXZAGMCVFLWIAEWUVSRQJKEGMYWVXHSEDZNCSTHCDYITVMLPKAJUROSRDIFYICUHWTVIMKQTCZAGS,94.0,WPQJXNAMFX,f,O,3.0,2150364.0,Ecolab,Rmxniyi,3.0,448.0,Qql9275,mhlpjcgrrdhqrrzueglrtpag,p
Nashua,Sfphozwoskrtgldrmq,6411.0,AR,1-275-718-2640,7.0,Canada,M,oervjgaibwytmepfdonmevideifrngcxcampcujjrugmkunuplswb,61.0,ibdhpckfvkkpwixmjfqykijqznovjtbxyikisgdllxgkkikanelwzribtm,,O,3.0,1323751.0,Fiserv,,4.0,550.0,Sfp9276,Bbcwooktmcsowphiffewaxkran,
Columbia,Gvgjgwo,452184.0,GA,1-123-090-5633,4.0,United States of America,M,opddvbchttgspgulwcvntwblrexdnvwwjtiqwfkpnkquoinjpkwjvzbcg,51.0,BRPHSUDUUTGRLTJVWKXIHBZBP,f,,0.0,3615431.0,Deere,pxwhx,4.0,460.0,Gvg9277,iqzfhrcoduahehwr,
Santa Fe,Uhasmd,,ND,1-144-202-0200,0.0,United States of America,S,YWIDBDACNOEOCMOEWWMOGPBBLIKKKOTKSBTGTQMYUVM,92.0,Bugjdanuokiosmkphc,,O,5.0,1454327.0,Dominion Resources,eqlrbe,0.0,448.0,Uha9278,DHIGLBOOXGGQYYZK,
Garden Grove,QUUFSLBYDDTHIBVXZGZFUIRABC,174030.0,MO,1-931-271-7927,10.0,United States of America,M,KXLGBHVVQGJEBMY,47.0,Gzfdyyzmvbrgnkilgdjzesjclwfliaxhinlhebqlegmc,M,O,3.0,2994755.0,NRG Energy,NBNBJJLVE,0.0,503.0,QUU9279,Gbyvkltwavaeiczs,
Milwaukee,Qklresvwkwxaocjilzigyyj,151380.0,Nova Scotia,1-454-876-2261,2.0,United States of America,M,kiumrgmgeezibnjqpsodzorrivbsxmwhnzt,34.0,Lokkhepfkwzgfdcixhhutokfsnbtilnerf,,O,0.0,3471416.0,Amkor Technology,yzuynlhvmz,0.0,697.0,Qkl9280,utecrvzrpjxogjytgsnp,
Cincinnati,Zmapnfoowjipky,491974.0,Nova Scotia,1-056-699-8225,0.0,United States of America,M,Fvracepauyrpswkns,93.0,ecocbswqbffkecefiskuaoladignwhmnjkpfhsweiinlrhutughqhyfjapqg,F,,0.0,1230647.0,Sempra Energy,ravyrsrl,1.0,831.0,Zma9281,Eppnuv,d
Pueblo,azxvsqisiojdmjm,186620.0,ME,1-961-866-6787,0.0,United States of America,M,Adfjmtyqtkwsh,61.0,Elsltvsbvezfoxsffxfnnjlcqflahmpduxljhxhgvkgcakvipgpeacykj,,R,3.0,552886.0,Smurfit-Stone Container,Llzyw,5.0,493.0,azx9282,Znsboolysnmpldan,l
Thousand Oaks,Ipbzlojbvhacqccerowielllwqd,4011.0,KS,1-383-262-5550,8.0,United States of America,,HOSAUOMELHWAKCIFVFQGYKAUURRUPSFY,28.0,tuwttnjccszutxoxlgofpzccmtsgojrqhwkohafjooohawdjprrclszhipeocjhetkbwqeho,m,O,4.0,3241806.0,BJ Services,nehurgpltfwj,1.0,565.0,Ipb9283,Yrovgp,v
Santa Fe,SOOJTHL,161973.0,PA,1-442-477-1954,2.0,United States of America,M,XEKSPNLHYTPKOYTTEEKKECCXANDIXD,,Jkfzzkvoyzruqcoduxqlhcbcxy,,O,5.0,498520.0,PepsiAmericas,hafatin,2.0,344.0,SOO9284,REJRTAMMEXPYLUKXL,W
Albuquerque,Tmjensldwlktroejbxlak,79257.0,VT,1-709-748-9824,6.0,United States of America,M,TXRZFBFKHKDQXGKHUQYMATPXVBSQWKAEFLLV,24.0,Tnvdbsuvadjuhjnafrczpdvxbnfnatxlprakqmqhgidriobtbvsjskmyfgopgsfrpr,,O,4.0,558126.0,Graphic Packaging Holding,vwitbvqqibxs,1.0,342.0,Tmj9285,BIAFNRGXEEUJVLLAQOZFFTTX,
St. Catharines,Inxssortmcsljzvnvuiwebpxt,350087.0,HI,1-800-248-1863,7.0,United States of America,M,Wulknjymjwfssmwkyfatfoaqqz,70.0,ztzayqihedzdpdeoid,,O,5.0,,Cardinal Health,ZIHQU,4.0,444.0,Inx9286,Whwnizkrwdrpkk,A
Peoria,OWVQSHINCOKRQXKIXYXNIPAZAV,461393.0,NC,1-902-199-4348,0.0,United States of America,S,RREYGYIXWHPFQBIODYKPAPYCLUHZCZGWOSRFXIJBCZRSDQSUFMPVUBB,23.0,Eiqhmdykr,,O,1.0,519396.0,Abercrombie & Fitch,Pvdgdmv,3.0,840.0,OWV9287,ohpvwayijuxo,c
El Monte,Visilggvejmmoabn,358062.0,MO,1-303-389-8865,1.0,United States of America,U,Tqbfzrnppvhnsbbejupfwgvymdlmtajv,25.0,Sgltlbngahdyawacivbdbutpxbmfddbgkbnbvkezpzajyqjwgpsaqyvrj,,O,3.0,3639546.0,Furniture Brands International,Efnykp,,803.0,Vis9288,XAOPNMDCFEZXBJBRDFTPOGQKRDFQGI,N
Arlington,YIZNBQQRZQXRW,322165.0,NJ,1-327-455-9315,,United States of America,M,Odgjlhffsvfzitiyfsrflvucyjzdm,92.0,Vlrvxsvogecmitxfmemkabxzegbrkwnqlepkamdpfvtyntvlzymwtrzauipbhcxckvnykxfnehfdn,,O,2.0,1137629.0,Enterprise GP Holdings,Nyebrtkch,0.0,532.0,YIZ9289,Agkusdsomfpiwoqfmft,C
Worcester,NDYUXTFFKQLOETG,418613.0,WY,1-742-872-1218,5.0,United States of America,S,Zoevtvypndccfnnhxciwljjrskibrmcjxcxlblbkxghlvuhlnciblynvuhfobpnidnkcrkqvbbaiw,12.0,TSLWYPFATLKVZXJUOESSFAKTYMSIGJDGRFKNPHOZFV,f,R,1.0,2565674.0,Priceline.com,Hrvhby,5.0,601.0,NDY9290,Oeuwqaowwndwwgjdzunou,B
Huntington Beach,Roclcmdkmtemcrapyyhhjmstd,107902.0,NJ,1-103-237-4616,4.0,United States of America,S,PSSIMPBBIJOYBVYXFSKLCAOUQSZWSOJZNAERJKYBAQJKEXPOZNMZLBVPKJAOBGKOANY,60.0,Kjcaskyikbfqqffqtnigglwuedtbivlfiylyhrk,f,R,4.0,493797.0,,Ajuirgwhh,3.0,843.0,Roc9291,pgkuzhcqgzmffkjjmvojmkincbxn,Z
Sterling Heights,KCTWQSYEVMBNLDFMQRQ,349077.0,TX,1-340-367-3066,0.0,United States of America,M,VMNKZNZQWFAKVQSWVAFLLTMAMQZNEAHRXCCWSSZVPESYVFCBHSVKNEAI,76.0,vfqcntakkwtfpglgtnatejtkauphmggvgavjfknvwwqevbkj,F,O,0.0,717847.0,Valero Energy,Xaknnclovwq,0.0,396.0,KCT9292,Egpaen,V
