prospect_gncd,prospect_ddrssln2,prospect_ct,prospect_nmbrcrs,prospect_pstlcd,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_ddrssln1,prospect_frstnm,prospect_g,prospect_cntr,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
VOL8100,RIQXUJXJHGPVPEGVUKDNTXVPWNUPRQASFPGWIRROXMXIMGUTCXCNWOBWKABWUOEWQXRHCIGKQBCHGRDE,Palmdale,3.0,HWOTCRWNHND,,,SVGAMDZGRWMFYTEJMVVTPKOJCBSVOSWYPNNNNTZVMSXFHBF,Rdnwqpdzeayvfohqv,65.0,United States of America,1.0,U,457.0,O,Symantec,803068.0
LPY8101,EAOSFHKIQOJANWBRJBGXGG,Ottawa,3.0,PETQFNGIXE,,6.0,Piaotyvqwwjfraenxrxliphdkp,fvojvejfozwy,54.0,United States of America,0.0,S,445.0,O,Dynegy,2284224.0
Tua8102,MZWIBFAKNHZCBUJWLUFANDGBOBJFYXCVCTNUWRJUVVEWHBICYVNDNSMTVAJFROQUAEEQRY,Greensboro,5.0,rpfikhfxyujy,,8.0,dsjgeuomvwwywxrtqbmy,ULUVAUCWQWBRPLPSWWSYJ,5.0,Canada,5.0,D,332.0,O,Duke Energy,3097815.0
clf8103,Uwwwpjuwpusgtmudqprwhmogeamcienhsvmacivgdnnflcugiz,Grand Rapids,4.0,BZLETHEAREAD,,0.0,bqtlobcdujhhvgqvspmwbebgisin,PTIZWHFJQRIPI,95.0,United States of America,0.0,S,312.0,O,Amerco,3456695.0
orx8104,mfzcmnsltvxxfb,Erie,3.0,Dmluvmeantxv,,2.0,Hsuoegedtkoecjyaurncxbqbwyqvdhselieh,waatuodpwxsl,48.0,United States of America,1.0,U,627.0,O,Enbridge Energy Partners,407732.0
Whj8105,,Chicago,,Hxethckqin,Q,8.0,fcgfkgnrwgxemgrvwizuxbmnctcxbgkt,KGCCGLSCNRNWJPMHHJMDSPKB,90.0,Canada,2.0,U,570.0,R,Publix Super Markets,3440867.0
odc8106,nzgesvldymoqfar,Glendale,5.0,ddjija,r,10.0,dcttneqeuevzjwmqukmrnbgfn,Pydgctkjjweoont,68.0,United States of America,3.0,M,543.0,O,,1045086.0
jcr8107,QUXLFRNAFJICWDCMUQTAMRNVYTLGYRXKHSESEXSRGANF,Buffalo,2.0,CWEJMBIPXCR,i,0.0,rfqnwndjgsmsojwyjhfuilnlgpjcomkntojzsawfdhgtgnkwjovltpksacsjwfixylpi,Ioilr,,United States of America,3.0,S,492.0,U,Reliant Energy,
SVD8108,ulylxvnqraxeigynwfxmeynflhrtenajmateetpgtilgyovkt,Sherbrooke,1.0,IRXAAC,U,8.0,bbjlhrjwwiketdelrbusphguxiejizwro,HNNOCBXRPEMBXVDOOYCICGLQ,97.0,,1.0,U,818.0,O,,1715912.0
Oej8109,Urahihnhiudonxidlwyppfffnyprrhogqtslsxvaedxhpxwa,Huntington,5.0,xqfuyqjns,,9.0,cwinagxujkcuqishhaouqqblafvvoavc,Cbfbnaaej,61.0,United States of America,5.0,D,687.0,U,Zimmer Holdings,1134049.0
lym8110,Qzjuunadlgwmwlmgmmzntwrdhcm,Idaho Falls,2.0,vwrbr,,10.0,fhpeyfszkolwrjrnfiaowufykoqm,untupnxalzsduuuvjx,67.0,United States of America,5.0,M,686.0,,American Eagle Outfitters,3926979.0
SNX8111,ckkeaovihudslytvkggvbjfihmxxrlpt,New Orleans,,Qmpok,,0.0,Uqpkifxxrazwhcvvgdfvvtw,GAKXYL,61.0,United States of America,5.0,S,717.0,O,Newell Rubbermaid,3227952.0
Wwh8112,vfrupdaqsqdvkvbrlhkctxfpbfbzzsashpdfstzmuxizsmwlktmttyucndiaqmjchaywjwdcwuxonxfs,Overland Park,,LTIKSIR,,2.0,Unmshdhgnrdinatnpiarezwkippyhfiomucbpnvlneinuhixxrttewbkmxroeeifloxhwuycc,TCNRFCPAW,74.0,United States of America,2.0,M,599.0,O,Allegheny Energy,2705339.0
Yzz8113,Umlyesndba,Mount Pearl,0.0,DAXRE,,4.0,LNFEKPURZRLVKPQTNBFMDGCGOIYAKXHFWXPVZEXOHPAWRVZUVRIEMCNWRWJLORUAHKHFPCKWMAVVDA,cnulepwhcfezowmfxtasfrnj,83.0,United States of America,2.0,M,547.0,O,General Electric,403335.0
Vib8114,XIRXDRCZKXNWPHOLHPPQCTIYMZXFGSBJDRODPWAPUWJOMDJUWCAPGBJO,Elizabeth,4.0,IECOSOVQK,,4.0,Vdnmszdogyzyyluiacefavaeufohebzxdluksvqmihuhoetlpefbliwagsiekxgmhmtlnxfpy,wsxapq,2.0,United States of America,4.0,M,400.0,O,Belk,977058.0
Mvy8115,Gzpzlpmtkjarmdwpywtfj,Knoxville,3.0,qctnc,u,1.0,tphgjunlowgxntxlrvxxoeohaumjmvqcubirqc,xjthwtaddqolpqiobfxjvxwxsugv,62.0,United States of America,0.0,M,688.0,O,AFLAC,1639703.0
Wgx8116,Ajhkngnpcdv,Irvine,1.0,GKLNCIFT,,5.0,PCSEXD,RGDNMTBG,45.0,United States of America,5.0,,432.0,O,Liberty Mutual Insurance Group,2678765.0
PKT8117,Omzkzvecsresuykrurklrhwndefbakigzeuquildokthobsfaujaivenuh,Oshawa,1.0,Pjvfgieabfu,,7.0,Ubpfitkybrmsiajgtirazrrsvnnxbozpcsykdcxufleiktc,DZADJOQNFHLXXOOWMZAUG,,United States of America,0.0,S,766.0,O,Republic Services,1171157.0
GVT8118,PFHXSVHCRB,Seattle,1.0,,,10.0,Ocqziffwefubviadhlvmihtkbzhiwfcgcjlxqnuueocrkydabdqfwprkawqvzcgwnscvlkps,vhvcxsiomf,37.0,United States of America,0.0,M,533.0,O,Burlington Coat Factory,3763406.0
KGV8119,lxqgvfodovoqvtxgozhujjuncwfctvsvdifxaxrwasfcbuqfdbivqstdom,Quebec,5.0,MMYMSDVLE,,1.0,TAAAIBMUIUPVWOTXYMVSDMMSTOJVMBZLXZKCXBRJYJXXDPVVU,Nnkiwbtnaiirnfmcjihsbgpqdjvyq,72.0,United States of America,5.0,M,709.0,,Newfield Exploration,
COS8120,Ztwgorhfxfmjjkfbzwvlbokozlgjfvtkefjxcfqycmctscwlfoqijluopqporlzfjbaobmjsy,Warren,2.0,Hffse,j,8.0,Haoadssqsvmhmitmhlhnksiimpsxgqeuoj,CASKPHOQR,67.0,United States of America,2.0,U,648.0,U,NTK Holdings,1556212.0
Xfe8121,egltbp,Reno,2.0,Ffjjbhux,,6.0,evavuzdylsheuqxhhmlghwqeysetzpooswcbhsifvijpqdklveougjgainjgwhpbabhyofwtuclsqj,Ahpoebaly,41.0,United States of America,3.0,M,662.0,O,Autoliv,3459747.0
wmn8122,Wahjlkzmqwpopwoycqjznsvatpkhbyvsgrasqdzydkcfdpqainklttaibbns,Concord,0.0,Iqxelmq,i,8.0,Jyaxiaqludkgkkgofhxzpgmkyxbdtegjvaenjy,Lijjfzzgekrottbogrdjlbojfv,96.0,United States of America,4.0,W,444.0,O,Baxter International,3650524.0
Nnr8123,RYSTFNSOFVZYTETPNVXQSBVWAXXKQZFBFWNMHPVXJSXBFIRCRWRDREHXHOJXYRSDPAWQZIIVPXQVYOCG,Newark,,htkmcpfga,,5.0,Beajoaucevkuvtihjcrvgkjrpvpitwjsvscd,Vhppsuitbbaazuhppyeedniubydsu,27.0,United States of America,4.0,U,527.0,R,Insight Enterprises,3211158.0
aju8124,Lycathtrxdrrlnerxjwmuggwrxfrgdnfvlmrdtqfqkcrzftzyooqhvs,Hollywood,4.0,hsnrxjgnbj,,7.0,,Roitowfrtsnxohhnhuutagwvknhvcr,37.0,United States of America,0.0,M,351.0,R,Fastenal,193457.0
Ghl8125,Uypnlsvbfhorurdstwgjrdaqjjmikwciijwaycmlrdgrfk,Phoenix,4.0,,,0.0,Trqcvwmtgaotnuqdtxxwwpoahyniorwnngmzuhiwcdocpweejekbvanjqtmigynzaefsdrppdhtavppr,TURCDQMCWHIKQTEUN,60.0,Canada,5.0,D,555.0,O,Sears Holdings,179287.0
Rgb8126,,Boston,2.0,WOHFDDRQZLJ,H,10.0,Vgyhoqbjkjkhfghpslirpivfeppxwqxsrvunflqzecnrzydpejbiinuedblnxgorrne,Hadkjcwgdrlehlqrweiql,95.0,United States of America,4.0,D,399.0,R,Gannett,2476234.0
ISA8127,CFWVJCCOFGYZHFOXKKOJNJUBZ,Orange,2.0,JLABTF,,3.0,,KZJEAWSIEEPORSVTXAGASXKDON,4.0,United States of America,5.0,U,517.0,,Expeditors International,582144.0
qpi8128,Bzlwpotvpflwlrk,Little Rock,1.0,Iajhddy,L,7.0,spephnzpawdubkqekjfffulnwnjibgbbthyftjhgpeeobskv,Rqzkojjcaxysvaaonjdmlronmktgr,99.0,United States of America,3.0,D,349.0,R,VF,3168117.0
Wpl8129,CKCDKXBGHAFMQQJOEHXVBKGCWSINUHJDIJC,Tempe,4.0,Plbdzs,,3.0,ckgtrrsdagbiavotgydahzj,Esilfnaguxo,40.0,United States of America,4.0,M,460.0,O,Cardinal Health,577496.0
gwn8130,Odgdpdsogfwjsutfgrnrwitytyqrrbmfktudhnpwfwcdoblgsgyvcshhkehofcws,Allentown,2.0,uzadhiadz,D,2.0,Vdlvjzzjetjghejpkxlaoasyekhbcnfeplizhydifdaju,Ncuqemlwkcurxg,26.0,United States of America,1.0,S,321.0,O,Sherwin-Williams,2172666.0
EDH8131,TSFJADMVZBQVWIYJWUSHGEDJZGJKXYCHEMVLKALUPKQKFRQNILPEPFABCXEFJBSXIWLP,Stockton,5.0,Uizpmbcohvkn,,0.0,BNSHBIJCMCWKXYFIJCROGKLVMM,Rxkwoworucqcmngvtwqwtehog,14.0,United States of America,0.0,W,561.0,,State Farm Insurance Cos.,3310072.0
Hsq8132,Xjrhmctrvtlxcirujuumzjzndguqcowqtttgwrdbsjtrzfacjvnxijfgezhfnonatggqtatkelqgoknp,Santa Fe,4.0,Uqnukb,N,5.0,EHJMTJWRMZFYVACPSYTXSMGOMENXTNUCD,Othsfexfeaquscun,7.0,United States of America,2.0,M,476.0,U,Universal Health Services,2595989.0
HJP8133,Wrsbgetdpcukrqtxsmmeldgfonlcwtvemqvaumfnfifuycerexchbeoeemzrkrondnvux,Amarillo,1.0,wpgksqtd,T,2.0,Rxksgbwunremsexmhuunyadgraxtlnurdvmemofswhylcnsyubpoojbdhjfxtqzut,Pnsjardt,29.0,Canada,5.0,M,579.0,O,Priceline.com,3818938.0
Kmb8134,Npouynetlvrzqyjqzhpt,Mobile,3.0,Rqtkgiics,,5.0,jcmehnxhubkevzlwkebiqhbdyxcdmabeliqdnuni,vlkhotavbfvfdydym,14.0,,3.0,D,645.0,U,Graybar Electric,1150303.0
Lgc8135,Vpwupnycehnxjugxgnazspsevnylludhcakhwzdluswdvqobruivyf,Sherbrooke,2.0,JQNLLNPTK,W,8.0,Fheixrcnwxfswegxzxpyfbdqgcouzavrquskdtcoauuxftsyqfyhvccbdrldwnytmfnslbpk,zmxoq,79.0,United States of America,3.0,M,616.0,O,Owens & Minor,3730088.0
DII8136,Gjqxgmqopfjacqsaiysxhqvvmcqymechajzctzuvldcpvtiryvrcqnispuitlntookidoirtebj,El Paso,0.0,ciyfcasj,,5.0,Jjtnpbgdfpyvwxqocatuaeitdfkwcqd,Mcnxqwthjfgravyhdbj,21.0,United States of America,5.0,,696.0,O,NBTY,2210512.0
Fif8137,Ztancthniyxotwiwdunybxhnwrflvsje,Shreveport,4.0,Kjptta,j,6.0,nauauzsoukidbpstadskargjjqc,DBTRJBKVCM,57.0,United States of America,5.0,U,618.0,O,JohnsonDiversey,117995.0
Jxw8138,lqdunnf,Fayetteville,0.0,qxfimksll,,4.0,jrtmoxyraiehkhawllcyfhbtcacrrahudhapzdfjed,EAECSSTGULBYXFUOLJVB,76.0,United States of America,0.0,M,820.0,R,Perrigo,3717247.0
Zlu8139,Qkvyuyrynwidswelgraiejrbossujdhmkrtvccmupywlwpjrz,Corpus Christi,,SFUXTUABR,V,6.0,Sxogdekirfdvsqbipsibwivfdoeabxaidspgwetxkgtlbcgmnmraciupsajnrmarhuejyjjak,Cwfvhjotolfdij,92.0,United States of America,2.0,D,824.0,O,Annaly Capital Management,460103.0
Bdz8140,HXMATYCOSTIEFPSTVJDIOUDTYVGHFIOWQXVDJQKICDZCTFFEXXNQPMOUAEGLZOCAOMCAVOABJF,Rochester,4.0,REHSUHML,,6.0,yywhaedwuwwrisqwmmgwrfvklnsskelohddnhtviawnzlkeguozbwgjtpbrqvliigmv,nazvygguwmpsrbkp,51.0,,3.0,S,519.0,O,Williams-Sonoma,2525611.0
Sto8141,,Durham,1.0,zcapokwvrb,X,0.0,whcrtemuvlydcqlcbldfvsanrpmiydbsibawvjtptjjwpsvgkbnzenhvjmtn,Emtbuhhzfrnjisoaqqeqberx,49.0,United States of America,0.0,M,768.0,O,CommScope,2592766.0
Wbn8142,Uijnqkdgisglgugwllcszovigvx,Lafayette,1.0,DVOZTIV,V,2.0,HOQGVRHAIDKANMLKPCPESNEFTKIKWUPIPZONPWDVINPMKPDOISNYTDSTMGCTPYPJELYED,sjotzqolx,17.0,Canada,5.0,D,458.0,O,Hanover Insurance Group,2460993.0
Cqe8143,nftrcfdjomsj,San Antonio,3.0,VIKPOJLKYCJX,j,6.0,Eoqtskskbcmvfvtrulvkzlszksafutswlehepvvkdgnmmekzquywd,ITMBRHINVHBYMGJWWPOGUVT,40.0,United States of America,,S,825.0,O,Murphy Oil,1543629.0
cdq8144,wbibvpbixvtqcfbrtctwaijqsuyhaliynkbvtlmpi,Flint,,tnwsevem,,1.0,ybmoezrmxpjtxnlezuhvm,idhkhqcqxtr,76.0,United States of America,1.0,U,850.0,O,Navistar International,3397241.0
Ann8145,Umnzgviotddprypwoelxemzbemrzatdxltwnajlncapfqspbbnamdexmozqcrfzhdyu,Gary,0.0,DAYVTJNQRIK,H,9.0,Hnfvyoiwqlpbocysjugpfagzuoggylaidkvfbroqajupdvjdtizdbbfapdlcarhas,Zxpelifjtmnuxyvgmwhopjgs,91.0,Canada,1.0,M,652.0,O,Ecolab,884880.0
LNB8146,EGTIQHXKPWPAZCYYBETVASFHJPJFMZQDSPXGKPKJPABIZQ,Orange,3.0,Nwbivxls,,4.0,Mkgwbirqiprhpjzfhfnnknjufeoqaniyeswywbx,Dfluy,64.0,United States of America,3.0,U,350.0,O,,1944220.0
Bnh8147,Vvwovpxeynokid,Yonkers,1.0,ZDGHHWLQAL,S,0.0,Gtetneioufdabtvhlqgceozblwyaaununai,CCOTTCISQOFPIRWVESMZ,,United States of America,2.0,M,719.0,O,Plains All American Pipeline,1615708.0
Wwt8148,Sawfnoewzsilbwpbaauaseeutaxnpgmrfcnkhiwaxaercgypgozfhqd,Rapid City,1.0,IZTRLFCUVJ,,,RWARUCDRZXTZBXTRYIVNRDGFJMJJJIDFDXC,Yhgyslqvgyfrllccbua,55.0,United States of America,5.0,M,850.0,O,Superior Energy Services,501558.0
gkd8149,gdpsmkcfo,Inglewood,4.0,Qmumvpbxfot,a,0.0,REPPKKHQGUCGHYXNPRNRTDNNOKGFJCYCRD,JUKSIIQWPNBIWQFKKMC,10.0,United States of America,1.0,U,616.0,O,Amphenol,146343.0
eav8150,Fpbgshmtsdinpahnzxdbajkbvcxqkldreoooneapgdjgkwcqcilsaskpxjvueoknixcqgcoupemd,Rapid City,4.0,Xioeomqwldnz,N,7.0,znqoftenaqlcjaajxsiqrfhhwwrkuogxke,Iqpmjnx,33.0,United States of America,4.0,S,575.0,O,Foot Locker,651007.0
BBQ8151,IJPQRVMGXJUKTLFGRSHYSUXW,Anaheim,3.0,Lnkew,g,4.0,Jdzgnchvynmefzfoxbjentagfquadbaqckgczofcgsbtyvedldknbecyaenqim,QFKXNEMMQQUGEYLLPFPEPOMHF,100.0,United States of America,2.0,W,,O,Sigma-Aldrich,3140982.0
Omw8152,Qgiurtvzsapriasvuhkzc,Anaheim,4.0,,x,6.0,kzouughjbvziwspdulqlrcxmkcddgopfxkllctdhwbhgsdyyagdsheqegu,TTAJYVJN,57.0,United States of America,,U,827.0,O,Starwood Hotels & Resorts,1307980.0
GXG8153,Ilhmcva,Boston,5.0,mmaymf,v,2.0,Kpfxjfrwibcsqioyzmddnm,kzlcafordxaxggitaxdhub,32.0,United States of America,3.0,S,479.0,O,Johnson Controls,2349509.0
Reu8154,Cmredgodquvwebabntougazraue,Jersey City,5.0,DEUCK,,0.0,Egboh,LOHFONNVQWLYWZHGJKNAVI,41.0,United States of America,2.0,D,379.0,O,Supervalu,3811834.0
Bch8155,Ujneriqtgnnrifkkaowsrpirvfexuibmk,Fort Collins,2.0,Yuwvhlx,,0.0,gbuzgqbpxmosqacpmarlpwiissrd,Odlukjgpxcsekxnxjeqrfipijgzpm,85.0,United States of America,0.0,S,342.0,O,Constellation Energy,946348.0
Sdi8156,Shpwrjxvntzwbxxhypdgyikajxxlxexgvqudvwtcsbjpdbtjcgiowamhfteifebprisv,Huntington Beach,2.0,Zcgzbqlm,Z,9.0,HFFCTMMZLVABDTRFVGFWKIASABHVNOQGEMVJEZKKBEICUIBWDPSSUXLNKBMDRJELDCXTRIVJSVPL,Sowyjvkznq,93.0,United States of America,1.0,S,385.0,O,Ingles Markets,1279270.0
Ety8157,Jcbirawrlipchv,Anchorage,5.0,oslggi,x,0.0,HQHXDHEXTML,Xhgoxewtskybivszdbdqmofl,99.0,United States of America,2.0,W,729.0,R,Virgin Media,692721.0
Erm8158,udynvqgpwht,Bakersfield,4.0,Odvgyfu,,10.0,Uiqobjjowvrpbcwpttdmambva,Wvqshrozwenwxvglbv,79.0,,3.0,W,729.0,O,TRW Automotive Holdings,3163811.0
KFN8159,Jcogwdatnprspcrzhwxbqehhwvhmrlqvzezvqirlmpcqjtsrfdveodjrgmnbmyzuinisyebfxeveu,San Antonio,3.0,Vytty,E,3.0,wkbfpirmvpsetwbznionbhdfdwnilxdwufvnusvlkb,Wtuuvfnzt,11.0,Canada,3.0,D,348.0,O,CMS Energy,1824263.0
Aup8160,UQNMOOIOFGUHGLQHZGQRQDNZXVNGHACACMPJASDRZBFKIHGNUJYCUUZWHWYDGGWGE,Quebec,5.0,UKQRMOV,,6.0,Nffdelnhlxedkhifoggkejkdkgqpcgniqsvishfut,POCUJHLAKSIETAYJABBUX,91.0,United States of America,0.0,U,380.0,O,Spectrum Brands,55523.0
rih8161,SVZXWRYUECHCMTCVEJOQVALZAHAPKYXNLIIIWGXPAXMTWMWBYAEBPPQPI,Hilo,0.0,jzwiajueluc,Q,5.0,Hpmwermwsfepkeqwvznsmpxeucrkbjsnzzjoorlrirrfpm,Ftfwjexzrazy,14.0,United States of America,5.0,M,795.0,O,Darden Restaurants,1732468.0
uge8162,Zqueregsfwmpekrjavmbcuwebhsfghtjulhmtocgkegsfniaihwsfpxjwadgo,Casper,0.0,JBXTMF,C,8.0,Emlxayivqnntzn,Ruqhrlo,20.0,United States of America,4.0,M,439.0,R,Avery Dennison,1119698.0
Yef8163,GEPUDKQQMXBRCAHZRVDAGTJFGUIVMAZCBWHVVWJPURQEROUTMUTPQVQWUUPOPQXPLBDA,Erie,3.0,SKHYXQPOHG,c,7.0,Fbbiasggcsdtnvtzchwykjmvieecnibveoslqskhkkttllovvsftygdfkzoxpmtcujuide,STMURNZB,7.0,United States of America,4.0,W,587.0,R,FPL Group,1513665.0
Kfi8164,NQWVEXILESASTHAGWARSBPJNJTTUWPKUDUCOIOADUERUWDFPUVHGKVFMXWOKWVUQLMFRGUIE,Manchester,2.0,YAWER,,4.0,EKKTUXLPXVORNRGIQEADWZQKC,YXJYBLYAEDTRLBUIA,41.0,United States of America,4.0,M,,O,Simon Property Group,3750549.0
Rrn8165,KPYNGJTNHEDQZHMKOFFCDAWQXFUKNMDQVHAIKFNQGFUODFGHX,Huntsville,,AJNTMKRQDYM,q,,FHSTTVOQ,Mavsoyptqxslzkppdhrmrhmcfah,55.0,,5.0,U,473.0,O,Wyeth,431599.0
pjq8166,Jagrvuwoaoltzixebjewqliojsprqddxharjyallggnuobcojjpcpqaaalwl,Las Cruces,4.0,Ersgyyp,,4.0,rinuczzqtfj,ocnlbolmfrqjsahfgtjguwv,35.0,,3.0,U,579.0,,McKesson,10739.0
XSH8167,Wakzklkmjdwpiqzhqobnrawefgzqhpfjyrsqaueatmemypfquefbtwlfxmsd,Santa Fe,4.0,xsoyvg,,7.0,GCUTBNQTVPAWONOQQXBRVCO,Bouqhytfotjddpbk,14.0,United States of America,2.0,M,628.0,R,,2431923.0
KHG8168,IKOUGGYTGBTOOPABLFR,Fort Lauderdale,1.0,Wwffhas,Y,0.0,eggcyb,kzrevrqypzcyqju,63.0,United States of America,3.0,D,795.0,U,Helmerich & Payne,3022855.0
pml8169,Fczidofgxwijbgnbomltdrniftzfkxmncxpjuotpjhgvvuqbaxhizpswbdafvdcfstr,Mesa,2.0,Sjybk,,5.0,AAXBQWXXAJZXQ,sgegdmtbimrkndtntkpj,39.0,United States of America,0.0,M,776.0,,Dick's Sporting Goods,3143732.0
nfg8170,RIXXGKUGXDYKKMTVKTDNOKWEYQMQIWEMQGAVYZHJAJZYPPFQMIVYXTVRB,Stamford,2.0,,,5.0,FVWZTKXELPZWNDFWJWRSQVWXMTCEFBUUVOXTAMPLEPDXVJGLBHNBVPXMPKCLFWCLKQZXSJWWMSETCNP,Oaloinvbvqtqwlrvz,44.0,United States of America,3.0,M,452.0,O,,3379381.0
Sss8171,XRFWXRRGIWTALHMKMDMXBEIHECBCHJIKTKZNADVHNTBNNK,El Monte,2.0,INVPMIYHXYZ,,6.0,Fvxytuuvxwsrnctlmekntdbyebosdhzcionmgqrcltyljehggrjbqbzojbjzg,ICMIGBPNLR,5.0,United States of America,5.0,M,453.0,O,Reynolds American,3356639.0
QUR8172,rgovamjusizuvnzsvazjvoyrkgwpaibennkyfkyvmjziihxswcilsohjgdnlzdq,Mobile,1.0,Lggkistgqss,,6.0,ioemfmzyzwxvwsctgiblkvkff,Ksdfwqkfvrfoolrdvrpzumdnxo,52.0,United States of America,0.0,D,437.0,R,BJ Services,2864358.0
ewm8173,Bnpwhjcoicq,Providence,5.0,titltmr,c,4.0,Mjhgxodhbhyvaun,Vfdagwrscwjmrtahspagndkqjlysky,93.0,United States of America,2.0,M,537.0,U,Consolidated Edison,2307534.0
qfx8174,XJUJFHUPUISDCZPHZWPLMHNZUIKKSYADMEHAVTWUCDMCIJYFHPQQUEVJTZAGGARCWDB,Atlanta,1.0,Temzy,,8.0,Expkuduugsjluydmxqkiadltaitnjlvgcmgbpuifmwcvki,Jxjwd,81.0,,5.0,W,717.0,,Volt Information Sciences,2189380.0
Eev8175,fdwbxywaklylillhomtbwwayzcpjqhgwusxbvpqcoxyctqshhpjdjrskwkyiaujlclstp,Mount Pearl,2.0,Wnmmein,,5.0,pizntfgydmyozpxvvcvzhlkcawfmzmcaheebzifdufkp,SYAONZHWIKDMWNBYU,17.0,United States of America,3.0,S,846.0,O,Toll Brothers,3399421.0
Ofj8176,jzduuvvh,Paterson,4.0,DERUSKTWSMO,,9.0,Srwbqraoxkqebprzcaylrsxgxjmvmddeawevn,UBFZBUN,34.0,United States of America,4.0,S,529.0,R,Cameron International,298212.0
osw8177,Eftqvbegbhsklweloymhewielnchfqapxhvcumeelmmmcknirtlzngw,Atlanta,0.0,OYLURWO,,10.0,,TDTYFKN,29.0,Canada,4.0,M,330.0,O,,113758.0
uxt8178,FAZIOALVSLULIDQJTEQITWGRVBXQZYJEVPHNUJEJQDWASZJMANYGRTRGLHBOM,Ann Arbor,0.0,GYSFCFQBI,h,8.0,Ethqfhltfmatvlkfcuqdfkfbpuexxmiiznoxiobuopanhnhtulgtgbyabehxvepdbxa,Wfafqeauxcnfjajtjkkpzvdqow,82.0,Canada,2.0,S,795.0,O,Teleflex,324094.0
Kdl8179,,El Monte,0.0,RCTLHT,,3.0,Valxesegesdbvrjcaucex,zhswllynhuxmokxrsculwkkhvfk,21.0,United States of America,4.0,S,489.0,,Andersons,3881656.0
QYG8180,mqlfevcjkkqvycgnfvmajfhufqviwykcaainmogrmvqwyfjkfzqsbmitbidvlqyhg,Baton Rouge,4.0,Xlizseeiq,,5.0,zqhapouqtsxikzmkana,JIPXHYLOQMPUII,,United States of America,5.0,S,353.0,R,PPG Industries,1527059.0
PRE8181,rpbqdybpqcoeemcyuhnizeogwdlurxhftmfvmqzlwccwzlszhxfioyuxjclkn,Irving,0.0,Vdxqxcnlmsq,,2.0,rhkpjbkpehroracrddddmpcyexiqgaiafejfkbsswxgmdhdanisblwgbytyppqgkzgsjxpdawpga,Guywca,50.0,United States of America,1.0,U,784.0,O,Borders Group,3499626.0
MCG8182,Snynrhctdgppkydfmgkbdogqaosnbzqngyqhssxfimbqjemcab,West Covina,1.0,dalhyezjmppf,,8.0,Etkfgkhklmarodmnfsynmbrcvioauwimf,OPQPKBKVSXUXJUMIE,84.0,United States of America,,M,449.0,O,Nacco Industries,1582947.0
PBD8183,kxjrlbxjvpqacgunmafkpqqhjqmgukxtkvyicguhqnprigauohuelyoqv,Memphis,1.0,Dnjygrt,,7.0,IHPGVC,Nusydtvdysbqshlycwey,27.0,United States of America,2.0,W,326.0,O,Mirant,3415635.0
hzq8184,Qntcqcjfwpszbeusqvdaekndnoinhslswudtttdvx,Wilmington,1.0,Kiosohps,,0.0,vgqwjkkrgszgfweurnfvmnaeeatrnepe,fqoehbxlrcnxkks,44.0,Canada,1.0,D,729.0,R,Oshkosh,1994536.0
Yrk8185,KOWESLTVMNZH,San Buenaventura,1.0,isehxfxrz,s,0.0,Oqomezstsqrilxdhvkzjzbyxatvreaqtddqhrlmtcstgakluzitiaggqvpkobkgyiok,dtrnhvzzkdsnfuk,86.0,United States of America,0.0,U,507.0,O,Southern,426125.0
Ysl8186,Suebhdefpeuimopiwiiyuzfonmymckqxoieafxhmhugimkglkimotmxufbcpjotnkhkc,Mesquite,,Wkmjoeud,,3.0,MOLPCXVIBDANO,Nlglw,64.0,United States of America,5.0,,593.0,O,Virgin Media,1703585.0
khg8187,GEFJUDXMSOMCWGTNBBNMVAZB,Macon,1.0,ABRUFJF,B,5.0,Japnlrbqwojpgxhadqogvqcvorztmcef,Smsvzbfoild,10.0,United States of America,0.0,D,695.0,,FMC,3333185.0
Sdt8188,iaqmyuftoifubmkrhaurtqcxragmefhbjtxysvqhraijlvyinyiwveshuxwvfposyuaxdimlytbre,Amarillo,5.0,IVMGHPDBJC,,9.0,Bsukfvleqijroppnzqdyxpiloxijgwgsxmrzupgzefbnqcrfpsokzjpsdkykonhnpxtewnbmq,Djajkkacf,33.0,United States of America,3.0,M,530.0,R,Deere,893537.0
Dwc8189,Wcolchgsufebzxavprozjtvslcynfxcqsmsbwkniwyqlwddcpaozdiopheekafhcr,Lubbock,1.0,MXLIVRZQIIDT,I,4.0,Snalqltgazuyjzwizmrjndawicmvixvmhcowyxiqgfch,rayreivoiaddqucchviigzsukedf,8.0,United States of America,0.0,S,573.0,O,Corning,690568.0
frb8190,qsjmrkqdxqyndrqstzptrlantyblxolrysqpdzohtilgp,London,4.0,TSJHH,,2.0,Alhvnfxcbnniuaorityapwqfghvjvnkvkubktxakswggnnyenvcghnjxdxuq,Fqpfksezsmwpqkgond,2.0,United States of America,4.0,M,672.0,U,Wyndham Worldwide,3623733.0
ulp8191,ocozhnsslaxjqfbfpbdsdmcpclbcajhrglunekybxhrpxgxjteslviypenursipmv,Syracuse,4.0,uuzjrvntbmfu,C,2.0,Znwtrblpfpgvpouzqgcqyhbupcembsdubwsbahhzpqigjwciwrsbxyvb,DZQMFNV,10.0,United States of America,4.0,U,693.0,O,PPL,2204304.0
