nmbrchldrn,ddrssln1,mrtlstts,gndr,ncm,g,lstnm,wnrrntflg,ntwrth,nmbrcrdtcrds,ddrssln2,mddlntl,crdtrtng,pstlcd,ct,nmbrcrs,phn,cntr,gncd,stt,mplr,frstnm
5.0,TAAAIBMUIUPVWOTXYMVSDMMSTOJVMBZLXZKCXBRJYJXXDPVVU,M,,221939.0,72.0,KGVSKRDZEFO,,,1.0,lxqgvfodovoqvtxgozhujjuncwfctvsvdifxaxrwasfcbuqfdbivqstdom,,709.0,MMYMSDVLE,Quebec,5.0,1-321-378-6202,United States of America,KGV8119,WV,Newfield Exploration,Nnkiwbtnaiirnfmcjihsbgpqdjvyq
2.0,Haoadssqsvmhmitmhlhnksiimpsxgqeuoj,U,,206508.0,67.0,COSKBHUCZGLGTKZ,U,1556212.0,8.0,Ztwgorhfxfmjjkfbzwvlbokozlgjfvtkefjxcfqycmctscwlfoqijluopqporlzfjbaobmjsy,j,648.0,Hffse,Warren,2.0,1-094-058-4905,United States of America,COS8120,NM,NTK Holdings,CASKPHOQR
3.0,evavuzdylsheuqxhhmlghwqeysetzpooswcbhsifvijpqdklveougjgainjgwhpbabhyofwtuclsqj,M,,406976.0,41.0,Xfetwoukaettvivvrxdrj,O,3459747.0,6.0,egltbp,,662.0,Ffjjbhux,Reno,2.0,1-715-561-8903,United States of America,Xfe8121,RI,Autoliv,Ahpoebaly
4.0,Jyaxiaqludkgkkgofhxzpgmkyxbdtegjvaenjy,W,M,82867.0,96.0,wmnhgushpbthxkq,O,3650524.0,8.0,Wahjlkzmqwpopwoycqjznsvatpkhbyvsgrasqdzydkcfdpqainklttaibbns,i,444.0,Iqxelmq,Concord,0.0,1-980-702-3820,United States of America,wmn8122,UT,Baxter International,Lijjfzzgekrottbogrdjlbojfv
4.0,Beajoaucevkuvtihjcrvgkjrpvpitwjsvscd,U,M,385400.0,27.0,Nnrgfkwocnhahg,R,3211158.0,5.0,RYSTFNSOFVZYTETPNVXQSBVWAXXKQZFBFWNMHPVXJSXBFIRCRWRDREHXHOJXYRSDPAWQZIIVPXQVYOCG,,527.0,htkmcpfga,Newark,,1-430-596-3760,United States of America,Nnr8123,CO,Insight Enterprises,Vhppsuitbbaazuhppyeedniubydsu
0.0,,M,,14275.0,37.0,ajusxwtxzqdjzcgquda,R,193457.0,7.0,Lycathtrxdrrlnerxjwmuggwrxfrgdnfvlmrdtqfqkcrzftzyooqhvs,,351.0,hsnrxjgnbj,Hollywood,4.0,1-913-397-6528,United States of America,aju8124,KS,Fastenal,Roitowfrtsnxohhnhuutagwvknhvcr
5.0,Trqcvwmtgaotnuqdtxxwwpoahyniorwnngmzuhiwcdocpweejekbvanjqtmigynzaefsdrppdhtavppr,D,M,42799.0,60.0,Ghlbivxwfwtcybatswaexujts,O,179287.0,0.0,Uypnlsvbfhorurdstwgjrdaqjjmikwciijwaycmlrdgrfk,,555.0,,Phoenix,4.0,1-780-272-0646,Canada,Ghl8125,New Brunswick,Sears Holdings,TURCDQMCWHIKQTEUN
4.0,Vgyhoqbjkjkhfghpslirpivfeppxwqxsrvunflqzecnrzydpejbiinuedblnxgorrne,D,,465050.0,95.0,Rgbxzaszogeszufqvvkx,R,2476234.0,10.0,,H,399.0,WOHFDDRQZLJ,Boston,2.0,1-616-151-6136,United States of America,Rgb8126,AK,Gannett,Hadkjcwgdrlehlqrweiql
5.0,,U,,68454.0,4.0,ISATBRICIGTJHEXKIFU,,582144.0,3.0,CFWVJCCOFGYZHFOXKKOJNJUBZ,,517.0,JLABTF,Orange,2.0,1-878-310-3327,United States of America,ISA8127,Manitoba,Expeditors International,KZJEAWSIEEPORSVTXAGASXKDON
3.0,spephnzpawdubkqekjfffulnwnjibgbbthyftjhgpeeobskv,D,,462520.0,99.0,qpixqfggv,R,3168117.0,7.0,Bzlwpotvpflwlrk,L,349.0,Iajhddy,Little Rock,1.0,1-121-395-3295,United States of America,qpi8128,AR,VF,Rqzkojjcaxysvaaonjdmlronmktgr
4.0,ckgtrrsdagbiavotgydahzj,M,,157376.0,40.0,Wplrnpahihw,O,577496.0,3.0,CKCDKXBGHAFMQQJOEHXVBKGCWSINUHJDIJC,,460.0,Plbdzs,Tempe,4.0,1-015-320-6636,United States of America,Wpl8129,WA,Cardinal Health,Esilfnaguxo
1.0,Vdlvjzzjetjghejpkxlaoasyekhbcnfeplizhydifdaju,S,f,469519.0,26.0,gwncnpyibilfoedexxjcqecfgit,O,2172666.0,2.0,Odgdpdsogfwjsutfgrnrwitytyqrrbmfktudhnpwfwcdoblgsgyvcshhkehofcws,D,321.0,uzadhiadz,Allentown,2.0,1-256-760-1793,United States of America,gwn8130,FL,Sherwin-Williams,Ncuqemlwkcurxg
0.0,BNSHBIJCMCWKXYFIJCROGKLVMM,W,,359678.0,14.0,EDHSZFQIYUUEFJPSRYSMSXDVEBSQ,,3310072.0,0.0,TSFJADMVZBQVWIYJWUSHGEDJZGJKXYCHEMVLKALUPKQKFRQNILPEPFABCXEFJBSXIWLP,,561.0,Uizpmbcohvkn,Stockton,5.0,1-916-950-4211,United States of America,EDH8131,OR,State Farm Insurance Cos.,Rxkwoworucqcmngvtwqwtehog
2.0,EHJMTJWRMZFYVACPSYTXSMGOMENXTNUCD,M,,381967.0,7.0,Hsqumbsfurjlbxs,U,2595989.0,5.0,Xjrhmctrvtlxcirujuumzjzndguqcowqtttgwrdbsjtrzfacjvnxijfgezhfnonatggqtatkelqgoknp,N,476.0,Uqnukb,Santa Fe,4.0,1-820-679-5425,United States of America,Hsq8132,PA,Universal Health Services,Othsfexfeaquscun
5.0,Rxksgbwunremsexmhuunyadgraxtlnurdvmemofswhylcnsyubpoojbdhjfxtqzut,M,M,248533.0,29.0,HJPDOHMWEMKJBRJXFRJJG,O,3818938.0,2.0,Wrsbgetdpcukrqtxsmmeldgfonlcwtvemqvaumfnfifuycerexchbeoeemzrkrondnvux,T,579.0,wpgksqtd,Amarillo,1.0,1-196-283-1531,Canada,HJP8133,DC,Priceline.com,Pnsjardt
3.0,jcmehnxhubkevzlwkebiqhbdyxcdmabeliqdnuni,D,,125789.0,14.0,Kmbikndlsgiqoeegwrhdvverq,U,1150303.0,5.0,Npouynetlvrzqyjqzhpt,,645.0,Rqtkgiics,Mobile,3.0,,,Kmb8134,CO,Graybar Electric,vlkhotavbfvfdydym
3.0,Fheixrcnwxfswegxzxpyfbdqgcouzavrquskdtcoauuxftsyqfyhvccbdrldwnytmfnslbpk,M,F,462723.0,79.0,Lgceuoarznpw,O,3730088.0,8.0,Vpwupnycehnxjugxgnazspsevnylludhcakhwzdluswdvqobruivyf,W,616.0,JQNLLNPTK,Sherbrooke,2.0,1-310-252-8290,United States of America,Lgc8135,MN,Owens & Minor,zmxoq
5.0,Jjtnpbgdfpyvwxqocatuaeitdfkwcqd,,M,317490.0,21.0,DIIYCKKFGE,O,2210512.0,5.0,Gjqxgmqopfjacqsaiysxhqvvmcqymechajzctzuvldcpvtiryvrcqnispuitlntookidoirtebj,,696.0,ciyfcasj,El Paso,0.0,1-814-394-7093,United States of America,DII8136,LA,NBTY,Mcnxqwthjfgravyhdbj
5.0,nauauzsoukidbpstadskargjjqc,U,,271286.0,57.0,Fifckjehkgbphvdfydlmyromk,O,117995.0,6.0,Ztancthniyxotwiwdunybxhnwrflvsje,j,618.0,Kjptta,Shreveport,4.0,1-297-916-2199,United States of America,Fif8137,MI,JohnsonDiversey,DBTRJBKVCM
0.0,jrtmoxyraiehkhawllcyfhbtcacrrahudhapzdfjed,M,,235292.0,76.0,Jxwliumdfseomeqnyh,R,3717247.0,4.0,lqdunnf,,820.0,qxfimksll,Fayetteville,0.0,1-916-402-2999,United States of America,Jxw8138,Newfoundland,Perrigo,EAECSSTGULBYXFUOLJVB
2.0,Sxogdekirfdvsqbipsibwivfdoeabxaidspgwetxkgtlbcgmnmraciupsajnrmarhuejyjjak,D,,,92.0,Zluye,O,460103.0,6.0,Qkvyuyrynwidswelgraiejrbossujdhmkrtvccmupywlwpjrz,V,824.0,SFUXTUABR,Corpus Christi,,1-948-211-6324,United States of America,Zlu8139,SC,Annaly Capital Management,Cwfvhjotolfdij
3.0,yywhaedwuwwrisqwmmgwrfvklnsskelohddnhtviawnzlkeguozbwgjtpbrqvliigmv,S,,35188.0,51.0,Bdzawqbhlnrukfvtwydai,O,2525611.0,6.0,HXMATYCOSTIEFPSTVJDIOUDTYVGHFIOWQXVDJQKICDZCTFFEXXNQPMOUAEGLZOCAOMCAVOABJF,,519.0,REHSUHML,Rochester,4.0,1-723-326-2225,,Bdz8140,Alberta,Williams-Sonoma,nazvygguwmpsrbkp
0.0,whcrtemuvlydcqlcbldfvsanrpmiydbsibawvjtptjjwpsvgkbnzenhvjmtn,M,,149832.0,49.0,Stobrwlw,O,2592766.0,0.0,,X,768.0,zcapokwvrb,Durham,1.0,1-281-856-2336,United States of America,Sto8141,NY,CommScope,Emtbuhhzfrnjisoaqqeqberx
5.0,HOQGVRHAIDKANMLKPCPESNEFTKIKWUPIPZONPWDVINPMKPDOISNYTDSTMGCTPYPJELYED,D,,418048.0,17.0,Wbnhmiwbwuimkpyxptzbjgemwkwu,O,2460993.0,2.0,Uijnqkdgisglgugwllcszovigvx,V,458.0,DVOZTIV,Lafayette,1.0,1-257-726-8171,Canada,Wbn8142,DE,Hanover Insurance Group,sjotzqolx
,Eoqtskskbcmvfvtrulvkzlszksafutswlehepvvkdgnmmekzquywd,S,f,146643.0,40.0,Cqelobbplbijwvdm,O,1543629.0,6.0,nftrcfdjomsj,j,825.0,VIKPOJLKYCJX,San Antonio,3.0,1-987-083-5202,United States of America,Cqe8143,AK,Murphy Oil,ITMBRHINVHBYMGJWWPOGUVT
1.0,ybmoezrmxpjtxnlezuhvm,U,,38714.0,76.0,cdquqnugtzrkewwysihcoefgxvarl,O,3397241.0,1.0,wbibvpbixvtqcfbrtctwaijqsuyhaliynkbvtlmpi,,850.0,tnwsevem,Flint,,1-711-859-2325,United States of America,cdq8144,DC,Navistar International,idhkhqcqxtr
1.0,Hnfvyoiwqlpbocysjugpfagzuoggylaidkvfbroqajupdvjdtizdbbfapdlcarhas,M,,440489.0,91.0,Annjwpizcr,O,884880.0,9.0,Umnzgviotddprypwoelxemzbemrzatdxltwnajlncapfqspbbnamdexmozqcrfzhdyu,H,652.0,DAYVTJNQRIK,Gary,0.0,1-842-023-7557,Canada,Ann8145,TX,Ecolab,Zxpelifjtmnuxyvgmwhopjgs
3.0,Mkgwbirqiprhpjzfhfnnknjufeoqaniyeswywbx,U,f,470583.0,64.0,LNBZDKOZ,O,1944220.0,4.0,EGTIQHXKPWPAZCYYBETVASFHJPJFMZQDSPXGKPKJPABIZQ,,350.0,Nwbivxls,Orange,3.0,1-171-286-6175,United States of America,LNB8146,CO,,Dfluy
2.0,Gtetneioufdabtvhlqgceozblwyaaununai,M,F,384868.0,,Bnhmnihaqw,O,1615708.0,0.0,Vvwovpxeynokid,S,719.0,ZDGHHWLQAL,Yonkers,1.0,1-991-406-1884,United States of America,Bnh8147,New Brunswick,Plains All American Pipeline,CCOTTCISQOFPIRWVESMZ
5.0,RWARUCDRZXTZBXTRYIVNRDGFJMJJJIDFDXC,M,,406499.0,55.0,Wwtaelvbuvfxfvouvhfvkeuzr,O,501558.0,,Sawfnoewzsilbwpbaauaseeutaxnpgmrfcnkhiwaxaercgypgozfhqd,,850.0,IZTRLFCUVJ,Rapid City,1.0,1-443-558-8486,United States of America,Wwt8148,Manitoba,Superior Energy Services,Yhgyslqvgyfrllccbua
1.0,REPPKKHQGUCGHYXNPRNRTDNNOKGFJCYCRD,U,,55705.0,10.0,gkdgvjkrefnleiwyrbbdslvmi,O,146343.0,0.0,gdpsmkcfo,a,616.0,Qmumvpbxfot,Inglewood,4.0,1-225-672-6616,United States of America,gkd8149,Saskatchewan,Amphenol,JUKSIIQWPNBIWQFKKMC
4.0,znqoftenaqlcjaajxsiqrfhhwwrkuogxke,S,M,318607.0,33.0,eavlobusgzugedtvbpxyhzke,O,651007.0,7.0,Fpbgshmtsdinpahnzxdbajkbvcxqkldreoooneapgdjgkwcqcilsaskpxjvueoknixcqgcoupemd,N,575.0,Xioeomqwldnz,Rapid City,4.0,1-889-752-1258,United States of America,eav8150,DC,Foot Locker,Iqpmjnx
2.0,Jdzgnchvynmefzfoxbjentagfquadbaqckgczofcgsbtyvedldknbecyaenqim,W,m,336614.0,100.0,BBQVTJMDIVVUKXMXVDKZWWK,O,3140982.0,4.0,IJPQRVMGXJUKTLFGRSHYSUXW,g,,Lnkew,Anaheim,3.0,1-715-108-4952,United States of America,BBQ8151,OR,Sigma-Aldrich,QFKXNEMMQQUGEYLLPFPEPOMHF
,kzouughjbvziwspdulqlrcxmkcddgopfxkllctdhwbhgsdyyagdsheqegu,U,,233407.0,57.0,Omwlaxplnmktljwylppni,O,1307980.0,6.0,Qgiurtvzsapriasvuhkzc,x,827.0,,Anaheim,4.0,1-712-483-8046,United States of America,Omw8152,DE,Starwood Hotels & Resorts,TTAJYVJN
3.0,Kpfxjfrwibcsqioyzmddnm,S,,354539.0,32.0,GXGVVFGDHAMLVDY,O,2349509.0,2.0,Ilhmcva,v,479.0,mmaymf,Boston,5.0,1-425-436-9198,United States of America,GXG8153,MD,Johnson Controls,kzlcafordxaxggitaxdhub
2.0,Egboh,D,,426622.0,41.0,Reuddvyw,O,3811834.0,0.0,Cmredgodquvwebabntougazraue,,379.0,DEUCK,Jersey City,5.0,1-961-759-8130,United States of America,Reu8154,OR,Supervalu,LOHFONNVQWLYWZHGJKNAVI
0.0,gbuzgqbpxmosqacpmarlpwiissrd,S,,287485.0,85.0,Bchndedyber,O,946348.0,0.0,Ujneriqtgnnrifkkaowsrpirvfexuibmk,,342.0,Yuwvhlx,Fort Collins,2.0,1-145-022-2139,United States of America,Bch8155,New Brunswick,Constellation Energy,Odlukjgpxcsekxnxjeqrfipijgzpm
1.0,HFFCTMMZLVABDTRFVGFWKIASABHVNOQGEMVJEZKKBEICUIBWDPSSUXLNKBMDRJELDCXTRIVJSVPL,S,,12283.0,93.0,Sdijdhqtmqrjkymuqllja,O,1279270.0,9.0,Shpwrjxvntzwbxxhypdgyikajxxlxexgvqudvwtcsbjpdbtjcgiowamhfteifebprisv,Z,385.0,Zcgzbqlm,Huntington Beach,2.0,1-664-064-7925,United States of America,Sdi8156,British Columbia,Ingles Markets,Sowyjvkznq
2.0,HQHXDHEXTML,W,F,223604.0,99.0,Etyspzjiznukeuqocyfwrbwjvxgusi,R,692721.0,0.0,Jcbirawrlipchv,x,729.0,oslggi,Anchorage,5.0,1-182-978-9810,United States of America,Ety8157,Quebec,Virgin Media,Xhgoxewtskybivszdbdqmofl
3.0,Uiqobjjowvrpbcwpttdmambva,W,,118256.0,79.0,Ermsaaylmswzphwewydminxqlwk,O,3163811.0,10.0,udynvqgpwht,,729.0,Odvgyfu,Bakersfield,4.0,1-929-535-2843,,Erm8158,IN,TRW Automotive Holdings,Wvqshrozwenwxvglbv
3.0,wkbfpirmvpsetwbznionbhdfdwnilxdwufvnusvlkb,D,,101641.0,11.0,KFNAWOHIAZLTKW,O,1824263.0,3.0,Jcogwdatnprspcrzhwxbqehhwvhmrlqvzezvqirlmpcqjtsrfdveodjrgmnbmyzuinisyebfxeveu,E,348.0,Vytty,San Antonio,3.0,1-895-400-6385,Canada,KFN8159,Ontario,CMS Energy,Wtuuvfnzt
0.0,Nffdelnhlxedkhifoggkejkdkgqpcgniqsvishfut,U,,360755.0,91.0,Aupnphhayvbejntnpqtenujvcgawjp,O,55523.0,6.0,UQNMOOIOFGUHGLQHZGQRQDNZXVNGHACACMPJASDRZBFKIHGNUJYCUUZWHWYDGGWGE,,380.0,UKQRMOV,Quebec,5.0,1-105-395-7069,United States of America,Aup8160,IA,Spectrum Brands,POCUJHLAKSIETAYJABBUX
5.0,Hpmwermwsfepkeqwvznsmpxeucrkbjsnzzjoorlrirrfpm,M,,66932.0,14.0,rihkjkmplfkg,O,1732468.0,5.0,SVZXWRYUECHCMTCVEJOQVALZAHAPKYXNLIIIWGXPAXMTWMWBYAEBPPQPI,Q,795.0,jzwiajueluc,Hilo,0.0,1-403-838-7236,United States of America,rih8161,MS,Darden Restaurants,Ftfwjexzrazy
4.0,Emlxayivqnntzn,M,f,1046.0,20.0,ugebd,R,1119698.0,8.0,Zqueregsfwmpekrjavmbcuwebhsfghtjulhmtocgkegsfniaihwsfpxjwadgo,C,439.0,JBXTMF,Casper,0.0,1-779-392-7227,United States of America,uge8162,HI,Avery Dennison,Ruqhrlo
4.0,Fbbiasggcsdtnvtzchwykjmvieecnibveoslqskhkkttllovvsftygdfkzoxpmtcujuide,W,F,182243.0,7.0,Yefoxk,R,1513665.0,7.0,GEPUDKQQMXBRCAHZRVDAGTJFGUIVMAZCBWHVVWJPURQEROUTMUTPQVQWUUPOPQXPLBDA,c,587.0,SKHYXQPOHG,Erie,3.0,1-387-899-6880,United States of America,Yef8163,VA,FPL Group,STMURNZB
4.0,EKKTUXLPXVORNRGIQEADWZQKC,M,,262091.0,41.0,Kfistvyxdauthhxyjdm,O,3750549.0,4.0,NQWVEXILESASTHAGWARSBPJNJTTUWPKUDUCOIOADUERUWDFPUVHGKVFMXWOKWVUQLMFRGUIE,,,YAWER,Manchester,2.0,1-808-925-4977,United States of America,Kfi8164,Quebec,Simon Property Group,YXJYBLYAEDTRLBUIA
5.0,FHSTTVOQ,U,,329551.0,55.0,Rrnsxuoiotroqwrrplocmazcbxpe,O,431599.0,,KPYNGJTNHEDQZHMKOFFCDAWQXFUKNMDQVHAIKFNQGFUODFGHX,q,473.0,AJNTMKRQDYM,Huntsville,,1-350-854-2202,,Rrn8165,FL,Wyeth,Mavsoyptqxslzkppdhrmrhmcfah
3.0,rinuczzqtfj,U,,401622.0,35.0,pjquv,,10739.0,4.0,Jagrvuwoaoltzixebjewqliojsprqddxharjyallggnuobcojjpcpqaaalwl,,579.0,Ersgyyp,Las Cruces,4.0,1-362-977-2780,,pjq8166,IN,McKesson,ocnlbolmfrqjsahfgtjguwv
2.0,GCUTBNQTVPAWONOQQXBRVCO,M,,,14.0,XSHCTZPLJTUASLMRXEYDQQJHAM,R,2431923.0,7.0,Wakzklkmjdwpiqzhqobnrawefgzqhpfjyrsqaueatmemypfquefbtwlfxmsd,,628.0,xsoyvg,Santa Fe,4.0,1-544-827-5607,United States of America,XSH8167,WI,,Bouqhytfotjddpbk
3.0,eggcyb,D,,19952.0,63.0,KHGXMPJE,U,3022855.0,0.0,IKOUGGYTGBTOOPABLFR,Y,795.0,Wwffhas,Fort Lauderdale,1.0,1-954-159-3230,United States of America,KHG8168,IA,Helmerich & Payne,kzrevrqypzcyqju
0.0,AAXBQWXXAJZXQ,M,,,39.0,pmlbwjwdcdjznlwddzskslwoewzegh,,3143732.0,5.0,Fczidofgxwijbgnbomltdrniftzfkxmncxpjuotpjhgvvuqbaxhizpswbdafvdcfstr,,776.0,Sjybk,Mesa,2.0,1-381-023-9337,United States of America,pml8169,MA,Dick's Sporting Goods,sgegdmtbimrkndtntkpj
3.0,FVWZTKXELPZWNDFWJWRSQVWXMTCEFBUUVOXTAMPLEPDXVJGLBHNBVPXMPKCLFWCLKQZXSJWWMSETCNP,M,,129442.0,44.0,nfgqjem,O,3379381.0,5.0,RIXXGKUGXDYKKMTVKTDNOKWEYQMQIWEMQGAVYZHJAJZYPPFQMIVYXTVRB,,452.0,,Stamford,2.0,1-520-652-6941,United States of America,nfg8170,Prince Edward Island,,Oaloinvbvqtqwlrvz
5.0,Fvxytuuvxwsrnctlmekntdbyebosdhzcionmgqrcltyljehggrjbqbzojbjzg,M,,363140.0,5.0,Sssumzpgcfnatcjsrcszetjai,O,3356639.0,6.0,XRFWXRRGIWTALHMKMDMXBEIHECBCHJIKTKZNADVHNTBNNK,,453.0,INVPMIYHXYZ,El Monte,2.0,1-607-807-3132,United States of America,Sss8171,WY,Reynolds American,ICMIGBPNLR
0.0,ioemfmzyzwxvwsctgiblkvkff,D,M,469249.0,52.0,QURXHBLNOUAGZNZIKP,R,2864358.0,6.0,rgovamjusizuvnzsvazjvoyrkgwpaibennkyfkyvmjziihxswcilsohjgdnlzdq,,437.0,Lggkistgqss,Mobile,1.0,1-801-864-7089,United States of America,QUR8172,IA,BJ Services,Ksdfwqkfvrfoolrdvrpzumdnxo
2.0,Mjhgxodhbhyvaun,M,M,439011.0,93.0,ewmwuvwdgjaxihtpdrwvcnwavyr,U,2307534.0,4.0,Bnpwhjcoicq,c,537.0,titltmr,Providence,5.0,1-598-892-3616,United States of America,ewm8173,PA,Consolidated Edison,Vfdagwrscwjmrtahspagndkqjlysky
5.0,Expkuduugsjluydmxqkiadltaitnjlvgcmgbpuifmwcvki,W,f,312166.0,81.0,qfxoosd,,2189380.0,8.0,XJUJFHUPUISDCZPHZWPLMHNZUIKKSYADMEHAVTWUCDMCIJYFHPQQUEVJTZAGGARCWDB,,717.0,Temzy,Atlanta,1.0,1-707-823-6520,,qfx8174,NC,Volt Information Sciences,Jxjwd
3.0,pizntfgydmyozpxvvcvzhlkcawfmzmcaheebzifdufkp,S,,431603.0,17.0,Eevqmnheiqrkdijfhj,O,3399421.0,5.0,fdwbxywaklylillhomtbwwayzcpjqhgwusxbvpqcoxyctqshhpjdjrskwkyiaujlclstp,,846.0,Wnmmein,Mount Pearl,2.0,1-026-056-6947,United States of America,Eev8175,MD,Toll Brothers,SYAONZHWIKDMWNBYU
4.0,Srwbqraoxkqebprzcaylrsxgxjmvmddeawevn,S,,278790.0,34.0,Ofjzodlwpzbwjibx,R,298212.0,9.0,jzduuvvh,,529.0,DERUSKTWSMO,Paterson,4.0,1-397-746-0552,United States of America,Ofj8176,TN,Cameron International,UBFZBUN
4.0,,M,m,318563.0,29.0,oswlexgxghnzsvhzgud,O,113758.0,10.0,Eftqvbegbhsklweloymhewielnchfqapxhvcumeelmmmcknirtlzngw,,330.0,OYLURWO,Atlanta,0.0,1-677-492-9300,Canada,osw8177,HI,,TDTYFKN
2.0,Ethqfhltfmatvlkfcuqdfkfbpuexxmiiznoxiobuopanhnhtulgtgbyabehxvepdbxa,S,f,62248.0,82.0,uxtabsuoxwhzzwoimm,O,324094.0,8.0,FAZIOALVSLULIDQJTEQITWGRVBXQZYJEVPHNUJEJQDWASZJMANYGRTRGLHBOM,h,795.0,GYSFCFQBI,Ann Arbor,0.0,1-085-487-9852,Canada,uxt8178,MT,Teleflex,Wfafqeauxcnfjajtjkkpzvdqow
4.0,Valxesegesdbvrjcaucex,S,,,21.0,Kdljh,,3881656.0,3.0,,,489.0,RCTLHT,El Monte,0.0,1-635-756-8687,United States of America,Kdl8179,AZ,Andersons,zhswllynhuxmokxrsculwkkhvfk
5.0,zqhapouqtsxikzmkana,S,,247025.0,,QYGMKXD,R,1527059.0,5.0,mqlfevcjkkqvycgnfvmajfhufqviwykcaainmogrmvqwyfjkfzqsbmitbidvlqyhg,,353.0,Xlizseeiq,Baton Rouge,4.0,1-445-178-3967,United States of America,QYG8180,FL,PPG Industries,JIPXHYLOQMPUII
1.0,rhkpjbkpehroracrddddmpcyexiqgaiafejfkbsswxgmdhdanisblwgbytyppqgkzgsjxpdawpga,U,,338041.0,50.0,PREWICKMPWCBMOSBPXNAWPQSSQA,O,3499626.0,2.0,rpbqdybpqcoeemcyuhnizeogwdlurxhftmfvmqzlwccwzlszhxfioyuxjclkn,,784.0,Vdxqxcnlmsq,Irving,0.0,1-377-341-7886,United States of America,PRE8181,NJ,Borders Group,Guywca
,Etkfgkhklmarodmnfsynmbrcvioauwimf,M,,,84.0,MCGJECTRXQXXQFL,O,1582947.0,8.0,Snynrhctdgppkydfmgkbdogqaosnbzqngyqhssxfimbqjemcab,,449.0,dalhyezjmppf,West Covina,1.0,1-572-480-1354,United States of America,MCG8182,ID,Nacco Industries,OPQPKBKVSXUXJUMIE
2.0,IHPGVC,W,,9428.0,27.0,PBDKROITCIFSYHDLAHQKB,O,3415635.0,7.0,kxjrlbxjvpqacgunmafkpqqhjqmgukxtkvyicguhqnprigauohuelyoqv,,326.0,Dnjygrt,Memphis,1.0,1-224-571-6718,United States of America,PBD8183,Alberta,Mirant,Nusydtvdysbqshlycwey
1.0,vgqwjkkrgszgfweurnfvmnaeeatrnepe,D,,225464.0,44.0,hzqggxssojudsiuopknp,R,1994536.0,0.0,Qntcqcjfwpszbeusqvdaekndnoinhslswudtttdvx,,729.0,Kiosohps,Wilmington,1.0,1-321-322-0488,Canada,hzq8184,CA,Oshkosh,fqoehbxlrcnxkks
0.0,Oqomezstsqrilxdhvkzjzbyxatvreaqtddqhrlmtcstgakluzitiaggqvpkobkgyiok,U,,416767.0,86.0,Yrkgfbmnvsbswc,O,426125.0,0.0,KOWESLTVMNZH,s,507.0,isehxfxrz,San Buenaventura,1.0,,United States of America,Yrk8185,ID,Southern,dtrnhvzzkdsnfuk
5.0,MOLPCXVIBDANO,,,456718.0,64.0,Yslhbqzspeppgmwv,O,1703585.0,3.0,Suebhdefpeuimopiwiiyuzfonmymckqxoieafxhmhugimkglkimotmxufbcpjotnkhkc,,593.0,Wkmjoeud,Mesquite,,1-413-216-8569,United States of America,Ysl8186,Newfoundland,Virgin Media,Nlglw
0.0,Japnlrbqwojpgxhadqogvqcvorztmcef,D,m,113342.0,10.0,khgmmqjpqqllfcjkvgtq,,3333185.0,5.0,GEFJUDXMSOMCWGTNBBNMVAZB,B,695.0,ABRUFJF,Macon,1.0,1-519-686-5786,United States of America,khg8187,WI,FMC,Smsvzbfoild
3.0,Bsukfvleqijroppnzqdyxpiloxijgwgsxmrzupgzefbnqcrfpsokzjpsdkykonhnpxtewnbmq,M,,157687.0,33.0,Sdtteis,R,893537.0,9.0,iaqmyuftoifubmkrhaurtqcxragmefhbjtxysvqhraijlvyinyiwveshuxwvfposyuaxdimlytbre,,530.0,IVMGHPDBJC,Amarillo,5.0,1-008-106-6982,United States of America,Sdt8188,CA,Deere,Djajkkacf
0.0,Snalqltgazuyjzwizmrjndawicmvixvmhcowyxiqgfch,S,,241471.0,8.0,Dwcjpkzihqjrg,O,690568.0,4.0,Wcolchgsufebzxavprozjtvslcynfxcqsmsbwkniwyqlwddcpaozdiopheekafhcr,I,573.0,MXLIVRZQIIDT,Lubbock,1.0,1-498-041-3053,United States of America,Dwc8189,WI,Corning,rayreivoiaddqucchviigzsukedf
4.0,Alhvnfxcbnniuaorityapwqfghvjvnkvkubktxakswggnnyenvcghnjxdxuq,M,,438046.0,2.0,frbentracjqvkmujpddbxhbudpg,U,3623733.0,2.0,qsjmrkqdxqyndrqstzptrlantyblxolrysqpdzohtilgp,,672.0,TSJHH,London,4.0,1-191-776-3418,United States of America,frb8190,OR,Wyndham Worldwide,Fqpfksezsmwpqkgond
4.0,Znwtrblpfpgvpouzqgcqyhbupcembsdubwsbahhzpqigjwciwrsbxyvb,U,,456022.0,10.0,ulputtixvghazhrs,O,2204304.0,2.0,ocozhnsslaxjqfbfpbdsdmcpclbcajhrglunekybxhrpxgxjteslviypenursipmv,C,693.0,uuzjrvntbmfu,Syracuse,4.0,1-080-277-1648,United States of America,ulp8191,MS,PPL,DZQMFNV
1.0,YPOWPFVXVFLAQTQPEQCZVLWFXWUKCAHJQWSERDGKBQLNPFUBMQMPEZLULBMVNKQOSQKAPBJOPHWKJT,S,,167597.0,58.0,zhitbrtpkmpbeaaotdj,O,,9.0,Uqurakqzrzjtabtaowzjcpmwuhvnmdbyycnzxfwirqznfgwtgmemykhltxjkcpn,,709.0,Frmhssjqavj,Huntington Beach,,1-345-056-6859,United States of America,zhi8192,NV,Celgene,DSZUNWOOA
