St,NumCreCa,LaNa,AgID,Co,Ge,NWo,MaSta,Ag,CreRa,Ci,Em,MiIn,NumCh,FirN,PoCo,AddrLi1,Inc,AddLi2,NuCa,OORFl,Pho
NJ,2.0,Lspeijgrqefxylhwxrrwbpgpj,Lsp7855,United States of America,m,3048132.0,M,72.0,775.0,Idaho Falls,Henry Schein,O,3.0,Wlqztpolurziuqvntcj,wxunpqzjgb,QIXDBRFXUKMQY,,qgnowrynksacdmaajzsfrskwxkdinanxeboleqbumr,4.0,O,1-383-304-3979
AZ,8.0,sjwwhrumivlblatxnofom,sjw7856,United States of America,M,1444829.0,S,29.0,486.0,Norfolk,Sanmina-SCI,,3.0,XGGHMUEFKMDVKKZIGPQC,Aqhiv,GCCIHBEBAUAXQKDKMTTJQICOXAGGOOTXOMNFCZUKKHWRWXQLXQNOYCQFERWNCHXQTFBJI,242718.0,Ogljuoxhfmocqndol,1.0,O,1-982-376-7085
Manitoba,6.0,oaenpkntrrmigpdrjcdovvjbbpo,oae7857,,,577156.0,M,31.0,665.0,Lexington,Pentair,,1.0,wsrlemaurpo,IMWZJP,fohmaqriumgkicnmpjrlylodgrgbavlthzh,89847.0,Cjihkpzffoebvjpxfxkiefccthbtbylarlqfdzbfkisjfq,0.0,O,1-817-038-9599
NY,7.0,Slmrylnfvrgx,Slm7858,United States of America,M,1633874.0,M,57.0,743.0,Warwick,Northwestern Mutual,,0.0,Rqxdxjkkmiijjnovvzxoc,Jysfr,Gcgandfueazxkhsjtljzrcqvggnluahlzvpkrtjs,200377.0,GWDBMQATEBPMRRRFYGGLMDBWYFRCAYWDFNZUZHBXSSTTULMAESKCNLDOBLKNLUDGFABOK,3.0,R,1-532-467-7887
TX,1.0,Peazbaargwh,Pea7859,United States of America,,616351.0,U,67.0,,Lansing,AmerisourceBergen,,3.0,Awvrmvo,lbepjm,NQVOORLTYLVDKHXRTYNBWMGJIBLBPPYYUBXSCMBMCAATTALRFHGIWBXD,247008.0,Ibzgfllcpexycqsvegklsdrp,2.0,,1-954-558-4116
AZ,5.0,Knuojanqrowebnqnuskrnc,Knu7860,United States of America,,1768202.0,U,95.0,433.0,Albuquerque,Virgin Media,V,0.0,Xcwwrmshlbd,phowwpiof,XPOUXGGNQTZWHXMANBVDFBGWJBYMQHILBJAAPCIZA,258784.0,xregdppgewwchczl,0.0,O,1-050-997-0064
MO,3.0,Qtgbfknkrgutdklkje,Qtg7861,Canada,f,1298890.0,W,22.0,611.0,Orlando,Waste Management,,1.0,wksjhaqgkaqflvgkvggeues,hcqdourgtjc,IYSTOKMPYWRCNBAYFPQUV,86676.0,albeixrkutlxza,5.0,,1-491-566-7949
RI,8.0,Dcqsambknfmffglba,Dcq7862,United States of America,,1491737.0,M,28.0,813.0,Lincoln,Pepsi Bottling,v,5.0,uvxkhvrlkdfkqhux,,MMFHFLQWWJHEWDIGNGBMXEYBVEISRKRWHJESSSVGQOTUEYETFSMMFODMOGZANVZSKEQUEDGXNJNCRV,158860.0,Baveijkgpqlddhgqqluednslsplfpaagordlkgvprzqurgjnmmxwvklhxhshazimcysrnabhzacqnrcc,3.0,O,1-938-251-5007
MI,9.0,Bieggajsnf,Bie7863,United States of America,,2985049.0,M,62.0,441.0,St. Petersburg,,,1.0,yruaeieaghzeokcvbwfagjc,UCESV,Teaqtsj,440716.0,Sshyepwbusychcmciojhequczx,5.0,O,1-197-300-6114
OR,5.0,Ciiqwremllurqulbghbqhryitw,Cii7864,United States of America,M,2705761.0,S,40.0,443.0,Newport News,Windstream,,2.0,Djpcpxhzcdsojwmszp,Xjabv,Hcvalcnfszz,233026.0,Oxqmkaulzbaclowvlmdjkjdykkajsdxespryjgjbubinqnlivwlqlzouhsojkxaropmykmatsgsmcpq,3.0,O,1-992-031-4213
WI,1.0,Lpvnfitpcglsamfavfxiqfe,Lpv7865,United States of America,F,1281210.0,U,,374.0,Overland Park,Praxair,,3.0,ENQKWKJK,kinkcnvtbrff,MNAPGSQLMQDXFRHJZPVJGUFMOUWRIXXA,158271.0,Dbytbl,,R,1-712-665-4502
MS,7.0,QCTNQYDRLOBLQJHOXVLU,QCT7866,United States of America,,483590.0,U,12.0,309.0,Wichita,Smith International,i,1.0,Zdytkjdvwavdvu,eueovjkrfawr,hsbowomruvqkuijkxxcvrmuooafkxljixzano,,Namgeausgrzpfyjtvkuidkecqyewxrfllopjgdyj,4.0,O,1-683-204-0166
PA,9.0,yvfnxvjisgxvo,yvf7867,Canada,,2262741.0,,52.0,315.0,Missoula,Flowserve,,3.0,oihyndcwkdsoscucifszdojds,TPIVTV,,131086.0,Febduntegkdzuaboksunetakichtiuhakpwbmtwxaltpspyrstymdwyczwijeuuebmwrhhjelsuxpw,3.0,O,1-935-790-1838
ID,9.0,RKSUDFSNATRLEQ,RKS7868,United States of America,F,1063286.0,,67.0,555.0,Kitchener,Tyson Foods,T,2.0,OWNYCALKNQLMJDB,QNJXEEYW,JOGEFIFDYFWBCBFKVDIDNVKKIXBLHPMQNVRQIKLSLXFIQBLZHBBGMHKTAEEHSDEDFSF,65639.0,Qtfgejjwhqtadopvhzipuswvnjdixjigicauhmkgfsxsxyyalghlualonsjvqldzaqdxu,4.0,R,1-364-543-4378
NC,5.0,Ksbvyunhjuthnfwkeahibljs,Ksb7869,United States of America,,3558240.0,M,51.0,850.0,Toledo,W.R. Grace,P,1.0,Mlvtbncshbg,vxtaprxkbqi,oejarvzjntflhfligibuojcujtddnleiitlxibwirhrnptmvauvbvmfstjbemfadar,140132.0,Brgxczciebmsdzxjgwfhihwdiztdqklhbqerhzaeqsngrzvtvpwqbsajwaln,0.0,O,1-115-023-7573
WV,6.0,LMYRFQGNFXTXYMMDKYDIOVNBXK,LMY7870,United States of America,F,,M,41.0,411.0,Cleveland,McGraw-Hill,N,3.0,atucbgjj,Tsqeo,PAWLRLBNUNRKRTDKKJTTXIZNQSENEZBPPOCKHBENWVDPBVYPGINL,102589.0,Lpwhgjofdpisezrtrcyeifdwpnfrquzjesmhgpoykyudxwdlatuxbgyohtlge,2.0,R,1-266-642-9644
VA,4.0,lkpjzzstourluwelyiaqteewxgjx,lkp7871,United States of America,,940857.0,M,,428.0,Hull,Vectren,X,4.0,Roqotu,KIOTUSLSIWRC,Rtikunxvjtusiscesyxlkgdqnbpiheyuvymma,128650.0,seiemidbutvmagdmhpwicbbmuonsamrgpryqhphmarhehccrntscvcrsekmspx,5.0,,1-257-904-6002
TN,3.0,Aeohlbsbgqnnyin,Aeo7872,Canada,,3849116.0,M,79.0,585.0,Oxnard,R.H. Donnelley,,4.0,OEWWGFFUANLC,RZLRQHVGYZ,usmbfnfifhroqwxtefxgsncysudwqaotwvlrneegpbgidwbfxfnuwgvxjuicojnqlpldbpvfqato,356899.0,Txndjpazugrittxrwkyad,2.0,O,1-498-061-0053
ME,3.0,hpqfogl,hpq7873,United States of America,,3423528.0,M,41.0,506.0,Evansville,RPM International,J,0.0,YYFZRHJDI,gevqxy,Breskmlioyeomihprfmqnojlc,307676.0,Vbhcmemmaxgolnnkvdblmslqwprgjlecsjalwwmpwvinhkdslhboyfmzmlwrzsgbmhrqceo,0.0,U,1-280-297-7178
SD,6.0,Hqhsagjfzxipjbrcxvsemvcxzldo,Hqh7874,United States of America,,3486382.0,U,93.0,471.0,Amarillo,Urban Outfitters,A,5.0,ifcgmwyzhdltldq,Gcoampk,Lscjxgy,,miqpmdibmrnreawputpicfbnjzkjlfyrgxawmknkzogolmsvawhuiho,1.0,O,1-352-753-0683
NY,8.0,pzxdjoqjc,pzx7875,United States of America,M,2855254.0,W,9.0,501.0,Lancaster,Loews,Q,3.0,vuihrbjqfkwqy,DGHNEIP,Siutkdwlhjrexxb,207454.0,Jwmumxmpmphtnblwgmfrfocgrunpqskkgrbfocanckyctza,0.0,R,1-103-066-5056
OR,10.0,Znqsgmn,Znq7876,Canada,,2381485.0,M,54.0,,Spokane,Idearc,,5.0,Krxqe,Zrtqyvkuoh,Avqybjbihisvqveracnxaqqnajmwezhfbzcdsmwqfwnfpnmkdepasjch,145543.0,Uxyrpzvrrjmeasdztytqcculshoxhgrfpbdrsncygexglbbjxziniuvaul,0.0,O,1-287-844-6042
LA,3.0,Ftypppxyb,Fty7877,United States of America,,3621231.0,D,79.0,645.0,Augusta,Loews,,3.0,TAIRRCXXRWOJRP,,Oaswogszzjucsksfidrzmnecnpi,430752.0,jdmdbbisppnzkcmqkzbpw,3.0,O,1-124-039-8872
Newfoundland,1.0,tqvhkrbjgq,tqv7878,United States of America,,3366913.0,U,22.0,783.0,Halifax,NTK Holdings,H,3.0,Azzvgce,Lgxqsuk,Npcbegtuhiehvfzjeumlfi,203884.0,Shylplyvdmcumddwwxdmlcacfccuqmqwqnjdzn,1.0,O,1-243-980-3130
KY,5.0,Cpfkgmro,Cpf7879,United States of America,,,M,,646.0,Miami,Ecolab,,3.0,dvhctlymkwvekf,POARLU,Oxqsmzocrdcvgbyxe,357917.0,HNHEBPBFOWQCJZDQHZYQSTSSCXKAXG,0.0,R,1-763-235-5180
MT,5.0,HHEBMAOTXCMHHADRMBTXXLPT,HHE7880,United States of America,,,M,57.0,429.0,El Monte,Constellation Energy,Y,1.0,Bfbnghedeiuwlrkwzbnya,,WWWEOJTHMDQAGFPHNCCPINPYVXNVRPID,59041.0,Nokpmfteedsjkenkthtgmjcquikgnbuwoakwhkllwtpnwlljjrvenpcaanyxeqitmutjmjhixvkc,1.0,O,1-602-584-7562
Manitoba,8.0,Gkwjrembbtjrezbemucxl,Gkw7881,United States of America,F,3689007.0,S,73.0,671.0,Springfield,Owens & Minor,,,Pssvpxmnxzlzlzedabvrg,Vyygfdjf,xwfnbghvzubeljuckasdjjtcnxotjh,440657.0,KDSCCTAYUPXTBSCNTMJRNFZEGLDUAESRFIXJZQZPFAGTJYMEGAKTFFPUWXQJ,5.0,R,1-985-663-8604
KY,7.0,rfgbsgno,rfg7882,United States of America,,2839770.0,S,42.0,416.0,Manchester,Coventry Health Care,,0.0,Sglyr,Asbicmvyabvw,ZGPUBTNIEUQDDF,152922.0,DQKARXWRADTCMQLGTOSZMMAYSDGIYDUBKT,3.0,R,1-224-594-9781
Manitoba,3.0,Kfpakqvozvvhnc,Kfp7883,United States of America,F,2797542.0,S,33.0,340.0,Warwick,Casey's General Stores,A,4.0,Qkxfqxkayacxxaoynjfpmr,aesbuumzqqm,Zfoagiqxqkthavikmgcxkw,375311.0,zfenvemekgzedkgchawmztokktnrbskvkyptxweekqvsfannpvsliodravry,0.0,R,1-048-255-0392
NC,,Wejxbrazfsnhlqedliqybxf,Wej7884,United States of America,,657646.0,U,51.0,345.0,Scottsdale,Embarq,,4.0,Ogdsnm,JFGMCGWBPD,WETQDSKPDNSLQNJRFOEETEHTVNRLZDACIBEUOTGNNNORWPQNKLXXWAWWBFIYGJPYOTKVDXY,326382.0,xhqououeujwscxcthdowiqkwtbkcoxyuoxbmingaoffongujngqevyxwjyxtginjgk,3.0,O,1-994-250-5987
British Columbia,4.0,XBDVIEFKRRJZUHEZCWCGWTH,XBD7885,United States of America,M,300475.0,M,86.0,475.0,Hartford,MGIC Investment,F,2.0,Gsrrfpmodoxueojxadjaxiaasxojof,owklhjpu,ETCCFEDNKSNPRJXATYRDQLOKDLXRZJTIKLHVQYYKSS,102543.0,ueddwnzmsoshfhd,1.0,O,1-752-387-8618
NE,10.0,kdppm,kdp7886,United States of America,,317213.0,U,60.0,510.0,Syracuse,Campbell Soup,K,1.0,EOOCWUEJLYWCRQIUTAMRZQCI,NNRWJCG,Vqixcjmmssxzoshvmoh,8999.0,byziijxxisf,1.0,O,1-336-761-2623
AR,4.0,QJUCEWOCYFVAAOXAKCFRPMXOKDP,QJU7887,United States of America,f,780316.0,M,52.0,821.0,St. Catharines,Idearc,O,3.0,Yuahsjrzxesdwqkr,btltcfi,JLNGOFUVJSGPLLKSORFSWEHLFUVOBWXGZFJDXSAEQVYUHHDCEZCPHKTOANTSLSHXDSRFLNLRQWETNTU,423210.0,XESLVOJZNQNARTFJVOFKOETJGJLBGAZHYVIHZRNLZXVVGXINLSUMIYOEXWJINYCVAQBWLVCFB,0.0,O,1-673-756-4923
AZ,,Nyzlxdbussfnsvctrgumoegmidnc,Nyz7888,Canada,,1287221.0,U,22.0,455.0,Victoria,Nalco Holding,R,1.0,vqaizzbgmhuhy,QGSBMCXCYGM,Xlsdzehoykiexcntxvgwpklcqfpsltcsdgjewxqsiqtduahinocngjarcqsxwuxlyrvmldbfqndt,252935.0,OQEQFVCIUFZLRPJTEBO,2.0,O,1-539-338-8755
ME,4.0,owfzgqjxsyponidsw,owf7889,United States of America,,3763532.0,M,99.0,492.0,Oklahoma City,Molina Healthcare,,0.0,YJAUZRDHDW,Qydoxenszb,bgdkwahikqrebhjurieoopnlagiyayhyvztsnrmicoltrxzkougwhefds,,Rmegtgpz,4.0,O,1-701-246-6780
IA,6.0,Fonrlbwyctpvqliyyqqhmpia,Fon7890,United States of America,,2470297.0,U,92.0,563.0,Inglewood,Western Digital,h,0.0,Lxwjudwtvnsgirhvfhwxqcq,Gonyap,Vfsfyqslulgrgssqvhfkxunwyhbdaorfnahewaotuczuloxyltmhvtvslgabjfgph,344133.0,Vurykljtaswvufrtqpaogiwcmlctapiapcjmnuwcvlkheurwejamuaftjnibyzkkr,5.0,O,1-105-287-2906
British Columbia,9.0,LHBMOWKDQSWCWYSFZVSXELMXYFKCU,LHB7891,United States of America,,1005779.0,S,75.0,358.0,Cleveland,WellPoint,,1.0,nxwcphszaffkrtuvqfzekwxa,Oxfgfmpq,Xqsnaftoxpapclfoizvovxtutwfcfzwwypdqrxlixzkmxnxi,476719.0,BAZNH,,O,1-066-105-2383
NV,0.0,Zpsadlvriuewdawdkgfapwlkj,Zps7892,United States of America,F,3636355.0,M,99.0,754.0,Erie,,,2.0,VVOLVBVUTJOXYASAGDWYQBV,aooke,Eujznhplhdtrxnmgpxflknmru,340848.0,GIYVXVYWTCTMPEXQNDNYTWXHXNJNKZJPOCZGULAAWCPZKEZ,,O,1-888-677-5979
MS,5.0,INXBMCOJHSMMAESQM,INX7893,,,2881527.0,W,30.0,773.0,Las Cruces,Whirlpool,,0.0,zyfllljfuwlqhtperwbkfgv,Azckbkb,Plysdxcwuumpxesxiigycpqpygbdzwwynztgqsalyeerluppkrtkwztvsebzdfuxxoejling,67595.0,UDFTSEEPXHFAFYVEUZMHKMJR,1.0,R,1-629-616-6366
OR,3.0,Lsnckacqedklvwjmt,Lsn7894,United States of America,,433677.0,U,45.0,784.0,Portland,Plains Exploration,,,mfktkzvogdhorknelkxcvkd,Jiqxcqdipuv,WPQIFCLOABBTPQIEPDWCCQ,65319.0,JOAPSGWWSNBWCMTGADBTQMWVIZHCZMMSCUUTAAPYYNKMUCLJPSOIHPB,3.0,O,1-512-964-7715
MO,,WSDSBCFFDRWSED,WSD7895,United States of America,M,1299931.0,W,21.0,523.0,Grand Prairie,DirecTV Group,C,2.0,ETRUMPVVBOSRCRSVESAMVO,yvfomkinly,Ljsvkijzrssfoqpwfyvhkuesuxjyvbaexqigz,110011.0,JAEOCFSPPHENSSHOGUBSBVJKPPQMRAJJWGHLEAKNFASWIMCGZRHMSKMSQQBWZWKKETNRXRJJLFGMCJG,3.0,O,1-522-191-0965
MI,5.0,Dbfokkqjcsirqsgenp,Dbf7896,United States of America,,,U,48.0,314.0,Iqaluit,3M,,2.0,Lxvrxpkqwfgdbero,Xkvkbwva,EWJDISWPIJZASLRCOTZZJMTERAOMGFKSLAPMAGIQXRTXISBEMZINNRBMP,451614.0,Znchjfwomalvtmimcn,3.0,R,1-562-988-5731
SC,10.0,LFXSIQKBVXMMTZLYEOQKOORXDCMZIZ,LFX7897,United States of America,,2117082.0,S,26.0,373.0,Oklahoma City,Cardinal Health,,3.0,Orpngehrvphzdxkkvkpv,IHJKRXFSQ,,192175.0,Nnlhgprrpymweohoarkaqcqugkzecypxmqqsaicsfgjwpcrtygzfizkxlbfyn,0.0,O,1-583-320-6359
MD,5.0,xqpqogbpgkvwwikoohot,xqp7898,United States of America,,2212262.0,M,70.0,345.0,Brownsville,Activision Blizzard,,3.0,zwooptawtzsocloewymwjpws,Tzkuauut,ZLQTYBQMAFJHYMCOMMMFNOTFMLEXYIGUFSFAIETGWIBHTUPI,412689.0,Jdaomloeixvgdxieinyeovkjlvoxsduggwgubwnkhrnnrlsmzsysiqrqjnjxukfqk,0.0,,1-568-189-9048
NY,,Kunkciwzwpihwmjjmlqfbdrbwu,Kun7899,United States of America,,3147795.0,U,22.0,,Independence,Pantry,p,3.0,Tuhaafkmakkvicexujaagsf,AQYJBWQ,Nmdtltowkwxbudeihjdqcmdbtiadtzc,220347.0,XQSONJJQHEKTMNAWKDSNRSBCCPOQACRISGHZBBTFTOTONLUYTPVCBKSUJKSTBAJVGHUUXL,1.0,U,1-869-293-6863
WY,9.0,Eoupkduibzzukgqxgich,Eou7900,,f,2081696.0,M,21.0,774.0,Mobile,Centex,,2.0,GLZOSXKV,fvcnwmd,Xyhptmclfgefbkvmg,295061.0,yxktspvorpfffiomwhikmbdprzqkjedriwurqtfulmkzedkistbwurojqsztearucjcriecanhhczv,1.0,R,1-766-759-2179
LA,8.0,ZGLRMJHSMZCJCQEWMRKWEAP,ZGL7901,Canada,M,3895241.0,,77.0,768.0,Austin,United Stationers,Q,0.0,nyhlacgxbpiiwekf,Owsmcnhi,Iujqhknpipyinqmgjogjwtasqbrofoyexkdzpfhttjghqp,146431.0,Luhbradgmwgfcqpfoovhuddgwiadqyuoawailjs,3.0,R,1-512-428-8707
Nova Scotia,7.0,Riruuvllcbvgvlcrytieefpk,Rir7902,United States of America,f,2628656.0,M,94.0,813.0,Mount Pearl,Ryder System,N,4.0,fyanurmtawfifqwvrpth,UDVBQETOUHQA,,353114.0,Ntdhkwpdkonjbsevjgaqijdlfgdbiyvrwzflxoopjcxpfenhcteybqsbdaeilsvhsolqqg,5.0,U,1-302-297-4891
KS,6.0,wqybu,wqy7903,United States of America,,3275612.0,U,88.0,433.0,San Jose,Warner Music Group,,0.0,JFNNELSUDQXESNBTOJAPM,Tjssbiu,Swgdrybfxbqkmqixgqdcutrzsmjynaookoxw,457831.0,KUOQVOWATRRVLCBCOMGIKUDYFENIATOUQFIIVAQMTLNMSNLYXNCYPHHNJQOWODUROBYKVQRQIEWRREP,4.0,R,1-332-033-5429
Quebec,3.0,yeuyxgcfxufxg,yeu7904,United States of America,M,524281.0,S,77.0,488.0,Warwick,Texas Instruments,,3.0,yqvnawqel,Mjhawshw,PZFDA,216328.0,Cczopvhhrxbtnlmfwyhn,,O,1-287-043-4893
WI,,YCWFQWQILVWHUMQXHCEZVKHCP,YCW7905,Canada,m,700154.0,M,65.0,,Charlotte,Lowe's,,4.0,Esjresonrdjxrzbgfuqx,RDEMLHTRFPYK,LTLLIULLNWJNQIIRKZWXYURHBMLNAYZVHVYRSBLBMDSYDPKFZRUQPEIBQRGZHDLNBJLS,219123.0,BCPNPCNENQCKHNJMMRICUTQN,5.0,U,1-792-014-1918
Nova Scotia,8.0,Fxrqyedfiiphldwwsaibcfhkwj,Fxr7906,United States of America,,2725260.0,W,81.0,580.0,Mobile,Jabil Circuit,H,0.0,Jcpfjlrgotqshdazdxmwoqw,pjgao,Dnroqlhqdminynrachfhfexyvikxgczknmfqhfywvaefmqlawjtrtekganffipilymv,271779.0,Osrilwcuivjtqjrxupfetdeszllvkupgkhmbeshzrk,3.0,O,1-026-125-7995
MO,,Lmyieyqdgvcstenlgbwhpbgtc,Lmy7907,United States of America,,2657344.0,,12.0,723.0,Sydney,Reliance Steel & Aluminum,,3.0,Tjwmmvjjpdeaxvmhdlisyxw,Akmsvphefm,bprasr,20593.0,Utsezxvfgaycwubuvtbbqisgmzlfnchatxjipkiequkxsgvlro,4.0,R,1-062-842-7216
KS,6.0,panpxjiq,pan7908,United States of America,,1331718.0,S,17.0,804.0,Oklahoma City,Wyeth,,3.0,gpqbb,Qybaiijz,,25434.0,JZQPDTCCPJQKHEFTUOFZNJUWQFGJNNEM,4.0,O,1-056-149-3559
NY,4.0,Phnlcbpaqbsjage,Phn7909,United States of America,F,3809227.0,M,,499.0,Peoria,RSC Holdings,p,3.0,Lmcrwvysclibvcm,VQTQJHFTGUF,Ojcntdvkzusbjticesclziugakeatjfpbxrwqkwktkgifpccghrbgwb,386293.0,rvgvmzeoismpxumntoqinloutijjuujuto,3.0,O,1-234-265-2699
IA,10.0,Qxjgenyg,Qxj7910,United States of America,f,3395139.0,M,68.0,609.0,Toronto,Ametek,,5.0,Xnvxresdvqjhbpdxb,KJQMUNHHKQ,,383223.0,Gtvbo,5.0,O,1-261-891-0099
NJ,7.0,gnrgksp,gnr7911,Canada,,2413564.0,W,46.0,745.0,Fort Wayne,KeyCorp,,1.0,Caqtoamzsaehgjvulmmeadj,jvjcgtehn,Gjxkmoivphuexxeqbqqlidyieithhd,177160.0,Cvdttynviwbtvezwgtkokvvctpchloyndpeagykfxawbuckwetwdvhgovkbmvvrwvbvtygxcs,4.0,O,1-466-757-1291
OH,6.0,YFSJHBBDDROOBGHUCXVZPIW,YFS7912,United States of America,,1218281.0,M,11.0,,Kitchener,Ingles Markets,J,2.0,Hfhozsumjnfdjksffywdejyduahieb,Myzipngml,QZZPVAEASLSJXHRRFFXVPJJRKCWUOOSNGFIYKAJAZBVOYMCIDPXAFBV,207177.0,kgrenupiiejkchwnptnjlyhzxxmpns,4.0,U,1-794-350-9050
VT,,kmcwmjeqtucbjonu,kmc7913,United States of America,F,1501110.0,S,55.0,575.0,Mobile,Smith International,Z,5.0,ugreadsmyyzflhraopczm,Bamrstb,SKOHRHOBJVQYSQKGKROWWOOAGYJTOZUCXWIVMCWCCTXBVIMKFSUVGDTH,378510.0,ubwpjekdliiaiirkwomccfoepmngoukvajtajsdgfxlwiugisigugy,3.0,O,1-407-417-4636
Alberta,10.0,Jveolosdhwigoy,Jve7914,United States of America,,3510096.0,M,80.0,468.0,Henderson,Trinity Industries,n,1.0,CWDYPFHQLUUWQIBRDPXCFNW,Krimsrswlrzr,Outbpsofzvvllcxocdjloxmbaeoijbgiuwwsilwytvoqdidaoskndolshurnaxocqatemlxtbgkligfc,39969.0,Wfpsogdaulwoaewqttymplfbiymruobnvu,0.0,O,1-413-798-8740
NE,7.0,HAHACMBLMSH,HAH7915,United States of America,,,W,20.0,543.0,Casper,T. Rowe Price,b,5.0,duoqmjonqbichgsqwsaxomykkw,oapsimceir,Iovmordzsewiippemxxxfqbojldimrhvhid,126133.0,Peakucarebkqqowcxyjwsuqbpxkkgoddzbikxxxrmhdceqotjbvnxmsacdxlhizkj,0.0,O,1-693-514-6735
PA,9.0,Wzikriwnntdbqzilgvtlsewam,Wzi7916,,,1465068.0,U,58.0,313.0,Macon,Steelcase,,0.0,umirygydvvkkekerszbnhfqkeybn,oorpdfvrd,HHUXFDBQAUOFNFMYHIUCXTKVZAUCUOMPXSMGSPHEKROPNK,354032.0,klczhzwofgxorfxmkkvnuqpydwremqspayihjzcubwdqhwjttsrluaxlvwouvd,5.0,O,1-676-265-1012
HI,2.0,doiwobekxvqcyswbc,doi7917,United States of America,m,,W,33.0,710.0,Savannah,Energy Transfer Equity,,2.0,SNKXJGTQRWWQWLMOWJJYVHQ,Mhrkuraadkb,Atvzcyljdextktcuwjdacr,393358.0,Qpwsepjuhbcxdbldbdrumxqzytrtgaqxdnuuxfidtqkafxfjcgyctvesyefo,4.0,O,1-465-904-8392
DE,8.0,Jqypfnqhmpuxmlcbrwswvee,Jqy7918,Canada,,3868349.0,D,60.0,320.0,Erie,3M,w,2.0,NFYRMRREIKMRNGBHWAHE,Fqkhm,,360080.0,Dcfdwrhlupetlrcgpdjcpwh,0.0,U,1-541-422-7984
AR,4.0,Kbaoljhbgdg,Kba7919,United States of America,,2409902.0,S,56.0,842.0,Minneapolis,Equity Residential,B,4.0,Jvzmlvkjpqlwuvpzkezubbtjf,LMFPXGXBZEGK,fybnngsnfazs,310910.0,PNCVGINMBDCEREMIGKLGBBVJMEWMLFUESEYFEHFONFTTVNXJSLLSULOILWGBWMMCLDKJOQNQMIF,1.0,O,1-486-040-0417
Ontario,9.0,Dvttbwfx,Dvt7920,,,3205565.0,M,81.0,364.0,Plano,DST Systems,,2.0,duyhyceaiukzomwqkhfcnvmlac,ZXRTKKPO,cuebfeqkxawdmtcukzsellbemotuxldxswdcjzlsashtelnoxfuwrapwnxuidxjkarfggz,482624.0,Zttnpyuyqvhdf,,O,1-426-146-7892
AK,1.0,XERDYDGUIKZAQPIULQVBDSXRFEOOB,XER7921,United States of America,,354145.0,U,32.0,543.0,Boise,Hawaiian Electric Industries,Z,2.0,XIHUXU,PFEKGCYFAGHN,YQXAKMZESSIVDHGOTUEAJVCNCSVVUY,47644.0,hxxbsfkqamwvkzfhvqoftxgzytniovbjpzv,5.0,O,1-674-592-3807
Saskatchewan,1.0,Gbkdkeisaste,Gbk7922,United States of America,f,1104063.0,M,15.0,845.0,Akron,NVR,,2.0,Wnperbzagblechbiuebt,Xskbyx,Gwnuncibniiuhffoufedrkvdteetipsjouwfpkyobhgupmjdzyartmiyer,433844.0,JTDBXBTPLNXOVQOVGXTIHPUMVEJAKNHTGGNSOTCSTFOYJWVZTQCWLHPGGLXCAMHTOJHTOQTWJBSOHF,0.0,R,1-983-632-9079
KS,6.0,Whninzryszfjxphspzcgeq,Whn7923,United States of America,,2213495.0,,23.0,745.0,Lansing,Virgin Media,h,4.0,WVPTBBBERUN,AXMNPVJYGX,Xqquwywircryqyajocqbefddlhjqsvhtvpyxwpzhqkzfrgitnaabqwaf,181596.0,Grvtwbldjuqurytjusxd,4.0,O,1-146-786-7699
NJ,1.0,IVYMGECWJXSMDAFIVU,IVY7924,United States of America,,775085.0,M,76.0,378.0,Anaheim,Polo Ralph Lauren,g,0.0,Wvpvtumgfcvdntgyllvp,CCOMKORPR,Yklpwrsq,338080.0,agcetpprnhvxchlbvaisfhdp,5.0,O,1-234-496-7120
SC,10.0,nlodvthfggrjpx,nlo7925,United States of America,,468879.0,M,44.0,464.0,Reno,Fannie Mae,R,0.0,gtgjjbedkz,Dzgpamgblur,Oyvnrhnrusia,192895.0,Kjyyterjaosalnolfimisnzusipktupgaywhpytdigvdctllqcovbwevfybfdasmqwrzzlx,5.0,O,1-053-718-0926
WA,5.0,ybfbzsmuxwwmbuutk,ybf7926,United States of America,,3325505.0,M,76.0,630.0,Brownsville,Zale,p,5.0,Kmdxshmxgvefoo,Dpcdojllw,qfrurnedupzxgqvwmmzpkxwtnugglcetlkegklljkiiyqqmpvxplzzrrbmrbeftpwrxbeifbqukftsf,471765.0,TSOJVMMKXUERZWITQTYIAFSXFKOEBVAXIT,1.0,O,1-865-765-9738
TX,7.0,Kfsmuipdwwslwoqldxfuksjcnt,Kfs7927,Canada,F,230971.0,M,92.0,628.0,West Covina,NV Energy,,4.0,Nukqkieftaayxnlshyyziybhggs,Xpfqujvj,RFKSEHIHUOERISQUFWVHHVKLIKIFOUXFHPTGIQS,338586.0,yukcnvpipinyxmhekregypjwnwkccccwihlhayf,,O,1-015-167-0461
Quebec,5.0,zgggpphbzlvx,zgg7928,United States of America,m,3026062.0,M,67.0,,Newark,Legg Mason,B,1.0,Kbjceoc,mwmnam,RPXDQECHMXYZYTXMBWSGRAIKQHWFFBBEBCNLLAZZERMOJWVBJWOFAJEWHFRDZOIZQSDSVL,380309.0,Ikadovganezpeqmoxjjnfnqkd,5.0,R,1-686-872-7968
