OwnOrRentFlag,State,MaritalStatus,MiddleInitial,Age,Employer,NumberCreditCards,Country,Phone,NumberCars,AddressLine1,AddressLine2,City,Income,LastName,NumberChildren,AgencyID,CreditRating,NetWorth,Gender,FirstName,PostalCode
O,OH,,O,14.0,Quest Diagnostics,0.0,United States of America,1-902-687-8840,4.0,21889 west court,,Casper,4497.0,Selisker,0.0,Sel429,589.0,408801.0,m,olympie,m6u 1g8
O,RI,W,,34.0,Bob Evans Farms,9.0,United States of America,1-018-440-3314,5.0,10724 voss lower,,Paterson,118996.0,maint,1.0,mai430,777.0,3118464.0,,martha,85017
O,LA,U,,52.0,FMC Technologies,9.0,United States of America,1-088-562-9127,3.0,13653 collier avenue,,Buffalo,,NISHITH,4.0,NIS431,768.0,2876206.0,f,VALERIA,33131
O,WI,M,,98.0,HealthSouth,6.0,United States of America,1-392-708-4577,5.0,10638 QUENTIN PARK,,Lansing,249611.0,Holvey,3.0,Hol432,505.0,2351716.0,,GIANNA,85012
O,New Brunswick,,,20.0,Calumet Specialty Products,2.0,United States of America,1-871-818-2480,5.0,4139 PACE LOWER,,West Valley,198480.0,loggins,4.0,log433,,524711.0,,rickey,59406
O,New Brunswick,U,,,Sovereign Bancorp,6.0,United States of America,1-084-880-2764,0.0,6795 greenspoint street,,Santa Clara,323601.0,Frampton,0.0,Fra434,418.0,2574607.0,,jennine,V5d 1n1
O,AK,D,,48.0,Spansion,10.0,United States of America,1-089-951-8709,2.0,10117 college upper,,Wilmington,279066.0,stronski,0.0,str435,729.0,545131.0,M,Jerome,33608
O,NV,U,O,14.0,Valassis Communications,9.0,United States of America,,3.0,21021 winifred south,,North Las Vegas,195110.0,pon,3.0,pon436,676.0,2543419.0,f,ROBYN,V6e 1u2
O,TN,S,,0.0,Dr Pepper Snapple Group,8.0,Canada,1-307-703-8251,5.0,15330 PAYNE DRIVE,,Vallejo,437319.0,crossley,2.0,cro437,322.0,3500291.0,F,Enver,81014
O,RI,W,,70.0,Jabil Circuit,3.0,United States of America,1-167-782-5615,0.0,14675 kiel west,,Fort Collins,208507.0,HARTIN,0.0,HAR438,608.0,838235.0,,Klarika,M4j 1o7
O,Manitoba,D,B,47.0,Altria Group,6.0,United States of America,1-995-846-4370,4.0,408 johnson ferry avenue,,Nashville,398251.0,Materna,3.0,Mat439,742.0,1330041.0,M,FIMA,E7n 1k3
U,LA,M,J,55.0,Assurant,9.0,United States of America,1-915-835-5972,0.0,11141 waverly south,,Charlottetown,202621.0,Shiell,0.0,Shi440,706.0,1893527.0,,Berget,77058
,MT,U,,61.0,Expedia,5.0,United States of America,1-961-267-6325,0.0,9645 hayden boulevard,,Austin,33679.0,LANOUE,4.0,LAN441,522.0,1803737.0,,PULAK,95227
U,AK,U,Q,20.0,American Express,2.0,Canada,1-923-688-2626,3.0,5395 trail lake lane,,Riverside,439541.0,Pastuszok,5.0,Pas442,530.0,3766589.0,,Syd,t6d 1j4
O,Quebec,M,,67.0,Owens-Illinois,7.0,Canada,1-728-690-0207,3.0,14359 commerce west,,Montreal,78673.0,PROBS,4.0,PRO443,771.0,,,kaminsky,V6h 1s6
O,TN,U,,53.0,U.S. Bancorp,4.0,Canada,1-662-874-9689,3.0,14243 river place road,suite 169,Las Cruces,432392.0,marks,3.0,mar444,575.0,,m,JACKLYN,V6C 1V6
R,MN,W,L,90.0,Coca-Cola,3.0,United States of America,1-039-088-4738,1.0,13345 nautilus avenue,,Scottsdale,94915.0,sanschagrin,5.0,san445,471.0,3980032.0,,KRYSTN,M5F 1U3
O,MT,M,,46.0,Saks,8.0,Canada,1-308-666-2754,1.0,14984 spaulding boulevard,,Chandler,395989.0,RUDDELL,0.0,RUD446,660.0,3241950.0,,Dhanvinder,78257
O,MN,S,,,PSS World Medical,,United States of America,1-581-838-9349,1.0,22189 south upper,,Orlando,303420.0,doyle,2.0,doy447,640.0,2433890.0,,Cornelis,96808
R,WV,S,,16.0,Eaton,5.0,United States of America,1-815-389-2428,1.0,22089 pelican south,,Anchorage,316111.0,Wienert,3.0,Wie448,337.0,3625876.0,f,JDEREK,H2c 1u2
O,Saskatchewan,M,,46.0,Western Refining,8.0,United States of America,1-658-160-2015,5.0,12804 graves north,,Hollywood,202658.0,Kiebel,,Kie449,630.0,744412.0,m,Julita,37917
,AR,W,B,2.0,,9.0,Canada,1-028-495-8866,3.0,926 nolan drive,,Moreno Valley,212833.0,moroz,4.0,mor450,757.0,234398.0,f,dorthea,35296
O,Ontario,D,,68.0,Avis Budget Group,9.0,Canada,1-898-707-7853,0.0,19454 hilltop crescent,,Tucson,493326.0,Massingale,,Mas451,847.0,3576329.0,,Ulrica,90258
,VT,U,,17.0,Applied Industrial Tech,0.0,Canada,1-680-532-0074,3.0,4801 spaulding park,,Modesto,51832.0,thoms,0.0,tho452,389.0,143729.0,,KARIE,90117
R,KY,S,,91.0,Great Plains Energy,1.0,United States of America,1-098-485-2128,1.0,24674 windchime court,,Biloxi,498023.0,Sobiesiak,1.0,Sob453,810.0,2710947.0,F,Eadie,43604
R,OK,S,,62.0,MeadWestvaco,4.0,United States of America,1-086-133-0355,3.0,23168 roxboro way,,Dallas,310857.0,CASTRO-HERRERA,4.0,CAS454,791.0,1054420.0,f,Kristen,A5d 1b1
O,CO,M,,71.0,"Toys ""R"" Us",0.0,United States of America,1-843-331-7144,1.0,10168 crystal hills east,,Warwick,85788.0,Gabriel,2.0,Gab455,836.0,604158.0,m,suzanna,35816
U,Manitoba,U,J,20.0,NVR,7.0,United States of America,1-734-373-4158,0.0,13535 colby avenue,,Chattanooga,,SYLVESTER,4.0,SYL456,308.0,304729.0,,Gerrard,t5a 1y1
R,CA,M,,72.0,Northern Trust Corp.,9.0,United States of America,1-712-161-9883,1.0,21292 eaton street,,Orlando,376334.0,Das,,Das457,,2629774.0,,GEER,v6t 1t4
O,WV,U,,45.0,Graybar Electric,,United States of America,1-442-095-8959,3.0,5208 ross lane,,Manchester,419994.0,Chummun,0.0,Chu458,770.0,1539610.0,,XU,V6g 1r9
O,WI,D,P,38.0,MEMC Electronic Materials,0.0,United States of America,1-485-980-2592,4.0,7216 gates avenue,,Inglewood,164193.0,Paperno,3.0,Pap459,679.0,695204.0,F,Jirina,h5k 1q9
R,ME,U,J,14.0,Wesco International,3.0,United States of America,1-165-490-5909,4.0,22149 TOPPLE COURT,,Wilmington,486399.0,skruber,1.0,skr460,495.0,2061858.0,,rafael,98164
O,WI,D,,23.0,,8.0,United States of America,1-860-066-0638,5.0,9689 oakmont drive,,Aurora,238480.0,Miao,0.0,Mia461,479.0,223131.0,,jocelin,v6z 1v4
U,NH,M,,,Norfolk Southern,1.0,United States of America,1-232-974-7178,4.0,695 marcus crescent,,Kitchener,298035.0,Jew,4.0,Jew462,838.0,267988.0,,bambie,T6c 1c7
R,DE,U,,62.0,CIT Group,0.0,United States of America,1-379-533-4527,,5391 CLAY WEST,,Hollywood,74811.0,Darcie,0.0,Dar463,774.0,914656.0,M,Alb,38128
O,MS,U,,47.0,Huntington Bancshares,6.0,United States of America,1-109-943-5976,1.0,2637 payne lower,,Ann Arbor,,Netdbs,4.0,Net464,443.0,138885.0,,Swact,R3a 1n9
O,AZ,S,,10.0,Cooper Tire & Rubber,2.0,Canada,1-016-804-7282,3.0,8096 northland road,,Victoria,113676.0,HICKMAN-MIOTT,4.0,HIC465,543.0,3756665.0,,AYN,99687
O,HI,M,,80.0,Embarq,4.0,United States of America,1-024-357-9663,4.0,9078 nealy lower,,Kitchener,237438.0,Archibald,0.0,Arc466,559.0,1253224.0,,Chloe,E7o 1l5
O,NM,U,,63.0,Harley-Davidson,1.0,United States of America,1-700-321-4289,5.0,21477 warren park,,Bridgeport,3050.0,Ruddle,1.0,Rud467,396.0,3978208.0,F,LAURENE,77176
O,Newfoundland,M,,15.0,Pride International,5.0,United States of America,1-609-359-7561,2.0,17129 kalani east,,Inglewood,407509.0,MORRIN,3.0,MOR468,,2610979.0,,Natty,v6e 1u2
O,British Columbia,M,,74.0,Old Republic International,9.0,United States of America,1-326-009-9751,1.0,19336 boll drive,,Charleston,188569.0,rastelli,4.0,ras469,653.0,885854.0,F,Annabal,48153
U,NJ,M,Y,41.0,Mohawk Industries,0.0,United States of America,1-967-930-9715,,19778 frostwood drive,,Mount Pearl,40764.0,Bovat,2.0,Bov470,848.0,130442.0,,Florance,64127
O,SD,M,J,63.0,Dole Food,5.0,United States of America,,2.0,11019 WOODROW WEST,,Denver,331388.0,vellino,0.0,vel471,709.0,172409.0,M,Emer,85017
O,NJ,M,,,Penske Automotive Group,2.0,United States of America,1-180-205-1719,2.0,4966 westpark south,,Seattle,,Mitrani,5.0,Mit472,668.0,1443338.0,M,Sally,73111
O,OK,W,,99.0,WGL Holdings,0.0,United States of America,1-991-584-6106,1.0,20740 mayfair upper,,Provo,20788.0,vandenheuvel,3.0,van473,351.0,2212253.0,,Brier,36620
O,MI,,,15.0,News Corp.,9.0,United States of America,1-740-019-0768,1.0,16655 VENTURA NORTH,,St. Paul,193702.0,Tilson,0.0,Til474,824.0,1621145.0,,TERESE,93912
R,IL,M,,34.0,Newell Rubbermaid,6.0,United States of America,1-112-406-5452,1.0,20040 ryder crescent,,Mobile,348826.0,Larche,0.0,Lar475,624.0,1030748.0,F,KRISTINE,94629
U,WI,U,,26.0,SunGard Data Systems,9.0,Canada,1-794-515-5519,2.0,24313 congress crescent,,Fargo,447160.0,trojak,0.0,tro476,348.0,2099326.0,,Rick,91912
O,KY,S,,84.0,Aleris International,10.0,United States of America,1-810-489-5250,4.0,5980 overton ridge drive,,San Buenaventura,,WAINES,1.0,WAI477,620.0,725432.0,f,doralyn,T5a 1y5
O,NE,U,,41.0,Autodesk,8.0,Canada,1-940-535-8420,4.0,19136 WINNWOOD STREET,,Concord,225668.0,TOTINO,0.0,TOT478,809.0,959416.0,,SHINA,77123
O,VT,U,,24.0,Bon-Ton Stores,10.0,United States of America,,1.0,18583 granbury street,,Boston,459394.0,suer,3.0,sue479,412.0,3426171.0,M,ARIADNE,V6R 1T4
R,NE,S,W,,Equity Residential,7.0,United States of America,1-150-314-8384,5.0,24438 cedar springs avenue,,Norfolk,368744.0,Yau,0.0,Yau480,316.0,2979891.0,,Annice,29415
R,IL,W,E,20.0,Beazer Homes USA,9.0,United States of America,1-527-891-6106,3.0,23788 linden drive,,Riverside,480862.0,Denley,,Den481,692.0,1741992.0,F,vmbackup,T6B 1A6
U,NC,,,37.0,Select Medical Holdings,4.0,United States of America,1-121-175-8485,3.0,15326 frostwood boulevard,,Rochester,178589.0,kotler,3.0,kot482,642.0,3141622.0,M,Petra,M4L 1M4
R,ND,S,,22.0,Tech Data,1.0,Canada,1-322-259-5626,3.0,22978 travis west,,Baton Rouge,154122.0,trpisovsky,3.0,trp483,830.0,3210202.0,F,Tak-wai,99618
O,OR,U,,,Target,6.0,United States of America,1-100-380-3680,0.0,16956 BELLWOOD RUE,,Wilmington,479326.0,Bazemore,1.0,Baz484,692.0,557419.0,m,Ruchi,M5C 1W4
U,Nova Scotia,U,,81.0,Diebold,6.0,United States of America,1-798-318-5538,4.0,3778 lakeview west,,Simi Valley,353490.0,Newnam,3.0,New485,788.0,3753669.0,m,Isl,48918
O,CT,W,,51.0,Omnicom Group,,United States of America,1-344-712-8905,1.0,21752 FLYNN CRESCENT,,Evansville,345585.0,Rowan,1.0,Row486,,501768.0,,Leanora,V6r 1p4
O,MI,M,,55.0,Fleetwood Enterprises,10.0,United States of America,1-615-959-4421,2.0,9902 altamesa park,,Rochester,255989.0,wardrop,4.0,war487,349.0,338572.0,f,pamela,43225
O,KS,S,G,24.0,Watson Pharmaceuticals,4.0,United States of America,1-395-843-4853,3.0,5539 carrington west,,Elizabeth,30460.0,ELZER,0.0,ELZ488,424.0,82808.0,m,Karlene,70185
U,British Columbia,S,,82.0,Discovery Communications,5.0,Canada,1-383-692-8650,5.0,15603 MORTON AVENUE,,St. Paul,35034.0,janaratne,5.0,jan489,616.0,2630125.0,,steffie,E7N 1Q9
R,VA,U,,29.0,Coach,9.0,United States of America,1-068-008-8134,1.0,6696 capital lane,,Elizabeth,113707.0,credico,4.0,cre490,713.0,,,America,90796
O,NJ,,,27.0,MetLife,7.0,Canada,1-495-940-4436,5.0,1689 nolan drive,,Chandler,409858.0,hugo,1.0,hug491,617.0,616958.0,,De,V6U 1Q2
R,IL,S,,38.0,Dillard's,8.0,United States of America,1-651-861-9932,2.0,14362 reilly boulevard,Apt. 612,Omaha,461517.0,feeley,3.0,fee492,347.0,2467938.0,f,Joke,85753
O,CT,M,T,,AGCO,5.0,United States of America,1-674-406-0880,2.0,13762 silver sage way,,Whitehorse,124103.0,Hetzel,3.0,Het493,341.0,927087.0,,perri,98171
O,Ontario,W,K,54.0,Fannie Mae,5.0,United States of America,1-751-193-8798,4.0,2097 HARRIS WEST,,Winnipeg,203100.0,LABERGE,2.0,LAB494,553.0,1666089.0,M,Catharina,89157
O,CO,,,40.0,Warner Music Group,6.0,United States of America,1-231-104-2909,5.0,3934 green ash north,,Berkeley,20522.0,Semeniuk,3.0,Sem495,762.0,,,Dalip,18106
O,Saskatchewan,U,O,81.0,Ball,10.0,United States of America,1-491-041-2580,2.0,2494 tosca road,,Colorado Springs,,COPLESTON,2.0,COP496,644.0,3338312.0,,JASMIN,55159
O,AL,M,,52.0,AECOM Technology,9.0,United States of America,1-381-499-8556,2.0,11293 RICE AVENUE,,Washington,446106.0,SERAPIN,3.0,SER497,,1146941.0,M,NIKOLETTA,M5C 1V6
O,MO,M,,2.0,Aramark,0.0,United States of America,1-544-635-3295,4.0,10877 CENTURY CRESCENT,SUITE 388,Hilo,45114.0,Kinsella,,Kin498,476.0,3417623.0,,HILDY,89150
O,TN,M,,35.0,Century Aluminum,2.0,United States of America,1-436-565-8622,1.0,2929 north crescent,,Winnipeg,389025.0,GUBENCO,3.0,GUB499,692.0,2663647.0,,LIAN-HONG,28244
O,VT,U,N,51.0,Sentry Insurance Group,6.0,Canada,1-237-713-9761,5.0,20992 grassland boulevard,,Lexington,371860.0,WESSELOW,4.0,WES500,384.0,,,Dasha,73175
O,KS,S,,24.0,Becton Dickinson,8.0,United States of America,1-950-580-4904,5.0,23999 3rd west,,Inglewood,110216.0,HRUBIK,5.0,HRU501,519.0,3518237.0,f,FLORINE,93341
R,OK,D,,4.0,Thor Industries,9.0,United States of America,1-790-859-7281,1.0,13904 MAHONIA BOULEVARD,,Raleigh,375963.0,Mcelrea,4.0,Mce502,343.0,2491413.0,f,Renu,77096
O,CA,M,,,Foot Locker,6.0,Canada,1-564-581-2354,2.0,11528 edwards lane,,New York,90670.0,Fabrizio,3.0,Fab503,554.0,1747292.0,,Raye,v6k 1u5
O,WY,D,,51.0,Flowserve,7.0,United States of America,1-126-565-6600,5.0,10925 MAYFAIR AVENUE,,Richmond,458822.0,musclow,0.0,mus504,693.0,766607.0,,Thuong,32214
R,ID,S,,67.0,Big Lots,0.0,United States of America,,1.0,19342 wycliffe park,,Hayward,431213.0,Akhtar,2.0,Akh505,489.0,2550326.0,m,bernie,19135
O,Nova Scotia,S,,,,5.0,United States of America,1-650-351-6048,4.0,11797 HOWSER COURT,,Jersey City,397902.0,BLAIS,,BLA506,702.0,3065726.0,f,TANDI,e7o 1h4
O,MD,U,Q,40.0,Snap-On,9.0,United States of America,1-346-684-3754,0.0,4958 YESLER WAY,,Ann Arbor,477901.0,CHAVEZ,3.0,CHA507,764.0,,F,Wallie,V6x 1p4
O,OH,,,16.0,Neiman Marcus,8.0,United States of America,1-759-327-9618,0.0,18043 watts street,,Kitchener,147703.0,Kernodle,0.0,Ker508,364.0,1231455.0,M,Karissa,V6d 1v6
O,AZ,M,,32.0,Biogen Idec,,United States of America,1-058-987-3833,0.0,5539 carrington west,,Las Vegas,298828.0,Tassi,5.0,Tas509,814.0,2353700.0,,Gerta,M6s 1i1
O,SD,U,,74.0,WGL Holdings,,United States of America,1-036-511-1895,5.0,18517 HULEN LOWER,,Tucson,226606.0,DULA,0.0,DUL510,651.0,2390250.0,F,fanni,V6f 1p8
R,KY,M,,88.0,,10.0,United States of America,1-014-162-4086,4.0,20641 NORTHLAND CRESCENT,,Halifax,422094.0,Cronkwright,5.0,Cro511,,1932141.0,m,lilli,32837
O,Nova Scotia,,,10.0,Sovereign Bancorp,4.0,Canada,1-398-865-1259,2.0,24444 STRASS UPPER,APT. 965,Idaho Falls,190333.0,TRUSSLER,2.0,TRU512,549.0,907688.0,,Renelle,M9F 1U5
O,Prince Edward Island,D,,49.0,Altria Group,10.0,United States of America,1-105-612-6126,3.0,8155 STOREYWOOD ROAD,APT. 717,Independence,272311.0,zalite,3.0,zal513,550.0,,,herbert,M1I 1R1
R,CA,M,,65.0,Valassis Communications,5.0,United States of America,1-910-098-3485,3.0,12845 tully north,,Thousand Oaks,314786.0,MCELREA,4.0,MCE514,804.0,2454342.0,,TERESINA,46408
R,SC,M,,20.0,Warnaco Group,10.0,United States of America,,0.0,19878 williams street,,Oklahoma City,180293.0,flickinger,3.0,fli515,616.0,3769983.0,,Cristian,X5e 1v8
,NM,U,B,35.0,Merck,2.0,United States of America,1-447-531-6947,1.0,5954 hazard way,,Norfolk,668.0,Bulkovshteyn,1.0,Bul516,453.0,1587898.0,,Femke,53223
O,WV,W,,99.0,Xerox,,United States of America,1-037-739-7056,0.0,4516 whitman lane,,Cleveland,237432.0,Napper,0.0,Nap517,527.0,101620.0,,Vax,v6d 1u2
O,PA,M,,62.0,NYSE Euronext,1.0,United States of America,1-606-351-7202,3.0,24633 REGAL BLUFF LOWER,,Rancho Cucamonga,329405.0,lopes,3.0,lop518,709.0,952103.0,,gwen,47710
O,CA,S,,5.0,Exxon Mobil,,Canada,1-283-417-0933,5.0,1053 south west,apt. 811,Salem,302949.0,Bockaj,,Boc519,465.0,1681238.0,,Tarah,94204
O,KY,U,H,19.0,Dentsply International,8.0,United States of America,1-795-749-2788,2.0,6320 WAGNER DRIVE,,Wichita,182243.0,Afkham-ebrahimi,4.0,Afk520,412.0,1602794.0,,Envoy,e4a 1s1
O,NV,W,D,41.0,,6.0,United States of America,1-723-711-3831,,12357 hayes lower,,Regina,201721.0,lefevre,2.0,lef521,334.0,13330.0,,Freida,M5F 1V3
R,AR,M,,8.0,CB Richard Ellis Group,9.0,United States of America,,2.0,23148 WILLOWLAKE LOWER,,Pittsburgh,49502.0,Swick,1.0,Swi522,634.0,2641323.0,f,KATRINKA,46205
O,SD,S,M,71.0,Starbucks,9.0,United States of America,1-529-080-3124,0.0,22083 crossus lower,Suite 161,Abilene,84071.0,Peebles,5.0,Pee523,323.0,3525047.0,F,Lu,H5l 1o7
R,HI,U,,88.0,US Airways Group,8.0,Canada,1-283-966-1620,2.0,22422 inman way,,Overland Park,248462.0,Rch,2.0,Rch524,734.0,1963830.0,,zaneta,95283
O,NE,S,K,88.0,DynCorp International,10.0,United States of America,1-827-078-8625,2.0,2560 willowlake road,,Bismarck,362216.0,Sathe,2.0,Sat525,739.0,3902828.0,,Glennis,T6d 1a9
O,WY,S,,52.0,Nvidia,9.0,Canada,1-718-715-3801,5.0,22605 deerwood south,,Montgomery,,Rizewiski,5.0,Riz526,831.0,1022007.0,M,Walt,H5K 1Q5
,AZ,U,Q,23.0,UnitedHealth Group,0.0,United States of America,1-794-769-9566,5.0,24444 STRASS UPPER,,Huntsville,238750.0,Cruzado,5.0,Cru527,607.0,3761200.0,f,Kaile,19149
R,TX,M,,,,3.0,United States of America,1-715-238-9616,3.0,12906 stanford road,,Warwick,,Pollinzi,2.0,Pol528,831.0,793012.0,,KENNA,10038
R,AL,U,,72.0,BlackRock,9.0,Canada,1-382-519-9897,4.0,5052 california lower,,Allentown,492844.0,Rashed,2.0,Ras529,678.0,2652808.0,M,Lowell,m6s 1g3
U,OR,M,,61.0,Snap-On,0.0,United States of America,1-224-423-2090,4.0,12906 STANFORD ROAD,,Grand Rapids,11305.0,JAMSHIDI,4.0,JAM530,815.0,1480644.0,,Gerardo,T6A 1K6
O,VA,M,,93.0,Icahn Enterprises,3.0,United States of America,1-614-791-8498,2.0,11809 carroll north,APT. 821,Calgary,90849.0,Slobodian,2.0,Slo531,788.0,100994.0,,KATHY,M5e 1x3
O,SC,D,,54.0,,7.0,United States of America,1-033-589-2168,2.0,16845 boll upper,,Stockton,126601.0,MOMBOURQUETTE,3.0,MOM532,759.0,2893267.0,,Vivi,M5b 1u2
R,Newfoundland,U,W,22.0,Men's Wearhouse,1.0,United States of America,1-346-219-9253,1.0,24027 spruce rue,,Durham,38075.0,Gysel,0.0,Gys533,670.0,598011.0,m,Lane,T5D 1P8
O,ID,W,,90.0,First Horizon National Corp.,1.0,Canada,1-767-228-3814,1.0,1191 highland park lane,,Charlotte,329843.0,Cachero,3.0,Cac534,757.0,937911.0,,BALJINDER,M5c 1y2
O,CT,W,,79.0,CIT Group,10.0,United States of America,1-705-436-1228,5.0,23271 springmaid west,,Cedar Rapids,281530.0,HOWSE,4.0,HOW535,534.0,164701.0,,Yvan,45271
O,Nova Scotia,U,,73.0,NSTAR,2.0,United States of America,1-913-763-1929,3.0,2203 VALITA BOULEVARD,,Waco,52416.0,Kratz,0.0,Kra536,601.0,3713485.0,,Barbe,59405
R,MA,M,A,27.0,SkyWest,,United States of America,1-988-516-9915,1.0,8104 barberry lane,,Las Vegas,18887.0,mayne,4.0,may537,431.0,3190886.0,,hor-lam,v6z 1q3
R,TN,U,,13.0,D.R. Horton,5.0,Canada,1-637-900-3659,4.0,6281 trace creek park,,Philadelphia,221749.0,Bauer,1.0,Bau538,713.0,3828091.0,,NALIN,v6c 1p2
O,CA,M,,20.0,Vought Aircraft Industries,9.0,Canada,1-039-245-7279,3.0,16667 HARDY SOUTH,,Sherbrooke,488465.0,MCCREANOR,2.0,MCC539,669.0,2196012.0,F,Ofella,10113
O,AZ,D,,,Office Depot,9.0,Canada,1-777-844-8481,3.0,22609 reagan drive,APT. 733,Cheyenne,425742.0,GARGUL,5.0,GAR540,499.0,688599.0,M,CLOE,90008
O,IA,U,N,,Molex,3.0,United States of America,1-757-436-8653,4.0,14808 hudson rue,,Houston,126394.0,Wales,5.0,Wal541,786.0,374344.0,F,Sherrie,V6G 1T5
U,Prince Edward Island,D,Z,31.0,State Street Corp.,4.0,United States of America,1-590-750-3187,5.0,6769 pasadena upper,,Macon,236385.0,CHARETTE,2.0,CHA542,,2128295.0,f,chiu,T5C 1S7
O,Saskatchewan,M,T,22.0,Manpower,3.0,United States of America,1-530-766-6655,3.0,2132 meadow lake upper,,Brownsville,12749.0,PALERMO,4.0,PAL543,757.0,765927.0,,Cosette,72273
U,KS,M,W,70.0,Seaboard,6.0,United States of America,1-620-591-2887,3.0,19068 coventry park,,Birmingham,130369.0,Zou,2.0,Zou544,623.0,825727.0,,Derrik,V6N 1W3
U,AZ,M,A,46.0,Rockwell Collins,3.0,Canada,1-890-642-9374,1.0,15185 simpson south,,St. Catharines,59415.0,Karolefski,5.0,Kar545,390.0,1003330.0,,Inquire,V5b 1m6
U,LA,M,F,68.0,Applied Industrial Tech,3.0,United States of America,1-518-006-4680,2.0,15565 washington crescent,,Oceanside,358142.0,Bascombe,0.0,Bas546,394.0,2828054.0,M,Nalin,28311
O,FL,W,,38.0,Popular,,Canada,1-662-149-8461,4.0,4482 pico crescent,,Sandy,489823.0,ritz,2.0,rit547,427.0,665662.0,m,Franciska,V6X 1Q3
O,Manitoba,U,Q,8.0,EOG Resources,4.0,United States of America,1-671-417-7863,3.0,3029 hickory lower,,Boise,193546.0,typer,5.0,typ548,814.0,74977.0,M,MARYLOU,28218
O,FL,U,G,84.0,Great Atlantic & Pacific Tea,10.0,United States of America,1-162-283-6673,2.0,1238 westwick west,,Huntsville,372888.0,CHESTERFIELD,2.0,CHE549,,1641257.0,,joya,S7d 1m7
O,NH,U,,55.0,SLM,2.0,Canada,1-784-304-4388,5.0,4435 tahoe south,,Bismarck,340144.0,Beavis,1.0,Bea550,521.0,2100680.0,m,poh-soon,79928
,WA,U,,37.0,BearingPoint,,United States of America,1-019-479-1325,3.0,13175 halifax lower,APT. 646,Milwaukee,90461.0,TAKI,4.0,TAK551,339.0,2933699.0,F,Ag,83404
O,CT,S,,37.0,Kansas City Southern,10.0,United States of America,1-844-746-1067,4.0,12807 mccardell upper,,San Francisco,14053.0,leenher,3.0,lee552,642.0,3118613.0,,Ag,V5a 1o4
U,NY,S,,65.0,Schering-Plough,0.0,United States of America,1-102-108-4401,3.0,23539 LA CIENEGA DRIVE,,Savannah,259822.0,Rastelli,4.0,Ras553,347.0,507288.0,F,SELINDA,90776
O,NY,M,,53.0,U.S. Bancorp,8.0,United States of America,1-205-973-1756,4.0,1503 STAR CRESCENT,,Sherbrooke,44865.0,Baldwin,4.0,Bal554,461.0,,M,Takashi,v6e 1r3
R,WV,M,,28.0,Arch Coal,0.0,United States of America,1-264-639-0727,3.0,1311 apollo north,,El Paso,49449.0,MAPES,3.0,MAP555,465.0,1447642.0,,Angela,93790
O,TX,U,,63.0,Burlington Coat Factory,,United States of America,1-988-548-0547,5.0,15613 PAINE LOWER,,Pembroke Pines,355613.0,Hammond,2.0,Ham556,419.0,3810843.0,M,Trenna,v6p 1u1
O,ID,S,,76.0,FedEx,8.0,United States of America,1-722-272-4914,2.0,19085 AMSTERDAM AVENUE,,Jackson,59658.0,shackleford,5.0,sha557,752.0,945156.0,m,kary,92858
O,NC,S,,18.0,Medco Health Solutions,9.0,Canada,1-610-586-4684,,254 cartwright street,Apt. 955,Costa Mesa,34855.0,burdett,2.0,bur558,548.0,792813.0,F,Steve,98158
O,MD,W,,6.0,,9.0,United States of America,1-012-449-0747,4.0,22712 BEACH UPPER,,Mesa,372830.0,SHAMSHIRI,1.0,SHA559,451.0,459855.0,,JACINDA,m5a 1u2
O,British Columbia,M,,84.0,,,United States of America,1-839-508-0901,1.0,4953 williams boulevard,,San Jose,336857.0,Venier,1.0,Ven560,481.0,3616962.0,,Tierney,t5b 1o1
O,IA,M,X,29.0,Zimmer Holdings,4.0,United States of America,1-147-165-3646,5.0,11038 panther creek south,,Evansville,472518.0,Everitt,4.0,Eve561,759.0,1843310.0,M,carolle,V6e 1s7
O,Quebec,S,,21.0,Urban Outfitters,7.0,United States of America,1-630-305-9147,,14422 morning rue,,Henderson,405694.0,GLASZCZAK,3.0,GLA562,443.0,3756835.0,,Bcspatch,E7n 1l3
,MD,M,,90.0,AptarGroup,4.0,United States of America,1-071-894-6279,5.0,3542 blount boulevard,,Bellevue,85791.0,Matsuzaka,1.0,Mat563,529.0,1612815.0,f,Feng,99759
O,AZ,M,,3.0,Albemarle,5.0,Canada,1-995-658-8433,4.0,6054 chestnut avenue,,Kansas City,,CONSTANTINESCU,1.0,CON564,434.0,2872238.0,m,Rhetta,95221
O,WV,U,G,12.0,AGCO,5.0,United States of America,1-114-481-6095,5.0,22105 grandview park,,Garland,442960.0,SCHICK,0.0,SCH565,836.0,3541254.0,,Jai,V6g 1w3
O,Saskatchewan,W,,94.0,Energy Future Holdings,9.0,Canada,1-162-938-2089,4.0,10959 throckmorton east,,Boston,58898.0,Steffy,1.0,Ste566,360.0,152437.0,f,Anna-diana,35291
O,VA,M,A,81.0,Johnson Controls,5.0,Canada,1-667-787-7227,4.0,18464 ashbrook lane,Apt. 23,Burlington,97701.0,enet,,ene567,605.0,934103.0,M,Marieka,v6v 1p8
O,MD,M,O,70.0,Agilent Technologies,6.0,United States of America,1-650-795-9539,5.0,14624 halliswood south,,Charlottetown,5.0,golia,0.0,gol568,307.0,1448651.0,f,ANGEL,94417
R,RI,U,,36.0,Leap Wireless International,2.0,Canada,1-682-888-4469,0.0,2756 BROOK MEADOW COURT,,Santa Clara,57679.0,minetola,0.0,min569,531.0,1237484.0,,Prudi,V6o 1r3
