gndr,frstnm,pstlcd,nmbrchldrn,nmbrcrs,wnrrntflg,phn,mddlntl,ncm,ddrssln1,ct,ntwrth,mplr,stt,gncd,crdtrtng,cntr,lstnm,nmbrcrdtcrds,mrtlstts,g,ddrssln2
f,DAKNBOKJRVNJBZSNPIJCJZXKNRL,Gjmxz,3.0,3.0,O,,,295847.0,Ivlgwxksakmbkctuovoqqwlwrfvmjxxqvaclqfsymhsmqtzdsupo,Las Cruces,150227.0,Marriott International,ID,Xrb8945,638.0,,Xrbhabeteugroysmlpbyakobk,2.0,W,42.0,VUOHNKHNRFMTRDVBYTUNCKTTDPOJBXZONBHCRFBANCDCUXDZUUMSTUHQSHAXTTNOYOPSM
m,ZLDRTXFRDCPFIBZKSLERDWCZCJZ,Xdyjebkgd,1.0,2.0,O,1-310-389-4971,,143466.0,anrrvckopirkerqsdqkkuhuhdbcf,Oklahoma City,1935883.0,Integrys Energy Group,OK,Zov8946,639.0,United States of America,Zovgnodqewldndpyerymuj,5.0,M,99.0,
,RLKYNMTLCJTEAUR,KEQLKJUT,0.0,2.0,,1-195-810-2427,,361354.0,Nqxgfraounagyvdebmsybpefaetnrpqmtmndiqksgacvmxmacvmdtlmndvnk,Greensboro,38287.0,Ferro,AR,Gxo8947,,United States of America,Gxoyjotyjuvpb,2.0,W,98.0,txhcjcmtvfxhhoygcckpmlxpkadufkjxeibslgudhzgblurjqrqavjghczs
,NJDJVAKBLBYB,pxdrb,1.0,1.0,,1-019-217-6283,T,359796.0,Cvbophdalrupdemyhdikrdypqfpdkxpygktsxeuxekdtvybfxhshvohjkztamkuloagdawkh,Brownsville,3426570.0,Retail Ventures,MD,Edv8948,368.0,United States of America,Edvdwuovfsosmkgggqruoyfdjr,5.0,S,2.0,HMRZFQDXGPGHJKLQTRAPB
,wqpigzhzyjfpdghkmfersqgmiaznyd,ijwhvfn,5.0,,U,1-924-020-2373,G,216645.0,Jatpka,Kansas City,1675143.0,Delta Air Lines,TN,Gli8949,444.0,United States of America,Glimfjasdfzb,6.0,S,73.0,Xdznaojewuyerpmliqfkydybnmdgfwrnis
M,BDJAHJYPHXFU,ihpjjjsqkl,0.0,0.0,O,1-333-210-9332,V,164584.0,Hvgumzhhelvvwhb,Great Falls,771190.0,Time Warner,LA,ziy8950,309.0,Canada,ziyirdrkygzxqk,10.0,U,74.0,
,SHLNRNWPTXFSDNLLTPFBSRAOAI,Pkxqdutcc,1.0,4.0,O,1-777-178-3559,q,53976.0,DLJWYMWMYQOVSWREDRXEIUDQSAYULZMLNJRMOBJIGVFCMFVVSPRR,Idaho Falls,1753488.0,VeraSun Energy,AK,Dwi8951,302.0,United States of America,Dwicq,1.0,U,62.0,
,OZUMCYVXVRBBAGNIBRSXLOUYKJJYG,AQQURDVBSU,3.0,2.0,U,1-791-831-0714,,441573.0,Dfknhqsmdpmkonwiwlpjgquzhsoyrfjqfrnojvnhnluy,Victoria,,Cigna,NJ,OUV8952,677.0,United States of America,OUVUYOFYLT,8.0,U,23.0,
m,cdqxqhmmyb,Hpixjmchzqy,0.0,0.0,O,1-947-347-7556,,203133.0,hgrcczerchubjxmahhhmovllrkgkbwilqcj,Irving,2935262.0,Martin Marietta Materials,SC,Vsd8953,655.0,Canada,Vsdkmajpeborxpgdgrysgvvq,7.0,M,59.0,Fdnllisiqjjshcrhiexsrjere
,FOLUQIGHASZZCPOXHVZFRJ,khcnykrr,3.0,5.0,,1-203-843-7616,g,,Gkcgpfadnqpxgororgknudewzuzij,Fremont,2936511.0,Northeast Utilities,NM,Fyn8954,564.0,United States of America,Fynmikhlmgnkmjylvbdslw,5.0,,54.0,IOTBXGWMZIQONDXPRAWGDTAIMYZTWWSBEMWLRMZXZNBPUDOWUAYJWLDWFUIISNVPZHHSOGCTVM
,Wlsdrmboeilupmnjfegbzioi,,4.0,2.0,O,1-422-137-3874,n,306649.0,CMQGZYRDEWRWNUPSSETWNNZGNFTPEHHDWPJAPJUAZDSQCVKZEGFUNEYICSKBFPJONGPGF,Worcester,955409.0,Progressive,IN,ism8955,515.0,United States of America,ismuokpfkvhhwztntlpeesewin,0.0,M,40.0,Jekkdashmwjtnvmiblqxejzrw
,Bhoeuhvyevhhlvmxmtnyqppovk,fmpfdefus,0.0,0.0,O,1-049-382-8436,,364954.0,pvfdaoxuwyblxsdwbanxofvyhbjmuwuafmjkwcg,Spokane,2770752.0,Acuity Brands,WA,Ucl8956,499.0,United States of America,Uclnmrpjvuwxmxvyuysyvqdsfpyk,3.0,,29.0,Mzxdxllbtvdjnjqxytubhuigdfkxigjoibhgzvcukfumi
,Voaduckjbhkgub,XODGD,1.0,4.0,O,1-253-363-6818,N,244200.0,Mayatepyjccxcpkobdwnvwnkvwlrwxcdomivdlfeghlvonw,Cincinnati,1995762.0,M&F Worldwide,Nova Scotia,Rfr8957,531.0,United States of America,Rfrvycnsybnmujajqsogdajqzlpncr,5.0,S,5.0,Efmnlpspwjuocpioog
,Fbeffjudijttfzfyrao,,2.0,2.0,O,,,397763.0,Pbkmvnaywqfdwgwnbqpxipznvixdhmdyfgslsdimwvm,New Haven,1198458.0,,NV,Bnh8958,470.0,United States of America,Bnhtnxbyggysreejnvmrvwz,7.0,M,51.0,Jfdfdeuzhhejwdxxsuqqmnhlaluhxxjywolvka
F,JEIBUSRHJMNCRZMZEDD,Tmrlakbcg,3.0,0.0,R,1-671-018-1509,N,498735.0,Rkjdmgoiehygirlwdcdrxjxfqhaawpwuyjkrjjgiozmbniewrbuxihzjmrjmknitszxdgonemvhit,Garland,2575268.0,,MT,Auc8959,,United States of America,Aucfxotuxpckrtbhuklbujssjs,5.0,M,93.0,ZRIWAHPYQOEKCVVN
,rnjqbskdlupdngyxouhylhrb,aalwsvofci,4.0,0.0,O,1-106-610-2348,,416876.0,Dngvvucqrwghimajicruqhuxhaoizqrtsabbmemfpzqbunwmezweqxlg,Syracuse,3610212.0,Maxim Integrated Products,NE,Fao8960,,United States of America,Faonniqzyibxcvgljyimnpz,4.0,M,88.0,Xisdrfdwiocqkvfrlphvurgdxretcavhxmnmydtguihyibhrtkexqypewwdyiooujbzuizcsiumgdxp
,Oshszfayvmxchxtknksa,VFFZQC,,2.0,R,1-350-841-2058,l,189595.0,Rvejuqsxsyendlgyjugnjbwswqu,Mobile,,RBS Global,IL,col8961,591.0,Canada,colqwnibobqwdgcuswciseaesqnhk,1.0,S,19.0,iyokkmaurbkao
m,WLQIV,FSJGPGRQO,2.0,5.0,U,1-695-802-4134,b,44337.0,Tagfmatno,Scottsdale,1555402.0,Fiserv,MN,WIP8962,721.0,United States of America,WIPCN,10.0,M,66.0,Ytuhrqvfbsbplsgvdkdddaagw
,KAROKHCCKFQJGKRJY,csfwocttx,0.0,1.0,O,1-326-976-1511,,145157.0,XANIHNCHXWWUZIFDMSIBCMCBBHIIYEQPCBKKWCYNDQGKEIKSYVJLIBTLXXGHCTMNS,Frederick,2217339.0,Dollar General,New Brunswick,Zsp8963,500.0,United States of America,Zspbtthzgtzoklytvhbudcu,3.0,W,39.0,Xrrspsbbbhrkivijytxornqesgwcubppfwkzdqvqltqyebdiifcjlmvdtwysug
,Wdccfi,PKZSFQQX,2.0,2.0,O,1-023-937-8745,,398593.0,MLEGSDJMZLBUVTFDITJTHPOBFEPKPDXYKUXMABIEGBNZNSVSPQOWKDWIVCALWGDAETVFTBTW,Billings,391571.0,Complete Production Services,MD,Auq8964,472.0,United States of America,Auqjlltvs,4.0,M,22.0,
F,Cqrzyq,Cnvfwxpcpbk,2.0,4.0,O,1-215-143-0722,,296625.0,Svuwnynolxjvdckhenggxrlpmkqrujxumqcqvm,Oshawa,3881870.0,Integrys Energy Group,MN,BZY8965,850.0,United States of America,BZYMDHQFILYNIORUJVAWNCT,0.0,S,3.0,xvaiqhuownthrcjkfefzosjqfbppfirjakeehiuefzo
F,laxzxbgyrufx,wlzir,5.0,1.0,O,,,319530.0,Okacfomllfabtaisjbvvsahlhyzirgomawinqfvfkgsmmbrstxebfpueuneghczdgeudswtaq,Norfolk,1968256.0,Unum Group,TN,uwx8966,419.0,United States of America,uwxcyabhxvgkrybcioibkxvyqwxsdx,3.0,U,88.0,Tafngdmiegidtkwvbxsd
,YXVUDCFJWPYRE,gxcsm,5.0,0.0,O,1-918-094-0190,T,100522.0,Eoxdidkitbip,Cincinnati,1598906.0,YRC Worldwide,OK,qlw8967,395.0,Canada,qlwpjmexliz,2.0,W,65.0,Zhhsiprzuenjrmczajsnqawddfltuqmoadqxqjqwvtdgpfadxgttnbgcn
m,Smbxmnpgbx,qoxxdrwi,2.0,3.0,O,1-409-011-9159,,486102.0,kwlcjacotajtphgeicdwwwuifuvrikotntgoorkddwdinshscfiqwchtlzkujhm,Irvine,,SanDisk,NV,Obx8968,,Canada,Obxexjhhbcrrmrjqmrjx,4.0,D,97.0,Jpspppedqxewnjhujeirwjroltdkpg
,Izdebuuskv,mymxzhof,2.0,2.0,O,1-583-362-3380,V,45114.0,nzhxyrrgkiccrnpakcbfxjltrfsdurav,Elizabeth,1761155.0,American National Insurance,Newfoundland,wes8969,679.0,United States of America,wescid,6.0,M,72.0,Jtdgclunvketldqrshdrz
,ckmteergrueonracehkdmafir,Pelauwlk,3.0,2.0,U,1-974-373-7174,,494579.0,Tvbvkjfzndkczqnancblnbejkadpozjtxualknzijeemmtneptvcnuhqcesnjbjcehqeqx,Whitehorse,296341.0,,Newfoundland,Kzu8970,463.0,United States of America,Kzunnjakuqgt,10.0,D,94.0,mrcbiisrfiweebitejrxbvotvgfnvegldjvqcecteo
M,vpyfdfxngadrwacwaywto,ecfiwewsg,0.0,0.0,,1-595-896-3414,E,434922.0,qmvxewcnkddefznrnmzwqqdjoehtykgqvxkxtrdkcce,Little Rock,2191155.0,Benchmark Electronics,CA,Zdk8971,591.0,United States of America,Zdkzbjhldjjnriwugcxutxfq,5.0,W,56.0,Ilrxyywylbohqsbbklgwxjmojlfbhryfpruwimvlvohjzsffaolagbocczhepwdsuds
f,Tsqedbxjsieoiskrjdizqkwvkgq,Kdtabjctakyd,5.0,5.0,R,1-923-381-0072,J,31543.0,KJTIQHAOJFSYQPLOPCCOGECUMPRGODSSCRSEEXRVRUGBWJFDTSKWEKCHJYKGXPMOTPFCBWQDQHL,Fairbanks,487195.0,Fred's,AK,Spk8972,445.0,United States of America,Spkkjiaqgmqitkfi,,M,26.0,HRCWQMRSWFXMYAAVWXGRKERBVSD
,FMJFOFMXSPNQII,Epachrgfirln,1.0,2.0,R,1-636-511-8748,J,145525.0,JHMSYOLHEXLJVHLIOTSSDMOCLRTMJ,Honolulu,,El Paso,MS,jrh8973,662.0,United States of America,jrhorvtcmekuenwdie,0.0,W,95.0,BKEVZAZSADEPKICBOZUISHDNZXVSRBOCIPDPGRIANRWYUUEJOAEABFOOFM
,WXFINFOSBOOCGWDH,Ufdfnpcq,1.0,1.0,U,1-174-302-3049,b,376529.0,Bzluwxixtxrgzbcxfcvxejpdceatdovunlewiejvwzfugpuxkicvkgfkgwpwkwwewrwftwq,Coral Springs,949706.0,Merck,MA,aiu8974,848.0,United States of America,aiubhyqqabqawiigjqebnib,2.0,D,17.0,Amjethjavlggws
M,ISKBBKKTLFRHFV,Slwbs,4.0,0.0,O,1-119-095-8064,G,321157.0,Yikdqcrkxmorbwtplooazgffxsshizpcfbtbxtdgslljefamp,Henderson,434301.0,Silgan Holdings,SD,WFC8975,658.0,United States of America,WFCPCHWCW,10.0,S,73.0,Oiwtlgxvqkfebvaexoonoyjfrkfnptjjtacpsyymcvztqkzfr
m,Ulmthdvxl,Hvimidxyp,2.0,3.0,O,1-396-171-2168,W,196627.0,DOMLFYHAHTWUVLXOXKJFOAVOCPLUKVCTPBITDVINYILWCAQQDKOZBJPVAIYQIGQEFQLHUGCDYXVEK,Chula Vista,2870604.0,PharMerica,MD,jki8976,408.0,United States of America,jkialbblr,5.0,S,81.0,Iftgibnefprvijurawsdggosijevuqwboknoqviejpwlxdjmbg
,Hzbsextqwioyk,pvgrhe,5.0,3.0,U,,P,230021.0,wfzjzzgkatdhodcfjwpafdwczcflejdhzbwxbmotscngbypplreacwkqvaqlvjcepsewwfbevwavmcx,Chandler,,Alpha Natural Resources,MD,RZL8977,486.0,Canada,RZLMFZHFUEEUL,7.0,M,52.0,nhzmqypwwrgnpioyhzebutbamomptrnqlekrkkorhufvtxrdjuhihrdpa
M,JEODSHKF,Miwbda,5.0,5.0,O,1-799-922-4552,,411824.0,BNUFUZSXBOWOUZDMXMUMA,Gary,1706950.0,Office Depot,CA,fwk8978,302.0,United States of America,fwkjhxptxfplyq,10.0,U,70.0,iqqgmigofuzhfsupor
,YUVQZDNQSAJ,Fedolsqnef,,,O,1-387-996-5194,R,271328.0,Jprenypkm,Philadelphia,1912056.0,,TN,Kjb8979,434.0,Canada,Kjbxqrofdtiu,3.0,U,65.0,Lttdzfstmiulxjfzwcfxdgnyxxazngceclxjcnrxxgwbjcikskajpjliqlmtkegaqkkigcl
,hcqdfuocmtafmzcuoxah,SRNMCCLRXTLS,0.0,0.0,O,1-604-586-2808,H,286974.0,Snvxnvrmluxlsmjbraelqxiitmzzdxklipiwqhedfcmlnvwwkijiaieilddbiopswziexoeyfxi,Hamilton,3756761.0,Allegheny Technologies,LA,Ngp8980,505.0,United States of America,Ngpttfmlocvxbfyd,0.0,M,51.0,Uecfqaodiqondihimsrhlprevzrfefdfjnyfhhrcynmyqwmlmdwdjhiboepktkkevyjavmgzqptbfd
M,WQWUJBENBVL,Jjbskvstyb,5.0,2.0,U,1-138-927-5012,t,460160.0,lvgrvxzdibbxevvgzzwubdtkwtvk,Springfield,3116902.0,ABM Industries,VA,Sel8981,847.0,United States of America,Selbhgdl,0.0,S,81.0,MCJZIUOFJKSUCGMZJCMLKPPWTGVMZOPSEWAFWFHNDIVSHNZMQMUPFBACBUUGPLUOSGYAPGXVC
M,Drausbfptoxh,MBWSJQRTTSX,0.0,1.0,R,1-436-238-5249,j,78647.0,NSUBUDZ,Louisville,3704540.0,Constellation Brands,NJ,pnn8982,832.0,United States of America,pnnzmdziuwopotnatuc,4.0,D,81.0,
m,Unvvlvreqsytoruvpfyfju,lmtcwul,3.0,3.0,O,1-309-063-1142,,356418.0,QUPAQIDBHMZQXLZXKJJUFVBJXYS,Cedar Rapids,3314750.0,Universal American,CT,dcc8983,722.0,United States of America,dccitwk,3.0,,68.0,Dbnvgwrifbbbbvglljwpvzmewaitjy
,GBFETDGI,icfozq,3.0,4.0,O,1-097-871-9440,v,432730.0,alnyoxcluhrkkhyotcmlgqmvwghlhnignyrelfqjifkxr,Oklahoma City,44908.0,Fannie Mae,MD,NPR8984,788.0,United States of America,NPRBKGQQGXOSBHAGM,6.0,M,31.0,Vlavzbwfkdjzdntoadpmpddnqugfekeslimxirpuxyxweaeksgropybzoia
,QHHCEJCMWYOPGQ,UAFBPLEDX,0.0,2.0,O,1-918-899-6422,,16681.0,TGYWTFKJVIBBPCMSAIGRSBUIZRK,Alexandria,3295216.0,Administaff,CA,Mbu8985,417.0,United States of America,Mbugilamkxwwsee,9.0,M,72.0,AXLPBFKVJZWWIHJSVGJLIXRRPB
f,AZOVVGLAKXCCZFVAY,Yxjfpim,2.0,1.0,O,1-754-636-4183,,21938.0,Ytdxdsioegkzirdulrbgicapcnowqiq,Santa Ana,1819333.0,Southwest Gas,Quebec,axk8986,383.0,United States of America,axkgjplig,0.0,M,79.0,Wvqcclotufggcpadrepjfwrleirrnfzfdsvpmxqmogflonuifxedyqzfgyzuopumh
m,Wuskslpgxusswmseqkjsfvnccj,Erkchudciv,4.0,4.0,R,1-977-019-7335,,255755.0,,Tempe,3541360.0,Pactiv,VA,yqz8987,360.0,Canada,yqzvkojaliddoxgqqlocslxm,,D,49.0,Ojjoofivrohdskxacinnuddqzpmakxauwoboaygnhgjjdcdpzxkbdulacrbhmtinkmkshhlllxxorad
f,Igmorkqkhcsybcdaov,YKIZVPLNKEYH,,0.0,O,1-494-902-9887,r,333380.0,Jfxtktrvkgaiqnwllnusfecinldkzaxqnijg,Columbia,870929.0,Brookdale Senior Living,LA,ezf8988,496.0,United States of America,ezfngtcvcisslymyjhzlwtm,4.0,M,15.0,skufnusqtxgcsjvflwplxqjycg
m,WEJXTWLWLYJHLI,BSSKQHVHCDCB,4.0,2.0,O,1-335-051-1691,d,455864.0,wdnvlbupajskpkduximzaqgqhtzmmosscxkegxmpsajtwegznf,Glendale,1065312.0,Moody's,AZ,Nkr8989,706.0,United States of America,Nkrlvqfc,10.0,M,76.0,Awaeoqfgbygmgrklskvzwrqkfyonutmwcvcmfvklzjwmlsxcmjiomorxcmurd
m,Rkqwsvmpitqk,Worxxofghi,1.0,1.0,R,1-930-987-1188,,29620.0,Bvxhnjjtdrc,Escondido,1141018.0,BlueLinx Holdings,Prince Edward Island,ojf8990,342.0,United States of America,ojfhkylnzpffvgjev,7.0,M,11.0,tfbowmimixanbxmcbkurppnlkecdxowfhaldmhajnvdtgztoadfimfyjawplj
,Seukyamzumdgsv,Fyjmzbiv,4.0,1.0,R,1-123-451-7883,G,126075.0,Utrslebhhfarwlchvjidakogxptosqeboajeqtqflj,Providence,3868421.0,Clorox,AZ,Nqq8991,309.0,Canada,Nqqdbye,10.0,S,76.0,PGHMGAYTXHHUATTDFHMBRVNCGYGGJIMXLFEZLDSTGXFAJDPRJNEQEO
f,FGILILR,ORXZKUHPAOKN,4.0,2.0,O,1-614-623-9411,q,467687.0,cuqftlbwxakqswdlnvnojhngnevapocgkbuhyjssdscxdhvuvvfjaq,Norfolk,1747903.0,Valspar,FL,Aut8992,602.0,United States of America,Autktcvevewvnzz,7.0,W,69.0,Wmgosqthdpsrxicdejsolsxetsypmbkpeizgdxbevkjqrljy
M,Cbsfpac,,5.0,3.0,O,1-960-793-0301,y,73678.0,Obzhzcqfbxcjblixhvpriw,Riverside,,Sun Microsystems,NH,Lkv8993,424.0,United States of America,Lkvdfedtvymilarrwjkoautt,7.0,M,74.0,qemtacbrpsmcdxthzotxc
M,CFVDTIBBFLRQI,Kayhpljfln,5.0,2.0,O,1-221-434-9140,,115249.0,OUXFWVLBXIUEKIJVCV,Costa Mesa,2376736.0,Fidelity National Information,Ontario,Iix8994,803.0,United States of America,Iixnsouyyzipztmpcnheouy,6.0,,38.0,AUYODZFFRURLFZFHKPFMCVISBTLITNAJGLAXIF
F,Uytsqx,Taumaqq,5.0,0.0,R,1-014-037-4881,H,116688.0,Hipnh,Henderson,3297104.0,Pepsi Bottling,TN,JNL8995,577.0,Canada,JNLZBFNUPBALMJD,5.0,U,21.0,Gwjmvhufwdrfeu
,Knpmevndkdnlehzucqaxhkjt,LCWOXDINHSP,5.0,5.0,O,1-516-161-0336,,29954.0,Dseoeahdfvnilzuaurvwbqa,Missoula,3025756.0,PPL,PA,INJ8996,813.0,,INJHHZANZKDP,5.0,M,5.0,norevxkfktrujopchowkcxbvkaggpkjzmfjnkxogae
f,Ajaspc,,3.0,1.0,,1-409-960-5778,,485326.0,NSOPUXQCCFLBSEHBLBDEIAHKTFXHLOIJNDRVXIPZIWSTJEKEDYANBTMXXRTRLBPAVIJW,Boston,107175.0,CHS,Newfoundland,Jlq8997,568.0,Canada,Jlqbynolwlmicpfdziuymffctq,9.0,U,21.0,Luhwjomehxruzenzakkuxzalvmcokylsmyvrdvlidvvedgdgmblkciubmgg
f,Oltvutbj,,,3.0,,1-531-797-5792,A,268447.0,Ukbnstppwnsnndgzxnszuneetkfdbpfcnyqiemrcobfgkuvpedrriwvxz,Fontana,1827301.0,Big Lots,RI,ppd8998,798.0,United States of America,ppdzptdihwqiv,9.0,M,27.0,FWPASCKDYPLBCDBZQYDVPSJVJFWN
,Zhwzebh,waknqfem,0.0,2.0,O,1-007-132-2737,,151560.0,Hkovqizzdmpzfriyayhahktjxqkdddqlxsxzghgfjfvhqgegcdggxfxnhrlppaynmsiqg,Berkeley,1467575.0,Brunswick,MN,BNU8999,669.0,Canada,BNUEEDEECNLVLSJRSWR,8.0,S,90.0,mfyasteivpmtjuoqpofnmadojfxdhtm
,QZCXFEWDGDHNFQGTAUEIRUQ,kbwkupv,1.0,1.0,O,1-750-487-1983,,13974.0,Tkidtiiwujgurshobesvhubbwlugmonuvnviypmr,Anchorage,2207364.0,FMC,ID,Kxx9000,,United States of America,Kxxteqasp,1.0,M,68.0,Cbawbtkxbsjmbxswawlpqvcrdusmbskiakbtkjhzpjanvewgtsjvekmslopdth
,Sfgseyfmgldlonhgdgs,lgpiejw,4.0,5.0,,1-860-430-7323,T,301634.0,SJMHNAXXBBVNSQMCYBCBVKQFVMPVCFJXGWDAAXZCZWQKLYBYSMK,Torrance,1885306.0,Valspar,IL,Cek9001,844.0,Canada,Cekbmgcmwfwleyaqvd,0.0,M,42.0,vpyngfbxohdmadufkkyiwwcdifbjmaqrlfovcqawqxxjbsfurhigkymzvbemdbenwcvj
,giczerfiybfdra,zhpmxlfll,1.0,2.0,O,1-299-609-7219,,77635.0,RVUTTRILDPNDHNWRAIHQQNFSE,Tucson,,First American Corp.,Ontario,Rsz9002,619.0,Canada,Rszdjuxcsssabkioqmadcnvqd,3.0,W,76.0,ZCQSGIGPVAGUHYCHVRPUMYPMQBLAUGBQOTPAJUMYIZDFQEWNFPPGKWSES
,Bkjqpkfqvxckmdsmijfypy,dbgkzdhswxd,5.0,3.0,U,1-352-792-9668,,243507.0,Legnbpmjggosz,Alexandria,2773249.0,Time Warner,TX,ELW9003,822.0,United States of America,ELWKRPLQXGH,1.0,S,31.0,Wgizr
F,Abxqmyypbirvt,FNPWDIWPMM,0.0,3.0,R,1-617-383-5498,,443360.0,Ldtuuhnfhxnumdpjadjqklhkojqiyrxmnybybyelrpaimi,Columbus,813031.0,Winn-Dixie Stores,VT,Kqs9004,508.0,United States of America,Kqsgwtcahvsmotonhulxrn,6.0,S,0.0,GOCVMQYPBAGRIZNDEENDXOSSUCRNCNOXQFAMIMLSHJGRWRPXCZTBAEGJ
,Tnadzzeijhhqeoxakb,Hanpj,0.0,5.0,R,1-415-402-8065,w,205875.0,MDEBPUCUMUBMGZGQVMYE,San Jose,1351079.0,HCC Insurance Holdings,British Columbia,Rvh9005,382.0,United States of America,Rvhatertwhfvhoslh,6.0,M,21.0,Onxmohfmsnrxorxzwk
,Bmhlasswx,ijenlamsrvld,1.0,5.0,O,1-825-311-6084,d,111986.0,jzzakudhxudvoqhqiubcqhkwnvxckooz,Plano,1829906.0,Amerco,MI,Kox9006,534.0,United States of America,Koxgjwfyyxcfk,5.0,S,1.0,Abhplxavnjaiuducgnmbwsnurzqnnjutlvkiaxeltzbbmxjokzznhxuvwodprjna
,qpfiv,CBFMRRSTY,5.0,3.0,,1-902-593-5681,,279398.0,Uowwocrysvffj,Biloxi,3535747.0,PC Connection,CO,QVQ9007,429.0,United States of America,QVQBTNTGKNXQLHTAQPYJCXEHRGTC,0.0,M,72.0,Tocxuzdolocdtjktcsejygaxghahgptdxbsavqlddnklqevjmebdexeplfoqriuapwnqezwxcm
,odiegtelxdi,Igvejgwfxplt,1.0,4.0,O,1-369-976-3931,P,65562.0,LTRFQREOKHZHTL,Scottsdale,362641.0,Watson Pharmaceuticals,SD,WWF9008,389.0,Canada,WWFMUBDTYGGNCFKVSSPJFLCOH,5.0,W,,KYLYXHDXEIAXMGNGOIIRKTUIBNVVEVBVWUPWIWSYMBCNMGNK
,wrmqluaddfxv,zgujszxcij,1.0,0.0,O,1-034-029-9173,u,425975.0,Ltcqjwdzrnvnfesfodumdztnzhilrsocngavdtqqwyc,Houston,1498021.0,Fidelity National Information,IA,Lxo9009,683.0,United States of America,Lxoctwwtxgwozjp,4.0,,69.0,
M,EPBKWNFEJC,Ewehv,0.0,5.0,,1-671-489-4121,,48549.0,Xfpvotqhlwmkqcgxufrpsclvdfpntpr,Lincoln,849047.0,Manitowoc,MI,Yzo9010,390.0,United States of America,Yzols,8.0,W,,Ycxqcefpaaufwovqjepcgtydzgzkuamxccvpgxnaxssmdmnqntlgacgxjzumsulgdtissfccat
F,Ienou,Zevlbvb,4.0,4.0,O,1-209-073-4461,C,298844.0,Ukwjholbxrfwzuwavptpxcmydwxnpqpudurnkboyspcj,Ann Arbor,,Auto-Owners Insurance,FL,XBY9011,424.0,United States of America,XBYVCPVJPGHOZTUJKEGQ,4.0,D,,Znjrzkofjnhmbpynladgmpgbnlexntpnwymjjcjrgcbuk
,opluejgrykkumrmcum,Oifcl,1.0,2.0,O,1-786-398-2388,,157758.0,JQYGLXQTM,Rochester,3947823.0,Rockwood Holdings,Saskatchewan,Yzl9012,679.0,United States of America,Yzlihimmvfsyqvg,10.0,M,12.0,Magakaquvkpelwwxvndvoknjybadvjfwrnilkuiuivyjcnjnhrrncerc
,Mwtocxmxrmxzpkkllo,Ghkwzxlhcfx,2.0,3.0,R,1-038-370-3753,L,448843.0,IURDYTHXJZOVEOKTNSJBGLXGWPXNOTSETFTROKRDWMGSYGTIXLCAVZXTNIPBNMPIUPC,Palmdale,1205937.0,Spectra Energy,AR,Kjy9013,789.0,United States of America,Kjyoeujx,10.0,W,,iqtaooehtlsofgqrvzhvubxfhbzsmijeaygnmslhotjqpllllebqavublxmzltmajqsvjutwgb
M,Vhwvpzzkbbsqbgpv,iusrkoepecjo,,5.0,O,1-667-388-6633,K,75455.0,GBSNEVCPJTAAVZHXJPGHUHWFRQDNI,San Diego,2438018.0,Amerigroup,Alberta,Ckk9014,562.0,United States of America,Ckkwxrkbqtphi,1.0,W,4.0,uupepohdnlnlukjvvivuvwvyuxbigombaizyaxwnaruuzqjuvdznpe
,djptcjhhs,kpuqcdhlyot,4.0,5.0,O,,Y,347440.0,QOWVJYCXCOZNDZNSRSCFJDGRGK,Oshawa,3490993.0,U.S. Bancorp,Manitoba,TKE9015,824.0,United States of America,TKEYBRP,8.0,M,1.0,Fghcgrvecetufdganpximyatysaoawrurquwkoqquyamvqhrkyzrbldlujlms
M,FAHPQYZ,Yvmmijz,2.0,4.0,O,1-559-660-6573,A,80446.0,Wrtebeqoebsvhhplalwjfbeurajqhrbeglvjmqskgjbbmorfkphfnznljmuftqvgxribkzdkcxlyoj,Rapid City,3251834.0,C.R. Bard,NH,Aor9016,653.0,United States of America,Aorxiyyhvshqmakgwcha,0.0,M,65.0,Jiuqivxvabtdjwwxmqshkljxsdnnvptawzxlltb
F,Qoerjyrasmmxebanjllaxgelssz,Ncqni,5.0,,O,1-199-351-6560,,232169.0,Jwhojkqiezlpxdbvzxbqpexhbmcexxrcduogqjixlwfxarlhlvesyxcwdvcpioolqwigwrltneo,Salem,2696782.0,Lowe's,VT,ZDR9017,635.0,United States of America,ZDRPB,10.0,M,80.0,kvngzauzuqkkpubxpcjopilohdorgbfrrzmwa
,Jxrwiwxiw,nwamupkmaet,0.0,2.0,R,1-873-008-7940,,34675.0,pzjkdbaponapxscpcukxgwvbpyucimztwtuehpfwevs,Berkeley,2215271.0,MDU Resources Group,MO,zmy9018,643.0,,zmypmjkqjmewcuihyoyqjxpjwnga,4.0,U,72.0,
,FDRIPELWAUPZPXFNNOJ,GMNWGU,4.0,0.0,O,1-581-406-6537,,177717.0,Nbfdqqjbepqikqlnzjgrngcfwwcdaitqlsrslg,Dayton,1186933.0,Rent A Center,ME,Nrg9019,824.0,United States of America,Nrgleofrcmpwwwlbuevgienkngt,0.0,D,45.0,Eslqngjqrsigfgmswgausosvlgrucw
